0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168
12.898401,13.01874,12.89219,11.844143,11.843857,11.479124,10.631437,10.10431,8.789823,6.186416,4.4051747,3.3894506,2.8831685,2.832726,2.461941,1.7248855,1.3831054,1.1608745,0.8374003,0.46964234,0.50845957,0.84824914,2.771196,4.5657434,4.6570697,3.2661653,2.3061075,1.5330467,1.0025918,0.22684585,-0.06322886,-0.46466902,-0.5958587,-0.7084339,-0.77836996,-0.6232106,-0.4990111,-0.44692206,-0.33893406,-0.21719366,-0.05429116,0.1603877,0.30681983,0.33990812,0.58649415,0.63763225,0.4235547,0.67813826,1.709455,1.902629,1.8721913,2.0561473,2.2542148,3.0714133,5.6625686,7.676594,8.329807,7.4174395,4.7411356,3.0197983,1.7253225,1.4769161,1.059735,0.38052398,0.36207703,0.116061985,-0.30649847,-0.53672814,-0.6870769,-0.6291746,-0.43699726,-0.17796111,-0.0056128446,0.026001193,0.31007504,0.73489296,2.0531948,2.9216774,3.0444613,2.1643572,1.4289997,1.1712193,1.4784993,1.9524186,2.095799,1.9587681,1.7437818,1.9953732,2.4964523,2.3998199,1.9534546,1.2235957,0.15424027,-0.057092905,0.1769281,0.22729717,-0.08319479,0.751138,1.6324415,1.8816884,1.9116875,1.979405,1.6799495,1.3440287,0.66899616,0.27935436,-0.107569575,-0.94209933,-1.0443678,-0.85752034,-0.5626174,-0.15657252,0.24443302,0.64335483,0.74246836,0.74516493,0.75518274,0.97571623,1.342134,1.7923615,2.6306667,4.750988,6.0017085,5.317674,4.686845,4.723091,5.078444,4.5478134,3.0764506,2.0809453,2.2002885,2.0172334,1.6877313,1.648913,1.4229519,1.3131496,0.9064646,0.6974041,0.8733264,1.0826933,1.4005992,1.6058092,2.660777,3.0104234,3.080713,2.484922,2.098691,1.7524266,1.897227,2.2665954,2.445288,2.26032,2.013859,1.8176665,1.9484806,2.1148522,2.2123868,2.5697358,3.0610182,5.4610934,7.547124,9.343037,10.9273815,12.018763,13.085366,13.282698,13.438214,11.843321,11.843227
-1.7183614,-1.7254118,-1.6669806,-0.7187757,-0.71867716,-1.4068468,-1.3568676,-1.2441134,-1.3554932,-1.4698555,-1.208222,-0.9715756,-0.83464986,-0.9618744,-1.3263134,-1.4892824,-1.582682,-1.5942644,-1.5262355,-1.4837168,-1.6905822,-1.9541595,-2.112395,-1.730495,-1.2841405,-1.0854223,-1.1915629,-1.1869514,-1.2560565,-1.5618675,-2.5587695,-2.987405,-3.0411549,-2.7583985,-2.405462,-2.0304694,-1.711637,-1.5321466,-1.4281679,-1.3434744,-1.251236,-1.0974331,-0.93662316,-0.763211,-0.85130525,-1.3048145,-1.5966606,-2.0461688,-2.504603,-2.269319,-2.2531557,-2.2578683,-2.3474247,-2.3810902,-2.5091333,-2.5593076,-2.703872,-2.5843687,-2.5612195,-2.4288518,-1.0372732,0.120732814,0.68237555,-0.10242736,-0.46353984,-0.21803856,-0.045472443,0.00636468,0.020752752,-0.03974577,-0.15989487,-0.44521376,-0.812408,-1.0292487,-1.3635509,-1.3771832,-1.2285465,-1.2659619,-1.5399622,-1.8492444,-2.0519001,-2.532985,-2.919268,-3.0966258,-2.951941,-2.8307343,-2.687076,-2.5946774,-2.6411376,-2.619472,-2.6465807,-2.7347388,-3.342048,-4.309705,-4.060911,-2.7935941,-1.5430532,-0.784955,-0.070069164,0.6827417,0.41520175,-0.07697851,-0.34952918,-0.73757976,-0.7944759,-0.83544207,-1.1323411,-1.7126421,-2.0276687,-2.454135,-2.735732,-2.7326694,-2.6505656,-2.39646,-1.9502655,-1.5308452,-1.1107137,-0.8410295,-0.8665916,-1.0811819,-1.4509277,-1.8050518,-1.9022678,-1.6032796,-1.5206621,-1.7025856,-1.6426456,-1.5754776,-1.2670816,-0.86288965,-0.8559725,-0.914251,-0.8838793,-0.6526396,-0.5519496,-0.47892594,-0.58303785,-0.72627515,-0.6345881,-0.3727444,-0.0007200837,-0.07158002,0.5821228,1.1530455,1.1047465,1.0381476,0.93513113,0.72858083,0.6934831,0.73212886,0.68253654,0.80996084,0.9615485,1.1454895,1.1281481,1.0053325,0.8458133,0.55284184,0.3042231,-0.72859263,-1.5151533,-1.9327214,-2.3402035,-2.3446455,-2.0530033,-2.0391397,-1.8749614,-0.7184235,-0.7183762
-0.5438802,-0.43058413,-0.5604468,0.7846207,0.7845538,-1.4161121,-1.7731397,-2.0392673,-2.1093843,-1.9512877,-2.0063229,-2.1238143,-2.1479366,-2.1624403,-2.0509987,-2.220272,-2.3815072,-2.4787297,-2.622709,-2.8836412,-3.0463328,-2.6095319,-1.6885569,-1.3674232,-1.3116915,-1.2317238,-1.2387905,-1.1638296,-1.0111659,-0.9388447,-1.5951362,-2.1254714,-2.4621859,-2.3126297,-1.9145198,-1.8647637,-1.8293375,-1.7748225,-1.7466604,-1.7151656,-1.7206922,-1.8162763,-1.9942516,-2.1604357,-1.8163711,-1.099391,-0.64096606,-0.473199,-0.012136549,0.16889915,0.08808875,0.0023902357,-0.1586608,-0.29679033,-0.6746357,-0.79852635,-1.3578022,-2.1583838,-2.2365568,-1.8500433,-2.1247196,-2.5259228,-2.665608,-2.5777497,-2.366015,-2.536918,-2.8619928,-2.9487784,-2.9686708,-2.9667096,-3.0173647,-3.2201438,-3.398908,-3.3714585,-3.0177684,-2.6710143,-2.4193227,-1.7769951,-1.3545057,-1.0466717,-0.81704,-0.15304308,0.549719,1.3525367,1.4053993,0.92253184,0.66845345,0.5923226,0.45850608,0.36222896,0.09960861,-0.26241344,-0.96651,-1.3568126,-1.9785922,-2.442388,-2.6751614,-2.7870994,-2.9248543,-2.6357026,-2.0887718,-1.4396802,-1.1415936,-1.0059505,-1.0683303,-1.0900406,-1.1023705,-1.0155691,-1.2607927,-1.591746,-1.8723834,-2.120295,-2.2516866,-2.3186321,-2.3299344,-2.2775097,-2.0626152,-1.53178,-0.75002265,-0.48096448,-0.7047525,-1.0166997,-1.387064,-1.7884343,-1.9807622,-2.228386,-2.424368,-2.4702616,-1.2910693,-0.20152673,-0.6298529,-1.3099453,-1.6603839,-1.6345887,-1.684495,-1.7023649,-1.6862253,-1.7435219,-1.9080815,-1.9919547,-1.7521498,-1.5892184,-1.3318284,-1.3613863,-1.5965769,-2.0179849,-2.2273345,-2.473977,-3.0150099,-3.361619,-3.4471242,-3.5182176,-3.546472,-3.54675,-3.5915904,-3.7128377,-3.8421755,-3.5302134,-3.2185464,-2.5816207,-2.2159038,-1.6955867,-0.8456885,-0.4601639,-0.0461483,-0.024548888,0.04066345,0.78445596,0.7844381
2.147542,1.9722481,2.5882192,0.84096074,0.84101605,5.4738827,6.459667,6.838958,7.747695,8.679504,9.246319,9.32832,9.473214,9.219838,7.8423266,5.458547,3.8295014,3.0792584,2.4423308,1.6653136,0.49270833,-0.24280947,-1.0366071,-1.0776775,-0.95205605,-1.0575087,-1.2181342,-1.2272928,-1.2104758,-0.8759601,-1.2381921,-1.5243797,-1.4524496,-1.1989095,-1.1907659,-1.380106,-1.4201584,-1.3920057,-1.371069,-1.3455749,-1.3028182,-1.1881169,-0.982275,-0.6463574,-0.30506933,-0.20470059,-0.52877474,-1.3504415,-1.7473676,-1.9298524,-2.0612898,-2.0588243,-1.9773344,-1.9874185,-2.2333572,-2.4471414,-2.639395,-2.5047493,-1.879005,-0.605597,1.992084,3.077355,3.4329662,2.1610105,1.0437441,0.2228629,-0.53581417,-0.7634896,-0.74358416,-0.7121121,-0.7058474,-0.8009088,-0.93568397,-0.7138565,-0.5146462,-0.28301394,-0.62443876,-0.9022755,-1.094706,-1.2878215,-1.3103008,-1.73383,-2.17067,-2.5378892,-2.9360979,-3.1441998,-3.1335363,-3.0158894,-2.8213615,-2.515612,-2.2271178,-1.9562039,-2.037069,-2.514997,-1.4122396,1.0916091,5.9807878,9.149559,10.588219,11.01638,10.12368,8.902298,8.121489,6.554801,4.739295,3.0255492,1.5106127,0.39444184,-0.03805191,-0.39938924,-0.6282475,-0.88434863,-1.1972725,-1.4292741,-1.4188378,-1.2886269,-1.15319,-1.1436011,-1.1505702,-1.3154569,-1.7169333,-2.161831,-2.3463554,-2.4725275,-2.4824767,-2.6586947,-2.6951818,-3.1991765,-3.4161043,-2.7233713,-2.5604856,-2.12326,-1.9160336,-1.5694685,-1.2234007,-0.91349065,-0.9645376,-1.4311441,-1.7874516,-1.8706955,-1.5906653,-0.93017846,0.24454266,0.3520408,-0.008217096,-0.3942838,-0.2317551,-0.032555945,-0.4742125,-0.6917845,-0.6842497,-0.38221154,0.07879697,0.4802245,0.6243694,0.46285623,0.5466708,0.9473121,1.3741064,1.3550797,1.1967108,0.74062604,-0.2429281,-0.68333924,-0.8443489,-0.9678009,-0.99142796,0.84110045,0.8411138
0.6845757,0.70689714,0.6075696,-0.21159838,-0.21171889,0.062815435,0.045122243,0.44531024,0.9092645,0.7387881,0.61327255,0.55239475,0.31719342,0.4007358,1.1926869,1.939285,2.2160354,2.2912211,2.2638593,2.039878,1.7092625,1.2487082,0.077673815,-0.9289292,-1.0412722,-0.76941466,-0.49385935,-0.44296563,-0.5772964,-1.6993054,-1.9687339,-1.4302644,-0.5773055,0.26744413,0.62200814,1.0782125,1.348572,1.4827905,1.5955703,1.6820383,1.8131397,1.9898865,2.0987391,2.0957956,1.9598548,1.5377629,0.25402787,-1.0304655,-1.3312497,-0.57303864,-0.44273403,-0.5114844,-0.47217187,-0.5355831,-0.5981288,-0.60952723,-0.6096986,-0.25115895,-0.0010522008,-0.5116836,-1.1229261,-0.8819354,-0.64703053,-0.111533135,0.026363134,0.28810146,0.64780265,0.6770525,0.64199275,0.6646544,0.7166953,0.82938147,0.92106533,0.79995036,0.36874977,-0.1134069,-0.6125659,-0.80948234,-0.7426916,-0.4038242,-0.4865677,-1.1346464,-1.7907164,-2.1314921,-1.9915569,-1.891017,-1.88765,-1.8972763,-1.8671781,-1.9305377,-1.8637528,-1.6801083,-0.81968504,0.6443379,1.648389,1.4665501,0.06738591,-1.5333148,-1.5468818,-1.6488147,-2.0331147,-2.2424488,-2.3325288,-2.6870205,-2.7836206,-2.6617827,-2.6927001,-2.293078,-2.1195414,-1.8445225,-1.2258191,-0.4747746,-0.043482006,0.14372951,0.13377547,-0.07620314,-0.3794391,-0.72635525,-1.1625565,-1.4288048,-1.3502785,-0.9451078,-0.41128513,0.12141764,0.28182834,0.37485534,0.11246985,0.12077126,0.37981465,0.35912254,0.5326377,0.7274591,1.0060651,0.7533866,0.6164404,0.47422752,0.5430404,0.6737511,0.728083,0.7032547,0.58135474,0.15074229,-0.90701896,-0.780103,-0.50680745,-0.31424075,-0.34523538,-0.62210697,-0.35031685,-0.063225046,-0.035238743,-0.13235742,-0.2824905,-0.36233458,-0.35872692,-0.20011082,-0.11531426,-0.3066349,-0.32796055,-0.8590132,-0.6337402,-0.11847055,0.36002454,0.24168798,-0.25702477,-0.3316644,-0.26550445,-0.2119996,-0.21205065
-2.092608,-2.2768278,-2.2083707,-2.237469,-2.2373633,-2.3257074,-2.1063178,-1.8637512,-1.598187,-1.2903903,-0.9876481,-0.84744453,-0.73269576,-0.5943341,-0.52420497,-0.2571051,-0.16310817,-0.16170946,-0.12445542,-0.04318206,-0.2525262,-0.9444489,-2.140594,-2.4619532,-2.29322,-1.5291669,-0.2139998,1.89256,4.216886,9.209274,11.165631,11.371369,10.863258,9.864253,8.389337,6.3771935,4.5839043,3.4751418,2.7355285,2.2422698,1.7672057,1.3543665,0.9231107,0.35735893,-0.7791038,-1.6492364,-1.700091,-1.976146,-2.484455,-2.2344792,-2.2478437,-2.2054198,-2.092478,-2.1513817,-2.6196444,-3.164367,-3.702128,-3.4576588,-2.9750676,-2.2287586,-0.5179341,0.13207299,0.061402522,-0.86618996,-1.091209,-0.90973175,-0.68429404,-0.6284272,-0.5822164,-0.55457735,-0.44288966,-0.102423996,0.34038544,0.4511359,0.14462566,-0.49624705,-1.3523921,-2.1941829,-2.7174163,-2.9363375,-3.0436711,-3.1932821,-3.332375,-3.3883586,-3.3450236,-3.2724802,-3.150179,-3.1764326,-3.275311,-3.1816034,-2.9329202,-2.3327432,-1.2930396,-1.8347867,-2.3626316,-2.227822,-2.280997,-1.8057191,-0.9618848,0.030477569,0.7537435,0.5676921,0.5228536,0.70192754,1.0213127,1.2685183,1.6214304,1.414751,1.5647737,1.8736838,2.1106658,2.3928552,2.65932,2.7977595,2.7294922,2.4328983,1.7283164,0.6530406,-0.28143942,-1.0397375,-1.7808082,-2.5825508,-2.490549,-1.7802806,-1.2583449,-1.0549929,-0.31258264,0.38427266,0.54928935,0.46610248,0.65981495,0.691804,0.83739257,0.8034343,0.65958947,0.7440811,0.972937,1.1816033,1.0683862,0.66212034,-0.5569738,-1.1701479,-0.6976677,-0.8161176,-1.2141578,-1.52182,-1.9575555,-2.013441,-1.419265,-1.1818846,-1.2162765,-1.2520504,-1.2024565,-1.1974105,-1.3029935,-1.4475436,-1.6297729,-1.9408597,-2.1824212,-2.372651,-2.8976755,-3.2899497,-3.4381843,-3.3487759,-3.2457595,-3.2258773,-3.017287,-2.2370605,-2.2369545
-1.7660823,-1.8371732,-1.8801949,-1.9261632,-1.9261405,-1.8778019,-1.8589242,-1.9613771,-2.4377484,-2.8477125,-2.6469824,-2.5124366,-2.3121548,-2.2985747,-2.4142523,-1.917701,-1.5008347,-1.2698077,-1.026339,-0.62900764,-0.3698476,-0.36197925,-0.07036133,-0.2634846,-0.5840322,-0.7383287,-0.78217506,-0.8872977,-0.99274504,-1.0683873,-0.8342446,-0.4857661,-0.1911811,0.05580525,0.15294935,0.16197343,0.14807272,0.08572314,0.013956916,-0.045433354,-0.08005184,-0.05543296,-0.012189798,-0.10245541,-0.7397835,-1.5291095,-1.6475524,-2.071785,-2.9074287,-2.7839122,-2.7711406,-2.845706,-2.8113027,-2.9263754,-3.3401365,-3.7819185,-3.8594935,-3.3444695,-2.7762914,-2.2106636,-0.5894019,-0.21477818,-0.5556845,-1.1210873,-1.3562353,-1.3622582,-1.1763356,-1.0704483,-1.0350617,-0.98975176,-0.8778604,-0.7499738,-0.6914377,-0.7230135,-0.87327915,-0.78698266,-1.0818719,-1.794068,-2.1442745,-2.3077354,-2.337949,-2.2905152,-2.3788128,-2.3900137,-2.204898,-2.073856,-2.0199823,-2.060695,-2.3116655,-2.398028,-2.3733046,-2.1242328,-1.3571205,-0.93959385,-0.5787369,-0.3343408,-0.32713652,-0.36992556,-0.42145923,-0.7456815,-1.0225047,-1.3761721,-1.4822177,-1.340638,-0.7846656,-0.12367704,0.5016643,0.52509266,-0.006782666,-0.56873524,-1.3045106,-1.8479518,-2.0132701,-1.8860692,-1.6734352,-1.5904292,-1.583891,-1.5862377,-1.7046049,-1.4494696,-1.5596294,-2.0988479,-2.5276473,-2.743315,-2.8370788,-2.7760882,-2.561399,-2.275117,-1.9260657,-1.8039409,-1.4205747,-0.7728768,-0.62161225,-0.9223757,-1.1281221,-1.2473947,-1.1761707,-1.0362154,-1.0357232,-1.205874,-1.8834646,-2.3183393,-1.6712275,-1.6877747,-1.803718,-1.556806,-1.1115254,-0.7191228,-0.38673115,-0.30634433,-0.42837352,-0.51800394,-0.6617532,-0.6657991,-0.5890691,-0.43256333,-0.3649061,-0.68118024,-0.72561944,-0.8310075,-1.1384141,-1.4828669,-1.9234126,-2.132918,-2.4239335,-2.4397113,-2.4026122,-1.9260945,-1.9260479
-0.89520574,-0.90929013,-0.74716014,-0.20481953,-0.20466194,-0.29985756,-0.22508691,-0.122899786,-0.31647956,-0.21651226,0.07372287,0.49999356,0.7720482,0.5895058,0.28306532,0.14390844,0.1484037,0.25079674,0.40692306,0.7098424,1.0600616,0.85961694,-0.59757245,-1.161314,-1.0160238,-1.0543442,-1.2333295,-0.975093,-0.7488302,0.11762192,0.20982434,-0.027350709,-0.21529236,-0.48728916,-0.71190083,-0.74963385,-0.7105824,-0.6452186,-0.5686603,-0.4965855,-0.3454062,-0.04613641,0.39355603,1.0041876,1.4443353,0.8900304,-0.1527536,-0.94248295,-1.9235082,-2.2865038,-2.2049932,-1.9474515,-1.9031148,-1.5534515,-0.94724786,-0.09497007,1.7387952,4.168054,6.7219114,8.777482,11.880335,12.136024,11.754817,10.405165,9.3291235,7.677764,5.440598,4.410718,3.9978485,3.6368747,3.2766712,2.7220268,2.3248253,2.2146766,1.7663962,1.1693237,1.0458536,1.1739061,1.0191932,1.2125995,1.418457,0.6289451,-0.44909948,-1.3106593,-1.7777071,-2.124389,-2.3396657,-2.3839478,-2.1274123,-1.7772293,-1.1530049,-0.5466681,-0.75785863,-2.4500341,-2.480507,-0.83916974,1.5319562,3.0553946,3.6626468,3.9227457,2.5438561,1.298493,0.689786,-0.105822474,-0.546342,-1.0917614,-1.6223059,-1.8334687,-1.8402408,-1.928971,-1.7185587,-1.3415127,-1.1462828,-0.8778108,-0.37480122,0.18920016,0.61448324,0.64984906,0.08707164,-0.91470414,-1.5853465,-1.9161712,-1.8484967,-1.2602612,-1.0778109,-1.2250547,-1.1044766,-1.2940425,-1.2926743,-0.6482163,-0.41370833,0.20638266,0.9274854,2.0316985,3.0747185,3.720796,3.8510437,3.8189425,4.3765244,5.4930625,7.7043996,9.671394,11.34783,11.39482,11.1425295,10.729927,9.898947,8.327385,5.914921,4.5086203,4.0875244,4.254837,4.554173,4.887723,4.804434,4.404215,3.8437915,3.7315605,3.9663806,3.3306012,2.0889516,0.64188445,-0.47315943,-0.67918146,-0.6645747,-0.700534,-0.7558173,-0.20436952,-0.20434749
-0.5428542,-0.53382856,-0.5333686,-2.1141477,-2.1142397,-0.20927536,-0.05054594,-0.110161565,-0.45149228,-0.8173342,-0.90753603,-0.7713142,-0.664101,-0.52569115,-0.3496645,-0.117207564,-0.01824826,0.15347947,0.5697088,1.1146824,1.2589321,0.8110873,-0.08925286,-0.6632812,-0.7691211,-0.5821199,-0.07961518,0.36986548,0.6579462,1.1982217,1.6258632,1.7173483,1.3997927,1.1416856,1.171264,1.365639,1.3998164,1.3599507,1.3017561,1.2517717,1.2019813,1.2093251,1.3314421,1.364915,0.87347096,0.2414085,0.08609194,-0.5233691,-1.7127917,-2.24566,-2.0721416,-1.9828883,-1.9371436,-1.708612,-1.4818953,-1.6510463,-1.6291935,-1.2175756,-1.0872619,-1.00018,0.75777084,2.0812604,3.983033,8.042785,9.644772,10.940893,11.663719,11.846588,11.953888,12.034347,12.057234,11.985247,11.741034,11.350327,10.5042305,8.52794,5.1114216,2.2542212,0.6377214,-0.117109716,-0.48242357,-0.7245916,-1.101165,-1.4367788,-1.2801582,-1.1781358,-1.2528831,-1.4919124,-1.852982,-2.1172419,-2.3212945,-2.286522,-1.7587068,-0.58174443,0.87192935,1.1662999,0.42371273,-0.41914067,-0.6581279,-0.81226987,-0.8090177,-1.3257929,-1.5876586,-1.6919528,-1.9510198,-2.3682642,-2.9400806,-3.0810943,-2.7049015,-2.6156518,-2.542781,-2.4318712,-2.1955862,-1.7753013,-1.3527086,-1.2113341,-1.1989815,-1.2216299,-1.1184402,-0.9636717,-1.2733623,-1.8714969,-2.1701732,-2.3088267,-2.399084,-2.3846476,-2.2444115,-1.9812201,-1.5237106,-1.6261295,-1.7449265,-1.3500181,-1.2759197,-1.4357563,-1.5038241,-1.5349815,-1.4721147,-1.1910075,-0.7981404,-0.5788263,-0.44237378,-0.5038101,-0.8584131,-1.2656859,-1.2382926,-0.8125594,-0.4143955,-0.19057477,0.003112048,-0.00055652857,-0.16050392,-0.2897628,-0.3699454,-0.35783634,-0.27209556,-0.082924545,0.0441885,-0.12088096,-0.20494068,-0.58078295,-1.2655694,-1.5158455,-1.6208446,-1.6726286,-1.7992407,-1.7370676,-1.6545308,-2.11445,-2.114449
-2.2218907,-2.1864634,-2.142472,-2.8688703,-2.869015,-2.2095034,-2.2908409,-2.208,-2.072192,-1.8530369,-1.6312668,-1.3510774,-1.2761106,-1.1350893,-0.70364165,-0.05651033,0.38953272,0.53008395,0.6536515,1.0449288,1.3094146,0.8668281,-1.0051178,-2.118766,-2.1646318,-1.8856492,-1.4171554,-1.084018,-0.9793017,-1.3223288,-2.218338,-2.4965854,-2.407238,-1.9831731,-1.70217,-1.4626936,-1.3555677,-1.2741351,-1.2150543,-1.1708555,-1.1074367,-1.0574267,-1.0848924,-1.1791421,-1.4045509,-1.6973377,-2.062749,-2.6273844,-2.6165218,-1.4543694,-1.4541581,-1.604617,-1.5531373,-1.7038233,-2.0395012,-2.1423595,-2.36806,-2.4995027,-2.4328036,-2.6807652,-2.9751792,-2.5197108,-1.9716833,-1.9136271,-1.9120716,-1.6607683,-1.3649464,-1.3374245,-1.3999565,-1.5474002,-1.7997031,-2.060514,-2.1160307,-2.2353902,-2.546031,-3.2866724,-4.0986376,-4.188485,-3.9996219,-3.6763184,-3.407363,-3.205806,-2.902863,-2.5086496,-2.0776176,-1.8646508,-1.7912045,-1.9688699,-2.2710114,-2.3908107,-2.5321546,-2.6701555,-2.2462378,-1.6556338,-0.9611065,-0.72106797,-1.3512031,-3.1878104,-3.5866451,-3.1201482,-2.6621857,-2.6453316,-2.5761364,-2.4522557,-1.9797132,-1.375627,-0.81301385,-0.6193481,-0.46360505,-0.4008429,-0.6615661,-0.9389559,-1.2488486,-1.5555558,-1.6643358,-1.6794521,-1.6114473,-1.6228085,-1.8531122,-1.8728933,-2.0584261,-2.308136,-2.5489578,-2.3574848,-2.2060266,-2.1468215,-2.1072118,-1.3699907,-0.42846364,-0.1278131,0.3077517,0.96362084,1.2144095,1.0081264,0.8747535,0.6376199,0.6476439,0.8166603,0.9665601,0.9960435,0.7161524,-0.15561002,-1.8956184,-2.3622797,-2.4128115,-2.342599,-2.4298344,-2.342352,-2.0602574,-1.9328539,-1.9116333,-2.016445,-2.1724665,-2.2894504,-2.3723102,-2.3423648,-2.389159,-2.7870688,-3.1639676,-3.4961758,-2.9700098,-2.4344447,-2.0151389,-1.9588039,-2.0359857,-2.082183,-2.1029246,-2.869295,-2.8693447
