0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
12.857187,12.986879,12.997139,13.007179,12.906979,12.726264,12.299076,11.599869,9.659135,7.312825,5.2434373,3.8567967,2.590928,1.9031808,1.3296491,-0.25539017,-1.050693,-0.82772994,-0.15862367,0.37528116,1.8341079,3.2364807,3.698451,3.1197362,2.6011915,2.613967,2.6727004,2.5978706,2.3817935,1.7182636,0.63164747,0.09200895,-0.124935284,-0.57490814,-0.77729535,-0.5539545,-0.37590116,0.0769027,0.7966063,1.170641,1.7182605,1.9956268,2.292622,1.5363466,0.70324373,0.021996915,-0.73971164,-0.9314498,-0.8890469,-0.8855587,-0.9613031,-0.9620306,-0.8025188,-0.6226762,-0.410078,-0.33294275,-0.27781564,-0.2838977,-0.14037064,-0.013142645,0.66134393,1.1662703,1.7354951,2.6906505,2.6645923,2.266264,1.8003247,1.4799159,0.86499125,0.56641865,0.41587472,0.116876304,-0.15534097,-0.507341,-0.52175117,-0.26373982,0.06357165,0.3269112,0.6275536,1.1107454,1.6381072,2.0480042,2.2253592,2.3457303,2.507526,2.7549791,3.0380063,3.2696857,3.5765238,4.134943,5.223164,6.5926113,7.5342245,8.732535,10.15866,11.677361,12.559521,12.817547,12.860081,12.177923,12.177418,12.176661,12.176207
-2.3141646,-2.274985,-2.2713673,-2.2193253,-2.202694,-2.2453852,-2.3998742,-2.8745043,-3.2658243,-3.3894,-3.0199876,-2.6414237,-2.2290697,-2.0330825,-1.9386525,-1.9359968,-2.6102843,-2.918334,-2.6348548,-1.8957987,-1.1471038,-1.1135554,-1.1574692,-1.2946707,-1.5672587,-1.9149725,-2.051333,-1.9791327,-1.9375128,-1.8449905,-1.5413301,-1.2641404,-1.2458667,-1.3628688,-1.2678432,-1.0413524,-1.2009311,-1.3414236,-1.5089893,-2.1127837,-2.4017444,-2.2503934,-1.855863,-1.1899418,-1.0665241,-0.96115714,-0.89365566,-0.7062509,-0.8230806,-0.7786146,-0.6292929,-0.63454556,-0.7275497,-0.7987832,-0.8502399,-0.7778597,-0.7278293,-0.7853656,-0.83007383,-0.8505996,-1.0129899,-1.1021521,-1.3927844,-1.5986915,-1.5852585,-1.5525548,-1.3896637,-1.3044994,-1.05464,-0.881632,-0.8413912,-0.75303483,-0.8363325,-0.92371285,-1.2542746,-1.6082448,-1.860053,-1.9778792,-2.0702112,-2.1907525,-2.3062313,-2.3117242,-2.2914925,-2.2940915,-2.1726437,-2.134902,-2.1003556,-2.208033,-2.2308886,-2.3705158,-2.6374168,-2.6631992,-2.872478,-3.0731916,-3.0875316,-2.8106446,-2.477685,-2.2966242,-2.2607853,-1.7068647,-1.7062728,-1.7061728,-1.706235
-1.8641496,-1.755939,-1.7242085,-1.7020842,-1.7924304,-1.893838,-2.0507867,-1.8901699,-1.4885933,-1.0144517,-0.9703013,-1.185561,-1.2976191,-1.4769753,-1.7495232,-2.5970316,-3.5342498,-4.146037,-4.1894903,-4.025936,-3.1919308,-2.2215939,-1.430868,-0.63520133,0.23819748,0.72002983,1.1408172,1.160505,1.2501237,0.9582436,-0.43054646,-1.5999191,-2.2027369,-2.937408,-3.5231915,-3.7235575,-3.7823787,-3.809773,-3.7909243,-3.6870308,-3.4644895,-3.3762639,-3.3270051,-3.4727092,-3.4854836,-3.3495932,-3.222605,-3.2159183,-3.1690059,-3.1814263,-3.1925535,-3.1560993,-3.228818,-3.3238268,-3.3620884,-3.3905344,-3.3672268,-3.2985106,-3.2288294,-3.2488012,-3.1381392,-3.0057573,-2.8807583,-2.7293453,-2.6880383,-2.5183835,-2.4599352,-2.4862342,-2.6592798,-2.8822653,-2.9687545,-3.0318856,-3.093902,-3.1938632,-3.2722883,-3.3448505,-3.4277048,-3.4871092,-3.544073,-3.5501688,-3.527254,-3.453318,-3.3193326,-3.2487504,-3.242011,-3.2128534,-3.1090403,-3.004695,-2.856257,-2.7101078,-2.564773,-2.3895218,-2.2206109,-1.9846119,-1.9711843,-1.7559124,-1.4438131,-1.4101591,-1.4597402,-1.1085964,-1.1089162,-1.1092879,-1.1094813
-2.6369126,-2.6490383,-2.6632595,-2.6737106,-2.4841049,-2.2304015,-1.9843857,-2.5014858,-2.5054708,-2.2690845,-1.9400532,-1.7058166,-1.3314772,-1.1356322,-1.1194123,-1.4004394,-2.1732306,-2.7378569,-2.6521187,-2.3080482,-1.1902751,-0.65239793,-0.5757657,-0.7564355,-1.2457628,-1.6736337,-1.8384831,-1.8345728,-1.8111589,-1.5459082,-0.89825225,-0.5284553,-0.71893615,-1.3876169,-1.6625302,-1.3092719,-1.0115895,-0.8035359,-0.6651072,-0.7815756,-1.2521746,-1.6793841,-2.4227715,-2.5288637,-2.4019413,-2.2703376,-2.154311,-2.049388,-2.127341,-2.1072803,-1.9570928,-1.821851,-1.8203673,-1.8481958,-1.8957458,-1.8670542,-1.8372614,-1.82969,-1.7570013,-1.723808,-1.8487142,-1.808529,-1.9481739,-1.8825324,-1.720535,-1.4729002,-1.0723058,-0.87802947,-0.57580197,-0.41515142,-0.53793776,-0.5429476,-0.73475087,-0.8217267,-1.1989235,-1.6140579,-1.9389303,-1.9984312,-1.9428763,-1.8171048,-1.6748829,-1.3641913,-1.0849001,-0.91218734,-0.80055463,-0.59845865,-0.5173975,-0.61862355,-0.58773935,-0.4822218,-0.2073564,0.09782104,-0.1566275,-0.4958793,-0.8821154,-1.2498859,-1.3118991,-1.3851382,-1.4000478,-0.9923837,-0.991815,-0.99152166,-0.9914386
0.5631182,0.49767524,0.3748585,0.28110784,-0.036501467,-0.3980997,-0.8159543,-0.7166402,-0.54223096,-0.53553015,-0.6076667,-0.7874191,-0.903808,-1.0330739,-1.1425624,-0.8187127,0.49320945,1.9222251,2.1237342,1.6820592,-0.20246412,-1.4153671,-1.7499278,-2.0439625,-2.3920612,-2.670773,-2.8583562,-2.8934598,-2.9274206,-3.1286075,-2.8875628,-2.3299184,-1.7987547,-0.83420527,0.15777487,0.43364197,0.21460618,-0.0123941,-0.37710348,-0.7745005,-0.9832565,-1.16886,-1.2466612,-1.548476,-1.3439391,-1.1767851,-0.53628427,-0.11937696,-0.019683652,0.07073139,0.12657839,0.16947381,0.16288078,0.23447004,0.19330241,0.075939134,-0.1363314,-0.3570131,-0.8730708,-1.1263319,-1.4407951,-1.7099909,-1.8788953,-2.2627792,-2.3069086,-2.1632645,-1.990504,-1.8360779,-1.5973654,-1.1315465,-0.8711189,-0.5739303,-0.19087864,0.23418117,0.728396,0.9949149,1.2897036,1.4583069,1.5169934,1.6257117,1.6895481,1.6352005,1.4682862,1.3999894,1.3091114,1.3447025,1.1669787,1.0704379,0.82510686,0.5336073,-0.0123138875,-0.46619338,-0.46618515,-0.4923021,0.027070612,0.548355,0.54635465,0.44142008,0.46965605,0.7060554,0.7061684,0.7060335,0.70584774
-1.816555,-2.0932117,-2.163516,-2.2159457,-2.218849,-2.1632538,-2.1398246,-2.148314,-1.9273738,-1.9507141,-1.8145549,-1.5655298,-1.2131006,-0.9010883,-0.54658127,0.30687124,-0.15302971,-0.69313705,-0.63423634,-0.8547913,-1.2155278,-2.13722,-2.5855293,-2.633711,-2.519335,-2.7302537,-2.749391,-2.5099604,-1.9708668,-0.3972458,1.3247187,1.7991862,1.7286522,1.662322,1.8853633,1.92589,1.7465727,1.5672072,1.1173694,0.40076655,-0.090978146,-0.18254727,-0.41941535,-0.58088326,-0.9628687,-1.3346055,-1.6286566,-1.6092366,-1.5901749,-1.48532,-1.4333968,-1.3030245,-1.085955,-0.9993574,-0.8909075,-0.8855071,-0.9862726,-1.144407,-1.4706647,-1.6178455,-1.7983224,-1.8846238,-1.9448524,-1.8522551,-1.5602664,-1.2882035,-1.1828226,-1.2151779,-1.0922943,-1.1448524,-1.1904513,-1.104683,-0.92726886,-0.571277,0.014274716,0.69346637,1.375642,1.7699778,2.0968492,2.2993636,2.4004083,2.5561981,2.7103713,2.6336384,2.5503123,2.570129,2.4829183,2.3778255,2.3337407,2.1011755,1.7925701,1.4530061,1.0458409,0.14441422,-0.8315798,-1.5188746,-1.9833608,-2.1628144,-2.1395216,-2.166967,-2.1665897,-2.1662612,-2.16609
-0.7020786,-1.103554,-1.32397,-1.4835289,-1.7184982,-1.8341372,-2.0180104,-2.3033154,-2.5554938,-2.7735472,-2.7606447,-2.6384168,-2.4515123,-2.2855904,-1.9774294,-0.8600582,0.63955414,1.8368527,1.9549325,1.6848047,0.07229255,-1.1559165,-1.955513,-1.9560977,-1.7546217,-1.8720967,-1.7356038,-1.3826439,-0.9255322,0.5304042,2.8691213,4.679772,6.1174564,7.5576563,7.9684258,7.9613934,7.7904205,7.525901,7.19318,6.75669,6.236862,5.4809093,4.0638165,2.930161,1.4655278,0.81552565,0.35015023,0.3366341,0.3665529,0.50453514,0.56743884,0.65478,0.83435327,0.81237805,0.8350481,0.7463525,0.6506871,0.4615348,0.6142252,0.94917697,1.3040905,1.3371629,1.1428584,1.6734215,1.9507008,1.8918917,1.7043544,1.6794977,1.7942836,1.9441319,2.142567,2.2981765,2.7517462,3.2780647,4.0915833,4.6285257,4.918346,5.058146,5.136815,5.108298,5.006455,4.881423,4.84615,4.813782,4.856557,4.726365,4.5859494,4.431244,4.3630157,4.1694813,3.8952785,3.4730759,2.7448115,1.7989573,0.97990906,-0.26649326,-0.99279106,-1.2089183,-1.2646981,0.42898595,0.42975736,0.43104494,0.43193886
-1.255137,-1.281934,-1.2534988,-1.2162418,-1.0214307,-0.9521386,-0.81079006,-0.9418253,-1.2694862,-1.2923183,-1.0362866,-0.5998554,-0.05767278,0.3587476,0.61235714,0.7957938,0.009106576,-0.42241737,9.223819e-05,1.0819159,2.181404,2.2347708,1.912729,1.5807989,1.0032903,0.122548416,-0.17844301,-0.2016055,-0.02702701,0.33287585,1.1152842,1.6621287,1.481981,0.96643615,0.89603955,1.2527598,1.4402717,1.5145712,1.4524583,1.2889615,0.97671026,0.8860171,0.81167465,1.2844282,1.8229184,1.7087567,1.3575954,1.3204752,1.1269953,1.084486,1.2196339,1.0698535,0.8919945,0.8571435,0.9306253,1.214841,1.4704721,1.6906064,1.8504827,1.8223169,1.5034978,1.4287438,1.1587694,0.99839973,1.1424427,1.1621387,1.3037406,1.2659862,1.3053808,1.1258869,0.87720156,0.76510584,0.47758806,0.2462323,-0.15809059,-0.34875566,-0.33824676,-0.22227594,-0.042261243,0.14255485,0.32733637,0.73273695,1.0699973,1.2137246,1.3342776,1.5914315,1.5900025,1.343024,1.262892,1.1741922,0.9508935,0.60753644,0.26080647,-0.3778617,-1.044353,-1.3685868,-1.1767395,-1.0733775,-1.0081011,-0.9117765,-0.9112329,-0.9107408,-0.91049093
-0.67327154,-0.715211,-0.86560094,-0.94563013,-1.1503364,-1.2710521,-1.2954955,-1.5806363,-2.0624747,-2.4015775,-2.1300278,-1.5287082,-1.0712104,-0.6776214,-0.061832868,1.9021113,3.843162,4.50449,4.423711,3.4030604,1.1222105,-0.52372104,-1.5054655,-1.7785237,-1.7561222,-1.7269077,-1.6151588,-1.4020885,-1.18962,-0.4067303,0.5941516,1.3513925,1.7785175,2.2019658,1.9188437,1.3754942,1.0830363,1.0850945,1.8162874,2.854002,4.8157945,6.023068,7.2096043,7.6660633,7.8365507,8.244224,8.827147,9.05908,9.112843,9.112735,9.0903,9.188546,9.069875,9.022167,8.965801,8.881575,8.82387,8.520675,8.239283,8.094485,7.6808195,7.300021,6.957019,5.4635344,4.556752,3.7088785,3.2787282,3.279976,3.3752203,3.41192,3.5899339,3.6776056,3.6953483,3.6474972,3.280857,2.7990565,2.276594,1.9141929,1.5511253,1.0267489,0.5064683,-0.044994846,-0.45829552,-0.68422395,-0.705034,-1.0482998,-1.2254255,-1.3746426,-1.4936919,-1.8081733,-2.3131309,-2.9583519,-3.4225707,-3.6988025,-3.5700166,-3.2223601,-2.9267626,-2.5660992,-2.3937285,-1.5761358,-1.5757295,-1.5753286,-1.5751238
-3.1938674,-3.0762432,-3.0349832,-2.941525,-3.0889142,-3.1812155,-3.4075608,-3.4038236,-3.0289135,-2.988026,-3.1552248,-3.4251084,-3.6605544,-3.9303246,-4.171688,-4.3308387,-3.5213733,-2.233522,-2.130559,-3.3530407,-5.2149916,-5.2069416,-4.6850457,-3.913671,-3.4848466,-3.403024,-3.4390283,-3.396511,-3.405324,-3.4657764,-3.1735482,-2.7954202,-2.3300138,-1.3744183,-0.31785768,0.06353959,0.14706296,-0.08263866,-0.748987,-1.3454909,-2.0567887,-2.44546,-2.7889585,-3.1665688,-3.3073115,-3.2152057,-2.890316,-2.6917033,-2.6879044,-2.6737218,-2.641509,-2.7090187,-2.7753878,-2.7977037,-2.8352034,-2.8798108,-2.974461,-3.1351757,-3.2346244,-3.29379,-3.476115,-3.5885823,-3.7460914,-3.9171734,-3.9036932,-3.9378495,-3.9630587,-4.021829,-4.0097175,-4.05056,-4.0218344,-3.9431276,-3.8446126,-3.5815146,-3.1046128,-2.6918628,-2.23548,-1.9429605,-1.8058851,-1.6963093,-1.6375637,-1.6323502,-1.7093194,-1.7480977,-1.8620105,-1.7839124,-1.8417988,-1.9043243,-2.1123567,-2.2944973,-2.5500405,-2.547455,-2.3877943,-2.1911983,-1.8122692,-1.5662477,-1.6599305,-1.8102279,-1.7943416,-2.6706583,-2.6712193,-2.6721556,-2.6727045
