0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129
12.850134,12.809438,12.46645,12.155567,11.468526,10.840495,9.163978,7.640896,6.1955805,4.5217915,4.149166,3.807419,3.6559963,2.819727,2.0829458,1.8487687,1.7054245,1.6495626,1.7465129,1.989166,1.9649806,1.7453988,1.5742671,1.2783705,1.0435612,1.2076377,1.3790134,2.4616191,2.1365178,1.0969343,-0.5360732,-0.5701983,-0.60080385,-0.80551744,-0.78186524,-0.72565806,-0.80529517,-0.8763854,-0.73463947,-0.6782646,-0.7931141,-0.31603992,0.41056636,0.6779808,-0.032514036,-0.8636359,-1.1611822,-1.3306247,-1.551031,-1.6418642,-1.7269058,-1.7569542,-1.7607372,-1.7572068,-1.7853913,-1.9082847,-2.0672874,-1.8156877,-0.6973025,0.26091707,0.92319566,1.5190026,2.314825,2.3529212,1.0277296,-0.3372907,-0.6623535,-0.43309167,-0.15883362,-0.108949095,-0.29143417,-0.4432806,-0.42236137,-0.35098422,-0.07039552,0.19317144,0.79599977,1.7321825,1.9150009,1.7389909,1.7083484,1.6871753,1.7482535,1.8147074,2.2221184,3.5210726,4.306402,4.617059,3.3614912,3.048735,2.2331417,1.3855225,1.3345704,1.1103642,1.1613423,1.6178582,1.5595593,1.5837417,1.8120706,1.505433,1.3777508,1.2547573,1.2868243,1.495508,1.6119134,1.7115209,1.5699556,1.7857585,1.7363791,1.7668294,1.4107852,1.3989553,1.56778,2.024921,2.3953507,2.7010863,3.1220644,3.7323654,5.0038023,6.3802853,8.026586,8.771956,9.973581,11.018871,11.62943,12.21715,12.39613,11.316967,11.316593,11.316551
-2.3111668,-2.3288395,-2.508956,-2.3654618,-2.393658,-2.698188,-2.9105117,-3.0559206,-3.0320911,-2.6260214,-2.4455843,-2.3276415,-2.2106678,-2.0337296,-1.8770928,-1.9918371,-2.0001414,-2.0210958,-2.1096592,-2.137605,-2.0621192,-2.0991445,-2.2152867,-2.130695,-1.8215132,-1.613863,-1.3565806,-1.056135,-0.9655225,-1.0162034,-1.61661,-1.865389,-1.8594676,-1.9904964,-1.7439494,-1.4313319,-1.2362375,-1.0334775,-0.7709211,-0.6500195,-0.74842316,-0.97098356,-0.96903276,-1.2526014,-1.1144657,-0.77257234,-0.82965344,-0.5671112,-0.31297916,-0.61354434,-0.8806246,-1.0881349,-1.2565799,-1.4334028,-1.542666,-1.5362165,-1.4463327,-1.4509943,-1.4463553,-1.344734,-1.3577236,-1.717279,-1.2741005,-0.78387535,-0.6972158,-0.89059955,-1.4276682,-1.8736973,-1.984306,-1.8441427,-1.6192307,-1.3320372,-1.1036447,-1.2785858,-1.8468845,-2.2718909,-2.9157872,-3.3206854,-3.2168555,-3.0787125,-2.9972477,-2.7485805,-2.3787687,-2.084432,-1.3944454,-0.70382726,-1.066014,-1.0268259,-0.7314357,-0.52053577,-0.2403721,0.04491496,0.026596546,-0.18984845,-0.4153208,-0.7142179,-1.0810393,-1.2390103,-1.4073398,-1.6022823,-1.7578897,-1.7172816,-1.7233604,-1.818763,-1.8772252,-1.7592033,-1.8066053,-1.7711115,-1.7265651,-1.5405519,-1.4729097,-1.3768425,-1.2081947,-1.0996863,-0.8756074,-0.5515263,-0.4776975,-0.55705786,-0.6170263,-0.501675,-0.557915,-0.6174445,-0.80319613,-1.3880725,-1.779731,-1.898664,-1.7485342,-0.79428476,-0.79435015,-0.79442215
-0.83117974,-0.8206121,-0.67888576,-0.7006806,-0.87329,-1.0160725,-1.1886578,-1.340555,-1.4085124,-1.466959,-1.5834886,-1.666672,-1.693073,-1.7536199,-1.8165679,-1.8335496,-1.8224169,-1.8992224,-2.1647995,-2.3123446,-2.1736019,-1.82906,-2.0149071,-2.3764992,-2.7290516,-2.6793313,-2.3593292,-2.1554582,-2.023946,-2.2946582,-3.168439,-3.259438,-3.1957078,-3.2422917,-3.2412052,-3.1820285,-3.1540258,-3.1164556,-2.9651194,-2.8127017,-2.7786622,-2.7195113,-2.5783856,-2.3345351,-2.4599395,-2.6819096,-2.7610595,-2.55109,-2.571425,-2.8116097,-2.8769698,-2.8892226,-2.8384771,-2.7750168,-2.7162843,-2.6763253,-2.7674246,-2.9177873,-3.3129082,-3.419445,-3.3667254,-2.8533647,-2.1905797,-1.6061985,-1.5514172,-2.0561626,-2.5329452,-2.8546278,-3.2131157,-3.3623512,-3.4553926,-3.4933615,-3.3381996,-2.8885195,-2.125756,-1.346029,-0.38054776,0.52842,0.5747484,0.40381315,0.33612916,0.2993337,0.29578954,0.10395745,-0.11193943,-0.2876221,-0.8746811,-1.189615,-1.3887721,-1.4821963,-1.5256491,-1.7923627,-1.819844,-1.8144748,-1.9840426,-2.7133775,-3.1541016,-3.3224518,-3.2719245,-3.4388394,-3.5178227,-3.6194382,-3.6489172,-3.5427876,-3.421632,-3.4435172,-3.4949877,-3.494297,-3.4825501,-3.4946737,-3.3585606,-3.318203,-3.3266113,-3.1540153,-3.0117989,-2.860971,-2.833859,-2.6956544,-2.3355942,-2.0931888,-1.9549009,-2.0893643,-2.0988955,-2.0930583,-1.9166857,-1.7169762,-1.5566728,-1.202557,-1.2022445,-1.202137
-1.6525164,-1.5563977,-1.633763,-1.3761902,-1.1554558,-1.126568,-1.050269,-1.0331917,-0.8238957,-0.41260207,-0.3155438,-0.3408495,-0.29982412,-0.103234425,0.006888885,-0.029122233,-0.0036685243,0.046117242,0.1971919,0.35761112,0.7266406,1.1876905,0.6525113,-1.0475805,-1.456955,-1.293865,-0.81923926,-0.39396778,-0.5096124,-0.83941984,-1.529166,-1.8376077,-2.1863565,-2.8726082,-3.1676,-3.2589192,-3.2835824,-3.1488228,-2.8003995,-2.3111744,-1.6681228,-1.1413803,-0.4537016,0.100636944,0.49170926,0.617772,-0.05992332,-0.65825266,-0.99800706,-1.4997015,-1.7497394,-1.9007035,-2.012125,-2.0870786,-2.123132,-2.020376,-1.8393085,-1.8119569,-1.920773,-1.6684611,-0.9506119,-0.24405879,0.40091437,0.62306905,0.6110591,0.24344397,-0.41763014,-1.0120993,-1.6834449,-1.9515936,-1.9499631,-1.7974386,-1.6907053,-1.9032373,-2.2268815,-2.4045594,-2.7333584,-2.535461,-2.4499574,-2.562386,-2.6523721,-2.642366,-2.7236123,-2.9831822,-3.1927402,-3.1566744,-2.589462,-2.1565874,-2.168611,-2.1145287,-2.019318,-2.4055972,-2.6214607,-2.7416763,-2.5615797,-1.8129613,-1.4245727,-1.0993712,-0.7640748,-0.42538366,-0.6672077,-0.71125984,-0.6139462,-0.45467883,-0.28287792,-0.42027825,-0.5380267,-0.6983603,-0.66110283,-0.5087898,-0.42181012,-0.43708605,-0.39988118,-0.34155452,-0.20462684,-0.14414026,-0.15128861,-0.3102401,-0.49393207,-0.6074827,-0.7372782,-0.92182434,-1.0084455,-1.2535905,-1.2386382,-1.1791645,-1.0878845,-0.025005355,-0.024669066,-0.024611041
-0.13159388,-0.32696328,-0.71072245,-1.1791044,-1.7071742,-1.6900129,-1.6947277,-1.6560148,-1.7243643,-2.0434332,-2.2465382,-2.3738134,-2.4313579,-2.3910186,-2.3003373,-2.1544204,-2.1182704,-2.1239848,-1.6626285,-1.3051312,-1.0556309,-0.74933517,-0.3027007,0.39213744,0.6258236,0.37137216,-0.49031,-1.3215764,-1.6262963,-1.4790422,-0.9447263,-0.7332766,-0.4120779,0.65573037,1.5405395,1.7603734,1.8533635,1.9881732,1.9213531,1.3912296,0.7880412,-0.077768356,-0.48012805,-0.39268452,0.059625953,0.48480254,1.2410192,1.4701563,1.8437577,2.4894118,2.7221618,2.7780402,2.7873406,2.8062303,2.838612,2.7504954,2.462809,2.1918333,1.7996905,1.3319296,0.4999202,-0.5830088,-1.5778695,-1.6755049,-1.4313208,-1.1139936,-0.6731925,-0.0792582,0.5619838,0.79157937,0.91275954,0.8247396,0.5976782,0.22880256,-0.56045854,-1.6645434,-1.9964325,-1.8423302,-1.2938124,-0.84533226,-0.5762772,-0.29158562,-0.005534418,0.1505067,-0.06751029,-0.77554435,-1.0486535,-0.56026816,-0.051490754,-0.054410487,-0.39343524,0.015218884,0.69074523,1.3524463,1.8980325,2.0535638,2.1503298,2.2594872,2.2577608,2.5219905,2.5540237,2.4792116,2.456644,2.446824,2.445065,2.348357,2.2282772,2.116788,1.9156263,1.6744454,1.5553045,1.4163063,1.2280633,0.7387264,0.278427,-0.01242502,-0.1372656,-0.3328506,-0.5256213,-0.6641286,-0.55500436,-0.3046711,-0.20591974,-0.20733847,-0.45823964,-0.39747646,-0.13400632,0.6627026,0.66248786,0.6623908
-2.5534906,-2.3816442,-2.3886065,-2.0855641,-1.99481,-1.5921711,-0.5195248,-0.018064559,0.20943287,0.547719,0.70618737,0.87033755,0.860488,1.0131785,1.0833621,1.0340394,0.9300669,0.8496182,0.6395961,0.42952192,-0.04907337,-0.26417843,-0.5766032,-1.027714,-0.7000984,-0.20861405,-0.123429656,-0.80409926,-0.9660839,-0.7818696,-0.44072503,-0.8781047,-1.4417106,-1.8517735,-1.9141257,-1.732908,-1.4549022,-1.1200669,-0.7885128,-0.657606,-0.83077794,-1.1931525,-1.1290066,-1.2489885,-1.2879617,-1.2160416,-1.1853056,-0.9520033,-0.6422479,-0.58561647,-0.574649,-0.62760293,-0.76377374,-0.9201723,-0.9916623,-0.8989257,-0.6475301,-0.39043438,-0.03987208,0.3223966,-0.6307099,-1.6128255,-1.2251395,-0.7488905,-0.47523013,-0.42605788,-0.9322933,-1.4206283,-1.1284314,-0.89248,-0.353912,0.2596115,0.48419502,0.43486285,0.0037168562,-0.26567432,-1.4636041,-2.5488303,-2.6773608,-2.519565,-2.3573627,-2.1827908,-2.0685904,-2.0784378,-2.04614,-2.482922,-2.6800117,-2.6432164,-2.0332499,-1.6866049,-0.52913034,0.4550665,0.36911857,-0.14956295,-0.83042276,-1.197603,-1.0733557,-1.0827783,-1.2491753,-1.1860714,-1.0563265,-0.8244977,-0.6855463,-0.7588521,-0.95037067,-0.96845216,-0.76685095,-0.7430656,-0.6277768,-0.7748551,-0.6791235,-0.6671314,-0.5801207,-0.8458464,-1.0904154,-1.244538,-1.4504282,-1.67326,-2.0712435,-2.526919,-2.8765092,-2.9781332,-3.1598024,-3.2485871,-3.1215234,-3.031692,-3.1304321,-1.9608824,-1.9603268,-1.9602344
-2.0209086,-1.9945185,-1.870958,-1.751619,-1.6754795,-1.6309166,-1.339587,-1.1045654,-0.917414,-0.5392918,-0.29422686,-0.020627916,0.08972071,0.2545951,0.46833566,0.47528607,0.44285157,0.42983916,0.09730053,-0.18957354,-0.6150906,-0.8641711,-0.86133885,-0.71309286,-0.32472372,-0.39616218,-0.31199342,-0.3112228,-0.46702877,-0.103491016,1.2133125,2.1139154,2.863234,3.2254877,3.25146,3.1858606,3.0282407,2.6456661,1.9572926,1.3613746,0.782908,0.1654174,-0.513119,-1.0463111,-0.82341355,-0.47678173,0.18804958,0.8274733,0.9396687,1.2034053,1.35061,1.4802897,1.5763049,1.6433784,1.7029665,1.8031926,1.9234738,1.982289,1.9965367,1.785396,1.073628,0.41601917,0.06563716,-0.6384391,-0.83751976,-0.43714744,-0.13543214,-0.14749458,-0.15216243,-0.19440678,-0.13026768,0.004935235,-0.09512535,-0.5264598,-1.0903044,-1.2782483,-1.7937564,-2.673039,-2.74806,-2.5999987,-2.5200586,-2.381979,-2.30352,-2.2530012,-2.44827,-2.8473616,-2.5365155,-2.6092632,-2.6364052,-2.54964,-2.1501734,-1.8069634,-2.0177405,-2.1700306,-2.165715,-1.8026972,-1.4649944,-1.4287674,-1.6273965,-1.5844729,-1.4822888,-1.2305744,-1.1676452,-1.4280297,-1.6537524,-1.6789255,-1.556974,-1.4937782,-1.4039848,-1.4504681,-1.4153161,-1.2997766,-1.1614126,-1.2912213,-1.4321847,-1.3473914,-1.4403825,-1.594835,-1.8688233,-2.0058033,-2.219577,-2.4608538,-2.57216,-2.5994651,-2.581836,-2.568253,-2.5568466,-1.8203855,-1.8200417,-1.8199179
-1.091185,-1.1605124,-1.3406379,-1.3759966,-1.352658,-1.4428387,-1.3628106,-1.3518503,-1.2148452,-0.7707306,-0.634759,-0.6954043,-0.7873459,-0.8221805,-1.0210562,-1.220063,-1.1915423,-0.979694,-0.95378876,-1.0459222,-1.1085997,-0.48079836,0.28819078,0.5688918,1.024231,1.4927976,1.2542313,0.49970606,0.35906863,0.44884202,1.2657403,1.5775794,1.3402367,0.61111873,0.23734689,0.8354899,1.7377664,3.0273588,4.8836117,6.6353655,8.220362,9.429181,10.149843,10.615564,11.260572,11.434231,11.104189,9.374813,7.172406,5.10088,3.749483,2.7779982,1.991783,1.2303666,0.6394669,0.30850887,0.42530012,0.43231052,0.43059927,0.680874,0.87199104,-0.041604877,0.17609586,0.7343296,0.79351515,0.4713482,-0.33661973,-0.8441969,-0.761429,-0.43563092,0.10511017,0.8251041,1.558712,1.8059675,1.2348678,0.5030408,-0.82513785,-2.0969782,-2.6078167,-2.6650794,-2.6578717,-2.6941302,-2.884987,-2.9705925,-2.6932073,-2.1149766,-1.7021563,-1.0659051,-0.692223,-0.60271,-0.15749222,-0.1452702,-0.27659634,-0.6520404,-0.8139755,-0.16243173,0.26010692,0.8117232,1.3558824,1.6406826,1.1898472,1.0670915,1.2743151,1.7330756,2.0616972,1.95369,1.7099062,1.598525,1.6207867,2.0226367,2.1091173,2.1257153,2.2259214,2.478778,2.7620306,2.718987,2.580749,2.3753877,2.0136204,1.6176941,1.0125337,0.7175265,0.5511534,-0.00059978664,-0.08887027,-0.10813007,-0.11010117,0.61962354,0.6199476,0.62005067
-1.5295405,-1.485838,-1.3122683,-1.194584,-1.0093787,-1.1094178,-1.1864884,-1.1309483,-1.0187687,-0.7917902,-0.5707343,-0.6336695,-0.6447104,-0.5788017,-0.55123115,-0.33757657,-0.035655566,0.8439095,2.5765145,4.137081,7.5465417,10.06907,11.596298,12.370981,11.733574,10.768414,8.560899,4.1251054,1.9201729,1.1040016,1.2728071,0.98247397,0.49234644,0.13228215,-0.15842657,-0.29836702,-0.42683503,-0.7049007,-1.087889,-1.1179168,-0.92521733,-0.70704144,-0.41232187,-0.23640949,-0.43820348,-0.8421654,-1.2873973,-1.862671,-2.2005332,-2.044534,-1.992222,-1.9237266,-1.9128015,-2.0025864,-2.11925,-2.3163395,-2.451921,-2.4399796,-1.8514061,-1.4942429,-1.3546956,-1.3737884,-1.7046387,-2.00876,-1.912193,-0.9300789,0.36022967,2.5775251,4.3461037,4.932638,5.1409497,5.2519636,5.318397,5.0642986,4.5189543,3.2047782,1.003011,-1.0648649,-1.7506571,-1.7667991,-1.7658505,-1.7383487,-1.8134868,-1.7966307,-2.0546317,-2.3356626,-1.9191372,-2.02201,-1.8918071,-1.7345273,-1.3513129,-0.6119852,-0.4797629,-0.34245813,-0.26858732,0.10468468,0.40030342,0.6169286,0.5633812,0.80525804,0.77330023,1.0481285,1.2954555,1.2169623,1.0665075,1.3370667,1.4807136,1.6438786,1.8973038,2.1233659,2.2063026,2.3083148,2.4934988,2.6156955,2.8255959,3.067553,3.1927109,3.2302392,2.964693,2.6839194,2.033936,1.767828,1.1915411,0.80455786,0.40205604,-0.15316346,-0.5050067,-0.6029725,-0.60318613,-0.60321695
-2.8229997,-2.732605,-2.8391294,-2.7119083,-2.615314,-2.591251,-2.674272,-2.5823116,-2.6861744,-2.7628818,-2.7862892,-2.755867,-2.7176728,-2.5720408,-2.5409508,-2.47976,-2.2746677,-1.9644629,-1.423881,-1.2385631,-1.3829801,-1.709513,-1.8700645,-1.7621884,-1.3196192,-1.3887525,-2.1254148,-2.7787907,-2.3477595,-1.6806855,-0.26561505,1.1281624,2.8547804,4.046522,4.420821,4.3554745,4.225385,4.078847,3.6030881,2.7223685,1.6895849,0.16939178,-1.1110585,-1.4443232,-0.9866065,-0.2783577,1.1484802,3.2027645,4.4928555,5.2699404,5.539538,5.6811576,5.7992616,5.8874187,5.9210305,5.84606,5.6653414,5.537606,4.901188,3.99434,3.0633473,1.3775246,-0.50828457,-1.56642,-1.7864361,-2.1552987,-2.3317268,-2.8141048,-2.958252,-2.956069,-2.851035,-2.7906115,-2.9049873,-3.3404317,-4.0478163,-4.505191,-4.0939245,-3.4000583,-2.684226,-2.2465243,-2.0526302,-1.966805,-1.9512278,-1.9785123,-2.1901388,-2.482774,-2.895547,-2.9459493,-2.6621208,-2.5840693,-2.6798081,-2.1913896,-1.608964,-0.8117962,0.06139672,0.7917186,1.1963933,1.298775,1.1766826,1.3430231,1.501523,1.6706004,1.5707489,1.5018263,1.3426712,1.3088527,1.3436155,1.3013272,1.2111335,0.9485547,0.93037176,0.8115126,0.7298026,0.3415256,-0.10150707,-0.4305007,-0.68255377,-1.0217577,-1.4781287,-1.7156453,-1.8584203,-2.036842,-2.3470821,-2.651798,-2.7197487,-2.7542448,-2.6113245,-3.0038881,-3.0042212,-3.0042944
