0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132
9.128245,9.12942,9.136271,9.141014,9.141508,9.149179,9.231247,10.890808,10.572955,9.1842375,9.169767,4.8029413,3.9368749,3.3683023,3.081669,2.7934372,2.1819174,1.808857,1.6396043,1.4214671,1.6853791,2.1159275,1.9934629,1.0004729,0.49873185,0.52362216,0.5914484,0.77800685,0.92770725,1.0601299,1.3513966,1.1386133,0.90381974,0.6003735,0.60913014,1.3599699,2.3562126,3.1405883,3.3999567,3.0775046,2.8684845,3.0638595,3.1093757,3.0579128,3.1202328,3.359738,3.6411192,4.3662224,5.188835,5.986185,6.658432,7.1389484,7.6690636,7.561794,6.6585703,4.986575,4.3896112,4.186807,3.5077462,2.55735,1.6972337,0.6311375,0.18278399,0.15485361,0.12710595,0.1621218,0.038664967,-0.12942742,-0.10262653,-0.1402284,-0.16984996,-0.17226857,-0.21474946,-0.11083087,0.5668289,1.2261302,2.5595436,4.9454484,6.1536503,6.937277,7.512869,8.293072,8.415503,8.141407,7.110568,5.899693,5.796689,5.4343653,4.0716004,2.040264,1.2690556,1.237865,2.0222542,1.3472464,0.6826287,0.7403657,0.808127,0.8481058,1.0284373,1.0135734,1.0763006,1.1247675,1.0022892,0.9014164,0.7781384,0.5958322,0.51843244,1.0965016,2.1409304,2.559146,1.7627043,0.7507286,-0.025648274,0.19291517,1.16107,1.7585397,2.1624506,2.994213,3.1966355,3.0853977,4.082063,4.500018,5.5216837,6.324233,7.1439567,7.718152,8.247185,8.573386,8.983685,9.330908,9.371946,9.409807,9.562217
-1.5952797,-1.5957903,-1.6003315,-1.6036075,-1.6043675,-1.6098523,-1.6616123,-1.9814417,-2.109221,-1.6405149,-1.6321533,-3.581875,-3.2755628,-3.1931372,-3.1602128,-3.2674067,-3.3167925,-3.146542,-3.1355267,-3.2808623,-3.8134677,-3.8332129,-3.813905,-3.784081,-3.7399259,-3.5403218,-3.4566584,-3.3400202,-3.1994145,-3.0557587,-2.7674422,-2.3351207,-2.120793,-1.8908975,-1.7754586,-1.673627,-1.3647275,-1.2253908,-1.2979136,-1.6591554,-1.6263671,-1.2532582,-1.2364457,-1.4417385,-1.4589913,-1.4234354,-1.4327075,-1.6462994,-2.0222673,-2.490517,-2.7552917,-2.8402386,-2.7509108,-2.806244,-2.8705332,-2.769621,-2.7291312,-2.6965861,-2.6804557,-2.5053911,-2.1109526,-1.1007174,-0.4915109,-0.41220835,-0.65818,-1.1688206,-1.6385591,-1.9559838,-2.0656729,-2.0391705,-2.0252748,-1.85353,-1.3126464,-0.681991,-0.31662202,-0.24378008,-0.93003213,-1.9257927,-2.5237117,-2.8532693,-2.9167767,-2.8636549,-2.8759434,-2.994276,-3.1196456,-3.098536,-3.026338,-2.96771,-2.8565931,-2.108287,-1.3380784,-1.5619776,-2.1827536,-2.2764997,-2.3316827,-2.4912856,-2.5114317,-2.3532517,-2.1954026,-2.0287967,-1.9081123,-1.9374814,-1.8567575,-1.7567289,-1.7695714,-1.8791775,-2.0768466,-2.01293,-1.5036199,-1.461009,-1.7310535,-2.445672,-2.9612336,-2.4707432,-1.9207675,-1.6324196,-1.3892479,-1.1317688,-1.2506313,-1.4078035,-1.5455633,-1.4354773,-1.4916267,-1.597367,-1.7234741,-2.068828,-2.3005457,-2.4866333,-2.7351103,-2.7435596,-2.665811,-2.8371997,-2.6701102
0.24023895,0.2408509,0.24286239,0.2452753,0.24524118,0.24782231,0.27316803,-0.92633164,0.4143507,0.25358796,0.24587473,-1.3487499,-1.774611,-2.348217,-2.5336277,-2.7359188,-2.5064862,-1.9597139,-1.7534091,-1.8189459,-1.6155705,-1.670989,-2.003392,-2.1827621,-2.0466855,-1.8769172,-1.8289542,-1.8583494,-1.7848704,-1.6246309,-1.5270908,-1.2250319,-0.923805,-0.4624679,0.028842673,0.58543,0.84353817,0.7273127,0.4349364,0.12764901,-0.33085436,-0.62021375,-0.99750924,-1.4958422,-1.9321604,-2.267175,-2.2995887,-2.1768723,-1.9300842,-1.8479617,-1.6090956,-1.4493685,-1.1657202,-1.0578218,-0.8603934,-0.4269907,-0.33095306,-0.46858397,-0.48978224,-0.40283218,0.14106426,-0.044781446,-1.041034,-1.633309,-1.5235372,-1.0578115,-0.9764199,-1.2154703,-1.3845328,-1.5160695,-1.5618497,-1.6768608,-1.7717499,-1.5948713,-1.3245052,-1.3262211,-1.3673122,-1.3071406,-1.426776,-1.3728056,-1.2038698,-1.2321548,-1.3653588,-1.6066122,-1.7108033,-1.5781727,-1.552055,-1.4281693,-1.2466339,-0.5109398,-0.73158693,-1.7316043,-1.7604367,-1.8421745,-1.9129674,-2.204811,-2.6361902,-2.8789754,-2.9201045,-2.9450932,-2.8153324,-2.6099267,-2.284622,-1.8400826,-1.6370524,-1.4337659,-1.0097737,-0.18319803,0.7481638,0.75504017,0.39890647,0.05862838,-0.45716044,-1.4067667,-1.6506298,-1.605725,-1.5426699,-1.5824765,-1.5973783,-1.5608635,-1.5163383,-1.3472793,-1.200239,-1.0130601,-0.8350555,-0.6352651,-0.64735925,-0.66920745,-0.8155941,-1.0379105,-1.0806696,-1.1034936,-1.0762539
-1.4064174,-1.4073657,-1.4139162,-1.4186891,-1.4187176,-1.4245869,-1.4982055,-2.1537995,-2.9928896,-1.4644558,-1.4501314,-2.0885744,-2.3053694,-2.647963,-2.8471525,-2.9216309,-2.3784447,-1.8546941,-1.7735512,-1.9558188,-2.2466633,-2.0970497,-1.9186243,-2.0559132,-2.2213416,-2.4970028,-2.8603108,-3.1620216,-3.231557,-3.1475182,-2.8702915,-2.3371816,-1.9485734,-1.3856292,-1.0096982,-0.7989235,-0.35501316,-0.055150405,0.2849167,0.3993676,0.62852526,0.59190226,0.23962648,-0.21590105,-0.55485666,-0.85205495,-0.9200491,-0.98259056,-0.9788893,-1.3376596,-1.6604193,-1.843529,-1.8426075,-1.9719267,-2.2951584,-2.534978,-2.6464741,-2.8762953,-3.0776484,-3.1683962,-2.7674186,-1.7687895,-1.0272593,-0.65226483,-0.88952047,-1.3343208,-1.9358654,-2.5356977,-2.793297,-2.858598,-2.889248,-2.9343686,-2.8459983,-2.584093,-2.4060555,-2.14583,-2.0405433,-2.3058832,-2.723199,-2.9070218,-2.9464748,-2.9722643,-2.9654956,-3.0676465,-3.2101955,-3.2247162,-3.3040247,-3.302971,-3.230257,-2.4844365,-1.3392215,-1.0416054,-1.6599224,-1.5735614,-1.6206796,-1.7306123,-2.0772247,-2.31355,-2.5152426,-2.6561344,-2.6058526,-2.6375751,-2.495215,-2.1538324,-1.8544705,-1.5287688,-1.3260922,-1.2529459,-0.99717575,-0.86769974,-0.59952307,-0.7009293,-1.1975908,-1.4642842,-1.653055,-1.2995422,-1.0313537,-0.78794545,-0.86116004,-1.0079219,-1.0311551,-1.08895,-1.136051,-1.1778831,-1.1848258,-1.2609445,-1.2748549,-1.3497279,-1.6716889,-1.7813141,-1.7616644,-2.0006452,-1.8460279
0.99633586,0.99664783,0.99982595,1.0015947,1.0019687,1.0062221,1.0519843,-0.8402524,0.21526387,1.024058,1.0177702,-0.019371748,0.2043454,0.2886778,-0.009412274,-0.18515235,-1.2997046,-2.0314224,-2.1659632,-1.7859915,-0.6787331,0.53157777,1.4632974,2.555186,2.9321036,3.1686199,3.5324762,4.133346,4.4277196,4.703684,4.548872,4.4674053,4.145261,3.3622465,2.2962193,0.4542119,-1.2475145,-1.6093142,-1.4380295,-1.1129874,-0.8574215,-0.91943944,-0.4193765,0.32924503,0.73738134,0.8771951,0.8042161,0.5417776,0.08673179,-0.1666185,-0.38177916,-0.44010824,-0.54976004,-0.49471107,-0.3673097,-0.32176304,-0.3610297,-0.38428384,-0.5916829,-1.1365288,-1.4753753,-1.3686249,-1.1678622,-0.8128443,-0.4055159,-0.18288362,0.22981691,0.7091104,0.9631711,1.1010323,1.1743624,1.2614307,1.1797361,0.8686285,0.51430815,0.28215376,-0.22875962,-1.861027,-2.2894964,-2.221601,-1.9886667,-1.4738611,-1.1912904,-0.8019794,-0.5107478,-0.51990736,-0.71720856,-0.8077147,-0.9247499,-1.3047001,-1.3555737,-0.9747649,-0.71359724,-0.014882244,0.6691086,1.0852718,1.5782919,1.8071861,1.8100573,1.8964498,1.9644077,2.2266746,2.1872485,1.8727343,1.5364488,1.0797473,0.23991452,-0.88648665,-1.7920438,-1.5854588,-0.84842813,0.07795577,1.2208664,1.6194191,1.1044465,0.5306309,0.0072320206,-0.5805616,-0.7579949,-0.92459273,-1.0470188,-1.1936889,-1.016681,-0.9361924,-0.8522624,-0.6907599,-0.51177365,-0.3686468,0.019537106,0.16321668,0.14856832,0.3374205,-0.018126756
-1.7872707,-1.788168,-1.793683,-1.7974751,-1.797138,-1.8018225,-1.8477619,-3.4280515,-3.8171997,-1.835041,-1.8249228,-3.8879228,-3.6777167,-3.4183393,-3.060133,-2.6327238,-0.76976645,1.2534583,2.2393355,2.9405088,2.5563893,1.9286308,1.8853276,1.7032642,1.6057576,1.4933294,1.048394,0.72571516,0.67581546,1.0857927,1.6035947,1.4263048,1.0609589,0.7307973,0.22940697,0.025768816,-0.041956015,-0.24906561,-0.1057376,0.42783752,0.8049677,0.91165316,0.8596788,0.7695119,0.5816236,0.27436513,0.005128622,-0.4343289,-0.68288696,-1.1666827,-1.6840878,-1.9942842,-2.1105309,-1.9480642,-1.7634948,-1.5445585,-1.464369,-1.3245955,-0.8740587,0.042859122,1.6221921,3.216301,3.6605632,3.8737392,3.2911382,1.9753903,1.4803207,1.5119456,1.7289664,1.8306841,2.0237875,2.292066,2.7951767,3.2546759,2.475509,1.6607319,0.80387837,0.18530357,-0.54744303,-1.1828839,-1.8518043,-2.0831034,-2.0176506,-1.7299831,-1.3608057,-1.1692686,-1.1374009,-0.98336685,-0.60125893,0.5483125,1.1080285,1.0857192,0.09939869,-0.051505283,-0.21431427,0.015107675,0.20108649,0.40690836,0.35416993,0.13681768,0.26248044,0.36021975,0.6701798,0.9296004,0.92716104,0.89753246,0.9662667,1.1294801,1.1588546,1.00415,1.091053,1.2027011,0.7174039,0.22074902,-0.14548627,-0.08146199,0.076581314,0.37597826,0.5261122,0.6419052,0.4227579,0.58438516,0.62636125,0.53838134,0.33743522,0.2238076,0.11520622,0.015188739,-0.30742073,-0.5575023,-0.59215564,-0.6265514,-0.39795235
-2.5236762,-2.5239851,-2.5259333,-2.5275705,-2.5267315,-2.5281591,-2.5495443,-2.935522,-3.0244572,-2.545705,-2.5412009,-1.8197215,-0.9957701,-0.3766422,0.4958121,1.6315615,3.0986745,3.8940868,4.374514,5.284132,5.4593205,5.4894276,5.250143,4.83728,4.2803245,3.3860373,2.7684376,2.3778148,2.04119,1.5768423,1.3445514,0.75588983,0.45437962,0.06159255,-0.2692322,-0.55094105,-0.76436234,-0.96110964,-1.0376377,-0.8169602,-0.43091977,-0.22206841,-0.15319985,-0.32819888,-0.5386329,-0.84194106,-1.0695624,-1.3902594,-1.4730077,-1.4815384,-1.6576002,-1.8907197,-2.3629277,-2.6617887,-2.9808009,-3.0517235,-3.022078,-2.8168774,-2.7259686,-2.7283525,-2.5057526,-2.1176982,-1.6119323,-0.9307016,-0.29064682,0.11843394,0.37860948,0.6192873,0.69040424,0.6817837,0.65247774,0.6091338,0.54312474,0.28885236,-0.45136622,-1.054638,-1.7284174,-2.1946473,-2.6594057,-2.7516448,-2.9820235,-3.214097,-3.3218791,-3.4942088,-3.7978818,-3.896624,-3.7854416,-3.7645595,-3.8427124,-3.0380156,-2.0329807,-0.86227375,-0.8483484,-0.50878394,-0.17761713,0.49381304,0.77778625,0.7130979,0.60566187,0.46399015,0.4784509,0.4242033,0.33017346,0.05065006,-0.086659804,-0.27698344,-0.44610736,-0.8222432,-1.4085974,-1.8194444,-1.7281024,-1.4060452,-1.1000296,-0.6319127,-0.25643706,-0.22156012,-0.27630466,-0.5605567,-0.61302084,-0.58804506,-0.96193165,-0.9543083,-1.2710268,-1.5846965,-1.8734863,-2.1785352,-2.3636374,-2.4042974,-2.4351854,-2.365448,-2.3380868,-2.3143523,-2.2297144
0.052611172,0.052497387,0.050462604,0.049699128,0.049019873,0.046930432,0.00829345,-0.14453116,-2.009885,0.02986604,0.033137083,-1.5852957,-1.1926824,-0.91862917,-0.7453377,-0.6805552,-0.6361406,-0.6908661,-0.9245578,-1.2908266,-1.856107,-2.1729407,-2.0712073,-1.8891497,-1.6932933,-1.4334381,-1.5802052,-1.7021456,-1.6742843,-1.4826403,-1.0976436,-0.93838423,-0.9799334,-0.72406864,-0.44373202,0.06672144,0.46117315,0.5628606,0.44044858,0.040148005,-0.047467668,-0.037184097,0.013461024,0.021638751,0.09859654,0.09217805,0.027329445,-0.3126369,-1.0329554,-1.8737334,-2.4414415,-2.675891,-2.4627886,-2.2945552,-2.2152643,-2.3741193,-2.5261369,-2.6790826,-2.7156017,-2.2580457,-1.6962137,0.008568227,1.1864874,0.9956448,0.283212,-0.20371442,-0.75947654,-1.4428896,-1.7473232,-1.8253908,-1.8732567,-1.8746597,-1.5987928,-1.2199659,-0.93518,-0.7891613,-1.2319134,-2.124249,-2.601977,-2.9510827,-2.9556253,-2.7675116,-2.5737317,-2.4027946,-2.004672,-1.8343407,-1.8925685,-1.8764211,-1.5122273,-0.5941362,0.4692794,0.14456537,-0.79904324,-1.1431662,-1.578487,-1.7379861,-1.71013,-1.5486224,-1.5134846,-1.4823954,-1.4235796,-1.4903128,-1.4352629,-1.2513766,-1.0942941,-0.84949005,-0.50116086,-0.10399191,0.16770123,0.11616686,-0.04320328,-0.66393805,-1.1910572,-0.25390655,1.0064945,1.873495,2.4115872,2.853417,2.8327997,2.6100848,2.4300137,2.233078,1.9259893,1.6657658,1.4729433,1.104069,0.85252637,0.6070688,0.33598977,0.3456358,0.34499437,0.11064622,0.22346255
-1.8252323,-1.8249973,-1.8242133,-1.8234123,-1.8242023,-1.8239732,-1.8479805,-0.46968776,-1.8356545,-1.834319,-1.8274705,-0.978269,-0.55739224,0.22590214,0.51251996,0.38841587,-0.48547748,-1.1779635,-1.4081581,-1.311087,-1.1025989,-0.7038089,-0.2915481,0.18214306,0.264264,0.23583877,0.45639932,0.66560864,0.7072675,0.3285631,0.0931316,-0.22127742,-0.59230846,-1.0089915,-1.3229165,-1.5459912,-1.4889476,-1.4317737,-1.2741022,-1.1261483,-1.3509705,-1.5258106,-1.640277,-1.5876772,-1.4849248,-1.3685558,-1.3959372,-1.4989982,-1.4342033,-1.4117179,-1.6476809,-1.9415802,-2.5222125,-2.7411392,-2.7954216,-2.7962928,-2.755865,-2.59587,-2.3723688,-1.8754983,-1.8766503,-2.0739067,-2.005673,-1.4924006,-1.4467463,-1.5315232,-1.5753441,-1.4814141,-1.4348593,-1.3638027,-1.3461115,-1.280855,-1.3542438,-1.451966,-1.3390744,-1.2374051,-0.91280544,-0.89861536,-1.2883818,-1.577553,-1.9370823,-2.326598,-2.470727,-2.526656,-2.3005657,-2.1443417,-1.9351273,-1.8801587,-1.623256,-1.2204455,-1.3601826,-0.2304123,0.09480877,0.08008055,0.3433597,0.7908893,1.7232027,2.3443797,2.9349966,3.368228,3.5070233,3.4709053,3.3314006,2.9335485,2.4126334,1.7150866,0.6757437,-0.5406722,-1.176932,-1.0644659,-0.8445834,-0.87853974,-0.9449745,-0.74489915,-0.7048621,-0.93007994,-1.1057281,-1.117523,-0.9523252,-0.9079304,-0.95191205,-0.8904797,-0.96167195,-1.044853,-1.0922383,-1.2391489,-1.449521,-1.6038295,-1.7356538,-1.7222214,-1.7438537,-1.8113959,-1.5640502
-2.2588136,-2.2582731,-2.2555366,-2.2535794,-2.2541919,-2.2538757,-2.2596517,-3.572681,-2.8932815,-2.246502,-2.250385,-2.8727324,-2.8541808,-3.0149777,-3.123282,-2.8735948,-2.6242855,-2.4271297,-2.4370904,-2.1393988,-1.9857596,-1.5766438,-1.1432416,-0.518056,-0.18217686,0.11244075,0.30830973,0.5533809,0.78302187,1.1576519,1.1999476,1.4499352,1.5749325,1.2977319,0.66363645,-0.42756212,-1.2190659,-1.3788129,-1.1067517,-0.37447864,0.6455329,1.2827443,1.6785069,1.6242359,1.397755,0.7691506,0.2164337,-0.7296574,-1.8273441,-2.6404624,-2.9327605,-2.9820023,-2.9927144,-2.8756826,-2.7318945,-2.454608,-2.2980363,-2.0848632,-1.7315888,-1.3346121,-0.6309837,0.16180047,0.56819683,0.9487586,1.167296,1.0140644,1.1545396,1.4190995,1.5153459,1.5238264,1.5084138,1.4773682,1.2991132,0.84173113,0.3962814,0.15912232,-0.4920938,-1.9761629,-2.802311,-2.8483315,-2.7453706,-2.502166,-2.49786,-2.3420224,-2.0349228,-1.8206847,-1.8244596,-1.7761431,-1.7553989,-1.4365165,-0.82096344,-0.6969638,-1.0745263,-1.2897652,-1.2780163,-1.0494478,-0.61868036,-0.45271334,-0.4148892,-0.4959255,-0.49363428,-0.36292633,-0.2743728,-0.23215112,-0.122187436,-0.18004775,-0.5671139,-1.26032,-1.6763244,-1.5267696,-1.0348549,-0.46485704,0.3128435,0.66953415,0.19946462,0.1808263,0.25929126,0.30344978,0.2985809,0.40869012,0.15671834,0.08510178,-0.123004645,-0.35775226,-0.70077294,-0.95374703,-1.152418,-1.2305121,-1.4264562,-1.5843649,-1.5189909,-1.4970353,-1.7500846
