0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162
11.864513,11.791883,11.393322,9.927252,9.62829,8.842544,8.653979,8.891029,9.400443,8.16238,5.7070208,3.6966763,2.5027568,1.5015765,-0.028714009,-0.14637604,-0.19507489,-0.36343613,-0.48354477,-0.945933,-0.51548433,0.50325084,1.3603399,1.6447713,1.5300589,1.122012,1.3039598,1.8446788,1.9234271,1.3537124,0.8554878,0.7742717,1.2746522,2.7305636,3.0336916,3.3715405,4.3025513,5.333744,5.3051023,4.3463206,3.971547,3.6650443,2.9885712,2.435472,2.0260916,1.6864176,0.8802351,-0.057807527,-0.8280126,-1.0431026,-1.0708529,-1.0493942,-1.0326749,-1.0317307,-0.90488064,-0.6070546,-0.27534395,0.29446268,0.90834594,1.4803793,2.0271711,2.351789,2.3904135,2.224404,1.4976616,0.4837644,-0.63323915,-0.6708281,-0.6315857,-0.42156574,-0.1908401,-0.10529982,-0.1724011,-0.13917309,-0.09249912,0.0546953,0.20312871,0.25813204,0.3616321,0.44122317,0.45291466,0.6347874,1.1100795,1.1842381,1.4104164,1.3631802,0.91950166,0.29965264,0.16577359,0.08824989,-0.03152138,-0.04139912,0.17272815,0.72539246,1.5647279,1.7017946,1.5486594,1.1084099,0.9581697,0.7342775,0.5341949,-0.28711963,-1.0328271,-0.99662876,-1.154734,-1.3042959,-1.402991,-1.323194,-1.1517441,-0.60314715,-0.5019745,-0.5709833,-0.5897788,-0.68468547,-1.0293448,-1.0492511,-1.2412736,-1.4509056,-1.527184,-1.5986063,-1.6032633,-1.6059985,-1.6223555,-1.6322179,-1.5405406,-1.2589746,-0.779316,-0.37281835,-0.015988797,0.3492805,0.5055987,0.34522417,0.065632835,-0.02943182,-0.13593823,-0.05584366,0.10719626,0.51771855,1.4121442,2.3239574,2.6978261,2.914798,3.3082232,3.7043293,4.370929,4.7551575,5.430475,5.5983458,5.7902613,6.0539837,6.425068,6.9264593,7.7552276,8.371305,9.665415,10.341223,11.06552,11.132578,11.751303,11.965286,9.29785,9.297955,9.297762
-2.0684042,-2.077217,-2.1080093,-2.2259164,-2.1753974,-2.1280582,-2.2603264,-2.2872865,-2.3190835,-2.6183276,-2.6091223,-2.41337,-2.3958936,-2.331812,-2.4760656,-2.5628154,-2.4266334,-2.2721353,-2.2271018,-2.3100739,-3.1060019,-3.3724527,-3.4137821,-3.0248473,-2.2172587,-2.2974052,-2.6269546,-2.9443948,-3.0617208,-2.9968657,-2.7611957,-2.2935963,-1.9106866,-2.177413,-2.2782662,-2.3391047,-2.5009384,-3.1434922,-3.4339373,-3.3248498,-3.2807446,-3.1454473,-2.8942857,-2.842189,-2.823775,-2.882191,-3.0654116,-3.2242346,-2.9330664,-2.522043,-2.3023186,-2.166753,-2.0912085,-1.9596508,-1.730462,-1.5792211,-1.5350908,-1.7876564,-2.0679762,-2.4988432,-2.7371407,-2.6670387,-2.5340724,-2.4504004,-2.3100412,-2.0991952,-1.8926325,-2.0252879,-2.0639682,-1.994204,-1.9602243,-2.0342915,-2.1258056,-2.25735,-2.3345537,-2.3535452,-2.3021448,-2.2230246,-2.0983925,-1.9340189,-1.7751474,-1.661209,-1.4671502,-1.1991647,-0.84582126,-0.8156314,-0.8316141,-1.2091589,-1.460144,-1.3695123,-1.0162218,-0.42472786,0.76016307,1.7463014,2.5314639,2.2207947,1.213879,0.14232622,-0.5282089,-0.883608,-1.1347725,-1.6084054,-2.2006862,-2.378487,-2.3957546,-2.3349462,-2.2196505,-2.2562702,-2.1684275,-2.000935,-2.0060632,-2.2110462,-2.5483165,-3.0318832,-3.411861,-3.3634682,-3.1968808,-2.9997277,-2.7850106,-2.6831548,-2.6387525,-2.6110945,-2.5833793,-2.5624938,-2.5957286,-2.693,-2.9305842,-3.0591912,-3.102369,-3.1407313,-3.1301217,-3.0498447,-2.8561544,-2.685285,-2.4054255,-2.3391886,-2.4309123,-2.7434583,-2.826061,-2.7895424,-2.695085,-2.5209744,-2.45533,-2.4423277,-2.3154495,-2.1836374,-2.2234244,-2.2243102,-2.3034434,-2.4403427,-2.5401838,-2.5755806,-2.607613,-2.55793,-2.6119442,-2.7519724,-2.775765,-2.8147871,-2.7803483,-2.630363,-0.7311898,-0.73119736,-0.73116386
-1.2018931,-1.2114347,-1.2239385,-1.177379,-1.1731441,-0.94612205,-0.95408946,-1.0024958,-1.0708358,-0.47976896,0.1264496,0.43438593,0.7752414,0.6883992,-0.15392046,-0.9736927,-1.5526559,-1.9771254,-2.2804828,-2.1180148,-2.1093698,-1.8782283,-1.5373992,-1.0149407,-0.7464509,-0.95392567,-1.1204612,-1.2066343,-1.3012414,-1.7317501,-1.856739,-1.5595746,-1.2435576,-0.7423363,-0.48995087,-0.6610082,-0.70512193,-0.9992269,-1.2749829,-1.1035882,-0.85768855,-0.8343056,-0.966562,-1.0759286,-1.1599467,-1.108367,-1.1640735,-1.4051316,-1.4013519,-0.8960272,-0.28425705,0.24929091,0.775471,1.5003617,2.5616155,3.5329447,4.4437876,5.987453,7.0642185,7.8814173,8.423864,8.855885,9.056143,9.143795,9.04088,8.573467,6.987426,6.0327983,4.9435863,3.1502905,1.8947365,1.3823651,1.0334828,0.48328453,-0.04643076,-0.8582523,-1.5816692,-1.9405911,-2.170632,-2.3353174,-2.4772723,-2.773952,-2.913578,-2.9191124,-2.793204,-3.145996,-3.7823539,-3.938212,-3.8081553,-3.7352958,-3.672123,-3.64592,-3.253037,-2.8802361,-2.287605,-1.9262223,-1.7887942,-1.6176577,-1.3817139,-1.1407334,-1.0920974,-1.6011742,-2.54279,-2.9619818,-3.2687051,-3.3340573,-3.0937557,-2.6846838,-2.413189,-2.1516194,-2.1441102,-1.9699132,-1.7973211,-1.7517262,-1.9552346,-2.3678322,-2.8219697,-3.0103016,-3.1060617,-3.1303368,-3.1324997,-3.1471252,-3.180819,-3.1527476,-2.9666657,-2.4196708,-1.7638686,-1.4398679,-1.3099097,-1.3270591,-1.6284814,-1.9078298,-2.163553,-2.2701993,-2.2068748,-2.1293712,-2.135097,-2.195151,-2.3239112,-2.39368,-2.3399024,-2.2493973,-2.0930233,-1.8946487,-1.4400957,-1.2535994,-1.153225,-1.1562032,-1.1583796,-1.2668648,-1.3933792,-1.4261885,-1.4284141,-1.4030579,-1.4325104,-1.4221196,-1.4727182,-1.50513,-1.4648385,-1.3556689,-0.16118115,-0.16118562,-0.16121733
-0.86600596,-0.8416837,-0.7020173,-0.24220787,-0.08766784,0.21652241,0.12101226,0.0026489124,-0.11341889,0.10861808,0.2147066,0.28384578,0.17183381,0.21164611,0.20892331,0.105722785,-0.12639177,-0.51947534,-0.94340193,-1.3190724,-2.0330615,-2.2446463,-1.971668,-1.0315259,-0.012425572,-0.05331263,0.06361161,-0.0119782835,-0.4620661,-1.0181518,-1.2068053,-0.97665167,-0.4980643,-0.48685026,-0.89539313,-1.289857,-1.4379971,-1.6170657,-1.8031543,-1.7546861,-1.6906143,-1.5857854,-1.4076095,-1.4095155,-1.3075557,-1.1818992,-0.832363,-0.43308243,-0.28089702,-0.3968687,-0.45804018,-0.53364205,-0.6343916,-0.7191473,-0.7535644,-0.68653,-0.57934177,-0.5849029,-0.663301,-1.0157356,-1.3249222,-1.5542381,-1.7066641,-1.7919493,-1.8461349,-1.7705331,-1.4958458,-1.3525441,-1.2041184,-1.2322874,-1.3758962,-1.4634247,-1.4396756,-1.4562794,-1.5722326,-1.7711532,-1.9652107,-2.1134114,-2.2559614,-2.402267,-2.4777899,-2.5331798,-2.4143167,-1.9910953,-1.5977967,-1.3938968,-1.5273459,-1.7589977,-1.7453372,-1.6568522,-1.355708,-0.90467936,-0.17963195,1.2954775,3.6443737,4.902129,6.0861773,7.129984,7.7310085,8.076382,8.184081,8.06492,6.593967,4.5564494,2.309809,0.7843016,-0.7140499,-1.1511784,-1.1909211,-1.1583982,-1.0891623,-1.2157216,-1.3132131,-1.1115377,-0.9653909,-0.8163955,-1.1456367,-1.5133169,-1.7359494,-1.8682883,-1.9101402,-1.9005195,-1.8600533,-1.7669432,-1.662825,-1.4548651,-1.3396841,-1.3529843,-1.4630295,-1.5644639,-1.6516092,-1.7515166,-1.8828076,-1.9811361,-2.0380702,-2.0669684,-2.0712996,-2.0570867,-2.0189683,-1.9372371,-1.7496482,-1.4797742,-1.2458786,-1.1096575,-0.82158947,-0.51614,-0.49519992,-0.4857592,-0.5577432,-0.7302153,-0.8927872,-0.9542165,-0.972268,-0.98804605,-1.1942295,-1.3752078,-1.5859386,-1.6889911,-1.7044439,-1.6386061,0.5817809,0.58175087,0.5818176
-0.11466673,-0.20631626,-0.4385944,-1.1232764,-1.3033497,-1.7682166,-1.550404,-1.4549156,-1.3744776,-1.175448,-0.94115436,-0.899759,-0.95087975,-0.74510235,0.14708382,0.91687775,1.294167,1.8686905,2.3098092,2.1139789,1.2624921,0.29053655,-0.59001195,-1.4703872,-1.7649331,-1.4634128,-1.3716085,-1.2922146,-0.7552951,-0.33619046,-0.37583378,-0.84287715,-1.6655486,-1.894826,-1.6184363,-1.3133644,-1.3486726,-1.3655492,-1.3579602,-1.1309518,-1.069542,-0.8781226,-0.5098378,-0.03157558,-0.023167279,-0.2025924,0.14473827,0.947693,1.7894962,2.277833,2.3366103,2.306966,2.2617204,2.208504,2.0845404,1.8347402,1.5652076,0.9440825,0.24918926,-0.41799217,-0.80557096,-0.9612148,-0.978137,-1.0901837,-1.2721697,-1.238561,-0.98141515,-0.7389066,-0.5781716,-0.5247786,-0.5074283,-0.5351883,-0.48293668,-0.3306796,-0.19863328,-0.02684629,0.14826752,0.2767219,0.3873094,0.49683037,0.5970112,0.5625842,0.2802316,0.029589519,0.09709284,1.0752249,2.5102053,4.686935,5.7755213,6.190746,6.1813154,5.558262,3.5753193,1.3024766,-0.9152093,-1.1416999,-0.8227285,-0.6191168,-0.77692366,-0.95223296,-0.894155,-0.1290673,1.7554688,2.9809666,3.4702187,3.4302545,2.9318328,1.7950994,0.6003899,-0.4549679,-0.5834634,-0.59699047,-0.40989813,0.036483243,1.1736228,1.881182,2.4360185,2.6812353,2.7474291,2.7581024,2.7564104,2.734625,2.6918125,2.5523226,2.3387485,1.9621651,1.2962162,0.6665084,0.23375455,-0.06611444,-0.26489753,-0.30624697,-0.10037879,0.1209597,0.16334689,0.06979002,0.0017680358,0.0065756775,-0.006285358,0.086314306,0.0940181,0.07882699,0.16701601,0.21914542,-0.14455146,-0.38533932,-0.4192003,-0.4174891,-0.34247425,-0.03918623,0.29630244,0.4923402,0.6603676,0.6792917,1.0775559,1.2199634,1.1645579,1.1704502,1.0250472,1.037655,0.9159744,0.91597426,0.9159602
-3.007885,-3.0236776,-2.955433,-2.2983613,-2.1669402,-1.7904317,-1.9033277,-2.0074039,-2.1416812,-1.6396191,-0.99112356,-0.5602553,-0.28285176,-0.17702976,-0.06450941,0.24149245,1.1698419,2.572805,5.2765064,8.826553,10.973412,11.690755,11.525368,10.248196,7.9795218,5.0980144,4.228739,2.57831,0.3155826,-0.8766386,-1.804513,-2.4518747,-2.5152497,-2.4618692,-2.4907532,-2.3873758,-2.3196273,-3.061135,-3.6225886,-3.4135046,-3.2409565,-3.1432862,-2.8838105,-2.5400493,-2.101937,-1.6589409,-1.0896325,-0.83034647,-0.8039584,-0.8401814,-0.859997,-0.9011294,-0.94835925,-1.0404383,-1.2768033,-1.4262754,-1.6125873,-1.921874,-2.1216917,-2.4216485,-2.599565,-2.5340915,-2.3318267,-2.0005748,-1.5878134,-1.1546446,-0.5352261,-0.4722874,-0.3175799,-0.055576228,0.037188374,0.04423748,0.18944526,0.3907974,0.47902626,0.4987734,0.46969783,0.39517856,0.26083156,0.022703629,-0.25237888,-0.5128509,-0.95894194,-1.1982168,-1.4331387,-1.5267732,-1.5492101,-1.9764819,-2.3860168,-2.414712,-2.4527268,-2.4644208,-2.2750537,-1.9722719,-1.6013455,-1.4713094,-1.3457766,-1.5726418,-1.4960806,-0.93345803,-0.63706803,-0.628685,-1.3301483,-1.8977809,-1.6286032,-1.6367352,-1.8269324,-1.6362572,-1.5477875,-1.3259737,-0.8393329,0.01064609,0.6734383,0.86654085,1.1497579,1.3135643,1.5769327,1.8891696,2.3898928,2.9467802,3.16648,3.3997796,3.8873668,5.0009184,6.2544994,7.565749,8.391515,8.822622,8.992142,8.955255,8.778621,8.448565,7.744953,6.7563076,5.1603956,3.96417,3.3756452,2.802407,1.5750241,0.8785509,0.71478236,0.60060894,0.25056398,-0.044252217,-0.504695,-0.7684428,-1.0201812,-1.0314627,-1.0617658,-1.0647115,-1.1222515,-1.1954253,-1.2829673,-1.2869132,-1.604845,-1.9455833,-2.3279133,-2.3725019,-2.7360268,-2.9730384,-1.4110725,-1.4111793,-1.4109869
-2.966534,-2.9708085,-2.9795117,-2.9657671,-2.8447144,-2.78652,-2.8011248,-2.8259916,-2.8791125,-3.2798288,-3.276295,-3.1894875,-3.2431164,-3.2432222,-2.8293557,-2.4757714,-2.0180745,-1.4738181,-1.1225079,-1.0417597,-0.8274462,-0.90536565,-1.186696,-1.3047712,-0.59486616,0.16807482,0.15760376,-0.023996323,-0.047298968,0.023938954,-0.2930443,-0.67445195,-0.8181329,-2.36124,-2.9351778,-2.8760114,-2.7057252,-2.4706283,-2.5305924,-2.7567456,-2.9024498,-2.9039435,-2.7741714,-2.5518584,-2.2638502,-1.9922854,-1.5402374,-1.2949374,-0.8769431,-0.6984638,-0.8329604,-0.9246775,-0.97350675,-0.9881381,-0.9980869,-1.0835421,-1.2073307,-1.4546275,-1.6493158,-1.7000926,-1.8143793,-1.8346,-1.7719252,-1.5910311,-1.1149666,-0.44921172,0.6484538,0.82145256,0.9100018,1.156162,1.1399012,1.0096328,0.9803519,0.96398157,0.9474083,0.91198266,0.86025417,0.813112,0.6837199,0.5426904,0.4885208,0.33200395,0.09620224,-0.010101415,-0.81456125,-1.5215436,-1.4129187,-1.2356783,-0.9677547,-0.8093995,-0.8021661,-0.6571719,-0.6236588,-0.6697814,-0.84362346,-1.2557954,-1.6159953,-1.7501587,-1.9355152,-2.0990906,-2.0993938,-1.7840164,-0.9287576,-0.28964698,0.2906729,0.46953735,0.6441915,0.73647165,0.89081335,0.73383313,0.24067545,-0.3500805,-0.93471754,-1.384199,-1.4013084,-0.95180196,-0.66291517,-0.6333667,-0.67856765,-0.7853505,-0.87650126,-0.9419706,-1.0018647,-1.1402664,-1.2458315,-1.3596492,-1.3666584,-1.4056058,-1.4281754,-1.528025,-1.6830423,-1.7719499,-1.7954259,-1.729897,-1.5014608,-1.3010395,-1.2524841,-1.2631935,-1.0564747,-0.92008495,-0.7525505,-0.67673063,-0.66450346,-0.7170444,-1.0139169,-1.0977483,-1.220931,-1.2043594,-1.1848681,-1.195431,-1.2057873,-1.2993397,-1.4655099,-1.541752,-1.6300706,-1.7709867,-1.7866737,-1.7874775,-1.8483616,-1.8528713,-2.0405269,-2.0404863,-2.0405085
-1.5999856,-1.5635815,-1.3732859,-0.83204496,-0.7622507,-0.56163716,-0.8160007,-0.99206644,-0.99079967,-0.64460295,-0.2907517,-0.16826777,-0.37182894,-0.39669803,-0.86946976,-1.1670654,-1.1897022,-1.3279843,-1.3742465,-0.91601473,-0.7710848,-0.761218,-0.9836956,-1.1708508,-0.892342,-1.0785097,-1.3625503,-1.6199291,-1.7423987,-1.4671612,-0.9787111,-0.60713804,-0.939248,-1.3944579,-1.4161508,-1.0989188,-0.745821,-0.8036749,-0.58871245,-0.24271163,-0.10704802,0.1506649,0.6524714,0.79703903,0.8013617,0.7073311,0.42738134,-0.031458497,-0.22556591,-0.1615079,-0.062333822,-0.017400265,-0.021753013,-0.019258559,0.02625674,0.045588464,0.024910152,-0.33188504,-0.762436,-1.41413,-1.8553584,-2.1556756,-2.2970064,-2.3973756,-2.4311538,-2.2742376,-2.0136662,-1.9837034,-1.9083551,-1.6813306,-1.5370907,-1.4729383,-1.4724143,-1.5105883,-1.4644549,-1.2917647,-1.0504372,-0.8611667,-0.6716753,-0.5378905,-0.3598758,0.2145198,1.0019492,1.7260125,1.9494927,1.9722427,1.8118379,1.3302511,1.4091917,2.2234697,3.5327861,5.0587177,6.724821,7.9300513,8.68245,8.177628,7.0515914,5.522,4.1436467,2.9894516,2.1806412,1.4212728,0.28056753,-0.45819187,-0.87162364,-0.8926554,-0.6530268,-0.46246374,-0.39701563,-0.1554086,0.059111685,0.05552587,-0.05808951,-0.19080181,-0.5265435,-0.72326106,-0.85945725,-0.91923535,-0.9175222,-0.92768234,-0.95543474,-0.9623749,-0.9428541,-0.93664885,-0.90549606,-0.8195194,-1.0040402,-1.1457295,-1.1519432,-1.1387548,-1.0648942,-1.009385,-1.0254129,-1.0812896,-0.9241507,-0.8826294,-0.89118624,-0.8963103,-0.6686307,-0.44635057,-0.15700483,0.17316699,0.33381525,0.372234,0.4767831,0.5803746,0.29898873,0.16986205,0.005862862,-0.1906009,-0.32948247,-0.4173459,-0.56126845,-0.59875643,-0.9510772,-1.2391261,-1.3660086,-1.451714,-1.4641274,-1.3808787,-0.00060659647,-0.00061297417,-0.0005655587
-0.26393756,-0.29363787,-0.51286787,-0.85863423,-0.82776916,-0.68486196,-0.49103492,-0.39214927,-0.5154629,-0.9811045,-1.2609652,-1.2362323,-1.2678981,-1.046545,-0.15223268,0.21244985,0.51617986,0.80065787,0.8398469,0.59409744,0.45116812,0.15463641,-0.3676345,-0.83284837,-1.354079,-1.3039248,-1.2037807,-1.122314,-0.9475336,-0.74344456,-0.47930646,-0.39415854,-0.7061277,-1.242809,-0.94240165,-0.5129142,-0.3293479,-0.3126968,-0.554008,-0.7541971,-0.8222613,-0.6115279,-0.03237766,0.6027603,0.80669636,0.69648105,1.0761151,1.684026,2.0036914,2.2537024,2.3219209,2.401046,2.4853332,2.617116,2.812419,2.8302608,2.8302155,2.5371563,1.9040616,1.0221177,0.14896908,-0.6218343,-1.0220934,-1.191654,-1.0713235,-0.7526723,-0.2537692,-0.3112021,-0.3917312,-0.4416932,-0.5415048,-0.71864855,-0.8493483,-0.8331933,-0.6384566,-0.24332908,0.17598486,0.61300033,1.1312575,1.5247978,1.6512545,1.3293545,1.1078649,0.9725859,0.49381942,0.28676707,0.71210504,0.73391163,0.49847642,0.42640686,0.3055614,0.2866646,0.24558887,0.18261325,-0.4490251,-0.8403022,-1.0030177,-0.81276226,-0.83334327,-1.0030248,-1.0439894,-0.43598455,1.0251873,1.9382124,2.2739954,2.1760097,1.4069834,0.38724983,-0.13728637,-0.31715518,-0.24341185,-0.30398613,-0.335737,-0.14149335,0.430269,1.4953103,2.7008083,3.3616385,3.809073,3.980678,4.024642,4.0212517,3.9818158,3.7670393,3.2868013,2.2782538,0.9493521,0.4295157,0.6463875,1.334648,3.0875196,4.8308487,6.6359634,7.595225,8.0209875,8.080189,8.015782,7.541032,5.9347954,4.044736,2.5534081,1.5118704,0.3430556,-0.5021367,-1.1685531,-1.5926106,-1.8365431,-1.8331295,-1.818331,-1.8480058,-1.9579508,-2.0676503,-2.191496,-2.1933787,-2.0477855,-1.7882649,-1.4223464,-1.3484547,-1.0919595,-1.0504827,-1.5997894,-1.5997953,-1.5997603
-2.6097996,-2.614458,-2.5940862,-2.5914032,-2.7506433,-2.99162,-2.9848464,-2.9269886,-2.7164922,-2.7109368,-2.6229653,-2.5498247,-2.4398184,-2.283068,-1.3958008,-1.0993296,-0.99434614,-0.8005872,-0.68693763,-1.0513366,-1.7734175,-1.9124331,-1.8999286,-1.8768762,-1.0786774,-0.12773678,-0.36495784,-0.8287823,-1.1103419,-1.0727129,-1.3398752,-2.0781271,-2.9566052,-3.5187151,-3.637915,-3.6538024,-3.6610222,-3.5591521,-3.50437,-3.3514836,-3.3315825,-3.3019187,-3.3686638,-3.1921597,-3.0683012,-2.9962592,-2.5883455,-1.688464,-0.5724202,-0.12496248,-0.09210211,-0.1362316,-0.21981207,-0.36770898,-0.74013865,-1.1566399,-1.5858699,-2.1363423,-2.5379186,-2.7819679,-2.7688956,-2.5279562,-2.3183687,-2.2641296,-2.4701262,-2.803483,-3.1032457,-2.9603078,-2.7623594,-2.3885145,-2.0972328,-1.9659472,-1.8528941,-1.7397344,-1.7080215,-1.7609384,-1.8830631,-2.0672357,-2.3285108,-2.5118544,-2.603879,-2.8713868,-3.573079,-4.2551355,-4.331868,-3.9154322,-3.6775818,-2.4261947,-1.6437798,-1.1832283,-0.98637855,-1.0151029,-1.8296537,-2.906142,-3.5925803,-3.2328062,-2.9210377,-2.9426086,-3.2099013,-3.2707622,-3.1260915,-2.7563982,-1.6147593,-0.71689403,-0.091988325,0.11999844,0.07808998,-0.09138855,-0.11266765,-0.19311327,-0.34160295,-0.32567066,-0.40147436,-0.68072844,-0.7998798,-0.682706,-0.41777986,-0.23379761,-0.20676388,-0.1905681,-0.2275547,-0.25010192,-0.26601917,-0.36162707,-0.5019586,-0.6496757,-0.6904812,-0.8687787,-1.1305859,-1.4891818,-1.9561466,-2.2065072,-2.2654884,-2.140276,-2.1106296,-2.2737808,-2.444811,-2.649858,-2.6885562,-2.452764,-2.2157187,-2.017177,-1.7692547,-1.5477368,-1.5073451,-1.4565685,-1.4637712,-1.46996,-1.4736891,-1.34081,-1.1002333,-0.98057413,-0.9046527,-0.94434434,-1.0796202,-1.2250271,-1.4760066,-1.5703349,-1.7799891,-1.7852626,-2.5513759,-2.5512877,-2.5514317
