0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175
13.126455,13.204096,13.247938,13.251492,13.116573,12.664051,11.761208,9.328127,5.910632,3.7764783,2.802806,2.4019964,1.2277285,0.08394119,-0.08808145,-0.46699426,-1.4759767,-1.497477,-1.6134417,-1.7487636,-1.5629586,-1.1471133,-0.7259567,-0.14465003,0.1646328,0.5691508,1.0715554,1.2658373,1.2779126,0.9958943,0.624423,0.12827972,-0.4868199,-1.0453396,-1.1981624,-1.2569242,-1.1878779,-0.7638209,-0.21507625,0.2829868,0.7764831,0.6260408,0.25983667,0.18545371,0.31246883,0.32371706,0.43758014,0.6488623,1.1967707,1.9861162,2.9526916,2.897477,3.2241197,2.8547273,2.097259,1.1368147,0.91288525,0.5582762,0.2180067,0.08956829,0.1732414,-0.0060041547,-0.27814317,-0.5113267,-0.7684523,-0.7092254,-0.32975593,-0.0293352,0.19703418,0.13979274,-0.094652,-0.26897484,-0.14965537,0.36284107,1.5121719,2.7246394,4.1407213,4.6776824,4.4073114,2.0667071,0.4402511,-0.06505844,-0.3570344,-0.54921997,-0.57715404,-0.30006093,0.904459,1.420183,0.8479636,0.0044162273,-0.59103817,-0.8859222,-0.4998861,0.4244942,1.5801204,2.7902865,3.5360322,2.6103888,1.0010611,-0.28922954,-1.2077432,-1.4497052,-1.3411255,-1.2928596,-1.2973509,-1.2925234,-1.133786,-1.0960536,-0.49688438,0.22581771,0.7898084,0.95653427,1.365669,1.8092971,2.0163448,2.1619833,2.284555,2.2230575,2.0204132,1.9820273,2.0049298,2.146863,2.216994,2.195206,2.45966,3.0357935,3.4630156,2.6722655,1.2850696,0.47635287,0.21967253,0.08118993,0.31919172,1.0829781,1.3306496,1.5264951,1.5340674,1.1377137,0.87770265,0.88054025,1.3529913,1.6830345,1.8358687,1.8175975,1.2265196,1.2072605,1.1031852,1.4193072,1.5332592,1.5360459,1.6074177,1.598829,1.5060102,1.5552442,1.6945238,1.7607352,1.7352518,1.8703036,2.0461957,2.2408698,2.537879,2.8855422,3.0222452,3.3086162,4.1724143,6.5349846,9.186841,10.442453,11.172997,11.237652,11.252894,10.312415,10.312461,10.312654,10.312614,10.312376
-2.6962454,-2.6627703,-2.7037346,-2.6614442,-2.5569596,-2.3490355,-1.9916308,-1.9837031,-2.0355673,-1.6597321,-1.2398515,-0.9118701,-0.7108047,-0.94047296,-1.1009823,-1.2155373,-1.4476846,-2.3524594,-2.7424207,-2.9990053,-2.90696,-2.523025,-2.1585922,-1.649962,-1.4097592,-1.3355392,-1.5041118,-1.6215465,-1.7305181,-1.7780585,-1.7434053,-1.6471968,-1.262918,-0.48078737,0.18950216,0.7332757,1.271611,1.082833,0.09120909,-1.1236223,-1.8734698,-2.1373768,-2.4966502,-2.7416222,-2.7606678,-2.5726318,-2.4264045,-2.1139295,-1.7699897,-1.4294698,-1.0545939,-0.7803703,-0.68833977,-0.05827695,0.123496085,0.18828526,0.041731745,-0.047281116,-0.3811437,-0.92230743,-1.5975071,-2.022078,-2.1132522,-2.2563453,-2.4730792,-2.5507438,-2.5391045,-2.387758,-2.1551807,-1.7194508,-1.2977061,-1.1040918,-1.4568764,-2.0758152,-2.5972686,-2.922468,-3.3052955,-3.442852,-3.5604644,-3.2208748,-2.8394494,-2.698918,-2.72971,-2.1316366,-0.26293093,0.6839372,1.449833,1.5343516,0.93076324,0.25287473,-0.61358416,-1.482583,-1.5142759,-1.2744329,-1.031353,-0.9077587,-0.59772795,-0.5019534,-0.4721778,-0.45653456,-0.51778316,-0.5469732,-0.6577169,-0.7554221,-0.7360476,-0.6500117,-0.5917873,-0.51472783,-0.46837974,-0.5787569,-0.876181,-0.84655356,-0.801115,-0.7538499,-0.67341036,-0.84580505,-1.0133753,-0.9964849,-0.8953918,-0.8437091,-0.6778694,-0.46697325,-0.76588285,-1.6293299,-2.0562482,-1.9201487,-1.549293,-1.247598,-1.1817012,-1.4290595,-1.5675197,-1.4882438,-1.8705909,-2.5751314,-2.8240142,-2.9911027,-3.0166616,-3.140062,-3.510611,-3.9586043,-3.8968852,-3.1010613,-2.7459683,-2.7616735,-2.7993517,-2.8207884,-2.9495842,-3.0138972,-2.9892354,-2.9455624,-2.896758,-2.8847132,-2.8602123,-2.8738985,-2.866359,-2.885787,-2.8722916,-2.8756762,-2.8599896,-2.8426363,-2.8522167,-2.860561,-2.8787322,-2.853109,-2.775869,-2.5198293,-1.9077153,-1.6226039,-1.3148599,-1.3800361,-1.2460463,-1.224565,-1.2246212,-1.2240686,-1.2240691,-1.2244849
-1.2047994,-1.0300748,-1.1871207,-1.3306322,-1.5693502,-1.8168579,-2.0221574,-1.3938634,-0.9145087,-0.80489683,-0.9877903,-1.2942239,-1.3763416,-1.2170935,-1.0997518,-0.91718394,-1.213125,-1.5354133,-1.7148013,-1.7156848,-1.5290997,-1.4577498,-1.4375836,-1.4164635,-1.4055803,-1.328762,-1.2294753,-1.1525112,-1.0472169,-1.0109915,-1.0950702,-1.2066039,-1.3966432,-1.8999255,-2.373608,-2.7346892,-3.1574836,-3.1223068,-2.4876752,-1.8553739,-1.5603584,-1.4924209,-1.3364289,-1.0030403,-0.6078487,-0.3699007,-0.3225045,-0.4020774,-0.44945768,-0.2513396,-0.0048337504,0.08430071,0.3761882,0.5607449,0.2519239,-0.2796331,-0.37526363,-0.86406064,-1.6290069,-1.9392273,-2.091499,-2.0761433,-1.8486378,-1.451785,-0.559397,0.31993258,1.0466366,1.4362986,1.6635963,2.4134433,3.8935075,6.076781,7.9887953,9.331775,10.452252,10.743089,10.526057,10.197458,10.032617,9.749994,8.885456,7.7513514,5.83704,1.7338359,-0.75739706,-1.1319361,-1.2649262,-1.6412182,-2.2787192,-2.5003772,-2.7145438,-3.0077538,-3.189021,-3.0362034,-2.6930184,-2.4920237,-2.4512467,-2.5209157,-2.5194724,-2.8688707,-3.0854554,-3.2483346,-3.39133,-3.424077,-3.3954544,-3.3514614,-3.1953502,-3.1041708,-2.832594,-2.6569004,-2.5456822,-2.6943154,-2.7221355,-2.7318683,-2.7416935,-2.6986713,-2.6646564,-2.6196332,-2.4794426,-2.4064884,-2.2292004,-1.7154887,-0.96306336,-0.7207051,-0.93111444,-0.8622014,-0.5195534,-0.9895079,-1.4556386,-1.9379587,-1.938682,-1.2846341,-0.2928604,0.06142488,0.0072920546,-0.21001413,-0.3149012,-0.6968964,-0.89479816,-0.980144,-1.5783961,-2.354943,-2.4861827,-2.0498834,-1.8181143,-1.6557313,-1.3700105,-0.94833875,-0.6361811,-0.51939726,-0.5817697,-0.6060738,-0.5651303,-0.57067716,-0.5766294,-0.56914943,-0.570881,-0.5386912,-0.51891625,-0.5604235,-0.62728924,-0.631318,-0.6400714,-0.62541074,-0.6935942,-0.79018366,-0.55905867,-0.34193042,-0.4142169,-0.5150362,-0.62221384,0.22534397,0.22535911,0.22504579,0.22503889,0.22529605
-1.8661748,-1.9204177,-1.9910729,-1.9554063,-1.7838154,-1.2770957,-0.6833882,-0.18874973,-0.031218506,-0.006529525,0.035372272,0.10306868,-0.33614093,-1.0093664,-1.1898041,-1.1037412,-0.698488,-1.068285,-1.4626397,-1.6684501,-1.4741826,-1.0606041,-0.87565655,-0.7672743,-0.81208724,-0.8968203,-0.9830261,-0.98676616,-0.9583007,-0.88844913,-0.76787615,-0.7179524,-0.6729962,-0.59046346,-0.7620852,-0.90370655,-1.0890572,-1.5636744,-1.8413858,-1.8806595,-1.852186,-1.7775838,-1.8828278,-2.1035948,-2.3428254,-2.4318624,-2.5621912,-2.8452804,-3.0102572,-2.9536827,-2.586278,-1.9090197,-1.1777352,-0.61467487,-0.584085,-0.63728327,-0.67953753,-0.67105925,-0.6805336,-0.84537166,-1.2045951,-1.41776,-1.3977697,-1.3943636,-1.3969533,-1.2743695,-1.3771296,-1.4549522,-1.4267701,-1.1398809,-0.6298504,0.09124456,0.36984962,-0.13367812,-0.9687512,-1.6305281,-2.1609063,-2.223145,-2.1486247,-1.5106785,-0.94170535,-0.7670597,-1.272708,-1.5757356,-0.65453285,0.56462127,1.015441,0.72120416,0.24139762,0.06762755,-0.2817917,-1.3128767,-1.8129658,-1.6623445,-1.0931671,-0.49151745,-0.19821748,0.15185523,0.4706455,0.67038786,0.9048971,0.8273641,0.30625516,0.04501757,0.111714065,0.27017903,0.35046956,0.37966663,0.58137465,0.63788533,0.4773814,0.5297818,0.5810427,0.54806364,0.30602324,-0.04907426,-0.61505634,-0.86960053,-0.92130303,-0.9396683,-0.7329576,-0.37347695,-0.12595685,-0.41668397,-1.0504094,-1.5791624,-1.8746961,-1.9997159,-1.8729533,-2.0286002,-2.0314279,-1.7819661,-1.9461273,-2.3550956,-2.3370368,-2.44566,-2.531261,-2.3796492,-2.2095425,-2.0451975,-1.9325905,-1.8488276,-1.7412243,-1.5937057,-1.5417137,-1.6903417,-1.8060529,-1.9183874,-2.0001106,-2.111531,-2.2019591,-2.2685695,-2.230725,-2.2361064,-2.2490807,-2.2210467,-2.2538652,-2.2359805,-2.2168565,-2.2680671,-2.3700721,-2.4637341,-2.481386,-2.4476266,-2.376644,-2.0408154,-0.9271674,-0.47022843,-0.041152954,-0.061494052,-0.10980064,0.33925352,0.33920014,0.33955476,0.33960855,0.3393516
-0.47744185,-0.4627288,-0.85804546,-1.1032658,-1.5036198,-2.0056045,-2.205208,-1.7581075,-1.434624,-1.5379211,-1.4042068,-1.180592,-1.0442724,-1.1912977,-1.254477,-1.4818971,-1.5076864,-0.6159627,0.6027141,1.8429141,2.8498662,2.9478517,2.7007694,2.2107277,1.8642955,1.4457482,1.0334289,0.9252347,0.89981174,1.0419427,1.259986,1.4967227,1.706439,1.876174,1.9952648,2.2293665,2.4861212,2.1809075,1.1080675,-0.51842046,-1.495544,-1.6432557,-1.7335976,-1.8146156,-1.6408645,-1.3455172,-1.0019612,-0.81557095,-0.62130976,-0.45595855,-0.4635362,-0.7494264,-0.9394114,-1.0108244,-0.5873042,-0.61187714,-0.7044302,-0.6450044,0.29144526,1.2765093,2.537806,4.042537,4.65925,5.4874477,6.686654,7.3081837,7.717793,7.928669,8.015461,8.002796,7.7514534,7.0749617,5.789746,3.9216313,1.6890793,0.5149215,-0.32198316,-0.5084756,-0.4000436,0.13500527,0.79638624,1.1448303,1.890185,2.155765,0.99937534,-0.3597104,-0.751781,-0.5101379,0.10183114,0.4998104,1.3499604,1.854052,1.8228164,1.0936631,-0.17654929,-0.96535265,-0.78177977,-0.20082588,-0.11724928,0.2731043,0.77156484,1.3340759,1.7765617,1.8426614,1.7190135,1.5458288,1.250973,1.0831275,0.89532137,1.1767064,1.7821147,2.713669,4.124112,5.701633,6.928977,7.776273,8.417916,8.5563965,8.587018,8.564902,8.486384,8.289362,7.565882,5.7782035,2.3009636,0.082350016,-0.18999594,0.74848443,1.5865077,1.947464,1.7503527,0.2802127,-1.1720251,-1.6606232,-1.707939,-1.3008957,-0.70327425,0.16003536,0.67404413,1.0875189,1.5613537,1.962572,1.6299343,0.8272269,-0.41185358,-1.1528687,-1.8557441,-2.2260015,-2.3006208,-2.242022,-2.09311,-2.0261502,-2.0515966,-1.9600537,-1.8917685,-1.8731353,-1.8819708,-1.9055195,-1.9907273,-2.0637584,-2.075017,-2.0456102,-2.00604,-1.8803579,-1.6938372,-1.173976,-0.37453377,-0.059585363,-0.062396586,-0.20766328,0.41805702,0.85847235,0.8585065,0.85809857,0.85801363,0.85839796
-1.6418102,-1.6231377,-1.7603867,-1.7759423,-1.8635633,-1.833669,-1.8337063,-1.378442,-1.1520505,-1.0819054,-1.1012571,-1.0967793,-1.0380691,0.23242332,1.2611139,3.8847945,7.5983343,9.25769,9.120961,8.60812,7.6779475,6.369849,5.372605,4.328024,3.5525963,2.7925053,2.070569,1.7362912,1.3124273,0.86478454,0.42272335,0.055793986,-0.26775056,-0.71270996,-1.0144188,-1.0873864,-1.033113,-1.399924,-1.787509,-1.8203745,-1.9226601,-1.9698069,-2.050376,-2.344169,-2.5187545,-2.472879,-2.5086637,-2.5093424,-2.6193929,-2.790926,-2.808843,-2.2444305,-1.7973468,-0.37273774,1.0599289,3.0663729,4.8221025,8.0338745,9.961289,10.376607,10.190563,9.630253,9.367828,8.89748,7.7919865,6.5069914,4.905752,3.4372807,2.238871,1.157611,0.22881818,-0.7012299,-1.3489772,-1.7126404,-2.182126,-2.4604187,-1.7831225,-1.4275618,-0.75303495,1.3052466,2.1593297,2.2376056,1.430783,0.530868,-0.36741805,-0.87182826,-1.1432343,-1.1779897,-1.0915987,-1.0225403,-1.2692802,-0.78497565,-0.2996894,-0.2703064,-0.26907465,-0.35704738,-0.6879313,-0.80562556,-0.28319922,-0.030364335,-0.086812414,-0.14808273,0.095814615,0.19761816,0.18936735,0.14857355,0.0012969971,-0.079087615,0.1597448,0.39220244,0.44031572,0.5058947,0.34265587,0.1733844,-0.055035174,-0.08807391,-0.087156355,0.019747823,0.1582978,0.18668345,0.40217847,0.34375596,-0.2825418,-0.89072526,-1.4623663,-2.2507458,-2.8455877,-2.3512511,-1.779503,-1.2874649,-1.1289357,-1.3388078,-1.8384302,-2.3911052,-2.6974578,-2.8694468,-2.8268256,-2.5985627,-2.3940873,-2.3481987,-2.26154,-1.6717002,-1.7016823,-2.0465794,-2.2497683,-2.5095859,-2.6079032,-2.6691194,-2.6842344,-2.6197004,-2.550276,-2.50838,-2.4946513,-2.4571397,-2.4651477,-2.491945,-2.4580946,-2.431872,-2.403421,-2.4358912,-2.4689312,-2.4670112,-2.4540854,-2.4161186,-2.39623,-2.3415976,-1.9884278,-1.577044,-1.660101,-1.6716752,-1.5015937,-0.4912039,-0.4912141,-0.49173343,-0.49166244,-0.49119678
-3.153648,-3.147058,-3.049491,-2.9110203,-2.7383513,-2.5804267,-2.4862165,-2.4362135,-2.1159177,-1.7899072,-1.5306902,-1.3057028,-1.3530447,-1.5658021,-1.6237421,-1.602665,-1.2872345,-1.0729387,-0.8990281,-0.788363,-0.6595363,-0.5419302,-0.5942371,-0.7523352,-0.8858769,-1.1603818,-1.4935577,-1.7318047,-1.9947467,-2.1352222,-2.1884675,-2.088912,-1.8477664,-1.5047886,-1.2444596,-1.0563514,-0.9197311,-1.1448264,-1.5001838,-1.41751,-1.3063593,-1.6841724,-1.8242478,-2.0180326,-2.0816822,-2.0136156,-2.0103936,-2.0389843,-2.2858331,-2.6829174,-3.013906,-2.8182108,-2.5785456,-2.9277186,-2.884256,-2.4862647,-2.4136868,-2.063393,-1.8346419,-1.6056087,-1.291661,-1.086074,-1.1634872,-1.2915152,-1.2102984,-1.1318963,-1.0182339,-0.91881716,-0.8366706,-0.8833618,-1.1872596,-1.7903686,-2.2981584,-2.5193238,-2.8792925,-3.369997,-3.9800696,-4.234248,-4.147057,-3.2843986,-2.4104552,-2.1458848,-1.952364,-1.5896868,-1.2402005,-1.1075902,-1.4369609,-1.6109409,-1.5764159,-1.50991,-1.3005648,-0.89328575,-0.5640882,-0.8141951,-1.0555941,-0.577286,0.11562626,0.6028596,1.650109,3.6912727,6.91643,9.0941,9.546457,9.78356,9.998167,10.138447,10.351797,10.443516,10.510695,10.312539,9.917069,9.662064,9.114658,8.10471,6.89044,5.4683757,3.6549647,2.8879175,1.9610435,1.6921861,0.9023183,-0.484555,-1.3862758,-1.4318643,-1.2393161,-1.6739335,-2.788044,-3.2110004,-3.1676846,-3.0156069,-2.8998446,-2.6761887,-2.6286342,-2.620319,-2.506878,-2.5497358,-2.6850176,-2.5442452,-2.2310896,-1.8151281,-0.8724755,-0.09475446,-0.23004183,-0.8326074,-1.1730921,-1.4810302,-1.7452043,-2.1335428,-2.364497,-2.464088,-2.5067005,-2.4889529,-2.4625182,-2.4851148,-2.4959517,-2.4598997,-2.4110622,-2.4307532,-2.5456405,-2.709287,-2.8370817,-2.9212532,-2.9602356,-3.1233692,-3.4015179,-3.8006058,-3.821834,-3.6421537,-3.3928604,-3.215844,-3.3388739,-3.0349455,-3.034967,-3.03484,-3.034778,-3.0348678
-0.837715,-0.9883492,-0.89854294,-0.74600965,-0.39761573,0.30879262,1.2892094,1.5855124,1.5653307,1.782155,1.8505325,1.6146818,1.0048401,0.49636304,0.3933829,0.6598192,0.8865603,0.20611149,-0.47511882,-1.1028321,-1.6431245,-1.6254978,-1.4464179,-1.2129147,-1.1820345,-1.2306461,-1.3502032,-1.3568406,-1.3156974,-1.2156007,-0.9780207,-0.73870623,-0.46335775,-0.10594696,0.046688437,0.26909456,0.7864762,1.1664119,1.1199008,1.0277714,0.9675244,1.1948092,0.99123913,0.28394073,-0.79825515,-1.3138225,-1.407032,-1.4520199,-1.4442071,-1.4197903,-1.2304028,-0.6187859,-0.006554216,-0.12135583,-0.4102625,-0.64061433,-0.8451924,-0.7038184,-0.3926183,-0.3386454,-0.529806,-0.671047,-0.60050476,-0.7219151,-1.2130139,-1.5967069,-1.9044312,-1.9354103,-1.7818183,-1.3863108,-0.89009416,-0.31408638,-0.0715684,-0.21055411,-0.5774636,-1.1955886,-1.8096764,-1.7471693,-1.508747,-0.6275144,-0.18843964,-0.12608257,-0.047346503,1.8322389,6.6031485,9.273216,10.399103,9.9714365,9.6505165,9.101463,7.310116,4.4153843,4.340395,5.6028376,7.647743,9.251394,10.082921,10.112892,9.747755,9.345392,8.837816,7.268721,5.1040936,3.4039137,2.511943,2.1236901,1.3702306,1.0866644,0.88905454,0.68714947,0.3064194,0.33442163,0.23951289,0.15986763,0.107452735,0.038110413,-0.11624786,-0.11995488,0.044433065,0.08128935,0.33974016,0.70293605,0.46148354,-0.14690301,-0.48216987,-0.77989006,-0.61421555,0.048847497,0.3539952,0.13301283,-0.04352826,-0.537089,-1.3103318,-2.0632854,-2.128473,-2.044086,-1.755955,-1.4414403,-1.4561759,-1.6657515,-1.4444604,-0.75854206,-0.3900305,-0.27197564,-0.4328093,-0.6830159,-1.0887359,-1.6388946,-2.010769,-2.2322652,-2.171589,-2.185775,-2.1854615,-2.0726836,-2.0298388,-2.0375564,-2.0841296,-2.0622354,-1.8964097,-1.7076218,-1.6038439,-1.5607183,-1.5389477,-1.5151947,-1.4127979,-1.383679,-1.2100801,-0.95847607,-0.76444846,-0.77636874,-0.81248754,0.09200379,0.091962755,0.09201005,0.09203458,0.09206575
-0.59949416,-0.7000548,-0.64930904,-0.5353272,-0.4232164,-0.4771908,-0.6622971,-1.1160654,-0.756941,-0.45853317,-0.29821444,-0.2570281,-0.22198816,-0.059758328,0.05134905,0.17440546,0.27630115,0.08906075,0.024054885,-0.24520057,-0.8443336,-1.2041191,-1.2928652,-1.3023293,-1.1934536,-1.0856388,-0.98055446,-0.9043264,-0.7312072,-0.3358723,0.18554276,0.7347636,1.5177022,2.505836,3.1012223,3.2673464,3.0620415,2.6115155,2.2979653,2.3018136,2.1454701,1.5715529,1.1560127,0.41499582,-0.6087951,-1.038507,-1.0410945,-0.8982192,-0.87982696,-1.0506071,-1.4385593,-1.2804965,-1.1389291,-1.2475345,-1.1882392,-0.99912965,-0.9694952,-0.5717639,-0.3640795,-0.26655528,-0.24558571,-0.25563475,-0.37506744,-0.37076062,0.010474116,0.3041089,0.4876031,0.5942904,0.6728571,0.7728583,0.80701977,0.52201515,0.19517994,-0.1610394,-0.9641921,-1.5232399,-2.1393063,-2.3882537,-2.3852866,-2.2617965,-1.8237998,-1.8717206,-1.6153214,-0.6799352,0.17158794,0.075285755,-0.29910484,-0.43351287,-0.29906696,-0.66502386,-0.5672551,-0.13288234,0.27406594,0.21142295,0.0005652681,0.011336494,0.20279422,0.19390973,0.09830966,-0.06822516,-0.59402794,-0.24498975,0.39664826,0.70399284,0.74634624,0.64953446,0.40874493,0.2599547,-0.12152592,-0.28655633,-0.41541916,-0.41081297,-0.5242668,-0.75037324,-0.8947785,-1.011721,-0.92803806,-0.9305401,-0.93931377,-0.955538,-0.9520503,-1.0626491,-1.1706275,-1.0785136,-1.1067673,-1.4210787,-2.0293217,-2.022928,-1.7583383,-1.3613024,-1.1678616,-0.8515326,-1.0873071,-1.3773171,-1.5362519,-1.5854776,-1.5199589,-1.2267281,-0.81575626,-0.43213734,0.40628546,0.9464297,0.57313347,-0.14106062,-0.4750778,-0.60597306,-0.7978725,-1.0812261,-1.3036581,-1.4020189,-1.3253344,-1.2512639,-1.2319106,-1.1843805,-1.158493,-1.177874,-1.1742905,-1.1798742,-1.1798661,-1.0932698,-1.0161513,-1.0415604,-1.0955282,-1.1390376,-1.2796141,-1.5680393,-1.867565,-2.086502,-1.814794,-1.5952824,-1.727608,-1.7326486,-1.7326497,-1.7325629,-1.7325226,-1.7326226
-3.3374557,-3.1977375,-3.288018,-3.3033383,-3.365118,-3.4367166,-3.3627703,-3.0136235,-3.039482,-3.3663232,-3.452885,-3.1987915,-2.8337154,-2.347221,-2.20415,-2.0546694,-1.9412277,-1.9945722,-1.527304,-0.6139727,0.6069965,1.503091,1.9226152,2.1323206,2.1144114,1.9084282,1.4624401,1.1150497,0.631269,0.14228562,-0.33122376,-0.6233227,-0.9282521,-1.350285,-1.5786498,-1.6544362,-1.739076,-2.5343866,-3.8144221,-4.910735,-5.1199527,-4.8124685,-4.4601107,-3.9995658,-3.4113145,-3.0810778,-3.0517135,-3.1797385,-3.3281348,-3.4848595,-3.5688238,-3.6026766,-3.5949059,-3.4234748,-3.2453,-2.8218136,-2.6654062,-2.2838526,-2.052401,-2.2407625,-2.4639297,-2.521966,-2.5086663,-2.5103197,-2.3332014,-2.100012,-1.8695613,-1.7771962,-1.732455,-1.6527271,-1.6811717,-1.8692526,-2.1724982,-2.6448839,-2.8124099,-2.5501451,-2.01368,-1.8713272,-1.7834398,-1.3399411,-1.0185755,-1.0460819,-0.90036815,-0.19325043,-0.32094905,-1.6492615,-2.1815524,-1.9170179,-1.45103,-0.7971493,-0.2390867,0.2412583,0.21785548,-0.53660804,-2.1466134,-3.4080966,-3.487766,-2.9373634,-2.3653617,-1.7627149,-0.37544805,1.4019133,2.4656153,2.8080826,2.9737794,2.975239,2.8916116,2.7823288,2.0945213,1.6912999,1.6428031,1.5049157,1.1551865,0.74288416,0.17939408,-0.2686399,-0.8423102,-1.0565965,-1.4563391,-1.6067026,-2.0083985,-2.549006,-2.9173188,-3.2751935,-3.9776301,-4.2071967,-3.8508246,-3.3486967,-3.0536594,-2.7659676,-2.6571136,-2.9685855,-3.152052,-2.678106,-2.3268318,-2.1330805,-2.0829408,-2.1351209,-2.3105173,-2.421412,-2.5339084,-2.4877937,-2.6200686,-2.9286835,-2.969552,-3.1315765,-3.2290497,-3.1829605,-2.9558666,-2.619243,-2.4171462,-2.3323328,-2.4055839,-2.395689,-2.3318925,-2.3698802,-2.3888059,-2.4486823,-2.4523945,-2.489182,-2.4914083,-2.4459336,-2.4622726,-2.4262826,-2.3287015,-2.225278,-2.2874413,-2.6106203,-2.704379,-2.8206992,-2.609007,-2.8049736,-2.8049798,-2.804785,-2.8048308,-2.804983
