0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
10.204834,10.205061,10.20703,10.209659,10.208478,10.21183,10.216276,11.50407,9.851212,7.778758,5.3514404,3.9542441,2.5361454,1.2355847,0.8402358,0.12798357,-0.9274166,-1.5999229,-1.812536,-1.6449312,-1.2979841,-0.8458587,-0.28273857,0.1328792,0.3793493,1.2155902,1.9134042,2.2745252,2.4134617,2.1633148,1.1001014,0.20376517,-0.13829897,-0.43723983,-0.33317375,0.08470447,0.2586816,0.35740107,0.42899787,0.47538692,0.5647635,0.5564978,0.54226816,0.49279308,0.54303575,0.65063286,1.1555479,1.644382,1.9601765,1.3545148,0.12400113,0.23865351,1.2583328,1.8982135,2.172967,1.9042332,1.9033412,1.6543685,0.713943,-0.36922088,-0.057017714,1.0137156,2.004214,2.4846158,2.7851624,3.5704584,3.435699,3.1670437,2.481041,1.2951522,0.33419144,-0.31973276,0.047541875,0.56885594,0.6675729,0.48900914,0.26862136,0.09875408,-0.10185112,-0.2578417,-0.39125776,-0.5646899,-0.52584594,-0.38081634,-0.4720651,-0.971285,-1.2463727,-1.4679629,-1.3738613,-1.0019228,-0.5288993,-0.18353249,-0.08448346,0.12692444,0.36108524,0.783519,1.1635904,1.4800481,1.6951494,1.9172927,1.92238,2.2990003,2.904538,3.3817074,3.7468061,3.9589589,4.143753,4.8381014,5.375694,6.15626,6.760774,7.491843,8.9703045,10.287505,11.111173,11.351561,10.277266,10.257473,10.2166195,10.204537
-2.2063603,-2.2063935,-2.207469,-2.2090542,-2.2081552,-2.2098246,-2.212325,-1.7093918,-1.9141297,-2.602419,-2.7792826,-2.3533955,-1.7435466,-1.2726606,-1.4504192,-1.7147522,-1.3250933,-0.6476773,-0.6617404,-0.73437375,-0.7314605,-0.756858,-0.7373439,-0.57199067,-0.13548306,-0.58060974,-0.8243649,-0.929771,-0.7930379,-0.92822033,-1.3094763,-1.6261758,-1.7595122,-1.8133583,-2.1259143,-2.4711218,-2.4778445,-2.2721505,-1.9081779,-1.6698202,-1.9884034,-2.615676,-3.2800794,-3.370534,-3.1391687,-3.3885272,-3.592102,-3.6241865,-3.6879356,-3.650796,-3.685041,-4.0444107,-4.5071115,-4.1157694,-3.4334512,-2.745593,-2.4256194,-2.0850835,-1.7529874,-1.9219742,-2.3909755,-2.8415,-2.9734774,-3.0359426,-2.8178546,-2.4017923,-1.990073,-1.9533135,-2.0001369,-2.1090264,-2.4761362,-2.851305,-3.065784,-3.1863847,-3.3904219,-3.4869456,-3.5315962,-3.5395772,-3.5191565,-3.5047724,-3.4757144,-3.4122539,-3.3078704,-3.2165046,-2.976744,-2.4396539,-2.3835745,-2.6455839,-2.9481866,-3.2331,-3.3406484,-3.325492,-3.1785364,-2.974551,-2.7114642,-2.4109662,-2.1393077,-1.9240079,-1.77274,-1.5948849,-1.4479835,-1.2480924,-1.1443956,-1.1934824,-1.1624279,-1.1345946,-0.91798115,-0.7357918,-0.7543188,-0.8590015,-1.0004526,-1.3156575,-2.0538707,-2.8354256,-3.1825142,-3.2865875,-2.235743,-2.2267585,-2.2098954,-2.2045944
0.40814224,0.40856606,0.40931508,0.41061783,0.4100366,0.4105907,0.411753,-1.0997039,-1.5920662,-1.4392846,-1.4465246,-1.6266638,-1.9482845,-2.2741694,-2.4371378,-2.3187385,-1.9874334,-2.2276058,-2.589886,-2.7919815,-2.8700495,-2.9096708,-3.1159382,-3.1758165,-2.8355086,-2.6693196,-2.3768535,-1.8355813,-1.8724658,-2.3306313,-2.8546596,-2.880963,-2.72936,-2.2675388,-1.455009,-0.7747188,-0.2659485,0.41376257,1.3221132,3.5891466,6.806502,8.917482,10.479484,10.983797,9.849723,8.851112,7.931092,7.273604,6.0108275,3.2203965,0.8451195,-0.40193135,-1.0349184,-2.2812438,-2.5020096,-1.9591665,-1.4636941,-0.9874655,-0.7247121,-1.0366309,-1.5742462,-2.1606696,-2.008747,-1.8415883,-1.6732134,-1.3260063,-1.1411074,-0.839654,-0.7284837,-0.8925699,-1.3858297,-2.0723565,-2.7306862,-3.042202,-3.0993736,-3.10319,-3.129953,-3.0834775,-3.0753107,-3.031874,-2.9409506,-2.6688943,-2.2507758,-2.0001383,-1.9307106,-1.9576693,-1.9750953,-2.0782304,-2.1917682,-2.240823,-2.2480438,-2.3580582,-2.5957115,-2.9298043,-3.2289846,-3.5314724,-3.7078307,-3.7850432,-3.7981803,-3.7937713,-3.8080356,-3.7611806,-3.6290615,-3.4587116,-3.3465552,-3.2126427,-3.1082177,-2.9575872,-2.862392,-2.7805347,-2.7481546,-2.6913872,-2.3896487,-1.7530199,-1.4034921,-1.2156253,0.40945083,0.40280783,0.4029507,0.4056776
-0.6371015,-0.6374582,-0.6385145,-0.6400053,-0.63872623,-0.63946825,-0.64101654,-2.000237,-1.2727785,-1.0519717,-0.62369287,-0.044018775,0.6304276,1.2338903,1.3912315,1.3104205,0.72784877,0.17848891,-0.35269532,-0.631266,-0.64457977,-0.36519462,0.83474386,3.4127078,7.1183887,9.630089,10.629458,9.686495,8.209265,5.0406656,1.8290324,0.18853387,-0.299242,-0.44706047,-0.6122272,-1.2709949,-1.6904643,-1.7551014,-1.4502614,-0.8798948,-0.33525062,-0.71291244,-1.1912049,-1.3111181,-1.3183012,-1.6636003,-1.9400357,-2.0044491,-1.9529815,-1.7492421,-1.4943645,-1.4197918,-1.7044687,-1.5946279,-0.62833166,0.43529364,0.8446276,0.85677713,0.77916473,0.22899777,-0.6659895,-1.4835305,-1.321166,-0.27162006,0.6071971,1.9160166,3.3135257,3.5453558,3.5805793,3.9160504,3.8058853,3.5323029,3.072505,2.1263633,0.45269763,-0.43358573,-0.8257098,-1.0425556,-1.2099525,-1.3561189,-1.6879452,-1.9923165,-2.1081235,-2.0250542,-2.1040616,-1.7975788,-1.7713368,-1.7904897,-1.709971,-1.5048541,-1.2599727,-1.1754453,-1.3890672,-1.6218317,-1.8701248,-2.171546,-2.2614884,-2.2512727,-2.1464515,-2.032063,-1.8982918,-1.7528734,-1.6428261,-1.6856701,-1.6903741,-1.7407997,-1.6350787,-1.6391516,-1.6783547,-1.7321537,-1.8463902,-1.8977549,-1.7578158,-1.6768748,-1.8423989,-1.9856821,-0.6951301,-0.67301136,-0.6429085,-0.6372731
-0.23557746,-0.23594357,-0.23595142,-0.23531556,-0.23557252,-0.23514129,-0.23368312,-0.4079833,-0.4421733,-0.40660918,-0.45010665,-0.44907898,-0.32507354,-0.054264724,0.39397818,1.0800515,2.2485936,3.4098878,4.2110996,4.455035,4.4778247,4.503115,4.2283783,3.5010524,2.733289,1.802556,0.8215698,0.17421229,0.15437867,1.1943588,2.78835,4.67997,6.276102,8.031025,9.769282,10.9000845,11.306148,11.414992,11.469034,11.210952,9.966836,8.540337,5.8643885,2.5829122,0.36226338,-0.15479483,-0.76166964,-1.197342,-1.4667923,-1.4167631,-0.7648257,-0.68872535,-0.8150517,-0.45307407,-0.57757795,-0.96387374,-1.3388735,-1.3228335,-1.0888809,-0.5101558,0.013014495,0.4340904,0.23157565,-0.6492839,-1.0588187,-1.2210193,-1.1121306,-0.87236804,-0.5553113,0.00036794692,1.5201042,4.043558,6.060236,7.126319,7.7198153,7.9115095,7.9640584,8.032754,8.054942,8.05044,7.9944754,7.8395414,7.3997717,6.5205607,5.1503477,2.9845848,2.06864,1.496273,1.4961265,1.5799637,1.6274793,1.6737037,1.7148616,1.7204528,1.8144507,1.8711762,1.8852615,1.7552059,1.4978545,1.2736139,1.0716932,0.81296766,0.44527888,0.19676818,-0.03703341,-0.23434302,-0.30093795,-0.47018623,-0.5604966,-0.7000155,-0.7093871,-0.82167387,-0.901746,-0.90753394,-0.80091023,-0.78513837,-0.20823282,-0.20699708,-0.22601919,-0.23484589
-1.6843121,-1.6848011,-1.6853359,-1.6862469,-1.6855319,-1.68558,-1.6856214,-2.5529845,-2.0925746,-1.7535205,-1.3617096,-1.1217046,-0.74619275,-0.56792957,-0.638174,-0.95855963,-0.56270856,0.20636281,0.2752801,0.12781864,-0.027447104,-0.117720276,-0.20642993,-0.38246167,-1.1270139,-1.8230321,-1.2132865,-1.1081748,-1.0177257,-0.77939725,-0.5170471,-0.5475157,-0.7580598,-1.069102,-1.484453,-1.5661993,-1.330935,-1.0794797,-0.8921405,-1.1492836,-1.8987983,-1.7177832,-1.4188185,-1.7475743,-1.4508309,-1.3335667,-1.4250623,-1.4165405,-0.6974038,0.55516654,1.3696377,0.569914,-0.020052902,0.091632016,-0.2581013,0.07670632,0.5458833,-0.14614528,-0.4823282,-0.7184876,-1.0178194,-1.299932,-1.4473442,-1.2526221,-0.552222,0.3181861,0.98240215,1.0594397,1.0477116,1.7348006,1.8989456,0.93073803,-0.43060333,-1.2424399,-1.3242949,-1.1673738,-0.9640386,-0.8264978,-0.6373203,-0.45934623,-0.26651677,-0.0654691,-0.22244726,-0.63745207,-1.0113435,-0.9399581,-0.54715157,-0.12433219,-0.005252093,0.0919275,0.12501773,0.12346375,0.13803896,0.14772733,0.100505576,0.17527974,0.20693618,0.27584314,0.2511099,0.11286246,-0.0500561,-0.25850356,-0.4383732,-0.62935597,-0.8005636,-0.992458,-1.0725552,-1.2892565,-1.4333987,-1.6872201,-1.7713835,-1.7192289,-1.7248548,-1.9044228,-1.9486482,-2.0872478,-1.6953518,-1.689531,-1.68713,-1.6856709
-3.4794192,-3.4797413,-3.480525,-3.4811666,-3.4797626,-3.4802752,-3.4809027,-2.271474,-1.8579379,-1.7818668,-1.4097384,-1.2455491,-1.3544236,-1.4081111,-1.5384812,-1.4944599,-1.0287597,-0.7202016,-0.7499281,-0.75000906,-0.79389006,-0.94606614,-1.2625651,-1.8107874,-2.30395,-2.244681,-1.3491565,-0.80798906,-0.49724385,-0.77883273,-0.70131826,-0.5069159,-0.4619401,-0.48142514,-0.6614025,-0.8519476,-0.76849854,-0.8192516,-0.98963654,-1.4395413,-1.8529353,-1.7250527,-1.4056871,-1.746313,-2.05264,-2.0280857,-2.3206336,-2.5509586,-2.6302502,-1.8667297,-0.73624444,-0.39792848,-0.85353076,-0.5933082,-0.84911937,-1.5976809,-1.6993678,-1.8132895,-1.6861857,-1.2765493,-1.1561608,-1.0938479,-1.584929,-1.8164806,-1.517413,-1.3639327,-1.3490527,-1.5965942,-1.7035431,-1.5792203,-1.3935666,-1.4778705,-1.6656651,-1.7994013,-1.7680497,-1.6822314,-1.5960552,-1.57689,-1.5401442,-1.5336684,-1.551902,-1.6345526,-1.8790456,-1.86534,-1.481349,-0.87872916,-0.7225614,-0.62655544,-0.59142756,-0.6445656,-0.7549241,-0.80846614,-0.7205321,-0.5742642,-0.4149589,-0.1904162,-0.20948482,-0.31069368,-0.3987823,-0.4998477,-0.57916373,-0.7702771,-1.1938901,-1.5220441,-1.6776342,-1.8054729,-1.9152483,-2.1284204,-2.3112621,-2.5692635,-2.771881,-3.0045595,-3.502991,-3.8696308,-3.6650944,-3.5995946,-3.5276546,-3.512188,-3.4885635,-3.48035
0.478519,0.47804236,0.47681794,0.47489673,0.47624075,0.4760306,0.47498783,5.8419113,8.031498,9.368538,10.57054,11.098361,11.504379,11.7850685,11.744919,10.924461,9.346825,7.1713142,4.815411,3.2548885,2.6055312,2.267884,2.1465547,2.3189495,1.6205478,1.0587742,1.4791015,1.1404334,0.36964163,-0.15600795,-0.21404675,-0.12541077,0.04206118,0.37247455,0.47607282,-0.15578142,-0.6126372,-0.6462325,-0.3162952,-0.11576551,-0.7866823,-1.4459124,-1.1848983,-0.90394616,-0.890375,-0.9814828,-1.3135977,-1.4043926,-1.1511961,-0.1900244,0.7799958,0.40470418,-0.56129813,-0.5975736,0.16141036,0.92627585,1.1735139,1.2196002,1.2247565,0.7416601,0.15046203,-0.024444073,0.20817629,0.71485305,0.7372774,0.5703658,0.5519224,0.1796189,-0.16929074,-0.44841725,-0.8553947,-0.9214182,-0.99122065,-0.97708964,-1.1714468,-1.1868316,-1.1321114,-1.0413231,-0.94082224,-0.84525263,-0.6768822,-0.46079248,-0.20146462,-0.122214645,-0.26543194,-0.64485896,-0.76713115,-1.103034,-1.463382,-1.6745934,-1.5520532,-1.2464888,-1.0672086,-0.8719803,-0.61225367,-0.34402165,-0.05275777,0.17011137,0.38291287,0.55741626,0.668766,0.82614696,0.9728209,0.9769974,0.9677874,0.83458006,0.9277906,1.0429235,1.0833637,1.0714386,1.0229924,1.1622915,1.226399,0.74301714,0.1586462,-0.12812166,0.45419875,0.4640497,0.47739607,0.4796306
-2.5999198,-2.5994983,-2.5989916,-2.598673,-2.5997758,-2.598722,-2.59797,-0.8461115,-1.0419753,-1.0714521,-0.889063,-0.51642585,-0.030086681,0.47454068,0.7130648,0.91709405,0.990402,1.2768819,1.484454,1.4793646,1.3479801,1.1005348,0.6619392,0.2105136,-0.9265722,-1.5341272,-1.2605834,-0.7343691,-0.6826632,-0.47997728,0.10383598,0.23266424,-0.19867182,-1.0012186,-1.771512,-1.8319645,-1.7112906,-1.6098456,-1.5750074,-1.5741901,-1.3637735,-1.1238246,-1.0370424,-1.7959837,-1.5533922,-1.2746025,-1.6519954,-1.881123,-2.0647821,-1.6668065,-1.3016067,-1.3578966,-1.2154515,-0.5811027,-0.81879437,-1.5640283,-1.5095884,-1.229038,-0.7473461,0.116446495,1.1016393,1.6452208,1.0844383,-0.10554871,-1.4537132,-2.197594,-2.4356558,-2.374773,-2.181695,-1.9916222,-1.7012599,-1.2125041,-0.56209195,-0.3044753,-0.17766994,-0.2184916,-0.2736987,-0.37584245,-0.41940165,-0.4886151,-0.5805999,-0.85915357,-1.0813096,-1.065252,-1.1556954,-1.322856,-1.2598578,-1.0286441,-0.7123608,-0.07674928,0.776778,1.9434125,3.2340584,4.1398125,4.791041,5.0829844,5.0905232,5.0450964,4.985599,4.970744,5.0806327,5.0639772,4.7630224,4.46776,4.339239,4.299019,4.2812824,3.9988642,3.7522812,3.3484092,2.938716,2.2828224,0.61818516,-1.1314769,-1.9473156,-2.1184263,-2.5720496,-2.5802202,-2.5910985,-2.5978212
-3.3093119,-3.3096151,-3.309659,-3.3094437,-3.3089328,-3.3090189,-3.3092704,-2.7986193,-2.6458774,-2.6348407,-2.8782365,-3.0702348,-3.068174,-2.8291883,-2.7391157,-2.3849134,-1.2959967,-0.50446033,-0.15292552,-0.113700226,-0.24677259,-0.4281689,-0.5131032,-0.6581706,-0.8222479,-1.2759751,-1.5706385,-1.6347976,-1.7797898,-2.0688605,-1.6604365,-1.1389874,-0.8205745,-0.21369088,0.28781632,0.45414877,0.5026735,0.41153663,0.16820674,-0.4580034,-1.1401998,-1.0890672,-1.3381975,-1.2481618,-0.79529965,-0.6536384,-0.8659534,-1.2748065,-1.6687385,-2.0452647,-2.0318975,-2.062027,-1.9636528,-1.7094145,-1.8061526,-1.7173485,-1.9417136,-2.224644,-2.2456548,-1.627553,-1.3249696,-1.2404718,-1.503282,-2.241436,-2.450766,-2.9144714,-3.0891051,-2.9340281,-2.7089515,-2.3205917,-1.7249676,-0.96243757,-0.19227573,0.17920756,0.32621732,0.46860185,0.63404965,0.7778487,0.90160435,0.99311405,1.1250424,1.1873412,1.0139239,0.92480725,1.2527652,1.3608264,1.3200775,0.9198484,0.49587193,-0.009463035,-0.47448403,-0.85420775,-1.1716189,-1.4424589,-1.6493658,-1.7850957,-1.9166014,-2.1424735,-2.384711,-2.5992138,-2.7585523,-3.0107732,-3.3331962,-3.5622602,-3.726143,-3.8701887,-3.9250648,-4.05919,-4.153053,-4.172124,-4.1340847,-4.018627,-3.693942,-3.2275481,-2.8321083,-2.7193527,-3.2890713,-3.2929792,-3.3051193,-3.3074121
