0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174
12.489438,12.543579,12.514889,12.217323,10.724246,7.8248367,5.096598,3.3602047,2.8171058,2.221411,2.0036557,1.5561817,0.7685293,0.2386706,-0.13192499,-0.15304945,-0.2981215,-0.35721636,-0.4704071,-0.6609496,-0.84901845,-1.0867454,-1.287807,-1.3792962,-1.0315008,-0.6877401,-0.6359479,-0.7031029,-0.57383615,-0.56373215,-0.6315996,-0.66712695,-0.65932876,-0.72402966,-0.7496537,-0.65601265,-0.511349,-0.4791382,-0.119607925,0.78307223,1.216832,1.1961958,1.1479737,1.133991,1.2071431,1.2613398,1.2854068,1.4645422,1.7804579,2.052449,2.4234905,2.9674072,4.207264,4.9562097,4.7093506,3.7955167,2.9317517,2.4388998,2.2437756,2.1479886,2.056351,2.0122814,1.9025788,1.7987788,1.8389628,1.5828267,1.334391,0.17000769,-0.38814634,-0.6969516,-0.4601527,-0.30193967,-0.4021613,-0.43032697,-0.10372217,0.1376663,0.26556733,0.5308157,0.81515515,0.7228657,0.35804427,-0.029713053,-0.49386522,-0.12948945,0.24389644,0.7586483,1.5315671,3.2062206,4.750413,4.8861294,3.8587766,3.2410774,3.377018,3.408485,3.0609179,2.8060083,2.205424,1.094164,0.1756672,-0.13445196,-0.1535562,-0.17684165,-0.12017792,-0.15755661,-0.16264847,-0.064624086,0.11439188,0.1597822,-0.07711665,-0.28907865,-0.049634162,0.7042997,1.2505304,1.3962005,1.4376086,1.4575039,1.4796792,1.5376327,1.3559115,0.5795753,0.6631653,1.0303254,1.4534549,2.0328133,2.5363846,2.7001867,2.7444656,2.8339937,3.1430898,3.1823602,3.4919572,3.9918714,4.335715,5.355267,6.5429335,7.597548,8.040826,7.3030286,5.1934576,4.2144575,4.2033687,3.6166325,4.0656524,3.2974958,2.5934637,2.1650987,2.1640182,2.0537038,2.067473,2.2156963,2.1883063,2.040483,1.9979334,1.9983811,2.022098,2.0830429,2.0146782,1.9345114,1.9436703,1.98503,2.0158038,2.172703,2.6839964,3.2449503,4.235673,5.495325,6.841357,7.684311,10.124859,11.633049,11.829762,12.123541,10.904888,10.904637,10.904591
-2.1259766,-2.148489,-2.1178236,-2.0665932,-2.1219115,-2.467062,-2.5663018,-2.3014455,-1.9082255,-1.3347946,-1.188877,-0.97058195,-0.7190273,-0.81848013,-1.7030287,-2.1582873,-2.1544056,-2.1223576,-2.097418,-1.9694662,-1.8117584,-1.5577929,-1.3130434,-1.2298498,-1.3019754,-1.1576834,-1.1125872,-1.3430688,-1.6309109,-1.8268852,-1.8813365,-1.97029,-2.0430634,-2.1110115,-2.241013,-2.3850124,-2.4890695,-2.4077578,-2.4290233,-2.5460482,-2.4961162,-2.5088868,-2.512198,-2.5047145,-2.4834394,-2.40476,-2.3055527,-2.185098,-1.9903572,-1.880743,-1.7456839,-1.6140244,-1.2914624,-0.87494206,-0.62623245,-0.72880876,-1.1777347,-1.8761405,-2.3801088,-2.7805448,-2.8788652,-2.9295995,-2.8892043,-2.9137244,-2.987064,-3.1342127,-3.27842,-3.9877932,-4.357744,-4.864465,-4.9255815,-4.502116,-4.2177663,-3.7768862,-3.388003,-3.2441921,-3.1672726,-3.1905918,-3.214489,-3.278078,-3.2375932,-3.2156932,-2.9826903,-2.5934567,-2.2777412,-1.892838,-1.9604735,-2.3490286,-2.3215132,-2.2238412,-2.0244784,-2.0292203,-2.1623464,-2.1621768,-2.0682075,-1.9669815,-1.8954511,-1.8425169,-2.030345,-2.2826521,-2.0661018,-1.6867356,-1.4940426,-1.4476929,-1.3915507,-1.3899866,-1.8217871,-2.3533936,-2.616601,-2.4382453,-2.3123925,-2.5581474,-2.664629,-2.6934774,-2.786386,-2.8367672,-2.8980236,-2.9607368,-3.0172133,-3.2011266,-2.7983394,-1.9532989,0.42142698,2.6096585,3.460342,3.4032488,3.6483154,3.7100754,3.5293083,3.3812735,3.2448127,3.0841064,2.9386365,2.1026418,1.0588595,-0.11566916,-1.3192928,-2.3295133,-2.5209494,-2.3790398,-2.0537753,-1.8933724,-1.7743142,-1.4352671,-1.122454,-1.0035818,-1.1058478,-1.1236149,-0.9915947,-0.87979674,-0.8393613,-0.8434486,-0.94114935,-0.9504114,-0.9592377,-0.93016535,-0.815868,-0.70445096,-0.4429906,-0.28759795,-0.19322854,-0.07383028,0.0852108,-0.004158616,-0.19927564,-0.6996424,-1.3362086,-1.738965,-2.1419952,-2.3384795,-2.3330655,-2.3209825,-1.5443943,-1.5443741,-1.5443609
-0.3007964,-0.35707584,-0.4988256,-0.823922,-1.6148069,-1.7936299,-1.4837216,-1.4303635,-1.4707254,-1.4664187,-1.4821659,-1.4107642,-1.2344313,-1.285354,-1.4972289,-2.1748161,-2.5164876,-2.4946947,-2.3703523,-2.3123608,-2.275507,-2.111525,-1.8518487,-1.4803002,-1.3251412,-1.362502,-1.5907379,-1.8747756,-2.0585139,-2.2631829,-2.4178455,-2.5282395,-2.6242244,-2.7052655,-2.6449127,-2.3942046,-1.9167595,-1.619164,-1.1225212,-0.06345992,0.69555295,0.7211416,0.69403946,0.6526162,0.67923474,0.7029819,0.8584127,0.91045666,0.8636195,0.8538875,0.72979593,0.5364481,0.26424325,-0.13306113,-0.014738098,0.4443112,0.89696825,1.3147372,1.4510512,1.4203949,1.2830838,1.1860147,1.176965,1.1922938,1.2605501,1.5588408,1.3286211,0.84395766,0.33621806,-0.2382267,-0.98866177,-1.6290371,-1.7694283,-1.8415387,-1.6737652,-1.6330777,-1.7688147,-1.6957495,-1.6412189,-1.7115752,-1.909946,-2.2090466,-2.7028003,-3.2893925,-3.5386,-3.6757958,-3.4599924,-2.651696,-1.4580278,-0.8503591,-0.28330892,-0.4306252,-0.6505969,-0.7407404,-0.6406543,-0.56448716,-0.83048344,-1.5036163,-1.638262,-1.6838975,-2.3180966,-2.943958,-3.203314,-3.316176,-3.3721585,-3.3842487,-3.2735167,-2.9612422,-2.4820561,-1.8787267,-1.0996504,0.099686414,0.64085853,0.6957575,0.6024269,0.55479664,0.3956108,0.31933248,0.018811196,-0.95694447,-1.6874053,-2.2435827,-2.604012,-2.5141644,-2.4540343,-2.3720787,-2.4132996,-2.4005263,-2.5028162,-2.4777648,-2.3511436,-2.224831,-2.0934992,-1.6123713,-1.1064247,-0.7483104,-0.004744515,0.41466454,0.4960917,0.33731177,0.18237837,-0.16336812,-0.115453556,-0.14234821,-0.17077982,-0.5127235,-0.8900288,-1.4366615,-1.76354,-1.7179288,-1.6640092,-1.6809027,-1.7209169,-1.8181642,-1.8877897,-1.9234312,-2.0537353,-2.0776203,-2.2249615,-2.30164,-2.389003,-2.5289888,-2.7227364,-2.7480502,-2.76388,-2.4798634,-2.3433888,-2.1153972,-1.4438257,-0.9253173,-0.8455784,-0.65343475,0.9359849,0.93600476,0.93598354
1.6214299,1.8084406,2.3832147,3.4537163,6.052182,7.667199,8.075615,8.331497,8.580023,8.822826,8.868211,8.977342,9.023681,8.677886,6.666009,3.66963,1.453203,0.6994823,0.14239419,-0.29302353,-0.4203771,-0.41118482,-0.018419862,0.12909907,-0.012089103,0.2387172,0.2396757,0.07867262,0.06548692,-0.19580886,-0.5640269,-0.91202664,-1.1831648,-1.4118781,-1.6688402,-1.8385553,-1.9487859,-1.971899,-2.0647657,-2.2602835,-2.3097053,-2.4452498,-2.4941988,-2.5361881,-2.5801623,-2.5881672,-2.6046724,-2.642222,-2.6213028,-2.6087244,-2.5595179,-2.5012536,-2.4022675,-2.3897212,-2.2960713,-2.1498725,-2.1476796,-2.3496518,-2.5660365,-2.7159266,-2.7440646,-2.7916813,-2.7686267,-2.8237207,-2.8726068,-2.940769,-2.9489396,-3.0956714,-2.9721484,-2.4032805,-2.1560242,-2.2452383,-2.1900911,-1.8987257,-1.4822257,-1.3788482,-1.4479113,-1.552257,-1.7553008,-1.81932,-1.7926643,-1.8399516,-1.9961543,-2.0695286,-2.0291514,-1.9145288,-1.8374329,-1.607617,-1.5868016,-1.8791294,-2.2199237,-2.3025036,-2.4959064,-2.5131748,-2.425424,-2.4148204,-2.4217777,-2.3909779,-2.1989138,-2.0303373,-1.6351578,-1.3985137,-1.3203096,-1.3183663,-1.332793,-1.327688,-1.6072577,-1.710522,-1.5768791,-1.3020391,-1.5588644,-2.091431,-2.305426,-2.3938649,-2.516137,-2.5775728,-2.6518629,-2.617453,-2.5016508,-2.261945,-1.5015553,-0.8380898,0.79794633,2.7414994,3.7052188,3.8003798,3.873223,3.937176,4.0007653,4.038536,4.0303965,3.8747172,3.5918093,3.0053759,2.1343892,1.4693177,0.19588855,-1.3110449,-1.708087,-1.6571331,-1.5003372,-1.3627462,-1.3100463,-0.98730505,-0.5729355,-0.53412515,-0.63818187,-0.6528264,-0.5867101,-0.43787932,-0.3883387,-0.33698952,-0.40873808,-0.48454583,-0.61084795,-0.58650196,-0.5534871,-0.516245,-0.5404237,-0.40731955,-0.13974807,0.3133657,1.0240692,1.4559973,1.9446189,2.0191445,1.4480789,0.93452114,0.18261778,-0.4080728,-0.5632102,-0.7600648,0.58954245,0.58971924,0.58976674
-1.0177224,-1.0868819,-1.1147845,-0.9268705,-0.32141334,0.15871564,0.017120749,-0.31077445,-0.74267864,-0.85456437,-0.8143266,-0.8024849,-0.8482381,-0.28157553,2.2688203,3.9867563,4.403748,4.3911324,4.263582,4.17645,4.068789,3.6296177,2.743363,1.0879781,-0.13416627,-0.82784075,-1.1184082,-0.6828742,-0.13494897,0.54573077,0.98418736,1.252329,1.407701,1.4510825,1.3365616,1.0208144,0.32443732,-0.27628398,-1.1083711,-1.7181709,-1.6277058,-1.294063,-1.1948357,-1.1291044,-1.0834794,-1.0573153,-1.0504808,-0.8751994,-0.6813942,-0.5273499,-0.3361025,-0.19342503,0.13262607,0.54329836,0.64059633,0.6267439,0.25167394,-0.4068998,-0.770151,-1.0865754,-1.1775029,-1.1434876,-1.1292335,-1.0460117,-1.0278437,-0.9747423,-0.808403,0.4244993,1.4604365,2.4223642,3.1737275,3.4671218,3.380517,2.7092714,1.5407724,0.7255701,0.19867848,-0.2744686,-0.8101401,-0.84379363,-0.79652923,-0.47687995,0.23397247,0.8989643,1.0576725,0.7041293,-0.049535763,-1.4988945,-1.9129,-1.652589,-1.0857978,-0.8902139,-0.8153815,-0.8986248,-1.0484675,-1.002985,-0.46724185,0.6978602,1.3309916,2.5073764,3.2962484,3.5379124,3.582996,3.6487234,3.627322,3.5275006,3.2360172,2.726778,1.7949753,0.09968242,-1.1046803,-1.7837594,-1.9235065,-1.7453077,-1.5032554,-1.3824984,-1.1989448,-1.1208603,-0.8833563,0.40162903,1.0640986,0.9817902,-0.100495264,-1.5760623,-1.9580154,-1.672127,-1.7049329,-1.775729,-1.6605471,-1.584497,-1.6897597,-1.7424299,-1.7377868,-1.8315465,-1.7576182,-1.759171,-2.0503721,-2.135777,-1.7644553,-1.9143611,-2.2218485,-1.9490895,-1.8133976,-1.6698616,-1.7377272,-1.4615083,-0.9728448,-0.39102063,-0.24347511,-0.44982266,-0.4551993,-0.3723426,-0.26734868,-0.18168524,-0.0952088,-0.10997107,-0.17031606,-0.30259082,-0.3539843,-0.46372646,-0.6352245,-0.7932268,-1.0241535,-1.1600813,-1.1976082,-1.0993168,-0.90023994,-0.77306056,-0.2947103,-0.1329782,-0.24248266,-0.40623745,0.37291038,0.37278455,0.37279123
-0.62416923,-0.615454,-0.7982261,-0.98127663,-1.207679,-0.8596994,-0.53685856,-0.13296644,-0.06021911,0.05310355,-0.02082719,-0.037154675,0.043252356,-0.107194416,-1.438844,-1.6365287,-1.1813899,-0.92388123,-0.5846387,-0.2026943,0.09568827,0.60754836,1.0569052,1.1751153,0.87406576,0.30285758,-0.09093794,-0.2808088,-0.43275848,-0.6864474,-0.97883826,-1.1721206,-1.2801371,-1.3934824,-1.6817863,-2.0668178,-2.3067715,-2.3283682,-2.2752967,-2.597663,-2.7269497,-2.6556034,-2.6160848,-2.5931737,-2.54434,-2.538168,-2.5156708,-2.565132,-2.585292,-2.5960503,-2.5949426,-2.5268278,-2.3793623,-1.9575342,-1.8319254,-1.7326089,-1.7320209,-1.8588176,-2.0505712,-2.175579,-2.1437259,-2.0793195,-2.0443606,-1.9641092,-1.9198406,-1.7047945,-1.4703593,-0.29213184,0.017900594,0.38933098,1.2212095,2.5351472,3.8017635,6.00532,7.2891526,7.516617,7.506763,7.4594965,7.1794415,7.1249824,6.9786205,6.5949564,5.274715,3.6613712,2.7855706,1.7501122,0.91815037,-0.3043734,-1.6476052,-1.9876199,-1.8661091,-1.7358118,-1.6017913,-1.5910892,-1.4977388,-1.2772167,-0.7323098,-0.09203256,0.035995483,-0.12070393,0.025506191,0.10892667,-0.026549287,-0.14404956,-0.19279979,-0.35239273,-0.7981812,-1.0966483,-1.4029056,-1.8287568,-2.3962765,-2.8448286,-2.9715004,-3.022304,-2.99691,-3.0454683,-3.111122,-3.0739653,-2.8382344,-2.3367243,-2.3260918,-2.1130497,-1.5134109,-0.9022777,-0.79551554,-1.1045914,-1.1911376,-1.2762897,-1.292784,-1.5066041,-1.731689,-1.8248196,-1.8823924,-2.157979,-2.5641491,-2.8830643,-2.8868895,-2.151995,-1.2831812,-0.6363434,-0.22080216,0.0803391,-0.18173727,0.09816198,0.029853523,-0.55039,-0.7097157,-0.61716497,-0.3831267,-0.2055927,-0.018869072,0.0819214,0.17826495,0.14409636,-0.012387544,-0.1867407,-0.34630856,-0.56299394,-0.77655864,-0.991956,-1.0803047,-1.2126684,-1.4383883,-1.5303249,-1.9056032,-2.3972597,-2.9124897,-3.191749,-3.3859243,-3.0965347,-2.9772844,-2.8424425,-1.1973586,-1.1973445,-1.1973152
-2.2656898,-2.2653594,-2.2702165,-2.3175697,-2.6716747,-2.8461075,-2.7041583,-2.2260857,-1.7970183,-1.2554319,-1.1165385,-0.9821088,-0.7868355,-0.78573495,-0.909923,-0.5124102,-0.20593011,-0.057263672,0.09805251,0.1518966,0.15406741,0.10558459,-0.1832827,-0.34344533,-0.34200725,-0.60925937,-0.7226461,-0.6925178,-0.52248037,-0.2789749,-0.13526377,-0.04523237,-0.02703534,-0.0570257,-0.23236717,-0.543326,-0.84989595,-0.97350097,-1.0612408,-1.5497901,-2.0450623,-2.2230675,-2.2512589,-2.2914128,-2.3166595,-2.3902414,-2.3964596,-2.3958917,-2.4142363,-2.4431787,-2.4731064,-2.5212169,-2.6572413,-2.7961679,-2.7359362,-2.5682812,-2.3325863,-2.2860332,-2.3532174,-2.4683003,-2.5334222,-2.5906868,-2.6572003,-2.6975513,-2.7954483,-2.8380058,-2.7404602,-2.4608154,-2.2899847,-2.2369156,-2.1889315,-2.0325737,-1.9940488,-2.0046837,-2.0293055,-1.9671075,-1.9051552,-1.8374321,-1.7614348,-1.5635562,-1.2400248,-0.8455426,-0.030313075,0.21491018,0.116644844,-0.09068526,-0.49324313,-0.9188713,-1.6475195,-2.1518345,-2.5255084,-2.4938416,-2.3625617,-2.314693,-2.346364,-2.3326192,-2.2728128,-1.9618875,-1.5894008,-1.3285607,-1.0450002,-0.7450426,-0.69408846,-0.6949608,-0.72308266,-0.8984208,-1.3856223,-1.7662251,-1.9571345,-1.9339297,-1.8367509,-2.137072,-2.1879969,-2.1970744,-2.1917846,-2.259042,-2.300965,-2.4097536,-2.4301662,-1.8827722,-1.3915627,-0.9073607,-0.6142823,-1.0509067,-1.4017737,-1.2438803,-1.0971618,-1.024434,-0.6177923,-0.51423335,-0.39837164,-0.43620384,-0.6904201,-1.0927656,-1.8162844,-2.254711,-2.7935014,-3.0572965,-2.8001337,-2.3551705,-1.8304768,-1.4268627,-1.5668314,-1.2391961,-0.79006445,-0.20941412,-0.030491408,0.2526572,0.49205124,0.5569883,0.5792699,0.55566585,0.5296818,0.46041098,0.3208804,0.14084579,0.0015132129,-0.021974638,-0.03912639,-0.12233518,-0.20172329,-0.3408052,-0.54361516,-0.7058597,-1.0699096,-1.4131485,-1.5871985,-1.7477231,-2.0403905,-2.2611442,-2.3731012,-2.5152774,-2.4916391,-2.4916673,-2.4916382
-0.60333115,-0.6928524,-0.63860637,-0.53784394,-0.5809396,-0.5836194,-0.21362542,0.106867746,0.50769544,0.96716094,1.0619471,1.2431803,1.4406328,1.2950829,0.59544206,-0.205509,-0.69043493,-0.7692116,-0.734258,-0.54209554,-0.2942294,0.24627763,1.2096741,1.7982072,2.0344489,2.292002,2.3725958,2.2650788,1.8280354,1.2009788,0.68071866,0.37918144,0.1964378,0.06770858,-0.058315307,-0.14103536,-0.3641503,-0.44500342,-0.7436347,-1.3998798,-1.7010454,-1.7798792,-1.765675,-1.7580472,-1.7916956,-1.741967,-1.7691659,-1.7989516,-1.7428293,-1.7031643,-1.6544679,-1.6264408,-1.466667,-1.092252,-0.84177595,-0.62557924,-0.78460824,-1.2958622,-1.7208046,-2.069003,-1.9914192,-1.9116728,-1.7673728,-1.7231598,-1.6306292,-1.5167884,-1.2915177,-1.1686453,-1.1919131,-1.3952761,-1.4345763,-1.305295,-1.1020175,-0.54543585,-0.027918339,0.17639521,0.3024876,0.21742915,0.08751045,-0.0304479,-0.075101465,-0.3146872,-0.6911397,-0.5939542,-0.4478242,-0.34672093,-0.43798512,-0.6952032,-0.9803132,-1.2997459,-1.5206537,-1.560024,-1.7875471,-1.8247962,-1.7896501,-1.775723,-1.7527151,-1.5717449,-1.4366452,-1.2522008,-0.52155143,0.1284816,0.43828475,0.6226777,0.7445303,0.909883,0.8705994,0.6426187,0.66410506,0.828521,0.19127874,-1.0005733,-1.7487411,-1.8943806,-1.8928928,-1.789855,-1.7047418,-1.5196875,-1.1968488,-0.5884622,1.4057066,3.1594121,6.053756,7.6277595,7.7697077,7.6587543,7.680481,7.719001,7.648,7.710439,7.7178516,7.6019683,7.390954,6.7988977,6.012121,4.844296,2.6532998,0.025908798,-0.7833051,-0.84215283,-0.64154327,-0.5914405,-0.42927545,-0.118208215,0.2047257,0.421355,0.5393339,0.9642646,1.723468,2.3573158,2.7802246,3.1245744,3.198963,3.4803462,3.8071136,4.38143,5.2584286,5.8337092,6.4905868,7.0053864,7.474718,8.03546,8.487027,8.698891,8.561279,7.8221097,6.457597,5.174455,2.4507637,0.69111884,0.47546536,0.16277346,1.1229129,1.1229757,1.1230102
-0.25261566,-0.28794172,-0.31694302,-0.29926288,-0.49495077,-0.7827909,-1.0149946,-0.99193907,-0.91219115,-0.8295426,-0.71774304,-0.7162857,-0.8777589,-1.0071876,-0.77971184,0.1949917,0.49532598,0.40012577,0.10820971,-0.13755816,-0.28722435,-0.72420025,-1.2902236,-1.4857818,-1.2401904,-0.86292845,-0.19359128,-0.023213923,0.18963486,0.4662361,0.7393031,0.93825686,1.0752592,1.2096138,1.1982734,1.1173313,0.97122705,0.99834096,0.57886493,-0.55463696,-1.4386159,-1.6069342,-1.6562858,-1.6308007,-1.6370442,-1.5619911,-1.4943614,-1.3331641,-1.2209165,-1.1773103,-1.0720803,-1.0584934,-1.1779311,-1.369718,-1.5774986,-1.672395,-1.5956854,-1.6418185,-1.7942115,-1.9506302,-2.101783,-2.199181,-2.2548742,-2.2906973,-2.3026662,-2.399299,-2.1838846,-2.0345173,-1.6891894,-1.3909392,-0.98257774,-0.65989155,-0.6858089,-1.0044974,-1.464884,-1.6000547,-1.4160016,-1.4612567,-1.4890838,-1.2569497,-0.8555639,-0.19586362,1.1100566,1.8106656,1.926908,1.7374356,1.4808923,0.8589981,-0.47822005,-1.28745,-2.0828161,-1.9984798,-1.7140703,-1.4960747,-1.3819381,-1.2777473,-0.95350045,-0.030957341,0.57374114,0.9619796,1.3306756,1.6357927,1.8290575,1.9519093,1.9946394,1.8421779,1.6062028,1.4765255,1.4051926,1.478243,0.9710199,-0.5252702,-1.3624706,-1.6247938,-1.6219356,-1.565031,-1.4084353,-1.2177881,-0.8053446,0.72818327,1.4925413,1.5710092,1.0335629,0.27049205,0.12074894,0.1314502,0.23935659,0.15253232,0.08233288,0.04107055,0.051505163,-0.06315471,-0.17227805,-0.6878271,-1.2627805,-1.6452739,-1.9672022,-1.8980477,-1.7905247,-1.7383714,-1.8001006,-1.3474143,-1.7268143,-1.6479999,-1.1264288,-0.5558591,-0.7082854,-0.75887966,-0.7739523,-0.9685414,-1.1165717,-1.1593366,-1.1231612,-0.9992911,-0.85579646,-0.8178488,-0.5943788,-0.48933503,-0.2323077,-0.116562754,-0.08135414,-0.16449267,-0.24545777,-0.40817988,-0.58941495,-0.73908275,-1.040522,-1.2315354,-1.4227458,-1.4912181,-1.562052,-1.6225464,-1.8333693,-1.8333925,-1.8333787
-2.6602383,-2.6265016,-2.6377974,-2.6401627,-2.5772977,-2.6181183,-2.6087115,-2.5865526,-2.7193375,-2.3771133,-2.275732,-2.1504865,-1.7793896,-1.2995834,-0.17198692,0.7683586,1.3732092,1.5250461,1.6441282,1.7616577,1.7831919,1.7365717,1.3512424,0.8302376,0.43868744,0.075784415,-0.36975998,-0.4503749,-0.6638681,-0.7926631,-1.0070856,-1.0960135,-1.1348896,-1.1398723,-1.1953698,-1.4434202,-1.9131883,-2.3071384,-2.6967072,-2.8838196,-2.4231071,-2.0638015,-1.955828,-1.9485582,-1.9606748,-2.116426,-2.2483714,-2.4084792,-2.560359,-2.651783,-2.7146745,-2.7734828,-2.832831,-2.8478184,-2.8223748,-2.8048515,-2.9037535,-2.9624481,-2.720144,-2.3701646,-2.1120014,-1.9679174,-1.8970177,-1.7861903,-1.709399,-1.476647,-1.4317994,-0.34998047,0.4949258,1.3293586,2.0539832,2.4131045,2.4858928,2.1881187,1.3093294,0.8948841,0.58226,0.431782,0.41698578,0.3986336,0.43699825,0.60463345,0.8176672,0.61083335,0.2974242,-0.5071415,-1.6791409,-3.1351843,-3.5885596,-3.242539,-2.6677947,-2.5629683,-2.540257,-2.6799874,-2.83539,-2.8168716,-2.6039252,-1.9794245,-1.5750844,-0.83602047,-0.19999179,0.04725966,-0.013416827,-0.10603124,-0.21038532,-0.3913961,-0.7928567,-1.0247278,-1.3725345,-2.4016452,-2.9833684,-3.0180845,-2.8365312,-2.666851,-2.577063,-2.6383853,-2.7326941,-2.983905,-3.2129624,-3.083974,-2.4042482,-2.0291533,-2.1637282,-2.886693,-2.9848933,-2.8650174,-2.8603797,-2.899528,-2.766769,-2.811256,-2.8896446,-2.7783442,-2.7547622,-2.9101706,-3.0418057,-3.2119749,-3.5262306,-3.4131997,-2.935511,-2.9000847,-3.220297,-3.6125712,-3.6841059,-3.9252534,-4.5056396,-4.8487563,-4.619319,-4.283569,-4.0059996,-3.9592469,-3.8296087,-3.711698,-3.5940928,-3.618249,-3.690074,-3.8360362,-4.2088447,-4.5134497,-4.845626,-5.039493,-5.1457233,-5.196358,-5.1377954,-5.030406,-4.650099,-3.9161787,-3.3003972,-3.0862553,-2.4529839,-2.2159061,-2.1550636,-2.1740162,-2.8796875,-2.8797858,-2.879808
