0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193
10.556494,10.558939,10.575418,12.5012245,12.416226,12.342796,11.771982,10.414618,8.15699,6.297461,4.381274,3.775055,3.0572681,2.503159,2.1583507,1.9914403,1.8139993,1.6720774,1.5421121,1.5421929,1.5766597,1.7053536,1.8095019,1.6487355,1.2033715,0.17512067,-1.2263663,-1.6670661,-0.9019028,-0.5735153,-0.51351696,-0.62021685,-0.8397188,-1.111694,-0.69916797,0.11738789,-0.03946966,-1.067321,-1.0174588,-0.8939609,-1.0328984,-1.3018777,-1.4203755,-1.1003547,-0.46077645,0.58673555,0.72424835,0.7472533,0.81924725,0.9063535,1.1453053,1.1610963,0.885419,0.35109878,-0.35585058,-1.3997281,-1.5874625,-1.2882426,-0.47694075,-0.09092475,0.20792462,0.46554816,0.5974248,0.74178576,0.83127296,0.84903026,0.77572286,0.8218145,0.91978616,0.9276835,0.94949186,1.0065887,1.0139751,0.9558879,0.90760857,0.95872915,0.9425981,0.68396133,0.5357183,0.731182,1.206041,2.0415306,3.4214473,5.5993147,7.0602493,8.056904,8.727987,7.983025,6.281872,3.595346,3.2253978,3.2920322,3.3559163,3.68049,3.12525,2.5171432,2.1632776,2.4693403,3.0291257,4.2974935,5.105134,5.4191766,4.8224974,2.5223706,1.1509823,0.100046515,-0.4522756,-0.721619,-0.9553944,-0.8175457,-0.66249084,-0.52738667,-0.47627276,-0.32955587,-0.26262704,-0.15852693,-0.030312046,0.13487308,0.34403694,0.57236534,0.78230006,0.93698335,1.0457213,1.1555196,1.2265054,1.3467785,1.3533517,1.4002689,1.3393999,1.2894785,1.4230158,1.5942671,1.7857455,1.9821662,2.5649898,3.4167957,4.056589,4.6654673,5.200919,5.460923,4.9200573,3.0909848,0.98321074,-0.45157325,-1.5501038,-1.6780192,-1.6998158,-1.479591,-1.5730953,-1.4158282,-0.8055035,-0.24377577,0.1809285,0.27970618,0.27438286,0.17458816,0.056225047,-0.0867428,-0.24751252,-0.4649244,-0.631693,-0.7153692,-0.66363764,-0.27582276,0.09982836,0.42661214,0.54967815,0.464062,0.74107766,0.9896874,1.3591493,1.7865403,1.9772238,1.9772961,1.6475303,1.6278706,1.7224056,2.1583314,2.9536543,3.9783897,5.4516373,7.4161415,8.956325,9.854238,10.392395,10.540854,11.208385,10.580286,11.106743,10.643295,10.663728,10.550226,10.560931,10.543605
-1.4702532,-1.4712074,-1.477838,-2.9287667,-3.1429496,-3.2082932,-3.2454147,-3.0528345,-3.1495657,-3.3452926,-3.5064173,-3.405775,-3.4270082,-3.4998236,-3.5142608,-3.4825368,-3.4332929,-3.3781385,-3.285606,-3.1969662,-3.1726131,-2.9998832,-2.8534274,-2.6523309,-2.545429,-2.5826542,-2.9907324,-3.6947272,-3.7160654,-2.9235177,-2.5298645,-2.4104755,-2.3389487,-2.6076863,-2.9430337,-2.2001264,-2.4361567,-3.1663208,-3.5684094,-3.1450999,-2.922247,-2.7823353,-2.6814866,-2.556108,-2.6139233,-2.5689871,-2.4184291,-2.4058332,-2.3823316,-2.371489,-2.3304787,-2.1899056,-2.0778112,-2.0344422,-2.124349,-2.6231868,-3.07801,-3.3455024,-3.3912158,-3.2534966,-3.1227384,-3.0426507,-3.0176105,-3.0371726,-3.0631754,-3.0755882,-3.0427442,-3.0239816,-3.022007,-3.0044992,-2.9935207,-2.9923422,-2.992073,-2.9671905,-2.9387698,-2.9229894,-2.8812904,-2.7656977,-2.6394055,-2.5127845,-2.3457112,-2.2585633,-2.2912307,-2.290162,-2.3512082,-2.405583,-2.7135892,-2.795558,-2.9560587,-2.9758618,-3.0575562,-3.0716553,-2.9950976,-2.8667078,-2.75027,-2.88459,-3.0679958,-2.5786,-2.2859101,-2.1035974,-2.1199362,-2.0040886,-1.5280983,-1.1101637,-1.0922275,-1.3131394,-1.6044527,-2.0907311,-2.6317742,-2.9606338,-3.1559978,-3.1919968,-3.1959462,-3.2164106,-3.1265304,-2.9820757,-2.839997,-2.7374141,-2.561311,-2.4450173,-2.3615525,-2.2828574,-2.1987267,-2.163522,-2.1324472,-2.1322813,-2.099824,-2.1073985,-2.0506165,-1.7605209,-1.4911547,-1.3706632,-1.2697811,-1.3102303,-1.5356172,-1.9974798,-2.4438336,-2.6572452,-2.6036835,-2.3779068,-2.056915,-1.5546517,-0.91675675,-0.5563892,-0.27468318,-0.28663456,-0.30758104,-0.1524258,0.18348283,0.5288377,0.1523045,-0.75242084,-1.3915912,-1.5849373,-1.6861374,-1.7779768,-1.8076407,-1.7939758,-1.7769408,-1.8884513,-2.0177083,-1.992311,-1.7572732,-1.419216,-1.0397137,-0.7620031,-0.66389894,-0.73789334,-1.0280112,-1.2793504,-1.5290337,-1.907852,-2.1824284,-2.1729317,-1.9956279,-1.854763,-1.5913277,-1.2152317,-0.91416925,-0.951933,-1.2044709,-1.6246066,-1.8475602,-1.8298146,-1.792004,-1.6253605,-1.6370579,-1.4675286,-1.2192253,-1.4659154,-1.4596746,-1.465616,-1.4663686,-1.4651438
-0.16547105,-0.16458085,-0.15854615,-0.60798854,-0.90092087,-1.0965352,-1.2514538,-1.2323093,-1.0522335,-1.1644981,-1.0305859,-1.1043077,-1.015481,-0.5353938,-0.24036865,-0.06718434,0.027223304,0.067347676,0.07126708,0.043226838,-0.07737051,-0.069437966,0.035630375,0.26314592,0.2994641,-0.22217992,-1.0241077,-1.2357142,-1.5287704,-2.4782495,-2.7967734,-3.0066404,-3.2489266,-3.3465362,-2.5961704,-1.8567138,-1.8837646,-2.7850537,-3.0171807,-2.9985433,-2.9553165,-2.5832584,-1.8658336,-1.2129751,-0.7038299,-0.07037617,0.049993023,0.036698505,-0.14305773,-0.25234944,-0.27970433,-0.28641272,-0.48863876,-0.9198032,-1.6301343,-1.8911753,-1.3331351,-1.0298971,-1.8349204,-2.098365,-2.2294164,-2.311287,-2.4713008,-2.520859,-2.5203736,-2.491163,-2.4885685,-2.509344,-2.5133033,-2.5451965,-2.555484,-2.5712821,-2.5563807,-2.5642862,-2.5893736,-2.590271,-2.6380825,-2.788579,-2.9981818,-3.0543509,-2.811027,-2.4383955,-1.908852,-1.2118659,-0.8763353,-0.7500347,-0.662761,-0.5970478,-0.6447481,-1.0418591,-1.1135366,-1.2297461,-1.3539735,-1.3920355,-1.912745,-2.4026043,-2.7581038,-2.9309444,-2.923041,-2.9179125,-2.7540941,-2.3991437,-1.9172227,-1.2832102,-0.7210052,-0.4538789,-0.350831,-0.607864,-1.4411502,-1.9732666,-2.0411935,-1.9139135,-1.652507,-1.3293296,-1.0792485,-0.94159126,-0.98473144,-1.1659547,-1.2743568,-1.2016015,-1.1615853,-1.099183,-1.0761986,-1.0184052,-1.0227226,-1.0001783,-1.0533199,-1.045094,-1.0753561,-0.94033825,-0.75599945,-0.3516452,0.16820943,0.34860414,0.3533423,0.3155173,0.27376178,0.53014934,0.71871233,0.9543996,1.1309814,1.3457627,1.213561,0.98982865,0.13824342,-0.24483222,-0.27853167,-0.18067107,-0.16250855,-0.50592077,-0.93928105,-1.2378448,-1.689421,-1.9029338,-2.0362053,-2.1592202,-2.433589,-2.7295337,-3.0218701,-3.2345319,-3.2890935,-3.2976522,-3.271496,-3.1192434,-2.9130583,-2.6970873,-2.3880162,-2.17235,-1.9395529,-1.8021497,-1.8320409,-2.001411,-2.282498,-2.4494977,-2.5498254,-2.5532978,-2.575804,-2.768841,-2.753638,-2.6012635,-2.1192284,-1.7271364,-1.7555255,-2.0942547,-2.1882348,-2.1626074,-1.8464094,-0.18192458,-0.5939001,-0.2014995,-0.21565717,-0.17265698,-0.1787507,-0.16935664
0.3249845,0.3226866,0.30744156,-1.7717408,-1.5765431,-1.3702704,-1.4225734,-1.2983127,-0.99294645,-0.9160733,-0.8747754,-0.8539219,-1.0559266,-1.4232494,-1.7414927,-1.8802863,-1.9672458,-2.1036313,-2.1816604,-2.3015556,-2.3133128,-2.3888686,-2.2862265,-2.0526104,-1.8451594,-1.6497183,-1.4741254,-1.158542,-0.9115244,-1.2877705,-1.4151511,-1.4628476,-1.454565,-1.5249434,-1.2822256,-1.0000782,-1.1114408,-1.856132,-2.6287618,-2.6949506,-2.7102764,-2.6914334,-2.543792,-2.419252,-2.3700957,-2.2460046,-2.2788754,-2.3557625,-2.4863284,-2.5458379,-2.5657864,-2.6409273,-2.7710617,-2.8859122,-2.9312088,-2.9808757,-2.3814347,-1.2695487,-0.773813,-0.7357185,-0.68064564,-0.6183738,-0.7435007,-0.85360754,-0.97161555,-1.0104783,-0.96638656,-0.9507759,-0.94813883,-0.96502066,-0.9982259,-1.0513527,-1.0924342,-1.0697613,-1.047102,-1.0893102,-1.0873215,-1.0395669,-0.9976954,-0.9626403,-0.9766905,-1.0643873,-1.1426611,-1.1911358,-1.3141729,-1.4806837,-1.6490539,-1.4425604,-1.3265419,-0.8339898,-1.0390676,-1.1998602,-1.3481416,-1.4498949,-1.4918671,-1.8636856,-2.5314093,-2.2835186,-2.0407755,-1.5942309,-1.3906372,-1.1400926,-0.91189003,-0.8310765,-1.059082,-1.2058522,-1.2936106,-1.0371937,-1.1983559,-1.6821696,-1.9371209,-1.9105659,-1.7244811,-1.4795774,-1.1007462,-0.72910315,-0.5454732,-0.54523826,-0.6924147,-0.8531203,-0.9532745,-0.9761829,-0.93740475,-0.90826124,-0.87054896,-0.87942475,-0.85260385,-0.86582434,-0.8703951,-0.804235,-0.7582705,-0.7139056,-0.5277159,-0.52423894,-0.68517077,-0.94249165,-1.3512692,-1.7383733,-1.9416713,-2.0469158,-1.9335744,-1.7377601,-1.6950746,-1.6159899,-1.605587,-1.5600394,-1.4145782,-1.2784517,-1.1473846,-0.88786,-0.74128026,-0.71726525,-0.6689967,-0.7175389,-0.80519426,-0.9221117,-1.1148801,-1.3686284,-1.4703016,-1.6217064,-1.6718547,-1.5470017,-1.1914392,-0.79542327,-0.56256247,-0.5567413,-0.92914444,-1.1533725,-1.3476121,-1.2897115,-1.1578531,-1.068886,-0.93310696,-0.5073239,-0.22952208,-0.18297285,-0.33016738,-0.562395,-0.7798878,-0.85868144,-0.80237234,-0.90503216,-0.98663986,-0.7942149,-0.68739,-0.5634513,-0.42803356,0.32750678,0.3842349,0.31482738,0.31588376,0.3351723,0.3308959,0.3367674
0.611344,0.6127053,0.6196158,1.1632845,0.7952025,0.6251025,0.81866896,1.0132403,1.2162871,1.22171,0.9863444,0.59006834,0.13137025,-0.5204656,-0.8166733,-0.8767308,-0.8746323,-0.88204527,-0.77205276,-0.6725358,-0.61057234,-0.81645966,-1.1156789,-1.4536933,-1.7060211,-1.8261477,-0.9157814,0.9411943,2.5141077,3.4808354,3.6225066,3.5770113,3.462656,3.0636687,1.0347521,-0.8368159,-0.4890634,0.78722835,2.3797133,2.9470706,2.8147254,2.30758,0.9081911,-0.51372105,-1.1150949,-1.4382595,-1.4097863,-1.3993778,-1.2616047,-1.2393126,-1.2716596,-1.4075544,-1.4079417,-1.2588025,-0.9487393,0.09815711,1.1036428,1.8328516,2.748747,2.9525852,2.964155,2.919366,3.0401235,3.1128254,3.112794,3.073721,3.0453904,3.0089507,2.9882467,2.987656,2.9584162,2.95714,2.9427848,2.9061434,2.8518806,2.7996922,2.7634676,2.7820728,2.7065516,2.366023,1.7641593,1.1037241,0.16168834,-1.4957519,-2.193847,-2.2977214,-2.0758557,-1.9579365,-1.740604,-0.98771393,-0.77743423,-0.68077743,-0.6702503,-0.88451546,-0.32766563,0.28623128,0.8180885,0.6655822,-0.023440614,-0.5397256,-0.6818757,-0.89879197,-1.3462492,-1.3706248,-1.3676782,-1.5778115,-1.8681406,-1.9506015,-1.3302853,-0.6137898,-0.036219835,0.36317337,0.62423193,0.93486184,1.241979,1.5605295,1.9078584,2.2705665,2.6330605,2.759197,2.8487573,2.8375573,2.8261018,2.8360772,2.8870933,2.954867,2.9936666,3.024354,3.1322126,3.1409838,3.0068092,2.7404733,2.265515,2.0583649,1.632122,0.6677327,-0.2691536,-0.9275897,-1.221866,-1.3620299,-1.3917503,-1.2084367,-1.1114326,-1.1034826,-0.7228277,-0.14352307,0.28543758,0.5351179,0.5328183,0.14919028,-0.48027778,-1.0423254,-1.5126532,-1.6656241,-1.740627,-1.791789,-1.7410182,-1.6382473,-1.2344484,-0.5955203,-0.13999863,0.14164628,0.28144372,0.016006112,-0.34654987,-0.60464996,-0.7723851,-0.84474313,-0.9018867,-1.0608748,-1.199662,-1.211098,-1.1099749,-1.0981797,-1.1251848,-0.9950896,-0.82370245,-0.6665001,-0.49324483,-0.57890147,-0.9326259,-1.0761921,-1.0184916,-0.8171419,-0.6669066,-0.6664245,-0.627066,0.6111486,0.5320886,0.62490916,0.62835014,0.6064291,0.60865927,0.6068378
-0.5710856,-0.5726213,-0.5827255,-2.9456668,-3.0827909,-2.8728771,-2.5186486,-1.8523107,-1.4845057,-1.7124236,-1.6878917,-1.8524227,-2.1863985,-2.4820452,-2.4898264,-2.4097662,-2.3835564,-2.3848026,-2.417903,-2.4813552,-2.4906685,-2.5769205,-2.609656,-2.5336733,-2.3679006,-1.8165841,-1.1513305,-1.5088964,-1.8886194,-0.84278077,-0.36102217,-0.021697462,0.31782925,0.4970274,0.20549408,-0.8208103,-0.69575536,-0.6869048,-1.2217163,-1.1025345,-1.345186,-1.6943898,-1.88818,-2.0181155,-2.5687115,-3.4978058,-3.6890492,-3.6992803,-3.7178588,-3.703696,-3.7164297,-3.6789436,-3.4825068,-3.167652,-2.6486647,-2.0516808,-2.3092391,-2.5061631,-1.5611386,-1.0774271,-0.7762942,-0.5961169,-0.5207103,-0.5427775,-0.5858076,-0.6355516,-0.6269923,-0.61062145,-0.6086681,-0.5728479,-0.5071962,-0.48672664,-0.45487475,-0.36895055,-0.31652716,-0.24528494,-0.23971878,-0.20072997,-0.12671906,-0.30777296,-0.80475897,-1.31951,-2.0319579,-2.8339696,-3.590395,-4.1032553,-4.224392,-4.0046034,-4.0652695,-3.8659997,-3.7199671,-3.5819764,-3.5766177,-3.3649302,-2.192927,-1.5285956,-1.480939,-1.5744212,-1.8645301,-2.3759995,-2.5346937,-2.6538172,-2.3395655,-1.6309929,-0.5556508,2.8260944,6.2960606,9.405187,10.643635,10.543951,10.183341,9.971004,9.8381405,9.42487,8.724718,7.8262887,6.597713,5.042671,3.0624409,1.874382,1.1644711,0.6913109,0.42544532,0.22604257,0.07601294,-0.04161375,-0.09343612,-0.14519571,-0.19054829,-0.2191672,-0.37576196,-0.60907185,-0.84616274,-0.9650217,-0.9764749,-1.0128198,-1.4520519,-1.9643798,-2.2771585,-2.4481125,-2.272019,-1.6188905,-0.1819607,1.1391494,2.924766,3.5027828,3.2984703,2.7917452,2.9098413,3.560909,4.4078717,5.212619,5.5627403,5.681144,5.757471,5.827855,5.839904,5.702032,5.154645,4.501354,4.0028777,3.3593168,2.4349399,1.1663193,0.19663353,-0.460879,-0.75298107,-0.5675522,-0.267869,-0.14375524,-0.34086847,-0.7654016,-1.2207029,-1.2104454,-1.0235338,-1.1494834,-1.0466776,-1.0580513,-1.3948457,-1.6843462,-2.251547,-2.514718,-2.2950559,-1.8158574,-1.566598,-1.4925668,-1.5795218,-0.59687173,-1.0607388,-0.6483781,-0.66260946,-0.5710094,-0.580426,-0.56450003
-1.8481686,-1.8491273,-1.8558671,-3.7744503,-3.952128,-4.022703,-4.121048,-4.257533,-4.293824,-4.2557163,-4.1645403,-3.975374,-3.7953854,-3.596159,-3.3695536,-3.2409139,-3.1195946,-2.952531,-2.8281643,-2.7662866,-2.7625475,-2.836997,-3.0073833,-3.186661,-3.2445202,-2.9912019,-2.566183,-1.9284741,-0.9856311,0.23525178,0.5331941,0.63180614,0.6376747,0.24163981,-0.97430074,-1.8662359,-2.1799176,-1.756851,-1.1088793,-0.76598907,-0.8211923,-1.0068866,-1.068276,-1.0086737,-1.3308535,-2.2649133,-2.4542162,-2.4896662,-2.4999714,-2.4960947,-2.5876641,-2.6994858,-2.703989,-2.563013,-2.2231147,-1.7186389,-1.6212125,-1.7418139,-1.6054559,-1.6390352,-1.7372,-1.8936877,-1.8508343,-1.8712705,-1.8551542,-1.8899703,-1.885659,-1.8676543,-1.8506091,-1.8079169,-1.796211,-1.7758855,-1.8027372,-1.8253281,-1.8108454,-1.8158915,-1.8063896,-1.7619298,-1.7619512,-1.8696218,-2.097814,-2.3336575,-2.6193829,-2.9466524,-3.1599197,-3.4855187,-3.6750917,-3.0685396,-2.377821,-2.0467858,-1.9158449,-1.7090671,-1.4612943,-0.9242397,1.6897612,4.6021256,6.0430555,6.309415,6.154129,5.591031,4.528429,2.9377959,0.6956591,-0.9598232,-1.4723988,-1.5137205,-1.1760061,-0.5050927,-0.05988142,0.18215685,0.25039276,0.2311081,0.10372846,0.017795995,-0.034186885,-0.24135129,-0.48356673,-0.59800035,-0.7682385,-0.9672071,-1.1311233,-1.2347438,-1.291849,-1.3654184,-1.4264542,-1.4662547,-1.4521089,-1.4824375,-1.4646153,-1.4132879,-1.4426923,-1.575147,-1.7223663,-1.8111641,-1.9047921,-2.056124,-2.396192,-2.6264749,-2.7573156,-2.7275467,-2.5596836,-2.397273,-2.0312524,-1.6807318,-1.1465707,-1.2111086,-1.5357449,-1.7944784,-1.7719245,-1.5773056,-1.4546818,-1.3889487,-1.2368088,-1.0909182,-0.9300968,-0.7192636,-0.3953007,0.012086842,0.30524644,0.7854272,1.1187179,1.3455088,1.4205017,1.3646113,1.2482417,1.1785607,1.0929172,1.0415244,1.048556,0.7826767,0.55473286,0.23841009,-0.050943427,-0.32371187,-0.6899828,-0.9145341,-1.1245075,-1.4779134,-2.069924,-2.52028,-3.1120646,-3.3363638,-2.8932362,-2.1186814,-1.8762599,-1.8809447,-2.1329606,-1.8493623,-2.075878,-1.8714976,-1.8823631,-1.844891,-1.8462197,-1.8436475
0.49768132,0.49692082,0.49283504,-1.3077185,-1.0077797,-0.88065195,-0.97914654,-1.2086424,-1.281873,-1.0477288,-0.7593838,-0.55854326,-0.6850162,-1.2448891,-1.7890968,-2.0136838,-2.1258402,-2.3060615,-2.3345838,-2.3423204,-2.198803,-1.9182279,-1.5822369,-1.1665918,-0.7543425,-0.138962,-0.15026471,-1.278147,-1.9985235,-1.339216,-0.8654107,-0.44110495,0.36643067,1.7268734,3.2928882,3.5645895,3.1917458,1.5789944,-0.24882174,-0.21540558,0.041592002,0.360987,0.32205337,-0.22165217,-1.0710337,-1.691854,-1.7974501,-1.8162342,-1.82125,-1.7739086,-1.6076403,-1.357363,-0.9905191,-0.6052165,-0.3453766,-0.7007309,-1.4986053,-1.7473816,-1.1064265,-0.5522106,-0.23261237,-0.018208563,-0.095987916,-0.19196099,-0.31272233,-0.32192212,-0.24497694,-0.22118366,-0.27816826,-0.29089117,-0.2841096,-0.32621628,-0.31810117,-0.2172851,-0.14662564,-0.15453994,-0.10501498,0.14886993,0.55158836,0.86076856,0.9525926,0.88160217,0.8974032,0.96314496,0.44636437,-0.12041749,-0.7313159,-0.6975417,-0.47695848,-0.04071214,-0.24607,-0.33769,-0.3924846,-0.2826453,0.28822884,0.2605787,-0.18011582,0.19435772,0.70476246,0.93652624,0.64240533,0.34870365,0.28917873,0.4109283,0.32513466,0.37230295,0.40989614,0.45375925,0.26006705,-0.31824392,-0.8351113,-1.2176148,-1.5148733,-1.7830534,-1.8182236,-1.6287177,-1.2995255,-1.0501524,-0.82862127,-0.75501204,-0.66329634,-0.5658212,-0.4463243,-0.37097502,-0.27276033,-0.28264683,-0.26553082,-0.2889021,-0.25392675,-0.15959877,-0.09769845,-0.15867996,-0.21646014,-0.32582453,-0.6483783,-1.1215539,-1.4014192,-1.7017567,-1.7769766,-1.6744498,-1.5046732,-1.1276028,-0.51511997,-0.057332736,0.31636333,0.25667605,0.31255975,0.29471663,0.36498842,0.5218703,0.41428885,0.12378532,0.06147942,0.028919786,-0.017814577,-0.11201897,-0.23489697,-0.37711388,-0.39207736,-0.6189287,-0.74239254,-0.5696318,-0.10639197,0.30134094,0.41175056,0.31369996,0.1560145,0.23140791,0.10076955,0.15053424,0.09570828,-0.0075611174,0.06262657,0.50659907,1.024712,1.2986119,1.5557609,1.6154524,1.4823086,1.1983342,0.6013754,-0.14903577,-0.80358684,-0.82590854,-0.65155804,-0.36678264,-0.22641847,0.4991132,0.21240789,0.48928726,0.4838413,0.50096893,0.50151175,0.500838
3.2044518,3.2041454,3.201108,-0.77067465,-0.9586065,-1.2592136,-1.640995,-1.8362424,-1.9939712,-2.0049174,-1.941855,-1.7875142,-1.6784564,-1.7412627,-1.6872364,-1.6008596,-1.4919484,-1.4540153,-1.3898468,-1.3833169,-1.3440561,-1.4561243,-1.5946875,-1.7845578,-1.8180882,-1.5097319,-0.5492606,1.1816175,2.7835479,3.3402052,3.3079953,3.159055,2.8452315,1.7490494,-0.27458143,-1.3527806,-1.3992628,-0.13052493,1.1796917,1.5335274,1.6272632,1.3277574,1.0444319,0.32553488,-0.6265331,-1.6507432,-1.7520598,-1.711884,-1.6174567,-1.5602381,-1.6076765,-1.6149515,-1.5149921,-1.2493281,-0.8111197,-0.12711135,-0.09123981,0.08894673,0.5299349,0.47974104,0.4105574,0.37883484,0.51562023,0.5825854,0.62144303,0.6276794,0.6133344,0.59708905,0.5672475,0.60568625,0.6281612,0.64993685,0.6804899,0.64428145,0.6280984,0.63012564,0.66709477,0.802558,0.82145256,0.7538904,0.62700295,0.34550098,-0.100917056,-0.7090714,-1.2762115,-1.6022677,-1.7852259,-1.473489,-1.1427301,-1.4747336,-1.5039139,-1.4869974,-1.3543587,-1.3204314,-0.9227141,-0.6000537,-0.36957356,-0.109912574,-0.027751356,-0.64082956,-1.3072778,-1.6917739,-1.4147618,-0.9848737,-0.80623853,-0.36757636,0.20563668,0.4347524,0.6965653,0.8275382,0.57788795,0.2520303,-0.15227814,-0.5167127,-0.83946764,-1.1191089,-1.2217702,-1.123368,-0.9477935,-0.83485806,-0.6970669,-0.6384108,-0.5733092,-0.5766335,-0.54425114,-0.57897127,-0.5697379,-0.5794224,-0.6366885,-1.0163302,-1.3423798,-1.7596557,-2.1378589,-2.2756631,-2.4336433,-2.768035,-2.9039524,-2.8667722,-2.7677932,-2.6056962,-2.4556715,-2.162343,-1.577889,-1.1545954,-0.41402936,0.14102846,0.37928128,0.27518332,-0.13729239,-0.50625074,-0.87771606,-0.9350776,-0.73221135,-0.5892937,-0.44799185,-0.27491978,0.16958545,0.8951255,1.2701554,1.5251288,1.5356371,1.4580455,0.9582608,0.37378138,0.066085875,-0.15034181,-0.45421547,-0.8878856,-1.1369222,-1.123832,-0.6763768,0.7757402,3.2281842,5.389353,7.953227,9.039079,10.347894,11.154245,11.290476,10.959799,10.533679,9.813532,8.992834,8.249287,7.5994473,7.539598,6.687846,3.2574873,4.2631755,3.3318396,3.3623269,3.217389,3.2316046,3.2061357
-3.0552611,-3.0546808,-3.0523715,-3.1416278,-3.2231526,-2.9644666,-2.6094713,-2.3670795,-2.4024496,-2.629972,-2.6152427,-2.8168972,-2.9011688,-2.9375303,-2.8022103,-2.7102807,-2.6077132,-2.424686,-2.2430224,-2.1740508,-2.1363978,-2.180478,-2.4143393,-2.641922,-2.826408,-3.1842089,-3.3562894,-3.2284777,-2.4746108,-1.7137364,-1.5008298,-1.4648465,-1.5874267,-2.0411463,-3.511017,-4.130471,-3.933,-2.9685607,-1.296159,-0.40770537,-0.43402076,-0.8616439,-1.8533835,-2.7027736,-2.9279835,-2.6905513,-2.41418,-2.380507,-2.235958,-2.1966329,-2.2180004,-2.2198963,-2.1139655,-1.9385638,-1.7204187,-0.98969144,0.18698163,1.4315588,2.1249669,2.0909157,2.0138743,1.9009942,1.9084302,1.8748646,1.845226,1.822717,1.8407004,1.8256338,1.8199542,1.8296432,1.8219255,1.7985988,1.7693887,1.7528433,1.7453663,1.6960318,1.640145,1.6219538,1.4556441,0.96312886,0.28320047,-0.4866594,-1.5647564,-2.7822227,-3.119788,-3.3807025,-3.4564018,-3.5598955,-3.5429556,-3.450219,-3.3860538,-3.3924377,-3.4617023,-3.7428215,-3.7353196,-3.3943536,-2.990158,-2.8153903,-3.1723738,-3.5248675,-3.7194588,-3.886659,-3.6942878,-3.0762136,-2.5545816,-1.919375,-1.4177692,-1.0034219,-1.2034848,-1.3069971,-1.0883627,-0.8606161,-0.61584944,-0.1704601,0.55495393,1.2484211,1.7969208,2.1438046,2.4049737,2.46368,2.4189634,2.3598647,2.2328744,2.1269226,2.0102844,1.9827068,1.9605274,1.8836215,1.7614864,1.5472901,1.2568865,0.954982,0.45717645,0.27497822,0.015650883,-0.35670146,-0.7431644,-0.9922711,-1.0327171,-1.0517604,-0.9979614,-0.818645,-0.61371255,-0.48454708,-0.4825232,-0.4745147,-0.3705607,-0.056263775,0.37787983,0.7095747,0.6307218,0.29420593,0.017049164,0.040400594,0.13652803,0.2691409,0.3157062,0.4500324,0.8157187,1.3379146,1.8760154,2.4212613,2.9323003,3.0456262,2.9155505,2.6868114,2.6971753,2.9629653,3.1131809,3.0786097,2.8193939,2.2713947,1.4358041,0.60059917,-0.37700504,-0.83991104,-1.3480101,-2.0208378,-2.5300503,-2.7956023,-3.2273965,-3.3336835,-2.7927246,-2.6443164,-2.6501527,-2.8343859,-3.0486581,-3.036244,-2.8942034,-3.0115123,-3.0028548,-3.0533948,-3.047723,-3.0576172
