0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125
11.406691,11.314896,11.263215,11.24604,11.192505,11.21686,11.145693,11.012796,10.785566,10.137991,9.054859,7.5949183,6.077979,4.939244,3.9044724,3.2942972,2.7496908,1.8466207,0.15364578,-0.6614772,-0.74241793,-0.51558125,-0.15485889,0.0847542,0.20890382,0.30597287,0.4461919,0.86970276,1.5024319,2.1524405,2.6500647,3.1090817,3.7034655,4.4921465,4.537631,4.021343,3.614752,3.5190728,3.3957632,3.156478,2.4050992,1.4595171,0.72716403,0.26044834,-0.08251794,-0.34426996,-0.2950862,-0.12606166,0.30265525,0.9930277,3.0281427,5.378607,5.9510612,5.0174875,3.6128023,3.2886386,3.2581625,3.1791096,2.7756577,2.2267659,1.9182034,1.6531881,1.1691036,0.74870825,0.49997345,0.43403494,0.43982756,0.47949776,0.600716,0.70225865,0.8585689,1.3942378,2.0561466,2.8873806,3.8255448,4.44495,5.1316533,6.080768,6.130026,5.238494,3.9337149,2.7672806,1.5982083,0.5746568,0.4946683,0.65177923,0.65992093,0.57369506,0.5073374,0.46788853,0.43951473,0.39612257,0.2281386,0.1572145,0.72162783,0.8822965,0.44352147,0.48275033,0.4932199,0.70563877,0.91078305,1.4089301,2.0243347,2.9715466,3.7849798,4.6229653,5.683707,6.892686,8.536631,10.422338,11.789965,11.914378,11.83045,11.8070135,11.831147,11.869225,12.016006,11.973061,11.982325,11.912254,12.165466,12.36419,12.516577,12.550707,10.484837,10.484289
-1.8864142,-2.3147047,-2.299087,-2.3660848,-2.3528018,-2.33173,-2.3119657,-2.2493582,-2.1995742,-2.126007,-2.191687,-2.4360058,-2.6918368,-2.8129811,-2.856936,-2.8029046,-2.6378465,-2.3986158,-1.9602466,-1.7414374,-1.6243355,-1.4930784,-1.5919781,-1.9425485,-2.369307,-2.738329,-3.0477252,-3.3703094,-3.5188456,-3.538765,-3.4880006,-3.489333,-3.4006457,-3.0832608,-2.8178978,-2.7226677,-2.803507,-2.8991768,-3.0283732,-3.2142453,-3.4066167,-3.3779793,-3.4192395,-3.3742728,-3.1409578,-2.8167496,-2.5079072,-2.2293744,-1.9155078,-1.8620046,-2.3945553,-2.7898436,-2.7195783,-3.0358205,-2.852279,-2.4657393,-1.8929462,-1.4123694,-1.2177254,-1.0609367,-0.8969561,-0.6847564,-0.32549483,-0.25805077,-0.29757953,-0.33146584,-0.36054826,-0.4271015,-0.48474002,-0.56562686,-0.7289126,-0.9071107,-0.9105797,-0.7804855,-0.71793526,-1.0114617,-1.3657974,-1.5874738,-1.7203536,-1.6837981,-1.6425418,-1.684929,-1.9382328,-2.0716276,-2.4048922,-2.963291,-3.4912915,-3.6041787,-3.5926352,-3.5301638,-3.4005237,-3.2325249,-3.0860786,-2.874087,-2.2266946,-2.0064607,-2.4340656,-2.6023674,-2.3733907,-1.9632771,-1.6098411,-1.1976022,-0.67666006,-0.17393301,-0.1663867,-0.28986546,-0.54801893,-0.791409,-1.245302,-2.0895615,-3.042769,-3.2935348,-3.3514802,-3.4672542,-3.4306018,-3.4410286,-3.4163349,-3.4634814,-3.4516525,-3.4710371,-3.234604,-3.031724,-2.6768842,-2.534749,-1.0363966,-1.0372281
-0.42254052,-0.41492152,-0.3896559,-0.25808427,-0.19272247,-0.18384838,-0.19588313,-0.22575647,-0.2533813,-0.37550187,-0.46374366,-0.29945606,-0.021140635,0.19548875,0.17400485,0.18623686,-0.36439338,-1.0860482,-1.725465,-2.080687,-2.4563007,-2.523888,-2.2438955,-2.0659811,-2.0812826,-2.1401114,-2.1126719,-1.9409311,-1.827821,-1.6196389,-1.3933516,-1.2098395,-1.0844597,-1.244127,-1.3918372,-1.310214,-1.3276188,-1.3382862,-1.372847,-1.4296772,-1.4100432,-1.3153533,-1.5140545,-1.9947759,-2.3042955,-2.4280496,-2.3602204,-2.2153156,-2.01867,-1.7641313,-1.8285813,-2.3139799,-2.6816132,-3.0431323,-2.9276655,-3.0786414,-3.2383718,-3.0081754,-2.763027,-2.6527462,-2.5123038,-2.298894,-2.0303674,-1.988986,-1.9465547,-1.9059827,-1.8739827,-1.8516771,-1.8564653,-1.8485532,-1.8806574,-1.9852971,-2.1286278,-2.1877775,-2.158732,-2.2047253,-2.116183,-1.9923279,-1.8317933,-1.5164902,-1.4196198,-1.4529468,-1.470931,-1.413791,-1.5754528,-1.8002126,-2.3180947,-2.6447153,-2.761588,-2.815155,-2.8831286,-2.9520912,-2.8834875,-2.6731167,-2.420407,-2.7738733,-3.9397404,-4.279359,-4.273354,-4.0886393,-3.8685334,-3.6981719,-3.5686002,-3.3089457,-3.0733237,-2.8924007,-2.7780385,-2.6388974,-2.5294447,-2.50151,-1.982023,-1.7991971,-1.5298336,-1.4481931,-1.3512018,-1.3482194,-1.3471705,-1.3463299,-1.3815958,-1.4358785,-1.3432715,-1.2800272,-1.2330756,-1.2164758,-0.46959195,-0.46899325
-2.5728948,-2.758321,-2.7354789,-2.653819,-2.552239,-2.4681373,-2.383748,-2.2627735,-2.1434197,-1.9605067,-1.7463796,-1.3646374,-0.7865057,-0.5893559,-0.4877373,-0.25290847,-0.054609597,-0.10563949,-0.8206505,-1.4727254,-1.4726055,-1.176898,-0.6442067,-0.42246637,-0.44752657,-0.52238685,-0.7427099,-1.144369,-1.2705531,-1.0803323,-0.7551459,-0.53966284,-0.18187852,0.045562148,-0.31786805,-0.67216444,-0.89573634,-0.99410045,-1.0541399,-1.0742605,-0.73729795,0.11491935,0.43223548,0.19401567,-0.07927102,-0.39859992,-0.69989634,-0.9622385,-1.3192942,-1.4946918,-1.6655532,-1.6370053,-1.0301744,-1.1548328,-1.1621324,-0.94396245,-0.47318253,-0.46707618,-0.4112542,-0.25853634,0.07705459,0.36303207,0.6142781,0.49393496,0.36560494,0.29979378,0.26134264,0.19302624,0.15426774,0.07923405,-0.10652007,-0.43854058,-0.6213693,-0.65780026,-0.8033254,-1.454391,-1.8396544,-1.8958108,-1.564931,-0.9007801,-0.37053248,-0.2545277,-0.31586334,-0.28692198,-0.46406737,-0.7013476,-1.2264864,-1.7625053,-1.9778929,-2.090746,-2.1687522,-2.1233869,-1.8638115,-1.3277152,-0.4500482,-0.44446743,-1.0421025,-1.6686746,-1.9864104,-2.097046,-2.157794,-2.2210684,-1.97631,-1.4296155,-1.1432916,-1.0144323,-1.0665958,-1.246793,-1.4340541,-1.454492,-1.7747154,-2.1446836,-2.3412223,-2.386471,-2.436483,-2.4875643,-2.5286071,-2.5128853,-2.510827,-2.598064,-2.4636724,-2.3704183,-2.3407667,-2.3778925,-0.84779567,-0.8474337
-0.030124083,-0.13912654,-0.24232534,-0.4971055,-0.74014866,-0.844208,-0.9805449,-1.1384802,-1.3337016,-1.6270473,-1.7042861,-1.4182489,-1.2820945,-1.2063874,-1.0440366,-1.0442355,-1.1496626,-1.2269303,-1.2203715,-1.0389924,-0.8704032,-0.6850416,-0.4280292,-0.10950683,0.33450592,0.6599018,0.95271826,1.1811962,1.0288969,0.54943985,-0.021991,-0.59887946,-1.3193579,-1.5958579,-1.2040858,-0.91837025,-0.721734,-0.61123437,-0.37935284,0.11749923,1.1984615,2.0186057,2.3736827,2.6551085,2.473464,2.0113678,1.5159222,1.038266,0.6966937,0.46965384,0.38568234,0.02606956,-0.036657706,0.19857487,0.31184795,0.45401886,0.7887317,1.1320779,1.1730026,1.164679,1.0568511,1.0533009,1.1992674,1.3823099,1.5441588,1.5969952,1.5944363,1.5628844,1.460929,1.3928219,1.3514665,1.3061606,1.227347,1.2303795,1.318335,1.356884,1.0656008,0.6418011,0.060795248,-0.5300611,-0.6508885,-0.57498187,-0.3985695,-0.19877133,0.38412192,1.1951957,1.982691,2.333624,2.3779972,2.2876837,2.0940504,1.8203349,1.3019989,0.51189315,-0.98973554,-1.5468296,-1.474361,-1.1114802,-0.7156795,-0.43951297,-0.39801738,-0.36789033,-0.311365,-0.4520182,-0.7622601,-1.1103922,-1.278717,-1.2363361,-1.108605,-0.8250171,-0.7873665,-0.66234505,-0.51827174,-0.41962224,-0.36156967,-0.34487182,-0.30493233,-0.31240132,-0.40300724,-0.3992744,-0.3733853,-0.36850336,-0.35252592,-0.30765513,0.47588155,0.47559157
-2.003315,-2.619644,-2.6667109,-2.9065049,-3.0231032,-3.0026352,-3.01329,-2.9660182,-2.9052236,-2.6001725,-2.1219478,-1.7131369,-1.3674264,-1.3492806,-1.1704142,-1.361777,-1.7080503,-1.8136828,-1.4059834,0.14423418,1.2144623,2.0595,2.9433098,3.1050527,3.2458177,3.725338,4.2976913,5.061742,5.562003,5.888593,6.1604185,6.381415,6.927042,8.174606,9.031075,9.573293,9.817544,9.858955,9.846332,9.639807,9.14637,8.201735,6.6864057,4.5928555,2.5704598,1.2640386,0.5426735,-0.022867262,-0.8727586,-1.6647077,-2.796829,-3.0888999,-3.16854,-2.849474,-2.497109,-2.2595766,-1.9920306,-1.3993104,-1.140299,-0.95653903,-0.8839628,-0.92135304,-0.77200043,-0.30074698,-0.07603644,0.01472944,0.06828749,0.14436534,0.17017111,0.21775162,0.26590773,0.26700482,0.23440379,0.11531983,-0.22342761,-0.5800483,-0.4705907,-0.20850334,0.050932527,0.058730513,0.041582137,0.19119298,0.7665731,0.7839049,0.3369022,0.029256217,0.2183976,0.7226467,1.1545602,1.4927677,1.8547926,2.1132114,1.8271387,1.5432553,0.8217824,-0.13375545,-0.1393582,-0.5837784,-1.0862224,-1.3408105,-1.4424043,-1.5474029,-1.4906387,-1.5090699,-1.522071,-1.5607398,-1.674458,-1.7309961,-1.7312187,-1.6738255,-2.400451,-2.8432636,-3.1036088,-3.0872707,-3.0762424,-3.093843,-3.1057336,-3.0959134,-3.0405517,-3.1419458,-3.0582519,-3.0570369,-3.0895684,-3.1726785,-1.4014513,-1.4011891
-0.52967536,-0.7467018,-0.7232506,-0.7517238,-0.7374288,-0.71218514,-0.6800866,-0.6233923,-0.540006,-0.27606076,-0.096848756,-0.23813424,-0.37990266,-0.42355767,-0.3753116,-0.08369923,1.2909476,3.6342335,7.030204,8.177307,8.035705,7.669178,7.2674723,6.931509,6.4864793,5.942656,5.3221664,4.282363,3.1997266,2.2731848,1.5709621,0.89392316,-0.00963591,-0.9311147,-1.3896341,-1.6757679,-1.7899709,-1.8433852,-1.8587303,-1.781042,-1.6189659,-1.5780673,-1.432121,-1.2831266,-1.1404052,-1.0903102,-1.0321064,-0.9778838,-0.98493904,-1.2230821,-1.4187406,-1.3757762,-1.4552261,-0.7228336,-0.39889997,-0.14971203,-0.04663737,0.11559458,0.11467032,0.1524167,0.2392385,0.22517066,0.11183687,0.02970666,2.111867e-05,-0.012514077,-0.010964818,0.025891177,0.07337746,0.11274497,0.22455505,0.27157867,0.20953053,-0.10009229,-0.71600103,-1.1769252,-1.253396,-1.2149543,-1.0929008,-1.1650386,-1.1198719,-0.82340354,-0.20463054,0.2931612,0.42441994,0.41655716,0.28235108,0.1909663,0.1478219,0.15523964,0.13431115,-0.08461405,-0.5412814,-0.94880944,-1.6117799,-2.0701203,-1.9122548,-1.8128215,-1.7689002,-1.7258193,-1.6808823,-1.6338928,-1.7653313,-2.1210685,-2.4994235,-2.730597,-2.7572608,-2.9048836,-2.9692154,-3.0556235,-2.8978803,-2.5532084,-2.310109,-2.27392,-2.169167,-2.1369553,-2.1019993,-2.0980458,-2.0630567,-2.1013496,-1.9872146,-1.8787153,-1.72823,-1.7007844,-1.5869923,-1.5870669
-1.4275637,-1.4436599,-1.467231,-1.4709997,-1.4722223,-1.498692,-1.5017353,-1.4364175,-1.3515906,-1.226188,-1.1626964,-1.103291,-0.8314098,-0.7736928,-0.5838987,-0.20947377,0.058325276,0.15906307,-0.05582367,-0.57164514,-0.74083394,-0.82318354,-1.0488853,-1.3087872,-1.4836903,-1.5901325,-1.6783178,-1.7565646,-1.5681332,-1.3348353,-1.1584437,-1.1684675,-1.3456836,-1.6105689,-1.7298212,-1.7141231,-1.6342378,-1.5785236,-1.5623211,-1.6652703,-1.8085389,-1.5173049,-1.0600638,-0.56194586,0.06420392,0.6491334,0.92446494,1.0717825,1.1966823,1.3620377,1.815856,3.1068692,5.2129064,6.8494554,8.782582,9.4900875,10.513117,11.005983,11.07822,11.055016,10.344768,9.3165455,7.8843293,6.517153,5.5175114,4.959628,4.525579,3.9547777,3.5691123,3.1465843,2.4092836,1.7049999,1.4234843,1.3591957,1.1081666,0.30061725,-0.496067,-0.7351039,-0.69796526,-0.2957646,0.0032110214,0.048721045,-0.12419653,-0.3867496,-0.65100247,-1.1194512,-1.416065,-1.282295,-1.0778759,-0.8293218,-0.3859137,0.33616352,1.3159884,2.1092546,2.9787788,3.10974,3.0752106,2.7879448,2.684718,2.484654,2.3202043,2.2168045,2.2973864,2.3074782,2.2077703,2.0449693,1.8230374,1.4679619,1.1352075,0.78389263,-0.25055116,-0.6981672,-0.9971031,-1.1205225,-1.2258363,-1.2795688,-1.2720295,-1.34916,-1.3249743,-1.4642137,-1.2434996,-1.0284302,-0.92604965,-0.9504301,0.00012910366,0.00025343895
-1.1331475,-0.91980004,-0.8907873,-0.8319626,-0.7969129,-0.75329715,-0.6660184,-0.6092662,-0.5702015,-0.532177,-0.4696303,-0.1651645,0.11598247,0.4810778,0.6250515,1.018497,2.114537,2.6283877,2.5619001,2.1531126,2.05334,1.4504257,0.2784765,-0.3459249,-0.78865457,-1.0978665,-1.356202,-1.5810573,-1.608381,-1.5681684,-1.5153277,-1.5214827,-1.5558627,-1.5495353,-1.4226744,-1.1987416,-0.9621407,-0.83245265,-0.7371858,-0.67171955,-0.7926009,-1.1863978,-1.4720339,-1.3471398,-0.9722469,-0.43387225,-0.061145484,0.08797836,0.13215739,0.10641152,-0.1132521,-0.38774508,-0.9051998,-0.7064619,-0.38299656,-0.1987365,-0.47738287,-0.5659852,-0.7074897,-1.0502887,-1.4222078,-1.8173684,-1.8655456,-1.6760496,-1.6559935,-1.6908418,-1.7308668,-1.7839861,-1.8185152,-1.8739097,-1.9079406,-1.9292035,-1.944778,-2.095272,-2.3062325,-2.1647916,-2.1482544,-2.292591,-2.305081,-2.0887961,-1.8232353,-1.7179217,-1.6815186,-1.6447154,-1.7522335,-1.8539531,-2.0781083,-2.2249527,-2.2784066,-2.3134408,-2.3545787,-2.4196768,-2.4115105,-2.2738748,-1.7295775,-0.5186962,3.1204805,6.17865,7.792425,8.718667,9.2011595,9.59614,9.773437,9.8502655,9.874256,9.909516,9.89167,9.64389,8.715662,6.196295,2.1274848,-0.72512186,-2.4342837,-2.8884006,-3.2862895,-3.2729297,-3.1693933,-3.1904416,-3.1390526,-3.0020204,-3.0281677,-2.9357095,-2.635974,-2.4643126,-2.3649929,-2.365005
-2.2933166,-2.8038583,-2.844756,-3.0219975,-3.0996037,-3.1096425,-3.1676168,-3.2007718,-3.2217588,-3.1742396,-2.9867141,-2.964148,-3.1544325,-3.3777852,-3.3873005,-3.4686527,-3.3222415,-2.9546237,-1.7127326,-0.33194035,0.2293562,0.6580749,1.0463313,1.3238047,1.611759,1.7342007,1.8226043,1.8295089,1.6187215,1.2820563,0.8768968,0.45224696,-0.06360179,-0.86828417,-1.269896,-1.5441569,-1.7945473,-2.0243776,-2.1726685,-2.2264054,-2.037566,-1.5787183,-0.8959349,-0.32747352,-0.17883116,-0.31028914,-0.47572926,-0.58068526,-0.7731234,-1.2044055,-2.0762775,-2.8642077,-2.797332,-2.8541982,-2.9695706,-2.8255956,-1.9574324,-0.99401224,0.36481604,2.3712444,5.1611013,7.4181137,9.426844,10.293266,10.743222,10.959999,11.128139,11.332584,11.423625,11.507874,11.594905,11.449055,11.164065,10.704637,9.752516,8.31682,7.0575714,5.467681,2.8093991,0.29223096,-0.8368641,-1.1508725,-0.7423373,-0.506164,-0.1944606,0.13605621,0.55438673,0.65436625,0.61975646,0.5473985,0.4399789,0.27654374,-0.3436429,-1.3049796,-2.6576314,-3.0336618,-2.9904337,-2.7528005,-2.3814683,-2.293488,-2.3665085,-2.5839615,-3.0103993,-3.546195,-3.98576,-4.217247,-4.248617,-4.1704855,-3.8911786,-3.6266885,-3.2697313,-2.8522449,-2.5391154,-2.568898,-2.4091196,-2.337434,-2.3153234,-2.3176577,-2.282846,-2.21419,-2.1677237,-2.278028,-2.2332282,-2.1562314,-2.421746,-2.4226336
