0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158
12.497244,12.524258,12.438056,12.424244,12.021263,11.675227,11.268557,10.719676,9.235588,6.628855,4.036767,2.605619,1.597033,0.60032463,-0.4706012,-1.2219077,-1.2493775,-1.4684037,-1.6256146,-1.7034938,-1.7659051,-1.7859783,-1.7961273,-1.840427,-1.9068608,-1.8923488,-1.9768987,-2.0953705,-1.9634159,-0.34328,0.5364929,0.5940888,0.6850406,0.8266734,0.9050883,1.5671098,2.42292,3.398441,4.3827715,4.549138,3.3103685,2.139033,1.5259185,0.5437851,0.26865572,0.3808154,0.41663003,0.2973516,0.25442654,0.20522617,0.32621738,0.37370783,0.42136785,0.5067001,0.5840846,0.56642795,0.5272402,0.42666203,0.24850868,0.28888443,0.4869266,1.0678477,1.5930167,2.1523356,2.7019148,3.4955688,4.9804745,5.78772,4.2261314,2.6257617,2.4166021,2.2049704,1.6865149,1.1690866,0.6555853,-0.16952094,-0.8754069,-1.1277411,-1.3282006,-1.4547623,-1.4976038,-1.3891406,-1.0992202,-0.7616557,-0.35553628,-0.15956187,0.0454458,0.09318966,0.14946598,0.3802872,0.41101208,0.6696695,1.0203038,1.1304755,1.1776994,1.0984745,1.1626999,1.3137915,1.5621396,1.4533873,1.0224973,-0.31689742,-1.0097073,-0.6016601,-0.041285634,0.38676408,0.63034344,0.7025384,0.77741086,0.82241964,0.79564893,0.8095802,0.76854265,0.78005415,0.829513,0.8673328,0.8742783,0.77628237,0.6527636,0.39394724,0.18345957,0.84519875,1.5422904,1.7267427,1.4845009,1.338712,1.0877906,0.85217464,0.7995055,1.0083336,1.0649017,1.2862731,1.6020579,1.9224963,2.274923,2.4961383,2.4854243,2.821352,3.24466,3.5809977,3.6214538,3.8893085,4.5228524,5.2379236,6.0238686,7.1068907,7.797197,8.285318,9.214886,10.324473,11.314067,12.503376,11.562472,12.905579,12.900837,11.562489,11.562204,11.562209,11.562283
-2.0082302,-2.0121465,-1.9228868,-1.8978652,-1.7940466,-1.7058568,-1.6594958,-1.6357125,-1.7360631,-2.0058012,-1.9881389,-2.1812687,-2.1788468,-2.3587694,-2.5867705,-2.7916183,-2.9883811,-2.6920228,-2.3916302,-2.2830455,-2.1916945,-2.0921116,-1.983563,-1.7937479,-1.6587263,-1.6877068,-1.8087915,-2.1486225,-2.2746422,-2.7009287,-2.9337397,-2.9896688,-3.060392,-3.2305515,-3.350768,-3.3846507,-3.4044034,-3.485674,-3.3044186,-2.6757967,-2.2851925,-2.3330736,-2.5171473,-2.7766137,-3.005394,-3.268877,-3.4283774,-3.10022,-2.7541018,-2.5200238,-2.4045615,-2.359019,-2.3707843,-2.3424118,-2.2969673,-2.233187,-2.212741,-2.2564955,-2.2909865,-2.3370924,-2.3177738,-2.4729714,-2.6707058,-2.7773747,-2.753123,-2.634946,-2.4468904,-2.177864,-2.123443,-1.5518632,-0.61296964,0.33497602,0.59711546,0.62775314,0.35292038,-0.19088824,-0.2505976,-0.19342592,-0.60121083,-0.9320797,-1.1843643,-1.3883779,-1.4956579,-1.4913523,-1.47907,-1.5899754,-2.000154,-2.4981117,-2.67238,-2.755825,-2.9724748,-3.0049627,-2.9826722,-2.9305797,-2.8389897,-2.7500005,-2.6982589,-2.6721215,-2.6052313,-2.5764468,-2.6653876,-2.739551,-2.97323,-3.0352244,-2.5630503,-1.9453502,-1.4674817,-1.1542282,-1.0430368,-0.9864181,-0.94223726,-0.87389666,-0.8333304,-0.75763506,-0.6576141,-0.5663487,-0.4235248,-0.2529157,-0.0024281442,0.43954527,0.67880183,0.56220055,1.0641327,1.1780933,0.83776295,0.3039005,0.0034995973,-0.80079055,-1.3074458,-1.7822412,-1.990372,-2.3264012,-2.417842,-2.5775104,-2.661312,-2.7412736,-2.770296,-2.8895035,-2.9355671,-2.9975429,-3.011519,-3.0110152,-3.1031456,-3.217237,-3.2904701,-3.3172588,-3.391285,-3.3093848,-3.2257776,-2.9427805,-2.41543,-1.8849976,-1.628581,-1.7813337,-1.7856128,-1.6284038,-1.6283901,-1.6283404,-1.6282401
-1.8199703,-1.8698404,-1.9861851,-2.0178087,-2.151175,-2.1072583,-2.0293498,-1.791059,-0.8924574,0.70824826,1.2709734,1.6478586,1.860648,1.7182477,1.2103498,0.61922085,-0.71204674,-1.7166364,-1.9833624,-2.0232344,-2.0456743,-2.0851178,-2.1410077,-2.2143202,-2.285161,-2.178321,-1.8176826,-0.5313206,1.0453466,1.9551542,2.0203285,1.7808203,1.5695677,1.2091775,0.8968201,0.7086654,0.64084005,0.8520067,0.8046523,0.813334,1.4337814,1.7232788,1.9203169,1.5828668,0.9408633,-0.01918748,-1.1653388,-1.6042603,-1.639375,-1.5223849,-1.387965,-1.2992028,-1.2721261,-1.2727772,-1.3178937,-1.391482,-1.4975375,-1.5444132,-1.4514368,-0.96273,-0.3814749,0.26666492,0.7780149,0.6085301,0.19199798,0.0369547,-0.07972464,-0.4610191,-1.1029427,-1.9179077,-2.4430895,-2.7260537,-2.641802,-2.615856,-2.742889,-2.7826986,-2.3903282,-2.3835764,-2.753524,-2.8701637,-2.9262524,-2.992054,-3.0628803,-3.1209326,-3.1642268,-3.1405897,-2.9554296,-2.5170834,-2.410878,-2.481968,-1.7062008,-0.74683535,-0.29231378,-0.15256515,-0.026359424,0.07537389,0.26362258,0.39322895,0.95662,1.2941194,1.2829305,0.500788,0.00036792457,-0.5446341,-1.5455806,-2.1681418,-2.3998137,-2.449067,-2.4384995,-2.4347208,-2.4365673,-2.4448898,-2.4415708,-2.4235616,-2.4256363,-2.407796,-2.4055228,-2.4128523,-2.4925642,-2.5825553,-2.4435117,-2.3024173,-2.27488,-2.2313623,-2.1823545,-2.0927038,-2.0976648,-1.9271243,-1.6319771,-1.4432011,-1.3385147,-1.0684168,-0.8304045,-0.56390655,-0.5053741,-0.5195078,-0.60696316,-0.68704605,-0.7312656,-0.7964736,-0.9522666,-1.0809145,-1.1438596,-1.1856567,-1.1276513,-0.92733884,-0.83057284,-0.49300995,-0.40883878,-0.5519081,-0.6082543,-0.40444368,0.674514,-0.28797334,-0.35146907,0.6744436,0.67449385,0.67449206,0.67445755
-1.5426599,-1.5448474,-1.510506,-1.4725193,-1.2313837,-1.0596989,-0.8629725,-0.58183205,-0.3598481,-0.16249177,0.11446571,0.060489282,0.12607098,0.12308596,0.22020105,0.3651876,-0.16795489,-1.2083415,-1.6187844,-1.6842738,-1.70666,-1.7091935,-1.7236513,-1.6388836,-1.6398342,-1.7056309,-1.7653269,-1.926014,-2.0982523,-2.525714,-2.4676623,-2.4153583,-2.443361,-2.7069166,-2.9655418,-2.935177,-2.6262102,-2.2360065,-1.4802386,-0.8517113,-0.38092977,-0.3674906,-0.68434006,-0.8754326,-1.1457027,-1.0606545,-1.2910513,-1.7716722,-2.0770416,-2.236868,-2.3660276,-2.4072106,-2.4843392,-2.5320039,-2.5469413,-2.4089499,-2.2060595,-2.073728,-1.9839705,-1.7694337,-1.4997518,-1.5627917,-1.761914,-1.7281674,-1.7619656,-1.7224312,-1.949356,-2.2906265,-2.160832,-2.078989,-2.0663674,-1.2009392,-0.6647737,-0.49483624,-0.42796907,-0.42820513,-0.26064494,-0.3774999,-0.8256781,-0.98776656,-1.0517762,-1.0238228,-1.0101496,-0.8961485,-0.6818102,-0.31666923,-0.3034492,-0.40475237,-0.60640496,-0.9206206,-1.4370855,-1.9975991,-2.2811177,-2.4317527,-2.5130758,-2.5435603,-2.5201502,-2.5377576,-2.3480914,-2.134513,-1.9279883,-1.481814,-1.0222996,-0.626872,-0.61116457,-0.9294733,-1.1492516,-1.3110535,-1.4299424,-1.5144141,-1.579308,-1.6551597,-1.6930611,-1.738091,-1.7596636,-1.8402133,-1.8173642,-1.7145507,-1.4494517,-0.60726947,0.4055894,0.8798866,0.73040074,0.5470429,0.30165884,0.19443317,0.10606039,-0.4210491,-0.9680372,-1.4411614,-1.6434935,-1.9028671,-2.0602393,-2.2656155,-2.3746133,-2.4140804,-2.4368365,-2.5112128,-2.5527182,-2.577803,-2.522903,-2.536366,-2.5637093,-2.516701,-2.3740768,-2.181521,-2.0074773,-1.5576854,-1.1027827,-0.5974118,-0.38516736,-0.68199676,0.022547752,-1.0531976,-1.1670139,0.022644624,0.02275543,0.022788495,0.02282159
-0.8924855,-0.95407546,-1.0466616,-1.1224964,-1.2755947,-1.4948909,-1.5241182,-1.3777846,-1.1110504,-1.4061337,-1.6286905,-1.6709945,-1.7802508,-1.4938073,-0.64563066,1.0577497,3.6563249,4.761038,4.9007187,4.8773503,4.855316,4.8121305,4.7724924,4.7092624,4.706731,4.5172305,4.138172,2.8764951,0.56316376,-1.3197191,-1.409497,-1.18648,-1.0401745,-0.8660442,-0.7125779,-0.8515442,-1.0920331,-1.6142918,-2.2332578,-2.3901012,-2.1394668,-1.985872,-1.8845265,-1.1300384,-0.42022026,0.39643562,1.4877604,2.0431054,2.120561,1.9709051,1.736417,1.5451148,1.4288247,1.2465692,0.94830084,0.48990515,0.036087453,-0.318688,-0.4547411,-0.74640054,-1.371513,-2.2016447,-2.6511433,-2.462202,-2.0667837,-2.1730344,-2.3639064,-2.370729,-2.1133056,-1.7479734,-1.3148373,-0.78919876,-0.5508497,-0.34107506,-0.08697826,0.022546262,0.08746732,0.25718662,0.71546054,0.91505706,0.9987397,0.91575974,0.80246913,0.5819986,0.26931414,0.077505395,-0.057881027,-0.19849405,-0.9087635,-1.6800187,-1.9548657,-1.7090156,-1.4890517,-1.3161738,-1.27198,-1.2382934,-1.3180712,-1.3402128,-1.7895055,-2.117999,-2.1726017,-1.0726926,0.8729991,2.3899815,3.7182217,4.2810826,4.433487,4.5037756,4.490038,4.496347,4.5570455,4.5717964,4.570261,4.508737,4.48033,4.4691563,4.3349304,4.0737514,3.8317828,3.268812,1.7317528,0.17738931,-0.7186457,-0.9153569,-0.8906168,-0.78935164,-0.77656394,-0.99642754,-1.4919302,-1.816508,-1.9221675,-2.164531,-2.340672,-2.5472279,-2.5412545,-2.5746439,-2.584336,-2.5702157,-2.5444565,-2.5058532,-2.3997798,-2.2368586,-2.0232549,-1.826582,-1.7548704,-1.8590441,-1.8436406,-2.0147643,-1.9599652,-1.757395,-2.0656486,-1.8784661,-1.3121064,-1.6900625,-1.6842744,-1.3120718,-1.312187,-1.3121924,-1.3121855
-1.3896878,-1.38183,-1.2967036,-1.2649639,-1.2199106,-1.4080851,-1.4677662,-1.456469,-1.3751433,-0.8875731,-0.39071995,-0.07152885,0.5353058,0.79651177,0.56717825,0.091664076,-0.43044883,-0.3990572,-0.3378784,-0.3135367,-0.33773583,-0.38450846,-0.42299706,-0.46280697,-0.5624611,-0.76223785,-1.0061517,-1.467761,-1.8555357,-2.5463347,-2.7135334,-2.7207532,-2.7672515,-2.8794684,-2.8642209,-2.8576279,-2.8879223,-2.5068521,-1.9698963,-1.1544231,-0.62565106,-0.110419795,0.53550494,0.8813833,0.41820794,-0.27845952,-0.5781329,-0.4947576,-0.4028268,-0.2517709,-0.12003117,-0.023586215,0.03903643,0.20461437,0.55032176,1.3901498,2.4542341,3.08809,3.0630522,2.3722005,1.542371,0.22544533,-1.1862016,-1.8852234,-2.095498,-2.1337097,-2.5276923,-3.046144,-2.5396938,-1.3888617,-0.7077459,-0.383012,-0.41181993,-0.4280746,-0.635477,-0.9074738,-0.8151111,-0.55025727,-0.09974241,0.10891667,0.1652408,0.24268928,0.34015533,0.3042903,0.252797,-0.17561898,-0.98348486,-1.2783196,-1.1787031,-0.9837191,-1.3657277,-2.0466514,-2.322474,-2.3630621,-2.3151445,-2.290567,-2.3300228,-2.3624892,-2.3449135,-2.046127,-1.5157206,-0.8272095,-1.0138109,-1.4560328,-1.2376277,-0.9937819,-0.9011807,-0.9403064,-1.0413767,-1.1256542,-1.1564509,-1.204562,-1.2275635,-1.2755735,-1.2883084,-1.2460594,-1.1185334,-0.9963763,-0.70854837,-0.13832018,0.6495319,1.2014675,0.98998874,0.4055253,-0.11953298,-0.24051516,-0.07614183,-0.3414124,-0.7769309,-0.9601214,-1.0887522,-1.3528984,-1.5062414,-1.5922358,-1.6038451,-1.5537229,-1.4536122,-1.358125,-1.3622568,-1.3181508,-1.0726424,-0.95669913,-0.90253305,-0.7821411,-0.8118686,-0.94462866,-0.9422744,-0.96929705,-1.0279423,-1.2686533,-1.9073119,-2.3386693,-2.2674546,-2.5341816,-2.5682936,-2.267425,-2.267401,-2.2673898,-2.267366
-2.0774846,-2.0749712,-2.0399408,-2.0046313,-2.0878656,-2.1630409,-2.2211046,-2.4819136,-2.7908316,-2.8790488,-2.747878,-2.5691574,-2.3367803,-2.1872196,-1.9897729,-1.9796197,-1.6927295,-1.0601029,-0.83170915,-0.85141414,-0.89395106,-0.89458036,-0.89179504,-0.9046361,-0.9235867,-1.0091798,-1.2568946,-1.7455666,-1.8377725,-2.182097,-2.440839,-2.4629018,-2.435397,-2.3951225,-2.399038,-2.616865,-2.8995805,-2.9484305,-2.8685493,-2.5789704,-2.5774364,-2.4915795,-2.181222,-1.9665685,-1.8958473,-1.5733564,-0.9947867,-0.54229224,-0.38354433,-0.37743938,-0.4454639,-0.55736274,-0.64599454,-0.73698604,-0.87307703,-1.0879619,-1.4660066,-1.9461462,-2.369188,-2.829087,-3.0765457,-3.0907035,-3.0687187,-2.917851,-2.7809582,-2.8913832,-3.1939163,-3.119677,-2.039385,-1.0426519,-0.4932617,-0.39501584,-0.5670715,-0.507238,-0.025561273,0.6479979,1.0661621,1.1933703,1.4835676,1.7134523,1.9444177,2.2477932,2.4466276,2.642972,2.8033957,2.8471894,2.724854,2.3901515,1.9575367,1.4005284,-0.0067920685,-1.4477922,-2.179736,-2.437634,-2.484349,-2.4310303,-2.4777772,-2.556723,-2.878472,-3.0403385,-3.0206401,-2.5313628,-2.0620744,-1.8499262,-1.1972092,-0.82333964,-0.76895714,-0.8670057,-0.96882576,-1.0346786,-1.0720453,-1.0972099,-1.1122978,-1.1310719,-1.1773165,-1.257942,-1.2895882,-1.2524418,-1.2287846,-1.2286626,-1.0974634,-1.1014428,-1.2576619,-1.6367265,-1.9808455,-2.0005493,-1.9145297,-1.9849865,-2.1953273,-2.3025975,-2.3332958,-2.2688675,-2.1583755,-2.040617,-1.9772836,-1.9048996,-1.8565744,-1.8560686,-1.863749,-1.8990322,-1.9166086,-1.9364516,-1.9964929,-2.1448162,-2.2611725,-2.444731,-2.6181393,-2.5096447,-2.479429,-2.4550354,-2.2407446,-2.2715626,-2.3130164,-2.292804,-2.2433383,-2.3129668,-2.3129683,-2.3129168,-2.3128161
-0.7925357,-0.81798,-0.81199086,-0.8319199,-0.70272475,-0.5837447,-0.43670937,-0.22386429,-0.53550076,-1.2720671,-1.2823575,-1.595757,-1.5815471,-1.4986281,-1.3097811,-0.9363632,-0.97898257,-0.825053,-0.5819334,-0.37274268,-0.193591,-0.0572142,0.09531316,0.4277807,0.5519211,0.6155639,0.5870067,0.20414925,-0.4182517,-1.8475695,-2.3226523,-2.2723331,-2.2648768,-2.3865001,-2.4141479,-2.3645563,-2.2423441,-1.913101,-1.430819,-0.91457224,-0.9630196,-1.2710736,-1.5852247,-1.7537673,-2.0409179,-2.2450438,-2.5647192,-2.5147777,-2.3341284,-2.186892,-2.0993123,-1.9926952,-1.9651817,-1.879524,-1.7022363,-1.2220614,-0.58219814,-0.2865443,-0.27439836,-0.46303156,-0.74411577,-1.3409519,-1.8924855,-2.0842764,-1.9523306,-1.3982136,0.17144269,4.2070866,8.147008,10.307773,10.97921,11.10637,11.006979,11.045214,11.050369,10.664274,9.203952,7.6242385,5.086773,3.6257668,2.5739067,1.7473063,1.1625569,0.9944202,0.88426936,0.80809736,0.49134368,0.05205983,-0.06716943,-0.09827325,-0.6921064,-1.453458,-1.9424126,-2.172912,-2.3347654,-2.4268365,-2.4656518,-2.4094195,-2.1691458,-1.7690136,-1.2742751,-0.76866263,-1.3312356,-1.8505813,-1.6018114,-0.99343216,-0.47216162,-0.075550735,0.14847049,0.28421438,0.40455985,0.5083212,0.5730883,0.66645557,0.84448373,1.160527,1.7303993,2.4385178,3.6580544,5.985858,8.489308,10.098802,10.8233795,10.771301,10.269711,9.500109,9.120594,7.742329,5.6156015,3.7043488,2.621315,1.3108654,0.60285974,-0.10143384,-0.30768436,-0.2935748,-0.2355868,-0.25237387,-0.33557937,-0.3460605,-0.12502275,0.0062927604,-0.027226161,0.098580636,0.28898266,0.18414949,0.079999626,0.13576676,0.08400141,0.2878272,0.19740745,-0.025746047,-0.05282691,-0.33439428,-0.434842,-0.052769095,-0.052761972,-0.052775264,-0.05279696
-0.50577015,-0.50706655,-0.4978769,-0.4544582,-0.54615986,-0.6631739,-0.8195358,-1.0626816,-1.3223584,-1.3351591,-1.1581182,-1.0643692,-0.97577775,-0.7228002,0.06960319,0.91812485,1.6156586,2.5157325,2.8507257,2.9327369,2.999848,3.1123626,3.216767,3.2979395,3.3607423,3.3771825,3.2723331,2.782835,1.7913916,-0.14738058,-1.2289815,-1.3565776,-1.405864,-1.1297992,-0.75941026,-0.3754567,-0.45325643,-1.0945547,-1.691472,-1.8477999,-1.5818348,-1.5236418,-1.5251379,-1.5464785,-1.5656285,-1.5910714,-1.0033395,-0.5337342,-0.38991213,-0.43039018,-0.5129443,-0.6061584,-0.6247635,-0.65889645,-0.7402178,-1.0087603,-1.1466588,-1.0933985,-0.8567124,-0.7376609,-0.84734905,-1.109505,-1.4513776,-1.4148417,-0.9995623,-0.67331976,-0.517313,-0.42164654,-0.3603448,-0.26154074,0.12239666,0.1561325,-0.14407232,-0.44975346,-0.8704293,-1.1847221,-1.7178767,-1.6991956,-1.3435023,-1.1474295,-0.9660704,-0.74131405,-0.59937173,-0.48960444,-0.40835404,-0.5571413,-0.5492236,-0.4537682,0.05568996,0.21227628,-0.3778953,-0.91927034,-1.1938902,-1.2382851,-1.3265282,-1.3247688,-1.4730545,-1.5614591,-1.9586658,-2.1646953,-2.1466806,-1.3221437,-0.59955835,0.07289106,1.2163064,1.8056433,1.9897258,2.0616574,2.0405943,2.0035486,1.9709415,1.9650648,1.9791204,2.0089011,1.9973733,1.914997,1.863711,1.8318007,1.6362717,1.208475,0.40427157,-0.16116095,-0.4638098,-0.6759124,-0.87890005,-1.2372726,-1.2783707,-1.6418933,-1.7783502,-1.7576638,-1.818508,-1.817417,-1.7611742,-1.7321861,-1.6603321,-1.5209334,-1.3611329,-1.2196743,-1.0905753,-0.9716893,-0.790982,-0.6755385,-0.6290791,-0.5207941,-0.5157149,-0.75333023,-1.1150643,-1.5249026,-1.8731488,-2.1822023,-1.9129975,-1.7108468,-2.16327,-1.4880085,-1.3889403,-2.1633787,-2.1633148,-2.1633172,-2.163339
-2.120298,-2.1055017,-2.1117215,-2.1299572,-2.2059202,-2.3723695,-2.4341383,-2.4816432,-2.6854906,-2.899129,-2.7359126,-2.4434428,-2.2298768,-2.1309588,-1.8559432,-1.1021081,-0.41400307,-0.326553,-0.25150615,-0.30182955,-0.36384904,-0.448732,-0.53601766,-0.6015022,-0.5939989,-0.67118466,-0.8312088,-1.3034269,-2.1765466,-2.5448968,-2.2258306,-2.0647802,-1.9547356,-1.9265594,-2.084148,-2.5861375,-2.9520297,-2.7909167,-2.6059463,-2.6458938,-2.5266476,-2.2113967,-1.8640394,-1.1812197,-0.3976801,0.635028,1.724138,2.2349656,2.377852,2.3316534,2.1672344,2.0061626,1.8456335,1.6382852,1.3364851,0.83977175,0.22738335,-0.19740391,-0.41376358,-0.8046862,-1.2246789,-1.7319076,-2.2264717,-2.497345,-2.7369037,-3.0409408,-3.3571255,-3.3030329,-3.185048,-3.2147973,-3.199604,-2.6933722,-2.0813203,-1.6606491,-0.58275586,0.98209214,2.662148,3.385602,4.049139,4.2116375,4.2959795,4.269825,4.170088,3.986278,3.6091022,3.311872,2.7615516,1.9591882,0.3647268,-1.0284768,-1.7065523,-1.8893298,-1.882246,-1.7905813,-1.7179805,-1.6691214,-1.6960783,-1.7559342,-1.9707568,-2.2355506,-2.418666,-2.3937452,-2.2094033,-2.1235094,-2.0818434,-1.9405112,-1.9112785,-1.8628018,-1.8511406,-1.827339,-1.7698691,-1.7512684,-1.7476526,-1.7585514,-1.7640717,-1.7605236,-1.788008,-1.8199291,-1.8070403,-1.9191365,-2.5718503,-3.4378827,-3.5721483,-3.097857,-2.5334077,-2.3833404,-2.2678258,-2.3312774,-2.552321,-2.7609518,-2.838992,-2.9850988,-3.0748816,-3.1463523,-3.1883476,-3.3255672,-3.4139285,-3.5196183,-3.5960202,-3.6724997,-3.8133388,-3.8691955,-3.934846,-4.1492653,-4.2995667,-4.2486334,-4.1763096,-3.953741,-3.749757,-3.3348505,-3.2699163,-2.8636508,-3.2637591,-2.6420884,-2.6612628,-3.2637053,-3.2637537,-3.2637386,-3.2637079
