0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145
12.302824,11.937021,11.15016,10.302456,9.265562,8.370748,7.859005,6.823911,6.0993614,5.609512,4.9144917,3.8003688,3.1336918,2.2991965,1.3209906,0.41286325,-0.55009353,-0.7296475,-0.5584384,-0.45578712,-0.20767313,0.38159758,1.5488684,3.1026006,3.9425454,4.172217,3.6093185,3.3266087,2.8174148,2.2853627,1.6798146,1.3350196,1.0652359,0.5180818,0.056331918,-0.20355096,-0.4951027,-0.59775156,-0.9841356,-0.7181315,-0.4167831,-0.65039665,-0.83602613,-0.71581364,-0.10939117,0.25538436,0.43216062,0.61069864,0.8909013,0.8997693,1.0418334,1.3991845,1.6772072,2.1907122,2.2797432,1.5240293,0.16053203,-0.6452604,-1.5748346,-1.504171,-1.1053982,-0.85952413,-0.7805728,-0.6102126,-0.2694607,-0.05561573,0.1023739,0.8136617,1.8585265,2.0189424,2.0249794,2.017293,2.7337816,3.6457188,4.7023687,5.3857927,5.537882,4.9031143,3.3540747,1.7666082,1.0375643,0.044570506,-0.3347221,-0.4891392,-0.3115005,0.031861752,0.49879825,0.71011674,0.81672287,1.0677186,1.1336255,1.2358,1.2595322,1.4133236,1.507901,1.7425995,2.2449281,3.5833874,4.6380205,5.306841,6.0661592,6.5686107,6.7486362,6.7791615,6.5823097,5.9488497,4.482191,2.8960497,1.8832378,1.6107956,0.8650969,0.2438875,-0.11033028,-0.033715308,0.03524682,0.32649726,0.5058404,0.6999972,0.88907206,0.9216029,0.96310675,1.0379851,1.3101497,1.393004,1.4269023,1.5246465,1.5092736,1.4444969,1.6658044,2.1540725,2.6021972,2.6856384,3.4617958,4.2854385,4.7419863,5.3826714,6.745745,8.11642,9.149563,10.046965,10.814468,11.750761,12.085169,10.043758,10.043924,10.040445
-3.2121277,-3.4654932,-3.3044791,-3.074239,-2.8857098,-2.8419495,-2.7649012,-2.7012134,-2.7101579,-2.7711854,-2.8071747,-2.8030095,-2.748036,-2.6142006,-2.4100745,-2.1440146,-1.6630483,-1.4276966,-1.3354518,-1.2763064,-1.1501706,-0.95831805,-1.029952,-1.0595554,-0.83806497,-1.056197,-1.1343629,-1.0584525,-0.9417124,-0.78508425,-0.7148677,-0.7648811,-0.97280765,-1.6306336,-2.135116,-2.171809,-1.6504695,-0.66871,0.25977,0.72083306,0.95426846,-0.033064008,-0.9434478,-1.326792,-1.8378339,-2.3373046,-2.6422243,-2.7421505,-2.7785535,-2.7538335,-2.8511646,-2.9972987,-3.0337887,-3.2040753,-3.2872932,-3.1010652,-2.787215,-2.744206,-2.9080696,-2.7934494,-2.5027812,-2.3519187,-2.2172184,-2.2223167,-2.4729319,-2.6361132,-2.4808383,-2.602116,-2.928737,-2.9827733,-2.9880743,-3.1485891,-3.2403169,-3.3461223,-3.4151967,-3.6406035,-3.853583,-3.8957152,-3.5729036,-2.99328,-2.8609114,-2.7988057,-2.968649,-2.9592426,-2.6591775,-2.180836,-1.8976643,-1.8789891,-1.8778515,-1.8215418,-1.8319104,-1.8348463,-1.8274572,-1.7997625,-1.8042722,-1.862785,-2.033344,-2.2523766,-2.1484618,-2.0350127,-2.0130718,-1.9145613,-1.8922523,-1.9293714,-1.9512209,-1.8541591,-1.437239,-1.158252,-1.2045857,-1.1699725,-1.3238256,-1.7775302,-1.9368482,-1.8581986,-1.5373381,-1.1043365,-0.76887935,-0.28434482,0.21180068,0.41350907,0.45339185,0.33267137,0.07720107,0.28916374,0.56051815,0.58663815,0.5746028,0.3804982,0.24115887,0.250349,0.5262011,0.8527163,1.2796574,1.4572121,1.521391,1.6308415,1.5114795,1.4007288,1.4088125,0.9182601,0.22485957,-0.5114854,-1.1490519,-0.8246034,-0.8245806,-0.82295024
-0.85041857,-0.8822429,-0.4984699,-0.5856897,-0.76747006,-1.1433737,-1.4733431,-1.5663686,-1.4093037,-1.5055568,-1.2543653,-0.9654632,-1.0021968,-1.516528,-1.844197,-2.1231003,-2.5198612,-2.6016314,-2.6153638,-2.6195943,-2.595954,-2.6477945,-2.6435347,-2.6098547,-2.5902858,-2.6327295,-2.4965732,-2.3628623,-2.196132,-1.9009799,-1.598949,-1.4695724,-1.3458363,-1.2789147,-1.4226115,-1.7706239,-2.4191587,-3.312313,-3.8595836,-3.7936187,-3.1730192,-2.087857,-1.7133282,-1.4159502,-0.98369217,-0.33582672,0.28438514,0.57281935,0.95902,0.97931325,1.0422175,0.72610587,0.295182,-0.12431559,-0.23937093,-0.627982,-0.84108853,-1.1483061,-2.394912,-3.2046556,-3.7948465,-4.0944433,-4.2466497,-4.274888,-3.8367443,-2.4876318,-1.2617958,-0.04659605,0.82530123,0.750137,0.6507115,0.4482063,0.44931218,0.6701536,0.5803861,0.4907559,0.34326643,0.27707237,0.026367232,-0.28617895,-0.48396808,-1.25649,-2.1267767,-2.909552,-3.4657717,-3.7569547,-3.9103768,-3.9471369,-3.9660683,-3.9567244,-3.9737718,-3.9455645,-3.9132035,-3.9577594,-3.9592793,-3.9104888,-3.7573996,-3.2301757,-2.5063174,-1.949868,-1.5458213,-1.418242,-1.461819,-1.4129378,-1.2729397,-0.99844956,-0.99335986,-1.0998245,-1.0957079,-1.2857131,-2.1064444,-3.1012917,-3.6785622,-3.794057,-3.7667885,-3.6247954,-3.4426236,-3.2901244,-3.1805208,-3.0949411,-3.1148515,-3.1397471,-3.1542828,-3.1324878,-3.0998316,-3.05788,-3.0031602,-2.9391913,-2.9154024,-2.9944258,-2.9028797,-2.81755,-2.744331,-2.6932387,-2.6181116,-2.557143,-2.2452638,-1.8351449,-1.6711848,-1.5004674,-1.3393941,-1.2763503,-1.5004587,0.0132865235,0.012930028,0.014787562
-1.9532033,-1.6779618,-1.207019,-1.0807252,-0.76289916,-0.63216424,-0.67316794,-1.0356573,-1.1886939,-1.4858754,-1.5793558,-1.5866555,-1.4482296,-1.2762537,-1.1681613,-0.7891784,-0.33747303,0.09979385,0.32124972,0.51343,1.003192,1.7587857,2.1166344,2.2686787,2.244699,1.9042501,1.748454,1.6854883,1.6269569,1.4244722,1.2374318,1.025734,0.72948205,0.2171873,-0.37577537,-0.72987837,-0.9900277,-0.91261435,-0.13250135,1.2282586,1.6882927,0.31902105,-0.7522284,-1.1728411,-1.5320499,-1.9664958,-2.337373,-2.6449046,-2.742772,-2.5477467,-2.6646986,-2.8155212,-2.8108673,-2.3897562,-1.8020678,-1.2529591,-0.8092861,-0.61340165,-0.86468863,-0.7461572,-0.85194075,-0.8987818,-0.8715386,-0.9480682,-1.1706601,-1.3823662,-1.6121641,-2.2794461,-2.914472,-3.0422564,-3.116632,-3.3410199,-3.400491,-3.3386607,-3.090825,-2.8257205,-2.445477,-2.116665,-1.8227379,-1.4359505,-1.2804017,-1.1582632,-1.3955636,-1.2518265,-0.7113453,-0.14163044,0.14237222,0.2753405,0.3503641,0.40528828,0.48653683,0.4543522,0.45985535,0.20326059,-0.06634568,-0.27564394,-0.3259051,-0.2683639,-0.21780202,-0.26035562,-0.36006337,-0.3938308,-0.45183152,-0.55423427,-0.69251883,-0.804722,-0.5860964,-0.70811594,-0.964808,-0.99070257,-1.1028504,-1.5115067,-1.6249074,-1.1355536,-0.2955947,0.44094896,0.89872444,1.5364156,2.2264633,2.4724112,2.6092083,2.6317296,2.4022706,2.6372578,3.0123506,3.1324568,3.1628873,2.9124572,2.9257264,2.5492024,2.8198493,3.2898352,3.3741007,2.8719368,2.5587747,2.1013114,1.5377576,1.0280533,1.0223241,0.6214386,0.02512668,-0.47973529,-0.99437886,1.0993477,1.0994809,1.101112
1.6638441,1.1108009,0.4229397,0.3868401,0.36831856,0.6269828,0.7067124,0.48482406,0.39507833,0.74429345,0.85494375,0.7728125,0.5955091,0.41515154,0.334796,0.39111215,0.4024852,-0.043960094,-0.3059186,-0.5161223,-0.96895385,-1.6023014,-1.8977027,-2.045175,-2.0821111,-2.0595357,-2.0464606,-2.0134618,-1.9738786,-1.8379784,-1.5136353,-1.2055768,-0.7280392,0.21537879,1.1583045,1.7109654,2.232787,2.5433254,2.1254463,0.867375,0.15337066,-0.32703924,-0.7092879,-1.0579637,-1.3072529,-1.3428733,-1.0635595,-0.60040694,-0.48425424,-0.5151713,-0.6769726,-0.58388174,-0.5971294,-0.69748,-0.83529454,-1.0442967,-1.4022306,-1.5664403,-1.3621002,-0.19383821,0.800472,1.238717,1.3166876,1.371903,1.19927,0.22447261,-0.61811566,-1.1015383,-1.2972867,-1.1930138,-1.0321671,-0.8125435,-1.079441,-1.3023293,-1.2879269,-1.212706,-1.312639,-1.5187261,-1.7650222,-2.0950015,-2.2952242,-2.4093874,-2.1204314,-1.5574701,-0.8281603,-0.28211656,0.21118274,0.2594603,0.33504504,0.4369612,0.40319794,0.428754,0.4079867,0.4980713,0.6641786,0.5055075,0.19054252,-1.0684097,-1.9593127,-2.350852,-2.2787008,-2.073948,-1.8930501,-1.8949411,-1.9280005,-1.8843043,-1.8081319,-1.3679163,-1.0783765,-1.0689292,-0.9141431,-0.460828,0.16016814,0.71147037,1.3101425,1.7627368,2.0193176,1.96177,1.8532317,2.0667999,2.1223671,2.205257,2.2895539,2.2302265,2.1277688,2.111441,2.1485739,2.2245078,2.2850366,2.49576,2.0861769,1.1938792,-0.2881104,-0.8496842,-0.7639026,-0.5696932,-0.2752664,0.11972633,0.36429662,0.6017072,0.7052932,0.3678712,0.56028676,0.64820856,0.6483222,0.64639604
-2.0855057,-1.8369346,-1.440656,-1.0812167,-0.78953743,-0.86235005,-0.9327979,-1.00139,-0.7617382,-0.63139176,-0.40019706,-0.024618492,0.24963856,0.42123017,0.44056094,0.2417751,0.32558224,0.35674998,0.5079639,0.44069988,0.43169442,0.44975233,0.36041516,0.30018127,0.48513344,0.6252616,0.7802242,0.8822358,0.9996697,1.0859058,1.0277302,0.8864081,0.70338744,0.5000318,0.47010177,0.651091,1.150267,1.4719062,1.2039975,0.8955012,0.5341121,-0.3460767,-1.024415,-1.4022633,-1.820467,-2.0451584,-2.3118088,-2.5390148,-2.6010122,-2.4408681,-2.495503,-2.6572142,-2.8917658,-3.2155886,-3.0607917,-2.3974466,-1.3450623,-0.59624004,-0.2823621,-0.49576163,-0.5504651,-0.521072,-0.52384937,-0.5807539,-0.8154714,-0.89044785,-0.7709998,-1.2364849,-2.073455,-2.4138794,-2.4206817,-2.1379907,-1.971879,-1.9949493,-2.2698598,-2.372878,-2.5406425,-2.5737946,-2.1172795,-1.1323975,-0.5363914,0.29229853,0.5640586,0.49075606,0.34347907,0.24405776,0.20632905,0.26889616,0.41141143,0.26554197,0.30106077,0.34029254,0.34430343,0.1419305,0.14457674,0.20246968,0.29243785,-0.07792452,-0.60825276,-0.94492817,-1.3496072,-1.620903,-1.7099447,-1.7788796,-1.8602462,-2.0482953,-2.1498199,-2.2280836,-2.2095537,-1.8510096,-0.90423054,-0.22056773,-0.50573105,-1.2926859,-1.7927065,-1.9203151,-1.9144843,-1.7745782,-1.676394,-1.7250038,-1.725821,-1.6333447,-1.4553084,-1.2858775,-1.276849,-1.2697766,-1.1431675,-0.9182484,-0.7055744,-0.7387719,-0.81649613,-0.79876494,-0.6837307,-0.8340491,-1.1846724,-1.6329098,-2.1099262,-2.5317798,-2.7377162,-2.784922,-2.9089165,-3.0256557,-3.0574949,-1.6252425,-1.6252459,-1.6208637
-2.38296,-2.0857852,-1.5107393,-1.0601976,-0.55340266,-0.19170702,0.6661595,3.4847426,4.6145306,4.976123,4.779468,4.910862,5.229108,5.7720923,6.9078393,8.844773,9.985207,10.310858,10.365183,10.358293,10.163157,9.529381,8.690697,7.4525213,5.727124,4.196746,3.5536537,3.1012492,2.9471674,2.8068774,2.5135784,2.3254647,2.1333976,1.8382546,1.3428156,1.0564966,0.88124216,0.7900348,0.16722403,-0.7135617,-1.1710442,-1.8684461,-1.9896336,-2.0802438,-2.0451896,-1.8581836,-1.7655528,-1.6390676,-1.6549785,-1.5678447,-1.5716765,-1.6999874,-2.023749,-2.6769655,-2.9711688,-2.7285502,-1.8787773,-0.9128116,2.713655,4.505904,4.961497,5.0042815,4.85509,4.73081,4.2551823,3.4759274,2.8962994,1.8215632,-0.04437487,-1.0104187,-1.2186985,-1.0725762,-1.1171402,-1.5877544,-2.3268018,-2.8219266,-3.4627523,-3.6449478,-3.3631938,-2.765275,-2.3662374,-1.0668945,-0.36393556,0.330075,0.6072444,0.6096828,0.3633677,0.27019095,0.14512971,0.015370138,0.03428585,0.0020916834,-0.009715773,0.05335924,0.07301813,0.29886478,0.26847205,-0.37997088,-0.92945844,-1.5546012,-2.167701,-2.481522,-2.6017592,-2.6251488,-2.5115676,-2.1832619,-2.0896711,-2.2478473,-2.3506985,-2.2420342,-1.8271089,-1.0601997,-0.088296324,0.7206758,0.98813605,0.9854987,0.87753797,0.83083194,0.5842893,0.13818794,-0.03904295,-0.07970372,-0.022424608,-0.012265742,-0.05184877,-0.08738652,-0.21217811,-0.15251735,-0.17142266,-0.2384276,-0.40370142,-0.61090326,-0.88507324,-1.2757286,-1.4267268,-1.5611572,-1.8678585,-2.1088185,-2.1254494,-2.2162802,-2.4020762,-2.4702103,-2.328697,-1.8869882,-1.886941,-1.8811703
-0.5184555,-0.5841871,-0.5609275,-0.5752819,-0.35709584,-0.27111107,-0.34756422,-0.44827658,-0.4843052,-0.43204314,-0.32087082,-0.22908397,-0.005578935,0.25855097,0.3844633,0.4517728,0.61306876,0.5923331,0.56372243,0.43775558,0.4273159,0.47990063,0.35819024,0.17218304,0.24734712,0.20157167,0.13939428,0.051649593,-0.036548436,-0.2249316,-0.4766143,-0.637386,-0.7611682,-0.7786507,-0.48652524,0.11038166,1.7706082,4.5575123,7.3366814,9.07149,9.392007,8.45818,7.378932,6.259595,4.013317,1.0662823,-1.0602454,-1.5903184,-1.5263238,-1.1545811,-1.6821702,-2.0425532,-1.8311459,-1.1151438,-0.5959031,-0.13603775,0.411547,0.706483,0.33447734,0.35501954,0.53982854,0.677666,0.90179515,0.9242391,0.61368614,-0.01642982,-0.47566894,-1.177534,-1.9162496,-2.119674,-2.1582522,-2.2154136,-1.9469285,-1.6509218,-1.2373872,-1.2132444,-1.1968349,-1.0214415,-0.61754864,-0.34772566,-0.2416104,0.0365906,0.037680417,0.32814744,0.8920596,1.5661137,1.9885606,2.1258736,2.1885762,2.2833242,2.2539923,2.222086,2.2192383,2.0104263,1.7601273,1.5830891,1.4294605,1.4529834,1.5244114,1.4954957,1.3809845,1.392898,1.4701599,1.4188032,1.1608157,0.7427162,0.77724427,0.80461574,0.72859335,1.0219343,1.7955272,2.350449,2.858454,2.7897644,2.993054,3.0161345,3.0843163,3.5275965,4.2713766,4.8832874,5.0657253,5.002326,4.5305195,4.973716,5.5259438,5.6176586,5.761003,5.5688143,6.0927014,6.5086355,7.154872,8.097325,9.319553,10.01568,10.216948,10.165653,9.872679,9.392948,8.881446,8.091134,6.9676723,5.193637,3.5853329,3.7098966,3.7105389,3.707849
-1.1368631,-1.387301,-1.812289,-1.7790338,-1.8396668,-1.7996196,-1.6128724,-1.0241151,-0.67046785,-0.58932036,-0.6350899,-0.58290905,-0.37866074,0.10061547,0.82565016,2.1422987,2.924622,3.137089,3.0416121,3.120098,2.816908,2.3199234,1.7158036,0.5264008,-0.848597,-1.4850309,-1.6354,-1.6748927,-1.6439886,-1.8926557,-2.1704817,-2.3168068,-2.4902792,-2.5865378,-2.4460912,-2.1389513,-1.7134955,-1.0694668,-0.5150021,-0.3675341,-0.4479099,-0.97907406,-0.9340809,-0.9361916,-1.0713307,-1.2527205,-1.2718409,-0.9591149,-0.8841033,-0.71883065,-0.92700005,-1.008787,-1.1685138,-1.7323587,-2.197141,-2.1212263,-1.658824,-1.1431007,0.92756987,1.9594465,1.9426136,1.8654013,1.9347162,1.781873,1.4423386,1.3575428,1.1890752,0.5467187,-0.5126589,-1.0076473,-1.0924643,-0.88225186,-0.6184052,-0.83825564,-1.2906531,-1.8774166,-2.2539163,-2.1740446,-1.4991679,-0.30606562,0.35935023,2.5352998,4.4729824,5.7070303,6.479851,6.9025326,7.2145023,7.2402163,7.218351,7.2658577,7.204442,7.220275,7.2834425,7.3878193,7.407362,7.25896,6.8904514,6.285082,5.8424244,5.2789755,4.5414553,3.9663188,3.6976252,3.4249315,2.994434,1.861136,0.5088145,0.028241724,-0.054726735,0.26463267,1.1645323,1.9768847,2.127224,1.7509315,1.1161453,0.54721934,0.21200472,-0.080331296,-0.2037156,-0.40702593,-0.5280364,-0.6901212,-0.7267661,-0.78328764,-0.7759706,-0.8382578,-0.8833903,-1.0412388,-1.2661128,-1.1822827,-0.9687098,-0.8019013,-0.51221144,0.042169154,0.3469802,0.6867199,0.66324407,0.30233377,-0.061365277,-0.5428074,-0.8518311,-0.9107994,-0.77303123,-0.835496,-0.83503,-0.8391527
-3.457234,-2.956388,-2.3714993,-1.9399996,-1.4591925,-1.0701286,-0.8692673,-0.9231533,-0.95995474,-0.62220466,-0.8923262,-1.1893926,-1.4241545,-1.5410225,-1.4038157,-0.91216314,-0.321945,-0.11838533,-0.044125915,0.057811737,0.042785183,-0.2146876,-0.59177357,-1.0658696,-1.529903,-1.8077984,-1.6554348,-1.6043682,-1.4661018,-1.0325567,-0.6110432,-0.3398267,0.02751029,0.40803027,0.60658425,0.6219623,0.6850294,0.3506055,-0.5930824,-2.0442188,-2.4497533,-2.9997644,-3.20965,-3.1329203,-3.1235192,-3.0141897,-2.766799,-2.7460172,-2.8904004,-3.1218865,-2.9691164,-2.770952,-2.620624,-2.6038713,-2.5944202,-2.594585,-2.8673818,-3.3454742,-3.885417,-3.1035032,-2.2460833,-1.9588366,-1.957756,-2.010563,-2.3770294,-3.3981771,-3.9268541,-3.9414706,-3.6890059,-3.2472074,-3.0731826,-2.9808588,-3.3592033,-3.544807,-3.5301304,-3.3827128,-3.301688,-3.429232,-3.486086,-3.5535095,-3.7005868,-4.1843734,-4.1702585,-3.7267005,-3.2027526,-3.07642,-3.1065536,-3.1657782,-3.173705,-3.2320263,-3.272383,-3.33458,-3.4180207,-3.4428072,-3.4119618,-3.492203,-3.7932591,-4.7119813,-5.314437,-5.4867435,-5.3107944,-5.1433477,-5.076026,-5.038603,-4.96626,-4.7730474,-4.2427864,-3.5286422,-3.141214,-3.2715216,-3.4790125,-3.2564502,-2.26842,-0.9238427,0.005291119,0.6293069,0.88271165,0.90694165,0.7462478,0.55498564,0.46467036,0.4524076,0.5292224,0.5233801,0.41194338,0.28049442,0.25396594,0.26203886,0.055178147,-0.14609933,-0.75412107,-1.6765189,-2.9127302,-3.145568,-3.0582647,-3.0875683,-3.146567,-2.9836402,-2.7173085,-2.6273894,-2.5714233,-2.6769004,-2.7850866,-3.626504,-3.6266289,-3.6257544
