0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145
12.98271,13.06557,13.082411,12.834663,12.51545,12.247589,11.858062,11.627606,10.632967,7.2985306,5.1908903,3.946601,3.119969,2.9025784,2.9409885,2.6684864,2.2651474,1.7173381,0.45667517,-0.009302855,-0.15293896,0.06502649,0.054132372,-0.082972884,-0.14567491,-0.16817138,-0.17137781,-0.21615088,-0.34193885,-0.517067,-0.49551928,-0.07345238,0.29900122,0.34909943,0.18834788,-0.009662464,-0.14840335,-0.14883494,0.1120015,0.41411382,0.5217302,1.1054205,2.574061,4.2695074,4.936077,4.060066,3.2267675,2.8272617,2.9746456,2.7372975,2.4186506,2.0674546,0.9649508,-0.08673102,-0.16722429,-0.1012055,-0.03775017,0.03766364,0.009186387,-0.10202965,-0.17139558,-0.12825662,-0.021193743,0.10787556,0.41708684,0.9695275,1.4403877,1.9526408,2.9459271,3.4140468,2.4590502,0.9291214,-0.3138072,-0.3433392,-0.44235504,-0.4085985,-0.45042822,-0.45982185,-0.41505283,0.024418198,1.0108448,1.594261,1.7553806,1.6872392,1.5230792,1.4988477,1.5782977,2.0931747,2.5522976,3.1837664,3.344099,3.6179779,3.3185997,2.5803385,1.5725558,0.885375,0.5840905,0.6409669,0.6635548,0.42686784,0.342461,0.32937363,0.29051566,0.19783868,0.115840465,0.047131002,-0.06462191,-0.21727698,-0.22864497,0.0528962,0.30957532,-0.030608475,-0.48359996,-0.50524354,-0.24001488,0.042653978,0.25218666,0.4152764,0.6805259,1.1474203,1.8389742,2.492935,3.482658,3.754404,4.198782,4.6884727,4.556278,4.6982174,5.2846375,6.623571,7.694092,8.532238,9.10036,9.398156,10.243137,11.148913,11.483398,12.050068,12.68229,12.874123,12.936945,11.543448,12.964003,11.543791,11.543385,11.543384
-0.15325978,-0.46626103,-0.6198034,-1.1426481,-1.3483615,-1.5227194,-1.62902,-1.6090868,-1.5161484,-1.4338793,-1.2526911,-1.0293181,-0.8562347,-0.75879073,-0.7490145,-0.7540109,-0.7401475,-0.8034198,-1.2758496,-1.8488369,-2.3390088,-2.5055199,-2.5139291,-2.3888345,-2.2706633,-2.1710844,-2.1137757,-2.1098616,-2.1244364,-2.1379664,-2.367722,-2.698328,-2.781901,-2.8464048,-2.889933,-2.971612,-3.063876,-2.9799848,-2.6962342,-2.312041,-1.9480838,-1.7039688,-2.0679078,-2.5209558,-2.5077596,-2.428468,-2.451556,-2.5698771,-2.6129751,-2.568083,-2.3615198,-2.2510705,-2.4259515,-2.8352232,-2.802174,-2.6181536,-2.4244273,-2.341815,-2.2661188,-2.1614923,-1.7758667,-0.84052557,-0.49111933,-0.288927,-0.03913772,0.01483196,-0.47156167,-0.9747716,-1.9394813,-2.5829983,-2.7676835,-3.0273716,-3.657821,-3.877061,-3.6155581,-3.247929,-2.941702,-2.6326842,-2.5253873,-2.41761,-2.4946594,-2.7359643,-3.079543,-3.11292,-3.1233864,-3.1296897,-3.1373053,-3.3684459,-3.5736241,-3.710192,-3.693448,-3.5955465,-3.409295,-3.2537024,-3.135067,-2.975258,-3.0111542,-2.860453,-2.6223197,-2.4369361,-2.2855542,-2.1996355,-2.1624494,-2.0795481,-1.9797003,-1.8601241,-1.741665,-1.8326908,-2.17381,-2.1120574,-1.836159,-1.5406861,-0.82426333,0.6743771,2.5928235,4.1955924,5.435786,6.554309,7.8257227,8.586364,9.219615,9.873418,10.033033,10.10321,9.967702,9.882649,9.947369,9.954798,9.836621,9.517574,9.047852,8.521518,8.1039095,8.05944,7.5482883,6.3760324,5.7857065,4.785501,3.459814,2.740622,2.5113087,1.9461342,2.331876,1.9465973,1.9462619,1.9462502
-0.86069906,-0.9164188,-0.93761647,-1.2066644,-1.3610277,-1.4264193,-1.4619825,-1.5315951,-1.5977219,-0.8800261,-0.44719988,-0.30469432,-0.087012395,0.030705616,0.060246795,0.109203644,0.063030094,-0.1319435,-1.06145,-1.7338408,-2.328269,-2.7741556,-3.0853066,-3.220334,-3.268411,-3.2760062,-3.2425513,-3.1837897,-3.1188998,-3.0826879,-3.0609095,-2.9323323,-2.7705412,-2.8746471,-3.1130016,-3.310122,-3.3579888,-3.383256,-3.616913,-3.8284202,-3.8958058,-3.7865891,-3.260802,-2.4153495,-1.7134173,-0.7632725,-0.77506304,-0.8828663,-0.9332017,-0.9916922,-1.1973163,-1.4689522,-1.9185781,-1.8938848,-1.9716971,-2.3357177,-2.5491486,-2.5542912,-2.5227625,-2.548775,-2.7199717,-2.9754605,-3.0730777,-3.08532,-2.7412064,-2.0516903,-0.908578,0.58874786,2.2609696,2.7586489,2.8405504,1.9502413,-0.046060294,-1.9052334,-2.7571497,-3.145237,-3.228084,-2.9286056,-2.3076599,-1.5588872,-0.5867606,0.020524412,-0.06438424,-0.20904382,-0.44068205,-0.74243224,-1.1961226,-1.7029681,-1.9428465,-1.9833724,-2.1599221,-1.9785109,-1.7019863,-1.3764184,-1.6089361,-1.7877522,-1.7845625,-1.9266937,-2.1844738,-2.440016,-2.5842276,-2.658475,-2.7153935,-2.8042698,-2.910235,-3.058505,-3.299785,-3.2751703,-2.7233233,-1.8922541,-1.2702769,-1.5258334,-2.3945687,-3.2508984,-3.6298177,-3.5474567,-3.4131129,-3.2161932,-2.888103,-2.5967698,-2.322589,-2.1226823,-2.105411,-2.1768775,-2.0570931,-1.9385769,-1.9477351,-1.9477,-1.904487,-1.7870488,-1.8586453,-2.065114,-2.0505514,-2.074664,-1.8618175,-1.8780055,-1.9503367,-1.8177462,-1.5118651,-1.4460378,-1.385255,-0.28539082,-1.3923237,-0.28549254,-0.2854335,-0.28542906
-1.7238185,-1.9169183,-1.9806117,-2.1560614,-2.1878657,-2.1872635,-2.2244413,-2.213066,-2.1234605,-1.7928032,-1.6873438,-1.5860715,-1.5444443,-1.5816069,-1.7152693,-1.8210943,-1.8444428,-1.8700049,-1.8112979,-1.6661526,-1.4832164,-1.1983781,-0.9875717,-0.92686135,-0.926418,-0.9290066,-0.9452871,-0.99021304,-0.9861076,-0.93874574,-1.0432987,-1.1951004,-1.4604312,-1.723481,-2.0194006,-2.2958148,-2.5002856,-2.473577,-2.3448744,-2.1435666,-1.9233755,-1.772008,-1.78858,-1.6339986,-1.5072433,-2.0415905,-2.2387073,-2.4548447,-2.515977,-2.5039895,-2.419048,-2.4953403,-2.2764995,-1.693049,-0.7115266,-0.22044598,-0.074007764,-0.076560214,0.014581859,0.19704223,0.91975766,2.9463644,4.4066772,6.181449,7.415477,7.7272787,7.5287147,6.829615,4.43049,1.5174129,0.530021,-0.29280043,-1.086739,-1.9901457,-2.388375,-2.3257413,-2.124063,-1.8141818,-1.581604,-1.3763196,-1.6398722,-1.9108386,-2.1305017,-2.1420379,-2.1170352,-2.0640185,-1.8681917,-1.649808,-1.5666211,-1.5758743,-1.5112493,-1.2961751,-0.9429353,-0.49462444,-0.48767796,-0.5979049,-0.7605481,-0.9910662,-1.3092742,-1.6043416,-1.7739644,-1.8263643,-1.8013039,-1.7369304,-1.680201,-1.6583383,-1.623451,-1.5655322,-1.5337892,-1.4421935,-1.2182027,-0.79128385,-0.6742505,-0.6731936,-0.7635957,-0.74207675,-0.66884637,-0.62822247,-0.6169628,-0.70298505,-0.848207,-0.80882263,-0.69279623,-0.5390185,-0.5043521,-0.52008045,-0.4034194,-0.37441427,-0.44766903,-0.6395501,-0.8652098,-1.1653223,-1.2738794,-1.2654933,-0.94198656,-0.6658064,-0.6358941,-0.6487845,-0.98548806,-0.95195425,-0.99193877,-0.6651126,-1.061864,-0.6645697,-0.6651522,-0.6651613
-0.2564873,-0.30069488,-0.31548983,-0.50414276,-0.8016994,-1.039921,-1.1619418,-1.1129721,-1.0817878,-1.6136249,-2.0030656,-2.215038,-2.3105233,-2.442176,-2.5191195,-2.5840855,-2.562329,-2.435533,-1.026018,0.39271802,1.9593947,3.0984755,3.8029807,4.177243,4.3284764,4.3729095,4.3816576,4.371711,4.3228893,4.1779532,3.5236495,2.3438609,1.2283245,1.1833078,1.347992,1.6488992,2.0599482,2.546114,2.8918996,3.0006442,2.854669,2.3447137,0.7294921,-0.93713284,-1.1794437,-0.79440486,-0.43281955,-0.30677736,-0.37402746,-0.4871729,-0.45258117,-0.0793886,0.82419604,2.8134863,4.1253424,4.4826627,4.6783233,4.819826,4.8859863,4.925587,4.9789515,4.8624687,4.3237476,2.8434439,0.7938065,-0.09724477,-0.74804497,-1.2988379,-1.7284138,-1.8869545,-2.0641046,-1.6457367,0.32788488,2.0082817,2.6940622,2.8030078,2.6249793,1.9407526,0.48148894,-1.2000275,-2.3363886,-2.3910265,-2.029949,-1.912948,-1.783833,-1.6076391,-1.3499347,-0.9571499,-0.6449615,-0.28240675,0.09838343,0.11769606,0.0829342,-0.0128533095,0.69725764,1.8878806,2.959546,3.8941028,4.4964685,4.910651,5.0969667,5.1851883,5.1970534,5.1393967,5.120171,5.141894,5.0964465,4.38235,2.456611,0.085286275,-1.9344978,-2.487118,-1.2692323,-0.006638989,0.90170246,1.0908107,1.0273412,0.78739184,0.19649403,-0.52035266,-1.2824241,-1.7706798,-1.7032934,-1.4976542,-1.4522634,-1.4524384,-1.4463922,-1.3326979,-1.0746702,-0.7159316,-0.2623834,0.0786103,0.011572316,-0.047824383,-0.2936539,-0.67690825,-0.8302748,-0.84858596,-0.9250838,-1.0220704,-0.98950684,-0.14886083,-0.95041615,-0.14818154,-0.14887425,-0.14888865
-2.3039908,-2.54536,-2.7527885,-3.2703142,-3.5204222,-3.600899,-3.6973338,-3.681727,-3.6483927,-2.8307219,-2.3648539,-2.136879,-2.0111527,-2.0286345,-2.0255618,-1.8613504,-1.5911396,-1.0634341,-0.119462945,0.06756903,-0.19017892,-0.5784562,-0.16054732,0.5797471,1.1599224,1.7356313,2.1326523,2.696569,3.567246,4.678637,6.155039,7.1173115,7.6016493,7.6185455,7.45504,7.1454086,6.4643335,5.1981936,3.6092267,1.9010385,0.9764489,-0.044836998,-1.1248586,-1.974401,-2.1466033,-1.7646296,-1.5598944,-1.2885735,-1.2438115,-1.0302751,-0.65330124,-0.28678563,0.11784442,-0.59676856,-1.2395176,-1.1167173,-0.99306387,-1.0107651,-1.0333612,-1.0451231,-0.9564749,-0.7252386,-0.4064324,-0.0398722,-0.05444276,-0.3510006,-0.41512907,-0.60411483,-1.1710432,-1.1081445,-0.39058107,0.31928948,-0.18593422,-0.704197,-0.601966,-0.7412168,-0.9437181,-1.1772875,-1.4435811,-1.737426,-2.5640478,-2.9343836,-2.8214226,-2.6095395,-2.337471,-2.042813,-1.5447434,-1.0928599,-0.9808855,-1.1010456,-1.0874991,-1.047026,-0.9280469,-0.7258029,-0.68221605,-1.0516213,-1.249984,-1.1363978,-0.84414387,-0.5052233,-0.384053,-0.2660551,-0.10268794,0.08376631,0.26470244,0.46748275,0.8601302,0.95336163,1.0028474,0.82042336,0.33102924,-0.010583192,-0.86980784,-0.90189904,-0.5904718,-0.55935067,-0.59940547,-0.64620453,-0.6740353,-0.7488837,-0.90411675,-0.97928905,-1.1191726,-1.0941987,-1.2967794,-1.4185777,-1.3392476,-1.4481529,-1.6848254,-2.0854874,-2.247041,-2.2110648,-2.4182217,-2.3347116,-2.4016929,-2.4101934,-2.4461954,-2.5025449,-2.650227,-2.6058173,-2.619122,-1.6566184,-2.5851598,-1.6568043,-1.6565661,-1.6565602
-2.2110777,-2.276609,-2.3055615,-2.4613078,-2.5577698,-2.6020591,-2.5745754,-2.5624762,-2.5368707,-2.4172103,-2.3316905,-2.1623123,-2.0622149,-2.0299025,-2.014074,-1.9282827,-1.8325131,-1.6413814,-1.1823578,-1.041477,-1.0972446,-1.2038237,-1.0162549,-0.81459033,-0.6946452,-0.62324774,-0.62375987,-0.6938511,-0.81368476,-0.9378823,-1.1327418,-1.1162171,-0.8825112,-0.70156515,-0.43378052,-0.18584424,0.10242826,0.30231825,0.3061834,0.23778449,0.1535054,-0.22033896,-0.95322347,-1.5911236,-2.1266224,-2.7251716,-2.7389078,-2.538214,-2.4264498,-2.251111,-1.8808079,-1.5310875,-0.97406846,-0.6855728,-0.60812616,-0.32427603,-0.17580058,-0.20499182,-0.21415445,-0.14258298,-0.020689264,-0.05992306,-0.24013227,-0.52871925,-0.6885359,-0.88339007,-1.2635386,-1.6702766,-2.3255172,-2.5881653,-2.0475292,-0.91749394,-0.31728512,-0.3157214,-0.09577322,-0.19877815,-0.33970204,-0.6135708,-0.8367448,-1.1413089,-1.9327796,-2.687911,-2.9533052,-2.9075718,-2.8261473,-2.6839972,-2.2965848,-1.9110281,-1.8110232,-1.9496434,-1.8791685,-2.0381227,-2.1762247,-2.1048412,-1.7580693,-1.5809504,-1.5089518,-1.2811273,-1.0494928,-0.8396935,-0.77810645,-0.79150426,-0.8294943,-0.82238126,-0.76200175,-0.6752833,-0.6395236,-0.96265614,-1.6210463,-2.2072768,-2.4822621,-1.9925771,-1.4584634,-0.8617415,-0.3963335,-0.40825582,-0.52459145,-0.6514495,-0.8568625,-1.0299048,-1.2974392,-1.4858578,-1.5305218,-1.4848714,-1.3961918,-1.4128695,-1.390763,-1.4973671,-1.6609246,-1.8228707,-1.9949822,-2.0630074,-2.0485682,-1.9161469,-1.8132905,-1.7114155,-1.8289521,-1.9195526,-2.0081253,-2.0065627,-2.0211978,-2.0346346,-2.0076127,-2.0347211,-2.0345974,-2.034596
-0.6543086,-0.85023147,-0.9120556,-1.0612346,-1.0860171,-1.1267105,-1.171348,-1.1840427,-1.255333,-1.2528213,-0.96244544,-0.7222749,-0.7077443,-0.8576524,-0.9866056,-1.0304925,-0.9181534,-0.78502643,-0.5561317,-0.56981283,-0.6665797,-0.6851107,-0.5970635,-0.41761214,-0.3192765,-0.2302975,-0.20122004,-0.16150439,-0.04693067,0.15367383,0.3769899,0.34723496,0.19942726,0.109000444,0.052900612,-0.09881711,-0.4002449,-0.58542466,-0.43932074,-0.22628623,-0.0068045855,0.094201624,-0.014517516,-0.26597038,-0.4372723,-0.64299476,-0.6577684,-0.8468501,-0.94369894,-0.96312624,-0.91054773,-1.0066738,-1.1298542,-1.1123624,-0.8543659,-0.740581,-0.6764305,-0.67983085,-0.63785905,-0.5517333,-0.037467122,1.5552171,2.6957495,4.1318183,5.2032914,5.3008795,4.7048435,3.8869147,1.8316536,0.106419995,-0.12973057,-0.11889326,-0.31103227,-0.19814238,0.21995422,1.2691993,2.0880358,2.7350705,2.806769,2.7718306,1.7527196,0.6236009,-0.16185237,-0.43032008,-0.57210195,-0.6307633,-0.5332951,-0.24434826,-0.086741835,0.056028772,0.2810412,0.30909586,0.38978043,0.5281135,0.84524876,0.87155646,0.3948816,-0.03979966,-0.21580227,-0.20425037,-0.18002358,-0.08882025,0.13231811,0.42723954,0.70329225,0.9754062,1.5990992,2.3791642,2.6439576,2.6917152,2.3904777,1.9359246,1.044126,0.7388217,0.62777346,0.7031639,0.84472895,0.99001235,1.2341061,1.3466747,1.6159937,2.340979,2.8222823,3.3237495,3.4888215,3.3761845,3.4640446,3.515179,3.396968,2.8397331,2.2325454,1.3755605,0.9190239,0.44902134,0.37038803,0.5288239,0.6692923,0.56489444,0.3540265,0.24140674,0.18997225,0.13583833,0.13004723,0.13679674,0.1358028,0.13578406
-0.7444085,-0.6406545,-0.53675723,-0.1315903,0.11095762,0.10919064,-0.09374499,-0.18417147,-0.23722374,-0.74700785,-0.34175253,-0.063178346,0.019700333,-0.06916456,-0.05033627,0.15332803,0.45220864,0.91545284,2.3973176,2.9429245,3.0434926,2.929914,2.8890657,2.8823137,2.8082008,2.7096977,2.6047533,2.405657,2.1038065,1.6668003,0.7221457,-0.13070725,-0.48750478,-0.229204,0.44285905,1.2111605,2.0559149,2.7188067,2.980864,3.0493734,3.0606227,2.7964482,2.3690615,1.260582,-0.42845932,-2.1815155,-2.2131054,-2.1324677,-2.002567,-1.8280861,-1.5627656,-1.3126162,-0.53580725,-0.10435343,0.06519531,0.25082955,0.3564228,0.41223997,0.49586296,0.6033093,0.73634005,0.6721666,0.44976664,0.1801464,0.04113047,-0.18415068,-0.5382836,-0.9325594,-1.608577,-2.0943036,-1.9664421,-0.86127543,0.81581795,1.8615973,2.1653771,2.052112,1.8269321,1.2933232,0.67067975,-0.072833516,-1.2191013,-1.9976598,-2.059361,-2.0035806,-1.8761559,-1.6767039,-1.2250872,-0.691027,-0.37559593,-0.1830266,0.037814632,-0.26528376,-0.55266696,-0.7882265,-0.35607928,0.21048564,0.6777748,1.2244004,1.5527731,1.844033,2.0280998,2.0521011,1.9816444,2.0006316,2.0726995,2.2252479,2.3467407,2.0952053,1.4083015,0.54544103,0.20831272,0.6109433,1.1164844,1.4600649,1.5716271,1.3524374,1.1124882,0.85557187,0.5064752,0.36717206,0.25351337,0.23421682,0.08961518,-0.07198618,-0.3302702,-0.40876234,-0.35970116,-0.23940857,-0.11744983,-0.12821215,-0.2733085,-0.63678753,-0.9277395,-0.7187984,-1.1940871,-1.4787036,-1.2961112,-1.2349676,-1.2445374,-1.1531674,-1.1413252,-1.3354876,-1.1509346,-1.335985,-1.3355072,-1.3354937
-2.988301,-2.958862,-2.956625,-3.0683007,-3.2313833,-3.3501236,-3.4320264,-3.4233923,-3.51991,-3.730864,-4.064327,-4.217347,-4.247275,-4.1439996,-4.052339,-4.0860505,-4.1668954,-4.2744913,-4.2709208,-3.7432544,-2.6472893,-1.4781115,-0.5539076,-0.0684832,0.1666024,0.3124795,0.3921824,0.4686492,0.44689167,0.36416176,0.10474461,-0.36497122,-0.58610857,-0.5759214,-0.4395594,-0.14086458,0.23878156,0.5947981,0.70118916,0.514,0.196758,-0.53292894,-2.1814451,-3.647989,-3.8636353,-3.2621202,-3.075867,-3.0150099,-3.0059428,-3.0299268,-2.9196267,-2.5818086,-1.9610704,-0.48027003,0.6231032,1.0662653,1.3046778,1.3902369,1.376261,1.338264,1.1650305,0.61276895,0.058896348,-0.996963,-2.3293822,-2.8259695,-3.3393548,-3.7683454,-3.947304,-3.6376526,-3.2288218,-2.5299554,-1.6555934,-1.0794259,-0.754948,-0.8204379,-0.9794407,-1.3669429,-1.9460685,-2.6284766,-3.2770085,-3.177662,-2.95618,-2.7835033,-2.629568,-2.543685,-2.5101523,-2.5773616,-2.542028,-2.4139938,-2.1703231,-2.0849907,-1.9230653,-1.9160309,-1.7245182,-1.4306419,-1.1546346,-0.9748301,-0.77453107,-0.60124356,-0.5245265,-0.5029081,-0.47531384,-0.46962148,-0.5225304,-0.59849006,-0.65479785,-0.99582326,-2.0272324,-2.7672403,-3.3101745,-3.6400843,-3.5479884,-3.2460136,-2.693175,-2.392879,-2.2568855,-2.187287,-2.2180493,-2.446933,-2.7090313,-2.712059,-2.5187986,-1.9248037,-1.3817894,-1.3309112,-1.3507667,-1.472208,-1.6839142,-1.8988032,-2.0755134,-2.1680646,-2.275947,-2.3273134,-2.326263,-2.3520427,-2.3140597,-2.2464118,-2.0682778,-2.0876741,-2.0097494,-3.1976418,-1.9942435,-3.1973014,-3.197617,-3.1976216
