0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185
9.428864,9.752628,9.489691,9.352406,10.848455,10.866892,10.811529,10.631787,9.862526,9.214482,7.976799,6.5275707,5.7348795,5.0693245,5.3858967,5.3213315,4.9965305,4.840299,4.515057,4.288453,4.3140125,3.2388139,2.3893337,1.1325779,0.75188744,0.2561524,-0.9623902,-0.8650553,-0.081412375,0.32944945,0.7811792,1.3325757,1.6416615,1.9245276,2.3146996,3.040133,3.331675,3.6393542,4.618394,5.0467105,5.273732,5.5912232,5.5117455,5.355426,5.3296824,5.317107,5.412582,5.612544,5.9323983,5.774021,5.1139517,4.703573,3.5956426,2.8707967,1.3841975,0.8924084,0.873747,0.72390336,0.307347,0.48426446,0.5695259,0.029678755,-0.5486753,-0.8849964,-1.0631512,-1.1273313,-1.1514506,-1.1677036,-1.0788486,-1.0773671,-1.0001969,-0.8182347,-0.65861446,-0.5651183,-0.40044785,-0.102250874,0.13925877,0.2704461,0.5939561,1.1539977,2.0452228,2.879611,4.0708385,5.319743,5.661572,5.715036,5.8459673,5.174142,4.7211475,3.6374922,3.316492,3.3007302,2.9783864,2.2543879,1.2345054,0.48315,0.104068875,-0.043094277,-0.26989412,-0.4504834,-0.31076843,0.12568617,0.8329138,2.047464,3.2353222,4.1309576,4.8656487,4.8210115,3.872536,3.3715696,2.9354897,2.267505,1.9325927,1.7994347,1.3946517,0.54632735,-0.03757572,-0.29137963,-0.3495494,-0.3512337,-0.14592779,0.19159046,0.54391396,0.7827762,0.7356012,0.5697342,0.31426716,0.2912398,0.5838445,1.4238212,2.4545457,2.523789,1.9861588,1.4932268,0.53614855,0.4085025,1.6715639,3.389803,4.7210636,5.929415,6.97618,6.498134,5.0693073,5.0217953,4.6373086,3.3332176,1.4363413,0.5194119,-0.1585327,-0.22918035,-0.15233247,-0.10569291,-0.12759204,-0.17049494,-0.0671272,0.20669001,0.5510708,0.75439405,0.95130956,1.269928,1.8357991,2.6972954,3.3403854,3.800848,4.2391644,4.798318,5.1960382,5.530965,5.775832,5.9578977,6.0872955,6.1805625,6.2756376,6.4948874,6.6113596,6.6506133,6.6933613,6.8028755,6.909799,7.0117493,7.4660006,8.188829,8.901037,9.848797,9.34772,9.352251
-1.1167799,-1.0594496,-1.1318138,-1.0717423,-1.4153035,-1.4596733,-1.390542,-1.2315056,-1.1951004,-1.21354,-1.328155,-1.4423897,-1.4710147,-1.6057001,-1.5624747,-1.5091457,-1.4351635,-1.3788645,-1.3630877,-1.4084595,-1.4612199,-1.3413719,-1.2750833,-1.0455759,-0.9432114,-0.76494956,-0.5451202,-0.3558382,-0.13692072,0.14833209,0.52946246,1.0677538,1.3552684,1.4249313,1.2915444,0.62300974,0.23576856,-0.046038225,-0.7723512,-0.8700609,-0.9914888,-1.0950084,-0.9736092,-0.82821405,-0.7745838,-0.70871973,-0.87043095,-0.8152033,-0.6946237,-0.42754647,-0.107421815,-0.02723068,0.24003726,0.6371575,0.6787788,0.8239932,0.643945,-0.2787817,-1.1269138,-1.5128533,-2.0747528,-2.322231,-2.310696,-2.2386518,-2.169642,-2.0983295,-2.0127761,-1.8452944,-1.7650797,-1.652509,-1.4694698,-1.2675743,-1.0498008,-0.9864892,-0.96379,-1.023076,-1.0216746,-0.9607201,-1.0826199,-1.0121989,-1.1810321,-1.4086945,-1.9753301,-2.2389905,-2.4821312,-2.8650122,-3.221191,-3.1201093,-3.2146392,-3.0535967,-2.935978,-2.6081488,-2.3638575,-2.1814775,-1.8409847,-1.5590696,-1.3374686,-1.1601218,-0.99286175,-0.7502501,-0.65123117,-0.9489404,-1.2975631,-1.8501391,-2.2204967,-2.1920707,-1.9545174,-1.6244168,-1.4386562,-1.4454433,-1.5266666,-1.7361014,-1.9839611,-1.9442267,-1.859944,-1.8236675,-1.9557495,-2.1256163,-2.2619774,-2.295793,-2.1908221,-2.0398188,-1.9203693,-1.6438634,-1.5882545,-1.9051291,-2.327589,-2.5526447,-2.1808972,-1.8054297,-1.0174639,-0.48882335,-0.43201745,-0.9812521,-1.7153132,-2.1385894,-2.375461,-2.7324991,-3.3768692,-3.8749332,-3.898777,-3.8395748,-3.8067722,-3.8387804,-3.7828813,-3.6865273,-3.5946264,-3.9389234,-3.7321367,-3.2077703,-2.6898723,-2.3537464,-2.2258186,-2.1152527,-1.9660727,-1.8865932,-1.8388011,-1.7248924,-1.6294506,-1.5219393,-1.4097221,-1.2725587,-1.1156799,-1.204839,-1.2890162,-1.454745,-1.6052225,-1.8559268,-2.1665223,-2.3837667,-2.4593487,-2.5884027,-2.679453,-2.6275349,-2.6524787,-2.672399,-2.6955242,-2.7345953,-2.7922034,-2.7497158,-2.7810726,-2.585421,-2.5774632,-2.466618,-1.0743563,-1.0716658
-0.2030572,0.55983514,-0.090274304,-0.36179942,2.2699137,2.2861073,2.5127182,2.3923233,2.4881024,2.5633276,2.6034946,2.5822628,2.2023473,2.1750045,2.5109758,2.6410093,2.6565733,2.611192,2.5562544,2.4667568,2.453251,2.2572389,2.072135,1.68379,1.5895844,1.2891424,0.627099,0.6838245,0.31734705,-0.647783,-1.1522199,-1.8275459,-2.078619,-2.124546,-2.1201959,-2.0783997,-1.9635141,-1.9172821,-1.9174818,-1.968045,-1.9589859,-1.8955034,-1.8514144,-1.9193048,-1.9814652,-1.9640803,-1.9567008,-1.9057028,-1.7861943,-1.6518828,-1.5510819,-1.5261977,-1.7016819,-2.0130606,-2.4489949,-2.8152623,-2.8424346,-2.7038143,-2.527,-2.531859,-2.5159676,-2.5786972,-2.7187624,-2.9807732,-3.1574364,-3.1875846,-3.2832558,-3.365141,-3.3606675,-3.3567965,-3.3500485,-3.3510787,-3.3066025,-3.347898,-3.377572,-3.3704343,-3.3075252,-3.17631,-3.0271437,-2.8149786,-2.6018906,-2.3835702,-2.019599,-1.5716964,-2.089604,-2.072621,-1.8937778,-2.2285728,-2.3669229,-2.9370275,-3.2767057,-3.7639217,-3.9658132,-4.0079803,-3.9466991,-3.8748155,-3.8531013,-3.7983546,-3.646933,-2.9713976,-2.1258726,-1.7402401,-1.3567613,-0.45356002,0.19860876,-0.031050801,-0.32190576,-0.7249143,-1.2158022,-1.6368276,-2.1121979,-2.6651359,-3.0991998,-3.0745523,-2.624264,-2.22761,-2.0785258,-2.0472915,-2.0765057,-2.149435,-2.2640371,-2.2304015,-2.039135,-1.8571264,-1.943702,-1.9908093,-1.913182,-2.2113633,-1.9975452,-1.8706672,-1.971138,-1.9387443,-1.2199372,-0.5906077,-0.9452089,-1.9570863,-2.290558,-2.0870173,-1.9678643,-1.6180978,-1.1015102,-0.8219955,-0.7853525,-0.8879967,-1.1067406,-1.1991572,-1.45009,-1.7972639,-2.7272985,-3.6570013,-3.858934,-3.8587844,-3.8329883,-3.835188,-3.8606024,-3.8769658,-3.9002087,-3.8926148,-3.8783975,-3.8085532,-3.7405288,-3.5968068,-3.2405431,-2.7625923,-2.1009967,-1.3376657,-0.8951628,-0.68601066,-0.5774072,-0.6387781,-0.7158639,-0.9158124,-1.0225489,-0.9916587,-0.9444348,-1.1677059,-1.3137466,-1.3251905,-1.3500371,-1.3949199,-1.4406896,-1.2839843,-1.241642,-1.2358476,-0.3646872,-0.36225653
0.07924658,-0.268875,0.02393949,0.111750156,-2.457888,-2.4423277,-2.2848575,-2.0930152,-2.0230546,-2.0645754,-2.156496,-2.1035192,-2.0233793,-2.1761007,-2.260155,-2.4533918,-2.4839897,-2.420825,-2.3820338,-2.3722286,-2.375885,-2.3123984,-2.28901,-2.2316012,-2.255857,-2.1424484,-2.0837212,-1.5377123,-1.2438726,-1.5712347,-1.7882378,-1.9944923,-2.0996566,-2.1377456,-2.1732345,-2.3611083,-2.42448,-2.4640863,-2.6661062,-2.788671,-2.8725152,-2.9567175,-2.9602456,-2.9213524,-2.9181275,-2.8810704,-2.9469051,-2.9278407,-2.7889066,-2.5268278,-2.0350256,-1.8864852,-1.5580349,-1.6614605,-1.6651084,-1.4693034,-1.3808048,-1.1554378,-0.87681973,-0.69553655,-0.3861325,-0.38554448,-0.59031963,-0.9385625,-1.1306102,-1.1287833,-1.1290431,-1.0334771,-0.91637737,-0.7662588,-0.5102464,-0.229428,0.16333184,0.35296294,0.40758398,0.51825523,0.82339734,1.087286,1.0354922,1.3490951,1.3994639,1.1116946,0.5013916,0.19020782,0.33777755,-0.23145294,-0.8264404,-0.20669815,-0.27234337,0.08730677,0.27082524,0.47957644,0.3355886,-0.012239516,-0.15995291,-0.1998329,-0.21563236,-0.24484289,-0.22260925,-0.18696238,-0.27344584,-0.5729402,-0.80066144,-1.5365258,-2.11817,-2.0628748,-1.5709734,-1.2715809,-1.1832588,-1.3258562,-1.4799595,-1.8137848,-2.321474,-2.4638443,-2.3191051,-2.0726695,-1.9085801,-1.9494059,-2.0321856,-2.0730433,-2.1106384,-2.138703,-1.9111826,-1.1935221,-0.59788626,-0.3528546,-0.7489641,-1.3734764,-1.1385744,-0.69991004,-0.2640126,0.41508573,0.74581146,0.4547649,-0.09589186,-1.0888853,-1.6530569,-1.3065127,-0.75169593,-0.5006076,-0.5960586,-1.1326005,-1.4817135,-1.7117108,-1.8837364,-1.8192798,-1.6565002,-2.1306171,-1.9087281,-1.5621969,-1.5312362,-1.4467528,-1.3729124,-1.2942822,-1.156211,-1.0985157,-1.0802294,-0.97434616,-0.7925871,-0.51046443,-0.18791547,0.17773156,0.5840876,0.6110701,0.61387336,0.5094797,0.43157345,0.29687038,0.011651553,-0.40983146,-0.46082237,-0.7613073,-0.70003307,-0.521152,-0.5857737,-0.6683043,-0.8104796,-1.0413702,-1.2423362,-1.1554991,-1.3633213,-1.2216576,-1.2910234,-1.3173993,0.12115282,0.11191487
0.69882596,0.9510138,0.7326844,0.6450629,1.3360415,1.327075,1.0993321,0.8937737,0.6895631,0.6710315,0.58272827,0.21350037,-0.32880348,-0.82455003,-0.7893366,-0.77456367,-0.7535395,-0.7445893,-0.7802542,-0.73533916,-0.78746927,-1.1653949,-1.4497151,-1.6338673,-1.5487018,-1.4906209,-1.1389127,-1.3975358,-1.5599184,-1.1252358,-0.84891707,-0.4466889,-0.2750491,-0.24547343,-0.28396443,-0.5760484,-0.81059015,-0.9154539,-1.1880896,-1.3638136,-1.5108373,-1.4402856,-1.3910626,-1.3465291,-1.2569057,-1.2290756,-0.93006665,-0.9529512,-0.92914104,-0.8737693,-0.82268924,-0.73188853,-0.7492531,-0.65603876,-0.21650775,-0.06221208,-0.4907435,-1.138279,-1.0091698,-0.66540384,-0.011017606,0.82141566,1.4607229,1.7673563,1.8634334,1.8376527,1.8266287,1.7177986,1.5949051,1.5187689,1.348218,1.1875441,0.94914573,0.9476464,0.941906,0.856428,0.6130738,0.30617952,-0.011872791,-0.4217553,-0.80685425,-1.1520385,-1.4681258,-1.4998577,-1.7982547,-1.8892933,-1.8878618,-1.9772453,-1.886983,-1.7580607,-1.6032162,-1.3270984,-0.85048276,-0.33710656,0.11403866,0.2936228,0.29775408,0.28503087,0.112155095,-0.3794118,-0.95173895,-1.3334678,-1.9532415,-2.61513,-2.7752368,-2.668799,-2.6699672,-2.2087948,-1.7835133,-1.6883616,-1.5503573,-1.327692,-0.8810736,-0.23950559,0.34965846,0.8822925,1.5944313,2.0242066,2.3301039,2.51817,2.7014184,2.6013837,2.0383263,0.90563846,0.37526092,0.194059,0.34619376,0.95308435,0.40324944,-0.524763,-1.1124144,-1.120081,-1.1885538,-1.0245318,-0.09740764,0.4583271,0.3560419,-0.19841246,-1.0725436,-1.2615654,-0.93397224,-0.72108316,-0.3257446,-0.07385102,-0.15703712,-1.0931431,-1.7525867,-1.3317859,-0.9888344,-0.23480164,0.22230162,0.3753834,0.36905298,0.36663088,0.28881434,0.25558108,0.22097917,0.16255607,0.06893954,-0.10091148,-0.34061232,-0.47434586,-0.6326962,-0.91593033,-1.3178025,-1.6720359,-1.7547057,-1.8792452,-1.981607,-1.8576367,-1.8440838,-1.8408004,-1.8739094,-2.009638,-2.06399,-2.0011904,-1.9669394,-1.986018,-1.9732893,-1.9514701,-1.9536171,-1.9323936,-1.5472231,-1.0032165,0.64301354,0.64501613
-0.370084,-0.4103288,-0.36435157,-0.40402564,-1.3837271,-1.3202248,-1.3379936,-1.1814353,-0.911747,-0.98257816,-1.0314014,-0.8387637,-0.5766051,-0.5350591,-0.68628323,-1.0764638,-1.134026,-1.1311138,-1.1302044,-1.1028309,-1.1226237,-1.0173002,-0.8415334,-0.30669093,-0.12087698,0.4856847,1.0821072,0.51987123,0.04521789,-0.016894676,-0.07022614,-0.24233022,-0.46626195,-0.74394226,-1.0776545,-1.486212,-1.5415585,-1.5194559,-1.5479002,-1.5652189,-1.5865517,-1.4929204,-1.2484517,-1.0642275,-1.1174701,-1.0790737,-1.0735862,-1.0538778,-1.0356297,-0.8533374,-0.44293606,-0.36465746,-0.11519779,-0.06254119,0.1919776,0.008081511,0.16834188,0.31230715,0.5399151,0.36954492,-0.44433242,-1.3064818,-1.8086181,-1.8371153,-1.73196,-1.697012,-1.4336213,-1.1805394,-1.1315526,-0.9550067,-0.8515498,-0.861436,-0.89473593,-0.7926816,-0.814213,-0.87476325,-0.8964224,-0.96176445,-1.1610496,-1.3823376,-1.5556569,-1.7928212,-1.3685248,-1.5624988,-1.0939747,-0.44737673,-0.22744122,0.047605142,0.27673408,0.6141534,0.92673045,1.0870162,0.9863154,0.7405572,0.4556569,0.35663584,0.39657593,0.22430396,-0.002981633,-0.54808074,-1.043354,-1.4108087,-1.7079866,-2.32563,-2.9638972,-3.2656913,-3.6834297,-3.5995305,-2.9653068,-2.5186505,-1.9740452,-1.1867263,-0.75597036,-0.874738,-0.93802094,-0.95539594,-0.7575968,-0.5696581,-0.4005204,-0.23381037,0.07018396,0.22724521,0.31977296,0.47424862,0.45782703,0.6068933,0.48748815,0.18295607,-0.06550108,0.28189355,0.47265938,-0.14991842,-0.638398,-0.52632755,-0.5266013,-0.7970942,-1.2803502,-2.4485626,-3.0855403,-3.6500607,-4.0619903,-3.8688016,-3.194439,-2.9125872,-2.4238002,-0.9292331,1.3519973,1.7770835,1.5815377,1.3221704,1.2465866,1.3026534,1.2387584,1.2367779,1.1848774,1.0205598,0.9024626,0.790884,0.7351379,0.590768,0.3160623,-0.09099418,-0.5459194,-0.9604183,-1.1204472,-1.1490695,-1.085146,-0.90603125,-0.6002822,-0.29674312,0.3518313,1.1821173,1.5421767,1.5276535,1.6976665,1.8656248,1.9716365,1.9974942,2.0108905,1.9470899,1.7923795,1.170105,0.5589585,-0.55214334,-0.39902207,-0.4040771
-2.0365396,-2.4804554,-2.1363664,-1.9113054,-2.2488189,-2.3202615,-2.4988246,-2.6117086,-2.7533581,-2.7203732,-2.4039683,-1.9377544,-1.704448,-1.4935448,-1.6630274,-1.8613305,-1.8430455,-1.8176928,-1.7636178,-1.7238387,-1.6976705,-1.4442797,-1.3857284,-1.3385478,-1.3061411,-1.034533,-0.2568146,-0.46960837,-0.97553045,-0.9319353,-1.011997,-1.1247972,-1.2974534,-1.5444276,-1.8191298,-2.059311,-2.1339245,-2.1698942,-2.510077,-2.594112,-2.4990404,-2.397223,-2.1308384,-1.9762324,-1.9810169,-2.0014565,-2.2278185,-2.1399546,-2.030973,-1.944629,-1.9950554,-2.0661054,-1.8883797,-1.6371676,-0.7389685,0.4236804,1.3381785,3.1595373,3.8853524,4.569954,6.0647807,7.6308413,8.608984,9.087771,9.273638,9.330438,9.456603,9.559478,9.564405,9.59971,9.637511,9.624077,9.552935,9.509113,9.434731,9.332236,9.215923,9.191778,9.105683,8.974916,8.794563,8.667873,8.197661,7.7352023,7.389784,6.9363666,6.6723433,6.9406977,7.064604,7.314267,7.402034,7.5807095,7.8018,8.095391,8.367286,8.439119,8.392097,8.304089,8.18696,7.7376804,7.2055397,6.8411994,6.2687154,4.961624,2.1187599,0.38532102,-0.8245679,-1.7666202,-2.0369465,-1.8423738,-1.3496284,-0.5831913,0.15303144,0.46979564,0.46555436,0.3488678,0.20487593,0.18651202,0.11976918,0.061249375,-0.15732586,-0.5420582,-0.94174933,-1.3947158,-1.5561203,-1.5160561,-1.3815069,-1.4336301,-1.6703796,-1.6894094,-1.3249211,-1.5688801,-2.067586,-2.1713357,-1.8202534,-1.4987555,-1.6357051,-2.0347319,-1.9828405,-2.0175805,-2.1321492,-2.1696007,-1.8066572,-1.7042339,-0.8279005,1.8677299,6.372425,8.494891,9.073668,9.202616,9.299926,9.370972,9.362159,9.362276,9.354984,9.391182,9.386336,9.446962,9.476418,9.529992,9.430008,9.116482,8.712596,8.272137,7.801507,6.728281,5.4805455,3.596703,0.9119764,-0.71919584,-0.9909206,-1.4221985,-1.4623387,-1.2881415,-1.4741728,-1.6161417,-1.5401328,-1.3848422,-1.594461,-1.7351983,-1.734133,-2.104462,-2.4249458,-2.6696143,-1.9276532,-1.9110674
-0.16784221,-0.44071054,-0.21807402,-0.116977274,-1.7244923,-1.6892381,-1.6380013,-1.5910244,-1.7201419,-1.7634876,-1.7447906,-1.6344187,-1.3811378,-1.4348195,-1.4995974,-1.5526403,-1.516164,-1.4710648,-1.477931,-1.544262,-1.6227201,-1.5316746,-1.4178478,-1.0920049,-0.82244015,-0.40857843,-0.19408035,-0.033657774,-0.021526769,-0.14089471,-0.16600034,-0.1433532,-0.13596982,-0.2183345,-0.35941973,-0.48077857,-0.48222,-0.5394095,-0.23765227,0.17179364,0.3212012,0.49914116,0.6735998,0.92491716,1.1190755,1.1484388,0.90822715,0.8612909,0.7226278,0.7504973,0.301126,-0.17506963,-0.42457765,-0.6447853,-1.1241236,-0.91197395,-0.55620754,0.037530415,0.21673685,0.20779918,-0.04018511,-0.12284796,0.06594457,0.1154902,0.13923045,0.2536346,0.35073814,0.62843037,0.78192735,0.9890536,1.2613158,1.4752691,1.7255387,1.8437519,1.8432868,1.704715,1.694817,1.6867218,1.4977903,1.4415879,1.1275584,0.80401987,0.19917345,-0.33523482,-0.49178165,-0.96174145,-1.430856,-0.9548187,-0.8576118,-0.18705562,0.036111996,0.4107885,0.55348134,0.6244559,0.7780632,0.9126141,1.0151985,1.0824063,1.1466718,1.0403105,0.6435411,0.15219912,-0.107622504,-0.7630653,-1.0722497,-0.6457056,-0.110755384,0.011583865,-0.017172307,-0.025481254,0.008614033,-0.021509573,-0.30723917,-0.2957313,-0.33816272,-0.20374112,-0.12613319,-0.10004978,0.04639557,0.3133937,1.0662541,2.1549683,3.6131136,5.065413,5.238671,3.7850113,1.7449487,0.65110165,1.4651102,1.9307206,1.9847162,1.7870114,1.5057077,0.97499275,0.3139033,0.33485675,0.41495925,0.56098574,0.0148938,-0.4999235,-0.7853769,-0.9838139,-0.84022725,-0.840381,-0.6334927,-0.13643023,0.14046152,-0.35426703,-0.15085365,0.007408023,0.07709041,0.0962421,0.1512039,0.21629891,0.31357577,0.29255465,0.21831541,0.20325215,0.23663324,0.24464214,0.16747913,-0.0068498403,-0.18468356,-0.6156378,-1.0525116,-1.253658,-1.2210485,-1.0940335,-1.1831738,-1.3497369,-1.3593316,-1.3545892,-1.2149963,-1.1144707,-1.0377381,-0.76584435,-0.6362275,-0.7302792,-0.7413836,-0.62492055,-0.7246723,-0.68727624,-0.9531869,-1.2453502,-0.12033254,-0.11685392
-2.8662224,-2.9384096,-2.8574262,-2.8956509,-2.176588,-2.237486,-2.3165312,-2.33313,-2.5364814,-2.4512403,-2.2071915,-1.9822297,-1.9487886,-1.8572302,-2.0790334,-2.2698174,-2.3118453,-2.3144252,-2.2955406,-2.2644207,-2.3566296,-2.185585,-2.1344447,-1.8122227,-1.5410396,-1.0209143,0.27097833,1.0167279,1.7739122,2.4744787,2.4967098,2.226531,1.8905504,1.4362193,1.0498426,0.44344026,0.1363787,0.0023334026,-0.3866651,-0.43327227,-0.48826057,-0.48614776,-0.2956501,-0.1222606,0.00214082,0.014656961,-0.13175839,-0.15889588,-0.26889437,-0.51104987,-0.8801569,-1.0970954,-1.0479499,-0.5795882,-0.04810399,0.4733388,0.5458354,0.32657394,-0.09968127,-0.2775595,-0.3943688,0.046556786,0.53911996,0.88598883,1.0946739,1.1380103,1.1964893,1.2774649,1.2501173,1.1593344,1.1226346,1.008226,0.79803365,0.8117963,0.8834255,0.8550632,0.6894128,0.5125444,0.38727283,0.0883343,-0.07686095,0.09823493,-0.027899176,-0.6046978,-0.8175474,-0.43968397,-0.5709584,-0.5391378,-0.22028874,0.4660539,0.8117214,1.3749171,1.737025,2.1250558,2.4422884,2.6661265,2.8798819,3.0549836,2.9882464,2.6133957,2.179377,1.9756306,1.665164,0.68460345,-0.21202679,-0.6579476,-1.1577857,-1.5255351,-1.4910103,-1.0628699,-0.7038595,-0.3027889,-0.24016078,-0.53645885,-1.0993619,-1.3617067,-1.5759549,-1.8005459,-2.0226438,-2.175636,-2.3683844,-2.5036445,-2.4165177,-2.3711023,-2.1639953,-2.040953,-2.027183,-1.6933036,-1.8429132,-2.1493974,-2.0721734,-1.4483099,-0.861976,-0.49521497,-0.09851456,0.42105505,0.638497,0.10998287,-0.29343075,-1.0979809,-1.6631202,-1.9371779,-2.0125365,-1.933,-1.7675622,-1.4355981,-0.75783914,-0.09731457,0.62959135,1.3947093,1.8275026,2.064931,2.2126935,2.2964892,2.418962,2.5354183,2.5959928,2.6707692,2.6433094,2.4307485,2.2669704,1.9743905,1.5093589,0.8472705,0.28979093,-0.14037815,-0.605548,-1.225595,-1.6786802,-1.7840605,-1.744726,-1.668074,-1.6645784,-1.6633736,-1.7386789,-1.735127,-1.7551231,-1.7631552,-1.7478007,-1.7646714,-1.802309,-2.0503976,-2.2759929,-2.3425808,-2.8940487,-2.8956838
-3.1430674,-3.196693,-3.1499305,-3.0858767,-2.3619866,-2.2888317,-2.3125842,-2.3007905,-2.030699,-1.9491763,-1.9562389,-1.9106055,-1.922329,-1.8297417,-1.7769134,-1.7644105,-1.7051938,-1.7048234,-1.6830746,-1.7148805,-1.6985319,-1.6348861,-1.6253905,-1.6883872,-1.8171043,-1.9765642,-2.1657453,-2.8323336,-3.2358506,-3.2848678,-3.3214931,-3.2108793,-3.1368473,-3.1045723,-3.1640573,-3.4066176,-3.5110478,-3.6185858,-3.828333,-3.8984876,-3.8912706,-3.7468877,-3.506641,-3.382628,-3.3506196,-3.3368063,-3.324089,-3.2346747,-3.0590277,-2.8841686,-2.8601828,-2.7950113,-2.6648545,-2.4524107,-1.9052258,-1.7525676,-1.4140157,-1.1022615,-0.8783941,-0.77773035,-0.17426884,0.44065315,1.1034051,1.567923,1.7522526,1.7920607,1.827064,1.7282927,1.6767199,1.6419293,1.4400454,1.2584499,1.0675554,0.9413996,0.8334654,0.707386,0.60120916,0.47796637,0.22465494,0.015017644,-0.31205514,-0.76696366,-1.4580207,-1.884871,-1.8904042,-2.04108,-1.9744408,-1.8848493,-1.7929822,-1.7611027,-1.7732984,-1.7642231,-1.4894855,-1.0234542,-0.56624836,-0.4103465,-0.4673799,-0.6053268,-0.7852472,-1.2272909,-1.5664378,-1.8223361,-2.3557203,-3.1399255,-3.9914842,-4.347872,-4.632272,-4.34138,-3.298438,-2.2071004,-1.2803817,0.27274078,2.8356624,5.1465173,7.2318125,8.780902,9.672783,10.112546,10.325637,10.389293,10.227482,9.530802,7.9326315,5.1555357,2.612898,1.7672462,1.7882323,1.3168743,0.14098313,-1.3694558,-2.3230784,-2.6289682,-2.7419467,-2.5902143,-1.8944575,-1.427707,-1.6879549,-2.7159364,-4.020465,-4.5577965,-4.3679333,-4.015959,-3.5508199,-3.479855,-3.4435925,-3.335887,-2.9786663,-2.349877,-1.1949329,-0.087928504,0.36120966,0.50357175,0.48677823,0.49676418,0.44276518,0.39424747,0.3411246,0.2941262,0.26442942,0.27125013,0.10183342,-0.16510232,-0.46169972,-0.7292186,-1.1439137,-1.9443929,-2.5343864,-3.120743,-3.6550136,-3.769567,-3.773394,-3.7759368,-3.794018,-3.8081832,-3.7751489,-3.6983721,-3.5887237,-3.4904447,-3.4309678,-3.4354033,-3.3228374,-3.3822103,-3.1279068,-3.0099812,-3.0908737,-3.085821
