0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142
12.723509,12.683062,12.73926,12.492287,10.900946,11.21369,10.727652,9.717638,8.132975,4.1476564,2.7454138,1.8776215,1.1827798,0.44619334,0.9109598,1.0110273,1.4358758,2.1142933,2.2863748,2.332498,2.1880608,1.619739,0.88699794,0.26489034,-0.47705987,-0.40789348,-0.3143286,-0.33249295,-0.41636243,-0.51140594,-0.56647587,-0.64829147,-0.7252471,-0.8210875,-1.0712957,-0.9847479,-0.73149234,-0.63152003,-0.620488,-0.3195736,-0.116162,0.08005607,0.2937725,0.41752723,0.63739574,1.2065485,2.2337446,3.2183454,3.6841948,2.841589,2.2645214,1.4835387,0.9812093,0.3516103,-0.34327403,-0.7125373,-0.6427996,-0.22276065,0.8389549,2.3359642,4.2713203,5.870899,7.0752974,7.0727224,5.966898,4.5261097,2.6500123,1.629715,1.2081428,1.0743935,0.77693236,0.10134156,-0.3918118,-0.531413,-0.5787532,-0.58156824,-0.480354,-0.349123,0.21593624,0.89389193,1.6238632,1.8891327,1.619761,1.0061595,0.6486817,0.62233007,0.333459,0.3155451,0.78506935,1.5153266,2.155537,2.1353264,1.6449318,1.23896,1.073926,0.9788793,0.7756115,0.34255743,-0.0571535,-0.49027586,-0.7267339,-0.81080323,-0.9057319,-1.2293423,-1.4021676,-1.7059766,-1.819012,-1.7516798,-1.6559379,-1.5222406,-1.4629036,-1.3409961,-1.240135,-1.1944721,-1.2696086,-1.1469597,-0.5801014,-0.11888337,0.30894178,0.9119266,1.2211225,1.346086,1.463285,2.2740467,3.220131,3.453627,3.5753632,4.1071777,4.537226,5.881579,7.0560856,7.7410173,7.947566,8.3918705,8.7573,9.179322,9.501625,9.943249,10.898144,10.903829,10.905858,10.900514,10.900272
-3.0374227,-3.0704875,-3.016759,-3.0557163,-1.8682847,-2.9888346,-2.8793602,-2.7576694,-2.7568402,-2.5421247,-2.362666,-2.181192,-2.0743117,-2.1897507,-2.2385697,-2.0971277,-1.9761446,-1.8029715,-1.3423169,-0.75845027,-0.4383658,-0.30670416,-0.21668357,-0.5874069,-0.7399418,-0.5983277,-0.72467774,-0.77741843,-0.7704943,-0.77232516,-0.7681531,-0.8916291,-1.1463933,-1.2713624,-1.2215044,-0.79885185,-0.25106323,0.36967728,1.0330215,2.1118882,3.2753613,4.864382,6.7666054,8.366371,9.968706,11.031136,10.670067,9.853577,8.842095,8.25055,7.907777,7.1965523,6.1182785,4.8985405,3.9593287,3.3122556,2.330916,0.6099899,-0.9714434,-1.7635069,-1.9529535,-1.9513884,-2.0024948,-2.2010894,-2.3560905,-2.5243044,-2.5746284,-1.6073018,-1.1781771,-1.0861387,-0.41043705,0.3596211,0.40766308,0.17978399,-0.0087530725,-0.18087098,-0.3732313,-0.57432985,-0.72841513,-0.6617602,-0.67429477,-0.8806365,-1.2448149,-1.88377,-2.2706497,-2.295165,-2.206705,-2.0685008,-2.2350373,-2.0836105,-1.5864717,-0.90771496,-0.1917918,0.015110254,-0.14274083,-0.21498276,-0.1694392,-0.16379386,-0.3190893,-0.6107128,-0.9630587,-1.0989788,-1.0121047,-0.9491034,-0.9318967,-0.9138501,-0.835207,-0.7592459,-0.7140175,-0.6419993,-0.6528281,-0.6099789,-0.44427818,-0.3090764,0.027711006,0.21360825,0.09201512,-0.030353963,0.124472365,0.4295831,0.8400414,1.3761805,1.5103158,0.5768455,-0.6451886,-1.2171799,-1.5895317,-2.1978657,-2.4923472,-2.756476,-3.2242103,-3.378841,-3.4888625,-3.5433846,-3.5290945,-3.4809852,-3.5022275,-3.4728808,-3.4098704,-1.8753886,-1.8784384,-1.8698443,-1.8681285
-0.63464403,-0.5399579,-0.47378016,-0.6175844,-1.0349073,-0.65483207,-0.67230654,-0.6257206,-0.38350055,0.33158883,0.526815,0.38262448,-0.07859178,-1.218672,-1.939228,-2.2340555,-2.4071515,-2.5803225,-2.6983113,-2.4991155,-2.2016723,-1.8263624,-1.6526952,-1.7187774,-1.672363,-1.6097401,-1.8921123,-2.2133143,-2.3260474,-2.3653111,-2.4006941,-2.493245,-2.6139088,-2.5632615,-2.6548023,-2.5631773,-2.4313369,-2.3349967,-2.388082,-2.6745713,-2.7709355,-2.6685205,-2.4835987,-2.2028584,-1.895639,-1.752336,-1.7664523,-1.9441451,-2.3886135,-2.6783957,-2.7937179,-2.8823323,-2.929452,-2.9437718,-3.0636692,-2.902598,-2.1018534,-1.2140267,-0.4468733,0.29625764,0.44577467,0.32459858,0.29182038,0.12235931,-0.15997384,-0.52154255,-1.2954974,-2.1003008,-2.3172302,-2.2485323,-1.7993408,-1.7254544,-1.6742225,-1.6425843,-1.6207833,-1.6428385,-1.6820996,-1.7038827,-1.7853261,-1.7955045,-1.7313356,-1.7725482,-1.9149358,-1.9915528,-2.1764674,-2.499425,-2.95746,-3.1933355,-3.0010514,-2.7231383,-2.5936937,-2.4851017,-1.8384237,-0.8651367,-0.50134563,-0.40435702,-0.49425855,-0.8818416,-1.526952,-2.2756925,-2.797995,-3.0439663,-3.2652736,-3.4882746,-3.586275,-3.6194162,-3.5703554,-3.523219,-3.486049,-3.439979,-3.3843398,-3.3328047,-3.355812,-3.353723,-3.4384637,-3.4364724,-3.3116436,-3.291123,-3.2262287,-2.8514187,-2.4438596,-2.2069907,-2.1330512,-2.202045,-2.208341,-2.1105447,-2.0925412,-2.3512242,-2.3179557,-2.27944,-2.3007345,-2.3218062,-2.3819895,-2.5155513,-2.5545044,-2.4874215,-2.4853933,-2.548357,-2.5103757,-1.045069,-1.0495723,-1.037957,-1.0352226
-1.8481998,-1.8091412,-1.716397,-1.6695014,0.16015753,-0.90814245,-0.6804836,-0.3427159,0.059783645,0.66762245,1.1031781,1.6263187,1.8231709,1.7882514,1.5638822,2.759476,5.257519,7.3284435,9.248338,10.722961,11.539759,12.100182,12.538594,12.343186,10.070805,5.869422,1.6821551,0.34254315,-0.116505235,-0.28418946,-0.3927102,-0.63042796,-1.0071404,-0.95702946,-0.5488387,0.108100474,0.5759341,0.90568066,0.54565394,-0.36134318,-0.8832331,-1.193449,-1.3119655,-1.3239629,-1.427597,-1.2571249,-0.5952422,-0.5711073,-0.6633932,-0.747874,-0.86734307,-0.9266623,-1.009304,-1.1731472,-1.422953,-1.5600965,-1.3208647,-1.0620914,-1.2852185,-1.5089597,-2.019373,-2.5119028,-2.9415157,-3.4030635,-3.5278082,-3.2734287,-2.1879592,-0.56682193,0.06950566,0.35504505,0.97776115,1.215709,1.0266263,0.76274323,0.5821278,0.44337106,0.2611512,0.03865844,-0.22116694,-0.2577253,-0.5650597,-0.83253825,-0.7547246,-0.93313205,-1.5504689,-2.164255,-2.5531356,-2.5823216,-2.499402,-2.243514,-1.848055,-1.0125296,-0.2521909,-0.28644907,-0.6990922,-0.91874695,-1.0382819,-1.2455127,-1.6090012,-1.9879258,-2.275697,-2.4270015,-2.4260828,-2.316193,-2.2225773,-1.9675641,-1.5252507,-1.1707412,-0.88297695,-0.60069466,-0.46049345,-0.30322975,-0.105478995,0.1412883,0.7228732,1.4363432,2.1545784,2.2295554,2.744455,3.307528,3.3837547,3.1964495,2.6797018,1.1821582,-0.2784925,-0.9875418,-1.4618342,-2.1182952,-2.3586817,-2.3256714,-2.492908,-2.445341,-2.44021,-2.4148116,-2.3834233,-2.2788134,-2.2021034,-2.1274283,-2.1294901,0.15062581,0.14652547,0.15850098,0.16037962
2.308727,2.0941675,1.8632196,2.1302595,1.0459857,0.88427293,0.76131797,0.70715296,0.8803152,0.53247523,0.2174713,-0.084143355,-0.3982013,-0.2405483,0.26990774,0.20512491,-0.4733998,-1.1347839,-0.83420193,-0.36072913,-0.10285035,-0.011722356,-0.041336805,0.16106696,-0.09781946,0.47255266,0.8754925,0.94222087,0.81733453,0.68531936,0.5484817,0.45237306,0.58944833,0.57073486,0.4293728,-0.21819034,-0.6347949,-1.0104331,-1.0200984,-0.63692427,-0.29486576,-0.15017827,-0.27680254,-0.54854333,-0.98751026,-1.4762603,-1.4474605,-1.0382078,-0.17382681,0.5812398,1.1544194,1.8533539,2.6139781,3.2852626,3.9416904,3.9473097,2.9489143,0.90658295,-0.7265482,-1.4879144,-1.1680464,-0.6889351,-0.16932075,0.054287016,0.22639701,0.27084485,0.32514,0.2778614,0.38633657,0.7463714,1.1655668,1.1170784,1.125398,1.2527498,1.3232385,1.2896198,1.2258596,1.066793,0.66754144,0.20410949,-0.26325086,-0.3403551,0.06818646,1.155856,2.268668,3.1082072,3.6190593,3.1991448,1.4391695,-0.24498776,-1.0673648,-1.4904407,-2.0697527,-2.5806513,-2.7546055,-2.8804665,-2.9620552,-3.0063255,-2.7759166,-2.0466135,-1.389057,-0.6946895,0.03821802,0.3947267,0.6072353,0.7763119,1.0603385,1.2899224,1.4293399,1.5252168,1.579117,1.4833114,1.2769861,1.0299587,0.71366453,0.19736528,-0.6508211,-0.9208115,-1.2648149,-1.6672684,-1.4920273,-1.0297887,-0.65659237,-0.64843214,-1.0649085,-1.2711949,-1.0582318,-0.56209236,-0.6095489,-0.65264875,-0.50432515,-0.53538275,-0.4990036,-0.4538457,-0.3585255,-0.46484655,-0.46330678,-0.40440774,-0.14701542,1.0469308,1.0479243,1.0449504,1.0454012
-2.8522243,-2.8443947,-2.8844557,-2.8448248,-1.3813415,-2.4506414,-2.2520034,-1.6983032,-1.145603,-0.28051397,0.033318013,0.25060678,0.18513252,-0.39012888,-0.47249863,-0.4875905,-0.7263669,-0.78491616,-0.6166795,-0.2544369,0.1933873,0.46778512,0.9232061,1.2215004,0.86520785,1.0517299,1.0729898,0.9987328,1.120473,1.2583598,1.4101183,1.4454206,1.2237344,0.85360956,0.66997886,0.41194996,0.02682621,-0.35934934,-0.65140635,-0.71787274,-0.77281034,-0.8582906,-0.8935466,-0.9320967,-0.77996266,-0.73186904,-0.756842,-0.830421,-0.8306089,-0.9288453,-1.0966171,-1.3961358,-1.5442212,-1.5648775,-1.3893292,-1.6663678,-2.285483,-2.5436568,-2.974529,-3.4798584,-3.6229079,-3.5881882,-3.7914257,-3.869666,-3.5615225,-3.1400056,-2.2084017,-1.0869797,-0.6210494,-0.55804646,-0.7546302,-0.43987304,-0.047245592,0.0408307,0.05200702,0.05175507,0.05084285,0.041692615,-0.21869048,-0.59879136,-0.89837205,-0.8339751,-0.5570112,-0.25432128,-0.16230758,-0.16498107,-0.30933356,-0.7871419,-1.4242837,-1.5755665,-1.7890368,-1.9356854,-2.140222,-2.1991086,-2.081086,-1.9721646,-1.7441456,-1.1576854,-0.48627734,-0.43178374,-0.6545491,-0.9756743,-1.0190207,-0.58388996,-0.070951894,0.7425406,1.9050734,2.557652,2.9949489,3.4769535,3.862342,4.219557,4.4427533,4.5710845,4.4162154,4.146386,3.9312131,3.8062034,3.4040437,2.5367832,1.4588382,0.20984195,-0.6995399,-1.5885456,-2.2340255,-2.5713623,-2.5437164,-2.0942078,-1.9165618,-1.7994635,-1.6252804,-1.4959748,-1.4355439,-1.3749876,-1.4071356,-1.4559451,-1.5291595,-1.715744,-1.8887831,-1.3782688,-1.377563,-1.3795631,-1.38095
-2.5779905,-2.6159542,-2.6444054,-2.7274604,-2.051836,-2.8995228,-2.8929584,-2.794434,-2.5628529,-2.1900837,-2.099285,-1.9147913,-1.5371803,-0.7429248,-0.8034829,-1.2144171,-1.4122522,-1.3853121,-0.8806042,-0.6985568,-0.6410706,-0.6996919,-0.6830067,-0.91837186,-0.83009887,-0.70416003,-0.44332218,-0.33648604,-0.24167925,-0.19677553,-0.15978651,-0.07476253,0.16546373,0.33258143,-0.090854466,-0.34351715,-0.42915028,-0.32914174,-0.20064893,-0.0014091656,0.12752834,0.16800322,0.074027255,-0.13257256,-0.3694604,-0.49133033,-0.6123775,-0.81891507,-1.1014514,-1.1533707,-1.1212499,-0.79674166,-0.3249632,0.20960844,0.81218064,0.88464355,0.38495627,-0.14579326,-0.6977056,-1.693932,-2.2475839,-2.6127076,-2.7699118,-2.591862,-2.0732756,-1.5146288,-0.5792741,0.16667649,0.2808718,0.397324,0.3877039,0.47674483,0.6488868,0.746436,0.8579716,0.9556244,1.0620645,1.1450181,1.0668378,0.9722657,0.665162,0.706017,0.9370078,0.92628694,0.63634133,0.510098,0.31635937,-0.08096856,-0.70900726,-0.73787403,-0.5689442,-0.61441636,-1.1358509,-1.404413,-1.3985155,-1.2450738,-0.8807939,0.0410976,1.3481437,2.271216,2.5205424,2.4922757,2.3486476,2.5336778,2.6976266,2.7653923,2.6487463,2.4698021,2.3041255,2.1595798,2.0542698,2.0109127,2.0081832,1.7727263,1.5393717,1.2213457,0.58510417,0.2947483,0.121255465,-0.3439926,-0.6919576,-0.85768914,-1.0598776,-1.4029927,-1.7735395,-2.0779064,-2.1669488,-1.8212771,-1.6409018,-1.6418705,-1.7940067,-1.9818856,-1.9861155,-2.0577192,-2.1280794,-2.2749982,-2.3798568,-2.3869064,-2.3109777,-2.0497193,-2.0488782,-2.051261,-2.0518003
-1.4778657,-1.6221613,-1.6772844,-1.726125,0.5174415,-1.4231254,-1.1959141,-0.8812434,-0.3879962,0.7428109,1.2438987,1.8623688,2.2113132,1.6932638,1.2186197,1.4264109,1.3545763,0.85922444,0.7215364,0.89200103,0.8699738,0.57827336,0.78423613,0.67296815,1.009206,1.8581095,2.0428882,1.9917731,2.0882757,2.1758902,2.3252232,2.3012848,2.056145,2.2259011,2.940947,3.7544467,4.120914,3.8979955,2.736995,1.5462694,0.8358691,0.3510434,0.33204997,0.63405985,1.1241794,1.8634342,2.4096541,2.027646,1.3952225,1.0339373,0.8580807,0.6659,0.46213037,0.35898033,0.76101,1.1812193,1.1102476,0.58549166,-0.16378477,-0.68613315,-0.2770217,0.8374763,2.7132888,4.494664,6.200967,7.867156,10.492768,11.848013,11.913945,11.361149,9.660408,7.4905167,5.3116884,4.128835,3.3646512,2.720611,2.02978,1.3167282,0.93517053,1.113225,1.0049782,0.55132437,0.37033844,-0.23032793,-0.85442203,-0.910002,-0.56603503,0.028620929,0.14261001,0.13562845,0.38892594,1.1807009,1.6989754,1.0211878,0.36725175,0.058515012,0.112617314,0.3742135,0.68985665,0.7854261,0.5174331,0.32057396,0.19190255,0.13181812,0.18328959,0.42142668,0.7636352,0.9950055,1.2127692,1.5505067,1.7646109,2.1957035,2.9699156,3.9096346,5.225598,6.327036,7.42964,7.8155985,8.371718,9.171233,9.530714,9.3411045,8.022192,5.083978,2.416451,1.3839439,1.0284444,0.7647715,0.46750396,0.24147713,0.19519526,0.13646084,0.016917896,-0.0034532375,0.085393265,0.050715733,0.024127834,0.0991046,-0.11117606,0.5158487,0.51513016,0.51773083,0.5179274
-1.6096672,-1.7071831,-1.7560725,-1.8476315,-2.1150913,-1.7887892,-1.6785762,-1.5289656,-1.2434537,-0.75981104,-0.42700246,0.48978522,2.4003785,6.3904777,7.8551702,7.978359,7.0643697,5.5989046,4.068457,2.8068037,2.116431,1.6937274,1.9743139,3.4470267,8.651827,11.450143,12.24808,12.243416,12.203903,12.175776,12.072283,11.765463,10.862033,9.958489,8.807041,7.149051,5.7916255,4.5171666,3.6707678,3.1208634,2.6054473,2.006577,1.2409155,0.5230417,0.029888898,-0.37696877,-1.2182162,-1.455755,-1.5490267,-1.5707445,-1.5003257,-1.3776802,-1.2323803,-0.9125321,-0.48566455,-0.38887674,-0.52197146,-0.5246688,-0.9674005,-1.6330178,-1.4258473,-1.1992607,-1.1837858,-1.1778092,-1.0712119,-1.0292735,-0.9435617,-0.55731344,-0.5661266,-0.83155113,-1.3869472,-1.2719779,-1.2548612,-1.2969551,-1.313196,-1.3419096,-1.4038053,-1.542417,-1.5439273,-1.4322791,-1.4538777,-1.3540604,-1.4668869,-1.7849289,-1.5474719,-1.0084596,-0.2754509,0.19895372,0.123204246,-0.38043487,-0.84050333,-1.1895291,-1.3751158,-1.2570614,-1.2601027,-1.0069238,-0.55486864,0.22087017,0.8521912,0.8234582,0.34376025,-0.16598272,-0.61467904,-0.65974176,-0.7208879,-0.8501227,-1.0776573,-1.2576594,-1.4000928,-1.5075631,-1.5715094,-1.6026821,-1.5112619,-1.4551094,-1.224386,-0.9856846,-0.46702412,-0.03163746,0.21507391,0.61687607,0.56811106,0.3833055,0.04286311,-0.25557703,-0.27062637,-0.11603074,0.100733414,0.70378137,0.79411,0.77240884,0.75347584,0.5627542,0.47986,0.4234081,0.2849652,-0.03945437,-0.31612808,-0.5641758,-0.9595234,-2.113507,-2.1139467,-2.1147878,-2.115028
-3.2242334,-3.159153,-3.1332953,-2.9401479,-2.5944376,-2.8538415,-2.7968366,-2.6773353,-2.7916143,-2.828032,-2.883666,-2.9824471,-3.1067858,-3.3335686,-3.2672095,-3.4781227,-4.0974913,-4.735317,-4.5326786,-3.9776373,-3.383293,-2.8792446,-2.4702268,-2.448813,-3.0279875,-2.8016753,-2.3954833,-2.2403467,-2.271337,-2.322,-2.3849158,-2.3329864,-2.0728674,-1.8545885,-2.037341,-2.5861158,-2.668672,-2.7610416,-2.9730434,-3.051474,-2.9080758,-2.6824312,-2.5168464,-2.423343,-2.4292917,-2.2524796,-1.7359922,-1.5860521,-1.827607,-2.0295115,-2.2008214,-2.3825533,-2.3987386,-2.0703928,-1.5529151,-1.6355755,-2.4352403,-3.415668,-3.868575,-3.785034,-3.5299835,-3.3663392,-3.0699422,-2.8023808,-2.4612117,-2.1211953,-1.5746017,-0.37175387,1.2318698,4.1519833,8.312063,10.63468,11.67297,12.08337,12.330997,12.488159,12.58835,12.635628,12.478764,12.097371,11.441395,10.598202,10.007158,9.0306,7.76809,6.4054575,4.1813097,1.891387,-1.2656524,-2.9794912,-3.5326507,-3.7297301,-3.766677,-3.4337664,-3.1370316,-3.089057,-3.1096063,-2.9966831,-2.5712922,-1.450929,-0.07086372,1.052079,2.142046,2.6131864,2.8807406,3.11411,3.3206463,3.3897703,3.375346,3.2786732,3.1953769,2.9476676,2.537623,2.1242652,1.501543,0.74178016,-0.7362368,-1.4978085,-2.040862,-2.6338325,-2.6675344,-2.3818634,-2.4827373,-2.8703942,-3.279093,-3.4476304,-3.4012074,-3.3322864,-3.3685405,-3.4809456,-3.663075,-3.6449656,-3.5301745,-3.5159822,-3.4836369,-3.4104228,-3.193079,-3.0829725,-2.7223363,-2.5828714,-2.5776443,-2.5907924,-2.5941057
