0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112
12.777638,12.78788,12.784407,12.674397,12.517178,12.245196,11.952089,11.345062,10.141417,7.5253124,4.858166,4.4541388,4.442506,4.4537764,4.097668,3.5310934,2.9394212,2.4530454,1.4150347,0.55068016,0.34682828,0.46502006,1.2848625,1.7971692,2.4708176,1.4962535,-0.220119,-1.5977604,-1.725368,-1.6247661,-1.5147932,-1.2345353,-0.92438585,-0.6843208,-0.4808721,0.042920474,0.7321609,0.8659182,0.23150724,0.20612633,0.20425634,-0.049391575,-0.27714086,-0.3966601,-0.3363722,0.010507643,0.48764363,0.74654496,0.9261088,1.5402209,2.8663464,3.6372108,3.226679,2.445056,1.3029182,-0.20047164,-0.86110574,-0.32364237,-0.4312201,-0.9540141,-0.5254921,0.7945846,2.1267898,3.0680366,3.0783644,3.0331743,2.7333436,2.1222782,1.0693846,0.18723512,-0.26958123,-0.27251878,-0.034527108,0.010669559,0.09962832,0.10672773,0.12724756,0.086150706,0.025253102,-0.0052067935,-0.108096965,-0.29197705,-0.4493146,-0.61313915,-0.7957434,-0.8357749,-0.91770935,0.6633454,0.9895258,0.44263014,-0.110162705,-0.7934659,-0.3915782,0.08917046,0.40877742,0.6025686,0.8031433,0.9886272,1.3174517,2.6177764,5.8738184,8.156294,9.601297,11.009053,11.897896,12.399338,12.8675785,13.042097,13.191631,13.266212,13.412512,11.304706,11.303761
-2.1982837,-2.2095346,-2.2698054,-2.3211603,-2.314088,-2.463028,-2.4277883,-2.505416,-2.6159403,-2.8176064,-2.8095577,-2.7210727,-2.72803,-2.7559936,-2.7519536,-2.699422,-2.5016005,-2.3602526,-2.0394595,-1.963827,-1.8767403,-1.7361917,-2.1371384,-2.6017056,-2.4459243,-2.0598862,-1.9439621,-2.4932938,-2.8091316,-2.4502702,-2.2646458,-2.152877,-2.0656407,-1.9883132,-1.9439793,-1.9905324,-1.6047558,-1.1635895,-1.2115736,-1.3199253,-1.2934393,-1.3022896,-1.389501,-1.4507141,-1.4003127,-1.3247627,-1.1536877,-0.9288993,-0.9503447,-1.1984866,-1.1627617,-1.2389382,-1.2243475,-1.2632726,-1.1700082,-1.0254161,-1.9744796,-1.8200606,-1.1283541,-0.7780836,-0.9406636,-1.5712847,-2.136952,-2.3434615,-2.24506,-2.1144993,-1.9479991,-1.676527,-1.504696,-1.6580524,-1.9342749,-2.3037357,-2.2837875,-2.1240637,-2.0853124,-2.0633285,-2.0739002,-2.0727434,-2.0320568,-1.9498956,-1.8502239,-1.7250284,-1.6215935,-1.4353507,-0.9862133,-0.5375205,-0.3451964,0.35522002,1.2226139,1.0198916,0.8366702,0.29141134,-0.6060223,-0.642934,-0.6279227,-0.6458536,-0.65267354,-0.67572796,-0.7603382,-1.4387274,-2.2281923,-2.709227,-2.8020947,-2.692514,-2.4308608,-2.1961637,-1.9916888,-1.8521572,-1.7576482,-1.6589365,-1.541677,-0.5165602,-0.5167471
-0.4732802,-0.5189389,-0.5017676,-0.775977,-0.8326504,-0.92738575,-0.81910497,-0.62916064,-0.5278913,-0.8519978,-1.4874421,-1.6602219,-1.736064,-1.6539011,-1.5487795,-1.4591626,-1.4455471,-1.4614875,-1.434968,-1.1209515,-0.8207217,-1.3170873,-1.4875052,-0.5675648,-0.39859313,-0.9882273,-1.6617961,-2.5384438,-3.1735783,-3.6075215,-3.7057157,-3.6816816,-3.596332,-3.4165044,-3.0139441,-2.4731119,-2.0084016,-1.9449111,-2.0624304,-1.995302,-1.7576902,-1.371734,-1.0620136,-1.0413036,-1.3907049,-2.1429038,-2.6988297,-2.886266,-2.6455388,-2.3340454,-2.5626945,-2.3685591,-1.7439353,-1.4838232,-1.5692593,-1.9378446,-2.690307,-3.1514833,-2.1963758,1.9112053,7.350857,9.45443,10.747955,11.785242,11.9682255,11.9261875,11.873763,11.84257,11.764557,11.671106,11.097853,8.737605,4.0190125,1.1987063,0.4897275,0.026018307,-0.19940192,-0.3530431,-0.46148527,-0.7498282,-1.0836236,-1.3490646,-1.5930319,-1.8789517,-2.2720246,-2.1123133,-1.8315175,-2.0516176,-2.2030365,-2.394583,-2.724304,-2.9415,-3.5231133,-3.9288328,-4.0760784,-4.117107,-4.0990124,-3.9373007,-3.3916664,-2.588024,-2.142643,-1.881916,-1.4172006,-0.6717772,-0.356224,-0.3895469,-0.30676898,-0.45588464,-0.5598842,-0.5735291,-0.49175757,0.016722172,0.016806647
-1.5097517,-1.5133197,-1.5536563,-1.5007108,-1.527542,-1.4759834,-1.4120187,-1.5387886,-1.5358292,-1.1726689,-1.0994064,-1.0185354,-1.1769209,-1.4393437,-1.5899892,-1.6147536,-1.5441847,-1.5062459,-1.6183016,-1.6890647,-1.2568452,-0.8297734,-1.1993766,-1.5981656,-1.70246,-1.4913286,-1.3819246,-1.9040718,-1.746928,-1.5866187,-1.6501105,-1.6539143,-1.5140051,-1.2390794,-0.5028089,0.31835476,1.5117795,1.731031,0.5352782,0.24356674,0.2921934,0.68841654,1.185546,1.1641341,0.50506866,-0.59168315,-1.0192629,-0.7490791,-0.24328104,-0.17121641,-0.3560448,-0.4170535,-0.48519605,-0.54369193,-0.65490544,-0.9704962,-1.9253287,-2.169467,-1.7494777,-1.5928583,-1.6349428,-1.7354388,-1.882154,-1.7011975,-1.6950052,-1.7307246,-1.697509,-1.5951732,-1.6734161,-1.9897943,-1.7613999,-0.8731635,-0.7510655,-1.0140481,-1.0732871,-1.1042696,-1.1451885,-1.1643738,-1.0488727,-0.94247484,-0.8641746,-0.78054476,-0.7762382,-0.7456613,-0.7659896,-0.6451155,-0.31781036,0.5052594,0.81053835,0.5396821,0.5536711,0.4508779,0.016176939,-0.35422435,-0.5911269,-0.71836954,-0.75471914,-0.6750698,-0.38154724,0.111516476,0.2300287,0.1923598,-0.32546115,-1.2284471,-1.6361444,-1.7292283,-1.7081081,-1.6235511,-1.5252562,-1.3608373,-1.341164,0.1376569,0.13803554
0.81134146,0.8399311,0.9137916,1.0503979,1.2164434,1.263479,0.9090312,0.58991504,0.4357326,0.74734986,0.91721857,0.9207132,0.89445305,0.9315644,0.94988185,1.0102317,0.92061305,0.6468836,0.5385879,1.4607463,2.707985,2.9884605,2.3397386,1.0533525,-0.41271436,-1.2632334,-1.2404664,-0.7251392,0.20006174,0.99917126,1.2241607,1.137867,0.7492418,0.05520483,-0.84133345,-1.529734,-1.9803607,-2.1545982,-2.0620182,-1.9028356,-1.817811,-1.7719183,-1.5067879,-0.9713974,-0.44174144,-0.016394787,0.21308494,0.10673037,-0.45616645,-1.0829812,-1.6264098,-1.9403027,-2.2374651,-2.1439526,-2.0073285,-2.0388267,-1.057047,0.17717183,0.6118242,0.08678859,-0.9100723,-1.3826997,-1.635632,-1.8586035,-1.9321957,-1.8931113,-1.9241314,-1.970815,-1.9397085,-1.2142824,-0.20672402,1.1636642,2.3458288,2.7286422,2.7785137,2.7467906,2.745348,2.6648762,2.5271804,2.4654033,2.4450035,2.3493893,2.237739,2.2368288,2.2140732,1.7454547,0.014034644,-1.6651826,-1.2017143,-0.61787885,-0.68816257,-0.8765555,-0.4891891,0.21019244,0.4901704,0.6558578,0.79767287,1.0140018,0.8741305,0.36554116,-0.515546,-0.5633503,-0.36930662,-0.2518409,-0.33843583,-0.50650525,-0.7192354,-1.0151975,-1.0068357,-1.1443427,-1.2872789,0.052693397,0.052484423
-2.2865,-2.1527271,-2.0678072,-1.9858915,-2.0685372,-1.8129772,-1.8103228,-1.9711338,-1.5457942,-1.1474719,-1.1785111,-1.2412468,-1.3066776,-1.2996054,-1.172291,-0.9667572,-0.7845031,-0.56343776,-0.6085792,-1.1802175,-1.4155746,-1.1003827,-1.5281876,-2.2316418,-2.156568,-1.3488646,-0.7114031,-0.503329,-0.58751833,-0.20716764,-0.01659185,0.26631534,0.50727046,0.6670009,0.59230864,0.2895862,0.19294551,0.20044142,0.099896945,0.41432667,0.9292542,1.3533711,1.7663906,1.9250728,1.2088457,0.18843886,0.009202898,0.0943861,0.13718092,-0.70834875,-1.4312043,-1.8720496,-2.0254574,-2.1256468,-1.6784549,-1.1528406,-1.4280702,-1.5065129,-1.6080312,-1.869369,-1.608695,-1.5284694,-1.8661118,-1.6800281,-1.2359772,-0.8166469,-0.40397048,0.22798073,1.3015201,1.196831,0.35515088,-0.46185082,-0.92702687,-1.1037295,-1.1363114,-1.0848405,-1.0522991,-1.0218142,-0.8875361,-0.7869423,-0.7247125,-0.6937915,-0.7765173,-0.9403401,-1.202003,-1.8741484,-1.9182277,-0.8682319,-0.6276113,-0.97767866,-1.2824928,-1.8647892,-2.1771848,-1.6072417,-1.3230224,-1.2196324,-1.2789166,-1.5899359,-1.9499648,-2.484387,-2.9601564,-3.3827958,-3.508256,-3.5778716,-3.5096722,-3.3725567,-3.3293815,-3.2030315,-3.4816406,-3.4819345,-3.2607374,-1.7566519,-1.7559141
-3.1078763,-3.086081,-3.0777285,-3.1201868,-3.1321077,-3.144912,-3.0539067,-2.8299026,-2.8272054,-2.7883527,-2.3090174,-2.172876,-2.0601754,-1.9301567,-1.6992841,-1.51169,-1.2889185,-0.9290005,-0.092245445,0.032439485,-0.3733111,-0.49323133,-0.81340456,-0.70584846,-0.16937819,0.6672107,2.3106766,6.008484,7.8427944,8.196407,8.204506,8.235592,8.294431,8.40266,8.403144,8.12383,7.4889207,5.736757,3.244578,1.9362072,0.67517465,-0.0068336725,-0.4854099,-0.8781419,-1.1431608,-1.122359,-0.958912,-0.9948073,-1.3477948,-1.1286728,-0.7569355,-1.0138533,-1.7189412,-2.0149171,-1.5684793,-0.016474117,2.3936105,3.2135558,2.4631279,1.2369696,-0.08141272,-1.3875692,-2.3795493,-2.9600687,-2.923482,-2.762142,-2.591497,-2.3069618,-1.5767474,-1.1163154,-1.4143474,-1.5840502,-0.8832201,-0.7278086,-0.87492377,-0.9572207,-1.0317911,-1.0626172,-1.0759029,-1.0770774,-1.0942978,-1.1083,-1.0876226,-1.0495725,-1.0472059,-1.2933749,-1.0047246,-0.500771,-0.9907744,-1.7869954,-1.7944882,-1.4093137,-0.6689125,-0.27798277,-0.16431293,-0.22071314,-0.38947138,-0.6683773,-1.0872068,-1.3991019,-1.6337861,-1.8534462,-2.0291934,-2.2884226,-2.4363508,-2.4774241,-2.6264377,-2.5946245,-2.5988774,-2.6156313,-2.6214914,-1.856084,-1.8556138
-0.057741344,-0.104489625,-0.21770474,-0.051986873,-0.03976226,0.022814214,0.051252514,-0.30854833,-0.75889206,-0.8753741,-0.58348143,-0.6242968,-0.591519,-0.48891878,-0.39857066,-0.22671135,-0.02109249,0.044086397,0.04765962,-0.24927221,0.31558976,1.1813557,1.9119802,1.3498086,0.95214546,1.1013192,1.447268,1.0916879,0.6026788,0.4565047,0.4067237,0.52488524,0.7216128,0.8987386,1.0063776,0.6480107,0.2527038,-0.295616,-0.5919109,-0.6957974,-0.43275684,0.066776626,0.7019022,1.3154638,1.4995984,1.3619548,1.4728544,2.0504668,2.4748075,1.7274811,1.0642188,0.5899432,0.38648212,0.27600867,0.6107282,0.8678955,-0.12834926,-0.39583167,0.33610564,0.5776928,-0.05695946,-0.61971605,-1.1521571,-1.4420408,-1.3785295,-1.2369032,-1.1562723,-0.9391025,-0.90870595,-1.4857427,-2.1093903,-2.0499482,-1.6827074,-0.9348223,-0.6036306,-0.42567813,-0.39396363,-0.36181772,-0.25553524,-0.037212968,0.299856,0.7614151,1.2480521,1.9548104,3.5166478,6.31519,9.180401,10.924647,10.343749,9.37985,8.8523,7.775381,5.124493,3.0433438,2.3724766,2.067524,1.9587197,1.9832704,2.1036077,2.103778,2.0855458,1.4232061,0.18296747,-0.75787866,-0.8143995,-0.6970023,-0.61230063,-0.54767454,-0.28209606,-0.1382722,-0.18182923,0.79488295,0.79491526
-0.8703068,-0.9437758,-0.98507917,-1.1998612,-1.217348,-1.4967871,-1.6299703,-1.6860831,-1.6708629,-1.87587,-1.831256,-1.7185872,-1.5598868,-1.488608,-1.292848,-1.1767423,-1.0441086,-0.8566732,-0.43153584,-0.52127624,-1.1732519,-1.5340152,-1.6966099,-2.0714989,-2.0464602,-1.7020152,-0.81488806,0.19461206,0.69326055,1.1383142,1.5282128,1.9085642,2.269659,2.5137117,2.4305372,1.6386281,0.5938754,0.12711485,2.8705983,5.9978967,8.579937,9.832478,10.995977,12.174904,12.738174,12.600397,12.153495,11.655627,10.502134,8.347411,5.236272,1.970381,0.30308706,-0.27437958,-0.007554084,1.335388,3.022976,4.2732697,4.494901,3.9373493,2.1984315,0.3249196,-1.0301807,-2.0568519,-2.048537,-1.8633394,-1.7329259,-1.3806988,-0.6755527,-0.03782361,-0.103970066,-0.34785002,0.010832518,0.29695833,0.19301589,0.12309793,0.07611078,0.035683244,-0.010147423,0.07350665,0.17802605,0.3065407,0.5648146,0.91072226,1.3326951,1.3628578,0.8565814,0.032775335,-0.4465239,-0.54938495,-0.30026302,0.038737625,0.83618045,1.3234485,1.375459,1.2354568,0.99738747,0.55425215,0.083509624,-0.23420787,-0.73903525,-1.5100981,-1.7666225,-1.8278226,-1.8212879,-1.8125309,-1.926577,-1.7994951,-1.6269944,-1.5504224,-1.5562944,-1.5670044,-1.5668501
-3.652721,-3.535676,-3.4886506,-3.3287005,-3.20956,-2.9457808,-2.657932,-1.5038204,-0.98497164,-0.56794924,-0.16088128,-0.101049155,0.32194322,0.90967226,1.423853,1.7137278,1.9997834,2.4210339,5.024332,8.039851,10.676439,11.468248,10.50502,8.168067,4.8869867,1.5294619,0.34107104,-0.36499897,-0.4609735,-0.3431038,-0.41189808,-0.6074786,-0.869501,-1.1811333,-1.5379468,-1.7019262,-1.9758706,-1.7981169,-1.4948494,-1.4801259,-1.466563,-1.4848207,-1.571219,-1.7916038,-2.189285,-2.6684833,-2.7778902,-2.9028416,-3.128129,-3.9953558,-4.4443264,-4.058001,-3.8637304,-3.7489529,-3.69697,-3.7748613,-3.5108633,-2.6139197,-2.611323,-3.2821975,-4.0621605,-4.1871567,-3.919876,-3.3042998,-2.8177195,-2.4605322,-2.2321563,-2.1139345,-2.0223033,-2.0015647,-1.7354137,-0.54699486,0.79815155,1.4055166,1.4737965,1.4719946,1.4597715,1.4422839,1.4508032,1.4428427,1.472408,1.4797187,1.4065222,1.3306755,1.1290522,0.47195208,-0.76992106,-2.6638167,-2.5527337,-2.470853,-2.7732058,-2.7267828,-2.7290044,-2.1635587,-1.9712619,-1.8640283,-1.8341944,-1.8756974,-2.1738482,-3.0893497,-3.7646666,-3.2161167,-2.5418992,-2.011986,-1.9056039,-1.8307723,-1.8759018,-1.9363158,-2.1914313,-2.3726318,-2.3570178,-3.0114717,-3.0118198
