0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195
13.08141,13.041063,12.932135,12.914488,12.805876,11.478605,12.678925,12.504039,11.960574,11.05542,10.259079,8.905849,7.4393444,6.186248,4.589636,4.0038223,2.8290968,2.3540711,2.3176992,2.2929842,2.200333,2.1772509,2.3980951,2.287774,1.2867157,0.3946342,-0.3740172,-0.5687174,-0.48021394,0.18054143,0.45400745,0.48372942,0.46568292,0.457918,0.3469371,0.35860455,0.54034734,0.83781165,1.155943,1.5048871,1.6551673,1.6241091,1.633157,1.6678233,1.6091807,1.464788,1.2230226,1.0425643,0.97909683,1.1033921,1.2255334,1.6384796,2.7578068,3.4395168,3.746721,3.307466,2.7190337,1.7251394,1.0479211,0.20556189,-0.39250368,0.0016627312,0.6961508,0.9087499,0.85399276,0.5492526,0.002525717,-0.28105378,-0.11119717,0.1880176,0.34246844,0.54498523,0.5490911,0.67908776,0.8461281,0.9374827,0.96421397,1.1239405,1.3323146,1.5499065,1.5562425,1.0728079,0.05372739,0.05872813,0.6430819,1.4163423,1.7502551,1.7362112,1.7460656,1.8062217,1.8229655,1.9761823,2.1761494,2.3738468,2.7776964,3.3239756,3.3922563,4.102409,6.243849,7.384757,7.983672,8.319881,8.652375,8.126084,6.3764544,4.6541796,3.8328755,3.6323028,3.3332803,2.8203652,2.2740304,2.0191398,1.6386464,1.0593996,0.6092378,0.5113171,0.40240473,0.49645096,0.65401584,1.3918645,3.1950307,4.473323,3.6147013,2.9446974,1.986381,1.2676792,0.43290454,0.27796483,0.1434262,0.35188693,0.5505452,0.78297025,0.5876733,0.43344364,0.04245636,-0.43546915,0.055186763,0.8793726,1.1448797,1.176425,1.3109169,1.5030686,1.318356,0.61134416,0.060744762,0.482032,1.2416176,1.4275315,1.4485058,1.3766637,1.0536202,0.115693845,1.5241587,2.1115823,1.9669414,1.0151033,0.17880037,-0.10947423,0.317302,0.9533091,1.3941457,1.7235682,1.929761,2.1045768,2.3338785,3.1041775,5.187604,6.5849333,7.819173,8.637702,9.608587,10.587158,11.443668,12.502148,13.010306,13.028984,13.043198,13.12817,12.782003,12.037675,11.250771,11.524329,11.479288,10.811759,10.777953,11.2099285,11.927294,12.714461,11.479559,13.196891,11.480135,11.478984,11.4844055,11.478383,11.479078,11.478315
-2.0840588,-2.0822606,-2.008905,-1.9580827,-1.8540406,0.05107236,-1.8753207,-1.8038092,-1.6496234,-1.1781472,-1.0284262,-1.112175,-1.4243116,-1.5540167,-1.3947594,-1.4717958,-1.7931826,-1.9522138,-2.0010767,-1.9939823,-1.9602692,-1.9505885,-1.7862214,-1.4460588,-1.1352769,-0.9599387,-0.7982787,-0.894024,-1.070019,-1.1972054,-1.1558518,-1.1136328,-1.1597584,-1.401658,-1.6733949,-1.9120227,-1.994477,-1.8989553,-1.7679416,-1.8231602,-1.8241489,-1.7483871,-1.6864719,-1.6348608,-1.5736063,-1.4256335,-1.1265461,-0.7410993,-0.3355062,-0.18708473,-0.3787462,-0.6413397,-0.7387018,-0.6497878,-0.56409216,-0.5963227,-0.5374604,-0.34354615,-0.3547374,-0.20144099,0.056321025,-0.039324343,-0.6049037,-1.1516178,-1.6121242,-2.050933,-2.3286493,-2.1722798,-2.242607,-2.5948644,-2.68932,-2.6110742,-2.5583067,-2.4899046,-2.4794462,-2.4419396,-2.4720643,-2.5045185,-2.5508087,-2.5161214,-2.4788694,-2.4370003,-2.4745646,-2.7148702,-2.8406668,-2.4963083,-1.9454278,-1.6701483,-1.5334562,-1.4608871,-1.3408804,-1.2203627,-1.1256166,-1.1751435,-1.1761158,-1.0653464,-0.8989264,-1.0207787,-1.484195,-1.7152092,-1.8634398,-2.003913,-2.2753348,-2.3025336,-2.1240323,-1.6984,-1.4217367,-1.3698872,-1.3895102,-1.4840407,-1.5704274,-1.6281763,-1.6983395,-1.749483,-1.7410841,-1.675813,-1.2909064,-0.6213335,-0.032694668,-0.07172486,-1.0133011,-1.4598646,-1.6116685,-1.6389221,-1.5783615,-1.5203902,-1.5465052,-1.2109684,-0.19861722,0.16396087,0.14861403,0.24489631,0.09527242,-0.2420071,-0.7750985,-0.9391386,-1.566023,-2.222022,-2.4468465,-2.3981307,-2.4206462,-2.3211102,-2.1474373,-1.7773271,-1.3424307,-1.7016098,-1.9843462,-1.8052973,-1.683879,-1.5479733,-1.1593102,-0.8555778,-0.6592245,-0.9962524,-1.5913914,-1.958425,-2.5363636,-2.9010189,-3.239369,-3.2899055,-3.3499699,-3.2623568,-3.1821308,-3.049439,-2.8767922,-2.487574,-2.0297177,-1.7838037,-1.6662449,-1.5485148,-1.4094965,-1.3302219,-1.4079242,-1.577247,-1.4623063,-1.3730466,-1.326454,-1.357573,-1.2897778,-1.021999,-0.72418356,-0.4888143,0.05115676,-0.26436973,-0.3424478,-0.2048086,-0.17454225,-0.5416634,0.05091974,-1.125865,0.050739914,0.05112073,0.049348235,0.051280707,0.051077336,0.05133006
1.8647863,1.9311317,2.0923553,2.142211,2.2841015,-0.113165304,2.5187278,2.7224298,3.070623,3.8021784,4.2776246,4.864129,4.740574,5.024137,4.8294888,4.371962,3.7496119,3.970923,4.217546,4.250578,4.160123,4.0603437,3.770916,3.385681,2.5658712,1.7241066,1.1479342,0.41004413,0.003549993,-0.45079994,-1.2087063,-1.5445424,-1.8559949,-2.1837816,-2.3463283,-2.3851695,-2.4721098,-2.499712,-2.456024,-2.481404,-2.577535,-2.6201596,-2.6279652,-2.6262445,-2.635682,-2.6279411,-2.5928812,-2.478644,-2.065051,-1.5738077,-1.1740663,-1.0768083,-0.9650721,-0.59342843,-0.45623022,-0.6957531,-0.94111824,-1.1415963,-1.2607992,-1.539422,-1.8503095,-2.1383357,-2.0826705,-1.9450965,-1.8385673,-1.7724702,-1.5796852,-1.2740661,0.1026367,1.9637687,3.1751518,4.6105204,5.364174,5.4776754,5.3415756,5.2281117,5.0998535,5.1936026,5.1977854,5.4749427,5.7510614,5.9428825,4.943315,3.38557,2.2608786,0.6194385,-0.47905678,-0.89253867,-1.0807369,-1.2392523,-1.4019428,-1.5746101,-1.7251532,-1.8526993,-2.0156636,-2.0787401,-2.1974368,-2.2053974,-2.041282,-1.9471705,-2.0738227,-2.2790437,-2.4696336,-2.409881,-2.3085127,-2.2840104,-2.1484418,-1.9625757,-1.869542,-1.905257,-2.0040855,-2.0773373,-2.208966,-2.425743,-2.3127263,-2.0183828,-1.9581237,-2.0491917,-1.9902139,-1.6141577,-1.9338323,-2.3786092,-2.131237,-1.9437892,-1.997768,-1.3470333,-0.7857283,-1.6830413,-2.5555296,-2.493843,-2.4452472,-2.5105968,-2.5345917,-2.432909,-2.3357358,-1.9975592,-1.1889791,-0.4332372,-0.25835916,-0.4166364,-0.29626116,-0.15799037,-0.23176098,-0.73240924,-1.0038477,-0.84666467,-2.2048101,-3.270211,-3.488306,-3.5864453,-3.3132334,-2.4756112,-1.9653678,-1.4734647,-1.2581168,-1.5692502,-1.5779107,-1.2861826,-0.8443552,-1.3681237,-2.0033698,-2.2054021,-2.2623923,-2.1803832,-1.9507139,-1.9107096,-2.123067,-2.070021,-2.1510792,-2.3436782,-2.3589578,-2.0631914,-1.6717812,-1.335114,-1.028566,-0.991897,-0.9948311,-1.0219908,-1.2248535,-1.7743825,-2.2882195,-2.2028275,-0.11362296,-2.4954433,-2.4841895,-2.4072893,-2.1223583,-1.5712533,-0.11355421,-0.89788336,-0.1133225,-0.11357343,-0.112407744,-0.11354102,-0.113614425,-0.113595486
-2.1947868,-2.1153462,-2.0888417,-2.0806527,-2.0009415,-0.5135943,-1.9168527,-1.9391031,-1.8303224,-1.5556353,-1.4887208,-1.5755541,-1.8886204,-1.9863365,-1.8755236,-1.9305884,-2.1557145,-2.3206453,-2.547404,-2.731214,-2.9012356,-3.00262,-3.0548463,-2.803283,-2.397411,-2.2517729,-2.122332,-2.1579065,-2.0156565,-2.0552473,-1.9639779,-1.8192412,-1.6631316,-1.5046102,-1.413886,-1.4095948,-1.4127302,-1.432219,-1.5892286,-2.0711343,-2.438398,-2.6471639,-2.7364194,-2.7870104,-2.7920287,-2.7485156,-2.5920997,-2.3835676,-2.054784,-1.7645112,-1.4882176,-1.5764141,-2.0277834,-2.1230028,-2.1376462,-2.2563999,-2.3041358,-2.0648112,-1.8204207,-1.1696155,-0.41127753,0.25552952,0.18706766,-0.21079576,-0.5592794,-0.80912256,-1.3451419,-1.4339176,-1.5903738,-1.6829612,-1.6018112,-1.5938215,-1.7013454,-1.8009326,-1.8731395,-1.9074836,-1.999681,-2.0747116,-2.1311724,-2.1362891,-2.1172416,-2.0209122,-1.7638792,-1.4589843,-1.0466511,-1.018654,-1.2369001,-1.3729339,-1.4699802,-1.5223746,-1.48259,-1.3970759,-1.3333839,-1.3958807,-1.4653246,-1.3012178,-1.1437733,-1.3994052,-1.9080462,-2.115678,-2.1931188,-2.3387156,-2.4664006,-2.3003402,-1.6823643,-0.95923316,-0.6462498,-0.5696808,-0.49981186,-0.4679505,-0.4625877,-0.47641736,-0.54867625,-0.7691179,-1.0196667,-1.1132386,-0.996681,-0.81871986,-0.47525826,-0.34891587,-0.9743834,-1.610956,-1.6243978,-1.5299095,-1.395476,-1.1042329,-1.6243583,-2.2556493,-1.4692562,-0.50096864,-0.27851406,-0.60716677,-1.1676925,-1.6620421,-1.5121949,-0.9374091,-1.0243021,-1.3740481,-1.620184,-1.7252581,-1.7846532,-1.7199862,-1.4980072,-1.1917518,-0.6684067,-0.32855394,-0.6401908,-1.2413774,-1.410751,-1.4453317,-1.1774251,-0.9608774,-0.6934813,-0.7835903,-1.2687871,-1.5420921,-1.7382324,-1.754747,-1.4931434,-1.4436316,-1.6649805,-1.675744,-1.6023555,-1.50458,-1.4100852,-1.3008659,-1.2635691,-1.1276069,-1.0481737,-1.0457207,-0.8767264,-0.6513542,-0.45152527,-0.68288314,-0.9531048,-0.99256164,-0.99438673,-1.1100638,-1.3350697,-1.523397,-1.7966633,-1.6252505,-0.5137221,-1.5857409,-1.668293,-1.4792593,-0.73271996,-0.6381032,-0.5136756,-1.0586567,-0.5138622,-0.513481,-0.5152154,-0.51337487,-0.5135451,-0.5133488
0.70397156,0.6400508,0.5645809,0.5296803,0.46397907,0.4152592,0.39926964,0.3251981,-0.00065247715,-0.38837537,-0.45130652,-0.31869584,-0.05592253,0.09014392,0.13804737,-0.031263247,-0.6785231,-0.9711381,-1.0169299,-1.0303513,-1.0373745,-1.1172923,-1.4813263,-1.7086662,-1.6309295,-1.3648005,-1.0784043,-0.63811225,-0.11248338,-0.17637229,-0.27041167,-0.14550893,0.059000283,0.521418,1.0263302,1.4493885,1.9605222,2.2567587,2.306652,2.483284,2.6679692,2.810288,2.8759294,2.8682327,2.8420284,2.7534997,2.4697962,2.1449952,1.6794896,1.1553556,0.44331318,-0.93713117,-1.6367524,-0.8715973,-0.44157952,0.086577594,0.4934198,0.46882415,0.4887638,0.1974943,0.06015736,-0.2189295,-0.24597542,0.08778958,0.53674626,0.9918544,1.6796453,2.1838856,1.7912941,0.9067585,0.26541296,-0.09919688,-0.2921713,-0.3814612,-0.4448211,-0.6119495,-0.588711,-0.6983602,-0.78666663,-0.9987202,-1.1633784,-1.152659,-1.1091634,-0.66130364,-0.40296954,-0.4864915,-0.693287,-0.766612,-0.7724719,-0.7127335,-0.7489213,-0.8817745,-1.014877,-0.9423003,-0.888472,-1.0583036,-1.1836128,-1.265491,-1.4665966,-1.5268917,-1.6080557,-1.6929798,-1.8575501,-2.0471585,-2.07312,-1.899735,-1.840136,-1.6546354,-1.4500228,-1.2517062,-1.1612797,-1.0997894,-0.93454814,-0.4887219,0.21743137,0.8492992,1.0128188,0.7510444,0.29022518,-0.82850796,-1.6010039,-1.0903085,-0.49707693,-0.33401772,-0.5384548,-0.7408376,-0.19816977,0.98289293,1.2645369,0.92397356,0.69171643,0.7620452,1.1034381,1.1976521,0.78916997,-0.26953766,-1.3400402,-1.4716167,-1.302844,-1.2497016,-1.3724108,-1.8152072,-2.181592,-2.405712,-2.3496137,-2.191399,-1.5122689,-1.0065373,-1.0098171,-1.1775839,-1.7669157,-1.9290447,-1.9352838,-1.7120874,-1.504342,-1.3139384,-1.0327827,-1.0369483,-1.3541906,-1.3287681,-1.0705775,-0.99386865,-0.975393,-1.0619881,-1.2697557,-1.4422576,-1.6400654,-1.7233244,-1.4780066,-1.0869203,-0.8371391,-1.0469539,-1.3300173,-1.4825257,-1.4523842,-1.363157,-1.3513954,-1.3620231,-1.4014236,-1.4189283,-1.1947963,-1.0860846,0.41540205,-1.3291761,-1.2638581,-1.3384686,-1.4306424,-1.3394096,0.41553354,-1.1747904,0.4156543,0.41548896,0.41658446,0.41530117,0.41548306,0.4152978
-2.3147259,-2.2415457,-2.1277666,-2.0904634,-1.9924396,-1.8018585,-2.1316705,-2.234714,-2.0930877,-1.5386727,-1.1288617,-0.59750605,-0.3591501,-0.3342499,-0.09565926,-0.089999184,-0.018306315,-0.23032883,-0.62105536,-0.91498876,-0.9888555,-1.0872507,-1.412535,-1.4411638,-1.0774785,-0.64816445,-0.091389716,-0.051631972,-0.58746094,-1.4340116,-1.6349218,-1.6816797,-1.743196,-1.8758006,-1.9933898,-2.0549703,-2.1052516,-2.047864,-1.895937,-1.6642513,-1.5155755,-1.3510565,-1.2190235,-1.1503649,-1.1010351,-0.9120444,-0.60479623,-0.41484368,-0.8343554,-1.403757,-1.8665448,-2.053028,-2.1208074,-2.1700568,-1.9374137,-1.3567646,-0.5445196,1.9504763,3.5954113,6.940527,9.775799,11.146362,11.273026,10.618557,9.74321,8.607502,6.0879087,3.0241556,0.46375975,-0.77524656,-1.159909,-1.7280338,-1.8925508,-1.9634559,-2.0369167,-2.049984,-2.0774958,-2.1096618,-2.1600502,-2.112803,-1.8265508,-1.4316583,-0.70171607,-0.78986263,-1.410721,-1.8294258,-1.6124058,-1.4573125,-1.4484514,-1.4839957,-1.2323449,-0.76618904,-0.26891416,-0.00084125996,0.3933346,0.72194684,1.2187682,1.8732874,3.4275699,4.1834116,4.8546405,5.449978,6.4333496,7.828927,9.299456,10.216048,10.610148,10.797984,10.966823,11.105648,11.197851,11.22804,11.173401,10.733948,9.767629,8.190428,5.9654326,3.5556748,1.5023434,-0.3923692,-1.2197746,-1.5290887,-1.1796538,-0.9750543,-0.67484814,-0.9405353,-1.6011735,-1.8676825,-1.1633934,-0.8928829,-0.64745426,-0.6339563,-0.82989997,-1.0454731,-1.1533983,-1.2773762,-1.8803968,-2.086117,-2.1407056,-2.08287,-2.0094714,-1.8507962,-1.5996697,-1.1581061,-0.7976501,-1.1354698,-1.280585,-0.7884369,-0.70818186,-0.7928187,-1.1650558,-1.2954584,-1.6873848,-2.1777575,-2.0558655,-1.1236691,-0.25659668,-0.047500998,-0.27918658,-0.19054928,0.72829187,0.89420146,0.715187,0.2216422,-0.3914073,-1.0600402,-1.6732283,-2.4107175,-3.0558786,-3.2126281,-3.4363577,-3.521883,-3.5098643,-3.51681,-3.463089,-3.3310485,-3.169837,-3.1111546,-3.1161585,-2.7413678,-2.561765,-2.7136135,-1.8020116,-2.9341557,-2.987855,-2.9979014,-3.2950146,-3.3015523,-1.8021266,-3.2916946,-1.8023769,-1.8019059,-1.8043036,-1.8017048,-1.8018832,-1.801672
-2.4554129,-2.478094,-2.4905267,-2.4923124,-2.499848,-2.1655917,-2.6448803,-2.6709328,-2.7542157,-2.596024,-2.6787412,-2.8454738,-2.8381042,-2.5792747,-2.0583096,-1.9163656,-1.732225,-1.663593,-1.7002857,-1.7188101,-1.6857922,-1.6831496,-1.7825817,-1.8250276,-1.5549629,-1.0979834,-0.45839107,-0.26274413,-0.7012783,-1.0232961,-0.7200628,-0.6470603,-0.6534542,-0.80663234,-1.0222173,-1.2449127,-1.4209007,-1.4665942,-1.3222219,-1.0565764,-0.8102032,-0.62916,-0.5706395,-0.5209726,-0.47849354,-0.34240198,-0.1283206,-0.08633745,-0.40988755,-0.84640676,-1.0441148,-1.0385108,-1.09159,-1.7592387,-2.2238917,-2.2608502,-2.078475,-1.8587909,-1.7164994,-1.3534193,-1.1101123,-0.734867,-0.4310595,-0.12886351,0.00738791,-0.09168744,-0.36441115,-0.7010262,-1.3212286,-1.4167231,-1.3769861,-1.5083972,-1.7161064,-1.8186235,-1.8685762,-1.9118242,-1.9041014,-1.9677069,-2.0918508,-2.211707,-2.2258244,-2.068893,-1.7616806,-2.0123067,-2.528783,-2.6945307,-2.3021483,-2.0909212,-2.004058,-2.0070996,-1.956594,-1.8938766,-1.8761525,-1.9447252,-1.9973757,-2.167739,-2.0520406,-1.9717928,-1.9534767,-1.8941721,-1.6967573,-1.4705293,-1.4936116,-1.5331088,-1.3523152,-1.107449,-0.8935138,-0.9127472,-0.9183798,-0.984599,-0.96453744,-0.98217136,-1.00649,-0.9497566,-0.88424516,-0.8847642,-1.0346835,-1.2761348,-1.44964,-1.3624424,-0.86343074,-1.2517642,-1.8801715,-1.8747178,-1.2519029,-0.5499754,-0.077729315,-0.2945913,0.06383705,0.12390858,0.37038362,0.4245997,0.27492726,-0.09898895,-0.32161498,-0.6928733,-1.835557,-2.2654686,-2.2481663,-2.1286461,-2.2057903,-2.275103,-2.2834659,-1.9605615,-1.3981302,-1.3577142,-0.5846748,0.07843155,0.05960051,-0.035928465,-0.21624388,0.44498643,0.13613543,-0.6210207,-1.2045434,-1.1139442,-1.0566365,-1.3340983,-1.7851627,-1.7428902,-1.3609594,-1.1813835,-1.1012313,-1.0272497,-1.0004938,-1.0462396,-1.4785011,-1.8755575,-2.0838323,-2.2152436,-2.274539,-2.1755297,-2.1753614,-2.42198,-2.4836578,-2.5834205,-2.60102,-2.617571,-2.6096911,-2.469644,-2.436777,-2.495615,-2.165721,-1.9426239,-1.8579257,-1.8099811,-1.7595233,-2.2826211,-2.1658914,-2.6411138,-2.1660964,-2.1656113,-2.1679838,-2.165409,-2.1656199,-2.165365
-1.2716322,-1.3322886,-1.4341763,-1.4505279,-1.4417512,0.48547277,-1.5199529,-1.6579196,-1.9989054,-2.0960379,-1.9466848,-1.831764,-1.9390507,-2.0976887,-1.620582,-1.5170757,-1.6120472,-1.910337,-2.1831381,-2.3506558,-2.4253159,-2.402701,-2.0012488,-1.2564826,-0.40338537,0.16902041,0.37597662,0.14585447,-0.18481596,-0.25686106,0.02220136,0.21568343,0.37818372,0.4984898,0.5450568,0.46346545,0.32237077,0.22822067,0.024137199,-0.47075322,-0.84476453,-1.0624444,-1.1511823,-1.2472881,-1.2867061,-1.2608633,-1.1241074,-0.91534305,-0.7805818,-0.9582695,-1.4984546,-2.1154716,-2.881652,-2.953853,-2.7483935,-2.7020488,-2.7010531,-2.7109282,-2.6832933,-2.225554,-1.2949287,-0.492239,-0.3544464,-0.4999343,-0.71907794,-0.77878326,-0.31314212,0.35116875,0.7370032,0.22132921,-0.33229294,-1.1406767,-1.7086226,-1.9695787,-2.1893227,-2.2310872,-2.263774,-2.345069,-2.375365,-2.319873,-2.1382437,-1.8444858,-1.59969,-1.7671504,-1.6320925,-0.90303105,-0.058661908,0.18737295,0.2281376,0.2690111,0.38409033,0.5160537,0.5709363,0.4390486,0.39378524,0.5218293,0.7429222,0.43619597,-0.4671735,-0.9106292,-1.2490422,-1.61324,-2.1586115,-2.4229317,-2.1130466,-1.4547274,-1.1740354,-1.1117454,-0.9032293,-0.6106392,-0.42849082,-0.293238,-0.14280756,-0.09415909,-0.15349774,-0.042142935,0.3199752,0.76477265,1.1902244,0.93117714,-0.17158791,-0.58526963,-0.6169274,-0.6435598,-0.74764395,-0.60244954,0.33431047,2.3819077,5.8466763,8.781609,10.207335,11.207538,11.526314,11.560883,10.861722,8.801906,4.1179004,0.16031483,-1.2534552,-1.5658634,-1.529494,-1.3400407,-0.8315154,0.09549803,0.28268075,-0.46746534,-0.8261608,-0.75649285,-0.5729386,-0.1449789,1.0127633,1.2703278,1.6818196,1.4925449,0.86153823,1.009728,1.1670746,1.267012,0.79272014,0.17218599,-0.17742866,-0.07807478,0.11053026,0.3158732,0.37390158,0.26889312,0.4132678,0.62651354,0.62589645,0.69887197,0.8487778,0.8168725,0.6701913,0.37891597,0.26179704,0.38568157,0.34838578,0.16724917,0.1550613,0.4848845,0.6874268,0.6609878,0.4858498,0.8018917,0.9016243,0.992979,1.1371146,0.6662866,0.48585016,0.12043202,0.48582357,0.48584956,0.48585346,0.4857353,0.48581332,0.48575962
-1.626972,-1.6792006,-1.7683376,-1.8029294,-1.9214604,-2.0603294,-1.8539325,-1.9021764,-2.1069717,-2.4499538,-2.6683908,-2.8926592,-3.1294687,-3.0423186,-2.6963077,-2.4312825,-2.329924,-2.5459998,-2.6967144,-2.7187781,-2.5672288,-2.4137542,-1.8645647,-1.0490698,0.052385017,1.6371205,4.2156916,6.5951147,8.598257,9.850594,10.317203,10.427118,10.499122,10.46064,10.203817,9.859375,9.341221,8.759113,8.026508,6.7787647,5.5414414,4.432973,3.9299812,3.5824919,3.359025,2.749864,1.9992502,1.3619102,0.6643269,0.19575033,0.072086215,0.34174806,-0.23943213,-1.4214653,-1.8751137,-1.8497564,-1.8339138,-1.8222708,-1.7306453,-1.1826262,-0.83871114,-0.54246944,-0.29286608,-0.07113734,0.15395138,0.29128587,0.22614892,-0.06615124,-0.9285296,-1.412506,-1.5365243,-1.8178947,-2.2245483,-2.4077272,-2.4217696,-2.319633,-2.1954346,-2.1348977,-2.0657966,-1.9488013,-1.4639738,-0.43333092,3.4279182,7.719746,9.557007,11.12463,11.976344,12.320721,12.500411,12.553041,12.66151,12.685195,12.646761,12.494926,12.078318,11.584345,11.31089,10.754894,9.184472,8.179323,7.443648,6.7334766,5.299982,3.067011,0.97648454,-0.059177548,-0.50056934,-0.47589064,-0.10402244,0.3940534,1.0419431,1.7121365,2.911025,5.4023123,7.910861,9.540586,10.446157,10.843387,10.740383,9.86331,7.6252775,3.7631574,0.63505226,-0.5035629,-0.6367837,-0.52424973,-0.7383217,-1.1942343,-0.73234946,-0.6363667,-0.367662,-0.059613526,0.19368994,0.34967473,0.25456625,-0.4178953,-1.4452285,-1.8809009,-1.946033,-1.8531411,-1.9329792,-2.0447981,-2.0344586,-1.5885351,-0.8504058,-0.058511317,1.5258625,2.0290682,2.021708,1.8495314,0.9888061,0.49474454,0.07537478,-0.5630299,-0.60373074,0.08017903,0.577847,0.47924483,-0.43195325,-1.026447,-0.7794469,-0.6542752,-0.64159954,-0.6325196,-0.6785912,-0.82198393,-0.97016346,-1.0473695,-1.1035628,-0.96231306,-0.97519964,-1.2029294,-1.2584386,-1.2392583,-1.4295137,-1.6104211,-1.6235424,-1.628035,-1.5642531,-1.5121962,-1.3936442,-1.497818,-2.060176,-1.1101077,-1.1772715,-1.3024762,-0.9049685,-1.1254874,-2.0601852,-1.5724208,-2.060168,-2.0602646,-2.0599606,-2.0603373,-2.0602598,-2.0603306
-3.023665,-2.9155822,-2.822486,-2.7962074,-2.6981375,-2.8210099,-2.7314959,-2.6108968,-2.4066443,-2.0710065,-1.9263903,-1.8496034,-1.8694408,-1.8196149,-1.7090926,-1.620539,-1.7261176,-1.5984833,-1.5063392,-1.3949122,-1.2601856,-1.152233,-1.2411549,-1.496764,-1.4812405,-1.2933269,-1.3301686,-1.3958317,-1.4371967,-1.763887,-2.0209136,-2.0620954,-2.1668835,-2.2088237,-1.9511781,-1.5535781,-0.86108786,-0.26179245,-0.0031179637,-0.042516425,-0.100834996,-0.068299726,-0.08927454,-0.12737614,-0.16753353,-0.16883188,-0.19920482,-0.23981911,-0.21269189,-0.17029314,-0.3591038,-1.5810974,-2.500328,-2.4815075,-2.4960825,-2.2842827,-2.07899,-1.6363671,-1.5135163,-1.4332292,-1.1271214,-1.5582957,-2.3576524,-2.7125716,-2.609393,-2.2512314,-1.490001,-0.7991597,-1.0113804,-1.4677453,-1.7116414,-1.6458852,-1.5040147,-1.5098072,-1.5896533,-1.6183631,-1.5844735,-1.5703497,-1.6328195,-1.6917701,-1.6257732,-1.5192686,-1.3235984,-1.372494,-1.5549636,-1.8844886,-2.0980024,-2.1223464,-2.1732378,-2.1953487,-2.2296638,-2.3258634,-2.453376,-2.5353284,-2.7481012,-2.903584,-2.9423132,-3.0912395,-3.3003333,-3.3665833,-3.3528652,-3.3380048,-3.3156404,-3.4841685,-3.432612,-3.1002665,-2.810595,-2.6336598,-2.503078,-2.345746,-2.283487,-2.3338132,-2.4611657,-2.5898454,-2.4530535,-2.0177166,-1.7887822,-1.9593978,-2.1873698,-2.5309622,-2.970955,-3.223102,-3.2819772,-3.2751012,-3.3133562,-2.9514868,-2.3458452,-1.675123,-0.7557128,-0.6013303,-1.0527914,-1.2233943,-0.90540045,-0.9088383,-0.9872017,-1.7390823,-2.596422,-2.520053,-2.1836696,-1.9968601,-2.0263114,-2.2632244,-2.5203648,-2.916512,-3.2626386,-3.2582939,-2.491252,-1.7752863,-1.7122729,-1.7993785,-2.0793362,-2.8349493,-3.3914795,-2.799907,-2.2794495,-1.578872,-0.8739368,-0.50612277,-0.09134852,-0.065958545,-0.44364107,-0.7565527,-0.96861386,-1.1529262,-1.3701879,-1.7507062,-2.2641819,-2.4124331,-2.400919,-2.3866467,-2.3906476,-2.273379,-2.3163905,-2.4332345,-2.2232475,-2.11103,-2.1458402,-2.148967,-2.0670552,-1.6813123,-1.3243604,-1.4460368,-2.8205378,-1.705142,-1.8477144,-2.1805449,-2.689779,-2.6245332,-2.820552,-2.2243001,-2.8204627,-2.8207164,-2.8195164,-2.8209078,-2.820702,-2.8209014
