0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154
12.447565,12.569615,12.685008,12.643181,12.429947,12.302202,12.136065,11.690752,9.873002,6.1360707,3.268777,1.8645601,1.1647508,0.5797041,-0.08666484,-0.29698256,-0.14869946,0.04822222,0.028906457,-0.1994169,-0.30842465,-0.3274297,0.21195701,1.3296685,2.0817637,2.5184965,2.7028327,2.6300323,2.365137,2.0294833,1.5565305,1.6233957,1.8184981,2.1171272,2.180584,2.0984578,1.970277,1.8054124,1.6359237,1.4528039,1.2522252,0.98194695,0.73099583,0.45998514,0.26533848,0.08772585,0.018036127,-0.01495263,0.15369852,0.43366572,0.6272659,0.7191206,0.4518932,0.14808823,0.113835536,0.096324004,-0.09121848,-0.08590004,-0.03715922,0.7933763,1.5182748,2.0559626,1.9743097,1.9434493,1.7954261,2.153257,2.280195,2.1393566,2.2181773,2.5452435,3.3428,4.046807,4.2714205,4.400811,4.531352,4.546152,4.059169,2.9595962,2.3799853,2.0551968,1.9586961,2.2626486,2.4047866,2.3543677,2.1941533,2.0085363,1.9094462,1.8266245,1.6514785,1.4932158,1.5067546,1.8233829,2.1611829,3.0254574,3.9023294,3.8256192,2.1380916,1.2372804,0.79617643,1.0184033,0.9490714,1.0491723,1.2530265,1.378017,1.4946196,1.6076074,1.763263,1.9947546,1.9291713,1.9592408,2.0040407,2.1336534,2.2137103,2.093636,1.9897075,2.2282894,2.5098393,2.9100728,3.8592515,4.8430467,5.516015,6.8808823,7.893356,8.178562,8.32841,8.463369,8.825705,9.039804,8.981504,8.883415,9.042236,9.400625,9.736555,10.246635,10.749232,10.744725,10.818024,10.471597,10.385685,10.391954,10.757516,10.935767,10.90287,10.597305,10.834858,10.612261,10.848934,10.886982,11.0387,11.32412,11.428394,9.9586935,9.958139,9.9583645,9.95811
-2.1133287,-2.1364555,-2.2176805,-2.2410412,-2.232939,-2.1877313,-2.1523814,-2.1683369,-2.051262,-2.2571611,-2.0651364,-1.8836098,-1.8152466,-1.8803802,-2.1905494,-2.7163892,-2.8861835,-2.9033985,-2.9290485,-2.9192848,-2.7916021,-2.6221309,-2.3056366,-2.588109,-3.1227503,-3.4600565,-3.6464283,-3.6682034,-3.4923015,-2.9792044,-1.9458442,-1.3053135,-1.0445576,-1.0952616,-1.0782485,-0.9746901,-0.9930706,-1.1060057,-1.2177312,-1.3578491,-1.562679,-1.9750015,-2.4372144,-2.7284865,-2.929214,-2.9894006,-2.946909,-2.80493,-2.6178129,-2.506182,-2.422459,-2.392714,-2.3888917,-2.3213825,-2.1107805,-1.7375711,-1.1311626,-0.78419787,-0.3865744,-0.100593254,0.14737608,0.32087266,0.3738364,0.11511061,-1.0696872,-1.6778835,-1.615717,-1.3649068,-1.0453565,-0.9069065,-0.6141956,-0.68772376,-0.71060956,-0.7794207,-0.8456792,-0.9737841,-1.0894558,-1.0690081,-1.2156527,-1.6118929,-1.9587835,-1.8174946,-1.6508539,-1.6554594,-1.7655678,-2.1085815,-2.4422739,-2.736855,-2.932928,-3.097601,-3.2682981,-3.3890738,-3.3349142,-2.910537,-2.506157,-2.456109,-2.5289857,-2.9776049,-3.6547785,-3.9897375,-3.9156508,-3.8629584,-3.8077989,-3.7992415,-3.8235216,-3.821694,-3.840548,-3.7984033,-3.787035,-3.7056172,-3.6354523,-3.5537958,-3.4198341,-3.319777,-3.2517443,-3.0978022,-2.941926,-2.8998027,-2.8546689,-2.7773738,-2.675908,-2.540082,-2.480876,-2.6525252,-2.7386794,-2.7856793,-2.7964602,-2.8274786,-2.9123473,-2.8902206,-2.8960273,-2.7694492,-2.76834,-2.6924067,-2.5582397,-2.5757122,-2.531629,-2.5692613,-2.5516686,-2.5657983,-2.5140486,-2.5731363,-2.4263923,-2.3870888,-2.5239081,-2.4942374,-2.4877255,-2.452635,-2.3401184,-2.2429576,-2.135365,-1.7069046,-1.7064312,-1.706513,-1.7063824
-1.4727867,-1.3961245,-1.350596,-1.427098,-1.5627198,-1.5612378,-1.4617192,-1.6018457,-1.2706164,-0.40413937,-0.17155859,-0.10402408,-0.121217005,-0.2725989,-0.6613106,-1.0624024,-1.2746806,-1.5354915,-1.9284068,-2.2109714,-2.3551016,-2.401312,-2.087012,-1.5222907,-1.2308295,-1.2833283,-1.3104326,-1.2713636,-1.3497821,-1.5121634,-1.8822265,-2.1041102,-2.1295774,-1.9781029,-1.7577161,-1.5390563,-1.3525908,-1.1089312,-0.91428995,-0.7434739,-0.6278171,-0.5544101,-0.64368683,-0.7671439,-0.919739,-1.2146021,-1.6193881,-1.9874802,-2.2813659,-2.4079452,-2.4832222,-2.5130553,-2.503517,-2.6996617,-2.8905187,-3.138278,-3.2564135,-3.2008715,-3.260281,-3.162865,-3.192836,-3.0246944,-2.861576,-2.9085164,-2.897336,-3.0936904,-3.536771,-3.6340337,-3.5315661,-3.4634924,-3.3260357,-3.3515356,-3.4475427,-3.404231,-3.2842603,-3.0066428,-2.701544,-2.475984,-2.5569558,-2.6291633,-2.561732,-2.5400896,-2.7714589,-3.0875478,-3.2506404,-3.3503666,-3.3352647,-3.3547802,-3.471024,-3.6070685,-3.6315463,-3.3978734,-2.953693,-2.8302593,-2.4455662,-1.9764984,-2.2418354,-2.418952,-1.9597497,-1.6820595,-2.2085123,-2.6150153,-2.6732059,-2.7033591,-2.7353241,-2.778394,-2.8252692,-2.844328,-2.8889265,-2.8775072,-2.8610501,-2.8660622,-2.8966215,-2.9911695,-3.0685294,-3.103926,-3.0216634,-2.9306395,-2.8413339,-2.801777,-2.801933,-2.6664028,-2.4659271,-2.275238,-2.2472138,-2.212101,-2.1978068,-2.1517863,-2.1046872,-2.054098,-2.065825,-1.9556987,-1.9701784,-2.0345016,-1.9964848,-1.9651103,-1.9048302,-1.8809149,-1.8816574,-1.9317347,-1.9527901,-1.9995644,-1.9633753,-1.9839375,-1.7901354,-1.759875,-1.7582438,-1.7716641,-1.7640269,-1.7376342,-1.7485526,-0.65549827,-0.6552989,-0.6553687,-0.6552829
-2.3661249,-2.3247514,-2.0881348,-1.7102379,-1.4931734,-1.2181988,-1.0701497,-0.9602976,-0.39688835,-0.059543613,0.10204014,0.18762882,0.2852079,0.14753065,-0.120857134,-0.44603518,-0.3901294,-0.56700456,-1.3047942,-1.9327245,-2.18477,-2.2628436,-1.794724,-1.3250356,-1.2205862,-1.1863054,-1.1532456,-0.992458,-0.74110883,-0.50565946,-0.10876261,0.16623613,0.35529703,0.36420038,0.49856147,0.8202894,1.0765972,1.2081639,1.0928187,0.8447746,0.5391195,0.29467353,0.39348415,0.5068107,0.5001898,0.5579542,0.5952661,0.75655556,0.8913143,0.7724936,0.5973325,0.50226414,0.49850494,0.45937172,0.9367871,2.0557196,3.5198033,4.844303,5.8501396,6.723175,7.1953354,7.488928,7.6285915,7.6753607,6.757925,4.946361,3.368721,3.439452,4.6715255,5.7259784,7.0523,8.065121,8.547757,8.734528,8.903862,9.217272,9.693975,10.114204,10.225904,9.987244,8.970346,7.6426535,6.3747683,5.3974895,4.5923777,3.2602587,2.1197991,1.0173532,0.07949307,-0.75498784,-1.5746667,-1.9781501,-1.9481733,-1.8605942,-1.8820965,-1.9019094,-1.9643085,-2.2653255,-2.3942404,-2.1698687,-1.9583117,-1.9640206,-1.9079273,-1.819187,-1.8282871,-1.8794588,-2.0274029,-2.1270514,-2.2397578,-2.2111669,-2.1193185,-2.0574498,-1.9242015,-1.9065845,-1.8792642,-1.7041743,-1.4360633,-1.3059537,-1.2587568,-1.3900926,-1.5181634,-1.6167493,-1.7568231,-1.849457,-1.8206346,-1.8820254,-2.0406804,-2.15133,-2.1981552,-2.0097773,-2.0377395,-1.9010977,-2.040388,-2.0391042,-2.12452,-2.1742425,-2.0723443,-1.994846,-1.9689204,-2.0714803,-2.0950744,-2.2411277,-2.2331738,-2.1301465,-1.9521029,-1.8880458,-1.9715097,-1.9197235,-1.8674132,-1.837373,-1.7844528,-0.61169356,-0.610225,-0.61096555,-0.6101495
0.40109816,0.3276569,0.09514962,-0.15595149,-0.2697935,-0.39473474,-0.5087741,-0.41815993,-0.5247912,-0.46771014,-0.42961192,-0.30134457,-0.1463021,0.38336444,1.3441908,4.210453,6.248646,7.8800764,8.819418,9.2444725,9.398501,9.314997,8.397299,7.0164437,5.652858,4.0832815,2.8715487,1.8628654,0.7676189,-0.40105587,-1.530137,-2.0067585,-2.1999485,-2.3569405,-2.4783509,-2.4761856,-2.3355346,-2.1799016,-2.0593278,-1.9146199,-1.6945157,-1.3624458,-0.97355026,-0.59933335,-0.3007722,0.038713545,0.35486633,0.66011846,0.9168541,1.0845138,1.245942,1.3707287,1.4696364,1.9068646,2.042655,1.997848,1.464179,0.7112801,0.015800953,-0.4372961,-0.5926179,-0.8342889,-0.8958297,-0.4927243,0.39371622,0.9818925,0.9826153,0.33284754,-0.89188856,-1.5761465,-1.8125944,-1.3424827,-0.89126694,-0.77724165,-0.754948,-0.8076309,-0.8104661,-0.8418255,-0.86638224,-0.84942186,-0.77393335,-1.0313421,-0.9671186,-0.8215921,-0.6798035,-0.4221961,-0.3231813,-0.19557649,-0.046474993,0.02013582,0.01976347,-0.23783442,-0.7948853,-1.3149192,-1.6081226,-1.7060169,-1.232198,-0.98841816,-0.9303407,-1.1233578,-0.839133,-0.48586506,-0.26844105,-0.16350833,-0.015905231,0.14980501,0.35744286,0.5418979,0.74128705,0.7854324,0.7203756,0.673746,0.64923835,0.7051024,0.7780386,0.75172365,0.5347968,0.365968,0.2756571,0.33659765,0.41841596,0.45491177,0.59516865,0.59473574,0.5491524,0.42674494,0.33935338,0.37983376,0.35376966,0.26396233,0.260902,0.2268978,0.3977799,0.54721403,0.4550305,0.45127302,0.26567551,0.19771764,0.16612437,0.32630405,0.3514675,0.5075435,0.42284593,0.3441823,0.13699114,-0.03720345,0.090468004,0.086332716,0.027143499,0.024301607,0.094549365,0.88482755,0.8840856,0.88427234,0.8840275
-4.000258,-4.129132,-4.1929865,-3.9991007,-3.7266958,-3.5167036,-3.3792176,-3.2086358,-2.163972,-0.36095947,0.3749862,0.5437848,0.5862278,0.5855992,0.6735848,0.07863307,-0.5286387,-1.2021435,-1.1445255,-0.7684753,-0.4798442,-0.124981284,-0.1153644,-0.459712,-0.69966334,-0.89194965,-0.98260474,-0.9263629,-0.82288706,-0.7225979,-0.53894675,-0.3600996,-0.16005509,0.04296311,0.3918385,0.7647327,1.084793,1.3317027,1.4040773,1.475025,1.5692672,1.9956625,2.9175808,3.6753683,4.395867,5.190283,5.8138766,6.141406,6.326252,6.3404655,6.235032,6.1549344,6.2607183,6.20951,6.1120424,5.856985,5.911832,5.904911,5.7354546,5.3245335,4.7434254,3.9376209,3.0063112,1.7926527,0.17143476,-0.71834236,-0.25064445,0.41812515,1.1366185,1.1762775,0.4922217,0.0027804673,-0.206803,-0.17412044,-0.12588969,-0.14885767,-0.27701557,-0.14590424,0.057647772,-0.019926395,-0.23130003,-0.10998884,0.42962027,1.0537213,1.3488871,1.5882193,1.7833394,1.8883004,1.8641086,1.7532195,1.4288329,0.8645345,-0.18153681,-1.1112454,-1.9707289,-2.1353893,-0.77828026,0.112881884,0.8929912,0.9065173,1.1714652,1.3081987,1.2842932,1.2566475,1.1792767,1.0379248,0.8225522,0.7032015,0.5218759,0.5199675,0.46212894,0.4547627,0.25934452,0.042508364,-0.12125376,-0.38776097,-0.47590774,-0.42603815,-0.3949638,-0.36931062,-0.38836867,-0.4114375,-0.48086074,-0.35959864,-0.24307132,-0.24270375,-0.25162208,-0.2572103,-0.19462527,-0.12590562,-0.11821185,-0.022325054,0.029907808,-0.11297107,-0.36566007,-0.3464001,-0.52757895,-0.2480729,0.013869524,-0.020984277,-0.2943284,-0.56700504,-0.57131344,-0.68302655,-0.06337033,0.2804863,0.06824821,-0.081634924,-0.20358817,-0.2989832,-0.52125514,-0.47707707,-0.47686207,-0.47706956,-0.47688967
-1.3989753,-1.506037,-1.613126,-1.5927572,-1.4870005,-1.4591571,-1.4503579,-1.4087329,-2.1933005,-2.8804374,-2.525042,-2.2908497,-2.1194663,-2.0604692,-1.9904757,-2.0666275,-2.0024097,-1.8708421,-1.6786107,-1.5273945,-1.4094715,-1.3421719,-1.5137615,-1.51191,-1.4372729,-1.146489,-0.828157,-0.5791994,-0.3332259,-0.06889182,0.31538534,0.4349538,0.4404928,0.41318953,0.40824884,0.3587852,0.28322476,0.18431202,0.1852744,0.17336823,0.0720115,-0.16823955,-0.59415007,-0.81923026,-0.9141815,-0.9087546,-0.87210727,-0.8983362,-1.0147562,-1.237943,-1.4375489,-1.5517842,-1.4356736,-1.0957754,-0.8358542,-0.6556705,-0.57818544,-0.6899249,-0.705843,-1.0489699,-1.2449269,-1.538532,-1.6459712,-1.6424167,-1.5184166,-1.2279625,-0.929133,-0.9741888,-1.2533432,-1.4430969,-1.7363199,-1.8959501,-1.8594182,-1.8665636,-1.9285028,-2.053471,-2.0571218,-1.9546587,-1.7557853,-1.6184199,-1.6849642,-1.7031984,-1.6025226,-1.5008136,-1.4569869,-1.4868312,-1.5689907,-1.558367,-1.4420283,-1.2350173,-1.1214777,-1.225092,-1.2153716,-0.8762518,-1.1506741,-1.5439422,-1.1742035,-0.679975,-0.6372998,-0.57330394,-0.25831598,-0.20586412,-0.37535015,-0.54588234,-0.67651284,-0.75214803,-0.8392967,-0.9113006,-0.8623118,-0.85043395,-0.83906037,-0.8440601,-0.77500224,-0.66327953,-0.5605738,-0.5839377,-0.7200328,-0.9234034,-1.211456,-1.4774239,-1.6041769,-1.9556606,-2.1883333,-2.3086915,-2.3672404,-2.336677,-2.3010156,-2.3488696,-2.3536878,-2.375306,-2.3605654,-2.3468075,-2.3619092,-2.34585,-2.3000324,-2.2769873,-2.2786827,-2.3087015,-2.3437185,-2.3423884,-2.292375,-2.300293,-2.3380454,-2.4398391,-2.4531112,-2.418805,-2.4511666,-2.4183168,-2.4007695,-2.4638467,-2.4880276,-1.9016364,-1.9012334,-1.9013416,-1.901186
-0.7978231,-0.82579476,-0.80994636,-0.8293772,-0.809632,-0.80686706,-0.79098684,-0.6465791,0.24522892,1.6145854,2.2899776,2.4134784,2.2840796,2.3318732,2.4892178,2.2040625,1.8956879,1.2186962,0.6445888,0.6270027,0.9251324,1.4018971,2.4054728,2.6524491,2.2913704,1.7419395,1.2508171,0.9881689,0.78235877,0.676054,0.93590444,1.1879857,1.3141687,1.1719744,1.0366011,0.9515434,0.81499296,0.55432355,0.26951903,-0.15740743,-0.60995984,-1.0598948,-1.1574848,-1.0888493,-0.97988904,-0.68761694,-0.30008763,0.24136704,0.84216225,1.3212999,1.6917396,1.8504235,1.6717205,1.3125687,1.2660619,1.5246109,2.3348203,3.0947917,3.4462402,3.7887363,3.9306576,3.8719866,3.7534013,3.5042725,2.4590533,1.3310151,1.1265444,1.948133,2.8716795,3.1351144,3.36978,2.9280632,2.7173204,2.5831394,2.3972723,2.009585,1.4743142,1.2423689,0.93923396,0.3858754,-0.015977025,-0.05090618,0.057544112,0.39412016,0.6525997,0.6495806,0.5366381,0.34153825,0.1558919,0.12660778,0.26011908,0.6400046,0.94405156,0.99380445,1.0429167,0.78224486,1.0144302,0.8546116,0.43703192,-0.018181711,-0.35660034,-0.51376975,-0.54104173,-0.6086118,-0.748272,-0.83650684,-0.951006,-1.0425814,-1.1421562,-1.1223505,-1.001294,-0.8755302,-0.705008,-0.5875604,-0.47805437,-0.20006108,0.10768831,0.25527418,0.27999192,0.21511209,0.12891653,-0.09916718,-0.39001626,-0.7822489,-0.8887466,-0.9955114,-1.0636697,-1.1964766,-1.3109136,-1.2613571,-1.2421744,-1.2027587,-1.3238772,-1.2244798,-1.2152206,-1.3047857,-1.202408,-1.2453185,-1.2121769,-1.2511595,-1.1879745,-1.2748063,-1.2037294,-1.0376554,-1.0947887,-1.1195372,-1.1036738,-1.0728974,-1.0285424,-0.96470207,-0.8614402,-0.8475325,-0.847333,-0.8474241,-0.8473294
0.17431594,0.15285185,0.27217564,0.41597927,0.40364417,0.27352846,0.20956413,0.3558157,-0.3953548,-1.2787863,-1.4445624,-1.4770314,-1.4721645,-1.5600381,-1.5008829,-1.5359906,-1.455233,-1.0768156,-0.76643115,-0.853788,-0.99410325,-1.1773963,-1.5999942,-1.9766705,-2.0938096,-1.9645059,-1.7671542,-1.5302739,-1.0768803,-0.55228776,-0.21858591,-0.30853617,-0.48850876,-0.65875006,-0.95150673,-1.1624012,-1.3004974,-1.3529983,-1.3600084,-1.4005096,-1.4351742,-1.5447125,-1.5886512,-1.6120367,-1.6156752,-1.6477735,-1.6459403,-1.5663865,-1.4255607,-1.3189957,-1.2527722,-1.1238508,-0.7671726,-0.07667262,0.3953254,0.759444,0.83735615,0.69667816,0.6524728,0.39947462,0.25183314,-0.047128513,-0.10839316,0.14441596,0.7399316,1.4985163,1.6955881,1.4638855,1.1667002,0.8627707,0.53134465,0.6662372,0.9669643,0.87168425,0.6245304,0.2297628,0.104311764,0.11332828,0.13816184,-0.08084358,-0.43332425,-0.6501559,-0.74625915,-0.7965145,-0.8067632,-0.8282975,-0.86895204,-0.7466327,-0.43682447,-0.066250645,0.23630998,0.23124169,0.02652527,-0.33852088,-0.71837306,-0.8981932,-0.37511006,0.074845254,-0.28085306,-0.78108704,-1.04353,-1.1455274,-1.2040268,-1.1401299,-1.0842927,-1.0551213,-0.97525907,-0.8960253,-0.8351882,-0.78375334,-0.7484647,-0.69757676,-0.58011127,-0.42503163,-0.34135693,-0.28418437,-0.33844036,-0.4490319,-0.61319107,-0.7502595,-0.78161114,-1.0870641,-1.5147852,-1.6526945,-1.7377915,-1.6509097,-1.5841806,-1.6029813,-1.555741,-1.5861182,-1.5700506,-1.7391176,-1.8812913,-2.0130286,-2.0210567,-1.9854448,-1.8426242,-1.8989176,-1.9269607,-1.9299978,-1.932962,-1.9172901,-1.8785052,-1.9357688,-2.0003226,-2.0377734,-2.0587285,-2.0222075,-2.0644846,-2.076798,-2.0967717,-2.384708,-2.3853412,-2.385024,-2.3853672
-3.289061,-3.280199,-3.3898501,-3.4520388,-3.466298,-3.46351,-3.4342537,-3.2810469,-2.9849486,-2.783289,-2.6244397,-2.4494605,-2.2514691,-1.948277,-1.6544094,-0.5270104,0.48066387,1.4295406,1.9797839,2.3152187,2.5545297,2.695734,2.4195445,2.0029936,1.7587199,1.6655447,1.4491732,0.9865223,0.26959932,-0.55367273,-1.3602607,-1.738776,-1.9943125,-2.0558476,-1.9813092,-1.9451673,-1.8895789,-1.848627,-1.7533044,-1.4647675,-1.2127315,-1.0263188,-1.1076386,-1.1152859,-1.1141793,-1.0714724,-1.1224456,-1.3192565,-1.7205468,-2.140867,-2.349048,-2.5050657,-2.525736,-2.2800744,-2.0403912,-1.8343748,-1.9951494,-2.3926802,-2.7795942,-3.203853,-3.4243817,-3.6080112,-3.5658915,-3.293589,-2.2701714,-1.3118227,-0.7960179,-1.3098266,-2.6152627,-3.3831253,-3.9151144,-4.017,-3.8645005,-3.8081322,-3.7843447,-3.6736586,-3.3343997,-2.9288595,-2.5475807,-2.0349011,-1.5733974,-1.2904834,-0.86597466,-0.7672349,-0.7576566,-0.7245362,-0.7647258,-0.8097515,-0.834657,-0.7686431,-0.6717179,-0.7558512,-0.90323716,-1.7171346,-2.205441,-2.2451239,-1.7808373,-1.4239092,-0.71991086,-0.08111629,0.77143466,1.1014688,1.0847193,1.0124068,0.97874033,0.9321987,0.8119314,0.677155,0.6814278,0.603324,0.50311315,0.46207315,0.38688967,0.3897931,0.4574046,0.36662376,0.17728466,0.069291055,-0.061432123,-0.07193546,-0.09645044,-0.2647398,-0.32839167,-0.35852998,-0.47599107,-0.54558873,-0.5956021,-0.56462777,-0.550434,-0.63925695,-0.65499145,-0.6066407,-0.4407023,-0.3737689,-0.49697965,-0.51957846,-0.7449415,-0.79796827,-0.7592393,-0.59041756,-0.59743726,-0.62186277,-0.76620924,-0.77026945,-0.8987903,-0.9596177,-0.92899287,-0.99472874,-1.0484546,-1.1543114,-1.1473256,-1.2730708,-1.2736661,-1.2733898,-1.2736996
