0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146
9.296471,9.262523,9.253578,11.251473,11.182915,10.931062,10.689623,9.666519,7.383415,4.8664837,3.2652075,2.0423017,1.1686856,0.6854769,0.2882381,0.06342441,-0.22736588,-0.4522879,-0.37467033,-0.15750235,-0.018618815,-0.082730025,-0.3354967,-0.64580804,-0.60440254,-0.38206917,-0.092402294,0.07093995,0.23461965,0.22958109,0.17034495,-0.28200826,-0.42109197,0.16224292,0.52200645,0.6233593,0.21056704,-0.15933922,-0.34900343,-0.60143834,-0.9475429,-0.35983044,1.2405168,1.6379516,1.9715898,1.8825445,1.3230519,1.087347,1.4858484,2.0587673,2.0018046,1.1906266,0.00973711,-0.5677055,-0.4388494,0.07970725,0.6083599,0.64706117,0.6748502,0.6909571,0.75324756,0.76330566,0.64077365,0.50890696,0.27195245,-0.4142081,-0.4762303,-0.120612994,0.6911113,1.0583986,0.95374906,0.59020376,-0.032402534,-0.62662214,-0.7666297,-1.0167044,-1.6296033,-0.8691177,0.7574809,1.9204309,1.7371092,1.4839046,1.2805687,1.1083124,0.92444384,0.34453332,-0.3538498,-0.788534,0.2677172,1.0102091,0.880947,0.82523465,0.68642104,0.6442994,0.80037165,1.3945328,2.8098235,3.3600755,3.0629427,2.06645,1.6677804,1.6500461,1.6181846,1.6377037,1.4334743,1.3039756,0.9498594,0.92057914,1.2078812,1.0106694,0.8790795,0.93410885,1.0402446,1.1683359,1.2864902,1.4283254,1.5198464,1.64898,1.5788379,1.4949473,1.4098134,1.1579725,0.98285204,0.94916284,0.8573214,0.8038669,0.8452719,0.9628222,1.1335841,1.1539983,0.9636465,0.8642084,1.2352931,2.2875874,4.356975,6.3075247,6.897939,7.4990773,8.06129,8.359354,8.499207,8.554412,8.874434,9.124404,9.282404,9.233822,9.23366
-0.68705386,-0.6697546,-0.66607124,-2.3643692,-2.3387167,-2.3612742,-2.461084,-2.6421075,-2.92981,-3.3050096,-3.3377416,-3.1227117,-3.1873565,-3.6319664,-3.9386263,-4.05655,-3.9178643,-3.5065718,-2.9844913,-2.5566263,-2.1058536,-1.7044286,-1.2345232,-0.79916674,-0.4526847,-0.3117054,-0.30046588,-0.3328912,-0.377085,-0.35708022,-0.46749675,-0.5987243,-0.38222355,-0.18815888,-0.34653845,-0.89962846,-1.3935769,-1.4788561,-1.2880088,-0.8544748,-0.17023093,0.20864898,0.3586349,0.14070404,-0.27277493,-0.55324125,-0.59374547,-0.6919859,-0.9939801,-1.4011208,-1.6958263,-1.7766641,-2.107246,-2.6628768,-2.908554,-3.2848048,-3.3350399,-3.1406054,-3.0042934,-2.9172878,-2.82088,-2.6719697,-2.548301,-2.4377584,-2.225981,-1.7129564,-1.2839034,-1.0780317,-0.6464851,-0.16347197,-0.11778098,-0.40664235,-0.8262787,-1.0871146,-1.5644703,-1.7192478,-1.3506408,-0.97658515,-1.4223138,-2.0799124,-2.2348108,-2.2172036,-2.2448268,-2.31312,-2.4240777,-2.3024197,-2.4941874,-2.9321647,-3.2304907,-3.376177,-2.9239106,-2.65803,-2.4991164,-2.2880685,-2.2382216,-2.5081763,-2.5876794,-1.8028296,-0.88668853,-0.24382138,0.033468768,0.047837913,0.020805568,-0.1084398,-0.22643852,-0.31029794,-0.91818,-1.2848682,-1.3063672,-1.3514848,-1.5232701,-1.7857449,-1.995852,-2.154389,-2.28824,-2.440348,-2.6031494,-2.7730799,-2.9694033,-3.1483498,-3.172157,-3.0416334,-2.7088966,-2.4404263,-2.20921,-2.0556517,-1.9635663,-1.8571427,-1.7677698,-1.8088773,-1.8527126,-1.9044795,-1.7737575,-1.560313,-1.5464532,-1.4848213,-1.5140016,-1.5798707,-1.5937045,-1.5581822,-1.6148851,-1.7036539,-1.6227608,-1.5639398,-1.6629672,-0.65869814,-0.6582252
-0.12565073,-0.13297346,-0.13483393,-0.28242654,-0.37611854,-0.44261,-0.5753376,-0.77493304,-0.84693426,-0.71932864,-0.5423292,-0.4567721,-0.46781605,-0.51990044,-0.8017555,-1.3777304,-1.9204185,-2.2957556,-2.209043,-1.9334829,-1.7785746,-1.6318167,-1.5530319,-1.5620925,-1.6334937,-1.7111393,-1.7810441,-1.9022677,-1.9819496,-2.0468602,-2.0134149,-1.7767552,-1.6440763,-1.6804259,-1.8207297,-1.9619465,-2.1884685,-2.5087361,-2.7436433,-2.9514127,-3.0081358,-2.7328444,-1.9719205,-1.6245944,-1.1173888,-1.0535989,-1.3222785,-1.6198599,-1.8495421,-1.7104757,-1.7479873,-2.0234213,-2.4472144,-2.340596,-2.0836892,-2.1932797,-2.6152549,-2.8617854,-2.9470363,-2.9740605,-2.9536657,-2.9211087,-2.8107133,-2.6655302,-2.4650126,-1.9921386,-1.6489007,-1.4603773,-1.1400117,-0.58141345,-0.00987488,0.23164567,-0.13554509,-0.7418639,-1.8365061,-2.4412487,-1.7022183,-0.7918449,-0.21795058,0.38113272,0.6074106,0.6979331,0.8711583,1.2406127,1.1810455,0.8207481,0.18254265,-0.17158958,-0.63658714,-1.6955888,-2.37995,-2.5187411,-2.5374804,-2.463729,-2.3550084,-2.3675618,-2.7591038,-2.729641,-2.6156757,-2.711029,-2.7049394,-2.6186404,-2.4520879,-2.1914744,-2.1435523,-2.5141337,-2.5916128,-2.209564,-2.2809486,-2.5649643,-2.8912673,-2.9961877,-2.9478052,-2.7942574,-2.6981235,-2.5802102,-2.4949498,-2.4037693,-2.3670928,-2.377534,-2.3063073,-2.0631242,-1.6849086,-1.4355812,-1.3780065,-1.3872806,-1.4006457,-1.4208257,-1.4714193,-1.3534256,-1.1229596,-0.92470217,-0.66194475,-0.2603473,0.15099953,0.094590425,-0.12983361,-0.3360796,-0.5099407,-0.6321887,-0.66139424,-0.6198294,-0.6654812,-0.7782147,-0.87129724,-0.14281327,-0.14340739
0.40258488,0.42426136,0.42938277,-1.450301,-1.2374612,-1.0106072,-0.9768591,-0.9798831,-1.0514511,-1.2702726,-1.2113597,-0.9287154,-0.78839946,-1.0347159,-1.0885103,-1.0892943,-1.2603912,-1.6897236,-2.125443,-2.343078,-2.3793337,-2.3156862,-2.169851,-1.6872966,-1.2842104,-0.952209,-0.8093246,-0.8530965,-0.92607117,-0.93581426,-1.1307738,-1.661146,-2.2882528,-2.3538322,-2.0129867,-2.0939364,-2.320649,-2.2385833,-2.0402007,-1.5852333,-0.58841145,0.35049665,0.083127744,-0.8688238,-1.6420382,-2.1319823,-2.1521707,-1.8678122,-1.7043903,-1.9465098,-2.0085628,-1.8190596,-1.6320193,-1.758169,-1.6329675,-1.8321333,-2.1769853,-2.1958196,-2.1779716,-2.131541,-2.0828416,-1.9905269,-1.9353404,-1.9018397,-1.707325,-0.926494,-0.016533826,0.4299245,0.61607516,0.612028,0.5708697,0.47231674,0.28262547,-0.26563394,-0.8525839,-1.1705551,-1.0830641,-1.0042216,-1.5956738,-1.9576147,-2.0367963,-2.029689,-2.000579,-1.8995721,-1.5954671,-1.3104746,-1.4267006,-1.7004058,-1.778074,-2.5211444,-2.7317204,-2.694666,-2.6056187,-2.3662903,-2.1516862,-2.2882307,-2.960849,-2.9469001,-2.5799894,-2.3843327,-2.4366586,-2.506072,-2.3615522,-1.5097345,-1.3803937,-1.3481195,-1.6094619,-1.8316536,-1.8578426,-1.959666,-2.213091,-2.4100814,-2.4826992,-2.4193404,-2.42643,-2.4327316,-2.4596298,-2.4984555,-2.7017748,-3.0955622,-3.334246,-3.1706195,-2.724322,-2.4059777,-2.3223467,-2.2655828,-2.2049146,-2.1124337,-2.0204484,-1.9702079,-1.9238644,-1.8509765,-1.5419227,-1.0335022,-0.8278874,-0.8016127,-0.94321537,-1.011577,-1.0532482,-0.92511195,-0.93093514,-0.9579291,-0.7879882,-0.71081376,-0.8191251,0.43699968,0.436503
0.5664181,0.5731956,0.5750445,-1.6039922,-1.6800689,-1.7091751,-1.7288823,-1.8156562,-1.8951685,-1.6245729,-1.6594353,-1.7971349,-1.760312,-1.2711301,-0.9628985,-0.42687216,0.0568932,0.38057098,0.148584,-0.1716018,-0.27418527,-0.3749758,-0.40074462,-0.3911829,-0.39187634,-0.4414569,-0.5318656,-0.4840253,-0.4175396,-0.36883956,-0.3225754,-0.18849084,0.5060063,1.5605683,2.2932315,3.4215782,4.386117,5.035695,5.0291224,4.758693,4.0389366,2.3221676,-0.08961962,-0.85095096,-1.2515905,-1.3783889,-1.1905193,-1.242173,-1.2444456,-1.2365788,-1.225107,-1.1705165,0.010144949,2.187565,3.1317704,3.8752503,4.3920364,4.516424,4.5805163,4.5950108,4.602955,4.516053,4.457597,4.5165324,4.482325,4.2564874,3.2577312,1.4854742,-0.7821516,-2.040615,-2.5189652,-2.7670033,-2.6554065,-1.9391215,-0.5122994,0.6335809,0.8777968,0.5701137,-0.19911179,-0.4720503,-0.46941066,-0.4411556,-0.43239096,-0.27935794,0.36221227,0.93982685,2.244588,5.7406664,8.424109,10.148144,10.639656,10.688293,10.579836,10.172361,9.569818,8.199795,5.559027,3.0044718,1.1234518,0.15533543,-0.18004055,-0.3505807,-0.64780825,-1.0149479,-0.9691219,-0.9892943,-0.62104553,-0.22628008,0.06101848,0.37617788,0.82359236,1.1588407,1.3252338,1.2198906,1.2082363,1.1246456,1.1246072,1.0309315,1.1578406,1.5652046,2.1047742,2.5037007,2.5927167,2.41179,2.3309407,2.254393,2.033049,1.7720622,1.3949068,0.93709457,0.4441611,-0.036026433,-0.37410545,-0.6458056,-0.57189846,-0.46350563,-0.36318174,-0.31839442,-0.24401473,-0.15334176,-0.16367088,-0.117805675,-0.24064046,-0.2665519,-0.113071784,0.5832133,0.5830409
-0.6144004,-0.6130421,-0.6117205,-0.93233824,-0.98876536,-0.80620587,-0.6237997,0.12485641,1.4851179,2.1569498,2.4808488,2.6900713,2.9744596,2.8676414,2.517182,3.0131993,3.968742,4.987192,5.654414,5.8067765,5.7083817,5.3205314,3.8746407,1.3796958,-0.24518675,-1.0018134,-1.2119601,-1.2482615,-1.3198386,-1.3834331,-1.5009739,-1.5659032,-1.0388939,-0.44820932,-0.22939557,-0.6331658,-0.96715933,-1.0729797,-1.0071716,-0.81781435,-0.59771115,-0.6605042,-1.2857463,-1.7963808,-2.2968779,-2.6460636,-2.6579719,-2.3456297,-1.7421064,-1.3268766,-0.9740312,-0.47825575,-0.03549935,-1.0414435,-1.7371926,-1.8004805,-1.7684054,-1.7980278,-1.8569179,-1.867954,-1.8436307,-1.7816098,-1.6802902,-1.5236741,-1.3407948,-1.2284181,-1.3129891,-1.1634191,-0.42804295,0.1999844,0.5549667,0.79329723,0.75019944,0.2142328,-0.5185751,-1.1625302,-1.6502852,-1.2169092,-1.284267,-1.7224143,-1.7649034,-1.7365587,-1.6884747,-1.238093,-0.52944773,0.071335375,0.3397984,-0.29313037,-1.296246,-1.1201053,-0.59290123,-0.4505938,-0.3718831,-0.43436664,-0.68639624,-1.2551967,-1.8736854,-2.1361883,-2.1089416,-1.4931953,-1.2059623,-1.1469709,-1.1578406,-0.9010648,-0.38469905,0.8139837,1.5968852,1.2640039,0.6556242,0.7722622,1.1147134,1.5344529,1.759872,2.0002372,2.1479206,2.3437753,2.501163,2.637312,2.7409668,2.5770206,2.032354,1.2265065,-0.059850812,-1.0929496,-1.4713184,-1.3495255,-1.201227,-1.0229754,-0.63275343,0.09581825,0.92665195,1.3155482,1.1826179,0.74265325,-0.07758306,-0.5170243,-0.44707024,-0.4434232,-0.626126,-0.6892619,-0.693974,-0.7149797,-0.77514374,-0.8602196,-0.98240906,-0.61174244,-0.61167884
-2.2388616,-2.2420402,-2.2425528,-1.8695028,-1.8690046,-1.7919834,-1.7491742,-1.653808,-1.3334086,-1.088855,-0.81013143,-0.44573516,-0.0009858012,-0.048339874,-0.06254509,-0.06309292,-0.058705166,0.0163216,0.2054352,0.40339786,0.5617894,0.6253084,0.5661614,0.5740117,0.9262571,1.6086673,2.562798,3.333712,4.0667906,4.9695187,6.487933,8.190851,8.856847,8.413614,7.957542,7.181896,6.160659,4.8986845,4.301066,3.8330626,2.7886477,1.0035586,-0.9314799,-1.7980192,-2.385144,-2.5200691,-2.3406963,-2.1489468,-2.0015323,-2.2061157,-2.148659,-1.6634959,-1.3185344,-0.96212244,-0.91611737,-0.79784584,-0.8335069,-0.9963079,-1.1594687,-1.3007765,-1.4201952,-1.5239018,-1.5678915,-1.4742312,-1.4423363,-1.6444017,-1.6424415,-1.1022458,-0.5373939,-0.34479448,-0.6213045,-0.613492,-0.2445468,-0.12620203,0.08103821,0.4485196,0.41617328,0.026348531,-0.74399406,-1.6886394,-1.9197516,-1.9438753,-1.8774598,-1.9333243,-2.0649033,-1.8169514,-1.4378915,-1.4556667,-1.7605244,-1.188239,-0.8474248,-0.9615626,-1.1525785,-1.3376932,-1.5166135,-1.8701212,-2.0590816,-1.9085137,-1.6308182,-0.9383681,-0.3442362,-0.19429308,-0.31641716,-0.6789174,-0.8744298,-0.46326604,-0.59631085,-1.193615,-1.541929,-1.4602859,-1.3402699,-1.3313923,-1.4739835,-1.6145089,-1.7496558,-1.8791221,-1.9792043,-2.110057,-2.2048316,-2.2785861,-2.3872879,-2.2980642,-2.1582093,-2.08539,-1.8275256,-1.516476,-1.2742953,-1.124841,-1.0317386,-1.0276852,-1.0519489,-1.182052,-1.4823118,-1.9641246,-2.5833502,-2.8089669,-2.7374232,-2.6570442,-2.5643725,-2.4992495,-2.4113955,-2.4185233,-2.339818,-2.287712,-2.3796937,-2.2455847,-2.2459986
1.1189077,1.1200545,1.120276,-1.2455424,-1.1529412,-1.0318682,-1.0351468,-1.2375917,-1.39506,-1.4953794,-1.3392041,-1.0377264,-1.223494,-1.7827746,-2.0539382,-1.816113,-1.3861632,-0.8343189,-0.37251574,-0.1539876,0.08610569,0.49352366,1.3968487,2.034329,2.0909235,1.8871622,1.5572462,1.2667904,1.067471,0.97093505,0.72573614,0.10722746,-0.5817158,-0.54587805,-0.19816485,0.036918312,0.5463162,1.3593429,2.1965494,3.6968675,6.3719206,8.555763,9.22782,8.876329,8.312748,7.5696573,6.9720626,6.020668,4.5822315,3.4881446,2.326143,1.5404441,1.0342894,0.02453813,-0.12413007,-0.30488718,-0.27348807,0.06873971,0.3066522,0.46207267,0.5414109,0.70746374,0.8180817,0.865672,1.1213521,1.7382642,2.028885,1.9449357,1.6749644,1.007854,0.054434463,-0.72819126,-1.2351931,-1.6268618,-1.8839858,-1.6575545,-1.0624665,-0.7574693,-0.7543981,-0.8713924,-0.9247758,-0.79349756,-0.7798934,-0.556072,-0.08045331,0.7554718,1.3358645,1.0049452,0.3062365,-0.19543225,0.6037081,1.1206996,1.5268904,1.7915521,1.8064013,1.4832865,0.9652874,0.99133295,1.4336953,1.7217326,1.6814096,1.6384892,1.5816362,0.9516442,0.46798056,0.38711017,0.19154415,-0.14928356,-0.26566142,-0.33202416,-0.34549242,-0.30306017,-0.23165573,-0.09786633,-0.025364816,0.09943417,0.12753707,0.1806881,0.13121799,-0.10326058,-0.4604811,-1.0583946,-1.3157768,-1.0897214,-0.7881355,-0.5881629,-0.4369061,-0.18707043,0.25855795,0.6647616,1.0016391,1.3056982,1.6020954,1.6772197,1.1087843,0.63193846,0.32364988,0.103959024,-0.12664306,-0.10989644,-0.124000415,-0.16529107,-0.14882626,-0.10265179,-0.1558917,1.1249981,1.1243831
-1.1132095,-1.1132282,-1.1139749,-1.2899975,-1.3040936,-1.3568567,-1.3965032,-1.5866553,-1.658273,-1.719764,-1.7839227,-1.796234,-1.5716162,-1.305997,-0.966038,-0.56469154,-0.05844574,0.5926638,1.1034164,1.3675098,1.5393295,1.5087962,1.6936933,2.3514342,2.815257,3.3238006,3.757678,4.0520077,4.156099,4.1032777,3.6412454,3.0726109,2.8372288,1.8099289,0.7908514,0.03559807,-0.08662303,-0.13900508,-0.12350847,-0.07630652,-0.22334278,-0.37291563,-0.38068032,-0.056494124,-0.1306353,-0.09306173,0.06947887,0.1068452,-0.19777572,-0.36523223,-0.3340965,-0.27617636,-0.3407271,-0.66381484,-0.70484203,-0.5708936,-0.14077054,0.034765285,0.063969925,0.01611618,-0.047226407,-0.14968975,-0.30237195,-0.43417448,-0.5810106,-1.1824832,-1.9420543,-2.2836561,-2.2718458,-2.0444083,-2.216293,-2.5226865,-2.3366392,-1.3109448,-0.10311833,0.5306269,0.0035592914,-0.5352205,-1.0531502,-1.5259717,-1.3394749,-1.0759571,-0.94027644,-1.0936068,-1.422168,-1.3581524,-1.057225,-1.1551774,-1.05362,-0.6626129,-0.58275384,-0.73436844,-0.86110914,-0.92191327,-0.9458831,-0.94742626,-0.8900554,-0.72686255,-0.65532374,-0.51951927,-0.535325,-0.5347728,-0.36813658,0.034419443,-0.01303852,-0.05014257,-0.4691857,-1.0982274,-1.3735561,-1.439681,-1.3500596,-1.2775896,-1.263624,-1.2887061,-1.2597477,-1.2242291,-1.1756232,-1.0870667,-0.95230216,-0.7758858,-0.6264346,-0.4985606,-0.6932013,-1.0348964,-1.2189066,-1.318433,-1.350445,-1.3407116,-1.2364304,-1.1312833,-1.0005159,-0.8268647,-0.8279839,-1.0924112,-1.444146,-1.3701651,-1.4974129,-1.5145121,-1.5136691,-1.5211729,-1.499182,-1.5534878,-1.3899542,-1.2565658,-1.1835153,-1.1182365,-1.1180487
-2.206233,-2.2115617,-2.213518,-2.3282022,-2.2606468,-2.2203789,-2.1977012,-2.261435,-2.1559794,-1.905449,-1.9863586,-2.0332117,-1.9339427,-1.9494518,-1.8225044,-1.6957557,-1.6173419,-1.816829,-2.0591416,-2.0781121,-2.0002937,-1.9574862,-2.1243901,-2.3645222,-2.3461227,-2.2719073,-2.1572795,-2.0507064,-1.9416435,-1.7804707,-1.521632,-1.1405596,-0.7430682,-0.59866697,-0.49005175,-0.59544253,-0.6696404,-0.69184726,-0.7701944,-0.8664322,-1.3568438,-2.5808625,-3.1409645,-2.7566042,-2.2827168,-2.1445134,-2.0702505,-2.1180673,-1.8893017,-1.7143263,-1.735265,-1.6894312,-1.2325512,-0.2510668,0.64215475,1.7207996,2.558064,2.7833266,2.827732,2.874491,2.9095306,2.962797,3.0719671,3.1904144,3.2186465,2.7161398,2.139464,1.305985,-0.27266422,-1.2540537,-1.4109179,-1.5811269,-1.7680634,-1.9452634,-1.3603802,-0.8996072,-1.0857923,-1.700496,-2.1864996,-2.1410918,-1.754442,-1.3846228,-1.2312326,-1.2089027,-1.2420225,-1.2902886,-0.9961902,-0.46332985,-0.2634015,0.21997036,0.3325012,0.2918574,0.2133216,0.05781257,-0.26027107,-1.0721254,-2.164832,-2.5381355,-2.539709,-2.378111,-2.3168023,-2.2329266,-2.2244034,-2.6126876,-2.6386685,-2.6519918,-2.4687538,-2.2665675,-2.0974586,-1.8129445,-1.4569987,-1.22431,-1.1363521,-1.1832343,-1.2069478,-1.3022935,-1.4023242,-1.5809548,-1.7740436,-1.8478966,-1.7310655,-1.4461129,-0.92905545,-0.5208012,-0.096334994,0.24660297,0.45899498,0.65452814,0.8703085,1.0450141,1.129274,1.1166965,0.900051,0.5522758,0.32592526,-0.037745684,-0.21298847,-0.41916454,-0.57541853,-0.58479685,-0.57775295,-0.5489418,-0.6755209,-0.76447797,-0.7999636,-2.2191336,-2.2176971
