0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192
12.345137,12.360965,12.490877,9.533134,9.527558,11.764395,11.839243,11.581743,10.904414,9.39759,7.6827874,5.8378305,4.8361077,3.7088156,2.9537117,2.466502,1.5622188,0.9664324,0.7276805,0.8738237,1.1605172,1.6594325,2.3733268,3.715407,4.7901587,5.630781,5.75056,5.117692,4.101985,1.8445799,1.277144,0.68665206,-0.5940762,-1.9079051,-1.6659796,-1.4139683,-1.5523545,-1.765954,-1.9225466,-1.7928286,-1.6400611,-1.4236163,-1.0590975,-0.35466522,0.7648492,1.9039055,3.1804483,3.5270174,3.6983778,4.38156,4.4368935,4.62555,4.775871,4.1585765,2.887968,2.1591957,2.0178828,1.8118397,1.5083077,1.2653539,1.1023611,1.0289304,0.66664135,0.23009887,0.03544467,0.0057176426,0.7525388,1.8238174,2.7354698,3.205618,3.1771107,3.0129614,2.3189573,2.196147,2.4519389,2.9903238,4.224216,5.282398,6.280753,7.2925444,8.437689,8.645975,7.7714624,6.213771,5.692606,3.9596584,2.023047,1.0866522,1.0629542,1.105144,1.1455756,1.0442718,0.53201663,0.13765495,-0.0532787,-0.07560888,-0.06490599,0.052877888,0.16753133,0.23293854,-0.09807256,-0.024422988,0.3247824,0.5219177,0.6172875,0.27991995,-0.039608225,0.092567675,0.6126059,0.8932094,0.68507284,0.60410213,0.50357705,0.70294064,1.0709624,1.8045795,2.0092893,1.8989576,1.8970668,2.0427551,2.2959964,2.762024,3.2370777,3.6856835,4.295306,4.85104,4.2908506,3.2473865,3.0943043,2.7427344,2.002424,1.4216907,1.3090364,1.7012477,2.1387315,2.6237786,3.0037248,3.234756,3.2236695,3.1125436,2.861339,2.7473187,2.5150442,2.253642,2.1706376,2.1691003,2.5653079,2.5548687,2.8277469,3.104375,2.937417,2.121796,1.0052769,0.78863686,0.840564,0.7908937,1.3465056,1.6953344,2.0988455,2.3610404,2.40477,2.1700258,1.417804,0.37626043,0.6465976,1.4734247,2.524731,3.1471496,3.2621694,3.5369315,3.740199,4.25413,5.0530453,6.331026,7.1362257,7.8126125,8.368996,8.939875,9.213757,9.154423,9.009406,9.011049,9.103313,9.119703,9.204796,9.325158,9.355021,9.808621,9.939504,10.233199,10.430426,9.527319,9.527321
-3.1118214,-3.2018209,-3.2203221,-1.6729999,-1.6691285,-3.2812667,-3.0984716,-3.1043386,-3.1947813,-3.243043,-3.362752,-2.930935,-2.635335,-2.404336,-2.1980395,-2.0585582,-2.1379106,-2.4892287,-2.6422746,-2.3271434,-2.0928013,-2.2023067,-2.332641,-2.3562496,-2.3493042,-2.3102648,-2.3171875,-2.2332006,-2.0444114,-1.595957,-1.3884544,-1.2550617,-0.9697417,-0.43006545,-0.25067857,0.06947638,0.70501816,1.6245468,2.4383674,3.478932,4.378375,6.079813,8.058405,9.500803,9.891619,7.8773184,4.4116745,3.1664586,2.4123435,0.3350827,0.04613567,-0.49956205,-1.2163978,-1.9231687,-2.7308645,-3.2132483,-3.1357818,-2.866375,-2.7208767,-2.7128088,-2.828451,-2.869351,-2.8367643,-2.7298093,-2.5284579,-2.2435288,-2.3432724,-2.5062184,-2.3534737,-2.05955,-1.8236887,-1.7204229,-1.6493201,-1.6176172,-1.5073248,-1.4595975,-1.79299,-2.0497503,-2.2798944,-2.5483785,-2.7091513,-2.7729063,-2.8132787,-2.7752895,-2.577176,-2.1804519,-1.8486961,-1.7452312,-1.7465382,-1.5347531,-1.3381599,-1.2240303,-1.0145692,-0.8173114,-0.6462415,-0.39914638,-0.035828233,0.21786976,0.4179303,0.66811883,0.77615106,0.75179553,1.0422535,1.0741004,0.7913605,0.597982,0.3908969,-0.080728054,-0.30647284,-0.32461584,-0.45464197,-1.0016943,-1.7021856,-2.1081972,-2.2518537,-2.248892,-2.2196817,-2.1309798,-2.003489,-1.8690183,-1.7005138,-1.1299042,-0.5416224,-0.021902412,-0.57832676,-1.4888333,-1.5548211,-1.464786,-1.3999907,-1.1224778,-0.9456891,-0.7207717,-0.59913754,-0.5858551,-0.8189733,-1.0907089,-1.289542,-1.416943,-1.5429695,-1.6719075,-1.6992445,-1.7548977,-1.7655895,-1.8184737,-2.0522408,-2.2899985,-2.4933076,-2.563949,-2.6434498,-2.3896825,-1.9811566,-1.5204536,-1.2931144,-1.2955556,-1.4223752,-1.874094,-2.0474482,-1.9931207,-1.9178128,-1.9302906,-1.9521775,-1.9653794,-1.9659597,-2.3006198,-2.9911942,-3.5701494,-3.5785685,-3.371803,-3.2602425,-3.1827269,-3.1194234,-3.035768,-3.008596,-2.9713345,-2.9046655,-2.881397,-2.9114048,-3.0522337,-3.1901608,-3.1979642,-3.1557236,-3.0339496,-3.1104279,-3.060028,-2.9767141,-2.8825717,-2.806553,-2.7369733,-2.7345285,-2.6456437,-2.6248398,-1.6689876,-1.6690153
-0.19321556,-0.30820662,-0.322523,0.87468356,0.8739177,-0.74988806,-0.6853372,-0.5355553,-0.24854358,0.49532884,0.9900232,0.99934834,0.96599656,1.0123277,0.8834922,0.65929115,-0.09727688,-1.2656492,-2.0718808,-3.0597525,-2.8833342,-2.2433913,-1.8199065,-1.2572021,-0.7020706,-0.27758414,-0.0049722344,0.076552704,0.40083182,0.61085427,0.6764566,0.49083602,0.012901664,-0.08978027,0.26632,-0.21970156,-0.7179686,-0.87608635,-1.1752756,-1.6002722,-1.8521814,-2.1541898,-2.4600573,-2.64775,-2.1986396,-1.2235367,-1.1651261,-1.3340358,-1.605071,-1.9838161,-2.0145564,-1.7322512,-1.5355314,-1.6111691,-1.6730944,-1.4877414,-1.2255591,-1.1803353,-1.3825519,-1.6005766,-1.7281735,-1.9185953,-2.2699718,-2.535733,-2.4879277,-2.0837798,-1.589898,-0.8394391,-0.36492002,-0.14765993,-0.16563463,-0.30469322,-0.03996116,0.587898,0.61957777,0.98638415,2.7954648,4.4446516,5.556861,6.445903,7.335186,8.69627,9.81398,10.398776,10.557705,10.827496,10.707806,9.79965,9.084647,8.170976,7.2978992,6.416358,5.166911,4.007544,2.755532,1.2998673,-0.39939997,-1.5643951,-2.2976744,-2.7898784,-3.1848805,-3.4809449,-3.3336203,-2.8933012,-1.9533014,-1.4823039,-1.3005921,-1.176301,-1.0634923,-1.3236372,-1.3068773,-0.5340093,0.08567788,0.3233893,0.71603936,1.1337261,1.0590079,0.83995736,0.49811822,0.31063306,0.2992655,0.22167453,0.172954,0.1476898,-0.21924795,-0.8454056,-1.2158641,-1.4637327,-1.5579928,-1.8244325,-1.7658756,-1.4334259,-1.2218838,-0.6884326,-0.40179905,-0.27828348,-0.23408312,-0.13126346,-0.13623178,-0.09829417,-0.08733464,-0.10755626,-0.2656918,-0.37383056,-0.24224652,0.02339077,0.49322155,0.6804469,0.71740466,0.5743905,0.5255083,0.38101855,0.09614542,0.056284577,0.23395392,0.2639036,0.21482322,0.13740009,0.08662258,0.06758466,0.11934722,0.041419998,-0.09023506,-0.16467954,-0.15214492,-0.37039077,-1.4477465,-1.8872674,-2.0491052,-2.1624846,-2.1871839,-2.2142587,-2.164212,-2.0165524,-1.8638673,-1.6849769,-1.5665796,-1.4818078,-1.3782752,-1.3479085,-1.3804408,-1.4371636,-1.4854031,-1.4771054,-1.4469621,-1.4271259,-1.3941481,-1.5449939,-1.6357493,-1.6471893,-1.5860143,0.8735385,0.87356305
-3.8798616,-3.8929138,-3.9007645,-1.2059361,-1.2024847,-3.018957,-2.8632674,-2.579807,-2.307506,-1.583654,-0.79958373,-0.08994354,0.0005537402,0.17827097,0.2679083,0.29184532,0.18575369,-0.7049793,-1.3832655,-1.8529519,-1.8807126,-1.5215957,-1.2747123,-1.3742068,-1.5648186,-1.7558469,-1.9291232,-1.8904059,-1.89592,-1.7098229,-1.5885957,-1.4832907,-1.2367326,-0.7900389,-0.512013,-0.6612339,-0.75028414,-0.56578237,-0.5966062,-0.5728155,-0.45422295,-0.21014118,0.18781406,0.33405834,-0.2927971,-1.3806264,-2.666372,-3.0451102,-3.253642,-3.6660333,-3.6483014,-3.5997834,-3.510326,-3.3558142,-3.3390906,-3.4010348,-3.195427,-2.921694,-2.6519601,-2.4323995,-2.379517,-2.5075839,-2.6228561,-2.6033604,-2.299338,-1.5404356,-1.0829563,-1.1516844,-1.2779579,-1.2486875,-1.0679795,-0.95931137,-0.96255517,-1.081229,-1.1209599,-1.1476468,-1.0751176,-0.96977603,-1.0969889,-1.3570619,-1.513716,-1.6073194,-1.8290143,-1.9255341,-1.9586983,-1.8026733,-1.5225039,-1.4508011,-1.2325473,-0.7445232,-0.24391818,0.32714176,0.9721909,1.523704,1.9610426,2.528323,3.1198096,3.734894,4.7664533,6.5408726,8.393178,9.5487175,10.20024,10.889739,11.20534,11.206909,11.045496,10.062501,8.72826,6.961649,3.8250303,1.3470047,-0.32656944,-1.0010673,-1.3954881,-1.7872541,-2.0036697,-2.2270167,-2.4971464,-2.6701465,-2.762987,-2.7885363,-2.639556,-2.3955233,-2.243638,-2.342586,-2.413667,-2.3062735,-2.061457,-2.034142,-1.9663758,-1.771642,-1.5410793,-0.7152921,-0.24215828,-0.18028015,-0.27323207,-0.32530424,-0.3532123,-0.2532532,-0.06305276,0.11416751,0.37828696,0.5442693,0.61332583,0.8738972,1.2253551,1.3702598,1.147728,0.7429787,0.16181238,-0.08060785,-0.14040333,-0.10860756,-0.09205634,-0.75137585,-1.3201004,-1.6950324,-1.9355987,-2.1125782,-2.1717129,-2.1014159,-1.8316686,-1.254794,-1.0909638,-1.4164902,-1.7209373,-1.8040051,-1.8409466,-1.8431469,-1.7783489,-1.7037115,-1.7824993,-2.0041668,-2.1502333,-2.209885,-2.1713867,-2.3480897,-2.475356,-2.5284157,-2.4060154,-2.333817,-2.3532205,-2.3224432,-2.3960898,-2.3759782,-2.360786,-2.4609833,-2.5496368,-2.4977133,-2.5354002,-1.2024212,-1.2024386
1.0900122,1.1402755,1.1070882,1.3730826,1.3716079,0.026990525,-0.34074506,-0.5285332,-0.5978705,-0.9243294,-1.1026314,-1.1592501,-1.3943154,-1.5082309,-1.6876237,-1.8318274,-1.4833963,-0.16564353,1.1949315,2.0334404,1.8362739,0.17253768,-1.4917504,-2.3963196,-2.5669088,-2.2462738,-1.9821901,-1.7743592,-1.4971769,-1.32901,-1.5127765,-1.6105678,-1.3370111,-0.42365825,0.6478256,2.2661033,3.1329365,3.472959,3.8560138,4.0003176,4.0171385,3.7530394,2.701346,1.0416017,-0.0048300326,-0.6822916,-0.8878257,-0.5765806,-0.19008026,0.25094873,0.059220165,-0.3061875,-0.74853957,-1.0181274,-1.034181,-0.6679734,-0.5125098,-0.70816827,-0.7949884,-0.7034855,-0.6212504,-0.5766574,-0.25053963,0.022350684,0.05551094,-0.44876334,-1.1794724,-1.8981909,-2.024371,-1.845592,-1.6399443,-1.12161,0.52177685,1.5066819,1.8375282,1.5132344,0.5338747,-0.3223614,-0.79873675,-0.9856746,-0.6651348,-0.077459924,0.38347763,0.62969047,0.4771975,0.6296614,1.2895356,2.9934778,3.9248075,4.641317,4.958279,5.1142626,5.0916586,5.092599,5.0885043,5.0790796,5.0707064,5.0448847,4.6504574,3.4070585,2.1438656,1.2848144,0.66706944,0.4139877,-0.11447925,-0.37656325,-0.3186708,-0.27338365,-0.53869617,-0.54377145,-0.23096132,-0.39072692,-0.91701365,-1.3407792,-1.48804,-1.4650393,-1.2309868,-0.9461834,-0.6673616,-0.30310673,-0.06747768,0.038845018,-0.11938235,-0.6373832,-1.3858004,-0.9909944,-0.49983084,-0.19958425,-0.39162406,-0.3921561,-0.59315777,-0.78077537,-0.9566593,-1.5592625,-1.4302056,-0.9563916,-0.6073868,-0.48032764,-0.3344994,-0.24904904,-0.26903158,-0.29058075,-0.24367881,-0.20732796,-0.24300238,-0.387204,-0.7323898,-0.9115319,-1.2786705,-1.3932867,-1.246634,-1.0518351,-0.95760673,-1.1013906,-1.4541605,-2.4510262,-2.746953,-2.810347,-2.7747517,-2.7134018,-2.6485105,-2.4665103,-2.1209464,-1.4958284,-0.8938606,-0.3890236,0.31501266,0.6464231,0.7292349,0.64578444,0.42565632,0.33519626,0.37039167,0.61203444,0.74177396,0.77173597,0.7045592,0.7094425,0.62088823,0.5676694,0.4185489,0.33156353,0.31247783,0.32822612,0.43998417,0.42744428,0.38405976,0.68364376,0.8507718,0.9275941,1.2517279,1.3717192,1.3717555
-3.2205048,-3.2444425,-3.4902868,-0.54364944,-0.54247457,-3.549509,-3.60296,-3.5056381,-3.1961532,-2.4821954,-1.7891548,-1.042507,-0.789418,-0.5055658,-0.23644483,-0.023036242,0.09954706,-0.18233487,-0.43997097,-0.10370153,0.07382175,-0.07779002,0.13850898,-0.10351978,-0.7527191,-1.3619373,-1.7322,-1.7279813,-1.6359559,-0.9618143,-0.5962292,-0.109037526,0.7726803,1.0020901,0.1184541,-0.27439117,-0.35404,-0.21522099,-0.12737143,-0.019820116,0.104871154,0.23410824,0.40986216,0.40944254,0.24830967,-0.19417426,-0.55794287,-0.7237105,-0.69811606,-0.52218795,-0.11739965,-0.0028355122,0.054774255,0.46766874,0.87795335,0.9814193,1.2765274,1.9849256,2.5118322,2.700191,2.6419725,2.1673772,1.8184392,1.4339098,1.0480835,0.4192933,-0.54091144,-1.6902007,-2.7922087,-3.5589776,-3.7085795,-3.69657,-3.2571752,-2.592082,-2.1511052,-1.7404801,-1.4996495,-1.1607087,-1.1422391,-1.5590662,-1.9622716,-1.7072151,-1.1003442,-0.37613305,-0.13749267,0.4719501,1.1660749,0.5704695,0.07043138,-0.16046032,-0.0064663887,0.3139923,0.7210267,0.9635781,1.1646996,1.2427716,1.2351037,0.9537425,0.60215163,0.24280068,0.44321817,0.79043937,0.64543974,0.2839313,-0.1711059,-0.45009813,-0.4344882,-0.5304892,-0.4887539,-0.16072845,-0.4045775,-0.9035131,-0.7898244,-1.0757065,-1.767678,-2.5242999,-2.6496131,-2.6251006,-2.613988,-2.5769448,-2.522578,-2.4202242,-2.337542,-2.2209888,-1.9784582,-1.9761038,-1.560674,-0.9578601,-0.42432034,0.23952466,0.48057544,0.5575399,0.472831,0.4115322,0.33098498,0.07667266,-0.055762663,-0.07842468,0.028519526,0.15647167,0.25768945,0.44601092,0.80380404,1.2020938,1.4200363,1.5007452,1.1988102,1.0644642,0.48076838,-0.56561005,-1.066053,-1.2183858,-1.0161535,-0.9318999,-0.9918893,-1.1984148,-1.2962439,-1.2843325,-1.2244155,-1.1183708,-0.61764354,-0.023724465,0.50872767,0.8313446,0.5784622,0.24900171,0.14557174,-0.22573301,-0.3613073,-0.48206288,-0.50514346,-0.7651217,-1.1140256,-1.3094544,-1.2522788,-1.0744238,-0.9183517,-0.83462834,-0.76612735,-0.61386555,-0.4233681,-0.42240024,-0.13154902,-0.09250772,-0.08467682,0.08797598,0.09016025,0.2121195,0.15158354,0.20084266,0.052999735,-0.54212815,-0.54212
-2.9479575,-2.9999077,-2.9213338,-2.6043816,-2.6032538,-3.04509,-3.0509946,-3.2268841,-3.5216384,-3.7517607,-3.7778368,-3.5658097,-3.31372,-3.1030917,-2.9497116,-2.6359239,-1.8997934,-0.74350536,-0.099211276,0.70620495,0.78522474,0.29211,-0.049497575,-0.21411303,-0.49949312,-0.92504776,-1.196183,-1.2064881,-1.4887495,-1.6772525,-1.6667178,-1.4862394,-1.0301837,-0.57011795,-1.3383803,-1.4870825,-1.1708204,-1.0770876,-0.9961134,-0.9362072,-0.97827184,-1.0113782,-1.0062705,-1.0978181,-1.4823794,-1.5342859,-1.7094911,-1.8664845,-1.8941426,-2.1125596,-2.153414,-2.3444417,-2.4936926,-2.5099528,-2.4668424,-2.5126574,-2.3819118,-2.095224,-1.554292,-1.1305693,-0.8480943,-0.5204647,-0.24024472,-0.024125218,-0.05697134,-0.32757458,-0.95038,-1.8827236,-2.561128,-2.8610926,-2.7576137,-2.3872886,-1.6294103,-1.2434691,-0.95731336,-0.9473829,-1.3794007,-1.5836323,-1.7895612,-2.056223,-2.4437907,-2.7014692,-2.6649854,-2.5641186,-2.2651815,-1.7937362,-1.0614779,-0.8894553,-1.135317,-1.3899705,-1.3445255,-1.5000552,-1.6348171,-1.7049103,-1.7470922,-1.7386161,-1.6572778,-1.6575205,-1.8143811,-2.2371817,-2.299646,-1.6948516,-1.3409721,-0.8173369,-0.6177946,-0.4539254,-0.13786122,0.03869299,-0.060705423,-0.016436517,-0.26738384,-0.6954909,-0.70897603,-0.84375966,-1.3051625,-2.0187151,-2.1436348,-2.1411223,-2.0259469,-1.9034853,-1.8875663,-1.8751029,-1.9638168,-2.225345,-2.139989,-2.2473125,-2.5188513,-2.5067844,-2.2656627,-1.9920949,-1.8865478,-1.8634875,-1.666643,-1.0569334,-0.4450308,-0.41152126,-0.61273324,-0.82555485,-0.9662204,-1.0809935,-1.162137,-1.2376993,-1.286974,-1.3224926,-1.3662755,-1.5066814,-1.602464,-1.4327888,-1.2962651,-2.0220475,-2.550523,-2.611676,-2.4475598,-2.4158452,-2.2725844,-1.7891107,-1.6253669,-1.4937086,-1.3901117,-1.1747566,-0.7904804,-0.4097113,0.07984894,0.59221053,0.11347826,-0.32684895,-0.27812156,-0.34943038,-0.38635886,-0.4593507,-0.57577217,-0.8292217,-1.2300051,-1.9012762,-2.3131208,-2.585087,-2.7410638,-2.921049,-2.9656754,-2.990173,-2.9689853,-2.9299936,-2.9113822,-2.786738,-2.7137668,-2.6590538,-2.6497269,-2.6409597,-2.687281,-2.6952412,-2.7730644,-2.6031444,-2.6031418
-1.7553258,-1.8905598,-2.092884,-1.2497973,-1.25135,-2.418304,-2.3790317,-2.2952652,-2.2431002,-2.0908043,-1.6150974,-0.6874365,-0.27350903,0.0055900663,0.20010269,0.34858063,0.46784782,0.037868947,-0.21994734,0.20855662,0.45463023,0.62803864,0.3547808,-0.2387191,-0.7010627,-0.9549195,-1.1305993,-1.0973113,-1.1584834,-1.010963,-0.8645895,-0.7457263,-0.45157453,-0.22483546,-0.1724432,-0.34520018,-0.33536243,0.038103938,0.21307912,0.46024367,0.7807147,1.5321289,2.6181593,3.424774,3.2573261,1.281844,-0.5491991,-1.1412845,-1.3194275,-1.7801566,-1.7964394,-1.9350194,-2.0122497,-1.9045453,-1.8925035,-1.8100247,-1.3632195,-1.0255667,-0.9798145,-0.9972152,-1.1420468,-1.4251943,-1.440429,-1.3507043,-1.1985757,-1.3549318,-1.6814485,-1.8524778,-1.6300704,-1.1623497,-0.73958427,-0.5352618,-0.03321752,0.15953766,0.62404627,1.1152592,0.91584265,0.31444523,-0.51079845,-1.4030812,-2.209195,-2.7572372,-2.973758,-2.9814615,-2.9371233,-2.713121,-2.5746903,-2.5636082,-2.3094862,-1.7059866,-1.1206201,-0.531493,0.12950559,0.58120453,0.9103494,1.2173514,1.4264339,1.5221617,1.7078935,2.1054013,2.522069,2.4896274,2.3659325,2.2367892,1.8226287,1.7741631,1.6113673,1.1123878,0.71465236,0.7300892,0.9274862,0.31696314,-0.39061648,-0.83909166,-1.2281547,-1.784725,-2.0119512,-2.142796,-2.225344,-2.2686641,-2.297766,-2.11513,-1.9261599,-1.7307351,-1.9744077,-2.0328596,-1.7597089,-1.5599742,-1.5607294,-1.626153,-1.522731,-1.2949502,-1.2334726,-0.9512347,-0.6001141,-0.35393524,-0.30417672,-0.3388527,-0.3420095,-0.3102453,-0.26921147,-0.28658763,-0.312473,-0.39821976,-0.623282,-0.84307176,-1.2906586,-1.3966156,-1.521593,-1.0162368,-0.39455196,-0.07414058,0.024804115,-0.057061,-0.3114745,-0.97984725,-1.1966742,-1.3581591,-1.444502,-1.5019038,-1.3840232,-1.1378704,-0.8073394,-0.46225202,-0.26771066,0.1082689,0.7207364,0.78090316,0.76367867,0.7395823,0.75026274,0.68128824,0.38111213,-0.2202372,-0.53231823,-0.76701593,-0.88724035,-1.1125519,-1.2397841,-1.1918818,-1.1440207,-1.0855691,-0.9558821,-0.8601382,-0.8691363,-0.9011534,-0.9008618,-0.8340872,-0.7815232,-0.6985897,-0.72692806,-1.2515444,-1.2515295
-0.5556143,-0.68605953,-0.6341774,-2.297938,-2.3008142,-1.1047709,-0.9552574,-1.1446061,-1.5101135,-1.860395,-1.9539028,-1.8917246,-1.9092587,-1.8701754,-1.8255622,-1.5597622,-0.79492795,0.9268567,2.2332366,2.3555667,1.8156556,0.49029052,-0.28571194,-0.6848234,-1.2856693,-1.8184674,-1.9751393,-1.9160514,-1.9635819,-1.6898006,-1.6249812,-1.3913924,-0.6516105,0.77885365,1.2942998,1.7709764,2.0442967,1.9051577,1.9418933,1.8994641,1.6966932,1.2380495,0.76255834,0.27765208,-0.38138956,-0.66951,-1.1563878,-1.484672,-1.6698455,-1.8554065,-1.7312678,-1.7185583,-1.6511263,-1.4404161,-0.90315866,-0.50014853,-0.3947955,-0.61193967,-0.6076913,-0.33288848,0.049029946,0.6503339,1.1199133,1.4156482,1.2865889,0.6313729,-0.16679628,-0.6720834,-0.6382061,-0.3611163,-0.08293238,0.29924875,0.86908495,0.83998734,0.9432585,0.92525876,0.3160463,-0.13092765,-0.6447443,-1.0762641,-1.566762,-1.5873013,-1.1858898,-0.93640184,-0.77510256,-0.41376662,0.12129842,0.2793013,-0.0138347745,-0.38023716,-0.44201607,-0.47323382,-0.3710115,-0.24656774,-0.063088164,0.16075267,0.5357017,0.8498813,1.018747,0.6508384,0.039059103,0.024836853,0.5778315,0.89913005,0.58223486,0.42516744,0.18485066,0.20818347,0.6543906,1.0519903,0.3080104,-0.616173,-0.8335012,-1.0184417,-1.1879609,-1.5870368,-1.592572,-1.4697385,-1.2633626,-1.2182676,-1.2482195,-1.2499915,-1.2836844,-1.3961978,-1.382685,-1.3743336,-1.4552469,-1.4736234,-1.3427658,-0.8512172,-0.71434623,-0.6961557,-0.65608793,-0.906033,-1.3020939,-1.3184338,-1.3070706,-1.2863979,-1.267836,-1.2405717,-1.1859202,-1.1662791,-1.1242746,-1.0532472,-1.0669124,-1.2164705,-1.2842383,-1.2829361,-1.6842895,-2.4717221,-2.8112907,-2.739955,-2.5832963,-2.4402516,-2.2489026,-1.9416792,-2.3311205,-2.3651357,-2.329514,-2.2816482,-2.299579,-2.3265157,-2.1991239,-1.6611211,-1.6451721,-1.9094217,-2.1915436,-2.2270992,-2.1835005,-2.057364,-1.8486683,-1.750281,-1.7003429,-1.7483788,-1.922668,-2.1096342,-2.227337,-2.3748937,-2.522231,-2.5866044,-2.4804864,-2.3074255,-2.3809772,-2.4310422,-2.4770634,-2.456145,-2.4460151,-2.5015912,-2.5887504,-2.437447,-2.3462691,-2.301185,-2.3011644
-4.2621984,-4.146116,-4.053991,-2.297149,-2.2962368,-3.39836,-3.5726674,-3.613902,-3.4356258,-3.1205442,-3.1001568,-3.3014758,-3.5269198,-3.576662,-3.7942336,-3.9858105,-4.0751257,-4.1050224,-3.575101,-2.4561439,-1.7991947,-2.069656,-2.6414995,-2.9869163,-2.9708853,-2.8319466,-2.7259793,-2.6309807,-2.496943,-2.2427459,-2.35939,-2.4736784,-2.7006087,-3.035921,-3.0199118,-2.1674757,-1.4620714,-1.1038022,-1.0185604,-1.0570455,-1.1371366,-1.1272547,-1.3916203,-1.8638462,-2.1894522,-2.6398683,-2.7356472,-2.6499114,-2.4803605,-2.4094188,-2.4423037,-2.6397536,-2.828471,-2.8106825,-2.7673998,-2.6303868,-2.468578,-2.3927312,-2.5149562,-2.6893086,-2.854174,-3.0105884,-2.9640791,-2.8950586,-3.0357926,-3.2604141,-3.4560838,-3.5305357,-3.5352507,-3.5621176,-3.6083455,-3.6520739,-3.474415,-3.1626856,-2.8656387,-2.7195482,-2.8857214,-2.9950356,-3.02742,-3.0818715,-2.8964868,-2.5466065,-2.0737627,-1.8443506,-2.0227158,-2.0633821,-1.9631702,-1.7925291,-1.5829539,-1.3578007,-1.0591083,-1.0125284,-1.0770159,-1.111583,-1.1363047,-1.1739197,-1.1919088,-1.210077,-1.2805907,-1.4544811,-1.9953315,-2.633679,-3.0610151,-2.8775654,-2.4973643,-2.1562164,-1.4934922,-0.83572316,-0.750252,-0.76031965,-0.57216007,-0.96105486,-2.0108876,-2.6885087,-2.8659906,-2.7723987,-2.5584893,-2.2563176,-2.0961719,-2.0251343,-2.0724607,-2.2460806,-2.3542328,-2.3124533,-2.075748,-2.297408,-2.260991,-2.2666538,-2.4147525,-2.019575,-1.7084777,-1.4756315,-1.386021,-1.4455202,-1.2173984,-1.2376785,-1.3473184,-1.4110649,-1.4513042,-1.43662,-1.4702858,-1.4441025,-1.323385,-1.2776426,-1.3337172,-1.384803,-1.6380994,-1.7286468,-1.6716969,-1.816618,-1.9223031,-1.8158393,-1.6308208,-1.669406,-1.7551321,-2.037036,-2.103926,-2.1286795,-2.1181545,-2.1241417,-2.1079972,-2.0286686,-1.8325467,-1.4708532,-1.1513137,-0.6017058,0.012447635,0.21019642,0.25240815,0.05686259,-0.22172618,-0.43740475,-0.6318478,-0.87244165,-0.9407813,-1.2172276,-1.5318491,-1.7268538,-2.0166936,-2.2255797,-2.280303,-2.402543,-2.2198734,-1.9443848,-1.7151319,-1.6653959,-1.7029072,-1.519804,-1.494891,-1.4746202,-1.3160003,-2.295931,-2.2959423
