0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157
12.502016,12.232235,12.166467,12.111773,11.968725,11.983959,11.884478,11.469397,9.098419,5.974489,4.076483,2.922038,2.5598893,1.8980294,1.2707992,0.8153351,0.5278686,0.14881137,-0.108538985,-0.4539632,-0.5974457,-0.53418744,-0.27060115,0.055107802,0.85612327,1.4845865,2.0738325,3.1583004,5.108376,6.438522,6.8798513,7.0907745,6.9924846,6.107377,4.0582647,2.0446115,0.5105746,-0.24257392,-0.5013263,0.2503739,0.8157124,1.3022618,1.706733,1.9968579,1.4970702,0.8848389,0.14520119,-0.33875322,-0.7213675,-0.9031842,-0.83075345,-0.50950754,-0.1557682,0.21086377,0.5504165,0.790257,1.0207704,1.2841771,1.4573343,1.631886,1.8151178,1.9679787,2.4448962,4.13443,4.827669,5.9020867,6.416567,6.5037956,6.4547505,4.4139113,2.764597,2.1857896,1.9951339,1.9932325,1.2659485,0.67321324,0.64100456,0.7369372,0.9744684,1.0820112,1.2483375,1.6049395,1.8159883,1.6062518,1.5776589,1.7677805,2.1815927,3.3893328,4.102514,3.0834467,1.8547254,0.8505373,0.5874176,0.3570584,0.18005691,0.060722213,0.4660782,0.7838525,0.62252337,2.0707078,3.571757,4.521857,5.1766577,5.386685,5.298668,5.2670608,5.5282044,5.90701,6.665582,7.4526863,7.813206,7.6722927,6.845207,3.5359805,1.3178055,0.7847761,1.1679764,1.8319166,1.8816341,1.311916,0.91113085,0.67098653,0.4381117,0.13464767,-0.043050766,0.47508612,0.9871685,1.6022367,1.7187853,1.3053906,0.97657657,0.8781248,0.8573879,0.62680304,0.50143504,0.5510621,0.85631406,1.3431289,2.0271277,2.6720662,3.1806026,3.4364197,4.5108156,5.554572,6.7891893,7.5182314,8.0882845,8.897077,9.395342,9.436385,9.685045,9.846488,9.893908,9.905308,9.809871,9.865232,9.865048,9.86515
-2.0202317,-2.3123994,-2.5293484,-2.5083098,-2.3256109,-2.0580335,-1.8581865,-1.5588834,-1.8648896,-2.482049,-2.6950316,-2.1668975,-1.3169458,-0.76134366,-0.44893587,-0.49142283,-0.53210276,-0.2622546,0.33991694,0.45270517,0.2537508,-0.087527886,-0.54922915,-0.8056968,-0.6008041,-0.71933526,-1.4800612,-2.4461212,-2.8805585,-2.9983983,-2.8788428,-2.6175568,-2.3973505,-2.3810313,-2.6196349,-2.9379191,-3.4113812,-3.672606,-3.0137837,-1.9203665,-1.399305,-1.1884445,-1.1133778,-0.5368142,-0.109294966,0.068755865,-0.030682713,-0.08410417,-0.03502806,0.11709751,0.12476723,-0.096950755,-0.52943677,-0.87615997,-1.1516926,-1.3863363,-1.6595836,-1.9276626,-2.07709,-2.2527142,-2.3318524,-2.5111227,-3.0559533,-3.6683726,-3.8895893,-3.8975282,-3.6736617,-3.5036294,-3.2731483,-3.2675824,-2.93233,-2.4753237,-2.1993291,-2.243262,-1.9716098,-1.6395495,-1.6772804,-1.7575073,-1.8294864,-1.8336507,-1.8548672,-1.9465814,-2.1179254,-2.4309845,-2.6185849,-2.5180812,-2.0016263,-1.4452463,-1.3688124,-1.1511004,-0.8405292,-0.86827695,-1.2608951,-1.6810565,-1.822995,-1.7349619,-1.9193958,-2.0471165,-1.7328906,-2.1196828,-2.5988505,-2.8281298,-2.9794965,-3.0369482,-3.0934424,-3.193941,-3.2908273,-3.369155,-3.3375292,-3.07232,-2.931685,-2.8918114,-3.2462282,-3.8286707,-3.8224297,-3.8300066,-4.14114,-4.430729,-4.205934,-3.8672762,-3.5727625,-3.2564077,-2.8577328,-2.4872065,-2.1541963,-2.028271,-1.7024536,-1.3790401,-1.5430655,-2.0290658,-2.6182303,-2.987059,-2.8282437,-2.7372868,-2.869841,-3.1223698,-3.4253044,-3.7747543,-3.9958653,-3.8931837,-3.8745003,-3.8989258,-4.0307183,-4.030464,-3.8340871,-3.8370976,-3.7626696,-3.5740175,-3.3764606,-3.324468,-3.135453,-3.0740805,-3.052279,-2.9756856,-2.9517298,-1.60794,-1.6072419,-1.6072171
-2.1235282,-2.4139862,-2.274531,-2.0787432,-1.9700097,-1.8153037,-1.7296695,-1.6546195,-1.9903164,-1.893475,-1.8128002,-1.9021925,-2.365851,-2.5688236,-2.4747562,-2.541933,-2.7909868,-2.565087,-2.2213392,-2.2758443,-2.2606153,-2.2112734,-2.1363788,-1.8579025,-0.7906889,1.0723428,5.2265525,8.604324,9.775724,10.435521,10.789578,10.98188,11.172167,11.6348,11.746447,10.493241,8.342047,5.4420795,0.9252344,-2.3030891,-3.2378688,-3.6164033,-3.7575507,-3.5460029,-3.3161097,-3.375697,-3.5960402,-3.6377566,-3.5984058,-3.58676,-3.576262,-3.4612288,-3.278164,-3.0826645,-2.959267,-2.8612432,-2.7763484,-2.696282,-2.6578107,-2.7164965,-2.7853754,-2.600264,-2.3851666,-2.1965141,-2.0961323,-2.0870042,-2.108116,-2.0403793,-1.9062276,-1.7171276,-1.3000432,-0.9626303,-0.9604939,-1.0372622,-0.7610171,-0.08211948,0.10746452,0.2374975,0.37507433,0.36256954,0.25945616,0.06909628,-0.21382353,-0.5673056,-0.6214765,-0.64468753,-0.7564965,-0.88607454,-0.81070596,-0.74584126,-1.3191031,-1.9716172,-2.4814394,-3.119028,-3.8130288,-4.0455413,-3.4906893,-2.4747572,-1.6290445,-0.9542004,-0.5069052,-0.5325226,-0.9275882,-1.1966517,-1.3899307,-1.6331031,-2.0926836,-2.5068588,-2.5151677,-2.4810567,-2.6753187,-2.8815324,-2.9838538,-2.9747212,-2.6850216,-2.4594734,-2.2607253,-2.1912766,-2.2595768,-2.208384,-2.1819508,-2.25389,-2.4539037,-2.7020228,-2.8329663,-2.7317543,-2.5174484,-1.6357508,-1.1633248,-1.2354699,-1.6385412,-1.8991396,-2.2252343,-2.6301804,-2.8595304,-2.917493,-2.8323216,-2.81768,-2.794422,-2.840125,-2.86442,-2.9089112,-2.8413076,-2.5497212,-2.188251,-2.0628717,-1.9634837,-1.9891467,-2.1002593,-2.0029962,-1.8558552,-1.7410259,-1.5860903,-1.5976858,-1.5353596,-0.085343555,-0.08518377,-0.08506358
-2.6390038,-2.8211856,-3.040809,-3.2143962,-3.0892487,-2.7822742,-2.5015364,-1.8917637,-1.250749,-1.1552082,-1.2867482,-0.71652657,0.050231785,0.3887861,0.81816196,1.0113177,1.3307412,1.3410879,1.0997229,0.90847236,0.65208083,0.1890744,-0.42147678,-0.8233316,-0.9659554,-1.2555603,-1.8445513,-2.50769,-2.810889,-2.8771424,-2.823546,-2.714662,-2.5295973,-2.3804455,-2.531186,-2.7406416,-2.787416,-2.8636773,-2.8926105,-3.134305,-3.1580591,-3.2041898,-3.0988424,-2.396908,-1.8520892,-1.7002423,-1.7968485,-1.8032182,-1.7682625,-1.7348053,-1.759882,-1.9201139,-2.087844,-2.2004554,-2.2898324,-2.3619266,-2.4176044,-2.4574642,-2.4686108,-2.4888632,-2.421467,-2.0198145,-1.8464242,-2.228702,-2.4854188,-2.3652875,-2.2632213,-2.238417,-2.296894,-2.5057564,-2.1533756,-1.8076932,-1.68316,-1.7678792,-1.7389982,-1.7763729,-1.8388036,-1.8821985,-1.9227602,-1.8937035,-1.9037069,-2.0186236,-2.2954779,-2.6607246,-2.700708,-2.4518623,-1.8605111,-0.8337148,-0.19310138,0.032427553,0.2064507,0.03086996,-0.35256112,-0.89000636,-1.5064721,-1.9697294,-2.3157294,-2.376239,-1.9542003,-2.0365186,-2.1703439,-2.3726907,-2.8562357,-3.0879624,-3.1509323,-3.279313,-3.5460675,-3.8289971,-3.7908983,-3.7089276,-3.6467023,-3.6677442,-3.573854,-3.4244933,-2.6157594,-2.002711,-1.7149258,-2.1112607,-2.2790282,-2.060729,-1.8091136,-1.5610311,-1.3789339,-1.2634424,-0.8823514,-0.47064787,-0.09152192,0.14058122,-0.08160582,-0.5512609,-1.0873505,-1.4864614,-1.2935131,-1.501293,-1.9725873,-2.3621922,-2.508995,-2.6687925,-2.6866379,-2.463626,-2.4236777,-2.4814858,-2.8315344,-3.1846886,-3.304134,-3.337514,-3.2932403,-2.9965343,-2.5307863,-2.2920527,-1.7689123,-1.605432,-1.5483557,-1.6003932,-1.5302981,-0.21522243,-0.21486175,-0.21503262
1.9064362,2.2079182,2.502188,2.1535676,1.6002574,1.0952514,0.9138672,0.7458489,1.2188587,1.1011388,1.2488123,1.004555,0.65425277,0.539919,0.33024445,0.6909829,1.389826,2.3333318,2.6731827,2.965099,3.2399702,3.4260511,3.4946542,3.4938655,3.2919886,3.3138564,3.0044398,1.7881896,0.40375397,-0.37019387,-0.4984244,-0.38541818,-0.42185462,-0.7146461,-0.6367788,-0.21605508,0.3102495,0.87325615,1.3096724,0.8803271,0.6292732,0.36308077,-0.071177155,-0.45207503,-0.61518985,-0.7054079,-0.43243033,0.20142747,0.7264905,1.157842,1.4917879,1.7508123,1.8869095,2.0277529,2.1169856,2.1820893,2.2358685,2.2619126,2.3193681,2.4050329,2.3393586,1.9452292,1.5619187,1.2270912,1.3635073,1.731914,1.7241758,1.4521307,0.84257156,0.5682944,0.63891745,1.0484293,1.6472234,1.9268284,2.2419019,2.7039466,2.8593104,2.7988489,2.7254748,2.6835952,2.579498,2.3896604,2.1297185,1.7737453,0.9883491,0.07725412,-0.97986597,-1.5028653,-1.5139987,-1.3774853,-1.280817,-1.173571,-1.0264565,-0.8818612,-0.8216273,-0.9183854,-1.1959722,-1.2985139,-1.4448495,-1.6683078,-1.7255788,-1.3130755,-0.6318089,-0.19072685,-0.08319147,0.22685447,0.7638563,1.5774037,2.350306,2.4041903,2.0348172,1.3981448,0.9179284,0.96035016,1.3536499,1.4651701,2.0097237,3.142993,3.6539068,3.7993493,3.7923422,3.7134936,3.7299352,3.682263,3.152659,1.7374544,0.30626315,-0.8576711,-1.1305768,-0.9992387,-0.53155875,0.19944096,1.0366907,1.837259,2.3133726,2.4468038,2.1446838,1.7662101,1.3038955,0.90402585,0.7962595,0.89622015,0.9843875,0.99816394,1.0618846,1.082659,0.7164239,0.38889235,0.1776329,0.040003028,-0.33612123,-0.48702312,-0.7460592,-0.84129095,-0.93104666,0.15157056,0.1506789,0.1505182
-1.6934594,-2.0558276,-2.2014587,-2.2248433,-2.2374234,-2.195171,-2.1208832,-1.769711,-1.0405221,-0.46234712,-0.22460583,-0.25485373,-0.14040627,0.2012893,0.47925863,0.46017292,0.19166219,-0.39664203,-0.47299862,-0.095071286,0.069800705,0.07979068,0.1898,0.40974817,0.10065444,-0.80579334,-2.187289,-2.0074823,-1.6790407,-1.5884438,-1.4886811,-1.3475933,-0.8201684,0.063974194,1.5398543,1.9624556,1.5354604,2.0979643,2.969777,3.0411348,2.7470253,2.3239846,1.5670278,0.06200105,-0.41176814,-0.15287104,0.5442947,0.8875188,1.0092316,0.9321643,0.7309747,0.51787317,0.4813375,0.4804539,0.45494407,0.45459807,0.4593671,0.39592588,0.32112634,0.261136,-0.016697377,-0.7094222,-1.5528309,-2.3695273,-2.3125954,-2.370962,-2.1337662,-1.9539328,-1.5185685,-0.36319855,0.5763792,1.0433142,1.4315839,1.8912313,2.8195052,3.0588007,2.985908,2.9081278,2.8654861,2.884411,2.8412604,2.7188802,2.6363673,2.6416984,2.4616458,1.9365549,1.2100595,0.43408728,0.14662123,0.23775169,0.20603792,-0.3232861,-0.6834456,-0.34267294,-0.022572607,0.1278353,-0.29224917,-0.7029372,-1.0078359,-1.9131193,-2.602919,-2.6538,-2.7040627,-2.4738276,-2.295483,-2.1746402,-2.221555,-2.4245458,-2.9066577,-3.1609101,-3.3171062,-3.4475143,-3.368991,-2.466571,-1.4974456,-0.89987564,-0.28449693,0.25967324,0.571617,0.8230568,1.0911757,1.3865894,1.6818361,1.8821676,1.6322637,0.45237043,-0.14608082,-0.20250227,0.018200457,0.7298417,1.3623025,1.2472739,0.9971436,1.0350261,1.2162253,1.6576234,2.19373,2.538714,2.7704685,2.9337823,2.700969,2.4823453,2.2913988,2.3548326,2.193773,1.9624587,2.027423,1.9447743,1.4982865,1.5687773,1.8229682,1.9213023,1.983243,2.0315008,2.0852447,1.0694948,1.0690013,1.0687171
-3.01754,-3.1361837,-3.1896045,-3.1350098,-3.073341,-2.91639,-2.8485622,-2.5927794,-1.9783864,-1.4620711,-1.3516096,-1.0617361,-0.81235766,-0.68888086,-0.76399916,-0.94838226,-0.79348266,-0.45433012,-0.29698348,-0.37154973,-0.38783655,-0.39091918,-0.33242452,-0.28207678,-0.48126322,-1.1501611,-2.1018603,-2.0383668,-1.9588964,-2.222197,-2.340225,-2.2651272,-2.1605802,-2.0142605,-1.6007507,-1.3767498,-1.6722907,-1.9839125,-1.3733662,-1.2210659,-1.1505936,-1.0616293,-1.0212162,-1.3231139,-1.339123,-1.1965666,-1.0801816,-1.3076524,-1.352602,-1.2594396,-1.1851337,-1.1730573,-1.1755397,-1.2274266,-1.3016217,-1.3764064,-1.4842308,-1.5963204,-1.6721705,-1.7120445,-1.8359118,-2.1842752,-2.4559479,-2.7384574,-2.8933644,-2.8513432,-2.8154814,-2.827163,-2.7827044,-2.4729285,-2.206891,-2.0897677,-1.7099543,-1.3823798,-0.88625705,-0.7571883,-0.779815,-0.80480075,-0.8789499,-0.9066932,-0.9456776,-1.0404636,-1.1991074,-1.4606837,-1.7141591,-1.6955383,-1.3918595,-1.3043183,-1.8156962,-2.073381,-1.7864084,-0.9729762,-0.32862788,0.40096304,1.109519,1.233826,0.32324722,-0.63890487,-1.085759,-2.0012116,-2.6955135,-2.8771753,-2.896528,-2.8411145,-2.7334514,-2.709557,-2.7287965,-2.8798447,-3.1230435,-3.1213784,-2.9982362,-2.8155954,-2.6722481,-2.1741884,-1.8641708,-1.76188,-1.7946429,-1.5217294,-1.29756,-1.1653383,-1.0382686,-0.81567746,-0.5356511,-0.46755105,-0.86059463,-1.6540294,-1.596569,-1.8096176,-2.1006212,-2.4469178,-2.6809342,-2.7219987,-2.4849093,-2.3972485,-2.4284263,-2.433477,-2.409853,-2.3173282,-2.0684438,-1.8462818,-1.9512812,-2.0982726,-2.5588775,-2.9053214,-3.1741703,-3.3845692,-3.3806312,-3.2974243,-3.1850336,-3.1297858,-3.0821831,-3.1169798,-3.0199723,-2.973635,-2.9666154,-2.7429616,-2.7428765,-2.7428942
2.4941535,2.7010016,2.623201,3.083109,3.9611976,4.5927196,5.2148247,6.315772,8.681908,10.143305,10.691232,11.197096,11.5452175,11.693651,11.713007,11.586914,11.254371,9.655154,8.191692,6.695116,5.2925777,3.8185349,2.4416656,1.6159935,1.6938646,1.4691427,0.068089426,-1.6476792,-2.5468988,-2.707994,-2.407823,-2.0458572,-1.7752175,-1.7152336,-1.8553562,-2.0180035,-2.3282628,-2.575645,-2.3433046,-2.0594926,-1.8733296,-1.6496563,-1.1981283,-0.55964786,-0.11058007,-0.0787659,-0.48803458,-0.9306182,-1.1860458,-1.2136526,-1.131463,-1.0850581,-0.9689126,-0.8579174,-0.76982105,-0.71141624,-0.6147541,-0.531457,-0.44167703,-0.24442235,0.19743182,1.0050163,1.3996137,1.1934636,0.79847014,0.8351341,0.8044628,0.64424133,0.4048841,0.15587568,0.4047331,0.6364107,0.43286884,-0.15149602,-1.010606,-1.3644285,-1.5652226,-1.6836632,-1.6889721,-1.5511308,-1.373243,-1.1564393,-0.7839855,-0.3665432,-0.019490052,0.2930469,0.4691852,0.16860633,-0.24364978,-0.18992817,-0.096686445,-0.15858488,-0.15493798,0.024080321,0.4895749,0.8724992,0.6317023,-0.05759609,-0.07843253,-0.70944536,-1.2592771,-1.5460263,-1.5317018,-1.5461382,-1.6029098,-1.6319165,-1.606529,-1.4526172,-1.2736573,-1.1569659,-0.933573,-0.8576033,-1.0159664,-1.146126,-0.91543245,-0.69244146,-0.7302772,-1.3976282,-1.59935,-1.3676244,-1.2227153,-1.0735713,-0.72403735,-0.16421634,0.6657955,0.78155965,0.96541655,1.1990193,0.9070379,0.5850154,0.35891074,0.2970814,0.5042935,0.7818004,0.77896124,0.7613975,0.5705381,0.054442763,-0.30331564,-0.1886676,-0.053988174,-0.07079041,-0.43138587,-0.7603828,-0.9110782,-0.8661962,-0.72508377,-0.31605455,0.13297835,0.14607598,-0.032611743,-0.3561248,-0.87525237,-1.1487644,-1.0354241,-0.33684748,-0.33620256,-0.33608797
-1.0406411,-0.9605158,-1.1927602,-1.1867458,-1.0363952,-0.80735064,-0.75104976,-0.7677609,-0.7769259,-0.87619865,-0.82278574,-0.6055571,-0.15175375,0.080635376,-0.023137987,-0.10746969,-0.13504913,-0.45464262,-0.5443667,-0.5092168,-0.61818355,-0.73103726,-0.8040023,-0.84460366,-0.751318,-0.9627233,-0.72280324,-0.19008595,-0.69194794,-1.3452622,-1.5389322,-1.5944269,-1.6381671,-1.8072922,-1.7113698,-1.2486631,-0.9587804,-0.9121314,-0.5383494,-0.43210825,-0.22690733,0.042895734,0.56175005,0.8931308,0.90429354,0.981704,1.0624489,0.8820445,0.670149,0.50025433,0.486608,0.60434717,0.7736152,0.7867877,0.7489123,0.71299493,0.6633505,0.5788361,0.52797455,0.51311475,0.5854462,0.5942332,0.3778778,-0.06257692,-0.1943494,-0.49552873,-0.6781694,-0.60639286,-0.65692437,-0.7859884,-1.5667648,-2.3986447,-2.9115758,-3.1562028,-3.3678694,-3.5996401,-3.679944,-3.7379932,-3.7826972,-3.693496,-3.4472733,-3.0515504,-2.4177365,-1.7619578,-1.2760777,-0.8033676,-0.5581831,-0.86548173,-1.399946,-1.843847,-1.5360265,-0.5397516,0.4548471,1.3914151,2.1583767,1.9699224,0.9562614,0.38878325,0.14348808,-0.63793594,-1.2153251,-1.5552027,-1.3704108,-1.2683815,-1.2496195,-1.128695,-0.91841686,-0.74903405,-0.8762532,-0.901513,-0.8882402,-0.7287722,-0.78570366,-0.72996926,-1.230737,-1.8707292,-2.5775928,-2.9151464,-2.8678288,-2.7504072,-2.648203,-2.4360943,-2.1480727,-1.933842,-1.8801824,-1.8792312,-1.9837822,-2.23671,-2.3377395,-2.4532785,-2.424491,-2.0218143,-1.6313149,-1.1911144,-0.9471735,-1.0412896,-1.3488395,-1.4499016,-1.3202484,-0.9459205,-0.7449391,-0.64443415,-0.5098633,-0.483567,-0.6076339,-0.74737227,-0.8302388,-0.8065282,-0.94696784,-1.099632,-1.3714992,-1.5358413,-1.6085329,-1.6516652,-1.6875923,-1.9093319,-1.9095292,-1.9096789
-2.6103497,-2.9016724,-2.6694841,-2.7433,-2.801256,-2.9746356,-2.9663131,-2.8720315,-2.3306584,-2.1662717,-2.0171952,-2.3246524,-2.3106184,-1.7760303,-1.30649,-0.19276345,2.2265916,7.0418196,9.366297,10.43052,10.96513,11.303282,11.342247,11.064928,10.626127,10.205947,9.2412,6.575908,3.5014844,1.1629086,-0.021612808,-0.423785,-0.5448963,-0.48050472,-0.013607621,0.31114265,0.33347744,0.3969283,0.43106508,-0.4371665,-0.87589693,-1.1989079,-1.6550642,-1.8614594,-1.7797348,-1.6702507,-1.2900014,-0.93182766,-0.6415989,-0.46089697,-0.5277457,-0.6681889,-0.845304,-0.9652865,-1.1045192,-1.1987526,-1.3040545,-1.441221,-1.5255752,-1.5320367,-1.6302142,-1.8017448,-2.106833,-2.346394,-2.0187418,-1.5149539,-0.9350235,-0.72827023,-0.50184363,-0.0012656003,0.3928455,0.813998,1.468612,1.9351726,2.9289193,3.6213412,3.6736507,3.5259628,3.374473,3.2269816,3.0499392,2.7604954,2.452676,2.1850827,1.6093953,0.624582,-0.4922013,-1.5231377,-2.2200046,-2.4556117,-2.7619658,-2.9044814,-3.0565553,-3.1552486,-3.0758839,-2.8318791,-2.978067,-3.3925922,-3.7200713,-3.8085938,-3.5811706,-3.1358967,-2.8383942,-2.514812,-2.3276572,-2.1185222,-1.8187101,-1.3948526,-0.9660637,-0.7440311,-0.5553916,-0.39200416,-0.13556805,0.44236887,0.8147504,0.9909513,1.3447993,1.822691,2.2362738,2.5945992,2.6564279,2.6306424,2.6555467,2.6637392,1.8239714,-0.021354899,-1.4637462,-2.0333486,-1.9702014,-1.478305,-0.7362573,0.2238901,0.9619186,1.5482217,1.6906509,1.4769197,0.9319871,0.46223104,0.1111784,-0.2643666,-0.56017834,-0.6805488,-1.0857495,-1.2771139,-1.4319723,-1.6141555,-1.7952791,-1.9834194,-2.0516396,-2.0859008,-2.149705,-2.1625662,-2.2385924,-2.1656904,-2.2322598,-2.506818,-2.5067873,-2.5067205
