0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172
11.958831,11.701799,11.245676,10.682543,10.422461,10.731691,10.970111,10.552994,9.705539,8.320866,6.770591,4.39914,3.625992,3.5667062,3.8018603,3.5328546,3.1558695,3.0834002,3.4510765,4.3915167,5.5560904,6.5059757,7.3111725,7.5213346,5.9866624,4.5995297,4.656212,4.104636,3.5714247,2.7331483,0.85141766,0.24639162,0.25425315,0.119736865,-0.07602718,-0.11644042,-0.24972798,-0.35495284,-0.55496025,-0.9198982,-1.2703207,-0.5848477,0.5163238,0.40734068,-0.19480965,0.072409704,0.118713506,0.085916914,0.0048731565,0.012444347,0.13673095,0.52514,1.3271794,2.8378568,4.7972913,6.74022,8.547562,9.253494,9.548738,9.640603,9.38393,8.490291,7.3802605,6.877922,5.271204,5.056581,4.71184,5.051869,5.004977,4.3633146,3.736631,3.1887934,2.819924,2.1730084,1.6254323,0.9030578,0.5728625,0.010817319,-0.89038736,-0.40025276,0.19937752,0.6055355,0.9222971,1.1798542,1.7647903,2.2217596,2.324007,2.2864413,2.2361362,2.1598353,2.2514863,2.1289246,1.8772433,1.8433957,1.6838909,1.3826008,1.1911218,1.2252867,1.3096143,1.4619329,1.8366098,2.9626226,4.886836,5.6466665,5.974551,5.7306356,5.1468425,4.256362,3.6614008,3.7537048,3.7632127,2.8686905,1.7356222,0.5360356,-0.050907604,-0.17619343,0.06132774,0.22856835,0.31182423,0.33352068,0.41936624,0.61724424,0.7733405,1.1230197,0.97068834,1.0572389,0.7969068,0.7148247,0.45783013,-0.14122681,-0.4971435,-0.3706932,-0.08426517,0.2645723,0.56376266,0.69131625,0.84652585,0.88373107,0.99800235,1.2049994,1.2922622,1.2622788,1.3370551,1.4381835,1.4876735,1.6724677,2.189066,2.52318,3.0955334,3.3971226,3.5745077,3.9297433,4.038332,4.1849694,4.1502523,4.1776934,4.573794,4.562354,5.00986,5.8549395,6.941845,7.9504967,9.227135,10.276936,10.83367,11.09992,11.28874,11.375566,11.579453,9.971045,9.971059,9.971082,9.971057
-3.4251528,-3.452836,-3.4589267,-3.4742775,-3.4718509,-3.433167,-3.4039168,-3.4699283,-3.643478,-3.7055497,-3.9677544,-4.3802023,-4.340344,-4.240452,-4.0173593,-3.9265234,-3.7061157,-3.6038976,-3.6485257,-3.9660745,-4.1920624,-4.209632,-4.0971146,-4.033477,-3.9814503,-3.673952,-3.6564102,-3.477734,-3.301004,-3.1095064,-3.0771637,-3.6302078,-3.7071214,-3.8154566,-3.5947745,-3.3800206,-3.1879737,-2.937925,-2.430646,-1.773804,-0.83397794,-0.35934308,0.09691882,0.08077262,0.023729503,-0.3403115,-1.0470903,-1.3211482,-1.0551797,-0.72696805,-0.4429496,0.03797233,0.19072098,-0.24675506,-1.1689118,-1.8680719,-2.3478417,-2.4137511,-2.4385579,-2.4215906,-2.2157874,-2.0538354,-2.138698,-2.1745377,-2.353017,-2.1840367,-2.0757837,-2.0538425,-1.9382482,-1.7539895,-1.5414627,-1.3217885,-1.1445916,-0.7216476,-0.52440995,-1.0791187,-1.1824296,-1.2212188,-1.4807739,-1.8399101,-1.8982837,-1.9004138,-2.1113765,-2.2610297,-2.3656359,-2.4216018,-2.32692,-2.1702979,-1.8649273,-1.4325137,-0.87990856,-0.53715605,-0.3320213,-0.30574787,-0.39405584,-0.435637,-0.49485075,-0.550927,-0.44719183,-0.24125704,0.3203612,0.8750775,0.06407839,-1.0102971,-1.6311274,-2.0509295,-2.0816052,-1.9953408,-1.878787,-1.8690181,-1.8828845,-2.1336963,-2.6258307,-2.983906,-3.0024567,-2.8560963,-2.9589076,-3.0166419,-2.9257493,-2.7837863,-2.5728242,-2.2921875,-2.1616228,-2.17634,-2.2365708,-1.7094481,-1.4164207,-1.7413006,-2.102919,-2.2527962,-2.1905851,-1.8439739,-1.3283124,-1.0685816,-1.0183903,-0.99703074,-1.0356609,-1.0516951,-1.1578045,-1.271054,-1.3833854,-1.38433,-1.361834,-1.3022283,-1.2380505,-1.2002387,-1.2473766,-1.4745404,-1.8154984,-1.9513571,-2.0973341,-2.12667,-2.1224937,-2.1385589,-2.1627915,-2.19096,-2.2159863,-2.2135124,-2.1570551,-2.0170984,-1.8382561,-1.6707809,-1.663913,-1.7991953,-1.883975,-1.865809,-1.9707091,-2.0399182,-1.8886721,-0.63234615,-0.63235277,-0.6323626,-0.63235646
-0.8754721,-1.1926075,-1.4754984,-1.6624265,-1.6982236,-1.6138434,-1.5380155,-1.5352716,-1.5152931,-1.570576,-1.5192394,-1.4981469,-1.443927,-1.4839076,-1.766151,-2.424895,-2.7804146,-2.9128318,-2.8573718,-2.598934,-2.2972689,-2.0137947,-1.8358952,-1.5910046,-1.542907,-1.6356422,-1.5986502,-1.8795803,-1.913772,-1.9170032,-2.1572247,-1.938574,-1.8286244,-2.2184987,-2.4951134,-2.6148777,-2.6934454,-2.714709,-2.715768,-2.634367,-2.124617,-1.3487878,-0.19809258,0.21279952,-0.2014644,-0.47353622,-0.4986531,-0.90418786,-1.9449701,-2.6590185,-2.8721523,-2.7815094,-2.4744446,-1.8554502,-1.6258025,-1.5506699,-1.5277632,-1.558415,-1.5810843,-1.6358252,-1.7311995,-1.8398889,-1.7951317,-1.6973779,-1.4979744,-1.4040174,-1.2905576,-1.381709,-1.4335983,-1.4471915,-1.6468294,-1.93352,-2.2033577,-2.5495343,-2.6115272,-2.5137868,-2.4719474,-2.492578,-2.5591416,-2.49122,-2.3656864,-2.288784,-2.303109,-2.3045554,-2.3172212,-2.2713423,-2.2157972,-2.1946785,-2.3313873,-2.5541978,-1.9975746,-1.2794218,-0.95665157,-0.7546731,-0.78089845,-0.9524006,-1.1522963,-1.340819,-1.4760263,-1.577167,-1.6837857,-1.7561128,-1.641015,-1.6630249,-1.6761422,-1.9537129,-2.0722556,-2.238616,-2.3529828,-2.2915375,-2.0310416,-1.7897335,-1.6315284,-1.5619398,-1.4077379,-1.3966498,-1.4557213,-1.4311099,-1.4175947,-1.4033577,-1.4122025,-1.4341125,-1.4846985,-1.497241,-1.374814,-0.37258404,0.1408838,0.13217166,-0.26195186,-0.62760836,-1.0568204,-1.526629,-1.7414393,-1.7902141,-1.8125045,-1.7702441,-1.7421598,-1.6302544,-1.5288372,-1.458205,-1.5436698,-1.6029791,-1.546722,-1.358835,-1.0653142,-0.6868266,-0.27528977,0.10175401,0.21368402,0.28384435,0.38112065,0.41574878,0.41635814,0.3771941,0.25944716,0.2438933,0.16505828,0.1003975,-0.015527859,0.016538858,-0.33559954,-0.79374576,-1.5036546,-2.1450253,-2.1546419,-1.89908,-1.8539312,-1.7102873,-1.4257922,0.011512674,0.011606678,0.011619143,0.011593126
-2.8562381,-2.779845,-2.6565638,-2.3729196,-1.8931915,-1.9258655,-2.0095317,-1.853404,-1.663193,-1.5139248,-1.496882,-1.3848205,-1.47642,-1.5260564,-1.60389,-1.93222,-2.0297494,-1.9334078,-1.713726,-1.651295,-1.6112372,-1.5543236,-1.5667832,-1.5408742,-1.5703509,-1.444476,-1.4271021,-1.2434735,-1.1039345,-1.1473286,-1.7496712,-2.359367,-2.486143,-2.3875146,-2.2320762,-2.1154013,-1.8570015,-1.4833773,-0.38894236,1.6231397,6.616214,8.454254,8.798708,8.974164,9.105416,8.976938,7.9915295,6.3202286,4.153508,1.9414632,0.28293705,-0.42819887,-1.0408019,-1.6158456,-2.0407863,-2.2639403,-2.2256439,-2.17003,-2.1593804,-2.2027392,-2.3132281,-2.5518317,-2.7834141,-2.9271548,-3.07373,-3.0199003,-3.0130143,-3.0246754,-2.971479,-2.923792,-2.7930088,-2.6702774,-2.5569177,-2.2331498,-1.6141639,-0.9765679,-0.5725698,-0.48032668,-0.8207386,-1.1836244,-1.0396714,-1.0293915,-1.1693069,-1.3390666,-1.6834769,-1.8726907,-1.9099994,-1.6590786,-1.0056955,-0.44206148,-0.26864022,-0.3465296,-0.4380052,-0.54115134,-0.7771785,-1.0080158,-1.1217468,-1.1615152,-1.1746624,-1.322,-1.5056863,-1.6269014,-1.556889,-1.6169231,-1.9470557,-2.0264416,-2.1312664,-2.2138665,-2.120738,-1.874865,-1.2736539,-1.3502169,-1.6576388,-1.6295693,-1.2600741,-1.2985439,-1.8519108,-2.3053904,-2.462263,-2.4593241,-2.3308973,-1.8901098,-1.4723477,-1.1093618,-0.8598364,-0.6370671,-0.55835193,-0.57078075,-0.6247123,-0.51183295,-0.5168432,-0.5398041,-0.54216564,-0.51945704,-0.5370523,-0.58587646,-0.68924105,-0.82146317,-0.9813609,-1.1238687,-1.2152542,-1.2764173,-1.3669505,-1.4360541,-1.441182,-1.3343999,-1.2847854,-1.2648867,-1.3795271,-1.3748206,-1.2968608,-1.1603862,-1.0911058,-1.1137984,-1.1153822,-1.1006689,-1.1303474,-1.1800714,-1.0617182,-1.005473,-1.0951297,-1.2544943,-1.6071755,-1.919138,-2.1154604,-2.1203485,-2.2441015,-2.363346,-2.3953493,-0.5132028,-0.5131457,-0.5131439,-0.51315117
2.90269,2.9388084,2.769729,2.3330219,1.7932072,1.7640033,1.5305295,1.4828572,1.6720967,1.8808646,2.0587103,2.5342917,2.741683,2.9730911,3.427535,3.7339547,3.463912,3.0843096,2.285633,1.1228391,0.012182433,-0.97993094,-0.86895514,-0.5891504,-0.52900976,-0.428132,-0.5378103,-0.31816304,-0.30764127,-0.29252863,0.7996235,1.9992323,2.2162633,2.7660713,3.2551389,3.4582558,3.4332457,3.5380926,3.6164348,3.7767282,2.3893409,0.07050812,-0.6683645,-1.0862477,-1.1564684,-0.8378664,-0.63956225,0.008682057,0.67220086,1.1708411,1.4395951,1.4087762,0.7935342,-0.7304212,-1.070044,-0.58954215,0.62604403,1.2091328,1.5361943,1.8148271,1.8077371,1.2590646,0.8898329,0.8603812,0.71766716,0.5367393,0.5369562,0.4755539,0.6481563,0.93214554,1.0650519,1.2142036,1.4449793,1.6783507,1.7239118,1.1133869,0.6516292,0.961302,1.8186306,1.6691462,1.390587,1.2304152,1.0827197,0.8273994,0.36668953,-0.067388594,-0.37033057,-0.5076591,-0.7379491,-0.97628486,-1.6391926,-2.0064638,-2.1750743,-2.3238647,-2.346134,-2.3213646,-2.2299943,-2.068186,-1.9977237,-2.101261,-2.294654,-2.7716758,-2.9544644,-2.5456204,-2.2050648,-1.9444098,-1.5319703,-1.0510486,-0.8367456,-1.0564871,-1.562272,-1.5333245,-1.2591085,-0.30671403,0.48841894,1.1714125,1.7771559,2.2270846,2.471736,2.5328813,2.5343118,2.4123125,2.0181813,1.1134951,0.296233,-1.309547,-1.6256058,-1.4867743,-1.3405448,-1.2620562,-1.0321857,-0.90598786,-0.97879785,-1.1130271,-1.2142754,-1.3877065,-1.5056446,-1.6285744,-1.6889504,-1.7324109,-1.6766632,-1.6286994,-1.5836469,-1.5559621,-1.5163897,-1.5218494,-1.6790147,-2.0858002,-2.3886752,-2.3173888,-2.1082194,-2.0864503,-2.218286,-2.1471503,-2.0254295,-2.0463645,-1.9954567,-2.0946674,-2.133246,-2.041339,-1.6799536,-1.3959118,-1.4326444,-1.5851854,-1.4318349,-1.4429659,-1.4653146,-1.3778939,-1.2749968,0.27384084,0.2738753,0.27388754,0.27388263
-3.369848,-3.4922912,-3.5315917,-3.4114194,-2.941762,-3.0482414,-3.2445378,-3.2522783,-3.1353226,-2.7619135,-2.4789681,-2.0068781,-1.9358138,-2.0304832,-2.1788292,-1.796346,-1.4119904,-1.3289614,-1.4450936,-1.8398321,-2.2457936,-2.5816374,-3.065948,-3.537863,-3.182489,-2.6960886,-2.5157561,-2.2509298,-2.03719,-1.735858,-1.5005252,-1.7672676,-1.952507,-2.0578973,-2.007021,-1.8336642,-1.5650797,-1.1690725,-0.7328745,-0.8540507,-0.852378,-0.14170551,-0.19051622,-0.23851499,0.07617727,0.2722015,-0.33823803,-1.378766,-1.7773073,-1.5857959,-1.5849983,-1.9247057,-2.330142,-2.4861345,-2.6999357,-2.83984,-2.5645905,-2.5260215,-2.4831748,-2.377542,-2.1111102,-1.8956621,-1.9618251,-2.0583546,-2.1369574,-2.030313,-2.1628962,-2.1107297,-2.0094795,-1.7935778,-1.5368551,-1.1984603,-0.69265175,0.0062927306,0.5603301,1.2643462,1.8995427,1.745969,1.3057842,0.8118392,0.9276452,1.470987,1.9711545,2.1948397,2.1724925,1.7415686,1.0508525,0.42161798,0.04488089,-0.4567626,-1.4582227,-2.267459,-2.3748188,-2.3352687,-2.1096823,-1.7389001,-1.4686716,-1.2591224,-1.3588128,-1.6875551,-2.209842,-2.4898877,-1.8804162,-1.3692045,-1.0488724,-0.5039376,-0.26565433,-0.055006288,0.02386174,-0.19218564,-0.5208397,-0.7014951,-0.5777073,-0.14868847,-0.01697269,0.27650207,0.43139794,-0.04428214,-0.36683035,-0.4986131,-0.48765746,-0.5007636,-0.60980487,-0.78129613,-0.37020245,0.3873536,0.78227866,0.38035777,0.13690147,0.018379949,0.0065246373,-0.28383243,-0.67854905,-1.0640149,-1.2858672,-1.3792378,-1.4047993,-1.3095671,-1.1366259,-1.0596038,-1.0700419,-0.8104011,-0.38793394,0.08764974,0.3509277,0.27820376,-0.37233612,-1.2674148,-2.1102853,-2.4081779,-2.5382752,-2.436108,-2.385395,-2.3661957,-2.3215098,-2.2580707,-2.1451705,-1.9990389,-1.8039794,-1.6188469,-1.4464463,-1.2746956,-1.1587354,-0.93284833,-0.8290392,-0.93819666,-0.96162117,-1.0315435,-1.3758905,-0.7207922,-0.72090536,-0.72093296,-0.7208897
-2.6291127,-2.6596732,-2.62938,-2.63619,-2.6561775,-2.7218606,-2.7970946,-2.9336839,-3.1363661,-3.1836677,-3.188233,-2.8504405,-2.6495838,-2.6302574,-2.4445453,-1.9151921,-1.4560704,-1.4052944,-1.5855498,-1.7174906,-1.8857219,-1.9392234,-1.8381087,-1.9873898,-2.0796993,-2.1339855,-2.1102273,-2.0621307,-2.0750904,-1.7591045,-0.5764489,0.0588494,0.26342553,0.8203341,1.0738776,1.2516584,1.7300978,1.9084387,1.843835,1.4891347,0.45429227,-0.39980096,-1.24858,-1.6507142,-1.3427997,-1.3317604,-1.3578211,-1.4115745,-1.4692475,-1.335259,-1.348718,-1.5965568,-1.8438581,-1.7916963,-1.7410076,-2.3129878,-2.8865523,-2.9547215,-2.8804948,-2.818034,-2.7473767,-2.8308313,-2.9550722,-3.1103666,-3.2342634,-3.1495965,-3.289522,-3.1451986,-3.0730896,-3.0201535,-2.8287158,-2.4890766,-2.1727588,-1.7836584,-1.4341147,-0.94921476,-0.66098595,-0.351359,-0.40323126,-0.84486985,-1.3386511,-1.6991686,-1.9971766,-2.1271951,-2.1117692,-2.0815833,-1.9041532,-1.6902772,-1.2953981,-0.9790119,-1.3984607,-1.74841,-1.7941961,-1.7739682,-1.4765912,-1.0739603,-0.8180767,-0.6843519,-0.67615724,-0.47628388,-0.1626558,-0.3046652,-1.528808,-2.3307385,-2.8244889,-2.9604807,-2.7073798,-2.0459592,-1.4797169,-0.89866024,-0.5309001,-0.7926691,-1.0773287,-0.9052161,-0.50895983,-0.08936529,0.14035752,0.496301,0.7063679,0.9212778,1.1331266,1.1065336,0.7404132,0.09770967,-0.32846364,-0.6233796,-0.6619359,-0.8743989,-0.85649264,-0.6323384,-0.41733766,-0.05883436,0.2667436,0.32507172,0.23936327,0.137526,0.01197093,-0.17406283,-0.37748396,-0.6081831,-0.6497354,-0.76133454,-1.091352,-1.6201633,-2.0850868,-2.481132,-2.6907718,-2.8164697,-2.97623,-3.0688982,-3.1353364,-3.0836189,-3.077745,-3.0734534,-3.0514832,-3.0333576,-2.8807716,-2.820608,-2.8683934,-2.8665512,-2.7876334,-2.5777245,-1.8146808,-0.691043,-0.3207893,-0.46022803,-0.45388252,-0.7594471,-1.0820752,-1.4454347,-1.4455059,-1.4455247,-1.4455009
-1.9811223,-1.9746454,-1.9800828,-1.9795679,-1.9588141,-1.8842671,-1.898269,-1.838825,-1.8384621,-1.8568377,-1.9760137,-1.9882214,-2.1072268,-2.0515006,-1.7493858,-0.920931,-0.049530864,0.72511244,1.3494887,1.2389276,0.8095774,0.36271068,-0.05830154,-0.45739755,-0.48303893,-0.43834126,-0.2680649,0.24972495,0.75135785,1.4692991,1.7935808,0.88912636,0.336928,-0.44024926,-0.63332325,-0.6419727,-0.5781937,-0.4199891,0.09893733,1.1439068,3.6822357,5.4443846,5.466159,5.0836053,5.233201,4.9213,3.6801362,2.4984357,1.9064907,1.076462,0.36687416,0.061057806,-0.41702253,-1.2976848,-1.6038096,-1.6151606,-1.4991474,-1.331918,-1.3094883,-1.2990152,-1.361046,-1.6296706,-1.9690516,-2.1771154,-2.418291,-2.4460747,-2.071176,-1.8318778,-1.504836,-0.8730118,0.0468864,0.88481975,1.7035966,3.634937,6.692864,8.942867,9.908303,9.770593,9.104952,8.238148,7.7181835,6.7900305,5.6862607,4.7534704,3.2183144,1.989991,1.3213477,1.240701,1.9678557,2.6423109,1.9201443,0.823395,0.14335772,-0.3345883,-0.64495397,-0.6270696,-0.4310416,-0.15667799,0.14308478,0.3400945,0.6051173,1.022982,1.2545781,0.8839749,0.37179238,0.13975185,0.3285905,0.46808136,0.7115824,1.1721115,2.029874,1.8083953,1.0918399,0.4861089,0.012078434,-0.12518118,-0.6051639,-1.2777209,-1.6369667,-1.8481503,-1.9658725,-1.8895011,-1.7524595,-1.4627388,-1.0383908,-0.5288738,-0.37989685,-0.6827255,-0.8822354,-0.87679225,-0.5792668,-0.016084008,0.6268168,0.935823,1.1129532,1.2252845,1.2451618,1.2419957,1.1414998,1.0107391,0.9578604,1.0076281,0.91628,0.60890377,0.08316767,-0.6297929,-1.4201669,-1.8859161,-2.146263,-2.2913928,-2.2593133,-2.0664337,-1.965665,-1.9329851,-1.9075437,-1.85941,-1.8424957,-1.8582783,-1.7452263,-1.6246455,-1.5398009,-1.5864738,-1.7787298,-1.326821,-1.2684611,-1.3188845,-1.525972,-1.6811054,-1.858805,-0.42962545,-0.42959642,-0.42959422,-0.42960572
-0.5720842,-0.61787224,-0.66325563,-0.87108207,-1.2513452,-1.3042169,-1.1540478,-1.2493819,-1.391664,-1.576548,-1.7193753,-1.6924937,-1.580118,-1.6514187,-1.5792905,-1.0803286,-0.6327739,-0.44109458,-0.62971854,-0.8979615,-1.1087338,-1.191632,-1.4477948,-1.6415854,-1.5736848,-1.2240059,-1.125546,-0.8674618,-0.6865864,-0.34846765,0.34721163,0.5917916,0.504872,0.59044623,0.7171708,0.7620464,0.7374886,0.760118,0.6852728,0.6600383,-0.30462113,-0.7147987,-1.4781725,-1.8107128,-1.7020557,-1.4081992,-0.69983524,0.5685912,1.9169705,2.629479,2.5685194,2.177151,1.6611326,1.0562803,0.138645,-0.89504725,-1.6750859,-1.7588052,-1.7084814,-1.6254579,-1.3459888,-0.79153824,-0.33413148,-0.3179946,0.0411752,0.12338668,0.23805502,0.17311585,0.13357724,0.05530131,0.14340723,0.31195343,0.37574366,0.39986244,0.083021425,-0.24136448,-0.76887095,-1.2879558,-1.9059061,-2.2781944,-2.3566964,-2.4220753,-2.5490494,-2.564488,-2.241342,-1.7914557,-1.2682623,-0.98241735,-0.8376223,-0.62940586,-0.0035760552,0.32093275,0.54443115,0.72876805,1.4787503,3.1081636,5.0528946,7.1017256,8.429872,9.498082,10.233821,10.254816,9.072566,7.9948273,7.089654,6.352925,6.2170467,6.3410873,5.9880543,5.7503853,3.1595058,1.4673567,0.707504,0.44963828,0.61023,1.0192804,1.4337773,1.809501,1.9686213,2.027033,2.0050364,1.7885432,1.2168055,0.26533794,-0.8359719,-1.5165994,-1.4706839,-1.3013096,-1.0618852,-1.0333669,-0.8743772,-0.5416109,-0.13643542,0.08458713,0.2528236,0.4142863,0.58993,0.68826437,0.6687983,0.64547646,0.71059597,0.7073744,0.56594,0.3281473,-0.02926439,-0.47448897,-0.92617714,-1.184409,-1.2730749,-1.2925186,-1.2456067,-1.16393,-1.1143974,-1.0827687,-1.0358958,-1.0159202,-0.8900893,-0.7826219,-0.670648,-0.7275075,-0.41345832,-0.23695007,-0.07700592,-0.22885938,-0.23087311,-0.2448526,-0.15545885,-0.21042307,-0.18603827,-1.075986,-1.0760491,-1.0760474,-1.0760477
-2.9001725,-2.7549615,-2.5708113,-2.2801294,-1.9963531,-2.0230165,-2.270434,-2.124518,-1.859436,-1.6203787,-1.308073,-0.6101843,-0.467789,-0.6412517,-0.8384872,-0.320012,-0.15346023,-0.54651225,-1.2964844,-2.207736,-3.0089924,-3.6313777,-3.6834192,-3.4261198,-3.1982286,-2.618135,-2.7096362,-2.6991558,-2.8456347,-2.747738,-1.5143504,0.02788569,0.771877,1.3523247,1.4893122,1.4893188,1.3814743,1.3502694,1.2894328,1.0585048,-0.5225948,-2.6506472,-2.9140124,-2.6414611,-2.1862864,-2.1311655,-2.5673232,-2.7479537,-2.5071385,-2.4140248,-2.328919,-2.4512606,-2.9500659,-3.7732022,-3.576848,-3.105475,-2.3813553,-2.186735,-2.1072574,-1.9815803,-1.7543803,-1.6137915,-1.5271007,-1.5125083,-1.502321,-1.5408348,-1.6753745,-1.7330508,-1.7547247,-1.7031976,-1.7300838,-1.7056322,-1.6237633,-1.4199171,-1.4044808,-1.8575652,-2.04172,-0.97362983,1.0213137,2.0270302,2.1600075,2.1446185,1.8162544,1.2755134,-0.018869504,-1.0248501,-1.7518412,-2.1427236,-2.1669517,-2.223352,-2.8056707,-3.0160317,-2.9693692,-2.9140399,-2.8843832,-2.8911438,-2.9347978,-2.8561382,-2.7940993,-2.8170333,-2.9882593,-3.3175058,-3.7797058,-3.8070858,-3.8023906,-3.5426917,-3.4718623,-3.3693132,-3.133318,-2.9828136,-2.38656,-1.7907219,-1.5651444,-1.3196253,-1.2195072,-0.7934711,-0.1805327,0.18731925,0.44467285,0.62144434,0.7924181,0.6974327,0.43391815,-0.03688985,-0.53935355,-1.0769787,-0.9426877,-0.815038,-0.5705808,-0.51738,-0.58218473,-0.62233156,-0.8466771,-0.92144406,-0.9772203,-0.98107344,-0.9916301,-0.8923988,-0.82772076,-0.838371,-0.901321,-0.8865261,-0.8452,-0.83676535,-0.8561989,-0.91623497,-1.1578866,-1.5484729,-2.181714,-2.447239,-2.6423302,-2.7793276,-2.8298538,-2.8858995,-2.9204297,-2.9531481,-3.0860271,-3.1792898,-3.3388267,-3.4815223,-3.6769373,-3.4063325,-3.0495572,-2.8819304,-2.7789073,-2.7879882,-2.8570526,-2.9108644,-2.8955162,-3.2237687,-3.2238817,-3.2238934,-3.223877
