0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144
12.287788,12.170427,11.909132,11.564621,10.788528,10.442384,10.1573925,9.347102,8.305486,7.4784307,5.8552074,4.295854,2.7859,1.2638569,0.8001443,1.0660962,1.3565726,1.3682487,1.4702137,1.6634475,1.8824455,2.560544,3.048882,3.029117,2.4058661,1.9965615,1.609935,0.8584643,0.2271333,-0.29900056,-0.7883775,-1.1224238,-1.3336139,-1.3367223,-1.1302208,-1.1071243,-0.95840496,-0.9511944,-0.84838134,-0.46318668,0.07192734,0.35552558,0.18002065,-0.3948632,-0.812901,-1.0581007,-1.2521443,-1.479064,-1.5633001,-1.5006706,-1.3371886,-1.2797613,-1.4213219,-1.3050421,-0.96496856,0.08844802,1.0686822,1.468721,1.5871985,1.0613096,0.95462555,0.9935136,1.1857011,1.4690057,2.0206127,3.1705384,2.5175633,1.5316205,0.7270315,1.1222203,0.85142124,-0.07625598,-0.5974595,-0.34992573,0.13255736,0.42205307,0.65504026,0.79650927,0.8161522,0.87659323,1.3849194,2.431982,3.5526676,2.9588077,2.4984002,2.2613864,2.169315,2.184446,2.2388844,2.032697,1.9708306,1.6886687,1.5565233,1.41734,1.5367295,1.6655278,1.7880213,1.966083,2.2233062,2.9469628,3.9603484,5.1102843,5.7456665,6.012388,5.7966766,4.529752,3.075858,1.9350083,1.0696235,0.86487776,0.9422086,0.51199853,0.03974077,-0.16510722,-0.1915824,-0.21517152,-0.2849659,-0.32017574,-0.30138513,-0.21717612,-0.15119818,-0.014264688,0.19373237,0.33940405,0.42852342,0.45704126,0.68669724,1.3234856,2.096558,3.2166657,4.131765,4.9243174,5.7178993,6.2931905,7.1160326,7.930663,8.625972,8.650633,9.103525,9.491837,9.725787,8.927568,8.927443,8.927042,8.927878
-1.9215059,-2.0936103,-2.128923,-2.1443334,-2.1940408,-2.190249,-2.1514611,-2.069671,-2.1088295,-2.1252937,-2.0350072,-1.7130713,-1.555092,-1.5973599,-2.1304886,-2.8640444,-3.1928203,-3.1648138,-3.0406847,-3.1550708,-3.2645102,-3.2043424,-3.1441388,-3.1207652,-3.1179504,-3.0775075,-2.8440409,-2.6412072,-2.5858445,-2.5507007,-2.4776125,-2.3567297,-2.127527,-1.6657548,-1.1761802,-0.82873416,-0.76592493,-0.82129145,-0.9813157,-1.4186053,-1.8699093,-2.2258692,-2.6382031,-2.9669995,-3.2748754,-3.468502,-3.537907,-3.3843632,-3.323152,-3.2389622,-3.2234726,-3.2256851,-3.1926165,-3.2111497,-3.3085728,-3.7249727,-3.497911,-3.1710072,-3.1189342,-3.310514,-3.3539717,-3.2425795,-3.1587353,-3.0560126,-2.874878,-2.5145779,-2.4936054,-2.3832061,-1.2060359,0.5576353,1.3090684,1.5251977,1.1501237,0.065368205,-0.96594614,-1.4462836,-1.6332574,-1.7208037,-1.6928414,-1.686855,-1.8885391,-1.9455426,-1.711137,-0.7837218,0.019574523,0.6079368,0.5542222,0.26984224,0.09256014,-0.11977154,-0.31199217,-0.5359906,-0.68836045,-0.94310087,-1.1346494,-1.1990062,-1.0981,-1.020691,-0.9171381,-0.90283567,-0.963918,-1.2578528,-1.6762657,-1.606663,-1.0945888,-0.6228417,-0.36315054,-0.27647328,-0.13775933,-0.24172464,-0.11078638,0.14179255,0.26769274,0.25269145,0.23904452,0.28914738,0.31978184,0.3295352,0.30524576,0.27182296,0.2459074,0.25279364,0.28496525,0.36619562,0.58309317,0.61817116,0.5868622,0.5050019,0.3659962,0.29210368,0.38347384,0.602402,0.42244208,0.288768,0.28939754,0.3095507,0.29651433,0.49546984,0.21516241,0.105840616,0.24222559,0.29430136,0.29433945,0.2944553,0.294073
-1.4984033,-1.7439958,-1.9607558,-2.0022242,-2.035773,-2.1431446,-2.0197573,-1.5440792,-1.2568002,-1.1688027,-0.98250836,-0.92202127,-1.0796977,-1.1704272,-1.6033697,-2.2850435,-3.1383915,-3.2171378,-2.908425,-2.8371005,-2.8664956,-2.7780054,-2.5703554,-2.200745,-1.6505058,-1.3963044,-1.9224436,-2.3750594,-2.6262717,-2.8498058,-3.1230614,-3.2930331,-3.385088,-3.3962598,-3.0287411,-2.4371977,-2.2306895,-2.2065,-2.3275151,-2.323945,-2.2526069,-2.0180285,-1.7630244,-1.6616316,-2.0266874,-2.3888226,-2.7736053,-3.0913036,-3.1523116,-3.2478235,-3.3027668,-3.333734,-3.3603697,-3.3193746,-3.192594,-2.8760679,-2.0699363,-1.5533103,-0.8922378,-0.44566846,-0.11263566,0.10809627,-0.0015765578,-0.14605328,-0.37519303,-0.870804,-1.4978788,-2.6231,-3.1628587,-3.094678,-2.8138392,-2.818499,-2.3575485,-2.2945642,-2.405024,-2.3709526,-2.2901294,-2.1102188,-1.859792,-1.6619763,-1.3702159,-1.3163369,-1.3101047,-1.3542991,-1.3167828,-1.6222072,-1.6653717,-1.5166786,-1.4202738,-1.3099258,-1.2073109,-1.2849987,-1.4247904,-1.6069236,-1.7511277,-1.903526,-2.0986874,-2.2840462,-2.5546992,-2.6799273,-2.6189709,-2.274499,-1.9748254,-2.088016,-2.3588045,-2.3399963,-2.5126553,-2.985744,-3.4380465,-3.5715995,-3.5599048,-3.6054974,-3.6452627,-3.6759434,-3.6469545,-3.5756342,-3.4937463,-3.4456787,-3.3928804,-3.300951,-3.186233,-3.1174705,-3.0896893,-3.1241412,-3.2315116,-3.2609673,-3.2635765,-3.0766354,-2.9781747,-3.0353327,-3.0687056,-2.888745,-2.6225293,-2.3562918,-2.0915704,-1.9224098,-1.9120088,-1.977011,-1.8667699,-1.9437453,-1.9789716,-0.117675275,-0.11766362,-0.11747937,-0.11776443
-1.54948,-1.667433,-1.5779704,-1.5860202,-1.6554217,-1.6782199,-1.5703095,-1.3992807,-1.2664493,-1.1296784,-0.85413384,-0.43566182,-0.080837406,-0.08802825,-0.49542385,-1.0411252,-1.8042657,-2.0801482,-1.7679968,-1.7046152,-1.6915939,-1.6299653,-1.6342865,-1.6350435,-1.5117989,-0.9643694,-0.9026478,-0.9959061,-1.0827861,-1.210624,-1.4084047,-1.5308137,-1.5770345,-1.5082086,-1.3477509,-1.0349977,-0.81240284,-0.57597923,-0.2440112,-0.5666894,-0.8202908,-0.8001263,-0.85432935,-0.8334409,-0.827927,-1.2079085,-1.8477902,-2.2924285,-2.340246,-2.3746905,-2.4648738,-2.53577,-2.4787102,-2.4374614,-2.422402,-2.2714853,-2.019146,-2.0487208,-2.1582806,-2.2575777,-2.327911,-2.3770812,-2.4945152,-2.516247,-2.3988886,-1.6918452,-0.37494475,0.8310944,1.4765372,1.6641902,1.4459879,0.9605063,0.3118797,-0.31320423,-1.2042336,-1.6451845,-1.6915786,-1.6170795,-1.252024,-0.75579673,0.66079193,2.5409732,4.9603667,8.023981,9.162643,9.86251,10.325254,10.199339,9.960185,9.653579,8.896127,7.538167,6.308344,4.729886,3.4065351,2.3559005,1.5190201,0.678593,0.005719591,-0.58354354,-1.2889802,-2.2010972,-2.7341146,-2.7912102,-2.2257671,-1.6219419,-1.4799117,-1.3847802,-1.1019559,-0.7590048,-0.72338295,-0.5127304,-0.21242651,0.1460808,0.30645227,0.4774148,0.6853589,0.84502244,0.9607818,1.1294556,1.2826018,1.4561665,1.7098751,2.1148937,3.4437003,4.133297,4.999072,6.7828417,8.079176,9.105729,9.747517,10.453961,10.299572,10.157949,9.835681,9.391979,9.028208,9.051924,8.750252,8.136913,7.7987595,5.9466677,5.9466114,5.9461403,5.9467163
2.168507,1.9708134,1.6290119,1.4077799,0.9337212,0.42881984,0.0543752,-0.08040695,-0.20071602,-0.43799832,-0.6509015,-0.98542833,-1.1228925,-0.9227804,-0.41832238,0.86324704,1.836556,1.7764528,1.0608027,0.5649963,0.028418481,-0.5972822,-0.9963085,-1.1095169,-1.4925706,-2.029171,-1.8717656,-1.3691713,-1.0182116,-0.734822,-0.41924888,-0.15450415,0.042314593,0.030074999,-0.5287889,-1.228972,-1.536495,-1.6666652,-1.5809951,-1.4724483,-1.6197484,-1.8667922,-1.9484742,-1.3769834,-0.42859158,0.17424393,1.006023,1.7026799,1.860773,1.8697677,2.0341406,2.0332327,1.930068,1.859131,1.5125241,-0.01714965,-1.9867756,-2.297762,-2.3908587,-2.1463144,-1.9875423,-1.8373451,-1.6969988,-1.7001832,-1.9205028,-2.5264044,-2.7927847,-2.2264247,-1.4070268,-0.79267144,-0.18498488,0.90940946,2.0055125,2.4562807,2.415859,2.339445,1.957787,1.5253801,1.1180208,0.67345804,-0.25109,-1.0024873,-1.6620228,-1.677495,-1.4265275,-1.0751655,-0.7292307,-0.4779364,-0.27949244,-0.062112093,0.17812502,0.4125784,0.5904404,0.8532181,1.0206044,1.1299682,1.2253023,1.3314784,1.2859557,1.0141699,0.61511195,0.15879653,-0.2203875,-0.66097045,-0.91805995,-0.964392,-0.99806374,-1.3939059,-1.2028502,-0.11855475,0.85754466,1.9358654,2.5893137,2.928568,3.1140075,3.314818,3.4753242,3.5292153,3.625708,3.7356248,3.7461553,3.6619015,3.5516353,3.4089177,3.1708097,3.0415623,2.7708244,1.8205507,0.8128419,-0.02096966,-0.3582078,-0.5053282,-0.43500647,-0.41584367,-0.22052407,0.20675053,0.66750145,0.660455,0.8717195,1.2465458,1.2607973,1.3968525,1.3967104,1.3960451,1.3972833
-0.80789196,-0.8142744,-0.7202103,-0.9607766,-0.9304031,-1.0226598,-1.2078669,-0.8361826,-0.49202973,-0.3474906,-0.1909365,0.03562598,0.33105838,0.5370309,0.10008256,-0.18749414,-0.28562325,-0.6799493,-1.0556271,-0.89800835,0.22505316,1.8566309,3.4394698,5.7613106,7.9008007,8.882392,8.9112835,8.605967,8.222402,7.621252,6.6245313,5.6631365,4.654843,3.2185442,1.8232682,0.9624289,0.56902456,0.33102518,0.17668678,0.12514111,0.017728835,0.0399711,0.36305338,0.9812952,1.0155656,0.81740797,1.01518,1.3518014,1.6275272,1.7105495,1.5550064,1.6047847,1.8038516,1.468816,1.1362065,0.581702,-0.5705998,-1.5035671,-2.0897403,-2.3942058,-2.4039485,-2.372579,-2.4235783,-2.4987702,-2.5805166,-2.6753416,-1.9515615,-1.1520395,-0.48074275,-0.19926158,-0.11712643,-0.29170692,-0.69866234,-0.70228827,-0.3567928,-0.31682083,-0.26937225,-0.17780477,-0.27016088,-0.38402292,-0.57782835,-1.030794,-1.8342323,-2.8947408,-2.922565,-2.539182,-1.7998203,-1.3651532,-1.152894,-0.9097401,-0.56141126,-0.04402435,0.26668784,0.5773033,0.7495345,0.82910717,0.7928711,0.71042633,0.5248442,0.17894208,-0.22540644,-0.61051023,-0.5985998,-0.6864913,-1.1506779,-1.3816968,-1.1136893,-0.21725571,0.29649997,0.40028816,0.014353961,-0.26196715,-0.2748196,-0.26633054,-0.25618762,-0.1962871,-0.123957604,-0.049075842,-0.055651516,-0.09042394,-0.13763365,-0.21951985,-0.34584767,-0.44031122,-0.42472553,-0.40932012,-0.3967729,-0.63498765,-0.7328784,-0.6307078,-0.51468265,-0.43371025,-0.75006783,-0.80865085,-1.1439891,-1.5714822,-1.5923747,-1.5933933,-1.488775,-1.3256335,-1.1928914,0.25890866,0.25900534,0.25913882,0.25879964
-2.5876215,-2.5794616,-2.62614,-2.6168463,-2.3140223,-2.0301256,-2.3869915,-2.5370622,-2.4970741,-2.2950068,-1.8681265,-1.3297712,-0.97913796,-0.67912537,-0.6966424,-1.0132912,-1.1023778,-1.2813252,-1.3856281,-1.3276575,-1.2495081,-1.0652442,-0.9189496,-0.7221421,-0.5674398,-0.55533016,-0.24192439,0.29482126,0.956395,1.6065707,2.3684003,2.9935422,3.2392793,3.326435,3.026896,2.4967487,2.1089559,2.1797254,2.4537857,2.6080515,2.3468828,1.6901941,1.201474,0.65807396,0.6922706,1.0066717,1.2451364,1.4486995,1.4616919,1.4653387,1.3311843,1.2303767,1.1978977,0.99319434,0.627517,-0.2843773,-0.7194264,-1.0468298,-1.6759338,-2.15354,-2.201848,-2.149919,-2.030684,-2.0395265,-2.078036,-2.0880442,-1.1611255,-0.099265814,0.53533596,0.36654386,-0.16433045,-0.21914968,-0.23519778,-0.293202,-0.60256577,-0.6930396,-0.70383954,-0.8650501,-0.96194184,-1.0148768,-1.2245874,-1.4644308,-1.6759586,-2.384713,-2.88906,-2.9732175,-2.804718,-2.6835446,-2.5571804,-2.4980674,-2.3175602,-1.795114,-1.4453003,-1.098836,-0.9559261,-0.89009356,-0.9179933,-1.0482929,-1.1924504,-1.506007,-1.9182113,-2.2100735,-2.0996983,-1.6526059,-1.2703513,-1.2358689,-0.93648946,-0.0923843,0.24221319,-0.13948232,-0.4602837,-0.6146245,-0.6319879,-0.6056751,-0.6339495,-0.7137816,-0.80275035,-0.88020945,-0.9754254,-1.0781684,-1.1458917,-1.226479,-1.3226932,-1.3756499,-1.4171318,-1.4370317,-1.5010939,-1.8940887,-2.2811348,-2.582222,-2.5214448,-2.3323107,-2.5156293,-2.6057053,-2.5633607,-2.5586357,-2.386474,-2.2594504,-2.19668,-2.2689238,-2.3569937,-2.3350759,-2.335006,-2.334695,-2.3352962
-0.78325367,-0.7392913,-0.51742595,-0.64616156,-1.0098481,-1.2287681,-1.3063663,-1.2134262,-1.1393616,-1.0555785,-0.8779219,-0.38995492,-0.07498193,-0.34156144,-0.8464111,-1.4356573,-1.2566886,-0.43269235,0.14943624,0.2601046,0.484066,0.58013546,0.4615777,0.10157029,-0.718395,-1.2502489,-1.4394026,-1.4252677,-1.4486251,-1.474161,-1.4075615,-1.1692214,-0.7807411,-0.17114352,0.24668297,0.34782895,0.31314343,0.26530808,0.56242096,0.6111846,0.6666118,0.65717435,0.28844935,-0.30822226,-1.0295703,-1.3496753,-1.5286814,-1.3909965,-1.1587291,-0.9519748,-0.828437,-0.757321,-0.43534112,-0.0056636035,0.39554226,0.9794675,1.2384155,1.311588,1.1866708,0.4552469,-0.30465198,-0.89089644,-1.0479826,-0.78433377,-0.006315306,2.8036957,6.2676754,8.814039,9.824482,10.29981,10.285075,10.1644125,8.759054,5.889744,3.2120361,2.0451636,1.4594212,1.3432357,1.5180984,1.6680477,1.7984312,1.8799703,2.2561204,2.087534,1.791314,1.5687777,0.7852231,0.02813217,-0.26005113,-0.2961088,-0.30684373,-0.29151905,-0.26709706,-0.29155928,-0.35632354,-0.32817167,-0.21343774,-0.13534868,0.027406633,0.17170805,0.25326276,0.001995653,-0.39797354,-0.2792065,0.3747567,0.56273305,0.37613922,0.20667933,0.08587725,-0.37520713,-0.7192166,-0.5655146,-0.23037738,0.19056162,0.35134646,0.5841193,0.7981286,0.98498404,1.0599129,1.1919223,1.2845824,1.3621942,1.4542978,1.6211323,2.31109,2.702314,3.1590147,4.1090837,4.594056,4.839178,5.188797,5.4213367,4.8261366,4.33007,3.8209357,3.404488,2.7507873,2.8248343,1.9215491,1.2961216,1.0661149,0.48303697,0.48303354,0.48326164,0.4827369
-0.9795419,-1.0710707,-1.3478496,-1.4747736,-1.5717072,-1.5740485,-1.5538069,-1.671076,-1.6368413,-1.5603758,-1.3621966,-1.0771242,-0.97056055,-0.71360666,-0.37337124,-0.3026246,-0.53299344,-0.8104971,-0.7262323,-0.5442933,-0.30889994,-0.11424276,0.037405342,0.2889662,0.035708606,0.18902802,1.3678079,2.622561,3.6958501,4.788121,5.8258495,6.1845245,6.357345,6.3460784,6.2012663,5.6099176,5.1259985,4.4535856,3.784356,3.4279523,2.6867394,1.5054953,0.642799,0.3249552,0.59871054,1.3398609,2.1980371,2.6803598,2.6697407,2.7847614,2.838736,2.8851166,2.7984262,2.597209,2.3195777,1.6885954,1.0363756,0.398678,-0.37388638,-1.1006013,-1.5082245,-1.7138302,-1.6108747,-1.5413997,-1.4620394,-1.3613845,-0.9953634,-0.34491423,0.033006404,-0.19292797,-0.6055717,-0.8014155,-1.3228252,-0.947701,-0.9967524,-1.3259217,-1.6981769,-1.9820757,-2.193952,-2.3102117,-2.430327,-2.252984,-1.8498244,-1.0357395,-0.70232725,-0.39900997,-0.21363321,-0.14142098,-0.18172477,-0.3442619,-0.40248954,-0.32207513,-0.35616988,-0.4999867,-0.6347443,-0.7711402,-0.8447907,-0.87100035,-0.8811239,-1.0320588,-1.3787705,-1.6401896,-1.690375,-1.3820552,-0.93281996,-0.7061951,-0.31343275,0.3624681,0.9570017,0.6318362,0.28583944,0.3049984,0.5277037,0.98334324,1.2532377,1.399631,1.4205084,1.418736,1.4488857,1.4927794,1.4737897,1.440213,1.3796114,1.2812501,1.0743518,1.0080014,0.86157095,0.45163056,0.010151982,-0.071634054,-0.0035663843,0.5787432,1.0124965,1.0354894,1.0181684,0.7658403,0.12601057,0.19397056,-0.25160208,-0.5964931,-0.8074766,-1.8003545,-1.8004314,-1.8006706,-1.800242
-1.971106,-1.8268769,-1.5603311,-1.2282823,-0.72507465,-0.48036915,-0.92846024,-1.4703573,-1.8237166,-2.0150018,-2.35613,-2.5862772,-2.6197257,-2.2045555,-1.745659,-0.9511552,0.011050507,0.2227096,-0.48390925,-1.1246992,-1.5916886,-1.8000501,-1.6754892,-1.3054281,-1.4279009,-2.6132157,-3.363182,-3.4495788,-3.2673109,-2.9775062,-2.4687202,-2.0082262,-1.8141482,-1.941171,-2.3706055,-2.801774,-3.1138053,-3.2578626,-3.4218667,-3.4056077,-3.061432,-2.5331092,-2.275665,-2.11905,-2.0482874,-2.0572093,-1.6211262,-1.1521851,-0.95910573,-1.0052612,-0.98543465,-1.0631118,-1.2060368,-1.5593661,-2.1403134,-3.5907612,-4.7676387,-4.7155294,-4.3704233,-3.4990823,-3.110745,-2.8645673,-2.822939,-2.9417834,-3.281886,-3.7025023,-3.7180848,-3.9653633,-3.2991586,-2.04131,-1.0022353,0.36380112,3.3646853,6.149679,7.08101,7.2709923,7.2093115,6.935169,6.782176,6.544478,5.581662,4.032444,1.5309488,-1.151667,-1.8826177,-1.9928073,-1.657949,-1.3883597,-1.196234,-0.9301712,-0.5743615,0.060790718,0.53876626,1.0844755,1.3967664,1.5317671,1.4995391,1.420377,1.3792782,0.91723055,0.24532714,-0.5948048,-1.2000021,-1.6315398,-2.0766358,-2.3504064,-2.3382409,-2.3654885,-2.179203,-1.466852,-0.95082974,-0.2750035,0.09631398,0.15664433,0.101387054,0.0462292,0.035940617,0.010375567,-0.024312407,-0.084131084,-0.15497449,-0.27600726,-0.4258187,-0.5678251,-0.7852293,-0.9368725,-1.1458163,-1.7030873,-2.3995101,-3.2676105,-3.7028062,-3.7577517,-3.6926074,-3.6219532,-3.4175785,-3.1900244,-2.6571326,-2.6713629,-2.3378315,-1.9098068,-1.8592063,-2.4975863,-2.497647,-2.498073,-2.497347
