0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141
8.845115,8.848436,8.854409,8.871077,8.884703,12.448463,12.450077,12.050677,10.692324,9.02063,6.945631,4.5842204,4.1083393,3.737811,3.2776883,2.957833,1.9051397,0.65089875,-0.32069618,-0.33296314,-0.1113067,-0.11979848,0.036155343,0.047988117,-0.056644946,-0.1821002,-0.27315354,-0.4775114,-0.5820007,-0.5001444,-0.2940344,-0.17790687,-0.23623502,-0.21274912,-0.28106904,-0.33538216,-0.38421485,-0.10533796,0.5439637,1.8445477,2.6787124,2.626044,1.974266,0.81293833,0.57862943,0.3057477,0.15296274,0.0073772,-0.108367056,-0.20114699,-0.7069347,-0.7448936,-0.20612198,0.41062143,0.7076517,0.9246471,1.2297261,1.6151772,2.045745,2.1187952,1.4706821,1.1338578,1.2474098,1.5108955,1.5763049,1.5077487,1.8745847,2.6669157,3.2224436,2.588471,1.7544937,0.80115116,0.5328224,0.98982704,1.5698211,2.080488,3.2815924,5.4231606,5.87993,5.4910984,4.563617,3.0753534,2.3329098,1.8544924,1.3280699,0.8625301,0.5420424,0.21025093,-0.018752366,-0.27938777,-0.44735616,-0.50363106,-0.43174154,-0.05235993,0.83422107,1.8306953,2.4669948,3.380764,3.992395,3.389317,1.9508452,0.83237875,0.41069055,0.4625671,0.66466945,0.88808775,1.3206693,1.6481003,1.6590695,1.8211362,2.3058786,3.2067597,3.5931263,4.1405725,4.910136,5.090187,4.501709,3.0465991,2.0807085,1.7781898,0.9580356,0.44683406,-0.022684485,-0.41438955,-0.5744163,-0.7009428,-0.861701,-0.88493586,-0.84345067,-0.61553574,-0.22677055,0.29160833,1.0659251,1.8082162,2.5073705,3.44307,4.391939,5.1905403,6.043208,7.413696,8.131727,8.831395
0.9103796,0.9108168,0.91084844,0.9102019,0.906313,-1.7796402,-1.8348235,-1.785159,-2.0522685,-2.661889,-2.806293,-2.6996303,-2.4946785,-2.3817396,-2.0290804,-1.9325689,-2.1457355,-2.2250676,-2.2895544,-2.8297985,-2.9620767,-2.6410792,-2.881245,-3.1310103,-3.2876227,-3.452018,-3.6154222,-3.7385142,-3.7574205,-3.7096977,-3.6448042,-3.4753923,-3.2210739,-3.0542731,-2.9105844,-2.6439705,-2.2178602,-1.5793748,-1.1002972,-0.75850964,-0.7579575,-1.2095687,-1.3462297,-1.0246981,-0.7283714,-1.0108651,-1.531742,-1.6815732,-1.6040285,-1.1134243,-0.46621808,-0.3402733,-0.47521055,-0.32602775,-0.28662378,-0.47487995,-0.79112756,-1.1178966,-1.5474261,-1.807584,-1.6512496,-1.424327,-1.5826644,-1.437153,-0.9184958,0.22196601,0.6867822,0.88028926,0.6472091,0.44776464,0.39444944,-0.28865173,-1.0779139,-1.759402,-2.253815,-2.4949546,-2.8032198,-3.0505755,-2.881187,-2.6664677,-2.5431757,-2.254717,-2.0176857,-1.8059642,-1.67152,-1.8334403,-2.1549692,-2.393632,-2.5332503,-2.5180686,-2.3938332,-2.010999,-1.5597357,-1.325627,-1.4142299,-1.5385333,-1.1991097,-0.84206337,-1.0822889,-1.4528322,-1.3439941,-0.9974091,-0.7802649,-0.8686556,-1.14061,-1.6538873,-2.467844,-2.5415225,-2.0582895,-1.6205752,-1.1472554,-0.7119834,-0.7292782,-1.1601739,-1.7073574,-2.10408,-2.2464604,-2.0946677,-1.9409257,-1.8908312,-1.8975761,-2.042864,-2.0691957,-1.8753405,-1.5522993,-1.0851535,-0.72913253,-0.28302783,0.2374172,0.76543385,1.0605408,1.1384974,1.3931652,1.7224257,2.0422945,2.4807498,2.6424475,2.4573174,2.8480282,2.8780775,2.4636235,0.91035163
0.06805104,0.06806609,0.06772946,0.06925364,0.07254112,-0.8903329,-0.9950172,-1.2981639,-1.5398583,-1.6153564,-1.1245029,-0.9129299,-1.2440774,-1.4328841,-1.1867281,-1.2242751,-1.4294724,-1.5064152,-0.80845535,-0.3327794,-0.7812013,-1.4843729,-1.8242532,-1.8997717,-1.9443028,-1.9585238,-1.9886769,-2.0104003,-1.9540629,-1.937257,-1.9556015,-1.8933858,-1.8184209,-1.7002485,-1.6033043,-1.3478441,-0.9743062,-0.64857304,-0.48675692,-0.5679358,-0.98740876,-1.3398012,-1.2835088,-1.3140655,-1.1477885,-0.9485072,-1.3402897,-1.733973,-1.8465447,-1.3660297,-0.026516141,0.5628159,1.028964,1.3870511,1.3404088,1.1707861,1.2406623,1.2521122,1.1290311,0.4822517,-0.1911664,-0.5556015,-1.2461059,-1.9688143,-2.1191945,-1.8073261,-1.6907912,-1.8137224,-1.7430416,-1.9406723,-1.899847,-1.8585036,-2.093021,-2.3484564,-2.3546467,-2.1543984,-1.8511589,-1.7472275,-1.992236,-2.1054387,-2.4111123,-2.2427359,-2.465595,-2.3060963,-1.879565,-1.4347967,-1.3503532,-1.4879086,-1.6379354,-1.6558225,-1.5980593,-1.3203878,-0.7011073,0.043721564,0.3657221,0.5352874,0.7342416,0.9979848,0.8347313,0.38678914,0.30369642,0.5234632,1.2296466,0.8870419,-0.15872912,-0.65824515,-1.2496138,-1.6575848,-1.3781108,-1.2083614,-1.2161587,-1.2127358,-1.405282,-1.8148808,-2.0283961,-2.1953413,-2.163628,-2.0676355,-2.0291057,-2.1139867,-1.9615803,-1.832068,-1.8555384,-1.9549611,-2.0586617,-2.1464984,-2.214132,-2.2671053,-2.4465797,-2.5762546,-2.5804303,-2.5544233,-2.6080966,-2.6785748,-2.7365992,-2.6511693,-2.4433146,-2.5028014,-2.36128,-2.0058339,-1.8608038,0.06379114
6.6534214,6.65368,6.653516,6.651203,6.6493673,-1.9625953,-1.7859957,-1.5987767,-1.6772815,-1.8322351,-2.2019181,-2.6140893,-2.8032918,-2.896866,-2.8924146,-2.754353,-2.5429242,-2.3392258,-2.4903781,-2.8961415,-2.7459629,-2.2355015,-2.3294706,-2.5629077,-2.730506,-2.9236593,-3.0834312,-3.2367847,-3.3070369,-3.22048,-2.9669552,-2.5780354,-2.226007,-1.932925,-1.6888627,-1.4104412,-1.2211058,-1.0316684,-1.0093666,-1.4982457,-1.6243056,-1.7594358,-1.7723553,-1.3232384,-0.9703139,-0.5487982,-0.63389194,-0.875514,-0.95805466,-0.63644147,0.26275322,0.6445929,0.47136244,0.46619624,0.36861944,0.3421519,0.3085395,0.057352483,-0.4222613,-0.6477927,-0.5231588,-0.34727374,-0.96242404,-1.5783608,-1.5936127,-1.0598657,-0.75624126,-0.61151326,-0.6971177,-1.0207207,-0.7664356,-0.28755572,-0.5354543,-1.2964857,-1.7345334,-1.8035779,-1.6811138,-1.7290052,-1.7966533,-1.6746721,-1.6239922,-1.5437582,-1.5593631,-0.9856662,-0.5734919,-0.455236,-0.55047315,-0.65419066,-0.76539266,-0.6907618,-0.78778267,-0.8444133,-0.6676316,-0.55001736,-0.6161726,-0.61769533,-0.5515317,-0.4561838,-0.7242345,-1.3893061,-2.0822742,-2.2331223,-1.827572,-1.6217079,-1.5155251,-1.723675,-1.7985268,-1.255973,-0.60380656,-0.5037125,-0.71973264,-1.0533141,-1.0673034,-1.1292909,-1.2860917,-1.2885785,-1.0980655,-0.6711632,-0.6215123,-0.68040675,-0.69121253,-0.6302484,-0.31147838,0.30594152,1.0557754,2.197107,3.1807113,4.3027215,5.331335,6.5224266,7.6533604,8.47826,9.553217,10.324329,10.83779,11.108854,10.807092,10.488039,10.126316,9.568535,9.254851,6.653982
1.0859526,1.0875611,1.0914328,1.1006116,1.1094853,0.11798671,0.1835221,0.41917583,0.38869265,0.53926593,0.237113,0.13132715,0.46549237,0.70067054,0.23130268,-0.36272275,-0.32822582,0.06634542,0.96350574,1.7540326,1.8406622,1.4340876,1.102066,0.96457875,1.0006483,1.156482,1.2948092,1.5635903,1.8983871,2.2474277,2.3322113,2.1159492,1.798191,1.4472301,0.9980604,0.40370172,-0.37877715,-1.2318993,-1.8022718,-2.174042,-2.4259872,-2.4126875,-2.3165867,-1.9565411,-1.4735236,-0.96037114,-0.34324718,0.15433447,0.5590504,0.94110113,0.83309466,0.50947624,-0.18788788,-0.7395303,-1.0418653,-1.3015976,-1.5015109,-1.6416026,-1.9391837,-2.2747278,-1.8357685,-1.2302911,-0.45682466,0.10045138,0.2116237,-0.045542374,-0.18564194,-0.06848019,-0.20846567,-0.05194676,-0.2314911,-0.067153886,0.37636894,0.78368413,0.9127299,0.62944156,-0.101336345,-0.90502715,-1.0521145,-1.2609761,-1.3440591,-1.2461317,-1.0787106,-0.56090933,-0.023154616,0.3051599,0.49019128,0.73802125,1.1457579,1.4202001,1.8653233,2.2932734,2.5542493,2.419373,2.064405,1.3984762,0.43623078,-1.0944046,-1.4134433,-1.3317578,-1.2653899,-1.5691161,-1.9061077,-1.7017053,-1.5773997,-1.3669689,-0.34802866,0.44728193,0.010957535,-0.37088123,-0.67812824,-0.99685436,-1.2225734,-1.0434945,-0.69453895,-0.38845453,-0.339211,-0.4878706,-0.39969718,-0.36367348,0.05944919,0.45371,0.68689865,0.724869,0.6276958,0.40946746,0.26025304,0.06597308,-0.14926803,-0.4473417,-0.808885,-1.2334297,-1.8247242,-1.9595959,-1.7459852,-1.1976599,-0.16522256,0.25215995,0.16648301,0.08056818,0.23680782,1.0772147
-0.6790433,-0.682101,-0.68727803,-0.7018885,-0.7128405,-2.68671,-2.581921,-2.283111,-1.8041016,-1.6705947,-2.0115533,-1.9581287,-1.8502821,-1.682363,-1.4476477,-0.8282789,0.40149313,1.25929,1.0531435,1.1865268,3.5487444,8.285545,9.685564,10.093004,10.253499,10.2169075,10.199817,10.049852,9.684806,9.075649,8.545467,8.116926,7.8316655,7.6004367,7.621977,6.9544225,5.6889353,3.967105,2.9316719,1.3592353,0.17132081,0.013720363,0.19086233,0.21537963,-0.31804746,-1.0578681,-1.3760463,-1.5503802,-1.6758401,-1.7221229,-1.8187476,-1.6226206,-0.9105389,-0.3990224,-0.38465762,-0.8972988,-1.4946408,-2.0357485,-2.359904,-2.3336966,-2.2151427,-2.4636164,-2.8990855,-3.104228,-3.281446,-3.4651546,-3.0607443,-2.7126744,-2.5942068,-2.1804028,-2.0003529,-1.6134851,-0.52801293,0.3849483,1.0501275,1.5040541,1.8667926,1.1418748,0.072081104,-0.25880042,-0.2274044,-0.017717645,-0.14702813,-0.18714532,-0.56661475,-0.82455075,-0.83518493,-0.7283706,-0.70241845,-0.69684756,-0.76393944,-0.7652828,-0.91186553,-1.0692439,-1.0313833,-1.1827359,-1.1043955,-1.0366895,-1.483386,-1.2407855,-1.0008172,-0.72100085,-0.40376738,0.18552299,0.8564429,1.2451608,1.2824848,1.0029204,0.5042021,0.32145625,-0.12021935,-1.3494277,-1.8130845,-1.8818455,-1.75004,-1.4322484,-1.2398729,-1.1272335,-1.3030108,-1.5195378,-1.7468698,-1.7599604,-1.6006765,-1.3163927,-1.140465,-1.0926688,-1.0596464,-1.0571842,-1.0423585,-0.9886554,-0.92697656,-0.8198637,-0.4361354,-0.2446792,-0.33808684,-0.51171154,-1.1830735,-1.4992285,-1.3122973,-1.2775229,-1.1542633,-0.66702795
-1.9867793,-1.9878055,-1.9892017,-1.9936948,-1.9978306,-2.5842767,-2.6283557,-2.6792727,-2.3640401,-2.2651184,-2.5958226,-2.833261,-2.4303977,-2.5060823,-2.4554825,-2.3651204,-2.2603548,-1.915023,-1.6721451,-2.1137633,-1.9690663,-1.0765501,-0.99870765,-1.1702119,-1.2522392,-1.3246956,-1.3498198,-1.2803637,-1.3473873,-1.32015,-1.1714832,-0.88878596,-0.6727309,-0.53778136,-0.46788433,-0.274534,-0.07448134,0.032010563,0.088538736,-0.24790014,-0.75496453,-0.9330214,-0.77253914,-0.5726569,-0.4153561,-0.24219716,0.055333078,0.1822454,0.14075565,-0.22398631,-0.40555927,0.01348637,-0.25502342,-1.1693709,-1.8833761,-2.142867,-2.2251487,-2.3696547,-2.6049745,-2.6386566,-1.9895903,-1.3324206,-1.0844359,-0.74831474,-0.6090794,-0.24332047,-0.0017475784,-0.5021878,-1.0137149,-0.98655456,-0.5227909,-0.16570488,-0.28382647,-0.4674927,-0.7139181,-0.8741075,-1.310581,-1.6334182,-1.4442649,-1.2648501,-0.95976186,-0.6556001,-0.34849322,-0.31772742,-0.49925977,-0.6633058,-0.691504,-0.5506718,-0.46373,-0.45810094,-0.41857865,-0.5266252,-0.9018699,-1.2557092,-1.4345133,-1.3505377,-0.8938205,-1.011057,-1.7708431,-2.3841584,-2.292589,-2.3194556,-2.2671742,-1.8138965,-1.1156601,-0.85159004,-0.9867302,-0.89220804,-1.0664058,-1.353795,-1.8285367,-2.4098272,-2.171986,-1.7197845,-1.4955941,-1.2075162,-0.809824,-0.11818124,0.40572262,0.6564014,0.9959505,1.3343256,1.6190004,1.7781609,1.8076082,1.7938819,1.7458606,1.6225519,1.5692234,1.3773471,0.9825808,0.6769128,0.06796534,-0.44803292,-0.7605391,-1.0389619,-1.2547662,-1.2942342,-1.3845606,-1.578412,-1.7734345,-1.9818316
1.3859818,1.3849587,1.3827333,1.3770325,1.3691988,-1.5996358,-1.6887977,-1.6539953,-2.0488052,-2.2114406,-1.8713257,-1.8915427,-2.0679584,-2.1746576,-2.141442,-1.9595858,-1.8888952,-1.5926611,-1.5734172,-1.595091,-1.719804,-1.1939014,-0.7951266,-0.7551726,-0.8171992,-1.0538406,-1.4382713,-1.920618,-2.2230825,-2.4905343,-2.5428455,-2.2782211,-1.8802652,-1.5644584,-1.2226117,-0.852291,-0.44328964,-0.104535535,0.19187275,0.34971341,0.092755675,-0.7653275,-1.3076849,-1.5550646,-2.1968915,-2.104265,-1.8157994,-1.8075929,-1.7557462,-1.3360826,-0.8052596,-0.32388008,0.32101926,0.9339143,1.0604368,0.486068,-0.27402967,-0.90469193,-1.3359089,-1.2082907,-0.57224,-0.015584707,0.6072957,1.5793308,3.0639381,7.1371927,9.720215,11.060985,11.126884,10.965608,10.47856,8.757422,6.114204,3.740602,2.1549115,1.5381887,0.98982596,-0.5488449,-0.8152751,-0.59581167,-0.47514442,-0.48521602,-0.3601809,-0.5449122,-0.77706784,-1.0714116,-1.224447,-1.3487029,-1.4427135,-1.4300127,-1.3493904,-1.0601158,-0.76446104,-0.8165338,-0.8856603,-0.7425544,-0.36652663,0.18563046,-0.011073977,-0.5933806,-0.6551585,-0.68343586,-0.6426322,-0.4898097,-0.6141706,-1.2238597,-2.0815654,-1.6438603,-0.2892502,0.6919111,1.3140334,1.1810194,0.73285854,0.27531308,-0.24385014,-0.46885043,-0.42839873,-0.14751893,-0.097944915,-0.15567547,-0.23860925,-0.4073208,-0.29139763,0.044862628,0.47190356,1.0594647,1.508882,1.9949822,2.4577963,2.9235704,3.1272888,3.1124718,3.395659,3.7257864,3.8892472,3.9048676,3.8038352,3.4536023,3.2656617,3.0287623,2.8465319,1.389401
-1.5216506,-1.521924,-1.5223756,-1.522435,-1.5210876,-1.8536173,-1.8044333,-1.8040155,-1.8937652,-1.7981713,-1.7830751,-1.9543786,-1.7816064,-1.6170081,-1.7504603,-1.792489,-1.317071,-0.7553171,-0.8542542,-0.85436326,-0.94307446,-0.69822717,-0.69535154,-0.85313976,-0.89132136,-0.9326894,-0.9551748,-0.91983235,-0.8753787,-0.8761753,-1.0712572,-1.2985395,-1.3633523,-1.3817412,-1.311502,-1.4936502,-1.6205668,-1.4334297,-1.1620489,-0.38753748,0.074724406,0.0942841,-0.062315352,-0.120038435,0.04712322,0.39808017,1.385701,2.3866696,2.9941764,2.9349706,1.2927397,-0.03158713,-0.7975272,-1.2679343,-1.484935,-1.3630857,-1.3215649,-1.2375069,-1.1932646,-1.158979,-0.7694788,-0.5807042,-0.531857,-0.37933376,-0.31956354,-0.63295126,-0.6818654,-0.54333764,-0.5068858,-0.6274401,-1.0851974,-1.721552,-1.7997134,-1.6298543,-1.4590954,-1.5038066,-1.7642958,-1.690242,-1.3835206,-0.8570119,-0.34873754,-0.34848487,0.26293463,0.2613856,0.0018732902,-0.34184927,-0.4489137,-0.34625623,-0.06788187,0.26702282,0.79715097,1.166177,0.88683665,0.004566774,-1.0261118,-1.8126537,-2.1222072,-1.7365859,-1.451572,-0.9956992,-0.58424413,-0.4412816,-0.61909586,-0.5343414,-0.54691184,-0.38330972,1.1524796,5.597797,9.392466,10.621074,11.503347,11.392332,10.013437,8.401646,6.636923,4.62034,2.8014894,1.5166383,0.8093957,0.25452313,-0.41873828,-0.75880194,-0.9888474,-1.0790219,-1.0657327,-1.0209407,-1.0302532,-0.9830839,-0.7491401,-0.56831527,-0.4526329,-0.39065415,-0.4660681,-0.37741438,-0.04519917,0.2860942,0.7691572,1.1480147,0.9067973,0.4309619,-0.034088135,-1.5220144
-3.1082406,-3.1075177,-3.105334,-3.101121,-3.0985212,-2.6851,-2.7060533,-2.5202255,-2.252148,-2.3518813,-3.0503154,-3.0504057,-2.8283114,-2.5590515,-2.5589247,-2.3823016,-2.0088835,-1.4608301,-1.1344745,-0.99564904,-0.5205775,0.095497966,0.070424676,-0.21280926,-0.402798,-0.49152187,-0.6868695,-0.84164286,-0.8685418,-0.49705485,0.07048927,0.7286012,1.1371032,1.2984686,1.2405417,1.5236295,1.7996181,1.6860752,1.3763433,0.3432776,-0.44049925,-0.97848177,-1.1036333,-1.3665942,-1.689111,-1.9558611,-1.8350158,-1.6435812,-1.4327016,-1.248806,-1.5347004,-2.0332086,-2.5135431,-2.5483556,-2.359926,-2.22114,-2.3474255,-2.5498633,-2.8462405,-3.1951437,-3.473198,-3.4815183,-3.3556747,-2.8493555,-2.5081153,-2.590061,-3.3163874,-3.518794,-2.8963985,-1.807031,-0.84422475,0.6806956,2.0761602,2.5415602,2.4118218,1.9588122,1.1509867,-0.8098103,-1.2196767,-1.1820972,-1.1781945,-0.9137314,-0.70833796,-0.59573203,-0.25701076,0.23818871,0.63439006,1.0601037,1.3697236,1.4401184,1.3784108,1.1588244,0.59400016,-0.11132014,-0.6509944,-0.879774,-1.1323807,-1.938897,-2.3405585,-2.1912422,-1.6521682,-1.563741,-1.7486892,-1.7560551,-1.0234767,-0.4881149,-0.36902747,-0.78379494,-1.4528804,-1.5223879,-1.9247639,-2.4940152,-2.7135835,-2.5381083,-2.0700195,-1.2448611,-0.39718157,0.43491548,1.5399917,2.3418682,3.2056112,3.7135472,4.0672636,4.235347,4.107807,3.8412495,3.642139,3.2872276,2.784909,2.075984,1.1591827,0.36979425,-0.9171356,-1.8572948,-2.482873,-2.9441595,-3.343378,-3.5294313,-3.3892026,-3.240405,-3.1315088,-3.1115263
