0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156
9.780056,9.812547,11.982433,11.561314,11.40113,11.339574,11.288383,11.084784,10.674328,9.8881855,9.208545,9.000172,9.166696,9.095932,8.823272,9.257951,9.725672,9.887675,10.133733,9.655706,8.97325,7.749444,5.773098,3.586678,3.1738367,3.08851,2.793555,2.677024,2.7087357,2.471748,2.098816,0.84354556,-0.5405039,-0.97264516,-0.63153476,-0.50702137,-0.5672659,-0.56308925,-0.54788876,-0.5481397,-0.61261016,-0.6493962,-0.667117,-0.57626534,0.46937528,0.9865025,0.97323805,1.1219956,1.5415554,1.0179405,0.34444356,-0.6930383,-0.55418515,-0.46294576,-0.45998698,-0.60842144,-0.41739795,-0.043029457,0.7024803,1.2122099,1.5127175,1.5952659,1.3066922,0.75980264,-0.118189186,-0.43220824,-0.58610183,-0.60938203,-0.61399716,-0.6396711,-0.4120144,0.12599489,1.3543912,2.8763938,4.4514995,4.737393,4.010648,3.3376312,2.2005196,1.1424351,0.92295146,1.0083812,0.89621836,1.1101851,1.4868014,1.9884627,2.7247782,3.248935,3.3670955,3.3231292,3.0271764,2.505305,1.8117938,0.9870722,0.43315428,-0.035886467,-0.33343965,-0.23122273,0.099080615,0.41775337,0.47952178,0.381118,0.27949905,0.20239058,0.17315531,0.1469619,0.101746574,0.07074171,-0.07487252,-0.038426667,0.1439024,0.069088794,0.52884257,1.2167714,1.5391428,1.5925238,1.5664821,1.5845428,1.6186767,1.1935292,0.5708132,0.35762328,0.48821753,0.6518253,0.6454843,0.61371154,0.63130605,0.62868273,0.6395115,0.6499734,0.6863158,0.73854315,0.657423,0.6977024,0.6991122,0.76712275,0.8130574,1.165162,1.5701904,2.4629455,3.4430203,4.3159933,4.8967896,5.0264482,5.2532835,5.5790215,6.058834,6.355677,6.705817,6.898494,7.1061926,7.3591814,7.8516445,8.601332,8.839542,9.724488,9.72514
-1.2865543,-1.2942182,-1.4884834,-1.5179095,-1.513522,-1.4978334,-1.6054926,-1.8428566,-1.9646596,-2.1611385,-2.1962705,-2.1076517,-1.8939804,-2.0811534,-2.0211406,-1.6988287,-1.2698263,-1.6778114,-1.6862767,-1.8665491,-2.2154002,-2.5421813,-2.3844557,-2.158783,-2.0580063,-2.0043736,-1.9574138,-1.8065,-1.7061543,-1.5547704,-1.6037828,-1.8425608,-2.33839,-2.646567,-2.436951,-1.9580383,-1.5716391,-1.2600625,-1.0414671,-0.89198035,-0.6277012,0.056476563,0.9631443,1.7220592,2.2017257,1.8516121,1.2193938,0.04309547,-0.7949537,-1.1483388,-1.4878997,-2.3553896,-3.0674248,-3.4481544,-3.7310615,-3.7413614,-3.4091806,-2.9366796,-2.6060581,-2.143271,-1.6241752,-1.2695414,-1.1128805,-1.4254618,-1.7623045,-2.165693,-2.707098,-2.4586334,-2.0701354,-1.7096889,-1.0877492,-0.18332878,0.12201288,-0.29383865,-0.7946429,-1.48706,-2.0486584,-2.2740052,-2.3531697,-2.835919,-3.4226964,-3.2580972,-2.7379148,-2.5736964,-2.5754967,-2.7381349,-2.898734,-2.9734368,-2.886726,-2.7471523,-2.54628,-2.3714283,-2.2308626,-2.1548955,-2.2443874,-2.400547,-2.4990973,-2.5956852,-2.80447,-2.8437629,-2.670583,-2.462388,-2.3443837,-2.2614176,-2.1730373,-2.0914593,-2.0071294,-1.8789989,-1.3455226,-0.8372741,-0.60102576,-0.44672912,0.13253719,0.75824517,0.95104563,1.1318247,0.94680524,0.115095064,-0.66750777,-1.0263445,-1.5655316,-2.0746088,-2.308815,-1.906826,-1.5215025,-1.2850733,-1.1922753,-1.1256065,-1.0382589,-0.9413416,-0.8215424,-0.7319709,-0.6930504,-0.614082,-0.48809564,-0.310367,-0.15405506,-0.13967177,-0.1573299,-0.31204516,-0.412403,-0.5591902,-0.65706253,-0.6085233,-0.64407706,-0.7960194,-0.8984864,-1.0389462,-1.119706,-1.11941,-1.2034534,-1.2169759,-1.2786878,-1.4864273,-1.569274,-1.2693806,-1.2696576
-1.0575852,-1.0596658,-1.4971397,-1.5645059,-1.6298051,-1.6486535,-1.6783915,-1.7553426,-1.804147,-1.8255336,-1.80828,-1.697685,-1.850712,-2.1180913,-2.0955346,-2.0840151,-1.0603299,-2.0624478,-2.0322096,-1.838809,-1.556292,-0.9081871,-0.23030527,-0.10739864,-0.19670936,-0.3564284,-0.39428386,-0.3032488,-0.3983994,-0.50884086,-0.7163111,-1.1055577,-1.2213887,-1.2221833,-1.9342289,-2.4440565,-2.6762729,-2.7981434,-2.8902018,-2.965761,-3.1474268,-3.3146672,-3.3461514,-3.2007565,-3.009561,-3.1482196,-3.0652199,-2.498632,-2.0752394,-1.9961131,-2.3248248,-3.1508646,-3.5059438,-3.4736667,-3.1139321,-2.4256463,-1.4454886,-0.72761035,-0.20728204,0.351133,0.34627333,-0.12473822,-1.0633073,-1.3735139,-1.3954195,-0.97712326,-1.4831555,-2.172739,-2.4329166,-2.5787184,-2.6913037,-2.249226,-1.1261476,-0.9592521,-0.8502438,-0.6634857,-0.7698102,-1.119012,-1.7259325,-2.073025,-2.1158807,-2.604835,-3.1462026,-3.0719733,-2.5890555,-2.0764115,-1.5969443,-1.1759968,-0.7657345,-0.51095647,-0.36712158,-0.45689318,-0.749996,-1.2037705,-1.5296426,-1.7000822,-1.7048953,-1.662582,-1.8123225,-2.0600102,-2.2387977,-2.3094168,-2.318027,-2.333489,-2.3182135,-2.2660818,-2.2364244,-2.2566652,-2.4039993,-2.4221582,-2.3823254,-2.477262,-2.5626774,-2.3123784,-2.3392878,-2.4883492,-2.0377684,-0.7908425,-0.2157677,-0.28065622,-0.66827786,-1.44989,-2.2643442,-3.0051033,-3.1847239,-3.239678,-3.2641087,-3.272605,-3.2871614,-3.2656462,-3.264936,-3.300745,-3.3618765,-3.411337,-3.4663014,-3.4729,-3.433459,-3.2924533,-2.9990025,-2.5731995,-2.3063447,-2.2358687,-2.3488908,-2.3750772,-2.3856409,-2.362765,-2.3541203,-2.3392463,-2.317051,-2.3134923,-2.3511739,-2.371449,-2.3648057,-2.299807,-2.2168713,-1.0609779,-1.0605283
1.3679135,1.3339238,-2.657371,-2.960389,-2.9247062,-2.863334,-2.8568718,-2.8302097,-2.8178864,-2.8579292,-2.674166,-2.2661262,-2.1843693,-2.2241125,-2.1765444,-2.1591296,1.41055,-2.333067,-2.175647,-2.033503,-1.8852247,-1.4897323,-1.4580675,-1.7018499,-1.9115824,-2.08517,-2.2970011,-2.2784436,-2.195733,-1.9520878,-1.7436739,-1.3568654,-0.83723164,-0.2969239,-0.15649024,-0.3421142,-0.39050233,-0.4165759,-0.5115538,-0.62821066,-0.6561943,-0.45012206,0.11209089,1.0933256,2.1147482,1.8581617,1.4079292,0.61438245,-0.53271586,-1.24799,-1.7295034,-2.520584,-2.971189,-3.0753424,-2.9732735,-2.5364313,-1.6505574,-0.93352354,-0.58711886,-0.33719933,-0.24034034,-0.34019142,-0.7824346,-1.0322311,-0.7950607,-0.52152884,-0.8719046,-1.220161,-1.212055,-1.0677667,-0.95967144,-0.9986348,-1.355331,-1.8412906,-1.7605366,-1.835658,-1.9898622,-2.0193107,-1.9693543,-2.3103247,-3.070245,-3.2298367,-3.3167825,-3.3737054,-3.221112,-2.8460128,-2.350463,-1.973825,-1.7900779,-1.7126272,-1.6194913,-1.5565864,-1.4890965,-1.322431,-1.2092121,-1.1761354,-1.1614136,-1.146742,-1.1173313,-1.1212351,-1.0770906,-0.98526436,-0.9306623,-0.8316159,-0.6670697,-0.42123294,-0.043276444,0.39957607,1.8393195,3.7342477,5.92299,7.462591,8.126997,8.334358,8.160853,7.932066,7.254078,5.628009,3.6123166,2.7523634,2.2271326,1.6579791,0.9618974,0.08388035,-0.26818022,-0.40110135,-0.45682833,-0.48240808,-0.5330013,-0.61285484,-0.6371453,-0.62858754,-0.5395588,-0.47407162,-0.3262322,-0.15304904,-0.005826488,0.0003758818,-0.100781076,-0.46699297,-0.781513,-1.0592116,-1.1592627,-1.1143548,-1.0688665,-1.1091499,-0.98151696,-0.86398005,-0.8416369,-0.8718183,-0.8489204,-0.77846384,-0.6782727,-0.52490693,-0.44247442,1.412959,1.4113224
-0.3038838,-0.29017717,-0.093018204,0.26555905,0.33607784,0.31092003,0.3927312,0.6431556,0.7280233,0.5944684,0.4096304,0.26657873,0.29149193,0.385988,0.06994113,-0.30439392,-0.3176352,-0.5235474,-0.5496925,-0.6475954,-0.75429493,-1.0340307,-1.25259,-1.1341256,-0.92682266,-0.9443449,-1.0305861,-1.285588,-1.3393569,-1.4960706,-1.5604726,-0.9911046,0.5296444,2.3817968,3.3307383,3.8306544,4.033514,4.193345,4.28766,4.2794952,4.276655,4.204795,3.6036115,2.1075325,0.0028938875,-0.27046376,-0.31435603,-1.0071869,-1.9921138,-1.8650966,-1.3798335,0.25590846,0.9729464,1.322349,1.8685956,1.9676204,0.99182224,-0.10416581,-1.2037293,-1.9259355,-2.2700632,-2.2043898,-1.5547137,-0.97765326,0.6865107,1.5096754,2.2071447,2.6727068,2.7190049,2.6079683,2.4349875,1.728894,0.704888,-0.37772775,-1.3349051,-1.1562469,-0.9678263,-0.75211215,-0.18015301,0.5216225,1.7685126,2.5184636,2.3875258,2.0444484,1.1453183,-0.33398032,-1.975642,-2.6947613,-2.7576096,-2.6901312,-2.670628,-2.618627,-2.4527287,-1.9837253,-1.1737006,0.42156467,2.2091947,3.9829297,5.353507,5.875495,6.040745,6.049507,6.018158,5.96456,5.9121532,5.9094934,5.9284534,5.9600124,5.804292,5.242667,3.960946,1.9522228,0.24754077,-0.5800598,-0.7300872,-1.0010613,-1.5158113,-2.1282988,-2.5274363,-2.5989935,-2.5578291,-2.1663857,-1.4566016,-0.66146475,-0.39203805,-0.30710098,-0.29540947,-0.30599236,-0.28511882,-0.29290357,-0.3056673,-0.25602284,-0.19486414,-0.24414964,-0.33694622,-0.46572858,-0.6201538,-0.9216872,-1.2192316,-1.4829293,-1.6087805,-1.4915075,-1.3043783,-1.2534906,-1.3141115,-1.316838,-1.3625939,-1.375638,-1.3464715,-1.3594782,-1.3168141,-1.2604284,-1.3124388,-1.3728149,-1.2653923,-0.31836808,-0.31792325
-0.09338555,-0.08845961,-1.4067183,-1.5853866,-1.5236378,-1.4415753,-1.4261072,-1.154834,-1.0992587,-1.4070085,-1.8963227,-2.0147197,-2.4203963,-2.75596,-2.8443222,-2.8307498,-0.08050126,-2.890751,-2.7715707,-2.6131659,-2.3551586,-2.1332645,-1.8305113,-1.52441,-1.478978,-1.4978062,-1.5345196,-1.4043165,-1.0442955,-0.48490882,0.1798966,1.1501809,1.3394728,0.84056354,0.47444344,0.23653853,0.1580867,0.013120823,-0.12628655,-0.26944047,-0.30516654,-0.46852472,-0.5263843,-0.382042,-0.21190035,-0.53021044,-0.48090065,-0.638561,-1.1953702,-1.2097213,-0.9922725,-0.805725,-0.9557636,-0.4626576,0.111339815,0.67994326,0.9854417,0.8830902,0.1579863,-0.6546574,-0.79352146,-0.46186885,0.12416077,0.64779764,1.0233097,0.36309007,0.59686637,0.75585127,0.74025786,0.6597216,0.33919367,-0.57498133,-1.7717848,-1.92955,-2.1580865,-2.1814299,-1.808364,-1.6480567,-1.3703215,-1.0922395,-1.0460292,-1.04645,-1.0151712,-1.237668,-1.5937874,-1.7942775,-1.8828392,-2.116625,-2.3965254,-2.5066772,-2.4805179,-2.2848806,-2.0230021,-1.6388385,-1.3387029,-1.4054985,-1.6322455,-2.0065992,-2.0563283,-1.9154657,-1.757271,-1.576737,-1.4240983,-1.2275146,-1.0510511,-0.9314012,-0.7693737,-0.5996805,-0.30999178,-0.24579896,-0.089614585,0.47965446,0.608665,0.10273783,-0.40005037,-0.47316033,-0.5363728,-0.76680845,-0.80858725,-0.67522967,-0.20934808,-0.31800288,-0.73149353,-0.9700335,-1.0389822,-1.0437696,-1.0277052,-1.005407,-0.99473476,-1.0037206,-0.9945984,-0.96669126,-0.88675207,-0.81094086,-0.6730559,-0.5719327,-0.5583986,-0.71873933,-0.9967611,-1.3555954,-1.5270727,-1.6335195,-1.6657113,-1.6303488,-1.6301342,-1.6733553,-1.6906105,-1.6795598,-1.7151463,-1.7398047,-1.7726481,-1.7201946,-1.6312904,-1.5118535,-1.481072,-0.07986659,-0.08023471
-2.4468625,-2.448463,-2.8198647,-2.854548,-2.8740106,-2.8873525,-2.9215317,-2.9760034,-2.923265,-3.0431519,-3.171129,-3.366696,-3.3354363,-3.2973278,-3.3637276,-3.2845545,-2.4433486,-2.932186,-2.8350935,-2.6913776,-2.5481205,-2.5534198,-2.871523,-2.9633782,-2.859011,-2.7288678,-2.6543498,-2.5384169,-2.4252975,-2.3330092,-2.1840963,-1.7650537,-1.3720915,-1.4036772,-1.0727994,-0.6173005,-0.4321022,-0.45034435,-0.4904762,-0.4577966,-0.24001901,-0.16232704,-0.4029164,-0.6288932,-0.66489905,-0.69008833,-0.9198439,-1.6055083,-2.088183,-2.0971155,-1.5915492,-0.39827242,-0.14528257,-0.14021736,-0.2603513,-0.26913595,-0.42278033,-0.7005237,-0.8803474,-1.1394837,-1.3969817,-1.5058022,-1.3268062,-1.258945,-1.0213608,-0.8045452,-0.4884334,-0.371267,-0.44461697,-0.5430011,-0.7740167,-1.4131111,-2.08719,-1.7159235,-1.9097258,-2.6110287,-2.8552556,-2.6999953,-2.143556,-1.4190453,-0.94668984,-0.5418114,-0.38328978,-0.68663347,-1.1396409,-1.451903,-1.6461558,-1.9530008,-2.2805328,-2.401599,-2.4172854,-2.3121734,-2.1353056,-1.9122685,-1.7475812,-1.7580564,-1.7715266,-1.6540818,-1.4119346,-1.2101607,-1.0258827,-0.854786,-0.76258606,-0.67818475,-0.60794103,-0.61523813,-0.6441632,-0.701651,-0.8042569,-1.0941286,-1.6404474,-1.788865,-1.5075223,-1.2548673,-1.2638383,-1.2525625,-1.5572298,-2.0874891,-2.3744802,-2.3608437,-2.051443,-1.8048545,-1.6918824,-1.3781853,-1.0841962,-0.9739123,-0.9422002,-0.91627145,-0.89571774,-0.8954376,-0.85486996,-0.86580646,-0.7911729,-0.7693076,-0.7362106,-0.8684115,-1.054635,-1.3144157,-1.651645,-1.9936099,-2.2511778,-2.4458673,-2.475159,-2.382026,-2.3415308,-2.3674695,-2.4089608,-2.3753226,-2.3719592,-2.385254,-2.3535957,-2.394916,-2.4569204,-2.4854152,-2.5117955,-2.4427798,-2.4431808
0.79104,0.77879375,-1.2963641,-1.5287275,-1.5740658,-1.6065307,-1.6317639,-1.5962678,-1.7483689,-1.9826095,-1.976677,-1.9233258,-1.935818,-1.914603,-1.8237541,-1.6312772,0.80976534,-1.4983437,-1.4044816,-1.3784304,-1.4546676,-1.2735413,-0.9718656,-0.9558862,-1.1064314,-1.2209855,-1.3490506,-1.3157582,-1.1720526,-0.8668448,-0.7034151,-0.5760009,-0.7525064,-0.9914364,-0.6856771,-0.09832078,0.5097304,0.9838254,1.2657403,1.4641733,2.067045,3.7045949,5.764015,7.5392714,9.12387,9.304981,8.864262,6.6547966,3.7073557,2.4885402,1.8637626,0.36878127,-0.65531844,-1.0197775,-1.3946662,-1.3324301,-0.47329876,0.43411875,0.6938718,0.7273272,0.7809651,0.6339686,0.37280917,-0.19749106,-1.1061234,-1.7951453,-2.0190887,-1.6694363,-1.274122,-0.83519584,-0.25070935,0.16124609,-0.8144878,-1.9589431,-1.7931889,-1.6511295,-1.563031,-1.4843353,-1.4047195,-1.9018115,-2.5330224,-2.2323122,-1.3875855,-0.8324187,-0.34081745,-0.47967142,-0.8859763,-1.3082966,-1.6294944,-1.7413884,-1.5856556,-1.3060821,-0.93094665,-0.37898102,-0.05229363,0.06578009,-0.06828018,-0.3954394,-0.71126956,-0.8720768,-0.82973015,-0.7333778,-0.6930672,-0.66554195,-0.6644747,-0.61706173,-0.552965,-0.3185107,0.7408555,1.9895178,3.1575713,4.027164,4.763283,5.3493004,5.5811377,5.6442924,5.107664,3.3836331,1.6671312,1.0930587,0.71195513,0.4151669,0.20870033,0.21191406,0.37412015,0.5289102,0.6056423,0.6563126,0.712846,0.73556,0.792686,0.9098302,1.0113642,1.1565492,1.3800584,1.6296816,1.8519171,1.9167802,1.7718675,1.2978055,0.88719475,0.49575755,0.33303094,0.3551385,0.32393354,0.24193701,0.25992584,0.15069714,0.061036043,-0.003997876,-0.053006172,-0.0043306723,0.094756864,0.045542438,0.027637351,0.81175786,0.8103905
5.507206,5.5168333,0.19222789,-1.8798786,-2.0887165,-2.1891036,-2.2959785,-2.5646615,-2.6289842,-2.6480272,-2.5370882,-2.4822865,-2.202152,-2.0070033,-1.8724619,-1.8269409,5.490449,-1.6419896,-1.6436077,-1.6886119,-1.6964467,-1.9825011,-2.1939251,-2.1828575,-2.183723,-2.0684328,-1.9592133,-1.9208927,-1.8835477,-1.8031508,-1.5256275,-0.76521635,-0.07425237,0.28564,0.7213189,1.275469,1.5661516,1.7567323,1.9330585,2.1223361,2.2873163,2.4117732,2.1766987,1.5000062,0.62596655,0.3820998,0.14335918,-0.5845965,-1.2172635,-1.1622808,-0.8055178,-0.13546363,0.23574227,0.047434278,-0.32115018,-0.9446554,-1.7523618,-2.176278,-1.8497744,-1.2118906,-0.9969335,-0.9203385,-0.6780771,-0.476049,-0.69783115,-1.0248476,-0.6293049,-0.07441169,0.22345316,0.44147044,0.7693324,0.7197762,0.011341453,-0.33639842,-1.3552755,-2.1677685,-2.261212,-1.9997259,-1.2621915,-0.4561325,-0.30226395,-0.17318739,0.07770313,0.0457213,-0.25121188,-0.5354727,-0.8931986,-1.1637313,-1.2802774,-1.2431614,-1.1435258,-0.9322021,-0.5452676,-0.019840598,0.5137773,0.82524204,0.8270829,0.7686933,0.65145814,0.6076945,0.66119903,0.67541695,0.6318904,0.5867846,0.5558377,0.49611816,0.46855462,0.44809526,0.33156338,0.17777786,-0.046986625,-0.14425953,-0.056890786,-0.12602781,0.015883476,0.29510128,0.29200995,0.42848158,0.9874628,2.0273643,4.0828667,6.073867,7.6135597,8.477991,8.693439,8.777792,8.793282,8.804333,8.833999,8.882839,8.949356,8.952039,8.918285,8.89962,8.8772135,8.872426,8.794351,8.69314,8.643477,8.62078,8.627817,8.804889,8.890726,8.935198,9.017831,9.0308485,9.021398,8.974445,8.976007,9.01774,9.043526,8.989008,8.807825,8.481096,8.210674,5.491085,5.4904575
-3.8791595,-3.8549485,-2.3863034,-2.0442607,-1.957032,-1.9499099,-1.9116371,-1.6736393,-1.5208373,-1.5595915,-1.860812,-2.01577,-2.4189386,-2.631589,-2.9748979,-3.0919847,-3.9070344,-3.067717,-3.0194101,-3.0329924,-2.9459355,-3.2637136,-3.547933,-3.4211018,-3.2574728,-3.2508492,-3.2636442,-3.308951,-3.289836,-3.3381329,-3.4468899,-3.2859678,-2.672681,-1.4333748,-0.13005504,0.6018108,0.8166516,0.87346745,0.8319628,0.7385053,0.7363187,0.53936833,-0.10624327,-0.9763991,-1.9300439,-1.788729,-1.7423655,-2.5811355,-3.3541958,-3.3504355,-3.030717,-1.410006,0.28898925,1.2446505,2.0323715,2.3194358,1.6988623,1.2717648,0.66812694,-0.31132,-0.9122866,-1.1396601,-1.2153652,-1.2508184,-0.970714,0.14522617,1.8934181,2.39379,2.3934832,2.2575505,1.7148794,0.5847377,-0.714344,-1.7321014,-2.9785395,-3.2509346,-3.4538252,-3.6421757,-3.7853673,-3.365983,-2.5745974,-1.6706253,-1.2303034,-1.3899257,-1.7456602,-2.4644156,-3.2355008,-3.5485787,-3.4568875,-3.311791,-3.212059,-3.1003098,-2.951208,-2.6294892,-2.2689073,-1.6674441,-1.0172048,-0.484972,0.0017392039,0.15754,0.18141335,0.18561785,0.19749336,0.21516636,0.20901343,0.17861868,0.10246584,-0.0030242205,-0.16650583,-0.56774694,-1.3239497,-2.2829058,-2.9381852,-2.7806036,-2.4977665,-2.3750687,-2.6854944,-3.3028302,-3.51357,-3.4296322,-3.1988118,-2.91052,-2.4453561,-2.0483103,-1.969605,-1.9711685,-1.9925178,-2.021617,-2.0572958,-2.110673,-2.1876945,-2.2428675,-2.1930234,-2.2463088,-2.355061,-2.578627,-2.7943938,-3.138775,-3.4849007,-3.9194384,-4.237322,-4.3710704,-4.335574,-4.305455,-4.2906117,-4.2981825,-4.3329024,-4.351536,-4.3352547,-4.3112183,-4.311683,-4.3208604,-4.3289137,-4.2773395,-4.0744176,-3.906808,-3.9070704
