0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195
12.33168,12.472935,12.38176,12.382993,12.35269,12.304827,10.837332,11.962809,12.152147,11.899982,10.837256,10.469102,10.012949,9.332481,9.334835,8.211932,5.849095,4.4177766,3.5169373,2.3824453,1.4042836,0.87315726,0.0921258,-0.4619479,-0.7843311,-0.6457138,-0.47456226,-0.32436025,-0.2925003,-0.53181505,-0.8669559,-1.0248767,-0.5457554,0.16812363,0.9918306,1.5032897,1.6977589,1.8882571,2.5336056,3.648201,4.456669,5.2994137,5.678954,5.2076716,3.9926648,3.7579699,3.4678547,2.9074438,2.665602,2.5458665,1.7286943,0.6721325,-0.089039415,-0.44340152,-0.46144292,-0.9246333,-1.2555382,-0.93984604,-0.74572825,-0.68024063,-0.79735184,-1.0910417,-1.3616662,-1.2632892,-1.3297288,-1.7881515,-2.0080543,-2.0685987,-2.0717468,-2.1276584,-1.8967638,-1.4033914,-0.7897036,0.052834958,0.925761,2.0009265,3.1336305,3.9782686,5.319146,6.0360165,4.881649,3.7325888,3.4277315,3.464881,3.1731899,2.6020236,1.7723317,0.58198243,-0.2207041,-0.54224247,-0.79967016,-0.42969763,0.65147424,2.3147357,3.7158532,4.112697,3.4654293,3.087281,2.4176543,0.9581169,0.21907389,0.41714916,0.6864755,0.55547357,0.5627686,0.6712874,1.0819968,1.2125605,1.151278,1.5367224,1.8743241,2.018011,1.6999059,1.2581971,1.4135855,1.6029196,1.1600355,0.7050447,0.120860994,-0.32365197,-0.5736518,-0.71822524,-0.9135697,-0.8793553,-0.59347904,-0.49309856,-0.48191932,-0.4831208,-0.06543178,0.5324266,0.95341074,1.1434789,1.386457,1.5515677,2.1971145,3.0479302,4.417097,5.4777117,6.0463643,5.081112,3.5000582,3.0365477,3.029493,3.1095924,2.7423594,2.0148396,0.80278957,-0.32416642,-0.99075025,-0.79870397,-0.6213855,-0.76584315,-0.7394063,-0.7867829,-0.5888645,-0.27527493,-0.18814966,-0.08347927,-0.0011794865,-0.0032734722,0.03108275,0.08787008,0.012490228,-0.028040476,-0.08559694,-0.2788891,-0.5455769,-0.5675366,-0.36821777,-0.083861426,0.37482607,0.9138539,1.6794047,2.5146444,3.096827,3.862266,5.207773,6.369422,6.917506,6.5198116,6.6451883,8.215555,9.303089,9.404158,9.249415,9.485593,10.143997,10.676426,11.12197,11.267809,11.833482,12.587996,12.698926,12.986308,10.837321,10.837185
-2.6416187,-2.6476798,-2.685573,-2.7496538,-2.8000207,-2.8058465,-1.8107324,-2.706482,-2.676505,-2.7670002,-1.8106585,-2.687477,-2.6787999,-2.4553304,-2.4762993,-2.427552,-2.3451967,-2.2197819,-2.0093374,-1.8769717,-1.8421189,-1.8334584,-2.0308244,-2.427651,-3.0046158,-3.7035813,-3.953724,-3.9810152,-3.8083658,-3.5080538,-3.3703632,-3.530016,-3.5322237,-3.189776,-2.8607495,-2.5336595,-2.4052444,-2.36713,-2.25432,-2.08964,-1.9648489,-1.9890399,-2.076745,-1.9315364,-1.8127164,-1.8866489,-1.8643632,-1.8687288,-1.8319794,-1.7583578,-1.7164491,-1.7257072,-1.7858078,-1.79656,-2.028831,-2.2850163,-2.2021682,-1.8360771,-1.5363387,-1.3678588,-1.2558974,-1.2205296,-1.6495025,-1.8400745,-2.1019075,-2.631487,-3.0108256,-3.2796602,-3.3403523,-3.2361462,-2.947942,-2.3319998,-1.7172142,-1.2339902,-1.1172166,-1.3214571,-1.9452851,-2.4897869,-2.6899986,-2.5654168,-2.249912,-2.0912862,-2.0621598,-2.0956712,-2.0222285,-1.7836778,-1.562895,-1.7270541,-1.9317416,-1.4778562,-0.8973933,-0.26559472,-0.08704962,-0.74623,-1.1190702,-1.432656,-1.7103688,-1.7337587,-1.6706803,-1.3686559,-1.2897935,-0.9681109,0.83280486,4.2136545,6.1591163,8.186766,8.817993,8.804414,8.627081,8.246023,8.061072,7.6948805,7.236373,6.385146,5.7575855,5.115152,4.463021,3.8425136,3.3838086,2.9103365,2.4858022,1.87522,1.1868665,0.5574539,-0.0012158006,-0.16641988,-0.27465224,-0.52665275,-0.9817075,-1.6387694,-2.0811305,-2.1375673,-2.10595,-2.0616808,-2.0198474,-1.7827982,-1.5314753,-1.8869252,-2.1725216,-2.043158,-1.9340134,-2.0253732,-2.1550584,-2.2425907,-2.1326456,-1.9462159,-1.8974037,-1.9882455,-2.3525271,-2.7470658,-2.877433,-2.5438144,-2.4734294,-2.511735,-2.6398916,-2.8774817,-2.9836392,-3.095617,-3.1287951,-3.256154,-3.4084015,-3.4075093,-3.2190254,-3.0129752,-2.7934031,-2.4821992,-2.0302436,-1.6679748,-1.3403453,-0.99772656,-0.5741911,-0.37941676,-0.13249864,-0.070905596,0.006773174,-0.07241091,-0.32252005,-0.5880424,-0.8333349,-0.66226566,-0.7587306,-1.5255437,-2.0573668,-2.078405,-2.1836982,-2.400965,-2.457627,-2.8025038,-2.784695,-2.828617,-2.8444252,-2.6536548,-2.5707774,-2.3078728,-1.8104076,-1.8103559
-1.0435523,-1.0593144,-1.2857394,-1.2132169,-1.1911538,-1.0810751,-0.84685767,-1.2797952,-1.4127455,-1.3057566,-0.8468383,-1.1302421,-1.1498315,-1.35358,-1.3648224,-0.88600135,-0.56602824,-0.5254896,-0.52362585,-0.5731266,-0.52072793,-0.76627535,-1.2314416,-1.9342663,-2.5713596,-3.0716052,-3.3228185,-3.555741,-3.640963,-3.7149916,-3.6383805,-3.300206,-2.3461604,-1.374016,-0.4912425,0.10471052,0.2238721,0.08390823,0.042361632,0.09807222,0.30606776,0.15980835,-0.0066057965,0.010229379,-0.07330425,-0.19782802,-0.30664626,-0.30074787,-0.12504835,-0.035934135,-0.31982553,-0.47823313,-0.7716704,-1.4202065,-1.7841803,-2.492986,-3.2264125,-3.1872635,-3.0505564,-3.0079522,-3.0457635,-3.078619,-3.0448432,-2.9470198,-2.800099,-2.6344638,-2.589725,-2.3950472,-2.2821476,-2.2887597,-2.4417639,-2.7266788,-2.9161842,-2.8717914,-2.789551,-2.4738278,-2.0720983,-1.8249372,-1.6419086,-1.2428517,-0.72752047,-0.73049027,-0.85850346,-0.92059594,-0.94374937,-0.8639413,-1.0240942,-1.3445808,-1.3711127,-1.9499986,-2.4568276,-2.4078336,-2.0188189,-1.5420201,-0.91425145,-0.63597804,-0.6459677,-0.641446,-0.8208543,-1.2022902,-1.1581165,-0.9555391,-1.7189362,-2.6170611,-2.7188563,-2.4843032,-2.3599086,-2.4676933,-2.5744786,-2.6173272,-2.541648,-2.5172057,-2.5773764,-2.5444613,-2.4102306,-2.2055578,-2.1186132,-2.0660381,-2.3016944,-2.4643,-2.578447,-2.6370745,-2.7833347,-2.792872,-2.7961903,-2.9114633,-3.0782995,-3.0901928,-2.499866,-1.4045081,-0.6831123,-0.33008176,0.014057219,0.0028212368,-0.29849204,-0.4583678,-0.51629543,-0.7523527,-0.9527718,-0.88651603,-0.8745017,-1.0220456,-1.2383983,-1.2486496,-1.0252626,-0.8515786,-0.89604825,-0.9811702,-0.944373,-1.0335184,-1.6454412,-2.253671,-2.3313575,-2.1310515,-1.8360021,-1.5303501,-1.4154601,-1.381521,-1.3810842,-1.4460922,-1.6226475,-1.9537007,-2.2329087,-2.3454745,-2.3594701,-2.3824916,-2.4885368,-2.673063,-2.8186514,-3.0043283,-3.065504,-3.0054731,-2.8789806,-2.689424,-2.5521665,-2.471038,-2.465114,-2.5053787,-2.4723248,-2.3874397,-2.4115522,-2.5877028,-2.7005591,-2.6816504,-2.710934,-2.8271315,-2.9097514,-2.7768397,-2.6924298,-2.6558483,-2.5021615,-2.1916695,-2.148415,-1.9814247,-0.847353,-0.8472606
-2.2102437,-2.219007,-2.3052652,-2.411231,-2.4292831,-2.466355,-0.10507515,-2.0955377,-1.970093,-1.999089,-0.10500765,-1.7997823,-1.7013028,-1.3454559,-1.3012164,-1.3240559,-1.5457569,-1.5602112,-1.4321963,-1.3963611,-1.4224634,-1.4612498,-1.4921108,-1.8866916,-2.2916281,-2.4896936,-2.4509227,-2.4765418,-2.504846,-2.4826596,-2.5422213,-2.6349154,-2.668844,-2.3666987,-2.403035,-2.3566785,-2.4302583,-2.6234462,-2.7725115,-2.7688575,-2.7370775,-2.4047651,-1.9884876,-1.8308964,-2.0664177,-2.1736383,-2.2699697,-2.386775,-2.3860664,-2.3196518,-2.027832,-1.5971407,-1.033666,-0.45521337,-0.34110948,-0.45349872,-0.8274411,-1.2522666,-1.4128025,-1.522042,-1.5432892,-1.540165,-1.4184489,-1.3407807,-1.251097,-1.1079154,-1.2278428,-1.5478479,-1.8197515,-1.9282975,-2.0338356,-1.952851,-1.7501473,-1.5950972,-1.6634378,-1.7875838,-1.6668148,-1.5362056,-1.4795997,-1.5614563,-1.7779412,-1.7760704,-1.7792251,-1.8747272,-1.8992164,-1.6484936,-1.2802899,-1.1964718,-1.444303,-0.83546424,-0.5130515,-0.07286414,-0.06046065,-0.50397915,-1.0035043,-1.7088109,-2.1771593,-2.224322,-2.1313813,-1.8742682,-1.838623,-1.9138296,-1.7519076,-1.2007678,-0.77585983,0.18671182,1.0652122,1.8323213,2.1933663,2.9209828,3.4329515,3.7698317,3.9335122,3.4645064,2.4962626,1.0966372,0.5833211,0.33990705,0.2089255,0.22483067,0.07463592,-0.27977824,-0.92606246,-1.4083719,-1.576608,-1.3832914,-1.03259,-0.47638398,0.017496705,-0.18485662,-0.95816565,-1.2707293,-1.6395533,-1.9783343,-2.5563083,-2.631308,-2.2630825,-2.1240754,-2.0444596,-2.016035,-2.1234334,-2.2642293,-2.4733505,-2.626986,-2.658307,-2.5473163,-2.2663856,-2.0898733,-2.0980718,-2.0236692,-1.7495794,-1.4035387,-1.297998,-1.0851512,-0.74037087,-0.531765,-0.49032938,-0.5372046,-0.5106675,-0.63221127,-0.8873409,-1.133291,-1.2656497,-1.3437499,-1.3407916,-1.3062193,-1.2414812,-1.2300361,-1.2596711,-1.2463449,-1.0836426,-1.03814,-0.95073026,-0.98617053,-1.0157325,-1.1861439,-1.4538528,-1.6553894,-1.7984259,-1.6617053,-1.7421887,-2.2125797,-2.436832,-2.3257618,-2.3053176,-2.2506356,-2.0972748,-2.176433,-1.9575157,-1.9175034,-1.7207466,-1.5686946,-1.5119191,-1.4238242,-0.10479505,-0.10470608
-0.25341934,-0.29159153,-0.5404546,-0.7232045,-0.9279264,-1.0693357,0.6693329,-1.4144986,-1.5715654,-1.6029003,0.6693443,-1.5383657,-1.5188928,-1.5921142,-1.7070221,-1.8970311,-1.9288119,-1.8302114,-1.7088765,-1.5882311,-1.6476712,-1.5692999,-1.1406745,-0.33640394,0.77068007,2.1132076,3.1102986,3.7671053,4.1212425,4.2340026,4.203288,3.8066487,1.6773564,-1.4250063,-2.6291273,-2.7366848,-2.3272614,-2.142274,-1.8717849,-1.4505551,-1.302264,-1.2296941,-1.2603072,-1.1493025,-0.72650063,-0.5299502,-0.35119727,-0.28836477,-0.7312011,-1.1120615,-1.3919777,-1.4630799,-1.2278293,-0.6090764,-0.2778671,0.45196927,1.1793883,0.8729662,0.4829143,0.19776681,-0.061546326,-0.14278942,0.0072479136,0.17099866,0.3788151,0.72976387,1.1568917,1.4730129,1.7225547,1.8213439,1.7113885,1.3776183,0.99569684,0.4533927,-0.018167142,-0.5057423,-1.0013939,-1.4573281,-1.8541679,-1.788305,-1.5165032,-1.1553679,-1.0611976,-0.9927205,-1.1290584,-1.5573835,-2.07211,-2.0529766,-0.5870131,0.44145226,0.7874095,0.6586374,0.02757977,-0.98225594,-1.540842,-1.578608,-1.6218377,-1.9670248,-2.2615366,-2.5057542,-2.0433455,-1.441644,-0.88914454,-0.53563094,-0.547222,-1.2810615,-1.7221513,-1.6577547,-1.5586481,-1.5113239,-1.5896866,-1.564254,-1.5042583,-1.5245492,-1.631988,-1.7359838,-1.6985675,-1.4520569,-1.209583,-1.1195166,-0.9613676,-0.70058185,-0.017320827,0.6192555,1.209841,1.3815249,1.4171969,1.1821651,0.54164326,-0.84153944,-1.956402,-2.317604,-2.435659,-2.1389368,-1.7261076,-1.5045221,-1.5389684,-1.898085,-1.586431,-1.1091187,-0.42294097,-0.28736332,-0.1369547,-0.002605617,0.040565014,-0.028653592,0.31100205,1.0567256,2.358179,3.2565234,3.6827965,3.5690887,3.3615222,2.8949413,2.1064117,0.92484033,0.20343336,-0.43216583,-0.80668366,-0.96309614,-1.0087678,-1.2784772,-1.4838564,-1.6052818,-1.7782199,-1.9365602,-2.0414968,-1.928627,-1.7206802,-1.3871567,-1.2175245,-1.1978934,-1.2341484,-1.248506,-1.1435225,-1.107287,-0.77408,-0.4394775,-0.024937958,-0.09694733,0.0015563667,0.7255736,0.81161445,0.802401,0.83264935,0.73603773,0.68789077,0.74735606,0.69421643,0.75630337,0.74634975,0.49040377,0.47959122,0.39474916,0.6697622,0.6697446
-2.2324283,-2.1636477,-2.3376856,-2.5004346,-2.6376452,-2.780985,-0.33196163,-2.7443013,-2.6784072,-2.763234,-0.33197516,-2.9507198,-2.8385406,-2.585608,-2.5095046,-2.250634,-2.0085263,-1.751055,-1.6345084,-1.4344084,-1.0362357,-0.67492557,-0.048522912,0.21442053,0.2701719,0.0252361,-0.047373563,0.35734633,0.95173424,1.6680484,1.881494,1.8380202,1.0164822,-0.47569987,-1.7760715,-2.4712207,-2.7057786,-2.5819683,-2.4934943,-2.5409832,-2.4124389,-2.4249334,-2.2979178,-1.747659,-0.6397385,-0.5685111,-0.29763484,0.13888088,0.852994,2.011667,4.601649,6.918627,8.214848,8.381286,8.065128,7.26956,4.9249215,2.1059256,0.949108,0.4693685,0.26498765,0.15273358,0.7471137,0.99625874,1.2204306,1.5042545,1.3924176,1.1447792,1.0302091,1.1458396,1.539537,1.9923425,2.4039817,2.689566,2.5653687,1.9940513,1.3044367,0.57696074,-0.3257249,-1.1354083,-1.2570446,-1.208756,-1.0584216,-1.0311195,-0.9448515,-0.4930219,0.24165326,0.92176545,0.13886222,0.08845174,0.3320842,-0.10070032,-0.8580571,-1.160099,-1.5265903,-1.838675,-1.7755637,-1.682987,-1.4746277,-0.6904611,-0.52168,-0.7204808,-0.59292936,-0.7931485,-1.1459433,-1.1096615,-0.84931576,-0.47438312,-0.25905472,-0.12853536,-0.05167702,0.026699454,-0.042197466,-0.42281863,-0.8178304,-1.3118267,-1.4081342,-1.3294479,-1.2231125,-1.0012084,-0.913421,-0.6755058,0.10305628,0.62028885,1.0580328,1.1625607,1.0527388,0.4131216,-0.5417689,-1.55657,-2.2871807,-2.69888,-3.134481,-3.0894065,-2.7349615,-2.4611657,-2.294661,-2.474316,-2.5051527,-2.1961427,-1.8468705,-1.6776228,-1.6303139,-1.6374094,-1.3452502,-0.5061266,0.7492798,1.5535492,1.6177377,1.6811371,2.691844,4.6442018,5.8044167,6.6844625,7.5853577,8.223486,8.499424,8.655817,8.673691,8.698046,8.688611,8.604383,8.39376,8.171085,7.904725,7.1867814,5.813578,4.5765343,3.3215675,2.401498,1.6120675,0.875334,0.022349715,-0.5422957,-0.86522967,-1.0126326,-1.0409775,-0.9002336,-0.93077976,-1.004117,-1.0845951,-0.7833576,-0.3597608,-0.2889872,-0.017033398,0.24062198,0.26224744,0.09312916,0.04408145,-0.039206386,-0.29329723,-0.5870925,-0.5373827,-0.90971845,-0.33124548,-0.33127752
-2.857101,-2.7881231,-2.5975263,-2.5558307,-2.5151143,-2.5372794,-2.9502153,-2.3978457,-2.2412431,-2.304942,-2.9501648,-2.529644,-2.6483111,-2.6563387,-2.6245174,-2.6248004,-2.4325657,-2.3047876,-2.240016,-2.271866,-2.2393558,-2.154683,-2.0372934,-1.8677101,-1.6406696,-1.3536221,-1.1036471,-0.5883264,-0.34478903,-0.28679276,-0.5832568,-0.99533653,-1.7731633,-1.9258752,-2.1893857,-2.4416785,-2.4075468,-2.371363,-2.4589071,-2.6266465,-2.6469617,-2.656045,-2.757496,-2.7956004,-2.6775484,-2.6079345,-2.6041794,-2.6242108,-2.6446877,-2.6419985,-2.436436,-1.9790246,-1.5882072,-1.34218,-1.2186365,-0.74274457,0.17853095,0.43435693,0.28938496,0.17833565,0.12854782,0.11541712,0.036255732,-0.35440513,-0.57508135,-0.54420376,-0.28209144,0.16572164,0.62580895,0.93854237,1.152173,1.2455575,1.2583418,1.0700243,0.73834896,0.2632709,-0.14727019,-0.3848508,-0.94672346,-1.7373265,-2.1511278,-2.2360034,-2.0811496,-1.9563429,-1.7687932,-1.4556139,-0.70681363,0.6928313,1.3423871,1.5091567,1.7974705,1.472348,0.8939624,0.7213576,-0.18051033,-1.4987473,-2.228254,-2.2176921,-1.8558782,-0.7784434,-0.2127494,-0.47944105,-0.71437305,-0.45133606,-0.53183913,-0.72854817,-0.9018611,-0.8778763,-0.73747504,-0.6408288,-0.76786995,-0.96326923,-0.89817405,-0.59988683,-0.15635437,0.39444843,1.1941674,1.8399546,3.1675265,4.4514117,5.6938324,7.1351404,8.25518,8.733835,8.855413,8.807996,8.7218275,8.480413,8.0319605,6.8463902,4.928001,3.268126,0.8375462,-0.6251508,-1.2566223,-1.750931,-2.2311897,-2.3718739,-2.4770212,-2.5681868,-2.6190543,-2.4972842,-2.2729259,-2.2066393,-2.0906324,-1.7883497,-1.4407365,-1.097991,-0.86496586,-0.9861796,-0.53019106,0.18824653,0.28743297,0.1971363,-0.09892774,-0.5646472,-0.7957488,-1.0850202,-1.3152282,-1.4619129,-1.5600941,-1.6591971,-1.6898928,-1.71701,-1.7741402,-1.749933,-1.7058434,-1.7313508,-1.6762915,-1.6011546,-1.6334075,-1.7789586,-2.06593,-2.3749287,-2.565679,-2.7863123,-2.9798348,-3.0711925,-3.0552244,-2.9684901,-2.9798133,-3.1130557,-3.1279898,-3.1972525,-3.3296976,-3.240397,-3.2265306,-3.3301935,-3.3339899,-3.2280183,-3.095467,-2.8676605,-2.8055158,-2.7131114,-2.950092,-2.9500198
-1.6613342,-1.71169,-1.7314959,-1.7959995,-1.7770287,-1.8414973,-0.17111555,-1.5979869,-1.6929028,-1.7084718,-0.17108038,-1.4812359,-1.518183,-0.9824007,-0.75012577,-0.594191,-0.61155796,-0.5051495,-0.3649245,-0.25184497,-0.19955537,0.0028061755,0.18492275,-0.004390359,-0.3906842,-1.0004498,-1.2389863,-1.4773536,-1.2679555,-0.6515409,-0.110624015,0.113040745,0.2069107,-0.21098363,-0.93578035,-1.3509631,-1.7217714,-1.7684457,-1.7878293,-1.7429831,-1.932133,-2.0050993,-1.6553271,-1.3360397,-1.484336,-1.6611767,-1.7400128,-1.9502907,-2.088329,-2.0846863,-1.684559,-0.91950864,0.009835228,0.93621993,0.9826128,0.66184974,0.20841622,0.3300879,0.5798512,0.7168923,0.8844583,1.0428467,0.87565,0.7895501,0.56487274,0.048298538,-0.5476357,-1.2151693,-1.6048626,-1.7142248,-1.6465377,-1.2065006,-0.6254898,-0.21043164,-0.22781241,-0.71750665,-1.2037554,-1.6346872,-1.9863588,-2.014616,-1.8520598,-1.7605982,-1.861741,-2.0345335,-2.1647894,-2.0139778,-1.8613057,-1.7493536,-1.6273093,-0.99631333,-0.7412079,-0.43054533,-0.44251943,-1.3809952,-1.8784873,-2.038579,-2.162408,-2.2484062,-2.1489704,-1.938746,-2.061977,-2.0670726,-1.3788397,0.07962634,1.1599923,2.7663898,3.87652,4.8604784,5.26626,5.8866644,6.2718906,6.415245,6.4166164,5.980586,5.130355,4.0310607,3.466762,3.1347065,3.1323464,2.9507365,2.594977,1.9453385,1.1466877,0.6206537,0.3887872,0.60090727,0.9276523,1.1055641,0.78369606,-0.30777535,-1.0585694,-1.4387188,-1.7687871,-1.9039751,-2.0276155,-1.8420569,-1.5980195,-1.767295,-1.6012355,-1.3850255,-1.2532994,-1.4993762,-1.7747947,-2.0712454,-2.2033155,-2.1754572,-2.0903864,-2.0737357,-2.24955,-2.1885576,-1.994558,-1.7006984,-1.5288703,-1.335857,-0.96203697,-0.75107336,-0.6476361,-0.5966497,-0.48441038,-0.5917282,-0.76913023,-0.8519478,-0.8674581,-0.87659407,-0.8637817,-0.8693,-0.52918196,-0.21020809,0.018975496,0.27936864,0.63733584,0.7704488,0.87970245,0.83268726,0.83587766,0.74361795,0.56014085,0.46010953,0.2561823,0.22206828,0.08832364,-0.2080348,-0.20590192,-0.07898261,0.11527659,0.12794553,0.23816915,0.12847954,0.31439215,0.1821112,0.08518334,-0.04659152,-0.045723706,-0.079863995,-0.17061087,-0.1706264
-0.5087977,-0.49388573,-0.9553933,-1.1496602,-1.3237284,-1.3188925,1.47936,-1.2910569,-1.0612941,-1.1076686,1.4793371,-1.3780544,-1.3766198,-1.0873606,-1.0556486,-1.156786,-0.89225495,-0.78069746,-0.8371748,-0.77383906,-0.60997665,-0.12803084,0.49524656,1.5532262,2.2485166,2.2616405,1.9073681,1.711894,1.6227999,1.6245575,1.4289376,1.0630833,0.400567,-0.21656284,-0.9454844,-1.4161079,-1.4497119,-1.1276754,-0.81937116,-0.72036135,-0.694673,-0.83852255,-1.5001664,-1.9779121,-1.9685987,-1.8977182,-1.725709,-1.517865,-1.5904444,-1.8419669,-1.791673,-1.4679465,-0.7898725,0.63322026,1.9125154,4.246623,6.2265687,6.648171,6.7464094,6.7708044,6.7398787,6.6116705,6.496615,6.4103575,6.187186,5.6576433,4.7073517,3.2357807,1.8264052,0.9281336,0.06298117,-0.20632511,-0.51252675,-1.0095193,-1.2612824,-1.4243836,-1.5291791,-1.4771734,-1.5627748,-2.2071362,-2.7208788,-2.7558153,-2.721805,-2.6854143,-2.5930831,-2.7190573,-2.5916483,-2.1255517,-1.6156387,-1.0437359,-0.5033867,-0.46885577,-0.5623976,-0.6068059,-1.462003,-2.226428,-2.5275345,-2.4475155,-2.0626085,-0.9688512,0.0747056,0.7341039,1.6724803,2.4787135,2.111308,1.2115848,0.50573707,0.3195973,0.49746048,0.6810695,0.59393156,0.39586124,0.50625855,0.9702294,1.3200338,1.7764692,2.1433718,2.298867,2.7167192,2.9266238,3.0637763,2.891951,2.5399654,2.1339943,1.5016809,1.1498641,0.9557278,0.6674531,0.07644501,-0.4427278,-0.7502426,-1.1621511,-1.5244163,-1.5326371,-1.1317465,-0.5298848,-0.18360299,-0.679096,-1.7596048,-2.059315,-2.2403896,-2.108874,-1.7385831,-1.5334548,-1.5577605,-1.6941565,-1.592427,-1.2255224,-0.9242907,-1.1474771,-1.011583,-0.68606544,-0.7655671,-1.1082733,-1.6473612,-1.9716464,-1.8311862,-1.440482,-1.0198723,-0.44455248,0.45371312,2.5665164,4.585706,5.9978905,7.151337,8.659592,9.737793,10.1171055,10.368507,10.400058,10.380174,10.324089,10.166868,10.012435,9.961907,9.840786,9.632356,9.25626,9.072558,9.280615,9.339199,8.536434,7.3110056,7.1178055,7.057616,6.6511645,5.9908404,5.2612867,4.732357,4.4080753,3.6265829,2.4870815,2.2217612,1.7050694,1.479996,1.4798203
-3.2581306,-3.1962214,-3.2205927,-3.213245,-3.2232924,-3.2546887,-3.5220726,-3.3395226,-3.4206343,-3.4465199,-3.5220966,-3.1832047,-3.148017,-3.3224812,-3.395523,-3.5323353,-3.9196677,-3.9761243,-3.7558222,-3.477254,-3.339071,-3.4972966,-3.6604085,-3.6614127,-3.211456,-2.1610916,-1.2512593,-0.5962181,-0.2730223,-0.23408735,-0.51158696,-1.0759461,-2.4967701,-3.6731906,-3.9614935,-3.8084848,-3.4937615,-3.6040227,-3.77884,-3.9788706,-4.0462666,-4.068393,-3.9279177,-3.6975,-3.2107975,-3.016469,-2.8374026,-2.7903101,-3.0121174,-3.0687728,-2.9736881,-2.7558932,-2.7044973,-2.8785872,-3.0048692,-2.607738,-1.7366304,-1.8045034,-2.161915,-2.4332588,-2.6161733,-2.5701013,-2.2992997,-2.1093683,-1.6696268,-0.8648048,0.03898555,0.83180314,1.5048163,1.939235,2.429272,2.5877419,2.6500206,2.560118,2.1687155,1.4250283,0.3360731,-0.7651246,-1.953702,-2.591867,-2.6505117,-2.5368814,-2.3033876,-2.158478,-2.0730298,-1.9698117,-1.8264353,-1.3043395,-0.6687655,0.09068284,0.6048903,0.5093327,-0.3576979,-2.0647159,-3.0087228,-3.1822705,-3.3668592,-3.6017077,-3.9557495,-4.3886957,-4.368534,-4.214849,-3.8610318,-3.187198,-3.0572445,-3.2840433,-3.3108244,-2.9538603,-2.766191,-2.5029325,-2.3186357,-2.308113,-2.257758,-2.3715634,-2.444717,-2.4200473,-2.1715264,-2.0265164,-1.8671243,-1.8159571,-1.7508882,-1.4433308,-0.66846395,-0.07396245,0.43508542,0.63868093,0.68182266,0.2998117,-0.4401828,-1.5450605,-2.3280773,-2.5794353,-2.7972817,-2.7931585,-2.8465295,-3.1931434,-3.4538374,-3.6782224,-3.5828366,-3.3520803,-3.020326,-2.8841586,-2.8114033,-2.7833643,-2.739491,-2.6056163,-2.265246,-1.7786283,-1.189235,-0.6905803,-0.041136026,0.6482683,0.85039777,0.87237483,0.7092129,0.34558693,0.12380892,-0.053642094,-0.2667386,-0.423051,-0.5550314,-0.9579557,-1.2472198,-1.4230258,-1.5732348,-1.6453497,-1.72982,-1.9261832,-2.1681716,-2.3598876,-2.6115642,-2.92034,-3.3368907,-3.7239692,-3.8728085,-3.9513702,-3.9226725,-3.8527973,-3.811119,-3.8727732,-3.7705584,-3.1680026,-2.8326163,-2.732556,-2.6421325,-2.7154675,-2.6264155,-2.4767003,-2.5405438,-2.5642304,-2.5393867,-2.4826188,-2.4352841,-2.4118903,-3.5217423,-3.521784
