0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187
11.823767,11.862489,11.891661,11.951073,11.990492,11.847631,11.3119335,10.448527,9.26925,8.410305,7.833853,7.4557056,7.4250727,7.614771,7.303398,6.322979,5.006266,3.9036393,2.8187342,2.3909736,2.2555442,2.198602,1.9935732,2.1183677,2.3105712,3.0235949,3.0145729,3.0659041,2.9847503,3.0247955,3.0105598,3.063558,3.0529232,3.073837,3.080019,2.585332,0.83849645,0.36927244,0.55808437,1.1432419,1.3702186,0.9112588,0.72449464,0.41075078,0.4010211,0.71423644,0.9098693,0.9828519,1.049315,1.047245,1.0680206,1.1382048,1.1514232,1.1865472,1.1756355,1.1170956,1.2259947,1.8705459,2.4937313,4.396131,3.8857627,2.61262,2.0848088,1.8392797,1.6798425,1.5556002,1.4529221,1.4050767,1.4329855,1.3667637,1.6294374,2.1745977,3.2492497,4.173796,5.512499,6.4099855,5.7674427,4.8921633,5.134718,5.9102044,6.723576,7.7174425,8.241919,8.229226,7.3855634,5.493265,3.333631,2.9076054,2.484303,2.495108,2.7873259,2.902917,2.64996,2.2021828,1.6958092,0.5076194,-0.2515475,0.15795112,2.2169392,2.4535675,1.5156928,0.44269776,0.7380028,1.2549988,1.8242921,2.183948,2.6881595,2.8866625,2.8031912,2.4475284,2.4073293,2.4584255,2.4778097,2.5440083,2.4861248,2.4867494,2.3140922,1.9478592,0.8140725,-0.15722027,-0.758353,-0.09755108,-0.027425885,-0.3434216,-0.59271723,-0.723359,-0.7932405,-0.9396999,-0.540869,0.55523074,2.1743188,2.329342,1.8304332,0.4534946,-0.98847103,-1.8830914,-1.7605319,-0.8649045,-0.22489081,0.09664099,0.7084396,1.5812755,1.8229262,1.7915261,1.9041351,2.1131392,2.08778,1.5903561,1.5126984,1.692297,1.2775427,0.3120703,-0.22325756,-0.30570066,-0.17502266,-0.24813373,-0.016821515,0.7311764,0.6098597,0.42334664,0.434757,0.32021743,0.24765432,0.18731064,0.124521375,0.40148258,0.70407236,0.82519054,0.88837767,1.0481528,1.3443422,1.9687617,3.0890465,4.2954683,6.879563,8.62879,9.885539,10.24773,10.73494,11.530113,11.647507,11.943268,11.92073,12.204557,10.71545,10.71317,10.713132,10.713151
-2.7954268,-2.8241246,-2.702055,-2.6782002,-2.599991,-2.470023,-2.3161583,-2.2450445,-2.210431,-2.1115508,-2.1714747,-2.1774473,-2.2526646,-2.3632782,-2.5623753,-2.8023474,-2.8878078,-2.779354,-2.531433,-2.193812,-1.6693447,-1.3186313,-1.3787767,-2.0710254,-2.447979,-2.6772256,-2.9001803,-2.8487208,-2.860965,-2.7873278,-2.7825236,-2.750238,-2.6839008,-2.6126432,-2.5141754,-2.3197389,-2.0136817,-0.78054625,-0.04208678,0.31262022,0.1221621,-0.098876506,-0.28844744,-0.90046304,-0.7063314,-0.08471078,0.03052339,0.033641458,-0.012090236,-0.053403884,-0.07473835,-0.14718738,-0.22934078,-0.35555947,-0.3411295,-0.61504227,-1.3051133,-2.171319,-2.5352151,-2.7830791,-2.5236409,-2.4457,-2.4960976,-2.5535107,-2.7241592,-2.9057727,-3.0569506,-3.1372366,-3.1692286,-3.2420745,-3.4018633,-3.476873,-3.5117846,-3.4635124,-3.3139048,-2.983213,-2.678681,-2.254856,-2.0826912,-2.1923113,-2.3416338,-2.7593174,-3.2076306,-3.5551949,-3.5487027,-3.509779,-3.359424,-3.1415772,-2.9498253,-2.6126752,-2.4811788,-2.529667,-2.5050268,-2.4107451,-2.2326183,-1.7067292,-1.3199877,-2.033018,-2.5468125,-2.3583784,-2.1245666,-1.891995,-1.40364,-1.1006281,-1.0929178,-1.8626561,-2.8767219,-3.5682077,-3.6789231,-3.6769228,-3.5837927,-3.6461887,-3.6043797,-3.5358543,-3.453083,-3.417811,-3.326849,-3.267788,-3.5590048,-3.951703,-4.2890334,-4.424074,-3.787334,-3.3198228,-3.0774088,-2.9529128,-2.8467076,-2.5967617,-2.557603,-2.9322307,-2.9310274,-2.1801772,-1.8937249,-1.8187168,-1.9964756,-2.269096,-2.1888452,-1.516339,-0.7518715,1.0451792,2.3753734,3.2079842,3.5505176,3.561111,2.74618,1.947464,1.2021995,0.62556696,0.2630375,0.051784277,-0.004525859,-0.05937498,-0.58765846,-0.79221153,-0.8541377,-1.0891055,-1.2931088,-1.2207854,-1.2648326,-1.4263625,-1.8159537,-2.1356595,-2.1428602,-1.6996691,-1.2292342,-0.80468875,-0.47262585,-0.36500722,-0.27443567,-0.2098681,-0.257183,-0.38819766,-0.6044756,-0.8015304,-1.1738768,-1.5005476,-2.0218334,-2.400796,-2.5640876,-2.6369226,-2.5061212,-2.337072,-2.3367817,-2.2802684,-1.6921215,-1.6917493,-1.6917408,-1.691783
-0.5996461,-0.64269316,-0.6698593,-0.6426407,-0.61538255,-0.65688145,-0.7452895,-0.8385621,-0.9070276,-0.8909544,-1.0805254,-1.351588,-1.3796294,-1.3405867,-1.111269,-0.8540569,-0.98875546,-1.3291464,-1.6992731,-1.4767478,-1.5089266,-2.1401753,-2.2882016,-2.085624,-1.821527,-1.0240778,-0.17465667,-0.10505587,-0.045060202,-0.051229075,-0.11254133,-0.15361749,-0.09979033,0.049385853,-0.047440514,-0.4741751,-0.8987434,-1.8348434,-2.1034603,-1.7737348,-1.3673775,-1.010737,-1.2615473,-1.2326443,-0.7656285,-0.5874712,-0.46183035,-0.38873327,-0.32651812,-0.30909875,-0.34469324,-0.42905107,-0.5748584,-0.79422605,-0.90582705,-0.8180897,-0.58637387,-0.61252356,-0.8395643,-0.73391676,-0.5798918,-0.48956656,-0.39974818,-0.30883336,-0.17501447,-0.28384906,-0.4009347,-0.4684553,-0.61474055,-0.6154499,-0.6171158,-0.63573563,-0.7154455,-0.92178,-1.1572711,-1.4645543,-1.741265,-2.1756072,-2.3850865,-2.2989686,-2.0683143,-1.7018101,-1.5742791,-1.5138166,-1.1647099,-0.6803777,-0.5904405,-0.6576289,-0.78696096,-1.0975368,-1.3549644,-1.3157879,-1.290316,-1.2971082,-1.4001989,-1.5581659,-1.3873583,-1.05084,-1.3982229,-1.5321751,-1.6617877,-1.723352,-2.515532,-2.652761,-2.4310722,-1.9724374,-1.8198054,-2.0362508,-2.1954348,-2.0681844,-1.389554,-0.5909535,-0.04614985,0.031956077,0.13824737,0.1096251,0.21876176,0.040321812,-0.6779678,-1.1881592,-0.9773175,-1.2742363,-1.8795193,-2.0442748,-2.036205,-2.037682,-2.0559037,-2.0281491,-1.7796745,-1.1714879,-0.23535186,0.28443795,0.31937355,0.11698145,-0.54338133,-1.0559443,-1.6805186,-2.4722595,-2.408365,-1.8894464,-2.0280805,-2.415562,-2.676712,-2.6990156,-1.972431,-1.0456483,-0.30789036,-0.019285686,0.12208648,0.1937885,0.07978684,-0.4189976,-1.5442452,-2.281556,-2.7805195,-2.9180288,-2.609276,-1.7274933,-1.2896714,-1.5772495,-2.0062613,-2.26186,-2.1323981,-1.8722332,-1.9431516,-2.3678648,-2.5499086,-2.6224642,-2.7312822,-2.8063369,-2.8323112,-2.682182,-2.386891,-2.0937202,-1.6724156,-1.7332065,-1.9668881,-2.0917885,-1.9614944,-1.7318695,-1.6741132,-1.486484,-1.4895167,-1.4061569,-0.19644946,-0.1959377,-0.19592299,-0.19584845
-2.3075757,-2.3003976,-2.2091079,-2.1100166,-1.9199121,-1.4319032,-0.90746117,-0.6192173,-0.33090693,-0.07972589,-0.34476212,-0.5683249,-0.7463988,-1.0165051,-1.3255556,-1.5881723,-1.6543949,-1.6155728,-1.8080529,-1.9339626,-1.7747214,-1.5999765,-1.4830527,-1.7202029,-2.210979,-2.6211658,-2.7128994,-2.6789465,-2.6839578,-2.6199646,-2.5928578,-2.5283866,-2.3407254,-2.1008909,-2.1423283,-1.373084,1.6872978,4.0848813,4.4046288,3.8736215,3.155648,2.5300274,2.1799057,2.0307508,2.057087,1.2780864,0.6403759,0.34244692,0.15238005,0.0022521913,-0.08537735,-0.19169778,-0.30556095,-0.41505596,-0.44740954,-0.42916727,-0.31543958,-0.31982023,-0.59626853,-0.8296896,-1.1727877,-1.3318136,-1.3803515,-1.4441512,-1.5475211,-1.6644987,-1.7136896,-1.6494093,-1.6603351,-1.637752,-1.8047531,-1.9722449,-2.1862533,-2.290788,-2.2304196,-2.0003052,-1.7368085,-1.5300622,-1.2997663,-1.2447442,-1.1074535,-1.3701909,-1.7532735,-2.130507,-2.268124,-2.1806574,-1.9691572,-1.9188406,-2.0090961,-2.0090487,-2.1489954,-2.3021915,-2.3597877,-2.3392515,-2.2809873,-1.9079826,-1.4812067,-1.1179006,-0.76641095,-0.3322231,-0.24418144,-0.47448635,-1.3554748,-1.522847,-1.4600586,-1.3399228,-1.5577551,-1.8236624,-1.6522169,-1.6407332,-1.737893,-2.1166503,-2.5803323,-2.661786,-2.7163339,-2.7570586,-2.6986325,-2.5972834,-2.1619234,-1.8987318,-1.5481734,-1.2972009,-1.5707796,-1.7407954,-1.7977178,-1.801294,-1.7275497,-1.3269303,-0.97331345,-0.9377869,-1.2183055,-0.8983946,-0.8990909,-0.7842189,-0.85387015,-1.0698937,-1.5841691,-2.0032837,-2.1716788,-1.6103742,-1.0568554,-0.30134347,0.06681818,0.20700796,-0.15588504,-0.62698674,-1.1025529,-1.2583851,-1.381069,-1.5147471,-1.5635757,-1.6305482,-1.8414974,-1.8633751,-2.0115764,-2.0212798,-1.4007642,0.09786531,0.35190615,0.19511092,-0.4293335,-0.8321217,-0.8310698,-0.74751776,-1.2214321,-1.7138081,-1.5478865,-1.3874705,-1.1611066,-0.7603996,-0.3977528,-0.4137973,-0.5525123,-0.772983,-1.1928688,-1.390286,-1.527385,-1.6006368,-1.609591,-1.3400983,-1.1503956,-0.9662256,-1.0390198,-1.054209,0.1632097,0.16448149,0.16449785,0.16441801
1.8436481,1.666115,1.4206127,1.0238732,0.5907677,-0.09636034,-0.5785949,-0.83748484,-0.8986934,-0.9963981,-0.79758465,-0.7514889,-0.80472136,-0.8847852,-0.8034276,-0.68984216,-0.7390752,-0.7414926,-0.68951035,-0.4948404,-0.49263105,-0.589832,-0.7993432,-0.9200963,-1.2969409,-1.6347663,-1.4829283,-1.2904041,-1.1663694,-1.0998061,-1.0477337,-1.0147333,-1.1332703,-1.3748293,-1.6709461,-2.0543509,-2.0917487,-1.2799257,-0.6592498,0.011685997,0.62880886,1.7813516,3.8741624,6.9321985,9.352646,10.772463,11.392443,11.59149,11.675098,11.745943,11.788034,11.818278,11.84481,11.790096,11.543398,10.973942,9.761467,7.247593,5.14255,2.2042499,-0.060472295,-1.3631243,-1.5102565,-1.7609174,-2.0385194,-2.1813974,-2.1556985,-2.1646943,-2.2341828,-2.522174,-2.6353488,-2.3974276,-1.8104712,-1.0503871,0.34026438,1.9514605,2.013053,2.6423023,3.5955024,4.323129,5.0912724,5.6492085,6.189101,6.712347,7.5838275,8.370869,8.820729,8.998236,9.313774,9.808735,10.088663,10.242689,10.448654,10.624943,10.783445,10.99442,10.2219925,8.560603,3.7063158,1.6385095,0.94715,0.88852507,1.9963967,2.3473651,2.3553195,2.045625,1.3309897,0.33733726,-0.27763492,-1.0480345,-1.6192122,-1.5046802,-1.32862,-1.3367182,-1.3099399,-1.0810415,-0.7068596,-0.35924426,1.462583,4.386922,6.8033657,8.162987,8.59613,8.649025,8.648496,8.623585,8.562697,8.440702,8.198584,6.851325,3.0207853,-0.058486253,-1.1735733,-1.4830561,-1.0906777,0.019722503,1.415798,1.7887565,1.4363123,0.014390551,-1.0120543,-1.2672615,-1.3857468,-1.4777333,-1.5864227,-1.8940623,-2.2610998,-2.4950852,-2.7027595,-2.795124,-2.9828193,-3.0642948,-2.268594,-1.3354312,-0.6572441,-0.39247012,-0.7237257,-1.5059922,-1.7013628,-1.6211935,-1.4085568,-1.1772331,-1.2364833,-1.437638,-1.382036,-0.91307557,-0.71667707,-0.6683239,-0.7012649,-0.78072894,-0.6990494,-0.72936285,-0.92576444,-1.1003857,-1.0577793,-0.618702,-0.34446657,-0.36929357,-0.38931257,-0.47424212,-0.4484851,-0.5113523,-0.52884156,-0.5359427,0.6875737,0.6870595,0.68706894,0.6871321
-2.4114008,-2.3494086,-2.4549491,-2.4811928,-2.4622197,-2.2750535,-2.0427508,-1.7531774,-1.4891989,-1.3556948,-1.4788983,-1.6366305,-1.732372,-1.8795276,-1.8649304,-1.7437615,-1.5983248,-1.559989,-1.8189771,-1.9758027,-1.2594876,-0.68459725,-0.47046816,-0.72532296,-0.8071029,-1.9294294,-2.4173613,-2.3322935,-2.2542415,-2.2338414,-2.1511104,-2.0974426,-2.0228682,-2.0484939,-2.3310475,-2.7123985,-1.7853224,-0.70291364,-0.2243343,-0.08215705,-0.2268916,-0.25852507,-0.45598754,-1.0170872,-1.7554598,-1.7498326,-1.7089834,-1.762053,-1.7682537,-1.6793722,-1.5289557,-1.3574696,-0.9929768,-0.5913842,-0.46906424,-0.6750795,-1.1848044,-1.3052781,-1.410372,-1.6798819,-1.5085106,-0.97976893,-0.8107407,-0.8395733,-0.9566859,-1.0601549,-1.0739481,-1.0970417,-1.1122593,-1.2699244,-1.6999441,-2.1829536,-2.7739296,-3.1097887,-3.4633307,-3.3886733,-3.0636945,-2.600905,-2.5225782,-2.6917586,-3.074617,-3.6661687,-3.9098754,-3.8495736,-3.7037935,-3.3927789,-3.0828872,-3.0777583,-2.9595225,-2.8107595,-2.7083716,-2.5995002,-2.3440256,-2.0702398,-1.6737282,-1.0143783,-1.0215943,-1.7530578,-1.8990749,-2.2911417,-2.3136606,-2.2386568,-1.7205293,-1.5545868,-1.7071289,-2.0269608,-2.2376525,-2.2383187,-2.1497464,-2.4650362,-3.0360746,-3.0979886,-2.8069754,-2.7209268,-2.6045313,-2.505453,-2.4152932,-2.35519,-1.8992549,-2.1931994,-2.679982,-3.1488752,-2.8032131,-2.279047,-1.8868179,-1.5542464,-1.1428974,-0.44754657,-0.14011039,-0.3559113,-0.7164418,-0.72113264,-0.69089913,-0.45953166,-0.36244127,-1.0737023,-1.9175617,-2.360705,-2.6187756,-2.2077718,-1.3708941,-0.8888333,-0.66742367,-0.6880199,-1.2549372,-1.9617397,-2.3915048,-2.2116501,-2.1099098,-2.2274969,-1.9123192,-0.98446745,-0.2587872,-0.2246193,-0.8575334,-1.0882801,-1.3637743,-1.6233815,-1.3112578,-0.77430713,-0.27666348,-0.15633339,-0.42026582,-0.89603364,-1.298836,-1.4655712,-1.5044906,-1.4432194,-1.356088,-1.1952527,-1.015604,-1.18048,-1.5434154,-1.776243,-1.9711323,-1.8257059,-1.6368972,-1.4213145,-1.3929448,-1.5247281,-1.3929418,-1.7342387,-1.8578771,-1.8994584,-1.0786352,-1.0782528,-1.0782449,-1.0783
-2.6494565,-2.6533203,-2.6408617,-2.6470644,-2.6459043,-2.5591657,-2.4866571,-2.350059,-2.49978,-2.4893198,-2.5651488,-2.3747482,-2.3394222,-2.3382485,-2.261668,-2.1848283,-2.0455232,-1.8593094,-1.498087,-1.0731581,-0.35919315,-0.34368825,-0.87022644,-1.5232846,-1.5152656,-2.219923,-2.695314,-2.6467366,-2.6030276,-2.5583565,-2.4781725,-2.4368353,-2.4329698,-2.4568853,-2.6531992,-3.0515792,-2.4575746,-1.080096,-0.34217757,-0.4553059,-0.8454902,-0.9651641,-0.95420194,-0.9565702,-1.0214366,-1.2580196,-1.5537535,-1.6519514,-1.7169762,-1.7531933,-1.7401266,-1.7333168,-1.7077496,-1.7178066,-1.865373,-1.9904127,-2.1031675,-1.7818861,-1.4916099,-1.7069533,-1.9633203,-2.0666723,-1.9992046,-2.0093837,-2.0832791,-2.1096418,-2.1164808,-2.150463,-2.1702113,-2.2679703,-2.4371781,-2.5670269,-2.6717892,-2.6715832,-2.7447307,-2.7899652,-2.6689305,-2.260507,-2.1595838,-2.3071904,-2.6542056,-2.9599798,-3.024466,-3.0242157,-3.1722667,-3.2063787,-2.9194179,-2.7846432,-2.5480433,-2.255784,-2.0412657,-1.9146655,-1.7659618,-1.5999017,-1.3963826,-1.3563083,-1.964212,-2.2935925,-2.173806,-2.2279859,-1.9650326,-1.6156168,-0.8189592,-0.8809935,-1.2275026,-1.2023449,-0.8826488,-1.1399057,-1.5554465,-1.9469948,-2.6226163,-3.060926,-3.016375,-3.007175,-3.0843916,-3.1526601,-3.2840712,-3.3569357,-3.015314,-2.7976155,-2.6533465,-2.2201822,-1.4932187,-1.1654246,-1.0609254,-0.97722256,-0.9040838,-0.9390741,-1.1865965,-1.2530084,-1.2575293,-1.5985656,-2.0370631,-1.9473162,-1.3366907,-0.93108416,-0.8420682,-0.7448992,-0.957217,-1.7313728,-1.532815,-1.4591136,-1.5064099,-1.5563028,-1.5577703,-1.836174,-1.9027176,-1.48819,-1.2298703,-1.2329893,-0.69781226,1.0944948,3.8252919,4.751152,5.196457,5.600894,5.3152776,3.3930073,1.6828922,0.90850717,0.13658947,-0.17230973,-0.51026773,-1.0171738,-1.1658769,-1.2199528,-1.3213221,-1.4211502,-1.4679984,-1.6851254,-2.052095,-2.2938135,-2.4777246,-2.534435,-2.7290006,-2.7449896,-2.6059732,-2.418605,-2.478868,-2.5765343,-2.612215,-2.5680237,-2.4575357,-2.427836,-2.3162158,-2.3164,-2.3164113,-2.316497
-0.40843666,-0.46335793,-0.40398806,-0.36790827,-0.25741482,0.046314687,0.5867189,0.65361893,0.43202382,0.22015688,-0.04153703,-0.09223531,-0.103921026,-0.2837007,-0.4089391,-0.3984504,-0.21034685,-0.12023522,-0.22837031,-0.10608332,0.67390573,1.6773461,2.119999,1.68926,-0.022073373,-1.3674538,-2.39499,-2.4778666,-2.4605718,-2.3735201,-2.3100495,-2.1465657,-1.7477884,-1.1591896,0.56165624,4.7252913,9.747294,12.207933,12.242332,12.239452,12.17657,12.051933,11.837845,10.85038,9.167824,7.181116,5.6121397,4.9265914,4.574732,4.35677,4.278082,4.161611,4.0306826,3.7885866,3.5212624,2.7910151,1.6535573,0.34659952,-0.12120758,-0.35666227,-0.36913073,-0.6299588,-0.8859509,-1.0881331,-1.2677695,-1.2911978,-1.2553957,-1.1215767,-0.9950665,-0.92209756,-0.7928325,-0.57822984,-0.35274488,-0.055109587,0.37249264,0.8125613,1.3253016,1.7712607,2.0306563,1.9065588,1.6737595,0.8009306,-0.0070108026,-0.58722675,-1.0505348,-1.4461741,-1.4233067,-1.178339,-0.9444129,-0.5884739,-0.434891,-0.4528698,-0.3531444,-0.11799079,0.42900318,1.8737626,3.3828588,3.7172308,3.4254189,2.6388097,1.7818468,0.6240417,-0.19152158,-0.11460166,-0.041297793,-0.20213607,-0.27732578,-0.03629881,0.44205338,0.25017622,-0.7257828,-2.0791585,-2.7319076,-2.7297711,-2.5979946,-2.4040356,-1.9757714,-1.3916115,-0.3752404,-0.47016612,-1.5013704,-1.5225098,-1.1732544,-0.98554116,-0.8373365,-0.7425574,-0.5857729,-0.11821163,-0.03719607,-0.39660442,-0.5395198,0.012026235,0.11316365,0.41965133,0.635959,0.3131286,0.07029191,1.0290927,2.6843178,6.0011654,7.365484,8.272108,8.692305,9.024372,8.6765995,6.5746355,4.033241,2.3784347,1.5963485,1.1824356,0.84913397,0.41213906,-0.27691352,-0.33669198,-0.54723215,-0.62494445,-0.23781484,0.34235775,0.22881748,0.2149451,-0.19062218,-0.91251945,-1.1444186,-0.6564299,0.2757856,0.9610504,1.2091844,1.380063,1.6011959,1.9336438,2.2548757,2.179434,1.8560736,1.4288893,0.7310277,0.5117245,0.26196718,-0.051072158,-0.13253179,-0.039720908,0.20336549,0.14425212,-0.02814719,-0.10939221,0.756086,0.7565533,0.7565549,0.7564928
-0.7197061,-0.73287284,-0.71491504,-0.712962,-0.7792395,-0.7330136,-0.8562479,-0.6260286,-0.37546167,0.04703842,0.41748697,1.3108954,1.8373666,2.5212293,2.6184382,2.2925956,3.105329,3.9724193,7.448507,10.432252,11.815753,12.085854,11.8425255,11.019972,9.019024,5.605351,1.6993048,1.0173872,0.5086105,0.268894,0.23779072,0.31877032,0.14504838,-0.30796576,-0.78296757,-1.4501668,-1.8058112,-1.1021469,-0.60563576,-0.7288764,-1.0067126,-1.2888882,-1.5275669,-1.9790161,-2.1655066,-1.9723392,-1.9855056,-1.9925737,-2.0532088,-2.1109583,-2.123071,-2.1409283,-2.1429455,-2.0698943,-1.9335672,-1.7930145,-1.5833827,-1.2104979,-0.97574073,-1.2553294,-1.8319062,-1.9967093,-1.8417263,-1.7421169,-1.6385269,-1.4618816,-1.3082547,-1.1046287,-0.82590485,-0.7310893,-0.693914,-0.74250066,-0.6799937,-0.5178709,-0.6416102,-0.78888845,-0.56597626,-0.20658654,-0.2604836,-0.5660684,-0.98189485,-1.5130713,-1.7868963,-1.8923588,-2.0275707,-2.2198799,-2.3166306,-2.4474826,-2.651927,-2.7304692,-2.5989017,-2.605102,-2.6417475,-2.6619015,-2.6210008,-2.469329,-2.3445463,-1.8029914,-1.4584249,-1.6754762,-1.326916,-0.28276312,0.63524854,0.39105266,-0.16597635,-0.31266576,0.19926864,0.6840968,0.6203218,0.23369849,-0.7114918,-1.6130778,-1.8946718,-1.8692229,-1.9116704,-1.8872613,-1.8845606,-1.743292,-1.1745337,-0.71155214,-0.6203939,-0.056940872,0.47435933,0.59541416,0.58062637,0.58180535,0.55265796,0.24188343,-0.29066306,-1.2723243,-2.1208382,-2.2421515,-2.1924949,-1.8157822,-1.0594668,-0.5849838,0.49620396,1.3979685,1.4733002,0.35084796,-0.18220513,-0.45327246,-0.6039643,-0.6858133,-1.1154124,-1.4339089,-1.492013,-1.3516357,-1.2528069,-1.2101169,-0.8572591,0.12224239,1.1564882,1.2638068,1.2799485,1.2406466,1.1011746,0.36227188,0.02992785,0.58095306,1.7217181,3.5393112,6.435232,9.058639,10.508294,10.974764,10.98397,10.991042,10.975877,10.89661,10.715147,10.609545,10.447884,10.205803,9.498093,8.636409,7.5153904,6.6739593,5.983978,4.709812,4.366386,4.1204023,4.3117857,3.9309444,1.1668237,1.1641954,1.164144,1.1640335
-2.9370587,-2.9882865,-2.9944832,-2.9547958,-2.887898,-2.7647393,-2.5024264,-2.4717236,-2.4349303,-2.6399837,-2.7024968,-2.7558627,-2.7687907,-2.7274165,-2.7059925,-2.4917996,-2.3594322,-2.2827806,-2.4465528,-2.6094198,-2.6954026,-3.009245,-3.218251,-3.4395049,-3.3268895,-3.117979,-2.5244284,-2.3350728,-2.1182983,-2.1024404,-2.077375,-2.1650457,-2.2437387,-2.259416,-2.377173,-2.3465044,-2.187334,-2.5328507,-2.4827507,-2.5589912,-2.560127,-2.3139503,-1.9107183,-1.2246375,-0.27651888,0.19801793,0.1888313,0.1331079,0.10252154,0.1262132,0.14412433,0.22765812,0.39822212,0.5945308,0.6658285,0.6559489,0.37659618,-0.081870556,-0.44973752,-0.5171933,-0.7754141,-1.2845393,-1.3647628,-1.5526404,-1.8067036,-2.0838714,-2.299778,-2.5020072,-2.6947143,-2.8119195,-2.9711924,-3.1485286,-3.312739,-3.3404937,-3.2266717,-2.9193091,-3.1154482,-2.8779402,-2.5291326,-1.9819857,-1.2740266,-0.48131907,0.35805517,1.4998424,2.6978624,3.6880796,3.9503193,3.78182,3.7997105,3.8537092,3.857636,4.018167,4.03913,4.092717,4.0002103,3.6243634,3.2498229,1.2433757,-1.5987031,-1.822424,-1.6332753,-1.8444607,-1.5668324,-1.4805242,-1.6034002,-2.247633,-3.1458812,-3.675344,-3.7315607,-3.5165572,-3.174855,-2.4900649,-2.394668,-2.5177634,-2.6191533,-2.6178122,-2.650167,-2.7209828,-2.3186052,-1.4478667,-0.32534358,0.35006952,0.72677726,0.92025214,1.0171533,1.0535562,1.1044428,1.1459612,0.6291582,-0.2760619,-1.5407419,-2.012153,-2.131088,-1.9917575,-1.5845215,-1.1486261,-1.0949975,-1.5099118,-1.8141713,-3.0246665,-3.5223837,-3.3674707,-3.175096,-3.0666218,-3.2367861,-3.6215904,-3.7131274,-3.6169803,-3.6498353,-3.684945,-3.7454104,-3.8057609,-3.6586041,-3.314537,-2.7936287,-2.453743,-2.4962778,-2.1829598,-1.3921577,-1.0569475,-0.78555214,-0.63797504,-1.0058179,-1.5388874,-1.8228723,-2.191335,-2.4355054,-2.5339212,-2.6213925,-2.768581,-2.938241,-3.2150145,-3.5347595,-3.754292,-3.9570093,-3.7260876,-3.4344912,-3.4064484,-3.2909932,-3.05541,-2.9788523,-2.9452913,-2.8828447,-2.7811701,-3.2061899,-3.2079659,-3.2079985,-3.2080522
