0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188
11.394142,11.731949,12.236502,12.140333,12.270052,12.260751,11.953196,11.663473,11.024721,9.559499,7.7059984,5.762534,5.1852236,4.5765142,3.4616945,2.5230165,2.4197998,2.33269,2.110656,1.9110997,1.1661705,0.07991418,-0.2295229,0.47267276,1.1532401,1.268513,1.3093716,1.3255476,1.2779355,1.2382853,1.2261181,1.2316399,1.144198,1.145834,1.2855943,1.5366545,1.6671891,1.7367655,1.7505826,1.844188,2.6234486,4.603285,5.877535,5.8398647,4.8521876,3.6165295,2.055231,0.64495856,-0.6371726,-0.746701,-1.103539,-1.372104,-1.4532535,-1.585123,-1.4680717,-1.2070267,-0.6182984,0.33665806,1.8335614,2.8808823,3.4076867,3.8678849,4.286569,4.206807,3.6515517,3.4926124,3.6064165,3.7381022,3.901246,3.4618464,2.5424552,1.2441206,0.30955547,0.27414328,-0.09210175,-0.4342198,-0.59999263,-0.6862185,-0.7922491,-0.8824793,-0.9292051,-0.889204,-0.7804418,-0.5363692,-0.12063098,0.35886377,0.85789526,1.2558886,1.4322263,1.619487,1.7820792,1.9539512,2.2283118,2.5615568,2.7616868,2.2225523,1.4889202,0.9581177,0.7822642,0.7546266,0.6792407,0.44236735,0.23265071,0.08022639,-0.039651558,-0.09627954,-0.13380462,-0.2001824,0.08220575,0.62333876,1.7902697,3.759046,5.6199503,7.448732,8.425512,9.070464,9.240874,8.293743,6.760785,4.1020937,2.0904446,1.2461298,1.5431049,1.7674112,2.7490182,4.2524614,5.5144567,6.8069906,7.8538666,8.2913885,7.803375,6.3117123,5.5364413,5.901187,6.2367487,6.0634165,6.098899,6.0029793,6.1131964,5.895464,5.3494267,4.1800537,2.6805918,1.3440158,-0.22060749,-0.38789594,-0.022639751,0.2828512,0.56901443,0.9502583,1.1097525,1.2967892,1.4087791,1.5068462,1.5473908,1.6455351,1.6954855,1.7719228,1.8468924,1.9782829,2.0621538,2.258695,2.6467242,2.9348798,3.7558556,5.055382,6.5326653,6.5880604,6.4968376,6.1094465,6.1301136,6.4316225,6.826746,7.6656876,8.289503,8.675612,9.114863,9.330946,9.558434,9.7872925,9.997329,10.093387,10.476297,10.6093025,10.928964,11.058339,10.668097,10.666216,10.666233
-2.0044658,-2.0371122,-2.2629025,-2.2466874,-2.2050357,-2.240497,-2.2390285,-2.1886177,-2.166671,-2.4045339,-2.7626286,-2.8351903,-2.7298975,-2.5208898,-2.4265604,-2.4432712,-2.5431309,-2.5752072,-2.5325727,-2.5189624,-2.5386019,-2.3109732,-2.399033,-2.966329,-3.3049402,-3.1007717,-2.993973,-2.9105124,-2.8354578,-2.7995229,-2.7268295,-2.7074723,-2.6522098,-2.6347647,-2.7163973,-2.8033438,-2.7895467,-2.7634997,-2.704316,-2.6939614,-2.8818314,-3.3470871,-3.1426256,-2.4758213,-1.8383579,-1.2079664,-0.60758555,-0.34839934,-0.89571494,-1.1352599,-1.174315,-1.5002275,-1.5768287,-1.4259939,-1.0182745,-0.17977908,0.24779947,0.4433226,0.7601819,0.79563755,0.8137775,0.33515012,-0.47266945,-1.3212323,-1.67542,-1.6961714,-1.9152648,-2.0140202,-1.8287485,-1.7297268,-1.8115039,-1.7997237,-1.6124518,-1.6119874,-1.4504733,-1.2270592,-1.0611175,-1.034528,-1.0941879,-1.2089566,-1.4174429,-1.7269499,-2.093602,-2.5346909,-2.8445363,-3.0428674,-2.9845834,-2.5791924,-2.3997798,-2.3249507,-2.0855453,-1.8627961,-1.8055879,-1.5248294,-1.0557574,-0.8990034,-0.85324925,-0.9571229,-0.9911529,-0.7699137,-0.61354077,-0.7384163,-0.8853421,-0.972224,-1.0024519,-1.0244383,-1.0570364,-1.0186974,-0.96595997,-0.9142758,-1.5632787,-2.4193037,-2.4247007,-2.4552345,-2.6679053,-3.0274062,-3.2050672,-3.3070931,-3.406342,-3.3500614,-2.5558116,-2.2056456,-2.1440392,-2.1053052,-2.05186,-2.0462308,-2.101122,-2.4768937,-2.6713197,-2.7114172,-2.745463,-2.7428496,-2.7507348,-2.8028784,-2.7838135,-2.6625907,-2.477907,-2.363347,-2.2831616,-2.2127652,-2.0184817,-1.764538,-1.523326,-1.3657062,-1.3961908,-1.4906777,-1.2893751,-1.0614272,-0.9700346,-1.0200744,-1.0810856,-1.1609304,-1.2086571,-1.2358258,-1.2639874,-1.2871182,-1.3364416,-1.3929592,-1.4284164,-1.5005515,-1.5390776,-1.6350089,-1.7268646,-1.8772194,-2.3268054,-2.344677,-2.258053,-2.2006564,-2.1520207,-2.1667507,-2.0847144,-1.9984052,-1.8725215,-1.8871696,-2.0154932,-2.172079,-2.5100002,-2.7270517,-2.7858508,-2.9158857,-2.9465141,-2.9995887,-3.0749059,-3.0770988,-3.0572119,-3.0792618,-1.7979896,-1.797056,-1.7970755
0.530009,0.4150197,-0.67312706,-0.7143666,-0.6346884,-0.66589516,-0.67480695,-0.6348338,-0.6619235,-0.7197766,-0.27329773,-0.08314064,-0.0202519,-0.05177714,-0.079093814,-0.086352915,0.054272443,0.09475288,0.022457033,-0.12425271,-0.34652832,-0.53484136,-0.078786746,-0.29333836,-1.2855825,-1.6287004,-1.6762836,-1.5783455,-1.515298,-1.4235488,-1.3700471,-1.3694273,-1.3577157,-1.3048086,-1.2672212,-1.3489009,-1.6153591,-1.8835835,-2.0740275,-2.0438485,-1.9412012,-2.011791,-1.9479384,-1.7594523,-1.6344779,-1.4664679,-1.6500973,-2.4127522,-3.3271415,-3.2827682,-3.1413097,-3.304338,-3.2880428,-3.316947,-3.379658,-3.3485508,-3.3226817,-3.2183864,-2.837239,-2.5334716,-2.304628,-2.1616998,-1.8538115,-1.7723587,-1.9469562,-1.9488002,-1.7309487,-1.5361918,-1.2120006,-1.201295,-1.408743,-1.7082181,-1.22327,-1.2126918,-1.8184489,-2.2641873,-2.4311123,-2.461131,-2.4187353,-2.3179383,-2.1416876,-1.9256063,-1.7830229,-1.8766322,-2.030818,-2.1372104,-2.059395,-1.615762,-1.3754544,-1.6359932,-1.929014,-1.8810263,-1.6477761,-1.5876869,-1.4554564,-1.3884035,-1.4750366,-1.7638621,-1.5366812,-0.8967067,-0.5118979,-0.6875466,-0.9170482,-1.0820234,-1.1809528,-1.2753236,-1.3854221,-1.6646122,-2.1135788,-2.1303737,-1.7370853,-1.7672517,-1.7343981,-1.4638193,-1.4488797,-1.44712,-1.4282386,-1.60151,-1.7442164,-1.7485752,-1.1996387,-0.5487155,-0.48396197,-1.106178,-2.4682434,-2.6919665,-2.5445397,-2.2530446,-2.0156634,-1.6119316,-1.1897165,-1.2068615,-1.4014543,-1.3964438,-1.1802512,-1.1694422,-0.98062354,-0.9047489,-0.77943504,-0.7191729,-0.65971786,-0.70152867,-0.8844713,-1.1862783,-1.0521871,-1.1718259,-1.9466039,-2.7118347,-3.0268922,-3.2544546,-3.3483014,-3.3690615,-3.3673265,-3.3583488,-3.3513494,-3.3489308,-3.357973,-3.357267,-3.3474321,-3.3417747,-3.3642762,-3.4107556,-3.356173,-3.0861094,-2.4584737,-2.0082018,-1.7212219,-1.7627978,-2.1610727,-2.7060707,-2.9252217,-2.8463352,-2.702621,-2.6210246,-2.5195909,-2.5092318,-2.494597,-2.488734,-2.4699793,-2.4686878,-2.401559,-2.4272797,-2.334217,-2.2061696,-2.0768223,-1.997972,0.4718301,0.4743482,0.47441113
-0.46169952,-0.64727944,-1.4573334,-1.4556854,-1.4766841,-1.4798064,-1.3001794,-1.2293458,-1.1338567,-1.0005594,-0.9583618,-1.0163133,-0.8961614,-0.9499965,-0.8425847,-0.85323495,-1.0824779,-0.9993887,-0.79889846,-0.53409624,-0.23743229,-0.4501539,-1.4835559,-2.0045154,-2.390947,-2.5166757,-2.5323117,-2.4767904,-2.4303482,-2.3756292,-2.32815,-2.3259823,-2.2448838,-2.1156452,-1.9130193,-1.7944052,-1.8823898,-2.0797727,-2.1047986,-1.9560045,-1.8208317,-1.6025527,-1.6117038,-1.5440464,-1.2579999,-1.0588602,-0.6766188,-0.4630562,-1.0972369,-1.6343278,-2.3826284,-3.3792052,-3.6571517,-3.3753955,-3.0180893,-2.098236,-1.0224025,-0.34336329,-0.17505704,-0.5975786,-0.9470051,-1.1828866,-1.2639347,-1.5758592,-1.8546695,-1.9969045,-2.1575956,-2.1796274,-1.9760368,-1.7580799,-1.6217684,-1.4894803,-1.6617771,-1.9295193,-2.0462763,-1.984001,-1.8894486,-1.7736348,-1.6094077,-1.4238532,-1.2034296,-1.0281615,-0.99803734,-1.1760414,-1.4215839,-1.7229497,-1.9727657,-1.9780971,-1.7023687,-1.3541273,-1.0890157,-0.7805879,-0.528929,-0.50331926,0.108502716,0.3507471,0.31438237,-0.022102356,-0.113279566,0.45835835,1.0916803,1.1040642,0.42040324,-0.006234169,-0.18931462,-0.3369518,-0.4583385,-0.5710615,-0.7403794,-0.84235877,-0.9751042,-1.1190505,-0.9689982,-0.8460268,-0.9642554,-1.1823629,-1.3864,-1.2921,-1.2159495,-1.0945219,-0.4979068,-0.13972178,-0.4208518,-0.90544,-1.560036,-1.625613,-1.3996944,-1.2182857,-1.1265012,-1.1921546,-1.4743168,-1.7273897,-1.9229406,-1.9000064,-1.9349097,-2.0000215,-2.105296,-2.1167724,-2.0997295,-2.0644875,-1.8635321,-1.5931196,-1.4103755,-1.321078,-1.5262334,-1.8099035,-1.9719951,-1.9172058,-1.8637824,-1.847376,-1.8834803,-1.8823948,-1.84745,-1.7706404,-1.6801074,-1.6184905,-1.6052145,-1.6471382,-1.6293054,-1.6661422,-1.6469095,-1.6225293,-1.5659502,-1.599133,-1.7977966,-1.7217844,-1.704162,-1.7018983,-1.704423,-1.8325615,-1.9310505,-1.7921336,-1.6506402,-1.6720288,-1.7348121,-1.7370656,-1.8873594,-2.0127895,-1.9417533,-2.0302446,-1.9561769,-1.9459655,-2.0223339,-1.9788876,-1.9747751,-2.1536973,-0.19070894,-0.19342351,-0.19352156
-0.58919007,-0.66948724,-1.0095805,-1.0066099,-0.9933506,-0.87407154,-1.0010558,-1.0604352,-0.9160979,-0.54449624,-0.498439,-0.39833575,-0.29171908,-0.090431765,0.14669849,0.3730338,0.24666266,-0.050115854,-0.36091304,-0.7460083,-1.1408526,-0.6189002,0.8893652,2.0801477,3.4170187,3.7777748,3.7671666,3.676632,3.545498,3.3851042,3.3331358,3.2486794,3.173158,2.9516578,2.5754924,2.1996431,2.2198238,2.3424563,2.3793168,2.2655199,1.7877998,0.3970201,-1.1147145,-1.7385731,-1.8880842,-2.3890097,-2.325679,-2.3050475,-1.9472752,-2.176336,-1.6920515,0.08395182,1.0629989,1.400578,1.5991855,1.5707088,0.80003107,-0.13543706,-0.40396374,0.03969142,0.10208416,-0.101346076,-0.5226788,-0.34994602,0.29805237,0.28316754,-0.12780988,-0.5268605,-0.7787568,-0.7068875,-0.56547874,0.0888952,1.1148859,1.626841,2.0593495,2.2682414,2.322226,2.2866309,2.1443791,1.9452707,1.6871028,1.3866793,1.1555574,0.918669,0.6639358,0.44715756,0.061837554,-0.3493185,-0.03997059,0.58026683,0.92739326,0.703461,-0.14881808,-0.599975,-0.78041077,-0.99585617,-1.097827,-1.2782612,-1.4652882,-1.1801381,-0.31829077,0.78559,1.4273123,1.7491813,1.8599658,1.9428545,2.0234017,2.1542137,2.3662617,2.1538203,1.7116542,0.7427044,-0.6177708,-1.1438738,-0.98174405,-0.56206834,-0.21569493,-0.18669938,-0.18655162,0.1672101,0.5792709,0.4718947,0.28980517,0.39082646,0.09152301,-0.45898128,-1.253511,-1.5077853,-1.0811248,-0.6216246,-0.5376439,-0.36462396,-0.22074968,-0.48150247,-0.76966155,-1.01669,-1.3610587,-1.474338,-1.521554,-1.5743308,-1.7837955,-2.1088467,-2.250887,-1.8370118,-0.073860765,1.8720163,3.0475693,3.586109,3.6986241,3.7285743,3.8837142,4.046756,4.156146,4.262779,4.308216,4.3196306,4.34857,4.392667,4.382606,4.370527,4.278904,4.0988703,3.618794,2.8299198,1.2911173,-0.9778353,-1.8706975,-1.8783481,-1.7419667,-1.5713782,-1.3647512,-1.1135614,-1.0199339,-0.5572661,-0.3870386,-0.31429607,0.04898595,0.21948618,0.30837303,0.42428455,0.32661548,0.20305625,0.21139061,0.0049568936,-0.16058934,-0.10528629,-0.46124578,-0.4647894,-0.46483812
-0.889125,-0.88093805,-1.6197016,-1.7012056,-1.8251178,-1.9175434,-1.7562404,-1.7273183,-1.6431987,-1.5190015,-1.34817,-1.376938,-1.1603261,-0.88403857,-0.56326956,-0.5924508,-0.7716537,-0.4327308,-0.101162985,0.38553125,1.0201722,1.1827987,-0.11801633,-1.1142873,-1.243939,-0.9811801,-0.9013805,-0.841032,-0.7723607,-0.6672188,-0.4988414,-0.36814868,-0.09172273,0.17651582,0.35534552,0.48051256,0.6540694,0.7157535,0.61853796,0.29767087,-0.26299787,-1.4398439,-2.072933,-2.1377392,-2.178925,-1.7968285,-1.3064,-0.5992948,-0.2016955,-0.9650178,-1.4029539,-1.4522401,-1.3450017,-1.280204,-1.3212234,-1.2194381,-1.2843809,-1.3090253,-1.3261151,-1.4373106,-1.4495504,-1.7379628,-2.10821,-2.4846468,-2.2821846,-2.2415018,-2.417344,-2.5518544,-2.3097768,-1.6405733,-0.81957114,-0.14955926,-0.590569,-0.43300396,0.9888132,2.6601548,3.6749735,4.6648207,5.6721435,6.657089,7.8122168,8.8813505,9.6767845,10.6731825,11.315629,11.545248,11.356535,10.105276,8.373614,6.8179655,5.0840397,4.1613564,1.8545477,0.6641652,0.22675642,0.34830493,0.64906394,1.2441437,0.9244421,0.34838203,-0.29677695,-0.60667986,-0.5137522,-0.4847538,-0.4643891,-0.41822287,-0.35583785,-0.17810553,0.08601245,-0.049627572,-0.9792446,-1.5850213,-2.1892955,-3.071199,-3.5331297,-3.4545488,-3.4946651,-3.574131,-3.5456882,-2.8870695,-2.1904697,-1.4721692,-1.4008454,-1.5756521,-1.4880943,-1.6327753,-2.0604167,-2.2624545,-2.6296897,-2.9926813,-2.9573925,-2.672441,-2.7087073,-2.7493594,-2.9468386,-2.9478133,-2.8888702,-2.744944,-2.6638765,-2.5385566,-2.1318657,-1.501061,-0.7292726,-0.18243411,-0.7944817,-1.4325457,-1.1652083,-0.499659,-0.12991674,0.23667133,0.45726866,0.63091874,0.7814312,0.9620321,1.1397386,1.2341437,1.3695003,1.4062016,1.5021961,1.426714,1.3862009,1.3534584,1.1373566,0.9446641,0.99148107,0.33809167,-1.2334611,-1.5210515,-1.3142799,-0.8016023,-0.9752907,-0.7467184,-0.9948674,-1.7340666,-2.0687575,-2.0714254,-2.0891862,-2.129983,-2.1448448,-2.05817,-1.9275266,-1.7501073,-1.7117522,-1.707303,-1.7688018,-1.8938868,-0.9815638,-0.9840432,-0.9840811
-2.8161514,-2.5948536,-2.2993174,-2.332253,-2.437381,-2.5895429,-2.64268,-2.7284884,-2.9042263,-2.875208,-2.7360685,-2.7370658,-2.8087053,-2.8332028,-2.8843753,-2.9365048,-3.0294948,-2.8091383,-2.5206437,-2.137769,-1.461987,-0.43096137,0.014828697,-0.47515383,-0.47393423,-0.44689947,-0.49542922,-0.59721255,-0.5885178,-0.60419685,-0.641979,-0.60986096,-0.60503846,-0.66352874,-0.8630631,-1.1259987,-1.2429521,-1.2387247,-1.2897943,-1.4678271,-1.713489,-2.1999323,-2.4227743,-1.708149,-1.4678564,-1.3636539,-1.0039084,-0.2781604,0.94921565,1.691135,1.9896853,2.1405842,2.188176,2.2516637,2.0659523,1.1495912,0.11346269,-0.87265784,-1.7400181,-2.242424,-2.2358665,-2.29359,-2.4106092,-2.6205146,-2.5826898,-2.5533457,-2.5957608,-2.6341703,-2.680309,-2.6590047,-2.5234823,-2.2495954,-2.3659816,-2.3039756,-1.7144563,-1.269788,-1.1508967,-1.1568639,-1.2297757,-1.3131456,-1.3863615,-1.4505892,-1.4195542,-1.0614526,-0.66305727,-0.24373966,0.11737401,0.1354803,-0.32188532,-0.6343275,-0.9389211,-1.3560576,-1.726995,-1.360937,-1.3786019,-1.4028773,-1.1854534,-0.6077509,-0.25359288,-0.27705395,-0.39725125,-0.33599052,-0.37482968,-0.49531874,-0.55471575,-0.62195015,-0.6394674,-0.684221,-1.0434041,-1.5484874,-1.7334893,-1.0198495,-0.43838602,-1.0937486,-2.193193,-2.8157125,-3.1001763,-3.06598,-2.7872086,-2.3011518,-2.1342728,-1.9893267,-1.9688624,-1.7970281,-1.5978124,-1.5833524,-1.6966077,-1.9630408,-2.3764575,-2.7730815,-3.0814853,-3.1153953,-2.9506626,-2.8842509,-2.8589046,-2.8052397,-2.7654417,-2.7926915,-2.8943982,-2.930799,-2.9043136,-2.6101239,-1.9858158,-1.2309865,-0.8091886,-1.112119,-0.94043875,-0.52481526,-0.35646755,-0.32312042,-0.34855816,-0.42048544,-0.4824264,-0.52988553,-0.5677111,-0.62874997,-0.63033247,-0.6236451,-0.6172724,-0.609908,-0.53269124,-0.45742363,-0.62086606,-0.98550135,-1.6826022,-2.6135998,-3.5983772,-3.7573557,-3.5883994,-3.2186708,-2.8256388,-2.6953773,-2.7405152,-2.7051494,-2.7677574,-2.8939204,-3.1155372,-3.2333803,-3.339571,-3.3941972,-3.4864378,-3.505231,-3.650416,-3.62404,-3.613019,-3.610227,-2.9871254,-2.9850125,-2.984986
-0.4409672,-0.6517657,-1.1344249,-1.1371404,-1.0958004,-1.052695,-1.0072256,-1.0020119,-0.9808525,-1.1506915,-1.2312434,-1.0350904,-0.8204163,-0.57839227,-0.30547372,-0.16265726,-0.313814,-0.12771358,0.11386527,0.36002904,0.60565394,0.8856276,0.3205226,-0.6103543,-1.8444864,-1.9951451,-2.0318637,-2.0489275,-2.0534148,-2.0826263,-2.0753007,-2.1102285,-2.1192207,-2.1456194,-2.1392484,-2.089154,-1.9487221,-1.6470882,-1.1665969,-0.7226639,-0.6126956,-0.70172167,-0.31686234,-0.26655865,-0.31555942,-0.1552161,0.5180572,1.551701,1.834573,2.1040852,2.0542386,1.5884271,1.4871036,1.7592891,2.9808862,6.103037,8.445929,9.561711,9.810366,8.988184,7.5016723,5.818824,3.3699725,0.7056782,-0.6564581,-0.9503927,-1.4727149,-1.8816808,-1.7200406,-1.4016764,-1.1504464,-1.151962,-1.3125875,-1.5211782,-1.4820677,-1.3753345,-1.2768016,-1.2313812,-1.1316609,-1.0226856,-0.87599325,-0.75544417,-0.74083376,-0.73224115,-0.6330451,-0.5719284,-0.521378,-0.75633544,-0.83964145,-0.40026087,0.2761616,0.6769183,0.23205155,-0.45952192,-0.416552,-0.37457424,-0.45134008,-0.5933825,-0.7688533,-0.89392614,-0.9216586,-1.0320752,-1.1297193,-1.1153371,-1.0584255,-0.9907856,-0.9305266,-0.5668194,0.33375803,1.1169894,0.99980026,0.25820842,0.08864346,-0.2036688,-0.4166483,-0.5708425,-0.5216691,-0.23891476,0.005057007,0.031074084,-0.026502471,0.02715401,-0.0772786,-0.39773604,-0.30847254,0.0015175268,-0.16610084,-0.9161359,-1.4422102,-1.7378279,-1.9589133,-2.0464225,-2.2278235,-2.4020157,-2.488357,-2.5929165,-2.7009823,-2.601862,-2.356186,-2.225449,-1.8315488,-1.4115359,-1.1223757,-0.9533868,-1.0449178,-0.8967506,-0.57353026,-0.23763832,-0.0070765093,0.31589535,0.4400709,0.55984885,0.6815263,0.81944156,0.9952315,1.1284065,1.1797975,1.1471868,1.2024176,1.2347238,1.3933647,1.6456139,2.0464182,2.330412,2.4570956,2.690813,2.6676803,2.5542903,2.657372,2.7952883,3.0981836,3.618601,3.9172978,3.8994675,3.6548715,3.3193357,2.7954142,2.4270296,2.3631892,2.220268,2.1447005,2.0055602,1.6782529,1.5127954,1.2311366,0.98439664,-0.22681153,-0.23032045,-0.23042554
-2.7388616,-2.4795823,-0.86037165,-0.80936176,-0.8803755,-1.0092529,-1.0662671,-1.1277218,-1.2473521,-1.3571202,-1.4926829,-1.5416992,-1.6238605,-1.7873688,-1.8584886,-1.5451295,-1.5759037,-1.6547613,-1.6095419,-1.483475,-1.2399721,-1.0139406,-1.0344834,-1.1590776,-0.5734621,-0.4531285,-0.42558312,-0.49023592,-0.56478477,-0.6979085,-0.85157543,-0.9502039,-1.1482486,-1.3653212,-1.6101892,-1.7827837,-1.681239,-1.4092677,-1.1869999,-1.3220834,-1.4020928,-1.7209105,-1.6085268,-1.3132404,-1.0531101,-0.46250924,0.10393566,0.8831948,2.0639277,1.6552649,1.0796595,0.9981371,0.8349214,0.6494609,0.38079786,-0.2000999,-0.43401632,-0.6020854,-0.71177095,-0.6173736,-0.78743863,-1.0036302,-1.2203901,-1.2933692,-1.4362315,-1.3946335,-1.2956059,-1.1001247,-1.3508372,-1.3436614,-0.93606174,0.064600825,0.48200938,0.62461346,1.0355409,1.3758866,1.5421749,1.5735854,1.514529,1.4007562,1.1659317,0.81845164,0.48380557,0.08300248,-0.2610451,-0.44436854,-0.4319194,-0.16150865,-0.13038832,-0.20700185,-0.18869662,-0.38341707,-1.136606,-1.5318717,-1.5175852,-1.354141,-1.2335687,-1.0862074,-1.0364832,-1.0175295,-1.3023767,-1.5686232,-1.8334152,-1.9629893,-2.011842,-2.0859287,-2.1439536,-2.1777434,-2.2980998,-2.2652678,-2.0358717,-1.6222067,-1.2177318,-1.0746492,-1.1965747,-1.2383019,-1.0292182,-0.6744309,-0.49336725,-0.52188736,-0.53449094,-0.5972173,-0.36851254,0.4719596,1.7251966,1.5206513,1.0714821,0.06613919,-0.7313609,-1.6493361,-1.9551986,-1.9392653,-1.7257882,-1.5520196,-1.6364675,-1.4360057,-1.4343122,-1.537012,-1.7157704,-1.7331787,-1.8065399,-1.415186,-0.55665517,0.45945105,1.6167965,1.8086481,1.9030566,1.9621308,1.9569781,1.9795469,1.9750422,1.8527178,1.7112652,1.5485082,1.384466,1.2530158,1.1631718,1.123394,1.0540622,0.9973434,0.9742821,0.9617136,0.8510959,0.5990771,0.18082654,-0.4433126,-0.91069365,-0.7306081,-0.37844092,0.17425814,0.5751935,0.47322035,0.08607888,-0.4052772,-0.7374707,-0.9607505,-1.3403262,-1.522249,-1.7215337,-1.7896878,-1.8894982,-1.8831601,-1.9572,-1.9251637,-2.0134754,-1.9074426,-2.8290038,-2.8275666,-2.8275566
-3.3613358,-3.1776252,-3.3495271,-3.3605115,-3.2993493,-3.1642144,-3.1797564,-3.233377,-3.249454,-3.085401,-2.988088,-2.6570752,-2.4296389,-2.1680932,-1.993413,-2.034318,-2.0047188,-1.8941243,-1.8117418,-1.8043525,-1.7758287,-1.2777894,-1.4981056,-1.4961789,-0.36600482,0.12875092,0.27135408,0.24594994,0.20252492,0.16728932,0.18123893,0.17086768,0.21446046,0.18472746,-0.0023422986,-0.30417076,-0.41624612,-0.5620658,-0.81034327,-1.1077499,-1.5260837,-2.6860454,-3.777653,-4.0217943,-3.6703835,-3.3105512,-2.9365678,-2.7055292,-1.8996727,-0.3585024,1.6433296,3.0034432,3.4332528,3.4605012,3.246708,2.474609,0.8899439,-0.9458977,-2.5541248,-3.1598508,-2.9969854,-2.9469986,-3.0226474,-3.2432218,-3.0671468,-3.0447764,-3.1351097,-3.2760916,-3.401123,-3.460557,-3.464911,-2.873639,-2.406958,-2.5593286,-2.2473578,-1.8329439,-1.6198168,-1.505357,-1.4657316,-1.4693025,-1.517756,-1.5885453,-1.570689,-1.4160179,-1.3247755,-1.3543215,-1.5855067,-1.831641,-1.5021493,-1.0314938,-0.69362545,-0.8177508,-1.5621068,-2.2161925,-1.858811,-1.146932,-0.362393,1.3821728,4.351869,7.6841154,10.1125,11.608665,12.110759,12.226236,12.24694,12.270231,12.297589,12.250927,11.806965,10.920761,9.038637,5.886587,1.9816254,-1.2438022,-2.1946852,-2.647992,-2.7939548,-2.6460128,-2.4789212,-2.2858772,-2.2081642,-2.204663,-2.3450108,-2.2970874,-2.542471,-2.9403756,-3.434332,-4.009202,-4.153864,-3.9751043,-3.755213,-3.3483422,-3.0700283,-3.1406066,-3.3498807,-3.3740604,-3.4852295,-3.6044471,-3.7255168,-3.7533855,-3.9053617,-4.1865425,-4.3117733,-4.213972,-3.8362007,-3.3175871,-2.8119023,-2.513485,-2.493506,-2.6279306,-2.6967716,-2.7466178,-2.7852669,-2.807672,-2.8561895,-2.925781,-2.9331734,-2.9281492,-2.9402773,-2.9398308,-2.9348407,-2.9764109,-3.2550898,-3.6821935,-4.479501,-5.0517874,-4.6331415,-4.5352063,-4.482897,-4.510909,-4.5156784,-4.5586205,-4.3810215,-3.835256,-3.3882532,-3.1794248,-2.697098,-2.3870344,-2.1852791,-2.0119414,-2.0746784,-2.2307663,-2.2114003,-2.231651,-2.3205073,-2.2543104,-3.51791,-3.5176892,-3.5176783
