0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108
11.717747,11.252399,10.749341,10.369991,10.16199,10.263785,10.544235,10.641295,10.064553,8.734024,7.5110426,6.453948,5.5133033,3.9730015,2.7952995,1.8132458,1.1970096,1.0455844,0.7458556,0.8161666,1.2109354,1.7541702,2.2637358,2.4977808,1.7514868,0.56963426,-0.038270235,-0.0028811172,-0.23715535,-0.09635727,1.3737279,2.504321,3.8334727,5.305026,6.049119,6.084949,6.144903,5.885007,5.351654,3.8664541,1.9091184,0.29007494,-0.26792327,-0.5182923,-0.40693435,-0.1531315,0.16101,0.5078173,0.6364653,0.8708055,1.2319176,1.3648314,1.889119,2.1593118,2.158967,1.8532445,1.8668323,1.56638,1.281374,1.5153494,2.1144876,3.0346618,3.6608171,3.6479502,3.7994676,3.7494793,3.6228805,2.909546,2.419271,2.6581318,2.8607008,2.8301392,2.6798773,2.318853,1.8669829,1.3220923,0.856764,0.78783745,0.6919243,0.74996674,0.7485574,0.7876841,0.76949954,0.8652655,0.81943965,0.8573195,0.97301316,1.0678369,1.3363339,1.8080791,2.307065,3.676056,5.142965,6.2045484,7.3334746,8.158967,8.948959,9.553136,9.643922,9.965506,10.242592,10.452483,11.141485,11.836569,12.08625,12.225311,12.309742,10.346167,10.34598
-2.489018,-2.3217258,-2.1594155,-2.194868,-2.299842,-2.3385901,-2.4995413,-2.663958,-2.96782,-3.1595433,-3.2716436,-3.279953,-3.137527,-2.9512668,-2.8379335,-2.597747,-2.3827736,-2.3657217,-2.1212997,-1.6035984,-1.1523144,-0.9621984,-0.9115706,-1.229838,-1.4792762,-1.2819839,-0.9743092,-0.8640728,-0.7986099,-0.8510536,-1.1582047,-1.6184251,-2.3876634,-3.1331725,-3.3562884,-3.367159,-3.4084754,-3.3247585,-3.170401,-3.004788,-2.6555269,-2.6172082,-2.4156651,-2.235307,-1.9355963,-1.8455827,-1.7409924,-1.7125267,-1.7135582,-1.5619477,-1.1996927,-0.83651024,-0.7663466,-0.73287696,-0.6518254,-0.5425551,-0.5789544,-0.5470724,-0.21623656,0.24576256,0.059008002,-0.32746363,-0.98584676,-1.9466007,-2.85905,-3.023819,-2.7814333,-2.4137669,-2.1000266,-1.8870041,-1.8037579,-1.7095616,-1.7830012,-1.7997143,-1.766886,-1.7557901,-1.8985021,-2.0270038,-2.0850525,-2.0875814,-2.100031,-2.1169107,-2.1846447,-2.2180486,-2.2191656,-2.2252975,-2.2541153,-2.2176318,-2.1199987,-1.9311868,-1.7918904,-1.6926439,-1.636092,-1.9047302,-2.1455169,-2.238603,-2.199788,-2.4548736,-2.5501604,-2.4551673,-2.3066998,-2.2583132,-2.1924968,-2.000057,-1.9564296,-1.9165715,-1.7325745,-0.041901916,-0.041867048
-1.641146,-1.6836951,-1.654307,-1.5549448,-1.3335817,-1.2086945,-1.0841928,-1.0327251,-1.1130055,-1.2647837,-1.360704,-1.4495656,-1.4738777,-1.754055,-1.8456659,-1.8588405,-1.8838812,-1.9357367,-1.9258155,-1.7269449,-1.404778,-1.172533,-0.8871571,-0.56176203,-0.5077373,-0.65441585,-1.0537939,-1.4455595,-1.6391926,-2.2299244,-2.7187028,-2.7682562,-2.5891576,-2.357924,-2.2809553,-2.0956442,-1.9939926,-2.13371,-2.3504195,-2.5949688,-2.3628788,-1.6780988,-1.8028054,-2.127884,-1.8893719,-1.4885921,-1.0743859,-0.91831934,-1.0007282,-1.2510377,-1.1975504,-0.91743875,-0.7855066,-0.9735813,-1.153184,-1.5418973,-2.034093,-2.1340253,-1.7285259,-1.7236614,-1.8804636,-1.8131695,-1.882199,-1.8695717,-1.8385649,-1.6955888,-1.7601714,-1.662044,-1.4936827,-1.7051286,-1.8445115,-1.8895003,-1.7524469,-1.324713,-0.92661047,-0.757527,-0.834462,-0.9964823,-1.0669367,-1.1542859,-1.1724539,-1.2462491,-1.3287162,-1.4643891,-1.5547837,-1.6705965,-1.8606906,-2.0584207,-2.208804,-2.4298477,-2.4695606,-2.2369547,-1.8889084,-1.4671497,-0.99644345,-0.88444716,-1.1027277,-1.3040011,-1.5287538,-1.5442541,-1.5344459,-1.5683211,-1.5413718,-1.4493039,-1.44142,-1.4145035,-1.3397856,-0.78922075,-0.7891644
-1.6954037,-1.555571,-1.3263177,-0.99149954,-0.9392814,-0.8122016,-0.873582,-0.87579143,-0.975923,-1.0484968,-1.0988312,-1.0963937,-0.9483519,-0.7825297,-0.92587125,-1.0419858,-1.3463097,-1.798979,-2.038844,-1.8007622,-1.4928958,-1.363061,-1.4226502,-1.6308117,-1.6752571,-1.2155248,-0.80892944,-0.60824686,-0.6896051,-1.2762389,-1.9512603,-2.3771553,-2.718793,-2.6656601,-2.5069642,-2.3230414,-2.1437194,-1.8124518,-1.5238699,-1.1141958,-0.5575631,-0.5277083,-0.8611648,-1.1244935,-0.9908767,-0.88494503,-0.7705525,-0.557566,-0.24255973,0.51742005,2.2378697,5.6165714,8.369591,10.30546,11.60836,12.051769,11.63953,10.479109,8.519976,5.4845934,1.6703097,-0.9360492,-1.0860281,-1.3428427,-1.6578832,-1.7569094,-1.6095345,-1.5392759,-1.401818,-1.3632189,-1.3538644,-1.2818652,-1.1324277,-0.61491096,0.009326287,0.4611307,0.5386054,0.48359248,0.42658338,0.30482808,0.27535954,0.27127382,0.23045465,0.1072796,0.11233364,0.04112321,-0.08784869,-0.2475413,-0.28988504,-0.28264934,-0.4198814,-0.91441876,-1.2947237,-1.4810634,-1.4654166,-1.315718,-1.0272561,-0.9783218,-1.31625,-1.3908881,-1.4971849,-1.5364267,-1.6249025,-1.6857072,-1.7001188,-1.7055411,-1.6532025,-0.2552512,-0.2549983
0.40389305,-0.14864777,-0.7227206,-1.1315238,-1.4821229,-1.689064,-1.617833,-1.423363,-1.2505634,-1.2767116,-1.1836288,-1.0917526,-1.2618264,-1.5463008,-1.5814469,-1.2582588,-0.7420609,-0.03536518,0.568521,0.43616134,-0.24754375,-0.75074303,-1.09267,-1.0776944,-0.9032003,-0.87212646,-0.72164387,-0.5721698,-0.3394895,0.13647708,0.5744073,0.35998937,-0.0723897,-0.39830196,-0.43539733,-0.41837975,-0.28025222,-0.09240243,0.02170977,0.2784295,0.8233551,1.2592694,2.0036879,2.4822826,2.4511724,2.1086292,1.6531929,1.3035141,1.1625944,0.9284663,0.3788582,0.13622725,-0.12069042,-0.37946424,-0.5414425,-0.5052302,-0.35065246,-0.43135104,-0.50391483,-0.30434895,0.103198886,-0.1608755,-0.68885326,-0.9968064,-1.205913,-1.1256933,-1.12446,-1.3236339,-1.7825232,-2.0361338,-1.8574953,-1.5678742,-0.92086387,-0.4884781,-0.40488043,-0.56308794,-0.5991202,-0.31556946,-0.15890281,0.11020565,0.09716034,0.16871348,0.2709961,0.6140626,0.7582524,0.9154625,1.1374228,1.43193,1.75507,2.0441236,2.0649102,1.6464672,1.2826477,0.73422056,0.55369365,0.5734204,0.25385016,-0.20864838,-0.22671153,-0.16169313,-0.029282585,-0.013226192,0.06836989,0.21444365,0.2886166,0.36175597,0.4915163,1.557885,1.5576661
-2.0730593,-1.991862,-1.9334347,-1.8057051,-1.8167892,-1.9072236,-2.0042,-2.0091326,-1.6005414,-0.81282115,-0.28144762,0.1519331,0.1716333,0.14999855,-0.18866757,-0.69946086,-1.1658609,-1.6526699,-1.8576093,-1.9464505,-1.7208397,-1.4286195,-1.387203,-1.565989,-1.6056619,-1.661005,-1.7350122,-1.6345148,-1.2485937,-0.2800091,-0.027575016,-0.6381068,-1.4710795,-2.3967357,-3.0755758,-3.2770133,-3.2093458,-3.0169773,-2.661508,-1.9204572,-1.1611567,-0.83065164,-0.21591789,0.66453373,1.4092444,1.3352106,0.9468647,0.35317338,-0.011173338,-0.30613318,-0.623277,-1.0382057,-1.0530492,-0.58558655,-0.3794843,-0.20746447,-0.13886595,-0.1894009,0.00542368,-0.40740186,-0.93563485,-0.7987183,-0.9287503,-1.3194413,-1.3585602,-0.809618,-0.41624925,-0.0559012,0.5780577,1.0263289,0.96265125,0.8690343,0.6567149,0.3788634,0.21782902,0.11710778,0.13722414,0.047322154,0.055291116,-0.016776651,0.004183233,0.027130067,0.025642127,-0.0457879,-0.014342785,-0.022088706,-0.059048012,-0.041606307,-0.005023241,-0.16267818,-0.41601735,-1.0091743,-1.4676437,-1.7837508,-1.7653775,-1.6735051,-1.650552,-1.4701732,-1.297378,-1.1053859,-1.2706404,-1.2906876,-1.6729176,-1.9819165,-2.080466,-2.160541,-2.1410918,-1.5833397,-1.5833428
-2.3349836,-2.4109106,-2.3720775,-2.2809262,-2.133743,-2.0603685,-2.1606748,-2.2015133,-2.0230215,-1.7157708,-1.3988943,-1.1076174,-0.90227044,-0.44714832,-0.25053522,-0.3215871,-0.54341114,-0.5125216,-0.2735698,-0.23291573,0.08886045,0.5740932,0.96170664,0.8424089,0.70321965,1.1089208,2.5731034,5.191753,7.7889156,9.428225,9.376785,8.901011,8.0205345,6.988222,5.864544,4.468687,2.317989,0.9786861,0.410986,0.28562614,0.68598366,0.73435414,0.9816921,1.4584181,1.3616188,1.0135365,0.5889098,0.30305442,0.22776172,0.35178864,0.2770791,0.10203177,-0.25413007,-0.6807847,-0.8995669,-0.8456462,-0.75257516,-0.99929416,-1.2552453,-1.379636,-1.2047622,-0.47548044,-0.8655521,-0.94889575,-0.37746385,-0.016023934,0.04410875,0.20103845,0.47862655,0.6286435,0.50235015,0.52282643,0.5065279,0.23725408,-0.049918205,-0.2033895,-0.108474284,-0.08537485,-0.0061569028,0.0007402599,0.014541002,0.010833556,-0.016989425,-0.04232414,-0.07874587,-0.108432345,-0.16536497,-0.27632344,-0.47373593,-0.6346686,-0.6842231,-0.8294807,-1.3219197,-1.8960589,-2.388008,-2.5890465,-2.4691658,-2.241943,-1.6335707,-1.312926,-1.2996876,-1.3502381,-1.4540002,-1.5484136,-1.65366,-1.7150209,-1.8464584,-1.0324923,-1.0321856
0.81897897,0.6790992,0.329273,0.026557513,-0.47617677,-0.6183217,-0.7817154,-0.80543107,-0.8310286,-0.64125735,-0.575543,-0.53756815,-0.24255058,-0.29341227,-0.67665535,-1.0815508,-1.5646513,-1.7633238,-1.288662,-0.32332096,0.69802785,1.3697367,1.7902907,1.8947698,1.561302,1.2253749,0.820276,0.45949572,0.25284225,0.15559082,0.28186613,0.1490534,-0.34586686,-0.8815687,-1.129321,-1.1700897,-1.0846641,-0.80812585,-0.44242224,-0.11273664,-0.010764748,-0.1529589,0.16901407,0.33534458,0.4856274,0.34886807,0.08093323,-0.22466628,-0.30848178,-0.24037226,0.003704682,-0.16630681,-0.41395327,0.24860243,0.5902756,0.5179479,0.039400935,0.30242097,1.6158983,3.0532007,2.7907577,2.6645133,2.3383293,1.5973523,0.46130145,0.011087552,0.10094997,0.23823488,0.3640037,0.26349387,0.06806079,-0.056999713,-0.39498296,-0.5160176,-0.37941563,-0.21728522,-0.2762727,-0.31238508,-0.3692063,-0.2751522,-0.25324488,-0.2683655,-0.31006074,-0.23620313,-0.15477216,-0.073159754,0.1279419,0.46743047,0.9213048,1.6447353,2.1432707,2.680582,2.6811821,2.3212523,1.8072728,1.4378395,1.105934,0.2507897,-0.8180374,-1.1218705,-1.1308397,-1.1298153,-1.1499406,-1.0310013,-0.9693647,-0.89122504,-0.7825539,0.63421154,0.6346188
-0.4853921,-0.4276564,-0.41928813,-0.7030773,-0.9510213,-1.0846072,-1.2325321,-1.355832,-1.5472885,-1.6192608,-1.5887934,-1.5681775,-1.6921176,-1.3636873,-1.1131396,-1.0928066,-0.8500775,-0.42898875,0.15002298,0.5799551,0.94937074,1.1830411,1.3679316,1.1084564,1.185772,2.0812323,3.3734882,4.1915007,4.1103334,3.949966,3.6967487,3.5559692,3.0368114,1.710749,0.36520475,-0.16379163,-0.5879522,-0.6587958,-0.5124599,-0.12750751,0.22611514,0.29932803,0.49584466,0.77631086,0.302963,-0.25342974,-0.6964412,-1.2359604,-1.5068967,-1.3354102,-0.94078153,-0.65069044,-0.6258083,-0.35029554,0.107964456,1.2701058,3.363019,7.1993623,10.019678,11.149387,11.085857,9.82721,9.25526,8.2924795,5.697069,3.03264,1.8106258,0.46900737,-0.5565683,-0.957821,-0.97745323,-1.0610331,-1.2343102,-1.3734572,-1.3845762,-1.1425873,-1.0358168,-1.0624669,-1.1053209,-1.0965549,-1.1567665,-1.1744447,-1.1624713,-1.0427685,-0.99698025,-0.92872155,-0.8205271,-0.622926,-0.50952625,-0.3072831,-0.07994074,0.38554925,0.4624142,0.44490623,-0.09355658,-0.6998822,-1.1423032,-1.5393959,-1.7534313,-1.9555924,-1.9736223,-2.0376608,-1.8356689,-1.7062345,-1.6134182,-1.6298147,-1.6048986,-1.2663171,-1.2662398
-2.245255,-2.025007,-1.7616379,-1.3881435,-1.2592219,-1.4275296,-1.61938,-1.8469828,-2.0966678,-2.2019477,-2.0857825,-2.1186717,-2.36374,-2.5081248,-2.5686862,-2.5182576,-2.5053613,-2.589881,-2.6877866,-2.8781748,-2.7973156,-2.4685037,-2.268631,-2.1524496,-2.1425838,-2.224231,-2.1986804,-2.1211038,-1.7357566,-1.0680437,-1.230381,-1.7944934,-2.5188956,-2.8769965,-2.867533,-2.8030105,-2.6508653,-2.4607718,-2.344493,-2.0383885,-1.5034014,-1.3861089,-1.0808921,-0.55536765,-0.21287376,-0.23133421,-0.35325077,-0.17488256,0.18745789,0.77397,1.0483744,0.47622257,-0.7515525,-1.589387,-1.6038063,-1.5820215,-1.4622223,-1.8399215,-2.074591,-2.1741238,-2.4307575,-2.6694956,-2.6927116,-2.6405396,-2.5798736,-2.2834635,-2.1331162,-1.9686829,-1.7472805,-1.6401348,-1.5311127,-1.425353,-1.2220509,-1.1276491,-1.0399402,-0.7740728,-0.5051726,-0.3168379,-0.20498875,-0.073623896,0.020846933,0.10567276,0.18401103,0.32135344,0.44137138,0.52454484,0.67573845,0.8232708,0.8720246,0.7683244,0.63649184,0.3520501,-0.25291634,-0.88016325,-1.1782413,-1.0888599,-1.057011,-0.8942778,-0.37140593,-0.29052255,-0.2715446,-0.3338337,-0.66544217,-1.0888025,-1.2985297,-1.4070497,-1.4307389,-2.109367,-2.1096542
