0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163
11.095288,10.960401,10.692568,10.455368,10.043583,9.313345,8.450632,7.660634,6.778018,5.733204,3.9340518,2.3626318,1.453193,0.9180148,0.40106115,0.30616084,-0.1425533,-0.20287812,0.1634604,0.98927546,2.182891,3.7558322,4.764879,5.320656,4.890375,4.1443515,3.3557825,1.7768254,0.022239886,-0.47510624,-1.0204961,-1.3582665,-1.3840952,-1.4722044,-1.6122544,-1.6882852,-1.6793644,-1.7121731,-1.4064755,-0.5217041,0.0036975145,0.12827444,0.19192451,0.10517287,0.1008209,-0.05098921,-0.3835355,-0.76385045,-0.9140066,-0.8756863,-0.8700297,-1.0493469,-1.2493851,-1.2864633,-1.2123513,-1.1420728,-1.1092894,-0.70385003,-0.37493837,0.039976228,0.5827438,0.7924988,0.7392677,0.8305917,0.64783394,-0.14166602,-0.6109259,-0.5574154,-0.20491156,0.4842894,1.6122319,2.5609798,2.476414,2.1992188,1.9976629,1.8471687,1.7101417,1.3905243,0.6076475,0.2383662,-0.14384647,-0.33770505,-0.31412283,-0.21506238,-0.012840033,0.021388173,0.42417234,0.9734843,1.6834433,2.5061188,3.654632,5.166982,6.2976737,6.7192388,6.5612793,6.203848,6.0345135,5.426116,5.1237354,3.7330828,2.9753013,2.8685808,2.2225113,0.9915575,0.10824901,0.7923187,1.5630751,2.3411045,3.045114,4.0839677,5.2886868,6.470315,6.493596,5.663478,3.778226,2.4144201,1.0085391,-0.23282817,-0.7368922,-0.8205323,-1.0482503,-0.95860803,-0.71366787,-0.5038258,-0.3352109,-0.27110338,-0.16807227,-0.102604285,-0.022487447,-0.028350353,0.025208496,0.024348542,0.05956822,0.093480825,0.15843153,0.15131706,0.116790436,0.14569744,0.17824516,0.23212767,0.35581914,0.64622116,1.095792,1.6240506,2.5190606,3.3030114,4.422906,6.105088,6.9419785,8.127171,8.619668,8.939631,9.213036,9.437918,9.541846,9.656797,9.770701,9.888418,10.0119,10.150892,10.409727,10.604295,10.490166,9.525501
-2.322004,-2.316535,-2.2827811,-2.185802,-2.0985827,-1.8830165,-1.6571984,-1.2168374,-0.9079397,-0.85178125,-0.8164469,-0.88568443,-0.7629938,-0.611429,-0.574471,-0.4886781,-0.36205986,-0.17307201,0.022354022,0.16169572,0.007460937,-0.318107,-0.9170645,-1.420672,-1.5257549,-1.4749987,-1.3688623,-1.3472214,-1.6760465,-1.5382173,-0.23002484,0.5047431,0.61489016,0.6153352,0.7004264,0.7203359,0.62551785,0.704077,1.0524651,1.0187752,0.9094932,0.89937276,1.0892631,1.2148833,1.1257038,0.856688,0.6981865,0.07971005,-0.42232776,-0.8544682,-1.1634963,-1.5787344,-1.8197951,-1.8300145,-1.6997149,-1.6349063,-1.7147729,-2.1609144,-2.1592255,-1.5537425,-1.2262005,-1.4335995,-1.6837034,-1.6736485,-1.5088801,-1.2117993,-0.7327231,-0.15989749,0.35019267,0.26684546,-0.53663695,-1.2488676,-1.5461726,-1.5363637,-1.4667724,-1.3424153,-1.2822676,-1.2742169,-1.2512538,-1.1393294,-0.81301206,-0.6987856,-0.77346456,-0.9652811,-1.2219539,-1.1582628,-0.87840945,-0.39662594,-0.6391502,-1.269361,-1.7601871,-2.1665416,-2.4135737,-2.3969083,-2.4113812,-2.5287218,-2.4645963,-2.4867501,-2.7809443,-3.0865993,-2.851532,-2.6693785,-2.2704544,-1.9321449,-2.1465456,-2.2886112,-1.9982407,-1.8591257,-1.9206917,-2.0942883,-2.320501,-2.3221738,-1.9577088,-1.4945687,-1.0594121,-0.79959583,-0.6305802,-0.7625226,-1.3060367,-1.6221097,-1.7666694,-1.9978719,-2.146605,-2.161191,-2.1590877,-2.164326,-2.1713774,-2.181533,-2.1774623,-2.1654928,-2.152495,-2.1497486,-2.1568716,-2.1559765,-2.1444175,-2.1145275,-2.0627198,-2.0191832,-1.9096199,-1.8011287,-1.6908629,-1.5389085,-1.3853898,-1.2698324,-1.2467862,-1.3782775,-1.5918331,-1.9867102,-2.0295928,-2.1084108,-2.083494,-2.210227,-2.3880641,-2.5192065,-2.5431688,-2.5402727,-2.4881065,-2.4967804,-2.6051855,-2.6396737,-2.5674465,-2.4911637,-1.5359368,-0.41949093
0.089021504,-0.077242255,-0.29731154,-0.24353397,0.1119861,0.2190395,0.22262621,0.1422233,0.02014488,0.22053075,0.29892787,0.22463575,0.04957819,-0.58461976,-1.3521392,-1.388672,-1.4208821,-1.4714298,-1.690979,-1.5603611,-1.0837066,-0.8312366,-1.282602,-1.5406876,-1.5739312,-1.7473081,-2.029451,-2.741726,-2.4567754,-1.9664764,-2.738344,-3.3330076,-3.3365812,-3.2289307,-3.0046554,-2.6780818,-2.3799062,-2.0123458,-1.5177819,-1.2903122,-1.2828592,-1.3185066,-1.5562229,-1.5522858,-1.5591223,-1.5729775,-1.886869,-1.9897144,-1.9854481,-1.9098847,-1.9045222,-2.0436213,-2.321674,-2.4531775,-2.3839722,-2.2370386,-2.0416994,-1.8711419,-1.7645602,-1.462463,-1.2366645,-1.1521455,-1.1116495,-0.85913086,-0.7591697,-1.5588999,-2.5899374,-3.0945864,-3.1061375,-2.4593358,-1.9717939,-1.4829483,-1.2324042,-1.4256536,-1.7229762,-1.7847224,-1.6680279,-1.2854911,-0.9696376,-0.8756952,-1.1845345,-1.480191,-1.6024886,-1.6376364,-1.799119,-1.8783038,-2.0901985,-1.7934121,-0.89478636,-0.5206733,-0.4440257,-0.43577224,-0.73634106,-1.191261,-1.620512,-1.9741701,-1.9626691,-1.8837512,-1.5297384,-1.6066288,-1.4876822,-1.4082041,-1.3607991,-1.4812572,-1.6314402,-2.3877873,-2.891287,-3.016718,-2.8502355,-2.8424783,-2.756497,-2.3665495,-1.9781787,-1.5724494,-1.3335272,-1.506336,-1.8415711,-2.0963037,-2.2014158,-1.8733244,-1.4655424,-1.7749269,-2.0018158,-2.0352972,-2.0234432,-1.997685,-1.9987085,-2.0164783,-1.9767183,-1.9712181,-1.9762812,-1.9750358,-1.9780974,-2.0043511,-2.0305552,-2.0382223,-2.0528402,-2.0591898,-2.1189125,-2.2057822,-2.300492,-2.374998,-2.4329076,-2.427361,-2.2334447,-2.0271423,-1.8029325,-1.4955893,-1.4474208,-1.238054,-1.2180568,-1.364088,-1.4656122,-1.4786191,-1.4757662,-1.4310459,-1.364233,-1.2204735,-1.1587842,-1.1174409,-0.9866456,-0.8741958,-0.45984265,0.1904953
-2.5082574,-2.5002847,-2.467283,-2.3807683,-2.1380327,-1.8641362,-1.513289,-0.9658439,-0.8940781,-0.84669274,-0.61712027,-0.47542435,-0.23362663,0.11356747,0.011905253,-0.13727629,-0.7108933,-0.97596085,-1.2181599,-1.3667862,-1.4197701,-1.1350193,-1.3304086,-1.9086913,-2.1198432,-2.1916435,-2.0408804,-1.708496,-1.7685039,-1.6273186,-0.8896271,-0.73596716,-0.79806536,-0.7802111,-0.44350126,0.23865004,1.1762798,2.3612728,5.270578,7.004282,7.5911217,7.6938047,7.7418394,7.59447,7.3091393,6.555791,4.796197,2.104316,0.97339165,0.24304828,-0.14504074,-0.6122606,-1.0094137,-1.3421445,-1.5367479,-1.7694154,-1.8836275,-1.9422774,-1.7866219,-1.4860101,-1.4873177,-1.8637955,-2.2366223,-2.1287844,-1.6027949,-1.3894322,-1.7995253,-2.27768,-2.35356,-2.0461614,-1.7871331,-1.8758303,-2.0604458,-1.9359298,-1.907604,-1.8509922,-1.7488883,-1.6037022,-1.0491537,-0.8249352,-0.4055969,-0.20510706,-0.13859718,-0.21881388,-0.34025362,0.068479344,0.110133424,0.6061357,1.2428051,0.7826141,0.14205027,-0.4360397,-0.67236704,-0.83689284,-0.80126965,-0.41031703,-0.28728095,0.09162571,0.064530134,-0.40704876,-0.9391966,-1.0186961,-0.92989105,-0.91224515,-1.479602,-2.1902933,-2.231747,-2.1575606,-2.032742,-1.929207,-2.0607178,-1.9540753,-1.628625,-1.2844641,-1.1031334,-1.1231756,-1.1805507,-1.6149914,-2.354735,-2.1559322,-1.1708419,-0.7784879,-0.9120524,-1.0205263,-1.0754979,-1.0867887,-1.0916702,-1.1072798,-1.1196194,-1.0681498,-1.0324773,-0.99480844,-0.9674783,-0.98782647,-0.9956075,-0.9727422,-0.93251157,-0.92782646,-0.9077823,-0.9140769,-0.90005326,-0.8970685,-0.97244745,-1.072996,-1.2344447,-1.4699659,-1.6762948,-1.8574213,-1.7880852,-1.568853,-1.3624785,-1.2929645,-1.3245473,-1.3455889,-1.2607547,-1.2488077,-1.1990486,-1.1783917,-1.2358114,-1.3354073,-1.3639195,-1.393008,-0.6531145,0.46449322
-0.9558595,-1.0622871,-1.2076174,-1.3746974,-1.6829648,-1.6046764,-1.3962828,-1.356867,-1.0578616,-0.7737589,-0.6085659,-0.56378645,-0.7395583,-1.0762115,-1.19612,-1.1383883,-1.1593976,-1.0714328,-0.8653828,-0.81124157,-1.1400459,-1.6944706,-1.5856628,-1.2788815,-1.2111589,-1.3237066,-1.7137885,-1.8460728,-0.18811136,2.4418278,4.1407557,4.8237176,5.120905,5.1702714,5.0937104,4.7034397,4.234352,3.7959146,2.340987,0.7697129,-0.3587695,-1.0899892,-1.917737,-2.4632187,-2.7109203,-2.8772762,-2.825548,-2.136979,-1.4537947,-0.8110721,-0.24797466,0.16600809,0.5287252,0.8993548,1.1310899,1.2788994,1.3599572,0.9756177,-0.02067852,-1.2641913,-1.8095343,-1.5502348,-1.0672871,-1.0884221,-1.190314,-1.2839041,-0.9040737,-0.20304036,0.13203418,-0.3427027,-0.7111106,-0.75421983,-0.4816591,-0.3674929,-0.37675682,-0.60707617,-0.9014052,-1.3710577,-1.992845,-2.3105884,-2.6194324,-2.5399847,-2.2815747,-1.7716426,-1.5324483,-1.618855,-1.2922592,-1.4087384,-1.508882,-1.6117412,-2.0937314,-2.6468205,-2.2519505,-1.4756403,-1.1287465,-0.9149023,-1.1439477,-1.3322861,-1.7428784,-1.7091502,-1.1133163,-0.8892132,-0.7245559,-0.3052009,0.5186626,1.2587936,1.3899486,1.1468276,0.46740326,0.08662276,-0.12652476,-0.57115847,-1.0283535,-1.5866266,-1.8882476,-1.651761,-1.5263546,-1.0510674,0.11999007,1.0437719,1.7943162,2.427837,2.7943544,2.9462419,3.0932837,3.1596096,3.1978023,3.2128053,3.2284694,3.1567254,3.1252291,3.0312304,2.9927287,3.0081525,3.0300477,3.0251942,2.9868128,2.9592285,2.853489,2.7497292,2.6152434,2.339495,2.039127,1.591991,1.0153941,0.55733097,0.20263593,0.14952059,0.26046625,0.22204074,0.12405622,0.17384596,0.24248087,0.19596787,0.0796791,0.022719808,0.0005250722,-0.13765565,-0.1784057,-0.18107057,-0.3323272,-0.26057416,0.50813204,-0.04263087
-2.342337,-2.4725356,-2.5952294,-2.6433008,-2.6365035,-2.4768872,-2.365454,-2.3114889,-2.1256635,-1.8887924,-1.3777717,-1.1832719,-1.3122668,-1.0828495,-0.84634805,-0.8219414,-0.4022599,-0.04718885,0.25564277,0.3155517,-0.09580922,-0.6695327,-1.0127028,-1.369025,-1.3481001,-1.3140858,-1.1477652,-0.74299514,-1.2602696,-1.8934306,-1.7372553,-1.1553568,-1.1994988,-1.1426197,-0.91408455,-0.55550086,-0.26351443,-0.06837112,-0.08984457,-0.5232137,-0.73786616,-0.85909116,-0.68363535,-0.52802515,-0.27600908,0.06267941,0.43078834,0.8777125,0.7205107,0.5337662,0.26437157,0.009527646,-0.28703293,-0.58927214,-0.6848825,-0.6086406,-0.5778148,-0.9251497,-1.1270776,-0.8943998,-0.8470586,-0.8292484,-1.023519,-1.4306415,-1.6401795,-1.5732524,-1.2344769,-1.03652,-1.0461133,-1.1322317,-1.2326083,-1.602325,-1.4783355,-1.1777164,-0.9313166,-0.6119859,-0.29501522,0.47400245,1.7117987,2.0963993,2.225363,1.8367165,1.2528107,0.5290326,0.24533652,0.29618055,-0.08740084,-0.57215536,-1.272781,-1.5338115,-1.7042083,-2.0811334,-2.1892552,-2.3549337,-2.3068624,-2.1697764,-2.2640414,-2.2779634,-2.8714473,-3.510212,-3.335645,-3.1773076,-2.6225052,-1.6602998,-1.2498579,-1.2671779,-1.0652767,-1.4026968,-2.0272048,-2.5485272,-2.882865,-2.7786965,-2.7541904,-2.537395,-1.9448781,-1.4398736,-0.58751726,0.027142935,-0.244664,-0.71152496,-0.97754365,-0.8884919,-0.8597342,-0.8869096,-0.87297165,-0.8416532,-0.8029661,-0.7509599,-0.7360065,-0.67612755,-0.614971,-0.5517174,-0.48316827,-0.43341666,-0.36671546,-0.304058,-0.2050006,-0.13723892,-0.050951883,0.011528552,0.08035214,0.088036075,0.052390695,-0.12664258,-0.54914534,-0.88452625,-1.1764371,-1.4384449,-1.4952674,-1.4631145,-1.288476,-1.0779293,-0.94796413,-0.87372124,-0.73614466,-0.5629418,-0.49756995,-0.36110485,-0.1950462,0.024150059,-0.12084622,-0.43997353,-0.8226144,-0.7095108
-0.83513933,-0.8288124,-0.69845486,-0.5058121,-0.39956725,-0.32824993,-0.17481238,0.012727678,-0.00012296438,-0.18964133,-0.12764066,0.25611123,0.80744845,1.9134604,4.775649,6.415526,8.648368,9.542436,10.047876,9.89956,9.264824,7.8297024,5.685621,1.3628322,-0.327421,-0.9025098,-1.1279874,-0.60918283,-0.16433877,-0.45511398,-0.3834791,0.06005165,-0.024449617,-0.09268123,-0.13911483,-0.09553925,0.04158864,-0.031570524,-0.12786517,-0.040252984,-0.12870468,-0.3854064,-0.57862884,-0.88243407,-0.9460195,-0.8663905,-0.41023508,0.18306275,0.17235002,-0.001470834,-0.18466642,-0.22698253,-0.123036385,-0.034642175,-0.020567313,-0.05408459,-0.21886797,-0.5744812,-0.5327729,-0.28975758,-0.31941447,-0.68928474,-1.1183535,-1.1026953,-1.0129004,-0.50733745,-0.11338538,-0.17904843,-0.5187674,-0.90410703,-1.0117165,-1.492569,-1.7980127,-1.5360069,-1.0717511,-0.792783,-0.86504626,-1.2155793,-1.1974007,-0.91927075,-0.20141488,0.31659615,0.48495376,0.35863784,0.35491562,0.5752144,0.5534446,0.12963064,-0.79891455,-1.1449001,-1.2089553,-1.5255886,-1.9274561,-2.2827427,-2.3244019,-2.232502,-2.2991087,-2.3392935,-2.1895363,-1.7677675,-1.5023263,-1.3045886,-0.39430776,1.627738,3.647904,4.3643026,4.552669,4.264447,4.1070743,3.5579777,2.2821097,0.31890678,-0.74323654,-1.5339105,-1.6825885,-1.4538085,-0.99998397,-0.477261,-0.17642342,-0.14875644,-0.2361999,-0.25254261,-0.22604847,-0.29316223,-0.39014596,-0.46624768,-0.5332466,-0.5841458,-0.6472716,-0.6528539,-0.6518124,-0.6264498,-0.65374434,-0.6712322,-0.70492303,-0.74181545,-0.7765286,-0.8210074,-0.8216034,-0.8035663,-0.79859084,-0.8167732,-0.8242754,-0.88095987,-1.086472,-1.3482702,-1.6663563,-2.1634226,-2.410192,-2.6991057,-2.8292418,-2.9540217,-3.121139,-3.1872642,-3.2065265,-3.2453525,-3.3465247,-3.5057817,-3.4927514,-3.3960378,-3.3316457,-3.3296602,-3.483773,-2.3374314
-1.3722528,-1.2774408,-1.1752251,-1.1721591,-1.4233859,-1.346308,-1.0118977,-0.69200003,-0.52978736,-0.4643728,-0.1655861,-0.011109039,0.23781264,0.5412477,0.4690531,0.36163694,0.021117542,0.018314257,0.02893465,-0.16624223,-0.6075283,-1.0315572,-1.3171855,-1.4163535,-1.4086185,-1.3399773,-1.1000559,-0.9537227,-1.6076099,-1.3319489,-0.01530011,1.1260287,1.2743775,1.442688,2.0657322,3.1685584,4.281515,5.121267,6.3067665,6.877799,6.7817364,6.6444855,6.383268,5.9228806,5.3841014,4.3189793,2.761488,0.75182426,-0.0751636,-0.61884993,-0.94232464,-1.2598407,-1.331781,-1.2025938,-1.0894039,-0.9855929,-0.79635304,-0.2833946,0.41225746,1.03349,0.9415624,0.28581452,-0.8027128,-1.5400302,-1.4477456,-0.5750289,-0.035606127,0.15632562,0.31619373,-0.060046762,-0.5917556,-1.0440845,-1.3532568,-1.3567637,-1.4789629,-1.6289396,-1.6800256,-1.8615879,-1.4052429,-0.95765835,-0.35085285,-0.3970479,-0.7980895,-1.4361329,-1.8201482,-1.8864912,-1.5168281,-0.9026464,-0.7550813,-0.86163235,-0.21717964,0.3230179,0.26786703,0.36452866,0.5186131,0.6257766,0.99913555,1.2535789,1.0774765,0.923107,0.8748152,0.8807868,1.1881592,1.527611,1.0648718,0.7915714,1.0560071,1.5473492,1.8555162,1.6629767,0.7864581,-0.18385468,-0.20970505,0.13989961,0.45401567,0.79124355,1.3789232,1.4340003,0.8104871,0.46166143,0.54375464,0.41233093,0.10665637,0.004442513,-0.071896195,-0.11804962,-0.12300491,-0.14903277,-0.16830724,-0.1218977,-0.09265137,-0.093771815,-0.061211705,-0.046793103,-0.026241243,0.07454789,0.2147243,0.35821092,0.64562166,0.89069504,1.1462033,1.4777207,1.7288169,1.9637372,2.120026,1.9023851,1.556844,1.1848707,1.2340679,1.1997975,1.1904234,1.0256338,0.648,0.34358653,0.28439793,0.1624297,0.13543665,0.1149004,-0.10203838,-0.28586474,-0.4576105,-0.63738275,-0.5240661,0.39990848
-1.1967367,-1.0576861,-1.022826,-1.0550168,-1.1519902,-1.1044923,-0.9859116,-0.6911943,-0.16812885,0.3311158,0.8646871,1.5067239,2.2259898,3.4378777,4.801945,4.5453005,4.0920095,3.8231716,3.4814434,3.007979,2.1265893,0.7151154,-0.47999215,-1.4684123,-1.6154218,-1.2951131,-0.5523949,1.0982125,2.3339522,2.2749019,2.3464575,2.9743924,3.192083,3.2250519,2.9716735,2.6874511,2.5215118,2.2841985,1.0498631,-0.36745894,-0.9603799,-0.6877071,-0.16232114,0.26105553,0.30144274,0.2730146,0.3693015,0.05307518,0.21397237,0.45050967,0.9285526,1.6402693,2.2943368,2.806419,3.0444386,2.9618201,2.2639406,0.9655855,0.45391685,-0.054845914,-0.6065198,-1.066087,-1.3951991,-0.74425966,0.59245485,3.1764414,5.619177,6.1950183,5.6054597,4.33428,2.8423681,0.8206843,-0.29667413,-0.565308,-0.60457706,-0.64982986,-0.7095799,-1.2337974,-1.3317679,-1.144439,-0.81291217,-0.5066528,-0.30001086,-0.045741856,0.67704356,1.2516526,1.8520658,1.6432325,0.9762655,0.86807424,0.43507475,-0.5945897,-1.0470903,-1.0415717,-0.83909005,-0.57228494,-0.2549451,0.0029224753,-0.23446356,-0.58006406,-0.8888778,-0.94433427,-0.6986983,-0.16720563,-0.20021102,-0.125987,0.30410433,0.4206122,-0.001647681,-0.61765397,-1.2578001,-1.8935771,-1.8391879,-1.3606895,-0.6414951,-0.16110799,0.6727499,1.6662755,2.077291,1.5019093,0.78450346,0.6732496,0.7041178,0.63659626,0.5311984,0.4091136,0.3473914,0.28064364,0.18981677,0.10769682,0.05163628,-0.0026713908,-0.04953216,-0.024015665,-0.033630982,-0.035458416,-0.03575188,-0.0064587593,0.14646766,0.3402403,0.5176029,0.75468934,0.95795655,1.113939,1.1051764,1.2137064,1.1918505,0.5783944,0.11167821,-0.72958916,-1.0688442,-1.3540468,-1.6409832,-1.8383639,-1.9691564,-2.0766106,-2.1390874,-2.2592683,-2.3686714,-2.4471834,-2.4642377,-2.398395,-2.2153625,-1.9770536
-3.552207,-3.4794617,-3.357515,-3.2565439,-3.2132263,-3.3468385,-3.4180784,-3.672116,-3.7887387,-3.8593154,-3.8765917,-3.7009761,-3.5668077,-3.2307124,-2.6559224,-2.3023558,-1.696225,-1.3627455,-1.1170285,-1.2272253,-1.6358845,-2.1216006,-2.587566,-3.4875798,-3.7414248,-3.9500685,-4.302186,-4.650564,-4.610346,-3.8162212,-2.8856263,-2.3520157,-2.21027,-2.2253032,-2.3022778,-2.404128,-2.503264,-2.5964482,-2.7756207,-3.0594378,-3.0193524,-2.9591374,-2.9926224,-3.263915,-3.3249664,-3.3308582,-3.2920094,-2.9209409,-2.8180563,-2.691825,-2.64589,-2.5141625,-2.3475418,-2.1955557,-2.0752707,-2.200758,-2.4247055,-2.6738338,-2.5969458,-2.1765265,-1.6579998,-1.0706568,-0.7060157,-1.1547503,-1.7940093,-2.4233966,-2.6234465,-2.6395721,-2.792533,-3.2001705,-3.6339655,-3.5580482,-2.7653766,-2.0756984,-1.4829469,-1.1280195,-1.2377871,-1.3969469,-1.7802633,-1.8488944,-1.7749375,-1.7346889,-1.8715785,-2.2196455,-2.4442751,-2.3886375,-2.4933262,-2.6971855,-3.1407595,-3.6327064,-4.035102,-4.0941496,-3.572249,-2.9851317,-2.7373865,-2.6151962,-2.7486155,-2.940597,-3.4480367,-3.781158,-3.5291781,-3.3518624,-3.2412016,-2.941945,-2.4515407,-2.1511862,-2.150692,-2.4060197,-2.7882078,-3.0236902,-3.3536615,-3.4986186,-3.4480038,-3.2140799,-2.861936,-2.5520327,-2.193567,-1.6497167,-0.8088746,0.24553528,1.0755758,1.2341436,1.3691223,1.4353994,1.5241852,1.580453,1.6169205,1.6108282,1.6088469,1.6078019,1.6098576,1.6100895,1.6066062,1.6056677,1.6352203,1.6605128,1.6701992,1.6722786,1.647588,1.6025279,1.5365698,1.3504355,1.1194012,0.82181627,0.40194842,-0.051621825,-0.51867265,-0.83183175,-0.953257,-1.2545645,-1.4907374,-1.5658733,-1.6119754,-1.6642892,-1.7420949,-1.7461874,-1.776603,-1.8734567,-1.8934488,-1.8479785,-1.9706637,-2.038157,-2.8501883,-3.3211043
