0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134
12.861729,12.921018,12.899783,12.775556,12.724899,12.618618,12.0896015,11.188254,8.419062,5.8620796,4.6322937,2.9089503,1.8426056,0.6857616,-0.5832287,-0.8557106,-0.9640985,-1.3149862,-1.4946098,-1.2540802,0.99777156,2.7082224,1.3625064,0.11756249,-0.8684715,-0.88550115,-0.94820774,-0.8735171,-0.69696856,0.8132478,2.8624911,3.5382175,2.8096604,1.502717,0.7365997,0.31919068,0.20331134,0.33892652,0.60101897,0.89360416,0.9634436,0.66363186,0.4439679,1.8549724,2.130004,0.22260125,-0.75901175,-1.3574888,-1.6364626,-1.59501,-1.2333682,-0.9166468,0.042548195,0.1734491,-0.30367345,-0.7990105,-0.6714003,-0.62503386,-0.6329314,-0.6317639,-0.735061,-0.8854468,-0.77168417,-0.001701042,1.5145246,3.4638987,4.636328,5.356047,5.763531,5.932152,4.7861085,3.0725045,2.256225,1.525865,0.99251366,1.1405656,1.3524829,1.1983912,1.2223643,1.059597,0.9415933,0.9598503,0.36568287,-0.5368168,-1.0155029,-1.0001261,-0.54397297,-0.00289613,0.50176215,0.8599933,1.0777308,1.4697441,1.8369677,2.0788224,1.9978123,0.8677465,0.3484614,0.24465941,0.47226498,0.39854917,0.09420239,-0.034892842,0.8214345,1.9391785,2.9795895,3.7234716,3.8005357,2.9587636,2.0725179,1.8238671,1.7350352,1.9254231,2.043618,2.2615175,2.5404391,2.62476,2.565797,2.6084056,2.7325702,2.9159932,3.9468246,5.170417,7.388427,9.019852,9.607448,10.261318,10.534805,10.870069,11.008711,11.338597,11.584591,10.593618,10.593939,10.593652,10.593679
-2.5457182,-2.6321783,-2.6748097,-2.6593442,-2.6690986,-2.7081575,-2.8588204,-2.9911792,-3.401101,-3.2812471,-3.2200284,-3.0571868,-2.8257835,-2.6399922,-2.5117533,-2.5887341,-2.3507073,-1.929808,-1.782741,-1.7834616,-1.8374672,-1.5716202,-0.8134881,-0.27419978,-0.0043282397,-0.34418252,-0.5408437,-0.59797287,-0.4856208,-0.3788417,-0.04647401,-0.021953374,-0.32156575,-0.39494574,-0.37343997,-0.45074904,-0.44421092,-0.5675957,-1.1265041,-1.5628941,-1.9059929,-2.2430673,-2.8818011,-2.836903,-2.0198991,-0.6641023,0.962159,3.0566888,4.5032654,5.8043833,6.9740934,7.1809587,7.312398,7.337594,7.100513,6.542856,4.8871136,3.588656,1.736131,0.48965654,0.15968442,0.2355873,-0.763001,-0.88540673,-1.0848662,-1.7631842,-2.2763057,-2.2394395,-1.9461241,-1.6566198,-1.7966881,-1.8944602,-1.9327062,-2.0921745,-1.7609543,-1.5209863,-1.5129832,-1.400729,-1.2297127,-1.4778186,-1.4051007,-1.0485325,0.4177174,3.5037193,5.84122,8.071184,9.836684,11.138847,11.454598,11.263741,10.452356,7.898181,4.295371,1.1341627,-0.19960159,-1.1143599,-1.5088351,-1.8885292,-2.0599031,-1.8210838,-1.6593852,-1.8123727,-2.8698268,-3.3518603,-3.5179677,-3.5409255,-3.8638315,-4.0596037,-4.0169487,-3.7682614,-3.522231,-3.3784251,-3.351143,-3.255146,-3.2079525,-3.1586957,-3.1034644,-3.058806,-3.064831,-3.067531,-3.1982627,-3.2197258,-2.8849366,-2.362823,-2.1821284,-1.9962075,-1.3658353,-1.0026577,-0.91997004,-0.89963925,-1.0826441,-0.39101544,-0.3911629,-0.39104083,-0.3910294
-1.1503386,-1.1400626,-1.2309343,-1.2476687,-1.1602954,-1.083535,-0.96321553,-0.86432,-1.2031059,-1.229958,-1.127105,-1.3555348,-1.2214715,-1.0190856,-0.92328817,-1.0249345,-1.5235043,-1.7620536,-1.1045481,0.9578827,3.7758017,5.652163,6.0630035,4.6974077,1.5143085,-0.6327495,-1.3217207,-1.8029543,-1.6333739,-1.0897032,-1.3332152,-2.4116604,-2.8099627,-3.2519498,-3.4464388,-3.3962011,-3.1185093,-2.6333365,-2.4280005,-2.3834372,-2.2628055,-2.0447042,-1.9782944,-2.2778792,-2.4464667,-2.34871,-2.4197326,-2.5469902,-2.5955844,-2.7083235,-2.9517915,-3.0748324,-2.7932827,-2.7914457,-2.8255582,-2.9222372,-2.4860673,-2.2059526,-1.5519909,-0.8887181,-0.07028359,2.1347947,6.260702,8.200451,9.359751,9.739647,9.541475,9.268109,8.669935,7.492313,5.7239156,2.7414722,1.6753917,0.7507906,0.24489348,-0.51892823,-1.0852438,-1.3168106,-1.382755,-1.08502,-0.7702012,-0.31318715,-0.15893587,-0.4570905,-0.83308935,-1.1765511,-1.4945989,-1.8212266,-1.8784685,-1.8318563,-1.8148578,-1.8517944,-2.1119597,-1.6844125,-1.7435983,-2.2744715,-2.179839,-2.0167592,-2.6515062,-3.315185,-3.5819054,-3.470171,-2.9773297,-2.913774,-2.7527807,-2.3243198,-2.1366115,-2.2167096,-2.2419703,-2.0332603,-1.7511674,-1.2167332,-0.43002012,-0.1114966,0.07314356,0.0014710128,-0.008988306,-0.09379427,-0.1392897,-0.12125096,-0.094547674,-0.07448941,-0.24716738,-0.88686335,-1.0762731,-1.3771489,-1.8201103,-1.9382081,-1.800631,-1.6251818,-1.5316736,-0.45740676,-0.4575029,-0.45747116,-0.45735365
-2.386008,-2.4293945,-2.3518198,-2.2273328,-2.166427,-2.0943363,-1.9897851,-1.8858263,-1.9694161,-1.564569,-1.4720919,-1.3583583,-1.0478996,-0.68105525,-0.6921411,-0.85202765,-0.9530144,-1.2758951,-1.1966288,-0.8652882,-1.4655931,-2.2319024,-2.5069213,-1.6718328,-0.53933406,-0.79762167,-0.871689,-1.5646489,-2.058595,-2.740179,-2.275886,-1.6137266,-1.733117,-1.5813259,-1.5595279,-1.7800713,-1.9663084,-2.1765945,-2.447699,-2.6622875,-2.7800393,-2.4375973,-2.0551987,-1.8321958,-1.2771325,-0.9914263,-1.1416101,-1.297344,-1.2568848,-0.8808092,-0.19548258,0.15905587,-0.16486919,-0.5527585,-1.1735845,-2.2413228,-2.5853896,-2.2963576,-2.1534314,-2.0037966,-1.6165359,-1.0792058,-1.1426,-1.5677009,-1.7853911,-2.0877206,-2.291868,-1.8097167,-1.2962618,-0.75070554,-0.45584345,-0.3770178,-0.5396312,-0.9940591,-1.406198,-1.4412122,-1.7519473,-1.8419027,-1.8013372,-2.140287,-1.9082662,-1.1298287,-0.49335665,-0.34693015,-0.33965218,-0.39197165,-0.8804418,-1.208725,-1.0781646,-1.0225186,-1.2957089,-1.4854804,-1.6593757,-1.8697277,-1.8468436,-1.1777985,-1.0350381,-1.4769067,-2.0120602,-2.2051342,-2.1046145,-2.0663779,-1.8906603,-1.9508505,-1.6943748,-1.5500818,-1.8575358,-1.9700882,-1.8451986,-1.7838734,-1.7363245,-1.7516217,-1.951721,-1.9924463,-2.0935369,-2.1305695,-2.1098905,-2.1467776,-2.2093604,-2.253433,-2.3784752,-2.3068361,-1.7171448,-1.2261634,-0.8954321,-0.18626863,0.74210644,1.0212988,1.0481541,1.229968,0.6734578,1.1551561,1.1553198,1.155231,1.1550391
-0.22897625,-0.19989398,-0.049896836,0.080515265,-0.09951386,-0.0077160895,0.20372504,0.582296,2.4666517,3.3047128,3.7124932,4.373045,4.511335,4.58345,5.171603,5.93005,6.6028595,6.9012823,6.7869844,5.8176546,3.1407523,0.60811144,-1.0496631,-1.1257915,-1.1326772,-0.077881984,0.27880603,1.0159824,1.0331147,-0.5537548,-1.4265759,-0.5088903,-0.0453017,0.17900038,0.3242556,1.0554366,2.127396,2.9110365,3.2305923,3.2122622,3.0687313,2.8408954,1.9236914,0.161175,-1.2841277,-1.1400812,-0.3339238,0.2545411,0.2886896,0.2998469,0.18754028,-0.046582103,0.08225554,0.49591953,1.1610752,1.9360085,2.5864894,2.848692,3.3451133,3.5060797,3.1998692,2.5316088,0.74954027,-1.6134402,-2.5733278,-2.5383017,-1.9342675,-1.4646809,-0.8943919,-0.77051884,-0.79496354,-0.75820637,-0.68384445,-0.68884736,-0.84905076,-0.36809954,0.34993246,1.0150516,1.824609,4.164002,6.7283936,9.029982,10.528524,10.911044,10.325967,9.111813,7.1336308,3.7892835,0.67234087,-0.35294273,-0.09196747,-0.49134076,-0.76838326,-0.9885236,-0.96841395,-1.025555,-0.7369497,0.032726943,1.2743678,1.9247552,1.9913442,1.6413121,0.2553407,-0.77865714,-1.3243179,-1.6864743,-1.397498,-0.9847355,-0.84515744,-1.3981643,-1.74558,-2.292939,-2.6551664,-2.6502733,-2.463215,-2.276408,-2.1999116,-2.0146933,-1.8537686,-1.6568925,-1.506928,-1.2953199,-0.8453839,-0.41793495,-0.4142311,-0.8196088,-1.715992,-1.8568727,-1.7897656,-1.7144268,-1.3642424,-0.27431256,-0.27390802,-0.27413878,-0.27437633
-1.991815,-1.924831,-1.9467448,-2.0386236,-2.2577949,-2.364006,-2.544528,-2.767717,-2.3596683,-2.072339,-2.1477787,-2.14787,-2.0654101,-1.8851056,-1.9808414,-2.0181472,-1.5061448,-0.5641711,-0.44032484,-0.7916304,-1.4123315,-1.8310161,-1.1779925,-0.89020026,-0.9874607,-1.3369018,-1.125806,-0.86795723,-0.75210243,-0.66266346,-1.149739,-0.96500885,-0.7195599,-0.0578619,0.117614836,-0.0877697,-0.5761442,-1.2613552,-1.0976014,-0.7306789,-0.3762065,-0.32393846,-0.5421561,-1.0059823,-1.4429631,-1.432435,-1.4085562,-1.1002595,-0.82357943,-0.32307196,0.5979724,1.1377766,0.8381299,0.11454585,-0.4295682,-0.6859762,-1.5042443,-1.6341114,-1.1201057,-0.65756005,-0.5690795,-1.5318211,-2.3968754,-1.8052969,-2.2023346,-2.097917,-1.687291,-1.65856,-1.7228312,-1.7084256,-1.1369737,-0.48634085,-0.16975611,0.14343235,-0.0049437284,-0.42918062,-0.12520376,0.26084754,0.7405641,1.1145191,0.51550037,-0.46113014,-1.289964,-1.6159613,-1.6295851,-1.6106281,-1.6850482,-1.5235245,-0.99064475,-0.79088455,-1.0325356,-1.4450537,-1.3198857,-1.3192225,-1.0809925,0.2499165,0.28598458,-0.93074405,-1.4742683,-1.6765983,-1.742775,-2.2095506,-2.9150572,-3.3188834,-3.6669555,-3.8235836,-3.3322833,-2.457622,-2.0989442,-2.0201077,-1.948587,-2.0399337,-2.146829,-2.015523,-2.019329,-2.0426219,-2.0660532,-2.1122088,-2.1470156,-2.179738,-2.2732172,-2.2653756,-2.1678338,-2.08424,-2.2974753,-2.6728523,-2.939135,-2.766213,-2.974545,-3.2001677,-3.2569118,-1.7177832,-1.7179949,-1.717781,-1.7177919
-1.8400644,-1.9894937,-2.0068004,-2.0374203,-2.103706,-2.1228392,-2.1016476,-2.085828,-1.8243196,-1.419549,-1.2444092,-0.8300272,-0.254174,0.30711257,1.2648188,2.2189286,3.0277443,3.4957094,3.1738644,2.1412182,1.3107747,0.12951565,-0.28750917,0.42673212,1.9954414,4.9934993,7.0555935,8.442668,8.803854,8.215733,6.521881,2.6819396,0.98687166,0.76198304,0.6138752,0.14494911,-0.5745695,-1.0259001,-0.94387925,-0.7711452,-0.7691358,-1.0616124,-1.3019769,-1.1569383,-1.2020795,-1.373173,-1.2882508,-0.9679224,-0.63658005,-0.35250163,-0.18954098,-0.2084788,-0.94949484,-1.4866332,-1.459873,-1.0967497,-0.51228154,-0.10993549,0.36753085,0.6706863,0.5846543,-0.06241131,-1.0288665,-0.88003296,-1.7852781,-2.9084444,-3.0555782,-3.077444,-2.8668935,-2.8750148,-2.7161212,-2.60515,-2.498984,-2.3184948,-2.4526362,-2.2368217,-1.587534,-0.90887225,-0.3422555,-0.36454186,-0.48603776,-0.8776456,-1.1291188,-1.1686102,-1.0669,-1.0567553,-1.0683191,-1.0613583,-1.0360428,-1.0987753,-1.532952,-1.1836435,-1.3589932,-1.6719315,-1.5235479,-0.4761016,0.2635599,0.0682016,-0.1999889,0.011932701,-0.038027823,-0.45901433,-0.7037545,-0.22914037,-0.48196727,-1.0786763,-1.6130204,-1.7812592,-1.8427174,-1.7871635,-1.7948267,-1.9516956,-2.2761803,-2.4265077,-2.5103912,-2.4907572,-2.4761336,-2.3975234,-2.3526142,-2.356476,-2.7763653,-3.1175065,-3.489925,-3.556683,-3.676333,-3.3609998,-2.601826,-2.2714434,-2.5331123,-2.6008797,-2.8370643,-2.2941716,-2.2946212,-2.29426,-2.2941186
-0.10466635,-0.22002435,-0.275682,-0.33945176,-0.45357773,-0.4892691,-0.7800012,-0.90965325,-1.2321265,-1.144897,-1.1443068,-1.0062237,-0.81760263,-0.558151,-0.16614802,0.17316903,0.56566674,0.8388188,1.1930367,1.4043919,1.1591207,0.5348635,-0.24641874,-0.23840725,-0.68677205,-0.7967208,-0.794572,-0.798689,-0.9747839,-1.5753129,-1.2892267,-0.6250762,-0.7289671,-0.4788286,-0.3504448,-0.73234814,-1.1747447,-1.4369051,-1.2734008,-1.0751369,-0.45638674,0.45616633,1.3826911,1.8464113,1.6285026,0.9993516,0.52304393,0.73994577,1.2052246,2.2998304,5.232127,7.571336,8.670525,8.852512,8.57409,7.9099636,6.688918,5.295744,3.6082048,2.328575,2.1478772,2.3213694,1.2228833,0.87121147,0.25371245,-0.8511344,-1.8527821,-2.2036889,-2.4564013,-2.1124153,-2.0157833,-1.7668867,-1.8079828,-1.9516697,-1.8541076,-1.3257592,-1.126003,-1.2998362,-1.567627,-2.467531,-2.8787482,-2.4406984,-1.5063365,-0.6461711,0.033335626,0.8366365,1.4322484,2.5414271,3.6873155,4.0268097,3.4758427,1.5473456,0.27686542,-0.6700453,-0.7459674,-0.3135043,-0.4425644,-0.9057712,-1.0436647,-0.454422,0.27828044,0.93665785,1.0627643,0.89372194,0.7804654,0.7053509,0.64702356,0.9748695,1.0240133,0.9921378,0.9953678,0.48702705,-0.6759495,-1.1776376,-1.548251,-1.6634228,-1.8174782,-1.9561412,-1.9814208,-1.9767127,-1.7129135,-1.3670192,-0.7029534,-0.24500474,-0.12366913,0.31995568,1.102985,1.3656313,1.2785448,1.2855582,0.93619764,1.7304618,1.7304615,1.7305038,1.7304103
-0.8414365,-0.92698383,-0.9374954,-0.9358671,-0.94897467,-1.0431089,-1.1069196,-1.0187731,-0.9307913,-0.60570115,-0.5307919,-0.03508985,0.38573176,0.6173185,1.3334635,2.2119913,2.8069522,2.7741742,2.1354368,0.8193687,-0.044355765,-0.36491922,-0.23172899,0.8796902,3.0396652,4.4922056,4.423712,3.9386015,3.709639,2.918651,1.6986861,0.2836463,0.016324013,0.33016622,0.55418193,0.21003112,-0.61490995,-0.6514014,-0.14817283,0.17981265,0.053828865,-0.33343554,-0.5162776,0.273777,2.0326338,5.9836693,7.53822,8.167765,8.419423,8.471667,7.800965,6.651908,4.6000752,3.0980325,2.4842358,1.8767478,-0.08571419,-0.7561709,-1.4857235,-1.8680966,-2.1693597,-2.4031749,-2.0028698,-1.1217904,-1.4109839,-1.7464924,-1.1505693,-0.6412357,-0.4703309,-0.6988758,-1.0236851,-1.0727153,-1.0878663,-1.0697981,-1.0917704,-1.023708,-0.981612,-1.1444092,-1.3850582,-1.9497046,-2.3977823,-2.7993388,-2.8690596,-2.3117044,-1.7778778,-1.4650725,-1.1718454,-0.97952557,-0.78828657,-0.91144013,-1.1877949,-1.1358632,-1.268056,-1.6427082,-1.7038959,-1.03757,-0.5046928,-0.8298422,-1.0043992,-0.61311495,-0.49826586,-0.68938243,-0.6716578,-0.5751501,-0.8311791,-1.1040637,-1.0643106,-0.90369564,-0.8053263,-0.6951574,-0.6847408,-0.93383896,-1.3312634,-1.4927005,-1.6425475,-1.6431757,-1.6506125,-1.5916665,-1.5304506,-1.5142294,-1.4857013,-1.6144762,-1.9139311,-2.1936717,-2.581296,-2.5168679,-1.770659,-1.387899,-1.6081352,-1.7688133,-2.1326005,-1.7874367,-1.7877314,-1.7875154,-1.7874053
-3.8931181,-3.845024,-3.8164356,-3.8973703,-4.0089483,-4.062741,-4.240241,-4.1973324,-3.2125742,-2.8491874,-2.6540663,-2.445749,-2.4264393,-2.3863888,-2.0972278,-1.4589866,-0.62552565,-0.007461995,-0.22153144,-0.93882895,-2.0439737,-2.7569048,-2.5828397,-2.4481626,-2.4293861,-2.0358489,-1.5921462,-0.8477018,-1.02981,-2.2134037,-2.8304317,-2.879036,-2.6959906,-2.5383868,-2.4011183,-2.004156,-1.3661933,-0.9776399,-0.66589004,-0.54131067,-0.46037164,-0.38005987,-0.80231756,-2.0671937,-2.649539,-2.3791006,-2.3869543,-2.11031,-1.8567135,-1.8444757,-2.0122037,-2.4583817,-2.6659193,-2.118803,-1.3889337,-0.014828593,1.9755025,3.0801558,3.438232,3.457981,3.317854,2.431308,0.7155758,-1.5238116,-2.847793,-3.4165306,-3.5586405,-3.3541403,-2.8164515,-2.604528,-2.454996,-2.3172288,-2.1568577,-1.9064932,-1.8612671,-1.9606167,-1.7878025,-1.2110378,-0.84612346,-0.6282132,-0.55533755,-0.85418046,-1.127107,-1.3403889,-1.3926928,-1.3598149,-1.2571279,-1.1160672,-0.96440595,-0.6766684,-0.7749668,-1.7430129,-2.7109456,-3.0753517,-3.2975929,-3.5884762,-3.3012543,-3.0818503,-2.4321876,-1.4276764,-0.80745643,-0.6102339,-1.9599159,-3.109006,-3.7249556,-4.0448446,-3.5634694,-2.9940822,-2.793897,-2.8746803,-2.9941502,-2.9901414,-2.8535469,-2.6990786,-2.6010056,-2.5001178,-2.4274366,-2.3619115,-2.3638308,-2.4046056,-2.7139814,-2.8993907,-2.9805913,-2.7366636,-2.5394683,-2.4878395,-3.0031595,-3.3132777,-3.2827315,-3.3520112,-3.3401356,-3.5542855,-3.554044,-3.5542252,-3.554305
