0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138
12.659937,12.686693,12.66284,12.65928,12.5572605,12.460959,12.403681,11.843399,11.365377,8.661568,5.31862,4.078338,3.4935231,3.4207804,3.0844874,2.8730097,2.5388782,1.9569793,1.5234652,0.976779,0.9748667,1.1006904,0.50417507,0.19282654,0.13838997,0.41088727,0.83086723,0.8911513,0.7136456,0.5920062,1.0286169,1.615984,1.6996303,1.8543482,2.1050928,2.2618399,2.8295646,2.9862304,1.9971397,1.1936029,0.3068468,0.21743517,0.40453476,-0.004338026,-0.65068096,-0.39979795,0.2194042,0.31138137,0.102676466,-0.41867685,-1.27617,-1.5463192,-1.558936,-1.3140314,-1.4824877,-1.5166819,-1.388417,-1.2981267,-1.3864529,-1.545096,-1.5849457,-1.5688324,-1.4566896,-1.2253959,-1.0809005,-1.0368296,-1.0498981,-0.8680198,-0.47279823,0.2833337,1.212132,1.1770892,0.45285726,-0.3151853,0.5895229,0.81488985,0.6250798,0.73648465,1.3458571,2.6989574,4.3607025,5.9328265,6.4940214,5.395669,3.599506,2.5819497,1.0764437,0.19032359,-0.5025909,-1.1068345,-1.4201629,-1.0577254,-0.5950449,-0.19100158,-0.107351676,-0.26661593,-0.23139277,-0.25615647,-0.36523676,0.29836097,1.1956799,2.0859456,3.7414777,5.1231375,6.084056,6.278558,5.666673,4.5901814,3.3052504,2.4015467,1.6992755,1.5389054,1.4161774,1.3178617,1.2254723,1.1138649,1.1712558,1.2499931,1.1014895,1.1986272,1.370302,1.5595365,1.7380828,2.015499,2.9064264,4.6919613,6.617773,8.239265,9.322646,10.67852,12.047569,12.584185,12.749044,13.094804,13.108156,13.182867,11.770048,11.769945,11.770111
-2.710953,-2.8122637,-2.8580518,-2.871275,-2.8642673,-2.7012544,-2.5776858,-2.4023955,-2.4823155,-2.7669392,-2.6790452,-2.3638902,-2.2656474,-2.2855449,-2.1222417,-1.8271855,-1.4677038,-1.2530138,-1.0194509,0.044961974,0.6259529,0.6833561,0.53134483,0.3958286,-0.06955999,-0.3483166,-0.8532112,-1.4147255,-1.6585035,-2.290806,-2.6286843,-2.322143,-1.6186196,-1.6177915,-1.6086379,-1.7263554,-1.9002173,-2.2313528,-2.5584524,-2.7207632,-3.0191073,-3.2538862,-3.1891527,-2.938497,-2.3804607,-2.2658522,-2.5664368,-2.3564925,-2.0982232,-2.1120906,-2.352286,-2.6288624,-2.7149503,-2.7168663,-2.5869293,-2.359899,-2.1638634,-1.9977424,-1.6374764,-1.3339235,-1.0079055,-0.64439964,-0.40949702,-0.3480069,-0.30892274,-0.45681584,-0.5881524,-0.38334095,-0.2378219,-0.14609994,0.23986089,0.37844053,-0.45042297,-0.8117435,-1.5433643,-2.1659343,-2.507023,-2.5990644,-2.6909401,-2.5097198,-2.36204,-2.5730863,-2.7065406,-2.2299023,-1.7006612,-1.4988806,-1.0950278,-1.2111516,-1.5022207,-1.4049028,-0.5068781,-0.22189045,-0.24854086,-0.24009019,-0.22678591,-0.13831985,-0.1292932,-0.26089364,-0.46152937,-0.26224503,0.025146563,0.24293987,0.023503646,-0.29187918,-0.413081,-0.53227496,-0.58188504,-0.40044492,-0.081303716,-0.013037473,-0.2645612,-0.5037167,-0.54030174,-0.5365007,-0.53955066,-0.6251065,-0.76898336,-1.0079825,-1.1326053,-1.2387354,-1.314011,-1.4799889,-1.6434767,-1.8965806,-2.469767,-3.1223264,-3.3939853,-3.1477203,-3.04462,-2.8694255,-2.5955935,-2.4095364,-2.3253498,-2.098021,-2.1764264,-2.1985297,-1.6005354,-1.6005173,-1.6005466
-0.6891211,-0.73192656,-0.911729,-0.999442,-1.1482675,-1.1045809,-1.0520178,-0.93801665,-0.6774872,-0.5511866,-1.2925053,-1.7263803,-1.872427,-1.7427927,-1.4397798,-1.1954353,-1.0147088,-0.58969086,-0.3899905,-0.7732432,-1.2553084,-1.671658,-1.864317,-2.0939672,-1.7099574,-1.3598917,-1.4148808,-1.8129134,-1.8099124,-1.7580144,-1.8543329,-2.0842705,-1.3762647,-1.0117297,-0.6955871,-0.5125735,-0.30014834,-0.23175162,-0.307739,-0.278359,-0.41586754,-0.9197494,-1.5766069,-2.0807056,-2.072082,-1.9086132,-2.303548,-2.6526215,-2.6103692,-2.649746,-2.4427352,-1.9919348,-1.5905228,-1.3806415,-1.6165357,-1.8686004,-2.0157127,-2.0726748,-2.0308785,-1.9017712,-1.7402251,-1.5369096,-1.3629553,-1.2509003,-1.2489834,-1.3367206,-1.7568737,-2.2914114,-2.435491,-2.3139763,-2.2613761,-1.9428744,-1.8824726,-1.5274013,-0.9539413,-0.72085124,-0.72938526,-0.93848264,-1.0656749,-1.1552484,-1.0860908,-1.0204463,-0.8626874,-0.7837252,-0.8838564,-0.98127794,-1.3863392,-1.8421022,-2.260424,-2.673741,-2.26109,-1.7294546,-1.3462995,-1.3491926,-1.4060752,-1.4916387,-1.6129332,-1.6694927,-1.742801,-2.0653858,-2.4330158,-2.6759562,-2.8369322,-2.8800917,-3.1843479,-3.3061705,-3.2268858,-3.1827726,-3.2576075,-3.4054341,-3.7981732,-4.138771,-4.284526,-4.315646,-4.1744547,-3.937098,-3.7090912,-3.346375,-3.0653923,-2.710915,-2.416533,-2.2256,-2.2244925,-2.1516662,-2.0790355,-2.0861952,-2.248417,-2.1081865,-1.7353178,-1.2141207,-0.8822624,-0.7125678,-0.7081951,-0.5216632,-0.5173377,-0.5447546,0.41489056,0.41493362,0.41482207
-2.3875353,-2.3525097,-2.338902,-2.3043628,-2.2840047,-2.1490993,-1.969487,-1.678928,-1.7043759,-1.4914974,-1.4256691,-1.5559174,-1.7269254,-1.7868898,-1.818389,-1.791064,-1.8484826,-1.1039224,1.1779119,5.7534904,8.747533,11.005373,11.776855,11.167161,9.494292,7.8065414,4.8318214,0.8601953,-0.50561357,-1.2194123,-1.1847119,-1.0715607,-0.7686462,-0.9691873,-1.1158093,-1.2123395,-1.226327,-1.0643575,-0.49614507,-0.11767501,0.004848182,-0.24473959,-0.8379067,-1.3875309,-1.106093,-0.99968326,-1.2351143,-1.5433106,-1.5408499,-1.5981064,-1.7890865,-1.7190366,-1.171441,-0.58085763,-0.69410986,-0.96093607,-1.1267266,-1.2150209,-1.2466568,-1.1862456,-1.0408696,-0.843261,-0.7218844,-0.6611824,-0.6360413,-0.58691,-0.5803758,-0.55222267,-0.19715397,0.8140245,1.2711828,0.54725456,-0.87643266,-1.2218907,-1.6832758,-2.2321565,-2.4811158,-2.5934498,-2.6195676,-2.4386473,-1.9647532,-1.565635,-1.1552138,-0.56497985,-0.38603055,-0.52601045,-0.56869054,-0.77386594,-0.8506836,-1.0610155,-1.0516863,-0.9296279,-0.713131,-0.55783683,-0.5203302,-0.50334364,-0.5944507,-0.87424755,-1.4733863,-1.700183,-1.7373414,-1.7838883,-2.1320217,-2.2739892,-2.3218613,-2.427387,-2.2301662,-1.8953004,-1.5289705,-1.3406099,-1.3067741,-1.4748118,-1.6492207,-1.7865844,-1.8023171,-1.8028927,-1.729069,-1.5969999,-1.4017196,-1.142052,-0.9222294,-0.9037937,-1.0551966,-1.1643481,-1.2051165,-1.1453745,-1.146555,-0.8061584,-0.85709924,-1.2547308,-1.9467881,-2.0540977,-2.0097256,-2.0797696,-2.161362,-2.1765683,-1.1163487,-1.1162572,-1.1163852
2.218739,2.3481162,2.3748736,2.3604887,2.2693536,2.0634122,1.7537252,0.9215993,0.49732852,0.6798267,1.0068715,1.2274618,1.319437,1.2272997,1.1117058,0.8053119,0.50026375,0.86907274,1.4075879,1.8296422,1.8160242,1.2709049,0.33143196,0.051814437,0.090189934,0.27293363,0.8487861,1.3616397,1.3599918,0.61456925,-0.41359532,-0.9078772,-1.3862655,-1.3752999,-1.3690789,-1.3419135,-1.321383,-1.2890298,-0.867754,-0.27627376,0.530403,1.3461211,2.0389204,2.3605325,1.81685,1.103919,0.3709244,0.27271968,0.10145703,0.18461508,0.32109874,0.91116655,1.778014,2.6380992,3.6864142,4.0144653,4.1679664,4.1452637,3.9948387,3.602329,3.2715225,2.9578595,2.71764,2.4875522,2.4830923,2.6548414,2.895002,2.9483347,2.54918,1.1184667,-0.09493609,-0.29334337,-0.4165967,-1.1917123,-1.8411822,-1.8323879,-1.4863183,-1.2759597,-1.32558,-1.8578751,-2.2731237,-2.344315,-2.2864652,-2.213481,-2.0143955,-2.0844984,-2.3450532,-2.2074072,-2.0727222,-1.6169518,-1.5543964,-1.5330119,-1.3239629,-0.94644606,-0.7773244,-0.7373934,-0.74114645,-0.7396255,-0.5929018,-0.25069782,-0.12598127,-0.25779727,-0.54924923,-0.45960826,-0.29312155,-0.31500068,-0.59909034,-1.030129,-1.6197999,-1.7983592,-1.5099816,-0.8821932,-0.42088675,-0.036751397,0.23893283,0.4580567,0.48769635,0.560426,0.5304266,0.4596811,0.36872917,0.29775688,0.32171366,0.20158595,-0.095317155,-0.6081337,-1.2049681,-0.9865647,-0.3381899,0.22786403,0.321881,0.13837865,-0.021508634,-0.094200045,0.1262312,0.054868042,0.728371,0.7283038,0.72838813
-1.6782777,-1.6438229,-1.5999612,-1.5623736,-1.7050995,-1.9521624,-2.008349,-1.7454214,-1.4893225,-0.8176111,-0.48385102,-0.6348424,-0.69119203,-0.6806785,-0.6622627,-0.6653483,-0.85571057,-0.9381905,-0.43086827,0.39422172,0.43661863,0.0975731,-0.39451963,-0.45009235,-0.5081835,0.09362964,1.1196207,1.3685756,0.18492368,-1.2038689,-1.5882263,-1.599961,-1.5865632,-1.3155704,-1.2155205,-1.3476759,-1.4677993,-1.362082,-0.70661044,-0.3475157,0.008878559,0.37542036,0.47530377,0.47539467,0.20025675,-0.40875453,-0.969453,-0.9772861,-0.7250652,-0.42256415,0.01941365,0.42949718,0.12161106,-0.17999077,-0.33044586,-0.2866793,-0.14536908,0.05412343,0.25179702,0.2506651,0.16215931,0.11302903,0.23666556,0.42136413,0.47292992,0.6764405,0.9217638,0.9354328,0.66779864,0.25222972,0.029321406,-0.0413125,-0.44326562,-0.91823214,-1.8402704,-1.9448104,-2.0330896,-2.026545,-2.2082725,-2.5211012,-2.7142906,-2.7710867,-2.768888,-2.5245583,-1.6505058,-0.8750714,0.52436066,1.2009063,1.179309,0.6183274,0.27468163,0.07673611,-0.14559053,-0.47254348,-0.58876747,-0.5784806,-0.5644269,-0.41127393,0.1400212,0.5693232,0.5304811,0.3839819,-0.23389605,-0.6974967,-0.8253056,-0.8831454,-0.84124804,-0.57163286,-0.13005179,0.28901806,0.2800235,0.13861127,0.17573324,0.33759797,0.49143663,0.53635246,0.47727704,0.49026752,0.46849123,0.3340292,0.16788909,-0.06676945,-0.2648008,-0.5850296,-1.1744455,-1.800149,-2.3079498,-2.7100554,-3.0099702,-2.929535,-2.8028402,-2.7033713,-2.577879,-2.4718218,-2.4142675,-2.3099434,-1.0332718,-1.0332144,-1.0332834
-2.2095094,-2.443674,-2.555982,-2.5944777,-2.6953022,-2.7448225,-2.7722375,-2.9083471,-2.865376,-2.6679509,-1.9908439,-1.5790019,-1.303047,-1.2525767,-1.0790982,-0.8656316,-0.3120594,0.121047735,0.3285442,0.19482094,0.12003529,0.019847184,0.08543676,0.1967355,0.19219895,0.036822677,0.043727204,-0.06993839,-0.6745155,-1.1075515,-0.71016145,-0.3650316,-1.0362439,-1.2132095,-1.2134967,-1.2442234,-1.2537507,-1.2710965,-0.93509096,-0.6288136,-0.5940152,-0.52779675,-0.27670756,0.04423523,-0.05173865,-0.37330818,-0.23358689,0.0014468431,-0.12420645,0.05838281,0.13622625,0.25273657,0.35606608,0.25396377,0.28149524,0.38466537,0.3440591,0.35332662,0.30502945,0.17582874,0.09358645,0.062374104,-0.00024028495,-0.25706086,-0.41950715,-0.46530733,-0.28263158,-0.052614838,-0.036622405,-0.40401793,-0.75674605,-1.4003696,-1.9336543,-1.8945735,-2.400487,-2.3580885,-1.9180814,-1.6743687,-1.7597003,-1.9478579,-2.3062937,-2.5634236,-2.6912994,-2.3496401,-1.3078109,0.035904706,3.5218143,6.3416634,8.839035,10.085538,9.854048,9.136099,8.227375,7.268915,7.0693417,7.6180305,8.190975,9.175445,10.455875,11.044941,10.994309,10.66013,9.561134,7.949613,6.137821,3.641749,1.5969604,1.0247059,1.0417511,1.0276866,1.1472073,1.0113051,0.9136799,0.7772596,0.52456343,0.33016664,0.11955014,-0.15206985,-0.36049062,-0.6865542,-0.90384275,-0.9582329,-0.82184076,-0.75687337,-0.86943245,-1.1065522,-1.2959791,-1.6168072,-2.0779302,-2.3598948,-2.362229,-2.4192715,-2.4475489,-2.4707577,-2.4596846,-2.4050732,-2.059554,-2.0595508,-2.0595417
-0.49055246,-0.53133005,-0.48755097,-0.4901454,-0.36597633,-0.21850143,-0.1046378,-0.14135836,-0.25830853,-0.509912,-0.5398047,-0.49124706,-0.56570876,-0.57926214,-0.5197042,-0.42580873,-0.306796,-0.0045074224,0.6317731,1.646099,1.3702695,0.8550917,0.6872832,0.48075005,0.5227325,0.56732863,0.235304,0.068404734,0.29711074,0.14809798,-0.120712385,0.031493485,-0.061977386,-0.7174375,-1.1167731,-1.1926318,-1.0345116,-0.76029885,-0.49346858,-0.54848325,-0.7379133,-0.6955951,-0.40265217,-0.1316084,0.5583047,0.812772,0.5228105,0.66118807,0.6882646,0.5770453,0.36449686,0.08209066,0.16130838,0.41988736,0.2026363,-0.053562284,-0.08611184,-0.12626266,-0.16600329,0.06635374,0.39620996,0.76781523,0.949919,1.3801852,1.7648983,2.1684372,3.2158577,4.7286496,6.932386,9.188461,10.548539,10.718964,10.302472,9.088456,5.476977,1.7311745,-0.55131817,-0.69044435,-0.6541089,-0.15421864,0.03432427,-0.2232218,-0.28188726,-0.11150143,-0.08830251,-0.06640926,0.7191336,0.8943306,0.8791225,0.9803503,1.6243007,1.8087021,2.0564384,2.4938402,2.4827826,2.3685443,2.0132127,1.4718899,0.66163814,0.4392516,0.51739573,0.46872264,-0.013526738,-0.39944258,-0.5095812,-0.8071415,-0.9605113,-0.827483,-0.50341445,-0.3458835,-0.5650318,-0.79246825,-0.8652572,-0.72680223,-0.31766605,-0.071042225,0.20902006,0.5783615,0.9244166,1.2873138,1.4449539,1.4747443,1.3730795,1.3451697,1.3531265,1.2584358,1.418545,1.3115778,0.6297908,-0.27642357,-0.66733927,-0.5402121,-0.47177708,-0.43975165,-0.5379885,-0.6154564,-0.07223451,-0.07212058,-0.072263
-0.5461544,-0.54720765,-0.55748576,-0.6420652,-0.7428308,-0.98195845,-0.9507999,-1.0722159,-1.3034381,-1.7939438,-1.8498085,-1.3027731,-0.93343866,-0.80424386,-0.63637614,-0.41673952,-0.1991688,-0.59138745,-1.1444434,-1.409585,-1.4764673,-1.4534613,-0.8361007,-0.31463873,-0.4734955,-0.8943558,-1.2521117,-1.5813484,-1.848846,-1.7448221,-1.0091383,-1.0738776,-1.5890331,-1.7244093,-1.7676611,-1.6417093,-1.5930908,-1.5961826,-1.4321295,-1.2882187,-1.5131457,-1.4105592,-0.90921503,-0.47249138,-0.56249696,-0.66785777,-0.17276897,0.7076479,0.8757617,0.73457783,0.41533172,-0.12937224,-0.73479384,-0.98858047,-0.57828844,-0.2637112,-0.18250647,-0.24756512,-0.34847623,-0.5010551,-0.6536943,-0.83131915,-1.0052278,-1.1937109,-1.2756336,-1.4736109,-1.3634741,-1.1227657,-1.0824082,-0.96562415,-0.8794087,-0.94017416,-0.48821732,-0.17146789,-0.8604184,-1.1768749,-0.96865404,-0.5384924,-0.355282,-0.07705359,-0.2072618,-0.6687562,-0.8979523,-0.610251,-0.4373333,-0.08484931,0.5611176,1.0441781,1.301183,1.9028437,2.8798628,3.0376048,2.7912087,2.1834147,1.6597643,1.496001,1.5565585,1.7435709,2.3388846,2.7586412,2.6924598,2.4286478,1.4428694,0.6118735,0.2964114,0.19213352,0.10743204,0.33014652,0.78358626,1.00818,1.2990341,1.2554991,1.2227938,1.2042263,1.1954573,1.2510386,1.2162116,1.0514718,0.92957693,0.62410116,0.39079297,0.29072,0.36931622,0.41404012,0.40521985,0.28007686,0.073217034,-0.7833402,-1.2330759,-1.4840503,-1.5820854,-1.6810892,-1.7330351,-1.6327223,-1.625034,-1.5346577,-1.8225596,-1.8224984,-1.8225349
-3.1520174,-3.0346017,-2.9966965,-3.0530107,-3.0649953,-2.8550222,-2.91871,-2.2128637,-1.8176272,-0.40380228,0.81793463,1.4958084,2.4048877,2.915594,3.7250614,4.410177,6.0104866,8.523652,10.541197,10.7265415,8.792466,5.449625,2.0843103,0.88716084,0.13844007,0.2594429,0.5632131,0.32928628,-0.5463973,-1.6434648,-2.114512,-1.8059251,-1.9535856,-1.7964036,-1.9353302,-2.3302264,-2.7587242,-3.2751503,-3.3211586,-3.113657,-2.717429,-2.2641096,-1.6519809,-0.77730274,-0.20513086,-0.31214473,-1.0506314,-0.623356,-0.08512908,0.497299,1.6437705,3.0377736,5.2546,7.43277,8.690502,9.078713,9.0438,8.969605,8.95393,9.047275,9.174569,9.269992,9.277027,9.051926,8.8574095,8.449951,7.425047,6.1546097,3.773543,-0.17225969,-2.529328,-2.6235929,-2.3565922,-2.635838,-3.3307881,-3.3521063,-2.9684813,-2.8604205,-2.828438,-3.111245,-3.3538623,-3.377336,-3.5654387,-3.8886058,-3.676136,-3.373913,-2.9193316,-2.4805722,-1.7312427,-0.895332,-0.96697843,-1.3621769,-1.695112,-1.78027,-1.6710216,-1.5391345,-1.4774183,-1.4019606,-1.2643073,-1.2517941,-1.3242631,-1.5031894,-1.8507191,-2.172462,-2.5066345,-2.949131,-3.253611,-3.362792,-3.3687491,-3.3216789,-3.1113214,-2.881375,-2.7758324,-2.741611,-2.7895412,-2.7275336,-2.7491899,-2.7149816,-2.6985064,-2.7768004,-2.8606627,-2.871015,-2.9001064,-2.9498298,-3.2037587,-3.760023,-3.9236348,-3.3801723,-2.8901734,-2.2837424,-2.1033893,-2.2089589,-2.322958,-2.4195137,-2.4508958,-2.4945736,-2.9614725,-2.9614983,-2.9614704
