0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103
10.984348,10.642541,10.689587,10.675518,10.755426,10.449191,9.977827,11.244328,8.277422,6.6581917,5.219236,4.349457,3.985365,4.1649013,3.6792684,3.6919098,4.029944,4.499727,5.246246,5.996214,6.373991,6.784925,7.806513,7.7481375,6.9599686,4.9829917,3.8390393,3.2844784,2.8475285,2.575896,1.8758757,0.77400315,-0.054176822,-0.26719293,-0.36888245,-0.48953944,-0.21847071,0.1886459,0.67369986,1.147925,1.2635481,1.4694624,1.6427753,1.581826,0.9596561,0.040482476,-0.47332954,-0.5734423,-0.516176,-0.49741566,-0.5458355,-0.8264349,-0.99417293,-0.72020257,-0.360371,-0.007938089,0.35438257,0.47014064,0.5334594,1.0490735,1.6784582,2.3301413,3.7178874,5.2647443,5.90154,5.94563,6.0045633,5.377565,3.9312415,1.6331317,0.6710013,0.33252376,0.29172742,0.17079836,0.20358734,0.28059196,0.26794586,0.22528395,0.21330205,0.16468519,0.29571155,0.5350246,0.83143747,0.9557668,1.2462242,1.4532578,1.5926821,1.7053891,1.9829223,2.2640529,2.792458,4.2894416,5.2739944,6.8874407,7.9052925,8.938736,10.37569,11.494825,11.979712,11.894199,11.196711,11.196651,11.196716,11.196261
-3.9316134,-4.149293,-4.1775837,-4.2647758,-4.186549,-4.021126,-3.7533202,-2.077979,-3.559477,-3.4825597,-3.190268,-2.9641547,-2.8520365,-2.886162,-2.6731834,-2.7368264,-2.7724476,-2.7556922,-2.7552295,-2.727441,-2.7430687,-2.8997426,-3.1273642,-3.0274017,-2.738356,-2.2042868,-1.9661568,-1.6426985,-1.5505111,-1.5502797,-1.324424,-0.98327315,-0.8178954,-0.8490959,-1.0624844,-1.5857955,-1.8911289,-1.8719258,-1.8517776,-1.7606571,-1.672293,-1.8044846,-2.095674,-2.2135448,-1.8295686,-1.0547924,-0.5886428,-0.44473815,-0.47551823,-0.4907525,-0.42513788,-0.14171363,0.12719002,-0.2874949,-0.5327258,-0.6737243,-0.681864,-0.69697905,-0.67173827,-0.6446041,-0.8554705,-1.0780553,-1.6537806,-2.2154982,-2.4647017,-2.3205657,-2.57662,-2.716898,-2.67155,-1.8479153,-1.147343,-0.7741991,-0.53651536,-0.43569943,-0.45063412,-0.5045646,-0.618896,-0.692409,-0.7159683,-0.70064485,-0.73727894,-0.78561187,-0.7940178,-0.79311556,-0.76444715,-0.7309656,-0.67204654,-0.56173754,-0.49676216,-0.5799133,-0.86194825,-1.434674,-1.3905331,-1.7597334,-2.2186217,-2.4522438,-2.8828254,-3.031902,-2.832745,-2.7785673,-2.0401053,-2.0401144,-2.0400796,-2.0399413
-2.591186,-2.7716494,-2.682948,-2.4994254,-2.3313754,-2.064642,-1.8132014,-0.7185291,-1.2570062,-0.87209463,-0.7166958,-0.9416778,-1.0607611,-1.2123458,-1.6568165,-2.2236269,-2.8069499,-3.0319757,-3.2602837,-3.3781917,-3.3630142,-3.1238546,-2.7493858,-2.1606874,-1.2070479,0.023746759,0.23227634,0.3499121,0.49177736,0.5415689,0.41462046,-0.32296208,-1.3628054,-1.9478061,-2.5403366,-3.3964338,-3.7752986,-3.8343158,-3.8036323,-3.7025099,-3.4440932,-3.1387901,-2.925127,-2.6954422,-2.4448752,-2.2698922,-2.2443035,-2.2596061,-2.3749597,-2.4055622,-2.3591032,-2.3722,-2.416023,-2.4974437,-2.6011293,-2.7529442,-2.8634715,-2.8926036,-2.830388,-2.6978948,-2.5902786,-2.4799228,-2.1813965,-1.9285557,-1.8684044,-1.8682492,-1.7141318,-1.2942531,-0.8684986,-0.85177684,-1.3131306,-1.6625164,-1.8291764,-1.9758532,-2.1339312,-2.2886257,-2.4006314,-2.5004988,-2.6092653,-2.7001872,-2.7929373,-2.830502,-2.9624166,-3.022634,-3.1123223,-3.1467159,-3.2417612,-3.2717125,-3.229742,-3.1404433,-2.989399,-2.7357624,-2.5304613,-2.1959283,-2.0289927,-1.9068204,-1.8194075,-1.574311,-1.4448001,-1.3787152,-0.72099054,-0.7210293,-0.7210063,-0.7211124
-3.520321,-3.4550486,-3.4561582,-3.557945,-3.5508633,-3.3053458,-2.9211214,-0.30365777,-2.1891882,-1.8657286,-1.6126115,-1.5472133,-1.5600635,-1.7021875,-1.7956375,-2.0296226,-2.2324255,-2.3799324,-2.5663323,-2.6337469,-2.6743827,-2.7991943,-2.8454888,-2.5146708,-2.089925,-1.7296083,-1.6786017,-1.5541259,-1.6888306,-1.6459992,-1.4559505,-1.022714,-0.70410013,-0.6724467,-0.8740829,-1.4777944,-1.707551,-1.390481,-0.7699611,0.14195238,1.4314429,2.7123058,3.040633,2.7393363,1.8622158,0.64566284,-0.33662772,-0.87351,-1.1724727,-1.2399927,-1.197279,-0.7863311,-0.25537315,-0.6369632,-0.97320867,-1.2371097,-1.2981157,-1.2935407,-1.2846032,-1.2998086,-1.3689463,-1.3505896,-1.6625993,-1.9366221,-2.0051272,-1.8073032,-1.8206844,-1.8085015,-1.6296148,-0.8722776,-0.2728098,-0.3321989,-0.4795834,-0.6280661,-0.8736431,-1.2372075,-1.5568008,-1.7928506,-1.9587784,-2.0879092,-2.160793,-2.166626,-2.1060212,-2.0697286,-1.9817646,-1.8870767,-1.7655032,-1.5085089,-0.9109516,-0.36441004,0.05633524,0.3904595,0.8020881,0.37013468,-0.27484682,-0.37922448,-0.9550388,-1.5203164,-1.6607068,-1.8394036,-0.24465075,-0.24463685,-0.24467002,-0.24418882
0.89621335,0.78764796,0.6784286,0.6290409,0.5688412,0.18440375,-0.3265798,0.253959,-0.3186953,-0.20211715,-0.33116373,-0.51911426,-0.5463228,-0.78788984,-0.8775667,-0.74906564,-0.6490418,-0.59676397,-0.60324574,-0.673403,-0.8836905,-1.0093293,-1.2699709,-1.6255572,-1.9888003,-2.5448058,-2.5759997,-2.7433405,-2.9874787,-3.0627384,-3.02065,-3.1052403,-2.9198813,-2.6805687,-2.3665614,-1.6504624,-1.105265,-0.8873028,-0.96196896,-1.3040384,-1.5500789,-1.5706342,-1.482973,-1.3591026,-1.2327856,-1.1345376,-1.0597488,-0.93259776,-0.7573049,-0.6822202,-0.7535463,-0.9640465,-1.1452471,-1.0620556,-0.9557179,-0.82457834,-0.82445085,-0.8349321,-0.9527762,-1.0718619,-1.3778954,-1.6580889,-1.8537676,-1.8407502,-1.7702174,-1.8189383,-1.6062562,-1.3921144,-1.0236211,-0.8194358,-0.93080103,-0.80390906,-0.4990549,-0.13881557,0.35224277,0.8571955,1.285109,1.6633657,2.1416078,2.5180466,2.754888,2.8948693,3.0638986,3.1127884,3.0813403,3.005627,2.8967698,2.7382462,2.4598193,2.1068377,1.5406554,0.31173038,-0.33633304,-0.81728673,-0.6876555,-0.6580708,-0.40106195,-0.4099943,-0.775421,-0.77815455,0.24312885,0.24301527,0.24302198,0.2429902
-2.1516895,-2.1778421,-2.0485206,-2.0216384,-1.9269531,-1.9641201,-2.1126153,-1.3283846,-2.5746493,-2.6122189,-2.523919,-2.3685255,-2.2507825,-2.5011268,-2.5391912,-2.5629134,-2.6565938,-2.6549265,-2.5887313,-2.6148117,-2.679311,-2.7178307,-3.0050616,-3.079204,-3.0609698,-2.6213884,-2.27506,-2.2612114,-2.3003054,-1.8687212,-1.1190808,0.36173272,1.4259341,1.302628,0.9559155,0.7417033,1.0768622,1.2513413,1.3201315,1.4647771,1.7726485,1.3484571,0.74751616,0.3676103,0.13344078,-0.11854951,-0.6123605,-0.98472285,-1.1440529,-1.2350252,-1.2995939,-1.3050916,-1.1758301,-1.1530082,-1.1017896,-1.0286332,-0.97164947,-0.99519825,-1.1178421,-1.3686113,-1.638078,-1.9077436,-2.4276714,-2.7841516,-2.8061607,-2.6077993,-2.4484892,-2.2250462,-1.8040359,-1.4710209,-1.3309152,-1.3944058,-1.4637752,-1.4507287,-1.3359323,-1.1806211,-1.0487487,-0.843191,-0.5388657,-0.20100282,0.08025178,0.16032737,0.50401586,0.66747236,0.76111,0.8132832,0.8588301,0.783224,0.7044679,0.5075473,0.14474061,-0.27652937,-0.76157504,-1.5748451,-2.3128898,-2.2813187,-2.3146372,-2.1647995,-1.8401554,-1.8619459,-1.273191,-1.2732275,-1.2732526,-1.2727832
-2.0056448,-2.2580166,-2.4788175,-2.600544,-2.673996,-2.9647393,-3.0860257,-1.7232263,-3.387075,-3.4908614,-3.4323072,-3.2042966,-2.933823,-2.8596902,-2.4554057,-1.8810532,-1.29267,-1.0539553,-0.7610286,-0.65517294,-0.5472398,-0.52666485,-0.59594667,-0.6442727,-0.8752316,-0.9271401,-0.5686282,-0.36030835,-0.18003315,0.3501904,1.2044936,3.3393106,5.30013,6.4256363,7.415017,8.434631,8.811106,8.895632,8.794989,8.504243,8.069384,7.441444,6.8202887,6.103944,5.1257167,3.8643007,2.943459,2.4243755,2.285248,2.1367898,2.075602,2.158267,2.3190851,2.3385792,2.2275095,2.200017,2.2833142,2.2648907,2.2972283,2.113378,1.8959175,1.6540508,1.144393,0.62123615,0.47638005,0.7094345,0.68636656,0.39875424,0.028559387,-0.01703325,0.2733745,0.49845558,0.5277802,0.5782178,0.66681916,0.8442574,1.0584718,1.3196965,1.4541278,1.6382265,1.7708329,1.7215409,1.7979598,1.8094358,1.8706162,1.8729327,1.9919698,2.0387223,1.7499638,1.4209834,0.92097133,-0.023089029,-1.0129687,-1.6929882,-2.1706843,-2.1302125,-2.2413568,-2.4111133,-2.420323,-2.3602657,-1.6965907,-1.6965301,-1.6965709,-1.6961989
-0.8201833,-0.88183594,-1.0033622,-1.271405,-1.3391699,-1.4241135,-1.3839434,0.80873543,-1.08691,-0.9001399,-0.6281401,-0.5492537,-0.5465807,-0.7212815,-0.6452764,-0.69652057,-0.67188936,-0.536354,-0.35558257,-0.2195954,-0.16612288,-0.2112391,-0.42260912,-0.44718227,-0.54492164,-0.697571,-0.58749366,-0.4737084,-0.62620777,-0.3158867,0.21708995,1.1555502,1.847908,2.0878232,2.0969539,1.587867,1.1344973,1.1025809,1.1621889,1.387912,1.5128264,1.5353935,1.3632456,1.2016783,1.050281,1.010834,0.9191739,0.77855897,0.7096342,0.7608535,0.822671,1.284317,1.6649333,1.1782885,0.8212129,0.69213796,0.74597716,0.91861814,1.0157162,1.1140966,1.0112739,0.8668896,0.24468452,-0.41851893,-0.6186272,-0.5286811,-0.7533859,-0.8812785,-0.8073709,-0.18698439,0.24562484,0.05336155,-0.09067493,-0.18563035,-0.36540353,-0.67717755,-0.90559775,-1.023484,-0.9783273,-0.88456094,-0.6493486,-0.44467786,0.14088291,0.43110308,0.8853608,1.2949026,1.7711596,2.3767734,3.6591816,4.5564947,5.071226,5.446151,6.0027943,5.25701,4.252388,3.2603025,1.778486,0.715938,0.40449524,0.30107573,0.83862257,0.83865577,0.8386371,0.8388845
-0.40369418,-0.68365395,-0.9963231,-1.4161597,-1.7133963,-2.1371975,-2.3557212,-1.2830017,-2.5997958,-2.7562518,-2.3498306,-1.7767682,-1.4725537,-1.1972123,-0.38855442,0.6189827,1.8785826,2.2872028,2.438189,2.4141712,2.1157408,1.5476441,0.33021104,-0.55376184,-1.3157656,-1.4186567,-1.2290349,-1.1039329,-0.9712882,-0.7818644,-0.43222588,0.544035,1.4805698,1.8868887,2.1681082,2.6000233,2.514031,2.222219,1.8241875,1.631815,1.7189177,2.3438625,3.7352543,5.5218754,7.4097424,8.644291,9.212798,9.46136,9.667459,9.763159,9.815575,9.703505,9.692924,9.881953,9.963817,9.936418,9.7998085,9.688064,9.549093,9.249219,8.983721,8.640709,7.784169,6.6891475,5.968791,6.142105,4.857217,3.6280107,2.713217,2.7907438,3.285447,3.6969244,3.7683983,3.7369308,3.5057712,3.409958,3.3647175,3.3234296,3.197001,3.0811117,2.9003892,2.7274585,2.3799143,2.2458358,2.0143304,1.8567122,1.707578,1.508839,0.99888206,0.5942602,0.3079753,0.013388097,-0.038207874,-0.31371033,-0.8755169,-1.424708,-1.9658381,-2.164413,-2.0323987,-1.8842645,-1.2757707,-1.2756625,-1.2756925,-1.2756114
-4.605211,-4.342333,-4.260035,-3.9545193,-3.7719312,-3.4545856,-3.4222653,-3.6091945,-3.3201401,-3.2216647,-3.5586534,-3.9147859,-4.0213423,-4.392597,-4.736623,-4.957378,-5.078573,-5.113273,-4.955589,-4.7525134,-4.7898507,-4.9015565,-5.0665736,-5.15928,-4.9353385,-3.923827,-3.3741589,-3.1381943,-3.0729144,-3.0929632,-3.007763,-2.8945777,-2.6847138,-2.4386983,-2.0987747,-1.4804248,-0.8809889,-0.56621724,-0.37294307,-0.5146034,-0.7311579,-0.9837281,-1.2740784,-1.5382261,-1.5791783,-1.507873,-1.7231014,-1.9595072,-2.0486841,-2.1609228,-2.276507,-2.3857067,-2.448007,-2.560402,-2.6707454,-2.7560282,-2.8125048,-2.9013705,-3.018668,-3.277515,-3.4863477,-3.6412547,-3.9831896,-4.1407604,-4.0742083,-4.061743,-4.0666933,-4.2543426,-4.5645695,-4.935537,-4.9524155,-4.9133854,-4.7667,-4.5826483,-4.401999,-4.097578,-3.7967792,-3.4997408,-3.180279,-2.9103408,-2.7509012,-2.686865,-2.526135,-2.4597158,-2.4001913,-2.389569,-2.383973,-2.440884,-2.5560803,-2.7221437,-3.0715232,-3.7085223,-3.8630984,-3.7179513,-3.378136,-3.0187557,-2.5891662,-2.3337476,-2.4589934,-2.578874,-3.623373,-3.6234927,-3.6234095,-3.6236672
