0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190
12.945435,13.027111,11.6849165,12.253462,13.280201,11.395632,13.34287,13.355826,13.284311,13.130075,12.556693,11.009167,8.818957,6.5006695,5.747387,4.514077,3.6522803,3.2382894,2.9715023,2.3316863,1.4289682,1.3325384,0.8973316,0.96004903,1.2135606,1.4374217,1.6029775,1.4769598,1.1890708,0.9199688,1.3298444,2.0606298,2.5621333,2.9046285,3.221814,3.7246857,4.655051,5.1511707,5.9647546,6.2481823,5.2072973,4.4853053,4.046958,3.5789342,2.8075066,2.0206375,1.030063,0.40869415,0.19191042,0.25415033,0.22084436,0.09337169,-0.32258564,-0.7923455,-1.1058174,-1.0807302,-1.1419097,-1.3506169,-1.4692907,-1.4958024,-1.5272974,-1.5034504,-1.3208047,-1.1560888,-1.0430719,-0.8959719,-0.78932405,-0.7092487,-0.7353967,-0.686904,-0.6040598,-0.2608542,0.4865054,1.6493437,2.5211244,4.062403,5.7364902,6.538257,6.7889624,5.988224,4.1341558,4.0017343,4.2514944,4.002576,3.055637,1.9682001,0.7408012,0.074161634,-0.13978016,-0.39127275,-0.5011726,-0.53762907,-0.596747,-0.5284424,-0.11749155,0.6549069,1.8597987,3.3700845,4.551019,4.7731586,4.070294,3.1984267,1.6969758,0.7717905,0.5363122,0.312321,-0.040190518,-0.36577958,-0.4920678,-0.76310754,-0.69227844,-0.42870942,-0.34926322,-0.38832584,-0.15494403,0.09127218,0.46523392,0.43636376,-0.06574098,-0.6587997,-0.8820298,-0.62783957,-0.4409682,-0.42390794,-0.40107995,-0.3347595,-0.4269979,-0.6286123,-0.74546456,-0.73408705,-0.77093977,-0.9157858,-0.8254268,-0.4288959,0.0335368,0.68304026,0.75522196,0.7304894,1.0702984,2.452199,3.6454604,4.655139,4.135715,3.5943382,3.277032,2.9531312,1.851201,0.86101216,-0.124673076,-0.12497375,0.2622569,0.36114693,0.30539614,0.53016853,0.6990257,0.83519864,1.0722284,1.2403172,1.2731915,1.354007,1.4565357,1.6157357,1.8265433,1.7501687,1.7496185,1.7892401,1.831815,1.9952618,2.2776666,2.5379272,2.9119902,3.061067,3.3601677,3.7815685,4.2591085,4.8331885,5.185375,5.5166597,5.835226,6.2190075,6.8194256,7.5866337,8.334661,8.803462,9.450529,10.048938,10.630642,11.092012,11.476677,11.395784,11.395381
-1.7452328,-1.7718699,-1.6470022,-1.7794051,-1.8000724,-1.5383404,-1.8988388,-1.8277961,-1.7768623,-1.7877375,-1.6312252,-1.6068738,-1.7610407,-1.7691748,-1.6206162,-1.4398346,-1.2694149,-1.2118511,-1.1211991,-0.9757222,-0.8702739,-0.9956256,-1.4663126,-2.0510666,-2.4736152,-2.5868034,-2.4855347,-2.3078017,-2.2170696,-2.2068686,-2.404037,-2.4508004,-2.2327733,-2.0815616,-2.0048304,-1.8574424,-1.6529441,-1.5937593,-1.7397714,-2.027759,-1.9694101,-1.9715292,-1.9475489,-1.9231825,-1.6805058,-1.4822036,-1.6286968,-1.6998775,-1.8181281,-2.069518,-2.3125575,-2.6251059,-2.8045459,-2.6875474,-2.550269,-2.4674156,-2.4131458,-2.4531903,-2.6157749,-2.793387,-2.9165325,-3.0256371,-3.2149668,-3.4496925,-3.5927596,-3.5362582,-3.3548517,-3.2113507,-3.073328,-2.691642,-2.2347963,-1.7603016,-1.162466,-0.8311125,-1.0054157,-1.3816407,-1.8494823,-2.3609629,-2.5972571,-2.6039188,-2.3711019,-2.431837,-2.4451494,-2.2959614,-1.958859,-1.7331296,-1.8136809,-1.8099804,-1.3950243,-1.1599375,-0.9852635,-0.87879777,-0.7347948,-0.5311129,-0.25629866,-0.025878146,-0.26218235,-0.90070707,-1.7854946,-2.2248642,-2.212706,-2.0702238,-1.8526328,-1.5935898,-1.2006068,-0.08575809,1.879566,3.6226583,5.095974,6.9803333,7.947849,8.197935,8.172733,8.002277,8.022208,8.059629,8.009127,7.881666,7.481072,6.796896,5.9643736,5.080854,3.6447244,2.5813355,1.909925,1.2440324,0.65712535,0.039269477,-0.3883801,-0.7207563,-0.9007952,-0.97796714,-1.1894715,-1.8484343,-1.8540373,-2.0795388,-2.2448502,-2.3372827,-2.4071505,-2.227604,-2.3555188,-2.2894878,-2.079974,-1.928098,-1.9396182,-2.1408837,-2.2768211,-2.362274,-2.7769942,-3.0838234,-3.2034025,-3.1544003,-3.0447593,-3.1264687,-3.21643,-3.2947748,-3.3652892,-3.408474,-3.4348493,-3.445837,-3.4794893,-3.4920564,-3.5102081,-3.470372,-3.4317813,-3.4204798,-3.3807757,-3.3182735,-3.1995888,-3.0559115,-2.8970258,-2.7904325,-2.5839863,-2.4179602,-2.2259214,-2.069452,-1.7311598,-1.3150162,-1.0744057,-0.8474666,-0.73240376,-0.9066717,-0.9066998,-1.1151135,-1.3313226,-1.3129768,-1.252481,-1.439809,-1.2194029,-1.536758,-1.5380409
-1.065721,-1.1224535,-0.72430694,-0.6234879,-0.98095053,-0.7878128,-0.8732708,-0.8769308,-0.93555665,-0.98473567,-1.0676069,-0.8527998,-0.38979828,-0.4428786,-0.4698269,-0.69708323,-0.72502714,-0.7791875,-0.83194286,-1.0127474,-1.1992625,-1.6218442,-2.390451,-2.9167438,-3.071433,-3.3219194,-3.3297405,-3.218725,-2.8901718,-2.0893688,-1.4858238,-0.77143645,-0.21636775,-0.060987897,-0.14035408,-0.22380134,-0.09129009,0.39273265,0.28067976,0.09354283,0.22396308,0.120387465,0.021907434,-0.01855424,-0.20788062,-0.59487003,-1.0391614,-1.2419099,-1.51406,-1.7653794,-2.0564544,-2.5065434,-2.899288,-3.0584676,-3.1290998,-3.1485014,-3.1717849,-3.1866283,-3.1570926,-3.047164,-2.9671829,-2.888592,-2.668037,-2.460061,-2.1074834,-1.6990447,-1.5315313,-1.5715594,-1.5883738,-1.7275856,-1.9823489,-2.3765016,-2.6531837,-2.5630019,-2.3276691,-2.0290215,-1.8019836,-1.7125692,-1.5654892,-1.0122935,-0.74217695,-1.0095956,-1.147736,-1.1071947,-1.2687979,-1.894608,-1.8980275,-1.4137012,-1.6563253,-1.8840854,-2.0483372,-2.059425,-2.1346562,-2.2196383,-2.1454325,-1.6827967,-1.1738025,-0.98422,-0.9611331,-0.98556733,-1.2892755,-1.5993176,-1.6708636,-1.2444663,-1.09934,-1.68539,-2.5091953,-2.9458904,-3.0707345,-2.9215517,-2.613327,-2.466149,-2.414572,-2.4804354,-2.5930896,-2.5789692,-2.489269,-2.3348632,-2.1374733,-1.9426837,-1.8652558,-1.8164594,-1.873624,-1.9508255,-2.0406022,-2.0687664,-2.0661476,-2.1717913,-2.4438114,-2.7205071,-2.9146478,-2.8962963,-2.3676748,-1.119685,-0.44387737,0.15364271,0.28704658,0.26715517,0.2521298,0.4222514,0.063406825,-0.324465,-0.39758998,-0.36865345,-0.26885825,-0.31977135,-0.57079977,-1.0734704,-1.6341484,-1.6917875,-1.9703746,-2.4052415,-2.6137223,-2.4757001,-2.2656863,-2.1294107,-1.9877652,-1.8912029,-1.8936428,-1.9346459,-1.9183326,-1.9120811,-1.9098105,-1.8364692,-1.8302965,-1.787926,-1.823009,-1.9387388,-2.1633215,-2.3841088,-2.5406458,-2.6454506,-2.7995262,-2.9261408,-2.9865453,-2.8830154,-2.7670743,-2.570315,-2.4179468,-2.3963828,-2.4274075,-2.4265637,-2.4490442,-2.4726248,-2.5306752,-2.526311,-2.3623815,-2.2026055,-1.8952662,-0.7906898,-0.7879909
-2.288708,-2.330124,-0.8519047,-1.2448298,-2.1299932,-0.7190117,-2.1003418,-1.984165,-1.7788181,-1.7473009,-1.4700515,-0.97647077,-0.74371547,-0.60660595,-0.5543952,-0.54234415,-0.39673048,-0.48729408,-0.58749187,-0.6191454,-0.6198408,-0.6970376,-1.2360713,-2.1338956,-2.4887567,-2.5870256,-2.7402034,-2.8559713,-3.0501876,-2.6995416,-1.9133763,-1.306695,-1.2085149,-1.4349536,-1.8603095,-2.1617963,-2.126706,-2.3082845,-2.2064235,-1.9677497,-1.9318395,-1.9910604,-2.109538,-2.161805,-2.0042284,-1.7205459,-1.4709854,-1.0317085,-0.6503776,-0.6273438,-0.7162905,-0.8870956,-1.1481515,-1.3824857,-1.6889567,-1.8688874,-1.9608451,-2.0627792,-2.1430843,-2.0982952,-1.8751088,-1.7618455,-1.7519135,-1.8872957,-2.015192,-1.9188361,-1.8738971,-1.9710212,-1.9348972,-1.7227101,-1.4934103,-1.4491494,-1.3560506,-1.6043802,-1.7598754,-1.7777021,-1.7986144,-2.0625312,-2.2355547,-2.3984184,-2.2514062,-2.30897,-2.3774202,-2.2618139,-1.8282127,-1.5216348,-1.7672849,-1.8644797,-1.0380955,-0.68103683,-0.499302,-0.3538198,-0.21709692,-0.14189309,-0.031205177,0.06149921,-0.20515881,-1.146185,-2.225479,-2.6340063,-2.4681177,-2.243718,-2.1016972,-2.1227143,-2.1933928,-2.1775756,-2.084172,-1.8421042,-1.5505401,-0.8991694,-0.07487959,0.7580177,0.88701,0.84072024,1.2431927,1.5561578,1.8543301,2.1717138,2.5467155,2.243029,1.2891573,0.8498641,0.51158947,0.23905282,0.025170833,-0.30304018,-0.68550247,-1.2392602,-1.7705221,-2.0900228,-1.987329,-1.7070045,-1.2706734,-1.3251181,-1.5892999,-1.8822396,-2.2008088,-2.5633345,-2.8547697,-2.9521725,-2.805124,-2.5231428,-2.6296773,-2.4850683,-2.3879704,-2.463882,-2.384923,-2.2588205,-2.494075,-2.6854334,-2.6038918,-2.2157195,-1.744254,-1.6649972,-1.6009419,-1.5737166,-1.5550542,-1.5819588,-1.6196432,-1.6914226,-1.7541885,-1.7560852,-1.8525187,-1.7699978,-1.7512147,-1.6824574,-1.5724385,-1.4919,-1.4884368,-1.514535,-1.5417516,-1.6374329,-1.7271979,-1.8604643,-1.7918198,-1.7339559,-1.6369038,-1.5435281,-1.5690722,-1.5072869,-1.3655796,-1.357233,-1.1806443,-0.99822396,-0.71697253,-0.40418458,-0.26768005,-0.3893697,-0.43061307,-0.7175889,-0.7188035
-0.1232996,-0.08312994,-0.33979374,-0.27053213,-0.35253745,-0.4250049,-0.50407547,-0.6741608,-0.97098976,-1.1793275,-1.5515305,-1.792552,-1.5829039,-1.5358392,-1.6345859,-1.5741849,-1.6008236,-1.3662057,-1.233248,-1.2124045,-1.247007,-1.127784,-0.6428221,-0.18357313,0.08859278,0.42995393,0.81982064,1.1017159,1.3439147,0.69654536,-1.0590531,-2.2663069,-2.3727667,-1.7981895,-1.3093141,-0.74464834,-0.46518618,-0.92537415,-1.3839836,-1.4680042,-1.4132679,-1.2600627,-1.1374364,-1.182763,-1.378902,-1.5746579,-1.53222,-0.9664141,-0.26591322,0.02123554,0.21803528,0.6401628,1.1326672,1.4674865,1.4936471,1.2469871,1.136432,1.4147743,1.7551458,2.0909061,2.4426491,2.3998435,2.3049319,2.2578814,2.050147,1.5799079,1.2145472,1.1092002,0.9660249,0.6060754,0.2853228,0.16250935,-0.1398114,-0.58432984,-0.7462359,-0.9535748,-1.3892987,-1.407331,-1.1931375,-1.1033369,-1.0374403,-0.9152752,-0.9975319,-1.3756473,-2.0172234,-2.338447,-1.7419224,-0.69980013,-0.27231222,-0.08524607,0.16471049,0.2256609,0.30802602,0.31901518,0.161968,-0.29088566,-0.95241266,-1.305998,-1.1394544,-0.8147111,-0.6011688,-0.28350705,0.52239156,1.7080696,2.6763475,3.570488,3.8687181,4.0012417,3.513579,1.6387811,-0.36415026,-0.7636675,-0.70425427,-0.54362535,-0.57672143,-0.74212414,-0.8847811,-0.9448897,-0.8862666,-0.69365454,-0.5549966,-0.6540383,-0.6784344,-0.5575557,-0.4130049,-0.26862788,-0.07864927,0.2738273,0.72401524,1.18522,1.5479785,1.5283978,0.89723986,-0.90855694,-1.9729408,-2.1137636,-1.8702977,-1.5283356,-1.2711302,-0.82231295,-1.2222564,-1.313398,-0.947649,-0.83530194,-0.9682915,-0.9226301,-0.67159975,-0.20057994,0.94505894,1.6349535,1.9511423,2.0192127,1.9162239,1.7367892,1.4860916,1.3497965,1.1087074,0.95465636,0.9563111,0.9221028,0.8494493,0.6551953,0.37970582,0.1194257,-0.08802298,-0.303395,-0.4589496,-0.65787,-0.92058724,-1.1729782,-1.4979484,-1.5952888,-1.6054657,-1.6148145,-1.8477018,-2.119948,-2.1661663,-2.1836705,-2.1054158,-1.9506481,-1.7350826,-1.5218889,-1.3694112,-1.4244368,-1.4586408,-1.5483558,-1.5642366,-1.5280769,-1.4529281,-0.42771235,-0.42514682
-2.2458196,-2.2136745,-0.41399288,-0.74762857,-2.3833241,-0.21804023,-2.5787978,-2.6372428,-2.6382303,-2.678896,-2.464996,-1.714803,-1.3969542,-1.0948343,-1.1215255,-1.1092298,-1.1314802,-1.1957309,-1.2368333,-1.2826858,-1.092216,-0.89951324,-0.5256063,-1.1998082,-2.16365,-2.4893079,-2.2625523,-1.9254225,-1.8316294,-1.9953239,-2.1824913,-2.639123,-2.9228714,-3.163797,-3.0907793,-2.9384444,-2.9742892,-2.8630822,-2.8782258,-2.6405292,-1.7863388,-1.3562429,-0.89062345,-0.18628597,1.5919368,4.138876,6.991023,8.630081,8.914243,8.849028,8.665043,8.376313,7.894258,7.1108284,5.4006367,4.2593985,3.4737825,2.5418382,1.9410975,1.2521695,1.0411202,1.1673946,1.2275963,1.0563053,0.88030136,0.7817137,0.8226353,0.8125844,0.81743777,0.82013285,0.7270524,0.66532135,1.0399709,1.4857794,1.1989771,0.38766003,-0.48008496,-1.0291553,-1.2792888,-1.5491405,-1.3383117,-1.2384819,-1.2266836,-1.0455139,-0.054576308,1.3237101,0.8504139,0.01612246,0.33766663,0.7264441,1.0556084,1.0424803,0.94728935,0.84423995,0.5596159,0.06220469,-0.39391434,-1.1347094,-2.1102233,-2.273979,-2.218168,-2.1196685,-2.1518934,-2.5290394,-2.7696433,-2.779841,-2.5712776,-2.5653415,-2.6565685,-2.2160106,-1.354692,-1.0685644,-1.0842868,-1.2046201,-0.85478926,-0.5885971,-0.30927908,0.10420081,0.49105752,0.017554402,-0.6387676,-1.0848285,-1.3227279,-1.4074049,-1.4509904,-1.4558976,-1.2593026,-0.93716615,-0.5807464,-0.09505516,0.16247031,0.002523452,-0.63961405,-1.2821286,-1.7400348,-2.3434312,-2.6486683,-2.7206967,-2.6577296,-2.4437115,-2.4464402,-2.4880314,-1.956507,-1.5327277,-1.2783883,-0.7591382,0.3291444,1.1567107,1.5357492,1.4830254,1.963584,3.190003,4.2369018,4.9508944,5.444637,5.7024927,5.9452405,6.034459,6.0779924,6.0577884,6.107452,6.2714405,6.328573,6.4298115,6.482947,6.540859,6.6031146,6.630103,6.4811893,6.213992,5.814678,5.501671,5.0099406,4.3157086,3.6633744,3.0149083,2.3334923,1.6880807,1.1208737,0.63963544,-0.028262109,-0.30839843,-0.5123322,-0.54770386,-0.57911354,-0.55141544,-0.80378544,-0.84825486,-0.9718773,-0.21812534,-0.2178855
-2.6827545,-2.6055727,-2.9203534,-2.9328866,-2.5304704,-2.85865,-2.610159,-2.5615258,-2.5555086,-2.4522529,-2.335126,-2.1921103,-2.3077126,-2.0482433,-1.879817,-1.6798226,-1.4350456,-1.2589374,-1.1304069,-1.1978633,-1.4458365,-1.4620253,-1.094768,-0.49549598,0.059478015,0.3955146,0.524191,0.5879201,0.48434645,-0.11831118,-0.8243651,-1.6710445,-2.2229877,-2.5314813,-2.5223331,-2.58563,-2.8162248,-2.7161508,-2.7749486,-2.7916439,-2.8092358,-2.6641138,-2.6376398,-2.5874767,-2.43286,-2.1794899,-1.7570503,-1.3984247,-1.1700637,-0.89991164,-0.5459704,-0.30788442,-0.13885176,-0.08185175,-0.09551397,-0.1606912,-0.16193521,-0.012739271,0.21279886,0.3358132,-0.031129621,-0.12949695,-0.1640596,0.10436796,0.58408153,0.9577472,1.278385,1.449471,1.5307579,1.6483119,1.5499706,1.1636406,0.73612976,-0.07092071,-0.6255778,-1.2179393,-1.615678,-1.8286936,-2.143365,-2.6641407,-2.4370015,-2.3280916,-2.292918,-2.1617618,-1.43542,-0.08799641,1.2968283,1.3464174,1.2159492,1.382471,1.3327093,1.2709975,1.2973572,1.3095632,1.0567865,0.55961245,0.21072245,-0.19660659,-1.4072406,-2.0950234,-1.9187412,-1.33851,-0.4528798,-0.4729833,-0.81967103,-1.1862707,-0.9486166,-0.7308291,-0.75323653,-0.59662807,-0.38277027,-0.24043496,-0.24041747,0.04390329,0.5610327,0.6046469,0.6088932,0.33845118,0.06343244,-0.14413641,0.096132256,0.64581215,1.9515586,3.487355,4.94393,6.319379,7.346922,8.167905,8.6792145,8.916193,8.822002,8.499168,7.838461,6.5526342,4.894395,2.479322,0.86063695,0.035872832,-0.38132763,-1.1161325,-1.7275336,-2.380173,-2.603023,-2.5884361,-2.4832306,-2.338738,-1.8513273,-1.3318009,-0.6511334,-0.6685406,-0.6789018,-0.23744658,-0.1689399,-0.43951637,-0.6636624,-0.833,-1.064769,-1.2138867,-1.2570114,-1.2639405,-1.3401605,-1.4774324,-1.6482189,-1.6896436,-1.7472463,-1.7954288,-1.802747,-1.7849724,-1.8189025,-1.8546,-1.9427087,-2.0024757,-2.0387917,-2.140245,-2.2693615,-2.5406795,-2.6779637,-2.762609,-2.9084797,-2.9897676,-3.0700436,-3.1994216,-3.2055817,-3.151012,-3.0485802,-2.9447868,-2.7849483,-2.6088984,-2.597312,-2.8586383,-2.8585944
-1.4816934,-1.5179896,-0.37840113,-0.623019,-1.4198571,-0.40574557,-1.3433609,-1.2629772,-1.0196216,-0.89753294,-0.5014376,-0.41448802,-0.6647319,-0.38904452,-0.24700524,0.009236466,0.23601343,0.16898675,0.09513601,0.12712562,0.3454292,0.45607474,0.4185081,-0.08572081,-0.6104145,-0.92649424,-1.126664,-1.09159,-1.0333024,-1.2196262,-1.709727,-2.010272,-1.9846104,-1.9855632,-1.9639772,-1.813824,-1.6572131,-2.0101435,-2.141524,-1.7457083,-1.3333606,-1.4375938,-1.6330479,-1.9011755,-1.9048476,-1.7222472,-1.5893683,-1.1299071,-0.65190697,-0.5606566,-0.6678913,-0.8796333,-1.0817811,-1.104934,-0.8763157,-0.6229603,-0.38166538,-0.13701746,0.008160353,0.30709326,0.47382015,0.28123704,-0.11157012,-0.5106007,-0.86205685,-0.97375304,-0.97906464,-1.0382376,-0.99349064,-0.8642437,-0.7092542,-0.45028228,0.01074487,0.099719524,-0.22629648,-0.7448028,-1.336336,-1.8010321,-1.9687606,-1.9279678,-1.610264,-1.7469004,-1.8911912,-1.9202776,-1.7624177,-1.7428033,-1.9419093,-1.3424003,-0.5156279,-0.30271837,-0.27435327,-0.24458179,-0.2891218,-0.3420436,-0.3736772,-0.6188825,-1.5837908,-2.3811767,-2.7664366,-2.6735127,-2.694133,-2.4879997,-2.330006,-2.397995,-2.2800593,-1.7172625,-0.7485132,0.7009777,2.244753,4.676297,6.350701,6.938899,6.7113123,6.5361047,6.6043386,6.7565393,6.6686573,6.5846553,6.229151,5.573642,4.579839,3.7473984,2.7747612,2.1166825,1.6716061,1.1890193,0.731528,0.28042608,0.09287362,0.0908245,0.32596177,0.49647278,0.38011754,-0.53822076,-1.0655301,-1.8166662,-2.2347345,-2.3678484,-2.3936849,-2.142899,-2.055487,-1.6042056,-1.2177157,-1.1431322,-1.1716489,-1.3165054,-1.3294065,-1.2711478,-1.4943781,-1.5968076,-1.5661623,-1.5794771,-1.3436363,-1.3788483,-1.4323184,-1.4582264,-1.4601278,-1.4901556,-1.5172048,-1.5603243,-1.6085532,-1.5501604,-1.5242774,-1.4273224,-1.3430644,-1.2653987,-1.1007323,-0.90237725,-0.6368389,-0.42182666,-0.25928223,-0.24808912,-0.21433067,-0.16124967,0.09868343,0.20837857,0.3816347,0.44021717,0.36951995,0.4571724,0.634181,0.5973912,0.7436218,0.792414,0.90473485,1.1310806,1.1780767,0.9336616,0.877283,-0.40190473,-0.40552235
-0.43342817,-0.4135605,3.2219367,2.6674833,-0.5937123,3.3636935,-0.6601337,-0.66197276,-0.7000444,-0.7572928,-0.8270255,-1.0915815,-1.071396,-0.5808611,-0.22471833,0.23510818,0.32018426,0.10803241,-0.07400053,0.05585478,0.36928204,0.8344703,1.7952756,1.9708316,1.1065917,0.67296803,0.45547926,0.3359318,0.1812325,0.0760651,-0.42559654,-1.1959008,-1.4437506,-1.4424957,-1.190289,-0.7239197,-0.68530816,-0.71752197,-1.075597,-1.8418418,-2.3873851,-2.395399,-2.2645526,-2.1358674,-2.0678089,-1.9591715,-1.6449306,-1.519361,-0.75962406,-0.03163641,0.7522501,2.140841,4.2250867,5.986877,6.817951,6.9288216,6.983877,6.944311,6.7790403,6.5142574,6.33025,6.0749307,5.320139,4.1900415,2.650072,1.2289444,0.39555326,0.20521492,0.1391812,-0.0187366,-0.1445576,-0.0761244,-0.33932805,-0.7794487,-1.0966475,-1.3456113,-1.4832376,-1.7637527,-2.12868,-2.6275315,-2.6002345,-2.5170274,-2.3968718,-2.3591359,-2.2986763,-1.7464674,-1.4139456,-1.5774145,-1.7389878,-1.6049142,-1.5442233,-1.5140649,-1.2540833,-0.94528383,-0.8358925,-0.86077446,-0.6446501,-1.1078376,-1.9518986,-2.3798938,-2.1165526,-1.6123959,-0.82908463,-0.11796093,0.24188566,0.9188587,1.7994081,2.0835397,2.0626922,1.5670091,0.9236534,0.45393473,0.5796803,1.0209768,1.0367836,0.9307921,0.669982,0.16792414,-0.20177968,-0.022124676,0.65024436,1.158466,1.8999702,2.3856437,2.6595533,2.6307647,2.4505174,2.1893044,1.9003773,1.4431174,0.9655169,0.6146778,0.17778242,-0.28020662,-0.71427304,-1.367183,-1.6416703,-1.6685665,-1.5373077,-1.3316731,-1.4221486,-2.1526766,-2.5227594,-2.6112337,-2.6577773,-2.6358657,-2.4558878,-2.0144775,-1.3424765,-1.3686229,-1.4867462,-1.347224,-1.3513095,-1.4797695,-1.6117386,-1.7058158,-1.761884,-1.7760345,-1.6989995,-1.5702953,-1.4823837,-1.2089572,-0.69183505,-0.59330773,-0.33539027,-0.20447509,0.15551358,0.8215153,1.9572289,3.0082772,3.9563324,4.627688,5.2836823,5.6745915,5.7883773,5.9925146,6.341668,6.7469616,7.0204353,7.2433896,7.4100175,7.422529,7.378285,7.2094984,6.98487,6.562542,6.1169443,5.6777706,5.4562445,3.3696918,3.364038
-3.0056658,-2.937891,-3.2791858,-3.1244333,-2.7652478,-3.3560405,-2.7848544,-2.8144112,-2.9441226,-3.0116508,-3.0657852,-2.6194773,-2.643412,-2.8853586,-3.146962,-3.4593558,-3.5547183,-3.5071502,-3.3420417,-3.252317,-3.3928974,-3.6525846,-3.8826404,-3.8181496,-3.1524727,-2.2776954,-1.5918592,-1.1777301,-1.0747497,-2.0939171,-3.4888601,-3.7076547,-3.5903308,-3.47078,-3.5649533,-4.0308313,-4.418952,-4.3284,-4.080982,-3.8791654,-3.525329,-3.2282758,-3.0717626,-2.977806,-2.8869767,-2.7743225,-2.4249358,-1.8405374,-1.7109996,-1.7595364,-1.8350266,-1.9463222,-2.0050707,-1.873481,-1.8122972,-2.053915,-2.218414,-2.2202678,-2.0383143,-1.62595,-1.0989431,-0.6962575,-0.12505293,0.35896298,0.76385415,1.0141828,1.2051209,1.3741708,1.4813014,1.4887774,1.3189425,1.0994422,1.1665037,0.9247277,0.5067955,-0.33773354,-1.3911475,-1.9444835,-2.1216989,-2.526283,-2.6112785,-2.4689043,-2.4504633,-2.5751462,-2.5863385,-2.1880744,-1.1989863,-0.3947407,0.117096335,0.39215818,0.6164583,0.63913715,0.6227494,0.58032215,0.33467132,-0.35164878,-1.6179245,-2.6381416,-3.3336337,-3.551104,-3.934254,-4.147455,-4.0860825,-3.7587447,-3.4426522,-3.0373979,-2.5513058,-2.1111393,-2.0878563,-2.2266974,-2.4842045,-2.2224877,-1.836051,-1.9589918,-1.8979226,-1.8455536,-1.7760041,-1.6327493,-1.5244644,-1.693409,-1.8567109,-1.995398,-2.1094398,-2.0407448,-1.8914016,-1.6911833,-1.4038568,-1.0832882,-0.8434988,-0.52741456,-0.21525344,-0.08878893,-0.50102806,-1.5505236,-2.139836,-2.4657865,-2.541241,-2.560778,-2.8496885,-3.5253873,-3.7670226,-3.7650223,-3.207634,-2.9458303,-2.9240923,-2.80335,-2.3579903,-1.9286262,-1.0513242,-0.35977453,0.16326255,0.6114384,0.75803614,0.71846914,0.658074,0.64081556,0.52496374,0.43625465,0.44381154,0.40852293,0.3627795,0.23549119,0.001573801,-0.092232466,-0.2196579,-0.38832384,-0.5987796,-0.89237183,-1.3193299,-1.7416389,-2.207182,-2.469293,-2.719128,-2.9898486,-3.2849917,-3.5979993,-3.7948737,-3.887166,-3.90842,-3.8818169,-3.8129778,-3.677988,-3.5937304,-3.5491357,-3.4583178,-3.3525457,-3.1654987,-2.9390855,-2.787117,-3.3546872,-3.3560958
