0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149
8.691584,8.618109,8.610966,8.581937,8.636873,8.6581135,8.482485,8.2742405,7.9269056,7.280039,6.162446,4.997842,4.0302925,2.0963993,1.1008724,1.2132285,1.4157224,1.4322277,0.90007937,0.7039256,0.611653,0.4828494,0.33166468,0.20365548,-0.052731007,-0.41077495,-0.7724345,-1.0221273,-1.1071049,-0.8913735,-0.30371642,0.0978336,0.09358241,-0.07754451,0.019748002,0.11659104,0.070699275,0.17455444,0.26050192,0.28646386,0.16703929,0.23149708,0.122745134,-0.17694703,-0.49503455,-0.86778677,-0.87504166,-0.43331665,-0.10845885,0.08909469,0.34165588,0.95667416,1.9773567,2.7140098,3.9266305,4.710599,5.4985647,5.287877,3.1973312,3.0449274,2.976957,2.432878,1.7774787,0.8338826,-0.032660075,-0.3782264,-0.48781687,-0.3712963,-0.07387957,-0.2581768,-0.3300237,-0.3109252,-0.3515585,-0.22734691,-0.1740092,-0.24442713,-0.33859694,-0.56600153,-0.66809314,-0.6323472,-0.38003987,0.41330856,1.0116348,1.2483214,1.3127992,0.66291493,0.35128778,0.9561838,1.286717,1.8161955,2.3852668,3.2176397,3.7945337,2.8955817,2.2357717,1.7627848,1.6408651,1.552819,1.5112883,1.4380312,1.3320533,1.122268,0.96686566,0.9240372,0.69389445,-0.24392447,-1.3413589,-1.7386711,-2.0547009,-2.207531,-1.9888778,-1.0851699,-0.30507278,0.114659555,0.5664733,1.1600876,1.1605229,0.52726245,-0.38543883,-0.331745,0.24322546,0.6655751,0.57460433,0.2898239,0.010411277,-0.15019162,-0.34049907,-0.46269816,-0.31982386,0.025072977,0.289981,0.9686614,1.6089973,2.4016697,3.9676795,6.292453,7.694371,7.854799,7.862877,8.333254,8.992508,9.94977,10.235028,10.746876,11.033054,11.346566,11.537494,9.371828,9.370419,9.370417
-3.2094588,-3.183412,-3.0901647,-3.0158226,-2.8896432,-2.7576318,-2.695322,-2.5599022,-2.3824904,-2.276689,-2.3931599,-2.5369225,-2.6634588,-2.5444217,-1.8853102,-1.6773252,-1.6182554,-1.8115449,-2.1391208,-2.4317093,-2.7038877,-2.8629527,-2.9984822,-3.0985518,-3.108416,-3.0035162,-2.9233413,-2.8237283,-2.741665,-2.6390414,-2.4401433,-2.3867724,-2.321328,-2.195623,-2.1503603,-2.2544165,-2.4801092,-2.7456932,-2.8688047,-2.8823466,-2.7703624,-2.385767,-2.030034,-1.7272364,-1.6279297,-1.2259929,-0.77882636,-1.0491886,-1.2184641,-1.1709917,-0.91631615,-0.6654087,-0.9183407,-1.6713336,-2.5297227,-2.7818985,-3.1541715,-3.3221679,-3.14684,-2.947908,-2.801971,-2.708305,-2.509399,-2.1486905,-1.7831914,-1.4642823,-1.3781718,-1.6301786,-2.1011279,-2.2639842,-2.2482142,-2.2755957,-2.1503298,-1.9076841,-1.6735889,-1.2092897,-0.5428678,1.1721201,4.5855575,6.817128,8.506388,9.397912,9.063339,7.0519123,2.1646323,-0.3863527,-1.6446787,-2.439715,-2.6766717,-3.006424,-3.2700648,-3.399173,-2.7512364,-2.278881,-2.3923993,-2.466114,-2.6487603,-2.8394685,-3.001186,-3.0630913,-3.0915022,-3.1490753,-3.2073913,-3.2166495,-3.1948056,-3.1104803,-2.871676,-2.5878582,-2.096421,-1.5117027,-0.90151906,-0.33249778,0.038480908,0.11324471,-0.06673275,-0.21667257,-0.2777563,-0.20468925,-0.026096463,-0.1692228,-0.33352566,-0.36976215,-0.043094695,0.27756062,0.38873127,0.5726237,0.6333648,0.6308464,0.7257601,0.777699,0.7730196,0.7356525,0.7457974,0.5947055,0.27982682,0.07655577,-0.36300674,-0.76942563,-0.9883224,-1.254216,-1.5943558,-2.0407388,-2.1324368,-2.096275,-1.927244,-1.8782465,-1.8444291,-1.0322502,-1.0315902,-1.0315859
0.424904,0.4131928,0.32543656,0.30906522,0.34118643,0.2578729,0.22158077,0.081085294,-0.06169623,-0.17872193,-0.021461159,-0.04225126,-0.07233232,-0.4298811,-0.9832512,-1.2266219,-1.2078378,-0.83546394,-0.48817927,-0.69938064,-1.0756088,-1.3926034,-1.6952753,-1.9141338,-2.140437,-2.3028564,-2.3300502,-2.2731907,-2.109224,-1.8817164,-1.7299432,-1.7200174,-1.8900818,-2.113839,-2.2868483,-2.1168153,-1.8691695,-1.7553358,-1.8838549,-1.9664773,-1.9821393,-1.8175745,-1.7534084,-1.6555159,-1.5079412,-1.4777354,-1.2790174,-1.1901388,-1.2805405,-1.3828875,-1.7255433,-2.157123,-2.4510794,-2.3565612,-2.1503947,-2.2249212,-2.4883518,-2.1860976,-1.6699623,-1.4399499,-1.5568726,-1.5689085,-1.1462464,-0.7474887,-0.37035686,-0.7817672,-1.5446789,-1.9432554,-1.8542609,-1.252378,-1.1283059,-1.1767051,-1.3683246,-1.5918202,-1.6881794,-1.6581342,-1.5875387,-1.671575,-2.091794,-2.3299067,-2.556616,-2.4119852,-2.139656,-2.3975973,-2.6076195,-2.4032493,-1.8853369,-1.7139804,-1.7497494,-1.6047647,-1.5114299,-1.8487126,-2.4539287,-2.655387,-2.3610938,-1.9829766,-1.5940434,-1.2474232,-0.9838604,-0.7723291,-0.7348019,-1.139211,-1.4851826,-1.7627,-2.071647,-2.3829439,-2.420796,-2.5510285,-2.826736,-3.097714,-3.2585673,-3.355668,-3.2890213,-3.1323786,-3.1028094,-2.9594045,-2.1862462,-1.641012,-1.5795455,-2.0998006,-2.3160605,-2.1667557,-2.2015061,-2.4195256,-2.5087087,-2.645523,-2.7181401,-2.787713,-2.8165603,-2.8656523,-2.855136,-2.7399774,-2.51612,-2.307491,-2.0867429,-2.0513992,-2.4026003,-2.6006818,-2.6060448,-2.5729985,-2.641354,-2.7043605,-2.7179165,-2.5972772,-2.497561,-2.3852203,-2.2953196,-0.6073318,-0.60742915,-0.6073893
-1.9172465,-1.9135642,-1.8022524,-1.7670419,-1.5986372,-1.4325093,-1.369479,-1.237137,-1.0256317,-0.8100665,-0.7412336,-0.77587897,-0.775658,-0.5842901,0.3405337,0.74012566,1.0795214,1.4893923,1.6986356,1.5057728,1.0915644,0.74307746,0.38347596,0.03512028,-0.29095304,-0.63400716,-0.79410374,-0.94724023,-1.0841737,-1.2403207,-1.4111284,-1.3654609,-1.1430564,-1.0688238,-0.9915551,-0.9571061,-1.0466859,-1.213357,-1.3645254,-1.4409022,-1.4280555,-1.2517868,-1.1469811,-1.0424281,-1.0249019,-0.70490694,-0.18366098,-0.058737278,-0.118700504,-0.27922675,-0.59965837,-0.8994567,-1.3329629,-1.7716511,-1.9251949,-1.9495566,-1.7989714,-1.9219139,-1.7394303,-1.7846226,-1.8228755,-1.7717743,-1.5991902,-1.2573546,-0.9458732,-0.6479742,-0.5350037,-0.70196885,-0.9248218,-0.18539841,0.31076986,0.5009648,0.46829906,0.24403888,0.093601316,0.0060415044,-0.057253048,-0.18015142,-0.33135647,-0.3761385,-0.2509851,-0.13607705,-0.53116,-0.9001601,-1.3428187,-1.2101355,-1.4099091,-1.5622814,-1.5251019,-1.4112568,-1.4772305,-1.8697886,-1.9669874,-1.7636969,-1.7058779,-1.6444837,-1.5799786,-1.498284,-1.3494163,-1.1720941,-0.8844929,-0.6917693,-0.69358754,-0.7269381,-0.78955805,-0.93642247,-1.1743246,-1.2545415,-1.0939207,-0.76940215,0.28652227,2.214494,5.0957613,8.129293,9.859387,11.141312,11.572346,11.684082,11.842951,11.82122,10.987588,9.709061,8.287979,7.1705875,6.8582296,6.1221843,5.251517,4.509713,4.0559363,3.6639993,3.2085156,2.588256,2.330183,1.6829058,0.6499699,-0.40495974,-1.1113979,-1.3103023,-1.288636,-1.3227645,-1.4567615,-1.532791,-1.4800943,-1.2185485,-0.93464756,-0.8035004,-0.74363863,0.840456,0.84004974,0.8397089
0.24058105,-0.15400788,-0.20740393,-0.18405013,-0.1735898,-0.07055722,-0.05970049,-0.015405789,0.026456356,0.12670252,0.20656082,0.3302312,0.262402,-0.39635304,-1.5854007,-1.9962785,-2.031723,-1.5210629,-0.5368753,0.09373596,0.61363393,1.0465267,1.508445,2.0290866,2.656053,3.3616824,3.4918187,3.3774834,2.8704352,2.2381358,1.396476,0.7213268,0.37624064,0.47802812,0.7530217,0.7839034,0.55464125,0.066016614,-0.55262846,-0.99925447,-1.2212614,-1.4526155,-1.4643202,-1.3667698,-1.0787898,-0.6559744,-0.681364,-0.8941397,-1.0613011,-0.9783495,-0.5816238,-0.26236308,-0.3389169,-0.7289733,-1.3446666,-1.4128857,-1.1963964,-0.8247645,0.010840312,0.16459604,0.11796759,0.040484637,-0.5155386,-0.9197178,-1.2127615,-0.8415097,0.015368596,0.97424144,2.1509092,2.0140133,1.4942086,1.2514797,1.751273,2.5054011,2.8995938,3.1806414,3.4954538,3.8380404,3.432805,2.5227008,0.711116,-0.5326501,-0.70461303,-1.0368438,-0.9932791,-0.48655558,-0.79676473,-0.97057676,-1.150842,-1.3458,-1.4903773,-1.217747,-0.9499912,-1.0045141,-1.1066811,-1.170157,-1.0714606,-0.9498058,-0.86796045,-0.9207418,-0.92705804,-0.8054261,-0.6355969,-0.48235458,-0.33755744,-0.21348661,-0.20805547,0.105727986,0.6730027,1.2104855,1.5138208,1.5656416,1.1845366,0.1910676,-0.6308386,-0.6169105,-0.28348953,0.11486737,0.19233786,0.45918137,0.72554,1.0798495,1.629245,1.8606808,1.7809169,1.741042,1.7291503,1.9186604,1.6473587,1.4822495,1.2655518,1.1456318,1.0007582,0.8357401,0.75283235,0.88579464,1.2022935,1.3977458,1.3312773,1.2773515,1.4822586,1.6076125,1.4244328,1.2267785,1.031473,0.9795902,1.0056834,1.4287326,1.4279591,1.4279759
-1.868242,-1.8219086,-1.7506042,-1.664237,-1.4920099,-1.3586525,-1.3106737,-1.2972896,-1.0992098,-0.85735905,-0.6877817,-0.65100336,-0.68455184,-0.37885958,0.9594356,1.7499304,2.058083,1.8065672,0.7796783,0.032873303,-0.04240468,-0.0627581,-0.107197955,-0.078387305,-0.0076801777,0.2511039,0.4148683,0.6904564,1.3550973,2.1170626,2.7122579,3.3587146,3.9046268,4.0515265,4.8234115,5.8872976,6.8647423,7.686277,7.7980995,7.5803566,7.19744,6.452745,5.608225,4.5856647,3.1956248,-0.09989676,-1.7498425,-1.6363175,-1.3341647,-0.9583672,-0.5402864,-0.29278487,-0.39773652,-0.855576,-1.4638349,-1.9685075,-2.5384269,-3.0722232,-2.3566904,-1.5254452,-1.1719613,-0.015182778,3.6643019,7.5429516,9.906376,11.66537,12.058743,11.810257,10.8479805,9.333806,8.329194,7.0247583,5.2385674,2.989358,1.5573052,0.34493086,-0.348958,-1.1586013,-1.078588,-1.0097643,-0.8321099,-1.0873286,-1.6068193,-2.199123,-2.6696088,-1.9298352,-0.82715297,0.072598904,0.053446144,-0.124622494,-0.10752198,-0.16789299,0.010999769,0.59491384,0.64960575,0.4842658,0.03737855,-0.3384286,-0.54576993,-0.6526647,-0.5834147,0.1743831,0.8589153,1.3241034,1.7870219,2.1319232,2.1613631,1.8142688,1.3135104,0.51843333,-0.20277143,-0.51093805,-0.81495625,-0.9747578,-0.7864814,-0.5877699,-0.9636493,-0.8596029,-0.21673687,0.31042522,-0.11191848,-0.086070254,0.52021474,0.9676348,1.1649475,1.3224185,1.3212987,1.265852,0.98248136,0.7268266,0.47201917,0.03011489,-0.2734428,-0.6396637,-0.9942086,-1.1204609,-1.0779362,-1.0867938,-1.0938269,-1.0323617,-0.8954299,-0.64521694,-0.5786147,-0.62381005,-0.5830262,-0.6574427,-0.7116352,0.0705286,0.070622295,0.070463926
-1.6389672,-1.7509587,-1.7271831,-1.8107526,-1.8572417,-1.797497,-1.703537,-1.634232,-1.5331537,-1.3937984,-1.2070541,-1.0897545,-0.9501212,-0.27758136,0.82186127,1.0583167,1.062922,0.6707159,-0.3910823,-0.99613637,-1.0117338,-0.93250656,-0.8700323,-0.86811036,-0.879297,-0.9084059,-0.9395553,-1.0131359,-1.1356175,-1.3385689,-1.5852246,-1.7315569,-1.7341917,-1.6315315,-1.2885983,-1.0525343,-0.923828,-0.7555379,-0.5683794,-0.35288662,-0.013068959,0.4949488,1.0214635,1.4748573,1.7237461,2.19036,3.3547294,5.293515,6.817216,7.8597755,8.800674,9.18479,9.115661,8.501811,7.653034,7.1377077,6.262789,4.9549265,1.8751421,0.9767344,1.04233,0.82843727,0.7316167,0.6997828,0.42898995,-0.012290806,-0.07421291,0.035073638,0.15131757,0.36313745,0.5438417,0.46030194,0.23761931,-0.0060051084,-0.21086763,-0.36796144,-0.4604034,-0.29902494,0.255994,0.50310016,0.6895237,0.2812554,-0.12040129,0.33344197,1.7327514,4.1119695,6.6158996,7.372262,7.2392607,6.8252497,6.2027597,5.165083,3.479043,1.4926898,0.84246385,0.5534896,0.18500644,-0.22567633,-0.6317708,-0.9156252,-1.1939424,-1.352864,-1.4363054,-1.541258,-1.646352,-1.5927998,-1.404119,-1.2432941,-0.98559034,-0.6234202,-0.40334645,-0.53930026,-1.0263612,-1.5244846,-1.7158346,-1.5946906,-1.6341826,-1.224699,-0.8688189,-0.46379656,-0.40273222,-0.5107006,-0.37469348,-0.30060086,-0.28910682,-0.37343603,-0.4789554,-0.60830206,-0.81018245,-1.112224,-1.4017084,-1.9039361,-2.2197046,-2.4256775,-2.6383963,-2.7864969,-2.7522004,-2.5912127,-2.5241368,-2.485916,-2.5025623,-2.641356,-2.6556559,-2.6928704,-2.6262553,-2.6210833,-2.6775634,-1.688007,-1.6868161,-1.6866503
-0.91729283,-0.9678929,-0.9673774,-0.9385809,-0.9598342,-0.9643195,-0.9447005,-0.8377292,-0.7431228,-0.6614015,-0.5784105,-0.4967852,-0.48238477,-0.42661422,0.24989131,0.504267,0.4639027,-0.017151847,-0.56111217,-0.93361354,-1.2360077,-1.2568289,-1.1739109,-1.0788896,-0.82217896,-0.30400288,0.18215895,0.65217245,0.99219084,0.99171466,0.63059103,0.23966545,-0.03191197,0.03106451,0.088989675,-0.16363567,-0.48923194,-0.69321674,-0.5973602,-0.6230767,-0.77210116,-0.93487954,-0.9057214,-0.67973334,-0.15770245,0.8645115,1.097761,0.61118364,0.28353968,0.10811378,0.11550279,0.37209412,0.4695805,0.105925485,-0.72880155,-1.0430245,-1.1567786,-1.3140285,-0.8031789,-0.62710637,-0.54541296,-0.30320513,0.047073163,0.41675752,0.801008,0.99467784,1.1015246,0.6902773,-0.27774227,-0.70723605,-0.66285217,-0.54648125,-0.40166587,-0.39396614,-0.4562214,-0.44528407,-0.30711937,0.4141959,2.1628914,3.8646789,6.0584955,7.6513467,7.5578723,5.901084,2.8585832,1.8567996,0.966149,0.44005737,0.4172836,0.0731723,-0.44929695,-1.1249869,-1.3825386,-0.8551076,-0.72726834,-0.72689986,-0.7355403,-0.7911958,-0.77567285,-0.7549937,-0.60528684,-0.19347867,0.08712831,0.36648816,0.65962964,0.8922839,1.0060599,0.81437314,0.8641218,0.84533554,0.7852558,0.99695855,1.5847347,1.6373771,1.275368,1.352664,1.5174627,1.4080294,1.48025,1.0044277,0.27675816,0.20609087,1.2300766,2.1087058,2.490035,3.1375208,3.4487739,3.5368254,3.8205168,4.0844164,4.2849197,4.2722664,4.2805614,3.896641,3.1350093,2.303246,1.560117,1.1290021,0.9520546,0.6509017,0.46837246,0.3540399,0.37589872,0.43605846,0.6027887,0.5789039,0.595374,1.6024387,1.6031649,1.6031336
-1.3467677,-1.4088881,-1.4461437,-1.4242929,-1.3382823,-1.2036391,-1.1444328,-1.0907913,-0.9284817,-0.61238676,-0.39426708,-0.25177494,-0.2707361,-0.2251885,0.053882815,0.22378795,0.21950155,-0.21354496,-0.96675843,-1.2714691,-1.2559507,-1.1463042,-0.9829162,-0.83425677,-0.6341907,-0.3891193,-0.2562192,-0.17748654,-0.31456164,-0.5728477,-0.7823174,-0.8007398,-0.40248525,-0.26868165,-0.5916599,-0.98074067,-0.9911542,-0.8798369,-0.6331791,-0.46192974,-0.17723796,0.03859982,0.29811382,0.67686266,1.2623103,3.0299313,4.355304,5.53018,5.9529905,6.035392,6.076233,6.1568155,6.062138,5.695691,4.500784,3.3715549,1.4269669,0.2127231,-0.7452552,-0.8371799,-0.74717134,-0.6157222,-0.6604678,-0.5190364,-0.451648,-0.5558553,-0.35075584,-0.032189935,0.10995445,-0.3994603,-0.8308955,-1.1490761,-1.259042,-1.0412439,-0.82378983,-0.6155314,-0.5433936,-0.4916365,-0.79505587,-0.91748935,-0.89261746,-1.1027662,-1.4658995,-1.1006987,-0.72700167,-0.280344,-0.10506596,-0.20923729,-0.44984174,-1.0426196,-1.4887958,-1.740952,-1.7721202,-1.4999661,-1.3681769,-1.3788422,-1.3636135,-1.4111958,-1.4849482,-1.5496105,-1.4782492,-0.7377942,0.13038944,0.895362,1.8598366,3.825068,7.107879,8.724677,9.512293,10.107904,10.725525,11.054926,10.722028,9.647838,8.019404,5.673551,3.873273,2.8122525,2.7100415,3.5632555,6.060395,8.331493,9.575655,10.0650625,10.183516,10.336316,10.670052,10.85417,11.1645775,11.26576,11.35634,11.308663,11.142806,11.155382,11.024288,10.301959,9.759449,9.829936,9.939768,9.652645,8.951394,7.6399097,7.347083,6.7408104,6.3672347,5.9359016,5.606976,1.6083376,1.606743,1.6065831
-2.6334958,-2.504443,-2.4361248,-2.3370035,-2.289595,-2.1693978,-2.0239353,-1.9169834,-1.7586577,-1.641101,-1.5483644,-1.5120423,-1.4988687,-1.2555106,-1.1123883,-1.2977661,-1.5945299,-1.9188585,-1.4911264,-0.9094016,-0.39806497,-0.06753224,0.18312365,0.36145803,0.5654427,0.80885136,0.98190904,1.0751168,1.1237948,1.246591,1.656095,2.0890586,2.8061562,3.3953075,3.6056561,3.3265927,2.6891222,1.7674755,0.84369355,0.17912,-0.15590385,-0.41469687,-0.548901,-0.7411822,-1.0868313,-1.6130738,-1.9134854,-2.0539403,-2.0289545,-1.8308687,-1.471931,-1.3800985,-1.831373,-2.4445076,-3.0818315,-3.2550797,-3.259972,-3.2358627,-2.7599611,-2.413364,-2.4019523,-2.352621,-2.0846155,-1.5731589,-1.304011,-1.4367355,-1.4845577,-1.474061,-1.1690934,-0.35946554,0.17018157,0.7008135,1.3180411,1.7925746,1.8492212,1.408241,0.72312653,-0.03495556,-0.48058432,-0.8164277,-1.3006784,-1.4384747,-1.2535849,-2.0152826,-2.8708053,-2.683939,-1.6775774,-0.98623896,-0.9021444,-0.93995756,-1.1395304,-1.5540977,-1.5330925,-1.6014868,-1.8225335,-1.9780586,-2.1990976,-2.3150516,-2.2905211,-2.0986152,-1.7089002,-1.2116628,-0.9578471,-0.9077362,-0.8495101,-0.68362594,-0.70316577,-0.829564,-0.839892,-0.878388,-1.1759318,-1.4979985,-1.7197664,-2.1008902,-2.9536264,-3.424841,-3.1917925,-2.5036292,-1.9630575,-1.5997735,-1.5491227,-1.4269388,-0.88984615,-0.5275376,-0.41645366,-0.3907642,-0.4766328,-0.4054639,-0.82990557,-1.1721394,-1.5544362,-1.9764509,-2.3403046,-2.7367783,-3.0217104,-3.0351722,-2.881567,-2.7782989,-2.8764997,-2.7309895,-2.424433,-2.1017075,-2.2175364,-2.4222715,-2.540156,-2.5803366,-2.5381513,-3.1355596,-3.1360588,-3.1360621
