0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148
12.048851,12.200235,12.002656,11.419793,10.906767,10.171113,9.52562,7.9825506,5.9088316,3.409482,2.2862225,1.6112049,1.0263417,0.44338447,0.13760732,0.06699826,0.22084671,0.52855325,1.2113669,1.9494004,2.8339949,4.0644517,5.7533054,7.48433,8.206068,7.813652,6.447443,5.4748573,5.05319,4.5186234,3.7976594,3.1465197,2.4662738,1.8064938,1.3075004,0.6891551,0.23827486,0.14286853,0.16349262,0.07555202,-0.101600826,-0.24347481,-0.2302292,-0.1121265,0.085157104,0.33753723,0.3858892,0.27467266,0.0711215,-0.042316545,0.039029576,0.104598984,-0.06594671,-0.08385957,-0.021945437,0.3439135,0.7569538,0.66182125,0.3301062,0.0332672,0.14895354,0.19303042,0.30095896,0.5510555,0.801284,1.0414052,1.4676617,2.1897907,3.1866693,3.455724,3.151924,2.8014967,2.5679607,2.5363271,2.506153,2.3583767,2.1784937,1.8772695,2.1335163,2.2042904,2.0902267,2.1095848,2.6797762,4.113574,5.625906,6.3552017,5.26033,3.7025847,2.6327548,1.870452,1.4962852,1.4114535,1.5129707,1.6965675,1.9042828,2.7621994,4.3757257,5.4321547,6.420831,6.232347,5.078475,3.6286612,3.566505,3.8195577,3.4826822,2.7972486,1.6594017,0.50276136,-0.47073478,-0.74156845,-0.8840294,-0.85069835,-0.5192252,0.4800038,1.7214272,3.0014281,3.4641209,3.433854,2.4475887,2.3143682,1.4834287,0.8160236,-0.12424776,0.011488408,0.4951707,0.78843373,1.2001395,1.8204527,2.0977657,2.3885581,2.883645,3.3603597,3.5642314,3.703917,4.0857773,4.3156,4.4840064,4.745165,4.760004,5.8650765,6.8094006,8.525677,8.976055,10.000813,10.320569,10.981204,9.705724,9.705504,9.705209
-2.7722027,-2.7943964,-3.0131054,-3.1119578,-3.0931814,-3.1127896,-2.9941118,-2.8776493,-2.8144333,-2.7188368,-2.6694064,-2.6486483,-2.5692031,-2.47564,-2.5008242,-2.6537523,-2.7932281,-2.6414132,-2.2870195,-2.0050151,-1.723851,-1.6407688,-1.7550395,-2.42367,-3.3341203,-3.9231913,-4.2740755,-4.1280656,-4.1050825,-4.015029,-3.790666,-3.5774088,-3.3510165,-3.0259738,-2.8380866,-2.960256,-3.1439238,-3.2385726,-2.9236598,-2.7276783,-2.7439833,-2.8391476,-2.984671,-3.1545894,-3.1723998,-3.124545,-3.0542862,-2.840914,-2.4862428,-1.9519875,-1.3461759,-0.84278744,-0.27526903,-0.124159396,-0.054678142,-0.19293517,-0.399254,-0.71712613,-1.1030431,-1.3115853,-1.4189465,-1.4769161,-1.5137942,-1.5073164,-1.6272461,-1.8836555,-1.9989271,-2.0031505,-1.5548797,-1.5028546,-1.6289371,-1.6136911,-1.7050319,-1.9926592,-2.207079,-2.472958,-2.727532,-3.0832295,-3.2462797,-3.220024,-3.2488298,-3.4038482,-3.7120137,-3.6063356,-4.0356007,-4.604329,-4.6016054,-4.323293,-4.194398,-4.0512247,-3.7162313,-3.400021,-3.1163554,-2.8861175,-2.5498896,-2.3322306,-2.4934158,-2.9147906,-3.1258922,-2.9467094,-2.615084,-2.2826765,-2.2614412,-2.3099532,-2.3853488,-2.1357465,-1.9340926,-1.92587,-1.8952049,-1.7587098,-1.1898607,-0.5964579,-0.07965809,-0.008200705,-0.2510817,-0.7017572,-1.3115339,-1.8023037,-1.813332,-2.0397718,-1.9698458,-1.881495,-1.4917425,-0.24918354,1.3172634,2.9948516,4.9173,6.151044,6.7441387,6.9741774,6.973637,6.9347296,6.943903,6.915329,6.894581,6.898839,6.9229,6.8919525,6.7616034,6.4196672,6.0993714,4.9948015,4.5841722,3.851759,3.6263127,3.0810258,3.2156787,3.2159288,3.2163494
-1.0859418,-1.1157987,-1.3627262,-1.6690421,-1.8811047,-2.12492,-2.2837477,-2.3917074,-2.2804966,-2.3247368,-2.3102264,-2.2260919,-2.2125988,-2.4421754,-2.6776552,-2.6568673,-2.6362448,-2.7316813,-2.910888,-2.9508746,-2.835688,-2.4828398,-2.0588179,-1.7185962,-1.7117937,-1.5860043,-1.5678614,-1.7467327,-1.6755941,-1.7013202,-1.8809063,-2.0792265,-2.3115637,-2.1769776,-1.5413225,-1.0898312,-0.97795135,-1.097472,-0.9791614,-0.8213601,-0.8429366,-0.9076202,-0.8688571,-0.8718798,-0.88658416,-0.8874544,-0.8045207,-0.64691013,-0.6323092,-0.7667029,-0.91797626,-1.0138059,-1.2590158,-1.3620499,-1.450608,-1.5559672,-1.6828716,-1.7095865,-1.8293743,-2.0930176,-2.1514673,-2.1935441,-2.2069275,-2.160798,-1.9790573,-1.6480653,-1.3587255,-1.2514967,-1.5353674,-2.0373845,-2.1432266,-2.1870904,-2.1242108,-2.0542095,-1.9832978,-1.9374653,-1.9401226,-2.1440494,-2.734236,-3.2112353,-3.1908858,-2.784908,-2.404079,-2.0036554,-1.4674323,-1.3908738,-1.4725761,-1.5127956,-1.6669207,-1.8684417,-1.855469,-1.4762018,-0.83315825,-0.7811927,-1.1906228,-1.2617241,-0.8741298,-0.88448393,-0.7618365,-0.570048,-0.366224,-0.24860102,-0.3789098,-0.69891274,-0.9245354,-0.8671357,-0.90103024,-1.3714615,-1.8772452,-2.1348333,-2.616108,-2.7023878,-2.373243,-1.4372281,-0.6286254,0.13293207,0.46196055,0.42204264,0.04677984,-0.20607764,-0.815861,-1.2257797,-1.3542277,-1.9608352,-2.873495,-3.407679,-3.6404517,-3.5616155,-3.2196999,-3.0259814,-2.9805288,-2.8626776,-2.7773633,-2.727263,-2.5303211,-2.5160604,-2.5610876,-2.670774,-2.714515,-2.3594003,-2.06991,-1.7852834,-1.7373594,-1.40717,-1.3545007,-1.07006,0.061990652,0.061891004,0.061908685
-3.2034628,-3.0664136,-2.6484168,-2.278606,-1.9316993,-1.6015,-1.3205862,-1.1160436,-1.0017649,-0.989018,-0.93341506,-0.8995033,-0.7919348,-0.85068166,-1.0180366,-1.2747388,-1.653417,-1.8540248,-1.8358703,-1.7394427,-1.6848552,-1.5661744,-1.3275293,-1.1640748,-1.4959668,-2.0999165,-2.4779606,-2.3047068,-2.2257888,-2.1467674,-2.0080328,-1.8945286,-1.7530197,-1.378236,-1.0821834,-1.2432218,-1.5392461,-1.857439,-1.9182141,-1.9413384,-2.0719814,-2.1768425,-2.238901,-2.344881,-2.461146,-2.5269141,-2.3837614,-2.1111133,-1.8293533,-1.5709975,-1.426822,-1.284574,-1.0864657,-0.99990654,-0.7578214,-0.6336621,-0.58477193,-0.7952253,-1.3751495,-1.9353188,-2.0506709,-1.9488704,-1.6870124,-1.2279298,-0.8601836,-0.64821565,-0.5931965,-0.75522965,-0.92230487,-1.0757184,-1.1619029,-1.0863287,-1.0438077,-1.2095194,-1.2747413,-1.2235509,-1.0893495,-0.9207113,-1.397407,-2.0364306,-2.255437,-2.0744796,-1.4573694,-1.3126328,-1.9128507,-2.6359115,-2.9811132,-2.9211912,-2.7376008,-2.569526,-2.4660354,-2.4113321,-2.4959192,-2.9202604,-3.150249,-3.0521445,-2.84602,-2.591485,-2.292226,-2.1897812,-2.0966444,-1.8566817,-1.9429666,-2.2844188,-2.4464529,-2.1655636,-1.8416134,-1.8382509,-1.658421,-1.3787981,-0.9681625,-0.65299624,-0.367293,-0.2720389,-0.40973943,-0.8729467,-1.3914156,-1.8213682,-1.7491472,-2.0610938,-1.9805884,-1.8938227,-1.3337243,-1.1203673,-1.2417574,-1.0946069,-0.22877988,1.1276468,1.7825652,2.1399767,2.2027369,2.2497785,2.2797122,2.199061,2.2053733,2.1562572,2.2582743,2.143756,2.1264157,1.9942042,1.570787,0.7991233,0.5317375,0.20563877,0.09329605,-0.50510144,0.5243143,0.52444106,0.5247513
0.92266333,0.8145149,0.55103517,0.3145079,0.16802606,0.22998846,0.30362755,0.7525459,1.2249572,1.6069322,1.6501026,1.6616209,1.6832298,1.8897308,2.0065923,1.8953454,1.5730861,1.1155939,0.51216227,-0.011605978,-0.737782,-1.3161451,-1.8534396,-2.097152,-1.5251968,-1.0567324,-0.66527057,-0.486929,-0.51259714,-0.47808075,-0.0767608,0.37482244,1.071132,1.5006862,1.3896289,1.3278131,1.3931124,1.6193602,1.5357367,1.2530477,0.9508199,0.6397227,0.26295704,0.2620395,0.28343678,0.24997042,0.16644958,-0.15696886,-0.4170068,-0.727947,-1.0086536,-1.1184243,-1.0128884,-0.86659193,-0.71221626,-0.7614596,-0.8924275,-0.9021426,-0.80622834,-0.59992105,-0.40470225,-0.23934378,-0.104644954,-0.18660869,-0.46075854,-0.70859784,-0.99663335,-1.2930436,-1.7984077,-2.0449636,-2.0513062,-2.1344929,-2.1471195,-2.1240144,-2.076304,-1.9757702,-1.7115182,-0.8477226,0.20761749,0.9018978,0.87194896,0.69188917,-0.17155728,-1.3698266,-1.2373254,-0.624552,-0.16131264,-0.14717132,0.0015620664,-0.09455687,-0.39141065,-0.8920324,-1.2637289,-0.7552952,-0.12065299,-0.037879735,-0.476048,-1.1938055,-1.3237298,-1.3676581,-1.3820127,-1.2988994,-1.2794361,-1.0977575,-1.1992242,-1.5046864,-1.8190027,-1.6561973,-0.871798,-0.04858923,0.602878,0.7135704,0.5275011,-0.3129676,-1.3030753,-1.8406993,-2.0018172,-1.617919,-1.2403362,-0.95523006,-0.53310627,-0.1204662,0.27177888,1.0993657,1.5704296,1.5972961,0.9633696,-0.1643662,-1.0021851,-1.2905775,-1.3052609,-1.3476605,-1.3610692,-1.3604115,-1.3552608,-1.3282027,-1.3233299,-1.4459729,-1.5470619,-1.4041471,-1.1370497,-0.4194326,-0.27693835,-0.47316563,-0.37420854,-0.43181315,0.77351743,0.77353764,0.7733926
-2.5565877,-2.5210216,-2.5807626,-2.5926013,-2.5622768,-2.3784041,-2.266529,-2.1614003,-2.0541103,-1.8620032,-1.761856,-1.6899682,-1.6645913,-1.7418959,-1.4823642,-1.1844155,-0.8364339,-0.64674705,-0.47270286,-0.2986653,-0.22483446,-0.45835465,-1.0119743,-1.7853415,-2.493372,-3.0204039,-3.14917,-3.1543798,-3.2561398,-3.1877909,-2.9187047,-2.639177,-2.2772498,-1.7678187,-1.0995083,-0.5796642,-0.13069738,0.42983636,0.7172955,0.53355217,0.33601803,0.32256544,0.39665043,0.53844714,0.48001602,0.15780434,-0.28381643,-0.53355765,-0.5695377,-0.5907216,-0.76197326,-1.064646,-1.6050248,-1.615416,-1.5080762,-1.354743,-1.0747374,-0.77050173,-0.4344433,-0.068305254,0.06304592,0.15970862,0.22310317,0.104653835,-0.2021946,-0.3778239,-0.41754538,-0.3407599,0.15125802,0.88558793,1.0903403,1.1563237,1.0384287,0.940072,0.87223107,0.66451794,0.344807,0.13232574,0.21227318,0.08503705,-0.68429804,-1.3095413,-1.5594482,-1.8679547,-2.7853901,-3.056891,-2.9917488,-2.8092923,-2.5689545,-2.462142,-2.6021643,-2.7496815,-2.7242436,-2.6996708,-2.8783526,-3.1314917,-3.3722537,-3.1641636,-2.874076,-2.2730267,-1.2959101,-0.57372737,-0.38176882,-0.22574069,0.16701722,1.0917926,2.5369427,3.6006436,3.4905179,2.4633205,1.804116,1.3952253,0.9106305,0.241763,-0.28089887,-0.81370586,-1.1287234,-1.3002775,-1.189348,-1.0817673,-0.5935009,-0.3838507,-0.12151711,-0.34907898,-0.30564994,-0.42894915,-0.45593315,-0.006291354,0.13631055,0.14467598,-0.01030755,-0.09159136,-0.19865552,-0.23382299,-0.5233301,-0.6037759,-0.56048006,-0.2090926,-0.09226868,-0.23206331,-0.43885243,-1.0674231,-1.4523787,-2.1199949,-2.3513584,-2.7110522,-1.1908648,-1.1906333,-1.1901729
-2.9108286,-2.911472,-2.9328504,-2.872892,-2.788184,-2.654295,-2.604685,-2.4760585,-2.3175392,-1.9894242,-1.7615077,-1.6333748,-1.3991508,-0.87736845,-0.23885739,0.099754676,0.18182275,0.056120317,-0.09476371,-0.23206663,-0.42372352,-0.680051,-0.8187445,-0.68749535,-0.7258173,-1.2589303,-1.8241355,-2.1191044,-2.221213,-2.2552443,-2.0935745,-1.9000145,-1.6755332,-1.3948033,-1.2021372,-1.24313,-1.2075199,-0.9588965,-0.83244705,-0.9772885,-1.0544741,-1.0892655,-1.1742427,-1.295504,-1.4910631,-1.5918723,-1.2214411,-0.6429182,-0.030139,0.7797936,1.6035976,2.1526158,3.1384268,3.4504204,3.7253618,4.683271,6.447652,8.236719,9.66123,10.687462,10.870035,10.992468,11.153109,11.241564,11.154623,10.873409,10.303752,9.230589,7.0786695,4.5040865,3.7957873,3.1325998,2.629723,2.2903228,1.8285527,1.565179,1.2583921,0.6506922,0.47945532,0.49250114,0.2227163,-0.14778382,-0.05297923,0.20857252,-0.8755078,-1.8313823,-2.3166099,-2.1758504,-2.1414943,-2.264835,-2.3449886,-2.287732,-2.1114917,-1.8541358,-1.8013694,-2.1108341,-2.3762572,-2.3210573,-2.4563704,-2.4986453,-2.2765431,-1.9747145,-1.8133059,-1.5635502,-1.0292928,-0.49917713,0.3110597,1.616364,2.8618674,3.374816,3.6549082,3.6269727,3.3582535,2.782372,2.2638378,0.7872213,-0.5009536,-1.5218065,-1.5801147,-1.5425396,-0.747882,-0.33155578,0.060397178,0.121236295,0.090864524,0.030893773,-0.31315556,-0.84102774,-1.110905,-1.3550904,-1.5350262,-1.6504147,-1.6992493,-1.8051407,-1.9719536,-1.9998233,-1.9425669,-1.9082662,-1.8494482,-2.0451043,-2.2246203,-2.5507603,-2.5842485,-2.7586346,-2.7405324,-2.6718714,-2.6690292,-2.668639,-2.6680408
-1.6936766,-1.7137349,-1.741092,-1.808196,-1.8558247,-1.9412222,-1.930748,-2.0847764,-1.9382899,-1.4426557,-1.1671021,-1.0222576,-0.6991428,-0.44565636,-0.30560097,-0.30117565,-0.07884586,0.08834499,0.4416148,0.8481517,1.2393938,1.1558678,0.75945723,-0.082770675,-0.78546095,-1.376345,-1.7432708,-1.4851744,-1.3606743,-1.1873455,-0.8459162,-0.47194618,-0.089772254,0.39027667,0.5341286,0.38169882,0.2288776,0.028812233,-0.026293319,-0.059963256,-0.22031361,-0.32892781,-0.39815342,-0.50803524,-0.55559707,-0.6934552,-0.869941,-0.8157141,-0.5627377,-0.3176928,-0.2115849,0.07188674,0.43280792,0.6568383,0.6494527,0.4660657,0.4059196,0.19933778,-0.20210882,-0.59693736,-0.6893703,-0.6627964,-0.5856073,-0.37079152,-0.27481884,-0.54514915,-0.7440199,-0.83144814,-0.4596035,-0.26370385,-0.2841571,-0.20951727,-0.31783295,-0.57054484,-0.76644725,-0.9288924,-1.035659,-1.2970731,-1.6439414,-1.6093305,-1.1269122,-0.5638055,-0.11431965,-0.06443482,-0.5538924,-1.0687191,-0.61742914,0.11114366,0.549388,0.49095625,0.36428547,-0.16031754,-1.042909,-1.6738288,-1.9082073,-2.0100076,-2.2317202,-2.3996992,-2.180331,-1.8136578,-1.3771842,-1.1997216,-1.3083814,-1.5348089,-1.774647,-1.6464975,-1.4555657,-1.4618388,-1.3843553,-1.1346598,-0.8789951,-0.7190886,-0.5458606,-0.52554566,-0.7490612,-1.175276,-1.5502659,-1.7325217,-1.4212972,-1.5952446,-1.4435354,-1.2966173,-0.70673895,0.21853608,1.1388294,2.352973,4.275919,5.9451222,6.7149754,6.974904,6.8551316,6.811805,6.8336697,6.7575817,6.7299957,6.70247,6.691972,6.522915,6.4113965,6.149403,5.7203817,4.805039,4.463887,3.9012132,3.7526863,2.9825263,2.972083,2.972075,2.9720278
-1.1353612,-1.1750883,-1.2330683,-1.1905602,-1.1702061,-1.2591465,-1.2015309,-0.83669126,-0.44325507,0.1365728,0.37711746,0.49703968,0.8149084,1.5303136,1.8289093,1.7575498,1.2356241,0.75763744,0.43689975,0.15759568,0.0861052,-0.1331662,-0.39151487,-0.78865206,-1.3426017,-1.6217315,-1.5267786,-1.0981799,-0.92630994,-0.70239305,-0.3607367,-0.12838262,0.004387796,0.13201392,0.013854533,-0.2494583,-0.3207593,-0.39885607,-0.63219815,-0.8404438,-0.8335591,-0.65928644,-0.5236106,-0.3927521,-0.08837804,0.29133967,0.7070875,1.1227107,1.5120391,1.8989551,2.1793427,2.3247042,2.3632507,2.1430092,2.1175418,2.3893552,2.58597,2.621148,3.03441,3.889286,4.253817,4.095757,3.5885992,2.7814848,1.9277747,0.90732235,-0.03873394,-0.7697413,-1.2772489,-1.1441643,-0.9444839,-0.7002255,-0.56136554,-0.47874975,-0.3931511,-0.30490142,-0.1927639,-0.24150981,-0.32302487,-0.23022115,-0.31327844,-0.549788,-0.6978167,-0.97065,-1.2517694,-1.3478361,-1.1941237,-0.92915463,-0.7984097,-0.7479906,-0.623161,-0.5643636,-0.73104197,-0.24147111,0.6925382,1.0728352,0.6055382,0.09210846,-0.9355041,-1.8307227,-2.3458858,-2.4910848,-2.4150968,-2.2688255,-2.141637,-2.1694736,-2.14295,-1.5598382,-1.0426029,-0.7564635,-0.3302255,-0.13468045,-0.22410125,-0.3479481,-0.596688,-1.432312,-2.1878002,-2.4793656,-2.228788,-2.086715,-1.401129,-0.73371565,-0.051192343,0.8057596,1.2374697,1.4519415,1.1834168,0.6773947,0.4141189,0.40355012,0.6142657,0.71589386,0.7686492,0.79507136,0.9396095,0.8915692,0.89027584,0.768069,0.9097776,0.5750396,0.22937919,-0.33048123,-0.56563544,-0.99687326,-1.1323519,-1.3345087,-1.4530296,-1.4528731,-1.45252
-3.701291,-3.589997,-3.492602,-3.458789,-3.44888,-3.3374183,-3.3552759,-3.287772,-3.076931,-2.6601157,-2.4960847,-2.400384,-2.2785666,-1.8820297,-1.3654794,-0.9199444,-0.16295846,0.42888615,0.83387107,1.0966928,1.1102265,0.82878876,0.17419204,-1.0840082,-1.7952967,-2.174855,-2.4717696,-2.586389,-2.6350353,-2.6605024,-2.557142,-2.3870614,-2.084263,-1.8459371,-1.6320822,-1.3628147,-1.1559649,-0.79586494,-0.6482365,-0.7245326,-0.59791446,-0.26296508,0.13192669,0.37342155,0.5044757,0.45913592,0.0049602985,-0.522854,-0.85417473,-1.0489054,-1.2184831,-1.3863521,-1.5263896,-1.5092123,-1.4712301,-1.6023755,-1.7862699,-1.7885816,-1.6445769,-1.2187198,-1.0126759,-0.7656133,-0.41956022,-0.040243566,0.13879621,0.14703928,-0.13625188,-0.5476774,-0.989815,-1.4558582,-1.595509,-1.7447302,-1.8970065,-2.1360588,-2.3535647,-2.4465568,-2.4295902,-2.0458412,-1.5219165,-1.113095,-1.1116369,-1.5441046,-3.018186,-4.353341,-4.3525243,-4.060891,-3.7472153,-3.4368975,-3.1405232,-2.9028735,-2.9815588,-3.1700854,-3.3323421,-3.438992,-3.6850252,-3.8667657,-3.81847,-3.772243,-3.7763033,-3.6331873,-3.1875174,-2.819252,-2.752411,-2.6818314,-2.7151322,-2.6829557,-2.4309387,-1.9141512,-1.0425584,-0.32870528,0.45323187,0.630381,0.21130762,-1.0611508,-2.3234193,-3.426286,-3.7671814,-3.9863105,-4.227549,-4.158474,-4.3788853,-4.4358053,-4.3156977,-3.580828,-2.5131664,-1.7644674,-1.8352277,-2.2366467,-2.3501377,-2.2558103,-2.2188659,-2.1228466,-2.1027908,-2.1044888,-2.261299,-2.230931,-2.2682598,-2.3730612,-2.3305283,-2.3126104,-2.0555608,-1.7221451,-1.6465454,-1.708939,-1.6557231,-1.6924942,-2.725525,-2.725543,-2.7256894
