0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140
10.481975,10.526351,10.605586,10.719167,10.606699,10.444645,10.305407,9.709352,9.295472,8.244518,6.276947,4.840485,3.6605434,2.8134108,2.3319068,2.037251,1.723227,1.1233807,0.11886105,0.011053532,-0.24296404,-0.46134645,-0.6854432,-0.9045007,-0.47703928,0.75538194,0.93911934,0.30520988,-0.09557107,-0.6066721,0.015419648,0.2118777,0.23157793,0.119211614,-0.06582679,-0.1574673,0.29985932,1.1868261,1.5210997,1.8356827,1.8849385,1.837287,1.7324755,1.6075721,1.5509527,1.3510789,0.7405904,-0.009311378,-0.5376356,-0.49081516,-0.4943113,-0.18396538,0.18056673,0.41289246,0.32421044,0.64241016,0.8833762,0.9784434,0.95188355,0.7973411,0.4257813,-0.08937366,-0.36083242,-0.4415968,-0.35001412,0.7337593,1.7937698,1.5858433,1.1733012,0.6265959,-0.19657958,-1.0740771,-0.9384079,-0.5656175,-0.44793203,-0.2369825,-0.04092139,0.64976734,1.7193394,2.477003,2.878232,2.2153387,1.2818856,0.25367618,0.4676751,1.4407194,2.3543465,3.3670206,4.5601687,5.462329,5.9059353,5.2961073,4.1120033,3.514175,3.233079,3.2614217,3.3089912,3.16642,2.660499,1.656806,0.5467494,0.003766831,-0.035637517,0.24175018,0.6422439,0.76788443,0.7006067,0.5740181,0.43538183,0.37862325,0.4584667,0.6059236,0.8217645,0.9530152,1.0625833,1.3175604,1.524129,1.7025883,1.9679136,2.3171535,2.665965,2.992377,3.641397,4.5624394,5.0218987,6.1030016,7.324933,8.27417,9.078363,9.695816,10.14872,10.645118,10.777918,11.225772,11.910178,12.258921,12.469438,12.363716,10.061369,10.06131,10.061292
-2.296318,-2.2770903,-2.2480607,-2.299332,-2.3438692,-2.3332605,-2.2849932,-2.1889703,-2.2329564,-2.2644048,-2.4325266,-2.5342946,-2.1983008,-1.880285,-1.6515651,-1.5282238,-1.5254929,-1.7428584,-2.3955421,-2.8949113,-2.9374151,-2.6975276,-2.3245876,-2.001464,-1.4588413,-0.25855184,0.21172303,0.42859986,0.047376156,-1.2501912,-1.6332337,-1.8840159,-1.8584616,-1.6539388,-1.4617779,-1.4419634,-2.1073127,-2.7763877,-3.1256857,-3.1949692,-3.131313,-2.9868827,-2.8620038,-2.727237,-2.6321578,-2.6182222,-2.4279783,-2.2564945,-2.3857741,-2.5690784,-2.776746,-3.186328,-3.3345418,-3.0244293,-2.6441314,-2.2108274,-1.9385303,-1.8084517,-1.7520599,-1.7937703,-2.0344102,-2.358425,-2.4125752,-1.8583225,-0.80834967,-0.054996133,0.8147297,0.6996161,0.3926074,0.36600316,0.33540228,-0.35957962,-0.53319114,-0.768461,-1.3620782,-1.8098629,-1.9522531,-1.9610925,-1.8874322,-1.5521483,-1.7692081,-2.149382,-2.3439925,-2.7188292,-3.0878375,-3.050136,-2.672621,-2.5318387,-2.3853698,-2.5766234,-2.692051,-2.5464478,-2.2680922,-2.1105945,-2.0755363,-2.149081,-2.1624842,-2.0079904,-1.7474331,-1.4613652,-1.1721666,-0.9048597,-0.8029317,-0.9606035,-1.3913013,-1.7953602,-2.0545213,-2.1926992,-2.3195648,-2.5100396,-2.6170082,-2.6529214,-2.6750388,-2.6255796,-2.5779064,-2.4871733,-2.448369,-2.4208825,-2.3626902,-2.3053672,-2.1869903,-2.0707917,-1.9688087,-1.8322189,-1.6080182,-1.473311,-1.4027244,-1.3728273,-1.2023683,-0.98569185,-0.80342853,-1.0205636,-1.1610148,-1.1316166,-1.3096006,-1.4298234,-1.3485249,-1.4050754,-0.3371347,-0.33711162,-0.33708727
-0.11749312,-0.12511083,-0.018365562,0.14927709,0.22563124,0.26155865,0.18622358,-0.033715338,-0.2937248,-0.5870255,-0.7263582,-0.7618756,-0.61841786,-0.78446716,-0.86807275,-0.8370365,-0.82331467,-0.875423,-1.0819337,-1.5373952,-2.2129388,-2.6983857,-3.173697,-3.3266397,-3.272709,-2.680801,-2.5770075,-2.7005174,-2.9366379,-2.653338,-2.7369306,-2.8503842,-2.8573313,-2.8592436,-2.7771225,-2.697888,-2.7872353,-2.927689,-2.8236182,-1.8161948,0.0771049,0.580358,0.81142855,1.0780126,1.0086919,1.0196548,0.9877039,0.8156419,0.22108704,-0.6650785,-1.1591436,-1.5221311,-1.6872747,-1.7112801,-1.8244513,-1.7798378,-1.6266931,-1.5685828,-1.578482,-1.6340919,-1.733336,-2.04866,-2.5200925,-3.0034745,-3.0939348,-2.964526,-2.6185308,-2.786791,-2.9815543,-3.2122445,-3.3896794,-3.3627393,-2.9086528,-3.090504,-3.341109,-3.371786,-3.3852887,-3.2354584,-2.6044931,-1.651211,-1.0350778,-0.49350291,-0.4639798,-0.83395,-1.3872709,-2.2788486,-2.8251743,-2.2487738,-1.4797368,-1.272713,-1.5376595,-1.4593058,-1.6007807,-1.8739733,-1.8018527,-1.4305695,-1.0204282,-0.59871614,-0.34376693,-0.063641146,0.4609887,-0.23797217,-0.97006416,-1.447979,-1.820036,-1.6545341,-1.3391259,-1.2943178,-1.3359145,-1.5476921,-1.6899537,-1.7812881,-1.8521719,-1.8936908,-1.8886694,-1.9184619,-1.9229795,-1.9225948,-1.8918386,-1.7216431,-1.6745816,-1.7742529,-1.7415309,-1.3396215,-1.1972146,-1.2809851,-1.3346641,-1.27703,-1.4951712,-1.7697191,-1.8118665,-1.5158517,-1.3876089,-1.3528937,-1.3428484,-1.3591309,-1.5233871,-1.6434228,-0.3077867,-0.3077739,-0.30775177
-1.2644951,-1.2125133,-1.2066181,-1.1987066,-1.0885211,-0.99279803,-0.7679714,-0.4642791,-0.38959017,-0.27743566,-0.052750647,0.11952427,1.0792319,1.9625869,2.5053344,3.0098226,3.3887887,3.970676,3.7183857,2.225706,0.6803351,-0.018858425,-0.6312324,-0.9232886,-0.5861696,0.9236615,1.4785442,1.3671538,1.228086,0.5341438,-0.6032162,-1.2477733,-1.4298561,-1.3605871,-1.2128391,-0.94462025,-0.85956556,-0.8633294,-0.7249571,-0.94401664,-1.9384099,-2.1344075,-2.2397795,-2.303918,-2.3552732,-2.3594527,-2.1468115,-1.8138952,-1.5748279,-1.4955497,-1.660692,-2.163326,-2.1849184,-1.430835,-1.0395942,-0.954557,-0.91647226,-0.8848995,-0.82833576,-0.8096229,-0.8766281,-1.1668215,-1.5419219,-1.6287246,-1.3409562,-0.61074257,0.10952598,0.7120775,0.45715567,0.31958255,0.066616446,-0.96052665,-1.0891645,-1.3865411,-1.798524,-2.0080643,-1.9311614,-1.3038034,-0.40889096,-0.2656597,-0.60967624,-1.013982,-1.1261625,-1.3841704,-1.5618553,-1.7415879,-2.039155,-1.8843839,-1.6640859,-1.7442927,-1.9513909,-2.1800842,-2.31816,-2.36149,-2.4099205,-2.5216784,-2.5830677,-2.4251442,-2.151862,-1.8552724,-1.7064768,-1.6665475,-1.2937131,-1.2476,-1.5481466,-1.9973619,-2.1103368,-2.0086403,-1.9421842,-1.9043841,-1.8753957,-1.8165857,-1.8195345,-1.7719874,-1.6958005,-1.5982747,-1.5669705,-1.553055,-1.4818239,-1.3351625,-1.21666,-1.1624752,-1.004747,-0.47052407,-0.061147913,0.018235177,0.09446362,0.040285915,0.017314851,0.009126663,0.021809965,-0.15478423,0.010555327,-0.00671947,-0.2755197,-0.41966528,-0.6717283,-0.7831718,0.45708096,0.45710462,0.4571071
-0.17095283,-0.21600251,-0.2740442,-0.4850514,-0.9290892,-1.259706,-1.5457271,-1.807025,-1.8167143,-1.9361358,-1.8824936,-1.9350907,-2.4165783,-2.555955,-2.6450548,-2.4577222,-2.18129,-1.3571558,0.8337186,2.4306874,3.3319108,3.714437,3.9465375,3.9549985,2.7722082,-0.014479488,-0.4252094,-0.27995822,0.40132773,1.8931587,2.396825,2.5498667,2.4393156,2.1871388,1.9385438,1.6739662,1.4361234,0.76607704,-0.5349873,-1.8126167,-2.0393372,-1.6058233,-1.4753562,-1.4036252,-1.4215705,-1.5955944,-1.7570724,-1.5775309,-0.6677447,0.50478816,1.460521,2.7866454,3.9335504,4.0278563,3.7991288,3.6880682,3.5191274,3.3588989,3.2461643,3.108636,3.0028229,3.042377,3.1558003,3.0282497,2.1114292,0.21252906,-0.4276368,-0.35100782,-0.1327,0.23531991,0.6301187,1.37275,1.3189386,1.062164,1.4400091,1.7310144,1.9112893,1.4060516,-0.19877425,-1.3192953,-1.3216192,-0.8406082,-0.8031776,-0.4064169,0.16729945,0.646701,0.5909715,0.07224508,-0.5028939,-0.8605969,-0.86492,-0.50398123,-0.12056497,0.07961947,0.026481628,-0.3296537,-0.7029363,-1.0590042,-1.5123869,-1.8718297,-1.8495576,-1.2989352,-1.0928931,-0.8079359,-0.17541042,0.22263598,0.39112157,0.57923436,0.66908556,0.87758297,0.9579507,1.0138245,1.1216388,1.174303,1.1376911,1.1141328,1.0950816,1.0773044,1.0378835,0.86553526,0.6877647,0.66002786,0.5378576,-0.15585192,-0.76224875,-1.1700547,-1.2944634,-1.2115542,-0.877275,-0.8028271,-0.91508174,-1.1883075,-1.165362,-1.1395772,-1.1203525,-1.0519086,-0.8699442,-0.9727557,0.15205988,0.15201256,0.15195352
-0.9866992,-0.99408627,-1.1084838,-1.228399,-1.1432766,-1.0688219,-0.9165563,-0.53561413,-0.26500282,0.50890136,1.1853456,1.395105,1.9643319,2.3529515,2.651359,2.6553473,2.6104422,2.187971,0.7605633,-0.23727483,0.013108369,0.24021539,0.39556757,0.36025977,0.22660537,0.10016918,-0.3830148,-0.84846735,-1.1637427,-1.5598903,-0.93304366,-0.5056191,-0.2906187,-0.29466024,-0.46481606,-0.70102876,-1.0732312,-1.2681412,-1.5551198,-2.3980153,-3.3981903,-3.1195273,-2.6709986,-2.016684,-0.9028796,1.231457,4.9356966,7.9823027,9.651608,10.084812,9.989861,9.504397,8.370323,6.841316,4.980106,2.3387337,0.93057525,0.29162294,0.1047617,-0.024792716,-0.1488416,-0.24993367,-0.3170927,-0.523438,-0.9219113,-1.0163422,-0.77607894,-0.9612608,-1.0537269,-1.2578837,-1.332974,-1.7500504,-1.8020248,-1.1177492,-0.47898495,0.13350046,0.44173396,-0.43696058,-1.2497773,-1.3345587,-1.6119535,-1.3340669,-0.35483795,0.5783646,0.62229145,0.5633018,0.85858285,0.6472226,-0.22963297,-0.65237945,-1.0630851,-1.8576044,-1.9603195,-1.8276789,-1.7801914,-1.8017998,-1.74756,-1.395868,-0.9434838,-0.39082527,0.011742651,0.5119277,1.0119402,0.89195216,0.2567565,-0.51042503,-0.9354749,-0.9165038,-0.8358647,-0.6627736,-0.5773712,-0.54369336,-0.4999935,-0.4314876,-0.37162215,-0.382474,-0.46351814,-0.5614141,-0.6579977,-0.766988,-0.87696075,-0.9420259,-1.2865436,-1.9414396,-2.171205,-2.338519,-2.5701437,-2.7385597,-2.5268416,-2.6002896,-2.6757119,-3.0817864,-3.349976,-3.517428,-3.6744385,-3.7439346,-3.697063,-3.6328864,-0.9717113,-0.9716759,-0.9716754
-1.5226395,-1.5446469,-1.5906494,-1.6700542,-1.628925,-1.6010426,-1.5600859,-1.4508245,-1.4097489,-1.1840197,-0.8671055,-0.53423095,0.031412676,0.23874052,0.34851405,0.45310324,0.53237176,0.3483357,-0.53848624,-1.0347393,-0.8399305,-0.6270246,-0.52972686,-0.4226183,-0.8941188,-1.3063924,-1.7528762,-2.0695221,-2.200054,-1.6217507,-1.09843,-0.9515335,-0.8900745,-0.897254,-0.98095214,-1.0564516,-1.0906905,-0.9669702,-0.48914886,-0.44613242,-1.633028,-1.8006449,-1.6926128,-1.6037252,-1.3644922,-0.9888867,-0.42492604,-0.3194106,-1.1243875,-1.2773185,-1.1736197,-0.9973933,-0.64319503,-0.4557718,-0.5048858,-0.7713746,-1.0239224,-1.1698629,-1.2460353,-1.2196765,-1.0786006,-0.9456727,-0.91197807,-1.0699706,-1.2201674,-1.0899202,-0.778798,-1.2418151,-1.3630054,-1.2658318,-1.0360427,-0.33818313,0.22868726,0.49774498,0.6608917,0.7846569,0.6974797,-0.28527185,-1.0036616,-1.0494494,-1.6519736,-2.1051078,-1.998858,-1.5103501,-1.1515777,-0.8942162,-0.57176036,-0.99355733,-1.5807211,-1.9551959,-2.2175734,-2.485601,-2.2827153,-1.981483,-1.8954118,-2.0119147,-2.1315022,-2.2195177,-2.2753737,-2.2910337,-2.392967,-2.382237,-1.8589214,-1.134351,0.0797987,0.87057817,1.1706226,1.2249794,1.2086818,1.1579363,0.9958937,0.7486859,0.56175303,0.40551752,0.36732894,0.3015312,0.20741236,0.10416739,-0.014320627,-0.16636658,-0.1794498,-0.12510736,-0.34922373,-1.0814679,-1.4173174,-1.7742702,-2.3569374,-2.8506393,-2.9597282,-2.8213656,-2.7700489,-2.7757857,-2.7366757,-2.7272077,-2.7309694,-2.7272708,-2.807812,-2.7162154,-1.490317,-1.4902939,-1.4902794
-0.3119594,-0.27329868,-0.27624658,-0.37940973,-0.3786641,-0.3931417,-0.37071216,-0.26507205,-0.313517,-0.22711128,-0.11321396,-0.017137919,0.2573009,0.6407379,0.6426664,0.5000266,0.29965407,0.09567484,-0.34842768,-0.84778357,-0.68050677,0.006265998,1.5851071,3.2534902,6.1645575,8.33918,8.901169,8.958774,8.550488,6.3984284,3.5426464,2.39244,2.1797144,2.5680966,3.1453338,3.5562754,3.632134,3.317025,3.2844095,2.2844188,-0.8510618,-1.6489896,-1.788161,-1.6765745,-1.5400298,-1.2382004,-0.70586544,-0.14160812,0.053139433,0.0879975,-0.14161095,-0.65362895,-1.0011166,-0.78592587,-0.3786571,0.13295895,0.37628233,0.5740595,0.7206117,0.8211575,0.8600939,1.0002075,1.3569165,3.1962018,6.655243,9.462299,10.935756,10.578469,10.372207,10.287327,10.290377,9.533939,7.9561195,5.5083055,3.123156,1.2917582,0.6084201,0.7350966,0.7888966,0.71518,0.3181988,0.035885558,0.23683736,0.49308336,0.18281421,0.030979112,-0.11241269,0.038867228,-0.48828804,-1.5175298,-1.8740629,-1.9718878,-1.9610109,-1.9957414,-2.180761,-2.4618807,-2.6356254,-2.5616846,-2.1644874,-1.6503751,-1.2211292,-0.25469443,0.3112857,0.27645603,-0.3302794,-1.0333881,-1.5564011,-1.7779248,-1.8612137,-2.0386133,-2.1536021,-2.2161367,-2.2453256,-2.2209501,-2.2039707,-2.1951165,-2.232417,-2.2620418,-2.264274,-2.3425655,-2.3508072,-2.2695115,-2.1941445,-1.9331592,-1.3238149,-0.6777884,-0.34621343,-0.33688056,-0.42649415,-0.32684243,-0.14568305,-0.17913732,-0.12156165,-0.14071387,-0.43811396,-0.6014949,-0.8097678,-0.91016066,0.74158424,0.7416202,0.74165654
-0.7020391,-0.70942235,-0.787709,-0.9712215,-1.087952,-1.106498,-0.90859383,-0.74864936,-0.68069935,-0.609653,-0.7025283,-0.91544676,-1.1452259,-0.9247602,-0.81913203,-0.9470515,-1.0356718,-1.1106786,-1.2296717,-1.0187088,-0.6153172,-0.29511762,-0.17993581,-0.114007235,-0.71520007,-1.1123284,-1.1694388,-1.2264938,-1.0217488,-0.407505,-0.089243785,-0.21984667,-0.4264108,-0.6645241,-0.9378764,-1.1423577,-1.1687411,-1.1968198,-0.7945001,-0.8147011,-0.93713117,-0.92227525,-0.66272193,-0.5147441,-0.13879678,0.24241817,0.4988896,0.31558913,-0.29901922,-0.24924934,-0.021086738,0.15972093,-0.015907763,-0.50257397,-0.99744976,-1.2896318,-1.4985063,-1.5136621,-1.4868325,-1.4353838,-1.353345,-1.1038959,-0.6895095,-0.33954135,-0.3032993,-0.4066813,-0.43810928,-0.12890652,0.24274935,0.67487675,0.890545,0.5792594,-0.1752692,-0.48834425,-0.6406888,-0.81791043,-1.0187079,-1.4207692,-1.4823742,-1.5447378,-1.584641,-1.5282379,-1.4104836,-0.9935595,-0.96828926,-0.8826757,-0.8135332,-1.1684927,-1.263132,-1.3096108,-1.5049539,-1.7219766,-1.5741127,-1.2934318,-1.1475327,-1.2566404,-1.5275311,-1.7401253,-1.7222149,-1.4355236,-1.487249,-1.253689,-0.71452916,-0.07967642,0.61158574,0.5220609,0.08417036,-0.2855211,-0.5279469,-0.6389613,-0.63875204,-0.6584795,-0.6352505,-0.60438776,-0.63171947,-0.677135,-0.70301664,-0.734736,-0.8074157,-0.9840033,-1.0903587,-1.0628537,-1.00279,-1.2190472,-1.4402978,-1.5602174,-1.4907238,-1.3927015,-0.88304245,-0.34673452,-0.20137869,-0.3972186,-0.43996578,-0.49379647,-0.5610525,-0.5531152,-0.65848726,-0.4842553,-1.0919611,-1.0919758,-1.0919638
-2.4896748,-2.488481,-2.5208473,-2.4936533,-2.443302,-2.4107382,-2.4842477,-2.3857589,-2.2807732,-2.181373,-1.932429,-1.9488012,-2.0368826,-2.049609,-2.0567145,-1.9253554,-1.7607205,-1.4789264,-0.53514194,0.7023806,1.4729717,1.6012588,1.3410019,0.762125,-0.90158135,-2.7253008,-2.3752556,-1.1766907,0.42396098,4.22546,5.669755,5.8745756,5.947152,5.9359713,5.7624555,5.3457847,4.3491507,3.305153,1.7563914,-0.51897323,-2.5276067,-2.5719762,-2.566978,-2.4795516,-2.427463,-2.4904277,-2.2960289,-1.8841962,-1.6470613,-1.4045372,-1.1137248,-0.5166178,0.61079586,1.5495697,2.1542902,2.4101055,2.5089853,2.5105636,2.5330024,2.4910524,2.3682754,2.152453,1.8376516,1.2160317,-0.010647193,-2.0477235,-2.8141928,-2.5837924,-2.3071027,-2.0400515,-1.4974016,0.45690113,2.2264495,3.2758937,3.451273,3.3676414,2.9983904,1.2886472,-1.1633109,-2.6014154,-2.7166138,-2.3074496,-1.9870938,-1.524916,-1.0358174,-0.9650579,-1.2229948,-1.7863965,-2.2193074,-2.287352,-2.2950096,-2.5562396,-2.4854774,-2.322785,-2.2726922,-2.3281097,-2.2964263,-2.1356146,-2.0484195,-1.6214397,-1.1280386,-0.8649546,-0.9528785,-1.2000957,-1.6108892,-1.5670674,-1.1611588,-0.58658344,-0.12345606,0.5970232,0.95516866,1.1988214,1.3721521,1.4895575,1.5233221,1.5626199,1.5552422,1.5250504,1.516473,1.4353082,1.3121634,1.2493677,1.0050153,0.07878108,-0.86826706,-2.0318093,-2.5228117,-2.62729,-2.7257648,-2.8635514,-3.03431,-3.1878269,-3.192906,-3.1382334,-3.0585318,-2.9945557,-2.763473,-2.893405,-2.9383583,-2.9383903,-2.9384222
