0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192
12.5505295,12.602534,12.59159,12.493463,10.5428705,10.93915,9.313859,8.097048,7.680236,7.132167,5.5543866,3.9605236,3.7577682,3.3222823,3.1204953,2.7937098,2.881833,3.7643087,4.314311,3.7445219,3.0280266,1.8313034,0.88403946,0.16461076,-0.14841112,-0.11169204,-0.22326367,-0.053832874,-0.031247362,0.028731413,1.1813312,1.5917265,1.0593868,0.33392686,-0.6220053,-0.08259413,0.83420235,1.7020667,2.115571,2.0888577,1.9986371,1.9210978,1.9406663,1.8554945,1.6449927,1.2781732,0.9229803,0.47212908,0.3477275,0.33170587,0.35474065,0.39910746,0.46586746,0.8000202,1.3601878,0.84462035,-0.0781523,-0.050601967,0.5116074,0.77217543,0.4960435,-0.11096614,0.21049955,0.34631613,0.3397087,0.37132382,0.519119,0.6140975,0.63612735,0.64801216,0.75589216,0.9593057,1.1927942,1.3111572,1.5309377,1.6019508,1.4347514,1.2142105,0.984277,0.81323385,0.61683923,0.3997056,0.30613774,0.20569438,0.23556785,0.43714434,0.71179396,1.2172393,1.7064309,2.106523,2.0635557,1.699801,2.248013,3.0920613,3.680501,4.248975,4.675145,4.9368277,5.117064,5.9045973,5.654579,4.882042,4.134093,3.2020574,2.6149323,2.198555,2.2224846,2.1961436,1.5213501,0.8126714,0.49899963,0.9468769,1.6662161,1.4585758,0.9765492,0.60705686,0.1597907,-0.04409477,0.06853777,0.15703899,-0.0029390007,0.25586352,0.78192014,1.3512366,1.7791991,2.1974618,2.4750628,2.0999935,1.0399373,0.65686893,0.34398496,-0.11572981,-0.3209913,-0.3849695,-0.32840136,-0.25232476,-0.08502364,0.41723126,1.483778,2.2395806,2.4936652,2.0786161,1.5504589,1.0294392,1.2052296,1.8182387,2.1293924,2.3204923,2.4834685,2.283512,2.2332056,2.0397093,1.7565017,1.5565999,1.6252732,1.500425,1.4029084,1.1129068,1.132199,1.2387704,1.3647072,1.3922532,1.2597891,1.2271042,1.3788862,1.620898,1.7910262,1.8815187,1.7870165,1.6517012,1.9920971,2.7086825,3.250893,2.899376,2.7324922,3.1098557,3.0708036,4.038145,5.1706705,5.873387,6.473396,7.0226936,7.618206,8.02839,8.797105,9.852168,10.322487,11.039598,11.260416,11.592173,10.54077,10.540817,10.540801
-3.1033309,-3.1343164,-3.3503118,-3.5154417,-2.057244,-3.3064265,-3.0986488,-3.0349727,-2.9334702,-2.9057636,-2.9010687,-2.8982959,-2.7834158,-2.6288164,-2.0665607,-1.4857681,-1.3034765,-1.2435002,-1.1731808,-1.0812417,-1.1543461,-0.9093429,-0.7821998,-0.8653277,-0.8331803,-1.0746322,-1.6636212,-1.881254,-1.8103223,-1.8749393,-2.106544,-1.932894,-1.6833341,-1.7836869,-2.2886147,-2.5027583,-2.787027,-3.188681,-3.3931599,-3.4915218,-3.6654139,-3.8224542,-4.004931,-4.1358643,-4.1616006,-4.06893,-3.9761972,-3.791759,-3.6703372,-3.6002936,-3.5050552,-3.4462645,-3.391695,-3.423749,-3.2329688,-2.4019053,-1.9609306,-1.5680146,-0.84033555,-0.46278632,-0.40654403,-0.87504303,-1.4814063,-2.0054734,-2.367602,-2.536225,-2.618642,-2.5957105,-2.504259,-2.4634929,-2.5036166,-2.6570814,-2.9194086,-3.3598504,-3.6383836,-3.6937885,-3.764018,-3.7503104,-3.669134,-3.6800447,-3.5919056,-3.3798933,-3.0785694,-2.5779831,-2.1940408,-1.9177967,-1.8083959,-1.7027218,-1.627136,-1.4334939,-1.1078551,-0.41175646,-0.06826863,-0.017167896,0.15245856,-0.20629165,-0.9410057,-1.3697095,-1.725075,-2.1219215,-2.6102483,-2.5352004,-2.5324602,-2.4215815,-2.4175088,-2.4196777,-2.4065347,-2.2493305,-1.7072554,-0.9784015,-0.2823917,-0.21859807,-0.56470245,-0.7712722,-0.8851688,-0.9824496,-1.0379686,-1.2051661,-1.5565257,-1.555409,-1.4250762,-1.6419585,-1.9949068,-2.176284,-2.283392,-2.3936949,-2.6258316,-2.9056046,-3.0285163,-2.9059782,-2.5416017,-1.8948088,-1.4980488,-1.2077756,-0.99657404,-0.8277279,-0.9058672,-1.3823086,-1.6237711,-1.6613954,-1.823954,-2.1384249,-2.37774,-2.6448977,-3.0184553,-3.4279995,-3.358566,-3.1273863,-2.9233067,-2.8173137,-2.952382,-3.193765,-3.1995769,-3.1647868,-3.2429686,-3.353974,-3.4900246,-3.5802236,-3.6270134,-3.5882447,-3.5694838,-3.5603433,-3.5634596,-3.5636516,-3.5166333,-3.5274825,-3.596549,-3.6124964,-3.5956736,-3.4911506,-3.3658192,-2.6949222,-2.047865,-1.8711522,-1.9406632,-2.1728961,-2.3587923,-2.503383,-2.626964,-2.5582352,-2.4674544,-2.5543392,-2.6536932,-2.7308295,-2.967544,-3.2818816,-3.4504085,-3.602382,-3.411241,-3.2537856,-2.0561574,-2.0561914,-2.0561745
-1.0225205,-1.0428939,-1.0690256,-1.0574855,-0.10006003,-1.1172302,-1.210412,-1.0974693,-1.2088515,-1.1801003,-1.0764211,-0.9497622,-1.0158025,-1.2132621,-1.6671244,-1.7319673,-1.7270551,-1.8429255,-2.0159247,-2.3430781,-2.6063225,-2.5871773,-2.8600345,-2.3877325,-2.0677133,-2.4282086,-2.6162362,-2.7363954,-2.6383653,-2.4586132,-2.035359,-1.0719756,-0.37698174,-0.48817816,-0.7689151,-0.8188188,-0.94455427,-1.2725575,-1.6123035,-1.9881462,-1.9731476,-1.4746773,-0.88270974,-0.44944897,-0.15099005,-0.10192632,-0.17972627,-0.36604244,-0.52720076,-0.59405094,-0.6489056,-0.6645725,-0.54975146,-0.41423392,-0.54097235,-0.7895572,-1.2453424,-1.8938537,-2.2082777,-2.1672964,-1.8982795,-1.2660248,-1.128258,-1.6950365,-1.991097,-2.0507243,-1.9735802,-1.710648,-1.4270239,-1.2201462,-1.1379572,-1.0430337,-1.0414792,-1.2070384,-1.422255,-1.4671828,-1.6939676,-1.8461561,-1.9706597,-2.0257483,-2.0321236,-2.026007,-1.9584569,-1.7066728,-1.4706823,-1.3591866,-1.5594101,-1.8372493,-1.6993604,-1.3346847,-1.0701649,-1.0254855,-1.3109556,-1.7498583,-2.0775285,-2.3642235,-2.237354,-2.184476,-1.9557271,-1.552713,-1.3648585,-1.386337,-1.47289,-1.5634353,-1.5121238,-1.2939334,-0.95452464,-0.6666077,0.20828336,0.56629133,-0.090103224,-0.6989124,-1.007297,-1.0021974,-1.4830968,-2.0632672,-2.6611433,-2.8105326,-2.2079442,-1.7390676,-1.7473351,-1.8264723,-1.6737117,-1.4046322,-1.2977548,-1.3268372,-1.2665955,-1.161502,-0.9187092,-0.6412571,-0.9344771,-1.789253,-2.1115246,-2.3068814,-2.3925455,-2.4433026,-2.073435,-1.3066471,-0.4780932,0.012785137,0.040999144,-0.15962425,-0.32608196,-0.26292545,-0.42418653,-1.1844559,-1.6177571,-1.5425155,-1.4035003,-1.5407208,-1.7677319,-1.8503163,-1.8525338,-1.8630289,-1.9387364,-1.9589423,-2.0272596,-2.2381945,-2.4040985,-2.4379268,-2.4713445,-2.4064207,-2.385191,-2.3924017,-2.325844,-2.247045,-2.2250962,-2.281587,-2.3218637,-2.152873,-1.9604603,-1.7395306,-1.5359125,-1.8359687,-2.324388,-2.720077,-3.0084367,-2.9218717,-2.8242989,-2.7991428,-2.754815,-2.7265759,-2.6317196,-2.5245128,-2.3079486,-2.095273,-2.005611,-2.0153606,-1.9640074,-1.7929411,-0.10005453,-0.10038023,-0.099999994
-2.3297474,-2.278373,-2.2348263,-2.0759816,-0.2592843,-1.5200722,-1.0662735,-0.9908225,-1.1315516,-1.2230676,-1.3662004,-1.3382292,-1.4052658,-1.5989795,-2.104813,-1.9383163,-1.7656523,-1.6382117,-1.2999055,-1.2184889,-1.0630119,-0.73632413,-0.5568167,-0.3023766,-0.38535273,-0.8688832,-1.3500339,-1.4892426,-1.15992,-0.87487763,-0.57494646,-0.6484121,-0.21798089,-0.19247693,-0.4052962,-0.35049784,-0.5933452,-1.1173449,-1.4489974,-1.666439,-1.8789768,-1.6611941,-1.7235458,-1.8439656,-1.8644297,-1.732843,-1.6767788,-1.8341928,-2.016706,-2.1796823,-2.2625003,-2.2745,-2.294917,-2.4280112,-2.5678735,-1.5658832,-0.01822196,1.0557435,1.2180717,0.9915047,0.7663603,0.41475722,-0.008484315,-0.87462145,-1.347304,-1.5658302,-1.7061478,-1.7138927,-1.6568713,-1.5761256,-1.529764,-1.529527,-1.6539217,-1.9128208,-1.9858968,-1.97681,-2.093485,-2.1621065,-2.1324584,-2.130632,-1.9945266,-1.6913414,-1.3286866,-0.92753154,-0.74126625,-0.8155295,-1.1035918,-1.4521909,-1.587092,-1.1535418,-0.34232712,0.85490626,1.5576916,1.5567646,1.5093389,0.75118226,-0.38624483,-0.72763187,-1.0373094,-1.3509498,-1.9341042,-2.085576,-2.3277802,-2.297501,-2.4043505,-2.46591,-2.4798465,-2.2748108,-2.0250647,-1.7432154,-0.8997469,-0.2365273,-0.07524657,-0.20575567,-0.5069151,-0.7637373,-0.7403065,-0.6435255,-0.65390795,-0.79836255,-1.0282835,-1.4503808,-2.0037344,-2.4781272,-2.6202137,-2.7348337,-2.7723777,-2.6198096,-1.9314055,-1.2530077,-0.4553881,-0.28850672,-0.2260347,-0.15358111,-0.03324478,0.083407566,0.18175852,-0.11679663,-0.670824,-1.0965679,-1.6610663,-1.88023,-1.7758121,-1.3256449,-0.8396627,-0.6822763,-0.794171,-0.73086435,-0.8654009,-0.95432055,-1.4363177,-1.829678,-1.7794325,-1.7596679,-1.7461208,-1.7680657,-1.8756824,-2.1336365,-2.189722,-2.133863,-2.0943072,-2.0305722,-1.9794526,-1.9221838,-1.8475969,-1.8379242,-1.9161075,-1.9357581,-1.9007325,-1.8224053,-1.6610119,-1.4186664,-1.100275,-1.1227221,-1.3594553,-1.7059305,-1.930579,-1.9936793,-1.9681451,-1.809684,-1.5381405,-1.4730715,-1.2881405,-1.1626701,-1.2084057,-1.4163921,-1.65846,-1.7910774,-1.6581312,-1.6449695,-0.2582178,-0.2583626,-0.25821054
3.1858766,3.158703,3.1991012,3.1523104,0.9667363,2.1709793,1.7595446,1.5705484,1.8480734,1.9351935,2.129413,1.854521,1.7979091,1.7591372,1.6894335,1.5472907,0.98384094,0.54531115,0.38195527,0.5539783,0.7313027,0.5894028,0.8005363,0.9941594,1.5135297,2.0933886,2.8223386,3.314523,3.5267076,3.0195012,1.0359687,-0.31798917,-0.67673814,-0.5560932,-0.080804765,0.41402993,0.60356086,0.5938685,0.45077446,0.45179388,0.64709044,0.2561274,-0.13631117,-0.32515213,-0.43787244,-0.5279556,-0.47848412,-0.35598975,-0.23658687,-0.09531465,0.020337224,0.017631352,-0.285515,-0.6250871,-0.9757512,-1.0601214,-1.1104436,-0.64481515,-0.14866808,-0.040629268,0.18658593,0.95164907,1.5844316,2.08182,2.3334663,2.3202085,2.066796,1.5925641,1.265362,1.126711,1.0348724,0.8815911,0.7410648,0.6178906,0.3036659,0.106820926,-0.014743917,-0.09296557,-0.11813284,0.05144792,0.27511078,0.54381883,0.62510246,0.2504315,-0.2033993,-0.577853,-0.7126292,-0.788509,-0.8861489,-1.2702645,-1.5480299,-1.3712872,-1.0717962,-0.92322433,-0.8041941,-0.5907572,-0.41478705,-0.3032723,-0.33873218,-0.29790384,-0.054047823,-0.05899936,0.12687963,0.22897846,0.17190653,-0.043291986,-0.44944182,-0.9477302,-1.7298675,-1.6905854,-1.83496,-1.5994151,-1.21609,-0.88766706,-0.42492366,0.07068078,0.6021551,0.9026518,0.919589,0.46677333,0.031244129,-0.43160558,-0.5746698,-0.89224756,-1.3439131,-1.5381652,-1.686598,-1.7272463,-1.5764276,-1.257373,-1.1140425,-0.8454215,-0.7252826,-0.6627302,-0.73605597,-0.77651656,-0.8887343,-0.9375644,-1.4328359,-1.6226777,-1.8242611,-2.0325139,-2.133024,-2.3433335,-2.3469467,-1.9396251,-1.4336872,-1.0073276,-0.69296837,-0.42255086,0.045210063,0.53288716,0.7247819,0.9126446,1.1354563,1.732847,2.2308054,2.5826125,2.4976408,2.351152,2.271349,2.2000594,2.2542126,2.4282992,2.4427657,2.4733264,2.6575317,3.015794,3.167244,2.7808547,1.5535253,0.041719854,-0.71433556,-0.3983141,0.04368168,0.36208737,0.63196975,0.45899615,0.35691252,0.296889,0.2784348,0.3165658,0.29847085,0.13547832,-0.09624115,-0.3085072,-0.40233517,-0.46026596,-0.5242834,-0.52149004,0.9661063,0.9663371,0.9660766
-3.183629,-3.112146,-3.1789274,-3.4734573,-1.9722404,-3.574239,-2.8277874,-2.5698144,-2.6238317,-2.4359248,-2.3018732,-2.237361,-2.2855325,-2.1192653,-1.6072391,-1.5083898,-1.6602179,-1.8840692,-1.8747905,-1.7157935,-1.4948597,-1.0301893,-0.98409843,-1.7023966,-2.0646794,-1.7739064,-1.370237,-1.0257933,-0.78036904,-1.4462678,-2.5515978,-2.0975692,-0.8278725,0.16757795,1.5285776,1.5820715,1.327389,1.2558612,1.276561,1.1967931,1.0082983,1.2569072,1.6563642,2.2061718,2.6492329,2.8793051,2.7354531,1.7626076,0.99563694,0.43749338,-0.039675057,-0.3460674,-0.91170704,-1.546437,-2.316319,-2.2606254,-1.3479415,-0.6768979,-0.53404105,-0.40994555,-0.09185216,0.0034213364,0.36078936,1.7872428,3.040485,4.2849293,5.2873263,6.9093504,8.044331,8.739259,9.09844,9.542013,9.912517,10.220016,10.413992,10.394529,10.21759,10.02577,9.813364,9.350886,8.806119,8.063344,7.2356157,6.2955594,5.284926,3.8638427,2.3497367,0.9504967,0.41783127,0.14069098,-0.08511388,-0.5710207,-0.9706311,-1.1958472,-1.3405085,-1.6345413,-2.0427506,-2.298857,-2.5465157,-2.8862362,-2.5360022,-2.4489682,-2.2041826,-1.7350109,-1.4573365,-1.152271,-0.72466815,-0.17543261,0.6350789,0.6466866,0.8718961,0.41685668,-0.36432883,-0.69318837,-0.40666193,-0.3177119,-0.3583927,-0.8322227,-1.5625138,-2.1158624,-2.3037605,-2.5217943,-2.7170632,-2.970058,-3.028726,-3.0599346,-2.9032784,-2.4516222,-1.9910805,-2.239293,-2.1536057,-1.8466028,-1.6098243,-1.4634953,-1.4014642,-1.3822455,-1.5269189,-1.6246843,-1.2793287,-0.90697384,-0.39922458,0.34040317,0.57009137,0.4318958,0.62645066,0.98062634,1.1008419,0.77493215,0.4863885,1.018399,1.490049,1.3614402,0.8496407,0.21699718,-0.30064163,-0.8390748,-0.85835445,-0.4227529,0.07578215,0.21022843,0.31744283,0.4135793,0.479902,0.5868281,0.3560143,0.055838406,-0.11822745,-0.0924702,0.03473386,-0.0313392,-0.4507683,-1.152375,-1.9253695,-1.870805,-1.8128085,-1.7033559,-1.5267491,-1.5379534,-1.6167822,-1.5632176,-1.535712,-1.6946461,-1.7848945,-1.7464421,-1.6476885,-1.6977541,-1.9324002,-2.1790318,-2.0789971,-2.182928,-1.9713056,-1.9713901,-1.971317
-3.340987,-3.3866003,-3.485248,-3.6859455,-2.7777128,-3.7484014,-3.6925673,-3.589109,-3.2695887,-3.127514,-3.1129391,-3.1910934,-3.1339238,-2.7170756,-2.0728936,-1.8227737,-1.399757,-1.0866245,-1.095023,-1.1748312,-1.2317079,-1.1414158,-1.121222,-0.98251915,-0.81130725,-0.4492035,-0.22619468,-0.090774894,-0.32452017,-1.1873816,-1.4301456,-1.4022691,-1.985189,-2.1728044,-1.9808422,-2.4045773,-2.5990384,-2.3030229,-1.8681372,-1.5220037,-1.455514,-1.5123107,-1.6154962,-1.6087186,-1.6568768,-1.5633028,-1.5563687,-1.6578863,-1.695794,-1.672897,-1.6646852,-1.6547111,-1.7701929,-2.0234225,-2.5244622,-2.6223283,-1.8741404,-1.4437301,-1.321356,-1.4694076,-1.6292979,-1.5353413,-1.4963261,-1.352645,-1.243368,-1.2441007,-1.2550292,-1.2122337,-1.058347,-0.9191532,-0.8730699,-0.8680662,-0.87048817,-1.0164294,-1.1887935,-1.2428483,-1.3228374,-1.4035373,-1.4027373,-1.4282683,-1.2909454,-1.1034565,-0.9820684,-0.83224523,-0.6006834,-0.34448218,-0.3569194,-0.35377645,-0.48306876,-0.7288671,-0.8848775,-0.9266343,-1.0285547,-1.1557558,-1.4394512,-1.9685185,-2.3632152,-2.512641,-2.6654773,-2.879277,-3.113338,-3.0505166,-2.8927917,-2.5396688,-2.3005576,-2.273263,-2.4071999,-2.438355,-2.3619628,-2.4917,-2.0280437,-0.8690306,0.42827505,1.1027831,1.8235013,2.3434215,2.8156366,2.7995763,2.300673,1.5109551,1.2643846,0.9523001,0.22832555,-0.6787267,-1.0493932,-1.2136903,-1.2195921,-1.0276959,-0.46656752,-0.06904755,0.73557734,1.9117892,2.2967246,2.4442344,2.4929924,2.3414416,1.7605591,0.9582209,0.19545166,-0.5693976,-1.1961871,-1.5286629,-1.7265133,-2.318724,-2.7327204,-2.61495,-2.3513503,-2.1966643,-2.033412,-1.9699562,-1.8064733,-1.7963617,-1.786697,-1.6050501,-1.4646716,-1.2262087,-1.0991781,-1.0851873,-1.143672,-1.297999,-1.3653407,-1.4800828,-1.5313886,-1.5221838,-1.5904772,-1.680563,-1.7113285,-1.6445999,-1.6166629,-1.8271369,-1.9297689,-1.8079658,-1.7202305,-1.738559,-1.8176022,-1.9277852,-1.7477021,-1.657814,-1.6790125,-1.6349134,-1.7319951,-1.8262584,-1.9954231,-2.1618357,-2.547174,-2.9723072,-3.1107302,-3.1442802,-3.1323762,-3.1343212,-2.7765365,-2.776586,-2.7765365
-0.8124863,-0.85430044,-1.0583935,-1.2197405,0.2779493,-1.3024349,-1.2167311,-1.2318604,-1.2663355,-1.2337668,-0.7074471,-0.38007212,0.15918846,1.0366344,3.2823493,5.66113,8.661463,10.178742,10.794691,10.927737,10.981625,11.190018,11.321289,10.327469,7.7608404,3.8326902,1.5518972,0.5195613,0.32166535,0.4709169,-0.06575292,-0.24395771,0.045508996,0.21506818,0.145998,0.33709094,0.5018622,0.548721,0.504795,0.463687,0.3179193,-0.17285165,-0.9992248,-1.6500483,-1.9958552,-2.0871146,-2.1086836,-2.1511307,-2.143878,-2.1794498,-2.10574,-1.9687284,-1.7052683,-1.1145605,1.0504107,5.427436,8.605152,10.554252,11.179784,11.057125,10.729825,9.387666,7.242405,4.0566664,1.8871553,0.7222379,0.07584569,-0.43624365,-0.75985473,-0.9435102,-1.0154083,-1.1273522,-1.303021,-1.4238787,-1.3685634,-1.3154526,-1.36534,-1.4265777,-1.5024886,-1.7714199,-1.9440486,-1.8519611,-1.4291124,-0.7925569,-0.36037534,-0.28019515,-0.5290164,-0.5768937,-0.412368,-0.14937356,0.07714185,0.42161673,0.4840763,0.63584775,0.7143376,0.629151,0.15646079,0.18044177,-0.12403105,-0.774929,-1.6738253,-1.6752115,-1.9201415,-2.1860301,-2.563315,-2.8528073,-2.9404504,-2.61014,-2.106944,-0.9937138,0.15345135,0.34164354,-0.11452112,-0.20505786,-0.15016535,-0.024343014,0.17391318,0.222476,-0.05219567,-0.30490258,-0.3891406,-0.8590082,-1.3587526,-1.8332317,-2.20785,-2.289412,-2.383977,-2.3024287,-2.0311892,-1.9654096,-1.574234,-1.1708634,-0.8612,-0.63962585,-0.52161485,-0.32239062,-0.34202617,-0.75500035,-0.8389157,-0.7834625,-0.86820793,-1.0222931,-0.9996072,-0.8735156,-0.93558264,-1.1287769,-0.9110136,-0.59446764,-0.4651472,-0.64195406,-1.0799308,-1.2434231,-1.0772429,-1.0146664,-0.8935076,-0.6795116,-0.5904413,-0.49786586,-0.14634858,0.09292911,0.28659552,0.45818645,0.55576694,0.5961337,0.7815992,0.7210075,0.40844005,0.16384135,0.11039908,0.3525695,0.6218012,0.98093086,0.71459997,0.35204673,0.0959795,0.20421255,0.3297637,0.48275432,0.45946538,0.7078987,1.0447154,1.1103208,1.2623663,1.3567189,1.2713983,0.7319383,0.19095556,-0.3166712,-0.16568187,-0.23630811,0.27770242,0.27785543,0.27767122
-1.0151515,-1.018008,-1.0141039,-0.9689509,-2.271973,-1.3419795,-1.9482522,-2.3536801,-2.3815856,-2.435329,-2.475705,-2.4271784,-2.3033702,-2.0412061,-1.5252626,-1.348372,-1.2898796,-0.9448742,0.061346523,0.7005676,0.9007281,0.4600528,0.29414162,-0.6695544,-0.91601527,-0.5747614,-0.6487037,-0.8057755,-1.2286711,-1.8432606,-1.5983353,-1.2353628,-1.4886801,-1.5553458,-1.4057469,-1.4960158,-1.6795838,-1.6503135,-1.4105432,-1.1456276,-1.0881798,-1.3842719,-1.6683979,-1.8566699,-1.8272347,-1.5892515,-1.3841181,-1.0748361,-0.8850942,-0.782338,-0.72875524,-0.70094645,-0.61745656,-0.5467488,-0.28405803,-0.14578855,-0.6536358,-0.7441789,-0.6584071,-0.7716527,-1.3144319,-1.9851673,-1.681769,-0.9695718,-0.7935513,-0.90042984,-0.97710806,-1.1350877,-1.2835219,-1.343598,-1.3668759,-1.4036018,-1.4698012,-1.5043793,-1.3987832,-1.389373,-1.1750208,-0.96046203,-0.7076112,-0.4399824,-0.18092291,-0.2390017,-0.58750826,-0.984385,-1.113874,-1.0470096,-0.66984016,0.13075921,0.6900348,1.0933053,0.77296466,0.077562004,-0.52786607,-0.7602434,-0.97453845,-1.1564146,-1.3576918,-1.138298,-1.1870973,-1.6888429,-1.8123044,-1.6480703,-1.4415553,-1.299165,-1.0851097,-1.1339118,-1.3921416,-1.5017632,-1.5242453,-1.4398386,-1.3043554,-0.989275,-1.0986897,-1.2727166,-0.9660399,-0.6573118,-0.47142503,-0.7574117,-1.1835997,-1.4702396,-1.3308135,-1.2399735,-1.365055,-1.449163,-1.3747406,-1.315252,-1.2980368,-1.216977,-1.1308011,-1.091856,-0.91450715,-0.36912775,-0.30684817,-0.36605766,-0.4279306,-0.51912546,-0.8763125,-1.3472681,-1.7434599,-2.0141745,-2.0959184,-2.2282376,-2.340636,-2.6074502,-2.5434234,-1.8877273,-1.3276303,-1.1520727,-1.2353575,-1.4218012,-1.4650769,-1.39201,-1.2269014,-0.9293621,-0.70154047,-0.30342507,-0.011951901,0.21094066,0.2005541,0.08899872,0.025409967,-0.18761513,-0.34092098,-0.43172657,-0.59352255,-0.7163305,-0.6789834,-0.4602017,-0.18363681,0.11748034,0.23880647,-0.10626514,-0.6242707,-0.45054406,-0.16940552,0.07194905,0.40376747,0.33376634,0.22912633,0.04896997,-0.34241074,-0.61404794,-1.014073,-1.2955339,-1.7831163,-2.4008274,-2.5087104,-2.5252547,-2.4747705,-2.3321362,-2.2716134,-2.2715623,-2.271624
-3.817894,-3.7618651,-3.6860838,-3.5921874,-1.8586118,-3.1862335,-2.7278283,-2.2860465,-1.9336703,-1.8395588,-1.4681842,-1.3574865,-1.3952032,-1.3305545,-0.8898458,-0.8477131,-1.5474844,-2.5461197,-2.711566,-2.5386457,-2.2768712,-1.8811218,-1.5703613,-0.9927097,0.48483446,1.3736131,1.7561297,2.024925,2.0015564,1.1013463,-1.2652256,-2.015129,-2.003938,-1.678037,-0.85748744,-0.31975463,-0.3557722,-0.53283286,-0.6627018,-0.5832076,-0.5588196,-0.8667003,-1.0944798,-1.2066473,-1.1775403,-1.1362257,-1.0548877,-0.97276384,-1.0035305,-0.98983294,-0.9741292,-1.0050672,-1.1464123,-1.3895247,-2.070917,-2.522848,-2.5008378,-2.5232449,-1.816417,-1.1331617,-0.5491513,0.6184465,1.3741057,2.0093098,2.1810143,2.103362,1.8734412,1.442636,1.0161939,0.66217846,0.40943345,0.0842697,-0.2644778,-0.66487813,-1.2878991,-1.5291,-1.9395247,-2.1938186,-2.3588197,-2.3854313,-2.0932984,-1.3329189,-0.60625255,0.058027525,0.4496511,0.47590324,-0.07587889,-0.6361603,-1.0295177,-1.3279421,-1.3226857,-1.2758626,-1.5389986,-2.0805097,-2.5877528,-3.1194572,-3.139955,-3.002705,-2.7904792,-2.4576297,-2.174396,-2.2069232,-2.0425208,-1.7888694,-1.7184494,-1.596021,-1.499733,-1.3572161,-0.7906425,-0.18327129,0.027581692,0.14149752,0.060976475,0.5451519,1.4462259,2.0216992,2.426248,2.487421,2.037372,0.99456936,0.1131117,-0.8254069,-1.2790139,-1.3228904,-1.1324751,-0.9541883,-0.6908629,-0.32854998,0.35436377,0.9763493,1.6565558,2.148869,2.2324827,2.2069352,2.0372634,1.6984736,1.1107144,0.5664812,0.2074581,0.019984752,0.15166774,0.75966626,1.2891612,1.5516784,1.292988,0.892607,0.5941256,0.18015665,-0.15244976,-0.07062271,0.1780946,0.30314487,0.17747024,0.10164428,-0.07697144,-0.15954238,-0.13305226,-0.08624247,-0.23258996,-0.25729445,-0.37838033,-0.47871915,-0.5024024,-0.51713544,-0.6407301,-0.75063765,-0.82668614,-0.8490301,-0.83691967,-0.9461129,-1.8310058,-2.80572,-2.6167622,-2.373773,-2.2569792,-2.2763119,-2.2406511,-2.4815733,-2.6844711,-2.78437,-2.693222,-2.5642648,-2.4058852,-2.3865752,-2.3270488,-2.1581378,-2.0056999,-1.838846,-1.8496262,-1.7694058,-1.858423,-1.8581886,-1.8584626
