0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130
13.5516,13.653103,13.6628685,13.661887,13.5753355,13.524944,13.411607,13.356571,13.202145,12.088448,9.501291,5.695187,3.8697696,2.9410667,2.0885139,1.1476915,0.7134735,0.65972865,0.9241278,1.6210275,1.6632168,2.3089097,2.968185,3.01528,2.6614819,2.574967,2.8124516,3.154252,3.389966,3.697356,3.88571,4.422457,4.2309914,3.7796388,3.2920125,2.6790109,2.0798693,1.6838188,1.630528,1.5810869,1.3721704,1.2343822,1.3477786,1.5449144,1.6598208,1.7897344,1.8652067,1.8028364,1.7943534,1.8095489,1.820342,1.8046159,1.8600562,2.094706,2.6055293,3.2072477,3.8477025,4.412709,5.011758,5.362339,5.633843,6.0070715,6.175152,6.048869,5.1037927,3.9716237,3.4678102,2.1929212,0.9125052,0.51505876,0.31006786,0.17200388,0.011570558,0.0013393313,-0.005988851,0.006124869,0.022367977,0.107600324,0.5024735,0.95462894,3.3921134,5.2102184,4.8001823,3.4313073,1.4494352,0.9986552,1.2270201,1.3069443,1.6378115,1.7994664,1.3710104,0.62135386,0.13046753,0.7422541,1.1464484,1.2966594,1.380984,1.42893,1.4894749,1.5740063,1.585454,1.6090529,1.6696188,1.7586491,1.8669243,1.9447708,2.090152,2.1043725,2.0665479,2.0722976,2.0352454,1.3872862,1.7738333,2.9100838,3.3418636,3.8840423,4.5587177,4.0729856,4.2823367,6.72811,8.3863125,9.361769,10.17658,10.714317,11.412544,11.574194,11.521105,11.034171,11.032966,11.032826,11.032837
-2.1397154,-2.089204,-2.1285162,-2.1325974,-2.148707,-2.1202393,-2.0891304,-2.0254047,-2.1424112,-2.576476,-2.6202674,-2.7942126,-2.5877292,-2.283699,-2.2135084,-2.4330375,-2.5020013,-2.478805,-2.4377573,-2.1882188,-1.977996,-2.0298645,-2.2560573,-2.4959505,-3.0272002,-3.5184293,-3.8628607,-4.0771728,-4.222222,-4.4097176,-4.512605,-4.3345275,-4.1070747,-3.887552,-3.6697912,-3.5393844,-3.3282943,-3.0032568,-2.7412643,-2.4845884,-1.9992784,-1.701634,-1.353374,-1.077066,-0.9430253,-0.8656281,-0.79740554,-0.7286358,-0.75310075,-0.7513082,-0.741554,-0.6363289,-0.50109214,-0.28693658,-0.15327497,-0.14898178,-0.085514575,-0.04180509,0.059517086,0.008984804,-0.2919548,-0.6193875,-0.62755007,-0.5901508,-0.5476742,-0.5958854,-0.63869077,-0.33294904,0.13720787,0.3430231,0.35425326,0.23770253,0.010222277,-0.21197116,-0.37812826,-0.661085,-0.94406337,-1.0658965,-1.2305369,-1.3151019,-1.18936,-1.1592412,-1.3222166,-1.1887056,-0.5883152,-0.2786119,-0.20581326,-0.29485837,-0.55830437,-0.68369305,-0.76829046,-0.9686594,-1.014316,-1.0959004,-1.0213612,-1.0477369,-1.075679,-1.0124557,-0.9743376,-0.9796443,-1.0093979,-0.9794203,-0.96607995,-1.0460753,-1.0635301,-1.0325156,-0.997892,-0.95835924,-0.9338455,-0.9687985,-0.85165036,-0.7080498,-1.1550586,-0.37313432,-0.2803008,-0.2373209,-0.00837785,0.33044833,0.31587386,0.51460826,0.33691224,0.052699745,-0.24467161,-0.1933274,-0.4169037,-0.24932647,-0.28513312,-0.3528419,-0.35247287,-0.35244218,-0.3524344
-0.63764656,-0.5075182,-0.48544782,-0.450742,-0.53335667,-0.6451363,-0.86648476,-0.99748397,-1.0984418,-1.4393134,-1.1553061,-0.7257743,-0.45210648,-0.33479437,-0.5581758,-0.86829674,-1.4091198,-2.0177824,-2.673924,-2.8913345,-2.4413826,-1.9583424,-2.1172576,-2.0710227,-1.6622565,-1.4238375,-1.3453457,-1.371274,-1.4621565,-1.5432127,-1.4748427,-1.0500898,-0.90564793,-0.77535003,-0.6831225,-0.54791886,-0.48531023,-0.46165973,-0.5074689,-0.6051755,-0.7836175,-0.80037993,-0.7541029,-0.6647513,-0.5448605,-0.40606523,-0.3490615,-0.31283948,-0.30674773,-0.28379455,-0.2610045,-0.32021603,-0.512118,-0.79898846,-1.224886,-1.636811,-1.8853652,-1.9196815,-1.8871503,-1.9167664,-1.9706528,-2.2339935,-2.4372344,-2.3510482,-2.1416085,-2.1460733,-2.135982,-2.2720532,-2.5465267,-2.6393876,-2.6382143,-2.6576815,-2.6045113,-2.52246,-2.454299,-2.4286852,-2.5245967,-2.6271634,-2.5291247,-2.197379,-1.7602825,-1.6854302,-2.0343025,-2.590563,-2.7422976,-2.730697,-2.7401793,-2.6367745,-2.4140532,-1.9950821,-1.7169946,-1.7053137,-1.5018606,-1.6940845,-2.264667,-2.5689023,-2.6872182,-2.6892648,-2.7081888,-2.71446,-2.6951368,-2.665172,-2.6683455,-2.6470861,-2.6477578,-2.6895862,-2.690547,-2.6777015,-2.6857247,-2.683813,-2.5969586,-2.4869523,-2.3048596,-1.8767302,-1.8761823,-2.0981765,-1.9641588,-2.244542,-2.1590066,-1.5472345,-1.4139161,-1.4851196,-1.3436828,-1.150586,-1.1008279,-1.0536134,-1.0177758,0.35818076,0.35941726,0.3596897,0.3596625
-2.1670182,-2.0215032,-2.0549855,-2.0420303,-2.0113885,-1.9070898,-1.673095,-1.4969187,-1.5985622,-1.4659723,-0.58440655,0.07264237,0.3161985,0.5730018,0.67837864,0.5499523,0.12861264,-0.30317172,-0.9661007,-1.1553812,-0.29356998,0.25258943,-0.13773711,-0.74293834,-1.0186276,-1.0447375,-1.1996799,-1.3238078,-1.4426409,-1.5868075,-1.9107584,-2.2373035,-2.2006626,-2.0819318,-1.9267391,-1.8194876,-1.6849633,-1.661848,-1.6550033,-1.6526996,-1.6167125,-1.5475606,-1.5191747,-1.4895773,-1.4743356,-1.4969611,-1.4793774,-1.4531735,-1.4873734,-1.5133325,-1.549302,-1.5948513,-1.8098711,-2.1660051,-2.6938798,-3.0994592,-3.309629,-3.4737716,-3.5051048,-3.4769835,-3.445834,-3.251657,-2.8403983,-2.346533,-2.1762817,-2.145399,-2.0554361,-1.697341,-1.0985322,-0.8105622,-0.80463994,-0.9633037,-1.0600092,-1.0111134,-0.93261904,-0.9353268,-1.0084938,-1.0875207,-1.0900514,-1.0271912,0.05082172,1.9509423,3.9452474,6.3811345,9.365195,10.34241,10.351234,10.504902,10.730581,10.701174,10.652453,10.433516,9.523475,7.979617,5.8860598,3.7059736,1.8053696,1.226127,0.9980773,0.8468296,0.5523617,0.51449496,0.60943675,0.35144717,0.0979039,-0.30963245,-0.6168065,-0.7840667,-0.93889624,-1.1091814,-0.89711523,0.1071063,0.58796775,0.24589661,0.014365613,-0.17752694,-0.02493094,0.24684015,0.15098949,0.339733,0.5645586,0.4455611,0.5054208,0.7922896,0.5165919,0.6750085,0.7112158,0.51215327,0.5104985,0.509839,0.5099504
0.24099772,0.19497578,0.12850235,0.09858234,-0.09070109,-0.23634772,-0.3752674,-0.48393115,-0.44670957,-0.28352976,-0.15333837,-0.009071618,-0.28189683,-0.58950484,-0.50705725,0.1459769,1.0275075,1.7420969,1.9300213,0.5580573,-0.81491446,-2.1995227,-2.643272,-2.3966238,-1.7124119,-1.219324,-0.8975021,-0.69267154,-0.46054953,-0.23079231,-0.11261363,-0.016471237,0.13947573,0.4608808,0.9369037,1.4342052,1.7894032,1.9326665,1.9388909,1.9348376,1.9162955,1.7929509,1.4995164,1.161402,0.89817554,0.6506312,0.42514965,0.27584088,0.20148739,0.037241995,-0.15612966,-0.37266922,-0.47405255,-0.5475616,-0.63390416,-0.75625277,-0.9075151,-1.0790854,-1.284954,-1.4152634,-1.5286133,-1.519777,-1.3715537,-1.2298092,-0.9849949,-0.5625365,-0.58648396,-1.0173512,-1.1205524,-0.87315243,-0.5002963,-0.119157106,0.26452062,0.43687478,0.523359,0.6791609,0.8933861,0.9805204,0.98326135,0.48957688,-1.209324,-1.5717796,-1.7250402,-1.6415377,-1.3524578,-0.80581754,-0.4878925,-0.24113804,-0.06591433,0.0055864155,0.1574113,0.62736773,2.0793896,3.7111936,5.0133266,5.7845583,6.175426,6.158041,6.0543146,6.052781,6.1159153,6.134652,6.1326265,6.1696663,6.2000237,6.3560953,6.439116,6.4018865,6.4152913,6.3997717,6.1274476,4.777272,1.4744813,-0.7518357,-0.65149724,-0.23131394,-0.2545975,-0.35498258,-0.5273482,-0.3166258,0.20547128,0.7329587,0.9048803,0.79278815,0.79685926,0.5861815,0.6921338,0.9910157,0.9881624,0.9874054,0.98750335
-2.5515206,-2.5695047,-2.697829,-2.7081466,-3.061927,-3.2167046,-3.275927,-3.2302103,-3.152042,-2.8663607,-1.4068935,-0.32375562,0.014809132,0.092761874,0.004435584,-0.46564358,-0.76275,-0.111562535,1.439354,2.7097068,2.5268865,1.7450242,2.0938067,2.5907848,2.6834326,2.5553079,2.2042744,1.8770714,1.7001407,1.7940035,2.0601268,2.1954365,2.428698,2.6721463,2.9124522,3.180128,3.2178087,2.8636963,2.556538,2.3487673,2.0664034,1.8934307,1.5958874,1.4019401,1.3637347,1.3581038,1.2976632,1.290095,1.296245,1.2792037,1.3016045,1.3955185,1.6534071,1.981291,2.189682,2.1224604,1.7756648,1.0978665,0.26918206,-0.22040081,-0.724043,-1.3660543,-1.3538508,-1.43898,-1.4398344,-1.2067852,-0.6796248,0.39398843,1.2250314,1.0728773,0.8079008,0.6659578,0.66082907,0.7856667,0.8074864,0.7975524,0.8279404,0.71523714,0.28250083,-0.6389424,-1.6072471,-1.9977365,-1.634191,-1.045223,-0.45689735,-0.5789987,-0.65429,-0.30213505,0.16929719,0.030747712,0.2284124,0.70200896,0.7290995,0.056371048,-0.36670452,-0.7226596,-0.8561718,-0.9462402,-0.97493416,-0.94284993,-0.9071005,-0.82051206,-0.745768,-0.73360366,-0.7248385,-0.58421373,-0.4684167,-0.4544682,-0.37483075,-0.3828342,-0.36066532,-0.16631769,0.3261136,0.10273704,-0.3796341,-1.1121483,-1.4694364,-1.1984551,-1.0065166,-1.6019403,-2.019936,-1.9248369,-2.124998,-2.3505163,-2.4849153,-2.5169892,-2.4975762,-1.4750953,-1.4736621,-1.4735923,-1.4735906
-2.4412928,-2.538294,-2.5482125,-2.5573416,-2.617243,-2.6092982,-2.618982,-2.5777278,-2.5681105,-2.6973128,-3.043044,-3.0123355,-2.7616432,-2.6710522,-2.5100193,-2.2585883,-2.1088376,-1.9332662,-1.8412644,-1.9446416,-2.18296,-1.9341373,-0.9744655,-0.2565436,-0.02028744,-0.39236712,-0.745681,-1.0491784,-1.3260791,-1.7446995,-2.210528,-2.7625313,-2.8920746,-3.043601,-3.0618012,-2.8631663,-2.464357,-2.001681,-1.7254997,-1.4312862,-0.94171494,-0.7363597,-0.52786905,-0.38115415,-0.31272775,-0.26699698,-0.24972813,-0.2298748,-0.22899364,-0.21735005,-0.22461483,-0.23502204,-0.29736027,-0.47770703,-0.85656023,-1.0691656,-1.1991916,-1.3083625,-1.3028524,-1.1498284,-0.95637965,-0.68036306,-0.7342826,-1.0783666,-1.4165988,-1.4588585,-1.1716369,-0.12709725,1.0861678,1.6119139,1.7823702,1.7773134,1.4736354,1.1525844,1.0163245,0.9484735,0.9868076,1.0493191,0.7677976,0.935882,0.45658872,-1.2434883,-1.7157011,-1.5485302,-0.88772416,-0.7233316,-0.7751818,-1.0647485,-1.3976754,-1.7271552,-2.0310297,-2.1635904,-2.0237632,-1.7733943,-1.5675559,-1.5229,-1.4368172,-1.3995129,-1.343742,-1.3160621,-1.307925,-1.325927,-1.3296887,-1.3045695,-1.3075577,-1.2888055,-1.320458,-1.3188868,-1.2829256,-1.2054708,-1.2516394,-1.6098006,-1.8459768,-1.7143704,-1.881002,-2.1115403,-2.2025938,-1.8457851,-1.7741449,-2.1165323,-2.3732548,-2.4359846,-2.5377302,-2.5718613,-2.8277857,-2.6751754,-2.710043,-1.956765,-1.9565434,-1.956609,-1.9565699
-0.84074354,-0.84367394,-0.99618846,-1.0290842,-1.144616,-1.119166,-1.1447655,-1.1504619,-1.3512878,-1.6232401,-1.5233731,-0.7732225,-0.48209235,-0.18602222,-0.22895697,-1.0720506,-1.3762016,-1.070514,-0.23661388,0.8619339,1.4367188,1.0085468,0.17793661,-0.41811782,-0.9879607,-1.2511939,-1.4197949,-1.5167925,-1.4908319,-1.4322484,-1.3295784,-1.2234035,-1.2244345,-1.2539129,-1.1504123,-1.230128,-1.3324836,-1.5080265,-1.5337765,-1.4980798,-1.3991101,-1.2877305,-1.2306721,-1.2469692,-1.2878141,-1.3172588,-1.3577852,-1.2825675,-1.2994238,-1.3234723,-1.3277001,-1.2240608,-1.2537261,-1.2908287,-1.314158,-1.3580763,-1.2693257,-1.1988323,-1.0494751,-0.98431295,-1.0462475,-0.75916535,-0.36040926,-0.46968275,-0.94724286,-1.4074807,-1.5760896,-1.2230281,-0.85514945,-0.83405316,-0.9436395,-1.0675993,-1.1054382,-1.0819676,-1.0880631,-1.2329867,-1.4193747,-1.4517927,-1.2496068,-0.42951712,-0.16424169,0.49220753,0.5576181,0.98519236,1.7681698,2.04525,2.3111873,2.2287178,1.5867263,1.0075189,0.81160504,0.72928554,0.37786695,-0.1196163,-0.07187745,0.090299934,0.37371334,0.53533036,0.6691739,0.67902744,0.70869625,0.8490594,0.9974116,0.87515706,0.8562071,1.1596386,1.6946236,2.1300533,2.730664,3.1504838,4.8612747,7.7987647,10.132324,11.185074,11.418816,11.36067,11.229644,11.401401,11.353616,10.730498,9.916576,9.18203,8.3418665,7.7165346,6.7020416,6.3988466,6.452859,4.3084254,4.303729,4.302537,4.3026876
-0.5627452,-0.5983943,-0.5168402,-0.53285587,-0.4578235,-0.3769845,-0.2891536,-0.28537434,-0.32926974,-0.4683251,-0.7911421,-0.6745993,-0.6296927,-0.5284454,-0.19676435,0.8920649,1.4185488,1.6864218,1.5542301,0.9555092,0.22626606,-0.10222861,-0.25576627,-0.10734305,-0.20363687,-0.3812128,-0.35777682,-0.32454044,-0.32637477,-0.42625535,-0.4918353,-0.49542063,-0.6600715,-0.8372517,-1.092556,-1.3313868,-1.5721925,-1.9084386,-2.111556,-2.1792948,-2.0143175,-2.0153842,-2.0361912,-1.9922843,-1.9889767,-1.989451,-1.9256101,-1.8942946,-1.8674417,-1.7840967,-1.7463615,-1.7570597,-1.8607401,-1.8939577,-1.7037147,-1.5103421,-1.3815677,-1.2734001,-1.0994942,-1.0100429,-0.90028393,-0.41534102,-0.20089981,-0.30099365,-0.57671225,-0.9474186,-1.2541225,-1.170768,-0.68615365,-0.49328414,-0.5807808,-0.62473834,-0.5561671,-0.43370056,-0.3829705,-0.2810092,-0.13383108,0.0346341,0.08932565,-0.09698762,-0.26226756,-0.5452789,-0.3349449,-0.060019948,0.33879504,0.7073786,0.87210333,0.65966654,0.51084214,0.2954609,0.03713928,-0.054010272,-0.110185176,0.4512167,0.786937,0.873672,0.84739375,0.8424614,0.8659393,0.8842134,0.8699031,0.75667304,0.6247302,0.64729637,0.7217468,0.7318551,0.55911124,0.47954345,0.4084889,0.38766038,0.105051324,-0.32482824,-0.455449,-0.12621067,0.18877691,1.1217856,1.3263347,1.6365962,1.4244591,0.66036797,-0.038288366,-0.7056873,-1.0477039,-1.1254454,-1.1568373,-1.0941185,-1.1902134,-1.4212613,-1.4213808,-1.4212129,-1.421242
-3.507845,-3.3768003,-3.3611524,-3.3128924,-3.3456974,-3.407083,-3.3879118,-3.4328337,-3.2795625,-2.6778145,-2.100658,-2.1501591,-2.3780608,-2.581114,-2.6370234,-2.5697813,-2.186501,-2.1153948,-1.9885025,-2.288,-2.6387756,-2.7794702,-2.58356,-2.2304058,-1.6766317,-1.4032099,-1.2389377,-1.161259,-1.0300326,-0.96768284,-1.0580125,-1.1741158,-0.86874425,-0.47315496,-0.037439883,0.49647826,1.0738623,1.5988029,1.8042121,1.9124863,1.9936221,2.0082688,1.967473,1.864367,1.7739782,1.7133594,1.6191993,1.573236,1.5482657,1.4862821,1.3942956,1.2466803,1.0525568,0.80677533,0.5094546,0.26448467,0.09293378,-0.1292145,-0.5558176,-0.816319,-0.95688367,-1.3668997,-1.8249164,-2.0504372,-2.0889819,-1.9100173,-1.8115215,-1.9069967,-1.7469736,-1.6511956,-1.5297962,-1.338393,-1.1568722,-1.1822827,-1.2215991,-1.2369926,-1.1900797,-1.1742496,-1.4255897,-2.4664173,-4.1542215,-4.1073785,-3.8682232,-3.6319675,-3.440318,-3.276682,-3.288814,-3.247438,-3.2565808,-3.1472304,-2.946459,-2.7675834,-2.6210165,-2.2578228,-1.766092,-1.4577553,-1.1991233,-1.1376652,-1.1948909,-1.2143384,-1.1539067,-1.1489999,-1.1534892,-1.1713265,-1.2251163,-1.1346838,-1.044439,-1.0510855,-1.0400695,-1.0624204,-1.1461343,-1.6899085,-3.5620122,-4.024586,-3.804257,-3.6317263,-3.555636,-3.4325435,-3.396087,-3.1298196,-2.737331,-2.384378,-2.3597877,-2.475302,-2.6227977,-2.66366,-2.6401472,-2.554087,-2.5551355,-2.5553129,-2.5553036
