0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181
13.14617,13.049826,13.118007,12.878336,12.625103,12.343106,11.455573,10.693824,10.445443,9.958787,9.761517,9.409658,9.082375,8.492218,6.6530256,3.4643166,2.1661067,1.1718246,0.49357724,-0.110355854,-0.65908813,-0.99607587,-1.1931065,-1.3185873,-1.3035195,-1.2538229,-1.1810765,-1.0333521,-0.9444761,-0.7679961,-0.50127274,-0.02217488,0.25266987,0.47842956,0.6730908,0.8221494,1.7087713,3.0599647,3.617813,2.9686236,1.5980192,1.0833259,0.90143687,0.45893434,-0.07301457,-0.66310537,-1.2037158,-1.7641816,-2.071792,-2.103145,-2.028723,-2.0072694,-1.9177928,-1.7997988,-1.7066748,-1.45163,-0.4108754,1.2520077,1.3488114,0.9802865,0.8755895,0.99750316,0.8835796,0.77234006,0.75696355,0.77021646,0.7436303,0.69398314,0.6524776,0.63609076,0.6850052,0.8283633,0.9800873,1.1768064,1.2826719,1.2916788,1.342598,1.4093323,1.7276676,2.1733196,2.917245,4.563822,5.389367,5.315243,5.284059,5.5387907,6.4684095,6.981332,6.6821012,4.7518754,1.5450501,0.073821604,-0.10954049,-0.4614719,-0.5762415,-1.0575776,0.94696885,1.8897314,1.8856168,1.1665655,0.3651293,0.10493523,0.3528276,0.7341959,1.1317408,1.4001732,2.1385853,2.6199484,2.556513,2.302786,1.976006,1.5604193,0.95565534,0.42379206,0.05153031,-0.13401626,-0.15865546,-0.05865875,0.11215118,0.5564298,1.2294676,2.0625768,2.7947779,3.4620862,3.7782478,3.1164193,1.9135017,1.138924,0.76509464,0.9882909,1.1718495,1.7000284,2.6891685,3.2615051,3.578959,3.9846206,4.661132,4.537352,3.1979406,2.1428685,1.3255155,0.7121826,0.23297834,0.2749938,0.3893723,0.499884,0.44050214,0.55234253,0.5116683,0.4123158,0.26362872,0.26106414,0.28629988,0.34719127,0.22237156,0.1368143,0.12918672,0.11573504,0.14748883,0.2003733,0.22775961,0.8005506,1.4682386,2.3362288,2.6821184,3.2206616,3.845777,5.024449,5.9229174,7.1124372,7.23398,7.1999664,7.7505693,8.5678625,9.526009,10.453502,10.737793,10.844158,11.265758,10.692572,10.693054,10.69304
-2.5381794,-2.590363,-2.5386167,-2.5544517,-2.5798278,-2.602848,-2.6802,-1.3607541,-2.5628881,-2.4724734,-2.5190477,-2.657712,-2.779202,-2.7829661,-2.855182,-2.6981716,-2.4807346,-2.264855,-2.195656,-2.1888556,-2.2058814,-2.202008,-1.9596298,-1.7923151,-1.7340872,-1.7493402,-1.755584,-1.7813413,-1.8282471,-1.8390547,-1.9333906,-2.2455077,-2.3474772,-2.2254658,-1.9000362,-1.5044391,-1.4264951,-1.5469227,-1.6102881,-1.4349847,-1.1341027,-1.2863514,-1.4855039,-1.6840093,-1.8932426,-2.0972614,-2.2295022,-2.3912442,-2.5233746,-2.540629,-2.4627945,-2.4073231,-2.3132799,-2.110672,-1.6939883,-1.3622257,-1.2038981,-1.4360118,-1.6904716,-1.7464199,-1.7861211,-1.5582981,-1.4776672,-1.5763848,-1.7053175,-1.7867475,-1.8097932,-1.8328087,-1.8530267,-1.8451619,-1.8547863,-1.8560176,-1.829035,-1.7454746,-1.5052636,-1.1042893,-0.7224442,-0.97359693,-1.3711181,-1.5948893,-1.8476205,-2.2976627,-2.4054143,-2.4268959,-2.4056127,-2.2069383,-2.2340028,-2.631216,-2.8922873,-2.944818,-2.4957855,-2.1076813,-1.3171953,-0.5541385,-0.19896016,0.41162628,1.0030184,1.02622,0.5506667,0.26089886,-0.25041002,-0.6298354,-1.1730081,-1.4518142,-0.8890505,-0.6871586,-0.46644443,-0.36074114,-0.25675493,-0.23530787,-0.25944418,-0.44793808,-0.6325165,-0.98350936,-1.1335862,-1.2334018,-1.574477,-1.9069403,-2.1109505,-2.219149,-2.086924,-2.0269845,-2.2376504,-2.3677871,-2.4285588,-2.4491782,-2.4164634,-2.6463025,-2.8217125,-2.88549,-2.9474926,-3.305836,-3.6023552,-3.4868689,-3.375608,-3.185828,-2.673617,-1.9830877,-1.3715687,-1.2437816,-1.0639069,-1.3303037,-1.7041509,-1.9775687,-2.0584774,-2.118183,-2.0651321,-1.9233154,-1.7412126,-1.6445897,-1.5952115,-1.5516447,-1.5067751,-1.3988556,-1.2443986,-1.0739533,-0.82010174,-0.6629412,-0.5535135,-0.39846793,-0.2527183,-0.075772434,-0.1807656,-0.16990608,-0.07746549,0.013244189,0.009130202,-0.1746368,-0.35418493,-0.66454613,-0.66438055,-0.5682991,-0.74113154,-0.99803185,-1.2115827,-1.3955529,-1.4076993,-1.4017121,-1.4245485,-1.3597486,-1.3601799,-1.3601708
0.63757265,0.8759606,0.90942055,1.1103246,1.195467,1.383287,1.7127085,-0.104893535,2.1520824,2.539329,2.548268,2.6181722,2.548066,2.5191388,2.6411798,2.7194536,2.4708211,2.1510885,1.8042433,1.3217372,0.07933092,-1.1754622,-1.8742385,-2.220027,-2.4142838,-2.4801927,-2.5336108,-2.5664606,-2.502819,-2.2802284,-1.7793388,-1.3299465,-1.4053712,-1.6682988,-1.9794198,-2.0705438,-2.123351,-2.0015306,-2.1483982,-2.1786072,-1.9489629,-1.921578,-1.9347472,-1.9448106,-1.7966329,-1.6708734,-1.6966364,-1.8056922,-2.0002098,-2.1907337,-2.2137856,-2.2145917,-2.1717925,-2.0742433,-1.8986124,-1.6415584,-1.5684279,-1.1619526,-0.928353,-0.77543455,-0.46215737,-0.019630156,0.24445888,0.3945999,0.47668007,0.54745764,0.6154189,0.6860501,0.7241401,0.76874685,0.83456427,0.9674803,1.084622,1.439778,1.9939756,2.9504075,5.0047984,7.689933,9.03113,10.24528,11.131576,11.205254,10.702643,10.153409,8.972669,7.7117367,5.6821613,4.3269825,2.936956,2.8676906,1.7785554,-0.35143176,-1.8333688,-2.3432012,-2.1629426,-2.0314395,-1.6692314,-1.7131747,-2.037944,-2.4212282,-2.6761005,-2.5165644,-2.6290445,-2.6946151,-2.4242496,-1.8877766,-1.6776133,-1.6864157,-1.8641057,-2.1941242,-2.365106,-2.581327,-2.6378872,-2.2371216,-1.8391359,-2.0035436,-2.1277378,-2.2368631,-2.362951,-2.5867546,-2.6016433,-2.3643827,-2.0672076,-1.733526,-1.0386143,-0.63578904,-0.82836866,-1.1502035,-1.4739542,-1.7401345,-2.1376772,-2.4520955,-2.5684466,-2.213417,-1.8363667,-1.4729648,-1.4023591,-1.5594391,-1.6116467,-1.6255857,-2.0443175,-2.1522813,-2.0364437,-1.7540417,-1.6545657,-1.9686041,-2.1150877,-2.2518716,-2.3736072,-2.3793774,-2.3690243,-2.3506174,-2.3347554,-2.3379521,-2.3562484,-2.3738337,-2.4262843,-2.3932106,-2.3497934,-2.2985673,-2.300117,-2.2750225,-2.0579395,-1.8460927,-1.7167218,-1.6290563,-1.5892156,-1.6822996,-1.8360467,-2.0243645,-2.0856187,-2.0856118,-2.117226,-2.1840587,-2.3210123,-2.4024262,-2.4439344,-2.4009485,-2.4395216,-0.10718259,-0.10599917,-0.10600251
-1.7407329,-1.6824603,-1.674524,-1.5270027,-1.388433,-1.2811035,-1.0895393,-0.3441006,-0.7930186,-0.64752966,-0.6734705,-0.8283773,-0.990383,-0.89060986,-0.44558892,-0.29564363,-0.19865336,-0.060232818,0.0019937903,0.0600131,-0.24644163,-0.92605466,-1.3609302,-1.5584593,-1.7102861,-1.7934387,-1.8513552,-1.889876,-1.8266549,-1.5078235,-0.96239346,-0.720595,-0.70935047,-0.7519378,-0.80641055,-0.7182088,-0.97974956,-1.2292718,-1.3089687,-0.97864574,-0.30958408,-0.11122161,-0.19414479,-0.44742495,-0.6730819,-0.73838186,-0.7947352,-1.0333617,-1.3130808,-1.6388148,-1.7611163,-1.7664847,-1.7444179,-1.6693442,-1.547567,-1.4161568,-1.1790798,-1.4450011,-1.7424793,-1.7773123,-1.689942,-1.6214145,-1.7617505,-1.9467258,-2.0786014,-2.1544952,-2.1627629,-2.1836636,-2.2112901,-2.2202265,-2.2697213,-2.3258576,-2.3701196,-2.4805346,-2.4935477,-2.3520458,-2.0427663,-1.9560585,-2.0361948,-2.0436316,-2.0269184,-2.4193923,-2.568484,-2.4989493,-2.1581662,-1.6211153,-1.3509527,-1.4065717,-1.6608831,-1.8381755,-1.3324894,-0.87915826,-0.8107923,-0.80579,-0.77895284,-1.1778815,-1.2412163,-1.3275201,-1.1832103,-1.0841925,-0.8524214,-0.6717198,-1.2585628,-2.09347,-2.0024393,-1.9537966,-2.5309262,-2.6451988,-2.5651937,-2.3907948,-2.2253733,-2.2137003,-2.1422315,-1.5313638,-1.2509912,-1.3911641,-1.6396794,-1.8409026,-1.8414598,-1.722725,-1.2387785,-0.6177075,-0.6723602,-0.8926231,-0.8105862,-0.8353239,-0.737114,-0.93917036,-1.0988517,-1.1515648,-1.3299415,-1.9336623,-2.6271505,-2.5936394,-2.4342325,-2.1406813,-1.713323,-1.2318177,-0.8892875,-1.0324717,-1.1428924,-1.3259442,-1.5342404,-1.659462,-1.4063572,-1.4061582,-1.4970104,-1.4865785,-1.396555,-1.2958333,-1.2724004,-1.2566732,-1.2506462,-1.1742439,-1.0264249,-0.8939283,-0.6715875,-0.46908256,-0.3959989,-0.2774657,-0.19326672,-0.17885876,-0.28221607,-0.48932832,-0.55600625,-0.7432558,-0.9039953,-1.199792,-1.4416373,-1.6476854,-1.6278464,-1.5106311,-1.614818,-1.6402533,-1.5477014,-1.4262875,-1.3129357,-1.1570843,-1.1594691,-0.34360993,-0.34377632,-0.3437615
-0.4934376,-0.64473,-0.6516775,-0.85434747,-1.0352423,-1.1249822,-1.3321805,-0.36714652,-1.4140205,-1.404913,-1.4032714,-1.3005804,-1.1947544,-1.2016289,-1.408627,-1.6018064,-1.5925913,-1.5454844,-1.3430413,-0.8817268,0.61935043,2.494648,3.4790041,3.9155545,4.1421924,4.190257,4.1394367,3.964583,3.6522202,2.9384332,1.7287772,0.41886842,-0.34793785,-0.6814424,-1.0377629,-1.3777082,-1.6731169,-1.8315406,-1.7272563,-1.8472948,-2.1181614,-1.9838336,-1.8481143,-1.5945357,-1.3286648,-1.0164585,-0.61821,0.054424673,0.7126833,1.2406621,1.369019,1.3467507,1.1429734,0.7935233,0.20673233,-0.71642154,-1.7463379,-2.1645112,-1.8883307,-1.6366026,-1.3432164,-1.016958,-0.4666366,0.18464896,0.5742019,0.8018153,0.87477195,0.85796463,0.8123715,0.78526247,0.8311202,0.9092052,0.9421277,1.0479369,1.0848389,0.936003,0.7178811,0.67545366,0.5940875,-0.081056334,-1.1896353,-0.32147968,0.9790666,1.6689005,2.7625728,3.4972064,4.5792565,5.2244034,5.7353487,6.2313337,7.285705,7.8290434,7.7465024,7.2042904,5.5732574,2.4592018,-1.0771688,-0.96630883,-0.642741,-0.24542838,-0.124187626,-0.007660538,0.85362947,1.5955406,1.0438025,-0.5576414,-0.900811,-0.81408805,-0.575174,-0.4724022,-0.43218213,-0.07481524,0.27364695,0.68357044,1.0782504,1.2579879,1.6026866,1.9416015,2.1450958,2.4275746,2.4413009,1.5116055,0.010472536,-0.7970433,-1.2816596,-1.4652258,-1.3059053,-1.0343581,-0.5240319,0.11395174,0.5358021,0.5295644,0.021494806,-0.65344965,-1.0866156,-1.6152943,-1.863921,-1.8292084,-1.7800775,-1.5219264,-1.3137442,-0.89163804,-0.37959218,0.2972616,1.0616543,1.899837,2.455343,2.7552977,2.8534737,2.8552203,2.9130464,2.9639266,2.9686847,2.8770728,2.7459788,2.6716833,2.460447,2.2358222,2.1164732,1.9861208,1.8463869,1.4496653,1.0795326,0.7959379,0.706706,0.6158673,0.4467403,0.33544242,0.30709141,0.33060735,0.3813404,0.45203978,0.5169346,0.56105363,0.39856732,0.08967261,-0.07012629,0.016079133,0.11168532,-0.36614484,-0.366728,-0.36673293
-2.3100047,-2.3225632,-2.4196558,-2.457419,-2.3884013,-2.4564867,-2.314797,-1.2957408,-2.0402374,-1.9527798,-1.9552656,-1.8759477,-1.7753649,-1.6196542,-1.2539277,-0.52271134,-0.3031008,-0.051980793,0.02054596,0.084040076,-0.16760671,-0.4759472,-0.57757574,-0.53726137,-0.4448574,-0.3759996,-0.28540686,-0.21595287,-0.1703479,-0.20538628,-0.33696654,-0.48251465,-0.114801496,0.89296246,2.18964,3.9993725,5.8956585,7.6551447,8.723443,9.555388,10.446308,10.833348,10.904602,10.787884,10.4355345,9.749184,8.803043,7.2698593,5.6261253,3.7842293,2.8262908,2.478581,2.085179,1.5919858,0.8868412,0.3054977,-0.07459454,-0.20725296,0.0070508495,0.13545509,0.5325556,0.6967033,1.1376386,1.5421951,1.737454,1.8218982,1.8464749,1.8382621,1.845484,1.8378414,1.8366132,1.8199657,1.7714248,1.69049,1.6954745,1.5555978,0.9565055,0.09906428,-0.23874155,-0.3686018,-0.704367,-1.5607665,-1.7434666,-1.7367482,-1.732933,-2.4120717,-2.77319,-2.787619,-2.7590876,-2.7953405,-2.2375455,-1.8733401,-1.5570655,-1.4578772,-1.3103087,-1.0333812,-0.58322585,-0.8380892,-1.0166849,-1.2653174,-1.3038359,-1.332979,-1.1411656,-1.1301603,-1.3944347,-0.9867846,-0.620892,-0.59667397,-0.6121572,-0.61656165,-0.69636667,-0.8209852,-0.8110133,-1.1797605,-1.3465312,-1.4173784,-1.4966762,-1.2766551,-0.9572594,-0.53083503,-0.4020393,-1.3564761,-2.192202,-2.3234038,-2.0901608,-1.3661952,0.0438468,0.79148,1.1239566,0.86899805,0.9650606,0.94620645,0.40709653,-0.48260677,-0.92211485,-1.4355234,-1.63951,-2.0139043,-1.8158426,-1.2079434,-0.43486875,-0.03606153,0.11443138,0.07509437,0.038516983,0.26388133,0.58024174,0.8010609,0.9748229,1.159275,1.1957556,1.1190686,1.0952426,1.146534,1.2719064,1.3184773,1.3113832,1.2513447,1.2592314,1.1461561,1.0223509,0.6075351,0.2051675,-0.46077088,-0.74346423,-1.0354731,-1.2760619,-1.3868635,-1.3829439,-1.3610787,-1.2666403,-1.3630722,-1.5606534,-1.7771645,-1.9307312,-1.9008318,-1.9116409,-1.8607376,-2.1045866,-1.2962859,-1.2956394,-1.2956121
-2.8768435,-2.9825592,-3.0127735,-3.1930225,-3.2931912,-3.3916922,-3.4763556,-2.7557504,-3.4558778,-3.4430127,-3.516776,-3.590833,-3.654879,-3.6344912,-3.4771152,-3.2803242,-3.146656,-3.0067883,-2.913565,-2.6624122,-2.214583,-1.7505262,-1.4720948,-1.3630649,-1.2892547,-1.2369266,-1.1957241,-1.1878444,-1.272322,-1.4590747,-1.6449704,-1.6027696,-1.1195749,-0.7500812,-0.3525126,-0.2717685,-0.4745795,-0.65902394,-0.5992714,-0.46321803,-0.030305088,0.48913968,0.83046055,1.3025444,1.7916512,2.37825,2.9150753,3.258294,3.3352342,3.2608411,3.1782532,3.1673079,3.227129,3.2014923,2.9281983,2.407282,1.5619239,-0.2671485,-0.80158734,-0.91289586,-0.74549866,-0.29908198,-0.17628534,-0.1924749,-0.27977663,-0.36526775,-0.40076545,-0.40467003,-0.38696155,-0.37198403,-0.40488797,-0.48260728,-0.504022,-0.60101825,-0.7736515,-1.0139238,-1.5549362,-2.2307239,-2.436145,-2.2586951,-2.193976,-2.7091641,-2.6406002,-2.3141856,-2.1281834,-2.6390834,-3.2802954,-3.2270734,-2.8676624,-2.4961946,-2.1361988,-1.8369848,-1.5665214,-1.431912,-1.4688643,-0.8052798,-0.5599592,-1.0329576,-1.4583153,-1.8138537,-1.5518363,-1.0839199,-1.0027907,-1.1239098,-1.3961272,-0.8161077,-0.55832905,-0.8188955,-1.0242355,-1.1486818,-1.2931141,-1.3542113,-1.3045623,-0.97885877,-0.7677582,-0.6117574,-0.5057055,-0.3886387,-0.29707772,-0.29255342,-0.8237207,-1.9052978,-2.1781874,-1.8860458,-2.2461495,-2.6467657,-2.8039794,-2.8188224,-2.7284813,-2.592023,-2.4781108,-2.2568817,-2.0500402,-1.853416,-1.6509027,-1.349978,-1.1776183,-1.0669098,-1.2251687,-1.2498192,-0.87606424,-0.7727202,-0.7921335,-0.8642472,-1.1667774,-1.6923169,-2.002288,-2.2182295,-2.3462832,-2.4372125,-2.4537292,-2.480777,-2.5006957,-2.5505118,-2.5839906,-2.6361299,-2.7245054,-2.8355017,-2.9063995,-2.9533763,-2.9198275,-3.0112963,-3.214766,-3.3374171,-3.3146007,-3.212905,-3.1539693,-3.0851414,-3.011631,-2.894637,-2.8939023,-2.8936644,-2.876983,-2.8321242,-2.7645192,-2.7317705,-2.801515,-2.8465369,-2.995577,-2.7560413,-2.7556775,-2.755661
-1.7993811,-1.8638548,-1.9050978,-1.9034119,-1.8646702,-1.8420879,-1.7849913,-1.3782215,-1.6315418,-1.6271071,-1.6768953,-1.7882634,-1.9192615,-1.7711407,-1.3478104,-1.0149574,-0.9260942,-0.90351546,-1.0155679,-1.3053879,-1.6403842,-1.5667692,-1.2398014,-0.8810421,-0.60308874,-0.43295723,-0.24080956,-0.074566275,0.058932185,0.23661289,0.23215604,0.18075797,0.21772051,0.36487862,0.6166165,0.6279695,0.034352913,-1.0192713,-1.7852138,-1.8646826,-1.2508692,-0.91796327,-0.8265351,-0.7326011,-0.6852487,-0.64507824,-0.6107925,-0.7351588,-0.92725015,-1.106102,-1.1337105,-1.103611,-1.0337793,-0.8097744,-0.34733018,0.27713636,1.0629694,1.2765323,0.539348,0.21036384,-0.0813629,-0.13470505,-0.21577822,-0.49476635,-0.6927699,-0.80160296,-0.8154782,-0.8459779,-0.8861271,-0.8467576,-0.8676264,-0.8350249,-0.7629832,-0.58417094,-0.24743474,0.19828358,0.59192,-0.19348338,-0.9360347,-0.98127604,-1.020856,-1.821676,-2.2295952,-2.3057053,-2.5108192,-2.3374522,-2.5165482,-2.6330738,-2.7873383,-2.8748443,-1.6973717,0.55279654,3.2834413,6.016739,7.718668,8.932191,10.767099,10.713347,10.572786,10.250043,9.715652,8.425985,6.1071043,4.672578,7.030863,9.614968,10.877205,11.190339,11.242896,11.200285,11.199984,11.330404,11.299659,10.231991,8.418891,6.384447,4.3923974,2.706799,1.6361108,1.0901409,1.2343471,1.0361081,0.2659693,-0.16858965,-0.44187278,-0.43857116,0.06436636,0.24157389,0.34814495,0.3337133,0.34263292,0.3554338,0.40233016,0.5579906,0.55600107,0.17666988,-0.33597562,-0.5661602,-0.5240227,-0.6561843,-0.12641928,-0.035575196,-0.043004364,-0.112663254,0.031683892,-0.12033637,-0.2799741,-0.36643866,-0.35903537,-0.26668382,-0.27589172,-0.32119262,-0.3319966,-0.2341147,-0.04913719,0.09668715,0.3792849,0.59056115,0.72472465,0.80666995,0.93213236,0.979234,0.76032174,0.40103793,0.27954388,0.09450829,-0.07333474,-0.32954615,-0.517672,-0.7687124,-0.685092,-0.6416135,-0.8462558,-0.9707864,-1.0134666,-1.0074382,-0.95456684,-0.8280741,-0.9393021,-1.3770912,-1.3775115,-1.3774844
-1.1126947,-1.2304488,-1.2937489,-1.4079628,-1.4455663,-1.542723,-1.6174809,-1.192979,-1.7453554,-1.812822,-1.8178349,-1.8723041,-1.8520547,-1.7595284,-1.6115279,-1.2711327,-1.0250957,-0.6773168,0.0010515302,0.7458015,1.7928839,2.2714808,2.4343429,2.3123183,2.098964,1.9043105,1.6803385,1.4491171,1.1738853,0.7129093,-0.17835557,-0.9985846,-1.0501994,-0.68501884,-0.18700391,-0.33140823,-0.97222185,-1.6150928,-1.7170669,-1.771099,-1.6418043,-1.3036938,-1.1502286,-0.9865484,-0.9769006,-1.1778879,-1.4292397,-1.7519908,-1.9291816,-2.0318537,-2.1384013,-2.2060103,-2.307445,-2.4533713,-2.4942327,-2.2552202,-1.6522518,-1.2573133,-1.1908528,-1.4156089,-1.8671727,-2.157737,-2.2420957,-2.3214135,-2.4142108,-2.510343,-2.570551,-2.5808964,-2.5722427,-2.5593607,-2.5667295,-2.5585809,-2.4526453,-2.325545,-2.2248912,-2.1828568,-2.239192,-2.1262457,-1.8738785,-1.2840506,-1.2887452,-1.6066442,-1.4190283,-1.2391155,-1.3411207,-1.2641675,-1.355575,-1.4758925,-1.2191278,-0.8633702,-0.912483,-0.7673168,-0.5677626,-0.47815514,-0.4751662,-0.057483256,-0.42963672,-0.58842444,-0.33944166,-0.13800648,-0.43323153,-0.854092,-1.0457442,-1.0136814,-1.1254883,-1.2022331,-1.1078299,-0.8122438,-0.44931555,-0.030878909,0.10035075,0.15733275,-0.01583831,-0.81645983,-1.2585764,-0.84861887,-0.6590432,-0.64068604,-0.7145686,-0.7978183,-1.0862451,-1.5347762,-1.5025336,-1.4620581,-1.629427,-1.7006805,-1.688911,-1.6922945,-1.5736408,-1.268846,-1.1116185,-0.909719,-0.6269983,-0.56779355,-0.57248974,-0.63806164,-0.8055699,-0.637017,-0.032946996,0.5607508,1.4049226,1.64031,1.5345078,0.90222454,0.5959418,1.0759785,1.5403605,1.815074,2.0151167,2.0420759,2.0581846,2.0493977,2.052084,2.0796943,2.1423516,2.183398,2.262896,2.2861125,2.2275252,2.258086,2.437789,2.5734615,2.5112777,2.541637,2.5861652,2.6082845,2.6744502,2.4158816,2.1398737,1.6864008,1.6148893,1.690824,1.4450711,1.1056738,0.9029256,0.7655666,0.7024933,0.38850522,0.16631168,-1.1930807,-1.1931841,-1.193196
-2.9709532,-3.0481012,-3.0008092,-3.1729045,-3.3391845,-3.339654,-3.29242,-2.549312,-3.2919884,-3.3484824,-3.4618223,-3.419637,-3.294223,-3.1977086,-3.2713766,-3.1959662,-3.104671,-3.0350144,-2.9932323,-2.7784176,-2.1597388,-1.5521924,-1.2182579,-1.0838608,-0.9997823,-0.9361401,-0.8673001,-0.7688684,-0.626418,-0.46893373,-0.24263631,0.31510413,0.7313754,0.8618965,0.8130865,0.7689817,0.41129515,-0.1475597,-0.6211249,-0.9206015,-1.1030421,-1.263403,-1.3432522,-1.3046093,-1.0526878,-0.5880123,-0.008545041,0.78303003,1.3820035,1.8128924,1.9268963,1.8901566,1.8357707,1.8015847,1.7382795,1.4550135,1.1212717,0.5739881,0.4872793,0.68339074,0.88762224,1.0392853,1.2101177,1.4241027,1.5925894,1.7138522,1.7795498,1.7872791,1.7585297,1.724623,1.7123737,1.7070794,1.6407044,1.5329229,1.4034569,1.2075211,0.8144467,0.40461975,0.07959734,-0.7094755,-1.6519027,-1.967571,-1.9146693,-2.00878,-2.3308027,-2.9131618,-2.909247,-2.738662,-2.4817705,-2.1840258,-1.7160668,-1.2338606,-0.9064582,-0.67123306,-1.2211891,-2.45429,-4.047024,-2.99882,-2.4293823,-2.2667968,-1.7252152,-1.1883558,-0.38688594,0.101174,-0.27219233,-1.8665044,-2.4527626,-2.425164,-2.414311,-2.3401701,-2.1754394,-1.9100128,-1.4556592,-0.40497687,1.3098197,2.424506,2.8177633,2.8909984,2.7699814,2.490905,1.9152734,0.33993933,-1.314374,-2.130279,-2.4328165,-2.2555873,-1.8112148,-1.3481067,-0.72463655,-0.32726875,-0.2225051,-0.46114457,-0.84797764,-0.97715825,-1.0114877,-1.2510606,-1.6854993,-2.095683,-1.99032,-1.7287971,-1.6251209,-1.3560435,-1.139298,-0.77926624,-0.33870277,-0.2096377,-0.05045642,0.003151387,0.024028122,0.038401842,0.06393188,0.08727251,0.1018499,0.060788468,0.014237314,-0.022989616,-0.18117324,-0.3533308,-0.47699487,-0.60317934,-0.7264696,-0.95837665,-1.2085285,-1.5724909,-1.7259097,-1.8359501,-1.9565948,-1.9889129,-1.9225938,-1.7587194,-1.7323747,-1.7501322,-1.7544907,-1.8661363,-2.1380703,-2.3110774,-2.3480444,-2.330748,-2.2139244,-2.549533,-2.5495296,-2.5495434
