0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139
10.854791,10.803888,10.87871,10.989457,11.080053,11.420477,11.589083,11.606496,11.221777,9.949448,7.7557364,6.402562,5.4946823,4.626566,4.167602,3.7303977,3.3933537,2.1394966,1.1657788,0.3829141,1.2912425,0.8340564,0.26566777,-0.04660228,0.26484913,0.30246925,0.33239952,0.3725116,0.30041897,0.49576283,0.5506795,0.78900325,1.1429868,2.1834738,3.0785446,3.5796895,2.6628423,1.5748775,0.76982814,-0.19771573,-0.44569916,-0.27018037,-0.21685754,-0.1587438,-0.045902133,0.15488407,0.31597525,0.45675352,0.744429,1.2032982,1.7140085,2.1317313,2.1612558,2.1441584,2.1884594,2.00998,2.0644023,2.1309352,2.0707905,2.001475,1.9763012,1.861388,1.3889241,0.8923286,0.5546321,0.49132043,0.4704777,0.42886928,0.46222863,0.47414798,0.35979396,0.27441537,0.14980419,0.12701696,0.08050652,0.06660123,0.0523614,0.045677543,0.12566914,0.2541449,0.41567227,0.65826213,0.84832805,0.9497704,1.1473516,1.3245428,1.2614192,1.1601027,1.694134,2.6033263,3.9348311,5.3071375,5.551606,5.434245,4.9770775,5.0100794,5.0010257,5.1580567,4.966713,4.13028,3.1707573,1.7551755,1.1332237,0.7515233,0.7111065,0.8818281,1.1028461,1.1919079,1.3254623,1.4124514,1.3839321,1.3083115,1.0986247,0.918762,1.56515,1.8313352,0.6067135,0.28088856,0.3506105,0.9025378,1.5512717,2.0707252,2.231997,2.3147974,2.3628788,2.3711479,2.4847765,2.573454,2.7512293,3.1453216,4.4192047,6.1393385,7.6382284,8.392056,9.30562,9.834642,10.135607,9.228666,9.228609,9.228422
-1.5879693,-1.5297155,-1.4616183,-1.4794898,-1.718281,-1.9262533,-1.9416926,-1.8811817,-1.9122844,-1.8333534,-1.5827813,-1.4417518,-1.3642933,-1.1109457,-0.7461139,-0.61556304,-0.31313786,0.13771865,0.3229364,0.067747205,0.4107129,0.2207495,-0.7818494,-0.7352702,-0.16329151,0.16795966,0.3163779,0.38694102,0.40371138,0.3551327,0.36516815,0.22144419,-0.11989078,-0.6876244,-0.92251664,-0.93421215,-0.6362133,-0.6168897,-0.58959013,-0.20120806,0.033206046,0.51987106,1.5256436,2.7130466,3.866162,5.33131,7.033766,8.789212,10.13389,10.940752,10.848217,10.592317,10.378855,10.186057,9.802092,9.268187,8.693892,7.929145,6.609867,4.6645603,2.4250271,0.5944186,-1.0351369,-1.7886761,-2.0318334,-1.577723,-1.1219983,-0.694648,-0.32285303,0.19040051,1.1356925,1.5514135,1.8645115,2.0487502,2.2439609,2.4257498,2.644643,2.9127944,3.2306972,3.9299483,4.678364,5.561095,6.223148,6.685135,7.4615746,7.970745,8.113037,7.7756543,6.8367157,5.583846,3.7806683,1.5291462,-0.6550782,-1.7664498,-1.9598699,-1.9180759,-2.0039997,-1.9249256,-2.0229049,-2.2327552,-2.3477254,-2.227219,-2.229018,-2.4235678,-2.5205016,-2.6349354,-2.7167468,-2.7761316,-2.821231,-2.8228142,-2.7866259,-2.7245562,-2.7331862,-3.2163885,-3.603654,-3.2929094,-3.0401511,-3.013072,-2.3393483,-1.3520545,-0.538147,-0.07931552,0.2178922,0.3363827,0.42902988,0.5624991,0.69393265,0.8279015,0.8833811,0.9234561,1.0251056,0.8970387,0.6728512,0.541834,0.13689935,-0.06319505,-0.17897576,0.2914178,0.29141155,0.29144886
-2.089817,-2.2101402,-2.1653347,-2.052772,-1.9881213,-1.8278489,-1.727871,-1.745048,-1.773942,-1.7869954,-1.6227539,-1.5681999,-1.5064085,-1.5408453,-1.7225411,-1.836409,-2.0753431,-2.5431023,-2.899129,-2.8150172,-2.2906494,-2.2489958,-2.8504388,-2.444626,-1.8200496,-1.8040714,-1.7710536,-1.7232105,-1.6925077,-1.6542065,-1.4323022,-1.0000892,-0.4549409,0.0743953,0.33774412,0.8112737,0.80851495,0.45553917,0.07165325,-0.32157606,0.30357966,-0.32060018,-1.4987861,-1.7734721,-1.8625716,-1.9312001,-1.950019,-1.8581886,-1.7572254,-1.8529546,-1.9113611,-1.9787217,-2.0750477,-2.1542737,-2.2256896,-2.3429382,-2.3507931,-2.264987,-2.0427608,-1.8877522,-1.803118,-1.9050813,-1.7706795,-1.453135,-1.2036073,-1.4146816,-1.6623333,-1.7994565,-1.8669379,-1.8963778,-1.8648877,-1.824934,-1.8042843,-1.8078269,-1.848351,-1.8814142,-1.9593642,-2.0374837,-2.1886866,-2.4885988,-2.8792915,-3.1860147,-3.2574344,-3.2066965,-3.1281233,-2.8233864,-2.597897,-2.3544157,-1.9702632,-1.4780296,-1.3051792,-1.3712039,-1.5376053,-1.6041003,-1.8778185,-1.8407633,-1.7794373,-1.6091012,-1.5599077,-1.7263787,-1.740587,-1.0743947,-0.4664387,-0.51311475,-0.86493075,-1.0242321,-0.996667,-0.9149195,-0.88403916,-0.9059253,-0.8754459,-0.6491829,-0.26185632,-0.16838056,0.08985019,-0.42509395,-1.0051769,-1.1260029,-1.9121298,-2.5272644,-2.4863174,-2.260334,-2.1623013,-2.24574,-2.3636627,-2.46625,-2.5503716,-2.5068088,-2.4225438,-2.3262327,-2.0089264,-1.6509426,-1.3367686,-1.2374017,-1.0995095,-0.94994104,-0.91858727,-0.60498226,-0.6050182,-0.6051301
-1.3938234,-1.488981,-1.4220374,-1.3562495,-1.4235793,-1.4212213,-1.312329,-1.2047584,-1.306611,-1.6046112,-2.1168723,-2.3725257,-2.45427,-2.4779053,-2.4393263,-2.3600602,-2.3075814,-2.0287347,-1.4080967,0.11332214,0.64772457,0.46691138,0.022562265,-0.4451238,-0.9312559,-1.1020584,-1.0190701,-0.8420479,-0.7716098,-0.7247122,-0.70407844,-0.6233567,-0.54428285,-0.9110396,-1.2697535,-1.5227349,-1.3997946,-1.4867983,-1.603899,-1.5580314,-1.2872554,-1.2379814,-1.4709767,-1.6114463,-1.6604422,-1.6130093,-1.4551259,-1.1964902,-0.82379913,-0.08173305,0.13245356,0.49715275,0.7083388,0.84921193,0.9189974,0.9638308,0.805989,0.6821803,0.4843809,0.10600573,-0.4562348,-0.9478086,-1.3551714,-1.4514499,-1.2628578,-1.1603624,-1.0798261,-0.97598356,-0.9606007,-0.9866097,-1.0054693,-1.0055255,-0.97687286,-0.971292,-0.95722497,-0.95331854,-0.9068433,-0.83145595,-0.82167375,-0.839568,-0.86378956,-0.8028322,-0.6994844,-0.44108182,0.37395206,1.2128689,1.6870819,2.251692,2.2331142,1.77488,0.8116096,-0.37657616,-1.2931657,-1.9453129,-2.0900092,-2.164979,-2.1956987,-2.0435503,-1.9410611,-1.8785307,-1.9083229,-1.9772662,-1.9740877,-2.009442,-1.8614584,-1.7788069,-1.6853111,-1.6023364,-1.527386,-1.4336534,-1.1833572,-0.7549789,-0.07769271,-0.113448314,-0.21816364,-0.106055334,0.21119137,0.11245386,0.28280702,0.5861826,0.9946089,1.2990125,1.4756471,1.4651314,1.512993,1.6374658,1.7348865,1.7531593,1.4681373,1.2023759,1.2036349,1.2136223,1.3423887,1.4890914,1.4657357,1.4459848,1.3920493,1.2743108,1.2743635,1.2744651
-0.013671219,-0.17865261,-0.25980288,-0.37848157,-0.28931922,-0.18043777,-0.24433464,-0.30250433,-0.08851785,0.28987893,0.52656543,0.75480807,1.0301787,1.0506781,1.0690798,1.0385852,1.1431262,1.3607268,1.146613,-0.20496765,-0.31134984,0.15963651,0.525471,0.05376661,-0.092942744,-0.19608803,-0.37645078,-0.56773823,-0.6444899,-0.68452156,-0.8577558,-1.0589303,-1.2104361,-1.4751855,-1.6639411,-1.6308,-1.6993217,-1.5511847,-1.2139755,-0.5917834,-0.6238462,-0.30268472,0.42770845,0.6690352,0.61797583,0.45789087,0.14725843,-0.42890963,-1.0527548,-1.2564075,-1.3065045,-1.3557651,-1.2954092,-1.2315404,-1.2410275,-1.2594204,-1.3067515,-1.4245667,-1.3144612,-0.7527829,0.13931763,1.8070607,4.0406847,5.5926847,6.5982733,6.821584,6.7259445,6.5919333,6.467227,6.4213543,6.2541733,6.1479173,6.0945044,6.070325,6.0637875,6.061817,6.0329714,5.94924,5.7955136,5.5079594,5.2577977,4.703437,3.8969572,2.663732,0.6888319,-0.8229269,-1.1021696,-1.160507,-1.1789358,-1.2657691,-1.2509582,-0.9663451,-0.59325165,0.03054756,0.333686,-0.042677104,0.12553442,0.54414666,1.4040749,3.0271204,5.078785,7.753371,9.048994,9.843661,10.301418,10.389872,10.367157,10.3344965,10.315618,10.269867,10.17403,9.987861,9.348614,8.031292,4.0851855,0.74360704,0.27993733,0.626675,1.0473053,1.1333702,0.7886995,0.4209858,0.0549839,-0.10382654,-0.20930283,-0.41929328,-0.57509243,-0.703604,-0.7956353,-0.7226938,-0.6387436,-0.39376226,-0.032253474,0.19325602,0.47434488,0.5980378,0.76225466,0.7439264,0.7439192,0.7437998
-1.7486727,-1.8534836,-1.8277515,-1.8627276,-1.8235596,-1.6503409,-1.6465671,-1.6155971,-1.6640728,-1.8777351,-2.0659544,-2.3276863,-2.5371408,-2.6154814,-2.60387,-2.658987,-2.3336468,-1.2755327,-0.02608335,1.1796273,1.0462495,0.64155906,-0.20503339,-0.36406025,-0.14835364,-0.015660346,0.19353962,0.36455792,0.40039057,0.36719817,0.15285778,-0.20015341,-0.42718098,-0.4676082,-0.45845658,-0.4338284,0.19891886,0.65323484,0.85158765,1.1614349,0.62793976,-0.018384695,-0.27210855,-0.42316097,-0.5689585,-0.712422,-0.7634314,-0.62231886,0.0027763098,1.4789846,2.4885254,4.2564197,5.274482,6.0383525,6.8314095,7.593502,8.097469,8.688238,9.433737,10.037201,10.359524,10.1638155,9.381281,8.349312,6.6387167,4.7193418,3.3643215,2.563943,1.9278549,1.414087,0.7074146,0.50213915,0.46483243,0.45248795,0.48513108,0.4722963,0.5061079,0.5168463,0.4402842,0.25593364,0.019241882,-0.34095806,-0.6073792,-0.7043451,-0.58557594,-0.6498819,-0.75092405,-0.67715526,-0.67412513,-0.9579116,-1.558274,-2.103757,-2.013754,-1.70861,-1.4587841,-1.5717261,-1.5289874,-1.4613012,-1.0735134,-0.55924714,-0.4233694,-0.80589855,-1.2311622,-1.0718557,-0.59367114,-0.3234951,-0.39225683,-0.506565,-0.6171739,-0.6529331,-0.6825004,-0.8912122,-1.3717338,-1.6776165,-1.7909863,-1.7574053,-1.3527131,-1.3787178,-1.2423251,-1.0127591,-1.0473937,-1.2528548,-1.4484391,-1.466119,-1.4309984,-1.2874371,-1.2207005,-1.1254199,-1.0846877,-1.1622114,-1.3710811,-1.5682107,-1.6565299,-1.7306306,-1.780972,-1.8137568,-1.849964,-0.354536,-0.3544932,-0.35439909
-2.058608,-1.9926524,-1.9903171,-2.018667,-2.1004708,-2.165434,-2.1943536,-2.1780598,-2.3084128,-2.4921722,-2.67969,-2.8338175,-2.9672031,-2.9189167,-2.7651577,-2.69547,-2.1185982,-1.2517767,-0.74073005,-0.080619186,-0.35559094,-0.61743325,-0.9300512,-1.131344,-1.1415472,-0.784811,-0.41837305,-0.16385332,-0.066723615,0.17788993,0.33732486,0.46513346,0.6215185,0.30606362,0.03713894,-0.49521136,-0.6876489,-0.5667802,-0.38224953,-0.03830935,-0.4127152,-0.47032022,-0.008352682,-0.028530538,-0.15997167,-0.3704575,-0.6796464,-1.0437589,-1.1726338,-1.2209997,-1.2100205,-1.2800472,-1.2576956,-1.2480222,-1.1247921,-0.89649904,-0.77821696,-0.6112518,-0.62563133,-0.71499217,-0.7587904,-0.76827943,-0.7765708,-0.6327845,-0.5901615,-0.46849638,-0.3389853,-0.28532246,-0.2602973,-0.33931234,-0.41198558,-0.42530206,-0.42941135,-0.46159357,-0.48027718,-0.5321662,-0.5754866,-0.6307251,-0.70890844,-0.7421185,-0.75940734,-1.0043623,-1.2809769,-1.3270804,-1.1478049,-1.0082648,-1.133748,-1.2745881,-1.4330443,-1.3938869,-1.5049918,-1.8931193,-2.1244535,-2.300321,-2.2094674,-2.0146718,-2.0314102,-2.1378531,-2.2108524,-1.9991866,-1.8093657,-1.9382982,-2.5034506,-2.3984294,-1.9666934,-1.648802,-1.6206615,-1.6915824,-1.7547287,-1.7773408,-1.7879565,-1.8677361,-1.9898014,-2.1762135,-2.4391634,-1.9270796,-1.2832758,-1.3309495,-1.1154771,-0.7750187,-0.66670656,-0.62212723,-0.5281336,-0.4099638,-0.33544946,-0.30176568,-0.3067753,-0.3938351,-0.5467522,-0.6193069,-0.9201842,-1.1635247,-1.2569736,-1.3801901,-1.6015553,-1.7549343,-1.9107637,-1.5608561,-1.56081,-1.5606568
-0.05550535,-0.33270425,-0.4419087,-0.5883888,-0.70865875,-0.9099566,-0.97569567,-0.8909598,-0.8761871,-1.0768312,-1.3533612,-1.5397925,-1.487395,-1.3434184,-0.93942636,-0.39118958,0.42486766,2.3697715,5.4881754,9.721243,11.2287445,11.228974,10.640136,9.00742,7.0927687,5.4769125,4.414598,3.8087611,3.5692434,2.6061344,2.1532295,1.5708361,0.67982084,-0.37883502,-0.75269496,-0.72361386,-0.28976634,-0.21145527,-0.21437298,-0.32297128,-0.39993465,-0.44812566,-0.6528654,-0.61528945,-0.5199149,-0.32896632,0.12385571,0.8864097,1.7559738,2.5523787,2.5590634,2.4544244,2.3439882,2.2761254,2.0973973,1.856075,1.5478163,1.17471,0.8483533,0.31161198,-0.21255572,-0.6604197,-1.18646,-1.462981,-1.3098835,-1.1043347,-0.96482897,-0.8000183,-0.7045385,-0.63859725,-0.49140853,-0.41749924,-0.31211126,-0.24638027,-0.12783056,-0.029940665,0.13032323,0.31661075,0.5665748,1.2493944,2.2429557,3.535378,4.8174644,5.97554,7.12869,7.9926953,8.036127,7.6959705,6.71097,5.753685,4.03339,1.7253469,-0.025438815,-1.1143483,-1.2174885,-1.3457191,-1.3981818,-1.21992,-1.0883694,-0.89880645,-0.84672135,-0.8308386,-0.63017446,-0.8783489,-0.9984303,-1.041758,-1.0216851,-0.99196935,-0.92668474,-0.8181643,-0.5737228,-0.35164252,-0.18969575,0.047801584,0.91127336,1.4864134,2.0254557,2.4932475,3.9672253,5.896837,7.646167,8.701399,9.447643,9.828071,10.101313,10.445467,10.926541,11.292585,11.537022,11.519543,11.315964,10.83942,10.214938,9.762455,8.984695,8.470472,8.142857,6.111717,6.111764,6.1118813
0.6254597,0.8293042,0.8198538,0.7691549,0.73643196,0.4749493,0.32842338,0.34297702,0.4248875,0.96176416,1.9137993,2.3965905,2.5348623,2.765725,2.9382133,3.04292,3.2189837,3.5622838,3.0995388,1.781154,0.6356101,0.82766026,4.8994718,8.927576,10.576219,11.36832,11.741257,11.911124,11.967716,11.817768,11.514488,10.944131,10.058304,8.334768,6.6304574,3.4269638,0.7464043,0.10773903,0.00792852,0.19569144,-0.05096194,-0.18544981,0.23554295,0.35165372,0.35358733,0.24295357,0.030919641,-0.29201347,-0.4022596,-0.6406858,-0.9151132,-1.114399,-1.1973515,-1.2712498,-1.3483123,-1.4168887,-1.4910345,-1.4476639,-1.328877,-1.295332,-1.1191691,-0.93748546,-0.7656508,-0.67288333,-1.0194486,-1.2095833,-1.2642328,-1.2967316,-1.3252225,-1.314536,-1.4207678,-1.4707766,-1.5060027,-1.5250298,-1.5161836,-1.4875965,-1.4359328,-1.4140811,-1.2755924,-1.0122473,-0.5303987,-0.23542732,-0.0949528,0.049389765,0.3725533,0.575433,0.42017412,0.0769852,-0.45789528,-0.8182086,-1.1376408,-1.6705755,-1.9274299,-2.028906,-1.6178811,-1.4890206,-1.5496846,-1.8210555,-2.1720214,-2.0422254,-1.7825807,-1.7535716,-2.1526904,-2.1396413,-1.7264233,-1.4490557,-1.3964849,-1.453709,-1.5030525,-1.5023338,-1.5446281,-1.650429,-1.7659805,-1.7927375,-1.8868454,-1.1305398,-0.27870512,-0.5690937,-0.5552585,-0.55588615,-0.6800178,-0.85978675,-0.808092,-0.63237506,-0.43380105,-0.21076763,0.049021944,0.19018273,0.5343516,0.65860605,0.504283,0.05745443,-0.6225823,-1.0499761,-1.5484474,-1.8023047,-1.9569498,-1.7770671,-1.7770519,-1.7769585
-2.4559352,-2.5384688,-2.569099,-2.5012462,-2.4391909,-2.395269,-2.5117283,-2.6277273,-2.5349083,-2.2072082,-2.0242562,-1.923904,-1.8595872,-1.9660503,-1.9984386,-2.0717316,-2.053534,-1.5352817,-1.248138,-2.5202615,-2.9774,-2.369842,-1.8430117,-2.1757975,-2.3626342,-2.5472264,-2.6861634,-2.7725854,-2.8077812,-2.7842226,-2.6734564,-2.517857,-2.1628695,-2.000211,-2.1742954,-2.4750667,-2.7221813,-2.7944458,-2.8183837,-2.8474154,-3.084837,-2.8419528,-2.437904,-2.319716,-2.290708,-2.2527444,-2.207558,-2.2103095,-2.303843,-2.0104678,-1.6873944,-1.3824546,-1.2480052,-1.1565675,-1.1261358,-0.96227056,-0.89023525,-0.9459435,-1.0508636,-1.1068655,-1.1923645,-1.050885,-0.48213953,0.54065144,1.9412882,2.6884294,2.9711332,3.047166,3.052063,2.9900892,2.9617448,2.951333,2.927532,2.9027019,2.8481584,2.7747247,2.683047,2.5829296,2.3892198,2.1318452,1.7166435,1.0181324,0.2115947,-0.5981197,-1.493938,-2.0046246,-1.8062196,-1.8057814,-2.199502,-2.6612208,-2.8725483,-2.8568134,-2.6423407,-2.2909129,-2.2715604,-2.3764107,-2.29132,-2.115963,-1.6895211,-1.0079777,-0.15853652,0.9863494,1.9516888,2.641809,3.109457,3.2007663,3.027988,2.9235227,2.7666316,2.594331,2.3744166,1.9914446,1.2079268,0.6640074,-0.7794556,-1.9567573,-2.1230047,-1.7137375,-1.1169037,-0.5556068,-0.48802704,-0.7599152,-1.059093,-1.2208999,-1.4299278,-1.759162,-2.1834822,-2.508646,-2.8556411,-3.0311384,-3.2736683,-3.3916245,-3.234995,-3.0381458,-2.814867,-2.649585,-2.5656695,-2.7298203,-2.7298257,-2.7299068
