0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163
11.757762,11.776407,11.759347,10.033308,11.396206,11.252054,10.05432,10.033218,10.435604,10.3032675,10.207071,10.243376,9.751357,9.612046,9.693123,9.847453,9.738243,9.282392,8.577774,6.7100134,4.1531105,2.3795474,1.2803459,0.68516064,-0.024446953,-0.6247231,-0.9500842,-1.0104439,-0.92076564,-0.87258446,-0.7490487,-0.061281707,0.5553063,1.3999026,1.9517685,1.4697094,0.5396981,-0.10460377,-0.590916,-0.9136567,-1.4847641,-1.9910016,-2.1798086,-2.1968672,-2.1968598,-2.155933,-2.0009782,-1.8159838,-1.5079352,-0.8442795,-0.3449811,-0.080370456,0.1242546,0.21777913,1.0457084,1.9357901,2.8206635,3.584056,3.4262633,2.1651921,1.3480937,-0.21213749,-0.85729885,-1.2110746,-1.4853535,-1.7600753,-1.854732,-1.8293469,-1.8389783,-1.3209333,-0.2998221,0.72920275,0.99689704,0.5718257,0.23433435,0.09814091,-0.08974548,-0.1533131,-0.43743202,-0.25220162,0.5801103,0.54770094,-0.007240072,-0.4304825,-0.60978574,-0.5821869,-0.36537173,0.027048856,0.6126601,1.8836006,2.556161,2.6144602,2.5217223,2.738226,2.8472638,3.147807,3.191657,2.871467,1.650528,0.905342,0.6545397,0.66306996,0.45711318,0.08451939,-0.3447762,-0.6759202,-1.0187578,-1.3730402,-1.6275239,-1.9273771,-2.0955637,-2.081089,-2.0211225,-1.7406563,-1.0861154,-0.15395713,0.8408356,1.7548788,2.3762984,2.7500973,2.815743,2.5079093,1.9515524,1.8181198,2.0404148,2.781861,3.3257384,3.9184346,4.050662,3.5578678,1.6565334,0.14228353,-0.6437502,-0.48649132,-0.17910182,-0.1652962,-0.3440224,-0.48892355,-0.61681235,-0.5705156,-0.7076765,-0.7408325,-0.38224953,-0.13410336,0.11911842,0.1749697,0.2586807,0.54149663,0.9188279,1.1758653,1.5353719,2.3585982,3.3154125,4.46892,5.457779,5.665373,6.0767965,6.3045416,6.7100687,7.018626,7.7756305,8.326381,8.574522,10.033081
-2.716989,-2.7203045,-2.704465,-1.8605341,-2.578755,-2.5805616,-1.8590112,-1.860542,-2.4845252,-2.5161185,-2.5113454,-2.3896658,-2.283602,-2.2568111,-2.2338295,-2.286179,-2.240143,-2.145516,-2.0873113,-2.2628903,-2.4866693,-2.4247904,-2.2578158,-2.1325464,-1.7588079,-1.3938367,-0.9512918,-0.7682835,-0.73541677,-0.6615225,-0.19589096,0.38294733,0.7102779,0.9337432,1.0121647,0.8056642,0.6175803,0.39707923,0.10768612,-0.15901098,-0.438625,-0.53755164,-0.25704598,0.18263483,0.4755001,0.92270344,1.5044878,2.048814,3.0380106,3.6780028,3.7627494,2.7978277,1.5247269,0.98684025,1.3255539,1.7870933,1.9243264,1.7477576,1.7560279,1.4257642,1.1373113,0.55040056,0.25980982,0.14241627,-0.055665985,-0.25987768,-0.46060142,-0.6045163,-0.5350427,-0.13433225,0.16949603,0.50324124,0.67200017,0.88657284,0.7250459,0.37986895,-0.12611224,-0.27741143,-0.29145846,-0.008462355,0.059574142,-0.111247666,-0.37503874,-0.8070558,-1.4268712,-2.0126987,-2.30602,-2.2746472,-2.2380211,-2.3385725,-1.9751673,-1.8795732,-2.0079513,-2.2179585,-2.3522058,-2.6556742,-2.7010682,-2.7198067,-2.8615608,-3.0344396,-3.1415763,-3.1589851,-3.068819,-2.897044,-2.6396651,-2.3915644,-2.0123248,-1.5570527,-1.0765989,-0.3161574,0.47253984,1.219816,2.055488,3.136856,4.6944275,5.5009766,5.7982416,6.0810194,5.953177,5.5682483,4.624029,3.3645463,2.6434426,1.6740367,0.30528742,-1.1457253,-1.7097869,-2.2231445,-2.3990362,-2.491115,-2.6130214,-2.7152529,-2.8555512,-2.9934092,-3.0995767,-2.84421,-2.6807156,-2.6898873,-2.7045279,-2.7842045,-3.0939176,-3.27315,-2.7488825,-2.1720152,-1.7658093,-1.6837113,-1.5840981,-1.6694975,-1.8062638,-1.8772193,-1.9473946,-2.4334035,-2.8694587,-3.0198226,-2.9486709,-2.8630893,-2.7962027,-2.780487,-2.6789422,-2.6297226,-2.4408693,-2.427786,-2.4230433,-1.8606102
-0.4046436,-0.35735333,-0.3201092,-1.423661,-0.32470924,-0.30177876,-1.4107282,-1.423693,-0.3198384,-0.41348878,-0.39864498,-0.4274874,-0.54371905,-0.62810457,-0.6819638,-0.6797971,-0.7313994,-0.8967121,-1.0385188,-1.1434947,-1.1766481,-1.2684379,-1.4452407,-1.6414256,-1.9409568,-2.304535,-2.6248338,-2.81811,-2.9126697,-2.9456077,-3.1566467,-3.4486458,-3.4447455,-3.2737894,-3.0139222,-3.011283,-3.2144997,-3.4061112,-3.5866818,-3.8398871,-3.683387,-3.2353,-2.91354,-2.6650052,-2.4913702,-2.3588114,-2.441257,-2.5040984,-2.4053915,-2.4658382,-2.6376812,-3.010398,-3.4620156,-3.6530266,-3.8696835,-3.9441934,-3.7896414,-3.4030657,-3.149197,-3.0939465,-3.084723,-3.4198565,-3.827386,-3.9253533,-3.8449783,-3.712421,-3.4235785,-2.948079,-2.2225208,-1.4204226,-0.48253298,0.07365176,0.29417276,0.17036265,-0.13770553,-0.91921455,-1.7579792,-2.1868033,-2.257398,-2.6763759,-3.21211,-3.2695727,-3.1978204,-3.1542084,-3.1429539,-3.164226,-3.3259892,-3.5170918,-3.4805179,-3.3069491,-3.2792408,-3.385004,-3.426487,-3.262737,-2.9233003,-2.2619457,-1.6234455,-1.4966531,-1.4962385,-1.7225845,-2.0151477,-2.0873811,-2.480729,-2.708331,-2.8807716,-2.9795823,-3.019139,-3.0588493,-3.1050134,-3.192128,-3.2211266,-3.270022,-3.3121512,-3.3900156,-3.4137132,-3.3370574,-3.1140466,-2.751672,-2.3055072,-1.8660703,-0.7303008,1.6596218,3.23351,4.943388,6.494611,8.35429,9.231095,10.2355,10.7460575,11.143074,11.260932,10.84689,10.071169,8.863557,6.340237,2.9278047,1.1061637,0.33184958,-0.16085699,-0.52118486,-0.6648683,-1.0214604,-1.5246775,-1.8862867,-2.1152916,-2.3431299,-2.5321872,-2.5376496,-2.6691294,-2.9138389,-2.917439,-2.5352814,-2.1597319,-2.1317463,-2.3285522,-2.442076,-2.5762036,-2.6163163,-2.646545,-2.6669993,-2.6936493,-2.7545624,-2.8094568,-1.4230897
-3.0096462,-2.9959345,-2.9803717,-1.510921,-2.8062038,-2.7634668,-1.526516,-1.5108569,-2.6011436,-2.5748456,-2.6069863,-2.5560687,-2.484161,-2.504888,-2.4706762,-2.4971335,-2.4550407,-2.3177857,-2.007572,-1.5097784,-1.2523494,-1.055994,-0.7310865,-0.49843338,-0.12973312,0.06816885,-0.010913402,-0.18034145,-0.47423887,-0.6870442,-0.84444684,-0.8562306,-0.84792095,-0.6900191,-0.6102867,-0.8559945,-1.1726462,-1.2778867,-1.3554722,-1.4848671,-1.6800814,-1.8176663,-1.7889533,-1.6740637,-1.5931213,-1.4533422,-1.471616,-1.5220734,-1.0356576,-0.48300815,-0.20601806,-0.5980562,-1.369915,-1.6605437,-1.0608878,-0.23350896,0.0030069426,-0.21416548,-0.43720385,-0.9534853,-1.0457517,-1.1404736,-1.3818277,-1.6364217,-1.9372017,-2.040275,-2.0303164,-1.910532,-1.2310976,0.33479464,3.0747519,5.4802732,6.8362255,8.756436,9.750933,10.240427,10.037718,9.341076,8.048683,5.2529316,1.2751193,-0.12004021,-0.40591043,-0.66542107,-1.1446117,-1.6598895,-2.0134788,-1.9695797,-1.6344144,-0.953308,-0.16429137,-0.09631452,-0.49884644,-0.93720186,-1.2263123,-1.9622781,-2.3490589,-2.3309274,-2.0269186,-1.818257,-1.7798717,-1.7364305,-1.7066298,-1.5078981,-1.248828,-1.0286717,-0.77832246,-0.59553957,-0.46338668,-0.33822888,-0.33199775,-0.4076117,-0.47280377,-0.4599305,-0.30516744,-0.18120621,0.17636567,0.24759099,0.27155572,0.26839182,0.08896449,-0.5428363,-0.9987785,-1.6914923,-2.2480369,-2.636036,-2.6269653,-2.6020617,-2.4676838,-2.078128,-1.4022987,-0.9993535,-0.90581274,-0.9108078,-1.2458076,-1.7007396,-1.9190999,-1.9626012,-1.898746,-1.6913068,-1.6617138,-1.7724059,-1.494746,-1.566941,-1.442303,-1.4078512,-1.1638238,-0.99179506,-1.2979689,-1.629747,-1.5790226,-1.7419693,-1.9635851,-2.2517748,-2.3414664,-2.3120787,-2.4118707,-2.5704381,-2.6208606,-2.635708,-2.48471,-2.4410052,-2.45343,-1.5125923
-1.1663961,-1.2170172,-1.3159503,-0.13698111,-1.7896795,-1.9738,-0.1383056,-0.13696885,-2.3637276,-2.3955142,-2.4135885,-2.4094434,-2.3068092,-2.3196526,-2.336821,-2.4091089,-2.4954815,-2.447011,-2.392925,-1.9128814,-1.3563786,-1.05332,-0.9652382,-0.9240735,-0.92707837,-0.899327,-0.6103722,-0.31624532,-0.19079442,-0.09969597,-0.027647786,-0.39732963,-0.929831,-1.550932,-1.9028251,-1.9978205,-1.9556613,-1.9258444,-1.8096148,-1.3121777,-0.7047213,-0.14941187,0.2295996,0.2132146,0.13022175,0.10670407,0.30943388,0.32220912,-0.19459584,-0.61007357,-0.82035935,-0.40425724,0.39170128,0.65040207,0.1464695,-0.17227751,-0.59747994,-0.89185286,-1.0219855,-1.3759186,-1.8284936,-1.8142138,-1.1447577,-0.5981212,-0.11376011,0.16423258,0.48284733,1.0178423,1.3959893,1.1718382,0.12070146,-0.95893645,-1.3025297,-1.6098751,-1.7085061,-1.4166968,-0.98306966,-0.5735008,0.16844575,1.4764038,2.5326886,2.7776618,2.7160027,2.6727505,2.7487411,2.9192877,2.926997,2.4757204,1.7382429,0.1970793,-0.5979228,-0.57072484,-0.42938966,-0.60353243,-0.94511276,-1.3656015,-1.60773,-1.4810742,-1.0228142,-0.3713181,0.58689773,1.130634,2.6707473,4.034022,4.9310164,5.551359,6.0726995,6.369913,6.545251,6.636525,6.5992146,6.523757,6.360077,6.074867,5.3237367,3.8129592,1.9371856,0.24323079,-0.633159,-0.7675103,-0.8820013,-0.9708115,-0.8069607,-1.0858716,-1.5323507,-1.8655846,-1.6474911,-1.3313224,-1.213614,-1.140814,-0.69451857,0.3514734,1.4753499,2.411714,3.3075547,3.8667798,3.9598966,3.8818173,3.7284188,3.0629973,2.1131089,0.8903284,-0.46542493,-1.158919,-1.3148301,-1.1661845,-0.8509783,-0.41379696,-0.22233227,-0.05900392,-0.24661534,-0.5594076,-0.83508354,-1.0142233,-1.1084269,-0.968935,-0.7423091,-0.51466805,-0.49982396,-0.5825194,-0.9072896,-0.95721126,-0.87851596,-0.13743109
-2.4495535,-2.5267572,-2.5899687,-1.8335123,-2.6140869,-2.6671634,-1.8395877,-1.8334997,-2.4988966,-2.4248145,-2.4472814,-2.4700823,-2.477381,-2.4301953,-2.3024101,-2.279067,-2.177795,-2.1263733,-2.016048,-1.756777,-1.4511862,-1.3431987,-1.204525,-1.0235184,-0.78716457,-0.28102574,0.3634963,0.77019566,1.2410947,1.7770116,2.912733,3.5895705,3.5661821,2.9945574,2.0424423,1.4267144,1.2185767,1.2264999,1.0747722,0.61818475,0.21970925,-0.05182825,-0.031161875,0.10901107,0.26910388,0.48622194,0.69567657,0.77892184,1.2674092,1.3729011,0.88370776,0.23291856,-0.29863828,-0.5733027,-0.48943904,-0.62450314,-0.95095515,-1.4959446,-1.6793525,-1.1699636,-0.69447124,-0.02811592,0.012616053,-0.057944074,0.02064079,0.21107809,0.32938454,0.48239642,0.48904246,0.090377,-0.15661296,-0.45121783,-0.7837923,-0.72145486,-0.08066702,0.6624292,0.8225944,0.2732343,-0.038472395,-0.42693347,-0.8334375,-0.8800425,-0.6154678,-0.2557097,0.18636003,0.65505254,1.0023772,1.3924949,1.4346361,1.7614272,2.1218715,2.0457544,2.2809935,2.7365928,3.4262452,4.5041075,5.281007,5.8173833,6.86179,7.443472,7.733753,7.789719,7.6653166,7.4404974,7.172022,6.8326797,6.22289,5.5338373,4.9015446,3.9041326,3.0605693,2.3401093,1.6797931,0.81809443,-0.06640035,-0.58901453,-0.74969274,-0.7993085,-0.9462362,-1.0505534,-1.3559788,-1.5675884,-1.7006423,-1.7410557,-1.9187503,-2.1397696,-2.3455825,-2.3692858,-2.0220065,-1.3651867,0.17296238,0.7534981,0.47299004,-0.47044003,-1.1036868,-1.0576875,-0.73362136,-0.38092196,-0.07007912,0.06578951,0.12381085,0.20742877,0.18785934,-0.1690299,-0.25014096,-0.21340472,-0.13617373,0.37084824,0.73030305,1.3402655,1.6157259,1.2874,0.8808827,0.53567946,0.35547248,0.30406716,0.18090671,0.079074055,0.008986354,-0.16132468,-0.4217531,-0.6020829,-0.68068296,-1.8331088
-1.0250555,-1.088577,-1.0896969,-1.8020235,-0.9774848,-0.98342204,-1.8029649,-1.8020281,-0.7194292,-0.63849086,-0.62640655,-0.59161884,-0.58064604,-0.46787667,-0.36438733,-0.34827265,-0.21790197,-0.043615088,0.12017715,0.09660524,0.30347806,0.58475274,1.1789937,1.7842996,2.718627,3.8179107,4.703363,5.064454,5.403978,5.729603,6.166337,6.1529765,5.942895,5.5457935,4.598093,3.4870336,2.8616045,2.7926989,2.872196,2.8604643,2.6460495,2.3991923,2.1967568,2.0684085,1.9925492,1.8147912,1.6349158,1.4578714,0.86000174,0.15946475,-0.21081628,0.17943037,1.6043167,3.0056663,3.950697,4.081007,3.58241,2.6376274,1.3425443,0.91019523,1.1437684,2.0781965,2.7237887,3.0423093,3.1963778,3.3615375,3.3399086,3.1320765,2.6083593,1.807054,1.0874301,0.25042874,-0.572931,-1.2319236,-1.3321064,-1.2840643,-1.0157218,-0.86735445,-0.80333376,-0.7081643,-0.6529516,-0.6161854,-0.43434098,-0.14128849,0.2326687,0.6523509,1.0070019,1.1352336,1.0747198,0.82774556,0.96287626,1.2945088,1.7060132,1.7508768,1.3641078,0.028183702,-0.8660008,-1.0449827,-1.0588975,-1.036601,-1.0215394,-1.0942938,-0.99114317,-1.0542212,-1.0293102,-0.956377,-0.8821015,-0.80274653,-0.7634747,-0.7431153,-0.74893665,-0.7739778,-0.8375182,-0.9811624,-1.2755079,-1.6279399,-1.9321935,-2.1558323,-2.337477,-2.5601406,-2.8081412,-3.1085768,-3.1900473,-3.0685658,-2.9802437,-2.749548,-2.8069358,-2.9498503,-2.9607787,-2.797861,-2.1972456,-1.7279093,-1.6264083,-1.906695,-1.7617427,-1.0280386,-0.7155752,-0.72116613,-0.84169436,-1.2346256,-1.7420917,-1.7617447,-1.0372643,-0.37914628,-0.18291387,-0.17170796,-0.04228034,0.10361706,0.290821,0.5052997,0.19642732,-0.5613481,-1.2866783,-1.6516455,-1.723046,-1.5139586,-1.2820674,-1.14446,-1.0543845,-1.0193326,-1.1136833,-1.1938181,-1.1354138,-1.8013674
-1.8600887,-1.9025968,-1.9377869,-0.54124206,-1.9573156,-1.9402905,-0.545628,-0.5412315,-1.9740703,-1.9602112,-1.9745818,-1.9628649,-1.8641717,-1.8714197,-1.8573167,-1.911835,-1.8778968,-1.7690722,-1.5027442,-1.2619604,-1.0750626,-0.73570937,-0.37166163,-0.06023106,0.3696611,0.4224394,0.32263312,0.28999716,0.10114551,0.061669216,0.34779945,0.7920399,1.1117822,1.5091493,1.6534717,1.4633679,1.3358953,1.3590772,1.3026266,1.0301318,0.5082434,0.15985006,0.40238005,0.98172593,1.3525504,2.0541368,2.8550022,3.3728166,5.2439756,6.380649,6.458856,5.746035,4.430069,3.875241,4.436356,4.943591,4.723714,3.7052598,2.8121543,1.7220669,0.8661293,0.08046192,-0.34170058,-0.53914183,-0.7587248,-0.78091186,-0.66541857,-0.2851076,0.5189461,1.6055955,2.461186,2.9147394,2.7490478,2.6796143,2.517734,2.2792692,1.7992916,1.5802473,1.440367,1.8074305,2.4522643,2.981434,3.1038127,3.0035293,2.5886483,2.1325524,1.8949537,2.4139295,3.0383272,3.4412293,3.9406388,3.8296971,3.2858477,2.6667356,2.1104712,0.9221029,0.28796348,0.22445405,0.30174705,0.16425872,-0.12190663,-0.24061474,-0.4776429,-0.5629711,-0.5291033,-0.49240145,-0.35100996,-0.10956323,0.21288174,0.7416111,1.1342826,1.4208846,1.8701493,2.7702112,4.3403907,5.569628,6.1257415,6.3103523,6.312741,5.9596024,5.148671,3.735732,3.045831,1.8406922,0.43752217,-1.2403237,-1.8769076,-2.4801164,-2.5102322,-2.3044975,-1.8579953,-1.459435,-1.6562217,-1.9155874,-2.1857421,-2.1443992,-1.9730091,-1.7880406,-1.5844454,-1.2317264,-1.1309049,-0.8845544,-0.36838096,-0.24394988,-0.2520889,-0.21675485,-0.18704039,-0.17798847,-0.24449396,-0.1411348,0.20544422,-0.12709117,-0.57384384,-0.8235682,-0.81987333,-0.7516484,-0.8003352,-0.8819967,-0.87872255,-0.84326655,-0.79749167,-0.85137856,-0.9898127,-0.5413083
-0.7969628,-0.87806237,-0.91593564,-1.8349462,-0.89836645,-0.87931776,-1.8343096,-1.8349576,-0.7827819,-0.7409576,-0.7493932,-0.7511544,-0.72890294,-0.6507144,-0.60519385,-0.5531501,-0.47936141,-0.30610627,-0.06307942,0.55844617,1.4843475,1.93986,2.4838524,2.8506465,3.546399,4.0756483,4.350978,4.299355,4.2937555,4.285551,3.9713192,3.5015821,2.9593165,2.171178,1.2176378,0.5327256,0.3450217,0.42728448,0.52704287,0.7127441,0.7081952,0.5267242,0.45603395,0.31965265,0.15421739,-0.079407334,-0.012531757,0.08916274,-0.42946282,-0.9144657,-0.92005694,-0.78613526,-0.57204807,-0.51724327,-0.97963065,-1.3482533,-1.5470378,-1.5897846,-1.2907605,-0.5077525,0.36286485,2.0049646,2.7981243,3.3169951,3.6963997,3.940797,4.121851,4.108405,3.480682,2.2825937,0.74454284,-0.49463728,-0.98893106,-0.449613,0.54224324,2.1432357,4.4489374,6.5452576,8.436689,9.160136,8.784607,8.159089,7.513202,6.5973387,5.1713324,3.5466933,2.5495095,1.6773307,1.1964428,0.088833205,-0.3106639,-0.10641835,0.28003433,0.34156603,0.16444434,-0.39252755,-0.65475655,-0.65858746,-0.5108825,-0.48964152,-0.5240791,-0.6623138,-0.81194943,-0.8481954,-0.7592493,-0.5842272,-0.37702352,-0.090065226,0.13468516,0.38151085,0.57318014,0.79093444,0.94047076,1.0048076,0.61286205,-0.19622423,-0.76820457,-1.1728293,-1.4954617,-1.7614268,-1.9748253,-2.0892942,-1.9894886,-1.6662196,-1.6855907,-1.7465638,-1.8281482,-1.9475285,-1.8632914,-1.7077038,-1.2776122,-0.7022362,-0.48945022,-0.48975554,-0.005360797,0.6476418,0.90833473,0.7064633,0.4145951,-0.29364565,-1.1235914,-1.5481755,-1.417249,-0.928076,-0.74605465,-0.65104556,-0.9373131,-1.5260144,-1.3370612,-1.1948417,-1.4830875,-1.7237337,-1.6910578,-1.5740304,-1.4891331,-1.4798903,-1.4839842,-1.6051813,-1.639077,-1.6762342,-1.5841917,-1.5969223,-1.6022867,-1.8347094
-3.5134783,-3.4118228,-3.3356414,-0.7900702,-3.2167,-3.2440293,-0.78926903,-0.7900742,-3.3010302,-3.3286486,-3.3077693,-3.2550704,-3.3292222,-3.2861266,-3.2686276,-3.3788013,-3.4796,-3.571836,-3.7540178,-4.1238728,-4.3984823,-4.4333906,-4.4097414,-4.344678,-4.0999923,-3.5786467,-2.8732448,-2.5115726,-2.278648,-2.1365397,-1.9656596,-2.3044186,-2.877672,-3.496661,-3.751317,-3.774074,-3.7244015,-3.611569,-3.3473275,-2.6864572,-1.7605057,-0.9578341,-0.45286614,-0.3665463,-0.34024405,-0.4404297,-0.70210654,-0.89029,-1.4643115,-1.9079309,-1.8432705,-1.4176533,-0.7004225,-0.12267333,-0.2738471,-0.8330555,-1.7137539,-2.6415827,-3.5216477,-3.77973,-3.8480554,-3.4349377,-2.7702222,-2.3021924,-2.0169034,-1.8961172,-1.8479578,-1.8812827,-2.1815808,-2.802678,-3.4195328,-3.4451942,-3.2177527,-2.921629,-2.8449564,-2.8950686,-2.9002233,-3.0852218,-3.0344312,-2.766964,-2.5859234,-2.2871985,-1.9421641,-1.6037531,-1.0467374,-0.39626253,0.013371319,0.08865759,-0.38683295,-1.345715,-1.6088383,-1.5018157,-1.7196542,-2.1105604,-2.3570938,-2.5213895,-2.6245995,-2.5027032,-2.291646,-2.2272916,-2.173348,-2.1504433,-1.7909225,-1.3772988,-1.0651042,-0.7965853,-0.4230266,-0.1025728,0.116767615,0.34415314,0.467061,0.4700884,0.47385287,0.3419261,-0.23383382,-1.1653703,-1.9151571,-2.3079436,-2.4683483,-2.5321522,-2.886116,-3.1606157,-3.1637986,-3.3016849,-3.3099737,-3.1787095,-2.9534419,-2.622985,-2.489343,-2.2829504,-1.9762003,-1.6478794,-1.3012577,-0.9847974,-0.5550519,0.04356906,0.5256486,0.9454524,1.168913,1.1015807,1.0175673,1.010822,1.0005466,0.9981284,0.7799927,0.49708965,0.27810907,0.23905112,0.44440284,0.87987566,0.8679817,0.5612768,0.2784604,0.23697567,0.37141123,0.6874992,1.0158839,1.2147862,1.2598631,1.3342996,0.9907649,0.7573694,0.6063656,-0.78694797
