0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136
11.236935,11.253719,11.271695,11.062106,9.459749,7.2611647,6.760601,6.827793,6.8921723,6.7598324,5.5938473,4.467186,3.714799,3.133801,2.380543,1.6360705,1.271188,1.3247957,1.6024482,1.9975839,2.191154,3.1548204,2.8548975,1.5251143,0.55021393,0.50833076,0.9704044,1.0536407,1.027308,1.3956844,1.7827652,3.1956155,3.808374,3.933937,3.5945878,3.2309961,2.4831,1.698497,0.47383144,0.002084662,0.051800027,-0.074462086,0.2346031,1.5508571,1.2612894,0.6536119,-0.046288416,-0.6716211,-1.0389941,-1.2274758,-1.3823555,-1.376223,-1.3687881,-1.3033316,-1.2678254,-1.3547795,-1.3850482,-1.379832,-1.2482727,-1.0165825,-0.9039066,-1.0102564,-1.1282547,-1.0195196,-0.49677384,0.32232267,0.2535607,-0.15859604,-0.6081668,0.082925834,0.43929863,0.20588478,0.5403369,1.6062834,2.5327516,2.8380713,2.283024,1.6806647,0.55412483,-0.1964279,-0.70652235,-0.9603692,-0.8818114,-0.6551676,-0.38574284,0.104877435,0.32922828,0.1039717,-0.054112434,0.035241,0.025048226,0.06549502,0.6541193,1.1393406,2.193794,3.8858304,4.8436894,5.2022233,4.662989,3.759163,3.1164117,2.828898,2.5180414,2.3281038,2.29242,2.1954026,2.1333487,2.0787792,1.9581817,1.9892939,2.2082589,2.463655,2.143539,2.1496253,2.4953017,3.1579428,4.4955177,5.121726,6.012153,6.122594,5.407793,5.1591682,5.0073957,5.509174,5.983324,6.925216,7.645712,7.7012167,8.729067,9.184998,9.90868,10.726748,11.095933,11.397509,10.040005,10.040014,10.040034
-2.2821064,-2.3100739,-2.3267002,-2.3817651,-2.7876925,-3.1948316,-3.132006,-3.035715,-3.1121264,-3.2117705,-3.2762017,-3.1608295,-3.10096,-2.6544578,-2.1706939,-2.0483923,-1.9314166,-1.7295868,-1.2577448,-0.9185156,-1.0120869,-1.2336744,-0.48949626,-0.3923878,-0.5156505,-0.812765,-0.923034,-1.1190611,-1.2131376,-1.5890002,-2.2515907,-2.430476,-2.6198213,-2.5958,-2.6481354,-3.016808,-3.0751472,-3.0966396,-3.3291025,-3.4653962,-3.3467233,-3.065688,-2.5988617,-2.7014022,-2.6079946,-2.3549953,-2.494821,-2.4528441,-2.244205,-2.2771034,-2.206173,-1.8842027,-1.3943856,-0.96878374,-0.41376954,0.08366358,0.43805683,0.613451,0.53489125,0.4729082,0.2093879,-0.2742232,-0.3964259,-0.2787992,0.1839381,0.62314755,0.73209643,-0.16555333,-0.79884255,-1.5217175,-2.2590518,-2.4908156,-2.4953055,-2.374177,-2.3009198,-2.3051534,-2.0154047,-1.771383,-1.7295008,-2.059783,-2.603332,-2.5916204,-1.7033598,-1.2464802,-0.9648502,-0.82469106,-0.8451316,-1.0033501,-1.2554717,-1.3248274,-1.3943547,-1.2609397,-0.9727274,-0.77243537,-0.637668,-0.7432363,-0.66236913,-0.3346618,-0.114120275,-0.102555275,-0.1232035,-0.26498497,-0.33572835,-0.35466903,-0.36332065,-0.26897252,-0.2963404,-0.35755777,-0.456793,-0.57975477,-0.79598975,-1.0316031,-1.3161191,-1.4641178,-1.8357074,-2.3623438,-3.3901567,-3.653215,-3.9596434,-4.179472,-4.3974333,-4.17105,-3.8946073,-3.7216387,-3.6079874,-3.4549854,-3.258366,-3.1833909,-2.8425045,-2.9380555,-2.856194,-2.739834,-2.5395727,-2.4481432,-1.1624044,-1.1624119,-1.1624073
-1.1036077,-1.1207799,-1.1044749,-1.122643,-1.1098449,-1.0782732,-1.3075304,-1.5989131,-1.5621943,-1.429008,-1.207758,-1.0803194,-1.0051204,-0.9758884,-1.1560888,-1.179924,-1.174942,-1.20214,-1.3212095,-1.5319955,-1.6328881,-1.824501,-1.7882123,-1.8478476,-2.3124163,-1.769995,-1.7284069,-2.0772643,-2.3318176,-2.2464685,-2.426433,-2.6275606,-2.3072338,-1.6569178,-1.1120523,-0.9281152,-0.73516923,-0.6698088,-0.60295033,-0.8260793,-1.2810904,-1.6034589,-1.7909564,-2.3566544,-2.484628,-2.4760504,-2.437748,-2.110604,-2.026339,-1.9469976,-1.9236438,-2.0396314,-2.0894396,-2.0099418,-1.7966888,-1.5881665,-1.4056723,-1.2023555,-1.0934176,-1.0172908,-1.0735837,-1.3842542,-2.1155322,-2.550924,-2.5610714,-2.706085,-2.5360246,-2.327496,-1.4851612,-0.6029221,-0.3669592,-0.6142642,-0.6600503,-0.8014107,-0.8099225,-0.6945743,-0.68165696,-0.8663029,-1.4242737,-2.0957165,-2.5695915,-3.2662325,-3.3151245,-3.0772977,-2.8372965,-2.6681035,-2.7403474,-2.6661396,-2.658286,-2.822395,-2.9852946,-3.2433972,-3.6858473,-3.837834,-3.9626184,-3.747354,-3.3802366,-3.315452,-3.2367501,-3.0934858,-3.265673,-3.6036234,-3.9529266,-4.172365,-4.284075,-4.3468695,-4.331337,-4.2975616,-4.122628,-3.8556256,-3.5944004,-3.3172536,-3.0592184,-2.8927588,-2.7160842,-2.4417882,-2.3924327,-2.4470549,-1.9033748,-1.7917947,-2.1013796,-2.336333,-2.3681605,-2.1789858,-1.8211821,-1.7511945,-1.8113337,-1.9518683,-2.1343963,-2.0554633,-1.8004171,-1.7041254,-1.6963961,-1.7641747,-0.5250999,-0.52510864,-0.5251279
-2.355353,-2.35813,-2.4043398,-2.3828876,-2.2917755,-2.0511882,-2.0362523,-2.0470054,-2.2321112,-2.2236724,-2.276174,-2.2230837,-2.130691,-1.8825625,-1.5970156,-1.1092445,-0.3593754,0.63093734,2.5047076,5.068179,8.02919,10.195174,11.511913,11.834959,11.125112,9.012854,6.446534,2.6583006,0.19411659,-0.83695906,-1.3709548,-1.3095326,-1.2969046,-1.1303769,-1.2872458,-1.3067358,-0.7900063,-0.18119037,-0.0018903017,-0.36069533,-0.8577533,-1.1512774,-1.10463,-1.3646735,-1.541212,-1.5231717,-1.464455,-0.6570238,0.08928936,0.17905828,-0.07430631,-0.46080667,-0.6128823,-0.609317,-0.50007355,-0.36673287,-0.1975811,-0.06697257,-0.12165895,-0.17110512,-0.23675868,-0.3780534,-0.8373091,-0.71527225,0.6065595,1.3408694,0.63153374,-0.45028406,-0.8400679,-1.491579,-2.2421274,-2.4714458,-2.3006897,-1.8216761,-1.204004,-1.0162578,-0.9057455,-1.0892992,-1.3557438,-1.5644976,-1.7448249,-1.7510355,-1.4807751,-1.2157685,-0.8856276,-0.460018,-0.5361273,-0.7546129,-0.99694586,-0.76671267,-0.5907967,-0.66902816,-1.1069717,-1.3759927,-1.8806221,-2.2915895,-2.2847695,-2.0417094,-1.8048329,-1.6233019,-1.3796402,-1.2986528,-1.3452661,-1.4495969,-1.45715,-1.3480775,-1.309437,-1.1778451,-1.0441606,-0.90857005,-0.82112813,-0.73301303,-0.8352834,-0.81859505,-0.87638825,-0.8466354,-1.1167525,-1.1804798,-1.5569702,-2.1769545,-2.7116072,-2.7881882,-2.701607,-2.552069,-2.2876723,-2.0700119,-1.9142256,-1.7300396,-1.1048541,-1.1935157,-1.0283381,-1.1934786,-1.4263608,-1.6461271,-0.19333608,-0.19335005,-0.19335681
2.2538953,2.243855,2.2048056,1.8770698,1.0174929,0.8738371,0.8678722,1.2374762,1.572071,1.5276326,1.738275,1.6715685,1.7022216,1.3292516,1.348762,1.7727917,2.1406002,2.3200665,2.291191,2.3670268,2.3286517,1.2312038,0.17417398,-0.19907899,0.015211761,0.1253601,0.4214773,0.8785712,0.88667625,0.62021303,0.23269805,-0.9517125,-1.4637736,-1.5807831,-1.1990811,-0.41949147,0.02857846,0.40312684,0.7344201,1.4992349,1.945696,2.0907435,1.1135638,0.30320126,0.5063369,0.66493,1.3244878,2.4581218,3.3175495,3.9901252,4.651327,4.8622894,4.907494,4.85433,4.60182,4.175909,3.7613387,3.4042292,3.0239072,2.8367794,2.8625317,2.9038968,3.0357137,2.7418833,1.3301162,0.28396884,0.17200246,-0.18120337,-1.2188154,-1.9924121,-1.9227657,-1.7072215,-1.7928,-1.8947898,-2.0454586,-1.8007718,-1.7835877,-1.8573084,-1.9724296,-1.7638934,-1.5003128,-0.7698591,-0.604467,-0.6688651,-0.9153323,-1.1239734,-0.93510973,-0.7772517,-0.62909985,-0.54031223,-0.3894235,-0.059413172,0.40374553,0.51700324,0.3320771,0.07220315,-0.105057195,-0.2995698,-0.6600547,-1.02601,-1.1650814,-0.95100546,-0.59609675,-0.3539524,-0.16245101,-0.032461576,-0.017999716,0.0070053637,0.15526186,0.26032415,0.26517212,0.15360907,0.33536765,0.3863912,0.29451963,-0.020968199,-0.86499023,-1.5410895,-1.077977,-0.21134251,0.494528,1.0086596,0.98057,0.7045237,0.3854548,0.2516043,0.20562449,0.22390136,-0.27219573,-0.44444206,-0.32916307,-0.16711298,0.004509419,-0.059954375,1.1910046,1.1910036,1.1910452
-2.023604,-2.0518885,-2.0896058,-2.159389,-1.8428204,-1.2999493,-1.2297347,-1.3144509,-1.3468472,-1.174899,-0.8157145,-0.6095756,-0.5224037,-0.41236997,-0.6837866,-0.6398704,-0.35177192,-0.052682072,0.13145098,0.12303421,0.022248209,0.112142384,-0.4324147,-0.74281514,-0.8731071,-0.8476242,0.14788419,0.9551879,0.46635458,-0.5228213,-1.0862613,-1.3471187,-1.6705146,-1.992466,-2.1212327,-2.138232,-1.8412321,-1.321338,-0.7820268,-0.3121444,0.039187342,0.17326884,-0.079116106,-0.58739084,-0.5282045,-0.3210759,0.012024105,0.12240666,-0.019948453,0.05051455,0.25333193,0.41569656,0.5058034,0.683933,0.8933525,0.835365,0.6072229,0.46646214,0.5158774,0.50625193,0.6318503,0.8669498,0.8492024,0.7263129,0.24138956,0.055382244,-0.20886537,-0.8481228,-1.3456528,-1.8696957,-1.8625212,-1.6208452,-1.4899224,-1.6927941,-1.929291,-2.5635996,-1.9581609,-1.0963204,0.5131631,1.4385538,1.321903,0.89610064,0.652541,0.3886822,0.35093826,0.28295243,-0.039760657,-0.12409317,0.39605072,0.7661748,1.0429511,1.1802986,0.7679126,0.45181674,-0.11627573,-0.54327124,-0.5466236,-0.35632384,-0.22124675,-0.013201341,0.08860348,-0.031132221,-0.027403831,0.12571514,0.27269536,0.36574775,0.3018518,0.27468187,0.16820097,-0.10276234,-0.27668244,-0.53204316,-0.60732335,-0.91577524,-1.3690461,-2.04038,-2.8275876,-2.964407,-3.6386886,-3.7879157,-3.3936324,-3.2724037,-3.1868777,-2.9545336,-2.570171,-2.258662,-2.1355739,-2.224255,-2.0656013,-1.8272265,-1.5860016,-1.4738412,-1.7405014,-1.7396507,-0.99710274,-0.9971108,-0.99711597
-2.1568098,-2.1631813,-2.173873,-2.1504817,-2.3558536,-2.2699652,-2.0087547,-1.7668008,-1.7016196,-1.7184175,-1.6368608,-1.4347467,-1.3500409,-0.94943494,-0.4065244,-0.051603705,0.04336197,0.048550565,-0.039446995,-0.30776075,-0.91735965,-0.87078047,-0.9056425,-0.83622813,-0.56938875,-0.3176147,-0.049653217,0.26769626,0.050334513,-0.33811027,-0.5477417,-0.79841965,-1.2470821,-1.6912217,-1.9661555,-1.9576942,-1.7777245,-1.4610702,-1.1636946,-0.9307668,-0.55073595,-0.4005207,-0.54141736,-0.5744829,-0.2525531,-0.039261267,-0.014139324,-0.11943783,-0.20654203,-0.28427535,-0.22603631,-0.04463996,-0.051754173,-0.23612106,-0.451389,-0.6129526,-0.6095849,-0.5384907,-0.4580789,-0.45659563,-0.36263895,0.01829113,0.4828668,0.5907315,0.09771097,-0.49925968,-1.1598347,-1.7862682,-1.8075488,-2.2917633,-2.2643719,-1.9010518,-1.8777692,-1.9968197,-1.9646667,-2.098947,-1.4594438,0.040500715,3.1510334,6.0426974,8.159391,9.153521,8.878868,8.336922,8.016259,7.8364835,7.919733,8.374359,9.115115,9.183132,9.342653,9.519096,9.564285,9.437893,8.909096,8.07716,6.9349203,5.7485275,4.41963,3.3027153,2.8758786,2.7101295,2.6288753,2.6325111,2.465889,2.3415434,2.2179742,2.0400894,1.6239816,1.1977978,0.9779546,0.78192204,0.6273571,0.42467403,0.20177485,-0.32171735,-0.7289513,-0.7432459,-1.7046483,-2.385468,-2.5887501,-2.39795,-2.082872,-1.900636,-1.8227327,-1.7178051,-1.6188128,-1.3294214,-0.7871755,-0.7109647,-0.9038507,-0.91883045,-1.2941358,-1.3242775,-1.6416123,-1.6416143,-1.6415892
-0.30037904,-0.30423865,-0.33843344,-0.17108308,-0.37653112,-0.3430556,-0.3122396,-0.28813976,-0.41684148,-0.46097797,-0.43052948,-0.36191982,-0.29931924,-0.05255878,-0.04743065,-0.02930674,0.018652678,0.18410978,0.7854758,1.2947422,1.2485304,0.8207594,1.2061456,0.8955755,0.6961682,0.51128006,0.32642752,0.09480977,0.22912592,0.07709128,-0.057388708,0.31816196,0.1877073,-0.22561474,-0.97449565,-1.1490891,-0.93837154,-0.80073106,-1.019608,-1.0268614,-0.6708413,-0.10739142,0.37786788,0.27859056,0.2360676,0.09160277,-0.18753244,-0.031029373,0.30893755,0.36305678,0.26005942,0.047323406,0.13757521,0.3210563,0.5266483,0.8489948,1.1501266,1.4047794,1.7143108,2.0172095,2.3398364,2.7814,3.77954,5.7141953,8.425259,10.152681,10.492243,9.8361,8.307951,4.9677076,1.1175891,-0.27690575,-0.22381024,0.39465657,0.6812667,0.42143905,0.22880247,0.31400818,0.90159947,1.0883694,0.76930165,1.0574201,2.1754508,2.6990452,2.9173589,3.1220703,2.8030012,2.2119946,1.6647395,1.6022311,1.5041509,1.3300421,0.97225094,0.8456993,0.45859027,-0.058234498,-0.2886459,-0.21794483,-0.26531133,-0.44818395,-0.48729384,-0.47950023,-0.44427216,-0.32625905,-0.03362307,0.4013286,0.51366735,0.65629035,0.944625,1.281958,1.3178262,1.2269146,0.91416645,1.0100911,1.0878181,1.19883,1.0645235,1.4982831,0.43442494,-0.39854828,-0.9511143,-0.6572331,-0.2095204,0.15142809,0.60867333,0.98499554,1.2602384,1.3916346,1.0693606,0.6221766,0.326061,-0.00836838,-0.088878304,-0.33348134,0.8276107,0.8275967,0.8276046
-0.10949087,-0.15892906,-0.21714416,-0.5973756,-1.3941394,-1.9716027,-1.9290315,-1.9205858,-1.9249314,-1.9092873,-1.757533,-1.5586196,-1.4466436,-1.1135485,-0.76519734,-0.85943115,-0.938506,-0.9950384,-1.0592974,-1.0940361,-1.3205194,-1.1344223,-0.66040033,-0.2813911,0.38353395,0.38241807,-0.1333648,-0.6640238,-1.0356939,-1.1610796,-0.9110371,-0.9226291,-1.5032349,-2.0489063,-2.388609,-2.3582544,-2.1551719,-1.8772956,-1.6974965,-1.4922961,-1.1126833,-0.871209,-0.8968874,-0.580058,-0.13897945,0.11181718,0.08049828,-0.22220398,-0.4300198,-0.48732877,-0.2961009,0.051204182,0.18481979,0.021607403,-0.44817907,-0.8086918,-0.99887437,-1.2545682,-1.4098113,-1.5538735,-1.7805567,-1.8875761,-1.5008152,-1.1949492,-0.8017508,-0.62970626,-0.6945722,-0.5595042,-0.3804908,-1.1167604,-1.4981606,-1.0347651,-0.55757433,-0.1445419,-0.44079417,-0.9107089,-0.770971,-0.23359925,0.54846036,1.0492375,1.2635095,1.7769089,2.1173422,2.0965703,1.9438729,1.4167485,1.3735633,1.5004714,1.8158556,1.8596135,2.0353518,2.5326438,3.2828903,3.5522094,3.419121,2.2383006,1.2162926,0.46123832,0.22766873,0.21166974,0.49814925,0.70162064,0.82787365,0.86183727,0.80092883,0.8873663,0.9277479,0.87577915,0.88170815,0.7694277,0.67682457,0.6124351,0.7280942,0.76014006,0.616917,0.4190257,0.38879508,0.043640107,-0.8342382,-1.0019453,-0.6689417,-0.28095758,0.14333725,0.10358113,-0.0899145,-0.1083855,0.031286895,0.021183193,0.077040434,-0.12586558,-0.73230183,-1.2838043,-1.3846272,-1.3060204,-1.1396801,-1.1396698,-1.1396935
-3.327992,-3.33096,-3.186411,-2.523929,0.16897827,1.6749239,1.8932602,2.2540374,2.9351764,3.126297,3.6696417,4.289264,4.52609,5.4387217,7.65392,9.026308,10.020363,10.698915,10.966089,10.39356,8.514773,4.9251585,0.4149816,-0.69874847,-1.2322507,-1.0092809,0.028725207,0.64745593,0.118229024,-0.8132162,-1.5762091,-2.4611423,-2.8700905,-3.146801,-3.1021314,-3.3225393,-3.3526285,-3.1818876,-2.6308079,-1.7582753,-0.9148082,-0.17817315,-0.09804997,-0.7974007,0.028185368,0.47150168,1.0845189,2.20749,3.2514172,4.28319,5.597093,6.3205156,6.4746304,6.409092,6.63434,7.0476274,7.295172,7.548791,7.668666,7.5955553,7.4269934,7.0542502,5.9675097,3.5938187,-0.2454528,-2.5178044,-2.500184,-2.4696858,-2.9460614,-3.3621898,-3.142724,-2.7331157,-2.655958,-2.8547194,-2.9710438,-3.1551259,-3.2410188,-3.2484784,-3.2729905,-3.0085716,-2.438612,-1.44064,-1.3223201,-1.4506023,-1.5067751,-1.3113708,-1.1937532,-1.0527322,-0.7529762,-0.61122996,-0.56102175,-0.5134778,-0.6541821,-0.7551977,-0.99591273,-1.5779574,-2.0523043,-2.4302373,-2.8406663,-3.1581829,-3.2683227,-3.0279706,-2.678625,-2.4958615,-2.4948118,-2.5319903,-2.5553641,-2.5953302,-2.5797312,-2.5941036,-2.636244,-2.7096667,-2.568255,-2.5441,-2.6607375,-3.0203247,-4.028644,-4.3900294,-4.076846,-3.634226,-3.1281369,-3.2055297,-3.4883137,-3.6533103,-3.9104576,-4.1374164,-4.2635355,-4.204609,-3.6169546,-3.1363301,-2.8688717,-2.5468645,-2.5381966,-2.531444,-3.407102,-3.4071064,-3.4070868
