0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176
12.355538,12.41703,12.234978,12.123728,9.548125,11.850439,11.677353,11.402145,11.0508795,9.628174,7.281627,5.338247,3.7320242,2.6138582,1.8651264,1.6356518,1.7162313,1.7649207,1.6290406,0.5517776,-0.20737271,0.13567884,0.71846694,0.4470859,-0.5261918,-1.1225607,-0.999712,-0.9605652,-1.0732807,-1.2129351,-1.2081544,-0.8304187,0.160552,1.2195954,1.4157443,1.1138228,1.0375241,1.0355375,1.1229296,1.157656,1.4066986,1.4487312,1.0762897,0.1238192,-0.36039525,-0.39394575,-0.5423872,-0.85986465,-1.0808992,-1.0636814,-0.7364005,0.06918293,0.73538953,1.0571444,1.1792939,1.244474,1.473858,1.791143,2.2441852,2.7524571,3.2543585,3.3755794,3.3755138,3.421706,3.4025364,2.7981415,2.4304082,2.4370825,2.1992095,1.7650713,1.0151756,0.3067004,0.13089903,0.26703358,0.24936241,0.09049171,0.031657428,0.13902703,0.17356274,0.52320194,1.1800735,1.4504364,1.5346433,1.7502072,1.7712994,1.9835415,2.3435857,2.7560678,3.3949084,3.3813372,2.882784,1.5918494,0.72521985,0.26489455,0.13270873,1.2239363,3.0465808,5.4605784,7.231238,7.7738504,7.40106,6.041253,5.5573597,5.3352423,4.864116,4.264254,3.9324756,3.5208426,2.9714816,1.7023337,0.7102208,0.2557985,0.39598405,0.25940484,0.23199867,1.035929,1.9435248,3.020616,3.366827,3.6221066,3.6507902,3.620305,3.615219,3.8107023,3.9108047,3.861884,3.5701227,3.1894572,2.9148095,2.6678133,2.647795,2.5940456,2.6756873,2.8806062,2.8826358,2.7277522,2.2829204,1.596408,0.2228986,-1.1209385,-1.2125809,-1.1449125,-1.1376159,-1.1475039,-1.2205456,-1.1757743,-1.0995693,-1.070786,-1.0810883,-1.0519859,-1.0342501,-0.8907435,-0.65863,-0.17714082,0.34773007,0.68855643,1.079426,1.311541,1.5117836,1.4863404,1.5345321,1.5552119,1.6403646,1.8742284,2.1074111,2.5575614,3.2280788,4.104375,5.099863,6.4434586,7.473276,8.376773,9.328158,9.7159,9.854614,9.546354,9.546476
-0.45164716,-1.1194042,-2.2853506,-2.3485541,4.014,-2.2273717,-2.1150067,-2.0473022,-2.0536344,-2.576266,-2.8062472,-2.8227859,-2.8424234,-2.74857,-2.6806674,-2.7907171,-2.9077675,-2.9147444,-2.9310265,-2.9022095,-2.8491504,-3.135693,-3.661552,-3.4965813,-2.6432605,-1.9634023,-1.6853442,-1.5223143,-1.4361231,-1.5362062,-1.9150736,-2.5138218,-2.946966,-3.0892959,-2.9402246,-2.831159,-2.8084338,-2.8201694,-2.799809,-2.7979445,-2.6009235,-2.4391682,-2.3134267,-2.4102829,-2.5806231,-1.9178836,0.3043698,2.451459,5.4958887,7.863308,9.593686,10.795242,10.8198185,10.778151,10.711386,10.678535,10.707292,10.699816,10.631422,10.481674,10.270333,10.025887,9.438442,8.512431,7.431744,6.0321646,4.317649,3.0797224,2.5156984,2.2984672,2.0467725,0.7407365,-0.45495275,-1.1669545,-1.2221683,-1.0156082,-0.774687,-0.69021374,-1.0470519,-1.579457,-1.8304627,-2.2707796,-2.7194662,-2.8544955,-2.9180791,-2.976036,-2.9915004,-3.1774309,-3.6574938,-3.7889366,-3.794029,-3.131199,-2.2321382,-2.059971,-1.9449608,-1.804756,-1.7077541,-2.1801214,-2.5592158,-2.5027027,-2.4999363,-2.4802437,-2.3542082,-2.2034616,-2.014567,-1.8300705,-1.7885132,-1.6929946,-1.6400211,-1.3156025,-0.9722574,-0.91356087,-1.1471388,-2.1007977,-2.655458,-2.585357,-2.4275265,-2.318192,-2.1127057,-1.7314718,-1.520916,-1.4202132,-1.3063083,-1.3140432,-1.2972084,-1.3255638,-1.3682365,-1.4620076,-1.7603616,-1.9098635,-2.227356,-2.3032925,-2.3374877,-2.3103373,-2.2140772,-2.057243,-1.829783,-1.5880529,-1.2489569,-0.8966563,-0.6194872,-0.097087055,0.8914851,1.8653613,2.8901556,3.7522569,4.4583216,5.0231447,5.545743,6.210456,7.15534,7.9172306,8.270977,8.473172,8.538638,8.599787,8.630839,8.635225,8.571542,8.647915,8.701536,8.617802,8.6012745,8.633052,8.623846,8.4881935,8.305934,8.083981,7.8074675,7.3434677,6.953583,6.347206,5.518984,5.134683,5.0214934,4.015426,4.0152597
-0.42029685,-0.46829167,-0.79892313,-0.903663,-0.39331627,-1.1745479,-1.225097,-1.3220849,-1.2573018,-1.0851167,-0.30674422,0.016210824,0.021066442,-0.2695193,-0.18241397,-0.0064097643,0.22513591,0.4699655,0.5253389,-0.34880832,-1.1633205,-1.4727014,-1.66114,-2.0435245,-2.2304459,-2.3341851,-2.526514,-2.7220953,-2.8134062,-2.6928253,-2.1990309,-1.2319394,0.23535338,1.8790772,2.8036022,3.0252104,3.0260148,2.983595,2.7682858,2.3586035,1.9872768,1.6598158,1.3282638,0.2623008,-0.16449344,-0.8234,-2.062606,-2.4536018,-2.6084397,-2.524955,-2.4356508,-2.2771914,-2.3338318,-2.6810503,-2.894432,-2.9533122,-2.8856182,-2.851431,-2.827465,-2.8176105,-2.774069,-2.5365875,-2.0351036,-1.7295805,-1.737564,-1.5745559,-0.9720719,-0.5856593,-0.5012479,-0.65508115,-1.2727867,-2.2177677,-2.738535,-3.0959096,-3.3676386,-3.527413,-3.562522,-3.3436642,-2.8205745,-1.5694636,-0.697242,0.28778082,0.56732035,0.64947724,0.77860415,0.8604333,0.832612,0.6506554,0.26832548,0.027547404,-0.27318057,-0.30626798,-0.0038505048,-0.18902752,-1.057744,-2.1028552,-2.2465324,-2.0532713,-1.8409948,-1.9094901,-1.8032404,-1.722831,-1.9146199,-2.0116534,-1.9249771,-1.6016268,-1.1801882,-0.7410094,-0.45793042,0.16794237,-0.22415026,-1.0857102,-1.458972,-1.8517987,-2.2561755,-2.4881015,-2.4268944,-2.1049511,-1.638473,-1.1397264,-0.71652746,-0.6012673,-0.69044757,-0.7002488,-0.53327346,-0.31331244,-0.1238596,0.18210658,0.8246833,1.1431398,1.6306218,1.9427831,2.379848,2.9376929,3.1594446,3.3420877,3.592255,3.7067676,3.4135985,2.4104228,1.8067293,0.8804276,-0.5734162,-1.2700863,-1.5873561,-1.7801982,-1.9261695,-1.9830505,-2.0562959,-2.1392672,-2.3099043,-2.5895932,-2.7492356,-2.6424968,-2.4316115,-2.4274588,-2.654664,-2.610467,-2.5341702,-2.4796405,-2.4490817,-2.3766184,-2.3391194,-2.3646872,-2.3382134,-2.2074046,-2.201532,-2.1394181,-2.0267332,-1.854708,-1.8655394,-1.9049742,-2.057618,-1.9795847,-1.9518747,-0.3935015,-0.39342928
0.23136663,-0.4006415,-1.6430285,-1.6624832,4.2157965,-1.4673005,-1.2259983,-1.0075992,-0.7696657,-1.0279965,-1.3246502,-1.436485,-1.5790517,-1.6440964,-1.7366561,-1.9199607,-2.0443048,-2.035234,-2.010765,-1.885854,-1.5444939,-1.0911885,-0.69627416,-0.62175226,-1.0115365,-1.8288295,-2.1775227,-2.1078265,-1.7771634,-1.5490935,-1.4038064,-1.645627,-2.1555405,-2.5259352,-2.7515924,-2.9247575,-2.9649415,-2.9998646,-2.9837575,-2.9814289,-2.8335073,-2.6814299,-2.350356,-1.9256645,-1.3996404,-0.8532812,-1.0218066,-1.0959408,-0.7695065,-0.52538097,-0.1317879,0.94184834,0.8028646,0.3330246,0.33349228,0.6573378,1.0334026,1.1832876,1.0799841,0.8278916,0.5919467,0.48180187,0.3755394,0.6729716,0.8191875,0.57307434,-0.15581326,-0.5513841,-0.74548566,-0.84040457,-1.0338033,-1.5115297,-2.0982757,-2.7053561,-2.8758833,-2.7358615,-2.4559479,-2.1165328,-1.6507524,-1.1366946,-1.2025824,-1.5082127,-1.6135113,-1.6202343,-1.54307,-1.5007668,-1.4309663,-1.3689165,-1.493386,-1.4199891,-1.3959656,-0.7574034,0.27866995,0.17258117,-0.22136363,-0.6200023,-0.83494014,-1.0001962,-1.3330507,-1.5321542,-1.689361,-1.7992574,-1.8911648,-2.0384166,-1.9847084,-1.8565373,-1.7945656,-1.7277914,-1.6783316,-1.5303729,-1.5494008,-0.9041329,-0.6164508,-1.4287932,-1.8084363,-1.5674478,-1.2190447,-0.7649605,-0.12794161,0.4072091,0.8482791,1.2863715,1.6466395,1.6831949,1.5489805,1.2331922,0.9177218,0.600552,-0.03540855,-0.44207883,-1.2401342,-1.5803444,-1.7141365,-1.9275112,-2.0220954,-2.0753033,-2.022141,-1.9856142,-1.8142624,-1.6380181,-1.4093175,-1.1581156,-0.9578793,-0.7339994,-0.47808775,-0.27100804,-0.039909244,0.22858807,0.54136705,0.98850274,1.9055343,3.6048274,5.4927416,6.4991074,7.200084,7.586051,7.504265,7.658295,7.887418,7.942108,7.852128,7.935569,7.841341,7.5987115,7.434823,7.380872,7.0305223,6.8683825,6.728388,6.3327165,5.9989285,5.825715,5.4849524,5.1442695,4.8939333,4.2171926,4.2169623
-0.6911846,-0.8751136,-1.2129676,-1.2519665,-0.58434826,-1.2205573,-1.3317337,-1.316884,-1.0912056,-0.63625646,-0.76568,-0.8183858,-0.7471092,-0.49352092,-0.48819408,-0.49970955,-0.86303055,-1.2805903,-1.7911932,-1.235865,-0.27996904,0.13580155,0.7134875,1.1079532,1.3876178,1.6916201,1.7870502,1.8108139,1.624679,1.3143854,0.5436598,-0.8567158,-2.2230196,-2.752156,-2.2843764,-1.6233819,-1.4942653,-1.4398425,-1.4655218,-1.6014994,-2.0652575,-2.5383456,-2.941536,-2.688047,-2.065551,-0.54862773,1.302093,1.8959146,1.74837,1.1139969,-0.08545135,-1.3525665,-1.335886,-1.1145622,-0.9623015,-0.92570025,-1.0525278,-1.1834382,-1.2578199,-1.3555249,-1.5973047,-1.8890169,-2.3654358,-2.6977024,-2.6990159,-2.7495673,-3.1051311,-3.2947807,-3.3765843,-3.405158,-3.151805,-2.0289698,-0.71186435,0.40955085,1.2597053,1.5013341,1.4801822,1.1825607,0.19401912,-1.2891589,-2.1411102,-2.2019987,-1.2574977,-0.9527122,-1.024543,-0.994609,-1.0149951,-0.96998954,-0.7335719,-0.53028077,-0.29690808,0.02435413,0.057675987,0.32624635,0.6704772,0.45778126,-0.4773104,-1.0403575,-0.67467237,-0.17237449,0.055087626,0.020937145,0.03880757,0.045092225,-0.0801034,-0.5344724,-1.0048548,-1.3764415,-1.6165714,-1.8487227,-1.2319959,-0.88365114,-0.35782194,1.2887225,1.9327865,1.4989567,0.920815,-0.13026294,-1.3807275,-1.9754472,-2.0414574,-1.7866392,-1.5936975,-1.5892912,-1.7135988,-1.803587,-1.8022137,-1.6808665,-1.3816749,-1.0969743,-0.9607046,-1.1380466,-1.496196,-1.7399511,-1.8105294,-1.8725853,-1.9770432,-2.1959102,-2.2427235,-1.8025205,-0.8532785,0.4175472,1.1624657,1.4654937,1.4936311,1.3871595,1.2055016,0.95567465,0.7344712,0.4119333,-0.036022022,-0.65154266,-1.1761895,-1.4259251,-1.5855439,-1.6928473,-1.3744822,-1.2810823,-1.2717139,-1.3520805,-1.375047,-1.4324102,-1.5150255,-1.5523245,-1.5364138,-1.5534883,-1.5592319,-1.4569201,-1.4147431,-1.2768618,-1.1782061,-1.1531979,-1.0195565,-1.0112152,-0.9085471,-0.5845071,-0.5846174
-0.9927161,-1.0940124,-1.0973247,-1.091596,-0.5141598,-1.0956198,-1.1247258,-1.1246336,-1.1959807,-1.2544285,-1.3823214,-1.2646983,-0.9279554,-0.60569537,-0.62977546,-0.7930746,-0.85785365,-0.7586066,-0.54822564,-0.07248412,0.681955,1.4487677,2.1194024,1.756924,0.4983831,-0.17489529,-0.44497815,-0.3802554,-0.2837118,-0.40408435,-0.83796346,-1.4170208,-1.9338493,-2.4339526,-2.5146098,-2.418312,-2.3748617,-2.355061,-2.3077614,-2.3183045,-2.4960213,-2.4333162,-2.1881335,-1.5444913,-1.1363076,-1.4700286,-1.15358,-0.96619236,-0.86888933,-0.6624954,-0.3029224,-0.022997245,-0.2053265,-0.24681829,-0.24858204,-0.26886004,-0.31256226,-0.32864806,-0.38089043,-0.4374707,-0.64272076,-0.8601115,-1.1487362,-1.309467,-1.4745777,-1.7054353,-1.7652279,-1.9218346,-1.8696194,-1.6492062,-1.3065138,-1.194066,-1.5499365,-1.7566892,-1.2885346,-0.77345175,-0.5198226,-0.6753961,-1.1675687,-1.7938583,-2.5305967,-2.9411879,-3.068941,-2.935686,-2.7795877,-2.7854362,-2.8083916,-2.8137631,-3.0484104,-3.0780466,-2.965708,-2.2194378,-0.8526342,-0.61474144,-0.59511936,-1.053015,-1.6980664,-2.0489976,-2.2441049,-2.3564503,-1.957169,-1.5156051,-1.2919092,-1.29413,-1.1079507,-0.7679547,-0.5475133,-0.31825906,-0.13526411,0.30968216,0.52016973,1.2157376,0.80408156,-0.8935518,-1.3110201,-1.8711454,-2.1230545,-2.2739902,-2.0572743,-1.8015974,-1.494755,-0.9719566,-0.770491,-0.77060544,-0.7317884,-0.73009646,-0.7393407,-0.7226902,-1.0206183,-1.2356972,-1.1653953,-1.104722,-1.2645344,-1.5689762,-1.6931033,-1.6613536,-1.5275133,-1.2473963,-0.35254285,0.52278215,0.50013864,0.35267282,0.32945335,0.2678959,0.16608928,0.041730314,-0.035316583,-0.119971104,-0.1359168,-0.15005566,0.056672342,0.5683514,1.011167,1.0546144,0.94350517,0.88729584,0.76399875,0.41125968,0.062586576,-0.0024465472,-0.055621758,-0.00044691563,0.06364524,-0.029043376,-0.04383789,-0.14584388,-0.2805067,-0.50854313,-0.6664029,-0.7950308,-0.8262023,-0.8862992,-0.8949503,-0.85175717,-0.7809043,-0.5132266,-0.51323795
-1.4800813,-1.5274107,-1.5956457,-1.6607069,-1.7425972,-1.7025653,-1.7423732,-1.7978833,-1.9769738,-2.2915435,-2.451839,-2.3611975,-2.176321,-1.9035983,-1.6704506,-1.5738432,-1.5702245,-1.5981593,-1.475306,-0.6270378,-0.29057994,-0.26532668,-0.33655447,-0.47271597,-0.3256269,-0.059639808,0.026490796,-0.013484905,-0.19319765,-0.41946122,-0.80514103,-0.83120173,-1.1600997,-1.7088827,-1.9129367,-1.9963372,-2.009678,-2.0569398,-2.11856,-2.276309,-2.4098146,-2.5501032,-2.4633036,-1.9523156,-1.6323767,-1.40215,-0.34181303,0.038101718,-0.092724904,-0.40567482,-0.60867393,-0.6551906,-0.5914093,-0.30284584,-0.099777184,-0.023179643,-0.012941226,-0.011792425,-0.038217515,-0.023397427,0.07922657,0.017465765,0.0579301,0.050296985,-0.11890559,-0.4434793,-0.81226206,-0.98118234,-0.9277073,-0.7509439,-0.13657859,0.33687502,0.41011208,0.74848646,1.2142332,1.4327741,1.2785108,0.7724864,-0.024797052,-0.8344434,-1.3800008,-2.1678414,-2.640107,-2.6725028,-2.6650088,-2.752963,-2.8202288,-2.815715,-2.6748295,-2.4520977,-2.1033525,-1.8224102,-1.7573987,-1.5509702,-1.3265895,-1.303739,-1.3811941,-1.588689,-1.8546349,-2.0632987,-2.3426554,-2.3392131,-2.1247473,-1.888095,-1.7528981,-1.715869,-1.8864185,-2.0361457,-2.2052178,-2.3607707,-2.3148696,-1.5073979,-0.7804474,0.7147128,1.2514281,0.8321371,0.2628065,-0.5658823,-0.9202319,-1.2018771,-1.4735653,-1.7149796,-1.7627916,-1.7172828,-1.5595108,-1.3561807,-1.1592524,-1.1759534,-1.6277294,-1.8630893,-2.0756793,-2.1861663,-2.3553684,-2.5801027,-2.662004,-2.673433,-2.5754716,-2.286306,-1.6473763,-0.8299267,-0.8508515,-1.3412333,-1.3834269,-1.3438829,-1.3207164,-1.3215624,-1.3097903,-1.3483617,-1.3527932,-1.3356488,-1.3199316,-1.2783654,-1.1933758,-1.1779912,-1.1560841,-1.0096223,-0.8653987,-0.6992921,-0.5602741,-0.5998522,-0.6401018,-0.69824064,-0.84981585,-0.9805888,-1.0775828,-1.2174381,-1.4090667,-1.4880702,-1.5343113,-1.6743382,-1.6727712,-1.6014184,-1.5322514,-1.5569273,-1.6622254,-1.74244,-1.7424865
-0.4089139,-0.6751626,-0.97583175,-0.93921703,0.78735566,-0.8415994,-0.7431984,-0.6641822,-0.7275063,-1.3561203,-1.3925024,-1.1370335,-1.1193361,-0.9964551,-1.0721599,-1.1290247,-1.1164048,-1.0478321,-0.92440605,-0.7874732,-0.38264877,-0.16061226,-0.45266125,-0.5395819,-0.26553702,-0.047381632,0.045408644,0.37607375,0.8648622,1.1497216,1.1481957,0.38615075,-0.6005463,-1.556725,-1.885849,-1.9287043,-1.9054323,-1.9264351,-1.7560008,-1.5546944,-1.481121,-1.2810353,-1.0451072,-0.8938088,-1.4047058,-1.758235,-1.2806954,-1.0667695,-0.17559607,0.86168516,2.0569134,3.5947564,3.669191,3.4560955,3.50211,3.7355819,4.037227,4.174659,4.17702,4.027853,3.8522062,3.572672,3.2187724,3.0863569,3.0273023,2.2699323,0.7927638,-0.080284804,-0.46065482,-0.51168424,-0.5176194,-0.7807119,-1.2727752,-1.7392256,-1.1881125,-0.25746292,0.94555014,2.1530457,3.1025932,2.2740805,0.4876032,-1.042396,-1.9927986,-2.1036787,-1.9840374,-1.8223372,-1.6854985,-1.3513942,-0.89663804,-0.7792974,-0.5893965,-0.013105094,0.6137065,0.8711662,0.6386553,0.7050106,0.69662374,-0.44994307,-1.8483193,-2.2356956,-2.2745118,-2.2282405,-2.083837,-2.0822787,-2.0344543,-2.0418303,-2.0998397,-2.119947,-1.9981972,-1.5594779,-0.3986718,0.62761325,0.61043495,-1.0910555,-2.1725473,-2.001186,-1.891165,-1.6441351,-1.1694045,-0.58237094,-0.16233502,0.19544484,0.49375248,0.68837684,0.7565248,0.5374598,0.19219291,-0.31949472,-1.1555614,-1.6374276,-2.0149271,-1.97262,-1.8935119,-1.9811151,-1.9711437,-1.7974424,-1.6291275,-1.370968,-0.9618661,-0.5336459,-0.20626849,0.14137036,0.47764468,0.6294797,0.7657531,0.8872322,0.94171125,0.99379313,1.1201437,1.3359855,1.8520262,2.6451488,3.6335468,4.1019983,4.38293,4.6188374,4.7926583,4.7062483,4.613644,4.6490507,4.696227,4.7064953,4.7730694,4.8575573,4.9395914,4.892357,4.8897853,4.7130938,4.4845743,3.9868789,3.5264497,3.0073225,2.280168,1.7023318,1.5339642,0.78743833,0.787451
-1.1762947,-1.1683556,-1.0253628,-1.0483404,-1.4333708,-1.0686,-1.0988525,-1.1159282,-1.3158448,-1.387464,-1.4652596,-1.528849,-1.6040348,-1.3600945,-1.3188419,-1.2833328,-1.4081881,-1.5555437,-1.5298254,-1.0596033,-0.69695187,-0.3727835,1.0323415,5.1398783,8.157984,9.368811,9.491533,9.46777,9.2931385,8.97348,8.241258,7.165065,5.6124983,3.0279136,0.20467323,-0.99139434,-1.1316427,-1.2457988,-1.329015,-1.3750592,-1.4687042,-1.6396245,-1.7349274,-0.91410285,0.58286035,2.4741073,4.035419,3.7974992,2.9096277,2.0753999,1.751638,1.6831311,1.3744826,1.0508549,0.92367196,0.99396145,1.0120196,0.9295437,0.7244796,0.49668455,0.20835966,-0.19097021,-0.7177057,-1.1478492,-1.4288477,-1.0779138,-0.51845735,-0.3459923,-0.11225669,0.3364782,1.5450064,2.6878147,2.6899939,2.5012846,2.3304067,2.0915277,1.6734905,1.0375521,0.064581275,-0.6615544,-1.2855413,-1.9478564,-2.1055725,-2.00033,-1.8343313,-1.777585,-1.5871876,-1.462623,-1.6861296,-1.7735595,-1.5998129,-1.1756363,-0.6559589,-0.21910386,0.98868597,1.7293408,1.2357478,0.2148636,-1.124045,-1.6409993,-1.7761185,-1.6223595,-1.5419294,-1.4467466,-1.50161,-1.6338729,-1.8067304,-1.8350788,-1.7653728,-1.6471156,-1.2229679,-0.90673167,-0.38124928,-0.15945914,-0.04944417,0.095783144,-0.12508914,-0.4713953,-0.8545178,-1.3348396,-1.681068,-1.7388858,-1.5505049,-1.4804976,-1.5291367,-1.5485005,-1.6035749,-1.8079365,-2.1096115,-2.1856875,-2.2007713,-2.1120026,-2.1671505,-2.2383966,-2.2541797,-2.0915937,-1.7951914,-1.4109704,-0.23441134,2.63445,4.711519,6.2791514,7.252156,7.492448,7.513897,7.5131087,7.4409027,7.438941,7.389716,7.2560124,6.901351,6.3543406,5.6704545,4.817318,3.772862,2.874052,2.6591086,2.2858462,1.9526682,1.7751014,1.761184,1.6858575,1.7978109,1.9918488,1.9853901,1.7966144,1.9125956,1.8901983,1.6538086,1.2255318,0.7633597,0.3115622,-0.091380306,-0.26573518,-0.45669216,-1.4334736,-1.43342
-2.0979698,-2.2158804,-2.4246743,-2.4632528,-3.0707827,-2.427425,-2.5042105,-2.617269,-2.625761,-2.4327247,-2.6357884,-2.635474,-2.5324543,-2.341513,-2.273509,-2.2623076,-2.4526625,-2.5105348,-2.6486566,-2.5148702,-2.3781967,-1.9491469,-1.6173527,-1.9149256,-1.9484255,-1.8052803,-1.8552884,-1.9952849,-2.271705,-2.5510783,-3.041847,-3.4656863,-3.697188,-3.3387327,-2.576795,-2.0854802,-2.0327833,-2.0193942,-2.0892594,-2.3015876,-2.718783,-3.0512178,-3.3009176,-3.812017,-3.9326706,-3.5510712,-2.7535572,-2.0526047,-1.7000145,-1.6386348,-2.010638,-2.3624864,-2.1634092,-2.0192306,-2.035995,-2.1706603,-2.2671964,-2.2924743,-2.2668622,-2.2273564,-2.1865711,-2.210495,-2.3759913,-2.74309,-3.164596,-3.4763496,-3.6743615,-3.7709188,-3.7752275,-3.9082613,-4.2565837,-4.283767,-3.8733745,-3.3462622,-2.7053452,-2.3880668,-2.3859315,-2.7411265,-3.3218117,-4.1884985,-4.5048018,-4.1480827,-3.064686,-2.7437487,-2.6378684,-2.590466,-2.6688895,-2.726654,-2.6953115,-2.6500788,-2.4377127,-2.242061,-2.1494021,-2.0857525,-2.005977,-1.9899787,-2.3369813,-3.1419778,-3.3419063,-2.8986688,-2.3556774,-2.1672785,-1.8810567,-1.6990646,-1.6549125,-1.811893,-2.084959,-2.16137,-2.0445957,-1.6784182,-1.7123196,-1.7755198,-1.888123,-0.69976956,1.447787,1.623977,0.90193826,-0.4515391,-1.8388238,-2.618094,-2.878901,-3.0003963,-3.192162,-3.3512526,-3.3843622,-3.2795036,-3.042544,-2.6598377,-2.2509274,-2.0715296,-1.8889616,-1.9109359,-2.0001435,-2.0768614,-2.0743377,-2.1182427,-2.1401572,-2.2353318,-2.5583,-2.9906979,-3.0705972,-2.8158827,-2.455846,-2.3543758,-2.2873178,-2.2816815,-2.3283498,-2.420021,-2.4856586,-2.5572293,-2.6083899,-2.791973,-2.9431252,-2.936889,-2.8667467,-2.7879434,-2.6888444,-2.6548395,-2.584691,-2.5170462,-2.4953094,-2.5075214,-2.6326618,-2.7293334,-2.7630484,-2.8749719,-3.1022816,-3.2610931,-3.3312001,-3.3423774,-3.2188802,-3.0445387,-2.868171,-2.7822998,-2.703611,-3.0714025,-3.071419
