0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186
12.756909,12.772487,9.812692,12.672823,12.638778,12.537443,9.812208,12.107921,10.627121,8.470716,6.7899055,4.8152924,3.0157638,2.6231492,1.1354561,1.0294973,2.065044,2.5093822,2.878028,3.6682591,4.521586,5.1143265,4.7231627,3.908456,2.595071,1.4166521,0.8198175,0.491835,0.3737086,0.5763578,0.66158366,0.20923173,-0.26623625,-0.645939,-0.19366175,0.74656874,1.6205752,2.3012555,2.9917705,3.1364923,2.600147,1.7466276,1.3896403,0.8910186,0.2336432,-0.36840498,-0.77137214,-0.6827575,-0.5780473,-0.5056871,-0.4541425,-0.49050087,-0.66474605,-0.63626075,-0.79906297,-0.897341,-0.9494677,-1.0097024,-1.124152,-1.1339809,-0.8066943,-0.098383054,0.5323822,1.2511003,1.852756,2.1610098,2.318065,2.4769745,2.6729152,2.5858397,1.9829767,1.2911278,0.5270511,0.07781875,-0.086990006,0.07645738,-0.041284204,-0.121451735,-0.14450687,0.09232423,0.2856162,0.34535676,0.11180091,-0.0201834,-0.011901826,0.029180199,0.12117055,0.20134625,0.1441922,-0.06915587,-0.19041327,-0.14955685,0.038253427,0.19531757,0.7840774,1.7133591,1.6520886,1.28336,0.9053783,0.6212033,0.6100249,0.651577,0.6057054,0.11881347,-0.05251059,-0.24557534,-0.63731384,-0.56482226,-0.41039407,-0.30420753,-0.0045777187,0.3649025,0.4289978,0.34658667,0.15400368,0.02068372,0.057941508,0.22102146,0.29925668,0.41424733,0.476218,0.43311864,0.4026631,0.41854316,0.5975064,1.2300098,2.3720808,3.4669662,4.5330467,5.177351,5.4849415,5.2646117,4.0877104,2.686657,2.0829787,1.123506,0.35193613,0.16200908,-0.061284203,-0.19608441,-0.21585524,0.14779572,0.91440475,1.5305718,1.5287809,1.5310335,1.4975078,1.4670134,1.3933525,1.4803383,1.7773247,1.9010975,2.2335956,2.236631,2.4816847,2.7516296,3.0804324,3.3353062,3.2275581,2.938817,2.4259095,2.8449347,3.2652893,3.9832637,4.0860806,4.8119764,5.739127,5.4895196,5.6342278,5.7953997,6.166996,6.3237324,6.891884,7.703994,8.11893,8.555098,9.128529,9.841266,10.302198,10.660365,10.676295,10.937413,11.126701,11.048289,11.134401,11.21759,9.811897
-2.983605,-2.9895136,2.0646558,-3.0431843,-3.0383606,-3.0343542,2.064823,-3.0510578,-3.1984138,-3.2603362,-3.467557,-3.4436827,-2.9036179,-2.693141,-2.2896721,-2.584717,-2.9955378,-3.1484756,-2.912914,-2.5372484,-2.200134,-1.8604294,-1.693386,-1.7323126,-1.9575183,-1.8210382,-1.4503813,-1.5132205,-1.809809,-1.8192811,-1.9204354,-2.001533,-2.00551,-1.8085098,-1.6779966,-1.598326,-1.3671446,-1.2264367,-1.1458305,-0.83975863,-0.20172198,0.041981257,0.021881655,0.022470236,-0.106845185,-0.41954142,-1.300895,-1.856922,-1.9757495,-2.0747344,-2.029282,-1.7542053,-1.5605118,-1.3094394,-1.1854981,-1.0889629,-1.0034842,-0.7113083,-0.7159904,-0.9611772,-1.1903883,-1.5345329,-2.058453,-2.6534348,-2.9419518,-3.0180354,-2.9955778,-2.9677825,-2.9583182,-2.8002076,-2.4988737,-2.1148674,-2.053041,-2.004462,-2.0301466,-2.073771,-1.7786088,-1.2415746,-0.86807495,-0.6856391,-0.5718203,-0.5675014,-0.43990535,-0.7127212,-0.9906112,-1.1952854,-1.336862,-1.3466644,-1.3119729,-1.3419993,-1.4501619,-1.4581354,-1.3631628,-1.1889135,-1.1141807,-1.2853407,-1.6536475,-2.131758,-2.6341352,-3.1858587,-3.5018916,-3.374836,-2.9892316,-2.2068377,-1.5172622,-1.2182316,-1.3815947,-1.7033815,-1.8433521,-1.902038,-2.0839818,-2.2296934,-2.269271,-2.363706,-2.3876204,-2.4382763,-2.6751077,-2.989335,-3.146006,-3.180698,-3.1748805,-3.157024,-3.155126,-3.159913,-3.0570047,-2.7082226,-2.2802448,-2.0686066,-1.9071004,-2.1876507,-2.2027104,-1.9251474,-1.5090575,-1.2222443,-1.2354373,-1.1309613,-1.1491684,-1.5429976,-1.6539357,-1.1914182,-0.70566976,-0.511358,-0.57150495,-0.862547,-1.2136446,-1.4633862,-1.5997866,-1.6037854,-1.3445865,-1.058422,-0.949396,-0.83249515,-1.0481418,-1.3799253,-1.4515643,-1.465974,-1.2954206,-0.84868836,0.3166988,1.8738742,4.4138756,7.632616,8.633669,9.12146,9.771517,10.059417,9.929142,10.150763,10.134789,9.99678,9.872667,9.683727,9.258788,8.399325,7.675344,7.1180534,6.634198,5.7233295,5.0559616,4.294197,4.4047613,3.8106074,3.7217503,3.769743,3.461852,3.394569,2.065526
0.10372335,0.15285426,0.12165395,0.025384396,0.0071504116,-0.16307811,0.12152966,-0.27759808,-0.041167617,0.35564882,0.48612878,0.6031428,0.92821956,1.0122771,0.5776154,-0.47504172,-0.82612175,-0.85592854,-0.9970361,-1.1041951,-1.3419533,-1.451208,-1.1983862,-1.0899556,-1.0578536,-1.2073512,-0.9050859,-0.77603066,-1.2130729,-1.2785213,-1.1752918,-1.0248977,-1.0786494,-1.5460941,-2.259,-2.7489884,-2.935318,-2.7715397,-2.5476413,-2.4392016,-1.9653826,-0.9822135,-0.61624116,-0.42764643,-0.63292396,-1.1688311,-1.9280384,-2.3033657,-2.5554261,-2.8629308,-3.183373,-3.3795643,-3.3661668,-3.2844932,-3.1316843,-2.94278,-2.6283252,-1.9020562,-0.6214051,1.2735586,3.7617579,6.0833235,7.5463414,8.943219,10.262405,11.098377,11.362148,11.395472,11.472256,11.607376,11.57971,10.700805,7.777082,4.5200667,0.54805565,-0.8961762,-1.3301985,-1.999108,-2.2228527,-2.3408687,-2.5026755,-2.8239021,-3.1682415,-3.3123837,-3.3202395,-3.2442484,-3.162601,-3.0584986,-2.9569097,-3.031259,-3.1298034,-3.168314,-3.0465066,-2.688902,-2.0850468,-1.183038,-0.5725669,-0.2256254,-0.2792279,-0.78724813,-1.4245344,-2.1004183,-2.276949,-2.0280406,-1.899973,-1.7951856,-1.5878073,-1.4010357,-1.4610069,-1.3436108,-1.2617413,-1.5510654,-1.7455314,-1.9427583,-1.9521978,-1.7874355,-1.4392467,-1.2669516,-1.2306535,-1.277503,-1.3236697,-1.371531,-1.4627054,-1.612638,-1.891889,-2.3156233,-2.5732899,-2.6750724,-2.5364413,-2.1582427,-1.9444711,-1.639158,-1.330244,-1.3115283,-1.3347257,-1.4192827,-1.463218,-1.7757828,-2.534299,-2.6968782,-2.3492603,-1.9997714,-1.6494317,-1.4310379,-1.227899,-1.1188604,-1.1325405,-1.4688812,-1.7809638,-1.5805304,-1.763392,-2.3562074,-2.3984675,-2.4470663,-2.5506327,-2.8173308,-2.939358,-2.913167,-2.9937992,-3.0477805,-3.1169114,-2.549604,-2.2286353,-2.304228,-2.4952052,-2.50838,-2.3008795,-2.3786237,-2.311569,-2.2922363,-2.1604917,-2.1916895,-2.1499217,-2.063025,-2.0368624,-1.8840275,-1.7858386,-1.738482,-1.6643702,-1.5738983,-1.521442,-1.5638652,-1.4971861,-1.5263861,-1.5285778,-1.4556842,0.12122447
-2.5834026,-2.6318955,-1.1935602,-2.5750344,-2.522491,-2.3339484,-1.1935198,-1.9637518,-1.5390673,-1.4975556,-1.5637801,-1.2933125,-0.44577456,-0.24229056,0.04449168,-0.7534331,-1.4765189,-1.4566894,-0.38215595,0.0826868,0.39675006,0.5100961,0.42964342,0.12620413,-0.60783976,-0.9295587,-0.8708927,-0.9840128,-0.6452139,-0.19468959,0.16405319,0.20933615,-0.12944703,-0.6869131,-1.1582463,-1.535722,-1.7819316,-1.9203656,-1.9151443,-1.5606318,-0.9453181,-1.0537492,-1.2192389,-1.3114419,-1.5086889,-1.6451297,-2.0505059,-2.2771661,-2.2761075,-2.29949,-2.3072479,-2.2193127,-2.207821,-2.1511278,-2.1291893,-2.1105123,-2.0137734,-1.6188993,-1.2778025,-1.1328919,-1.0212591,-1.2150795,-1.8136563,-2.5218964,-3.0944276,-3.2454865,-3.2022092,-3.2021866,-3.1679027,-2.9814298,-2.6726155,-1.89112,-1.1967268,-0.5352706,-0.1414639,-0.35493314,-0.60960984,-0.90666956,-0.79371285,-0.63265765,-0.37745112,0.03794548,0.49330014,0.37023628,0.041570455,-0.26949525,-0.50926995,-0.6435047,-0.85264236,-1.2401588,-1.590062,-1.6359382,-1.3052074,-0.75773,-0.5304066,-1.2404218,-1.7791071,-1.5682253,-1.1415943,-0.8019726,-0.8310966,-0.86825204,-0.40017682,0.901732,1.2552589,0.59689724,-0.28671202,-1.0144484,-1.4333646,-1.7720523,-1.8831923,-1.9561104,-1.9676672,-2.049951,-1.9819672,-1.8858707,-1.6721578,-1.5163232,-1.5139868,-1.6211838,-1.6555107,-1.6656152,-1.6230545,-1.6013482,-1.505851,-1.1576179,-0.52482444,-0.17245503,0.052615434,-0.19780019,-0.37529743,-0.24767408,0.43806,0.7323782,0.45632344,0.26573533,0.033002764,-0.2760927,-1.0769007,-1.6919084,-2.0404367,-2.161736,-2.0847378,-1.9067583,-1.6472521,-1.5641121,-1.6239954,-1.72241,-1.6859143,-1.3999474,-1.1943946,-0.7870133,-0.9556064,-1.1717498,-1.1175238,-1.2125576,-1.2827889,-1.2071741,-1.1010675,-0.9902675,-0.92662555,-0.85932356,-1.0682936,-1.3153986,-1.1288278,-1.4490875,-2.0329165,-1.8445731,-1.8299412,-1.9840767,-1.9609039,-1.9733454,-2.1500826,-2.3601391,-2.2239532,-1.8668416,-1.7358726,-1.8162282,-2.1118336,-2.4322848,-2.257528,-2.5366087,-2.6870863,-2.7917652,-2.8937435,-2.8705242,-1.1935667
1.6979914,1.6607327,1.7243545,1.3428092,1.2294531,0.90642565,1.7242712,0.37127295,-0.12541677,-0.21984433,0.172194,0.21032697,-0.22816199,-0.45381695,-0.4793601,-0.49723488,-0.33346277,-0.19039863,-0.7347158,-1.0536096,-1.1575302,-1.1777792,-1.235986,-1.2155626,-1.1308725,-1.373437,-1.099019,-1.2643892,-1.5939233,-1.4510393,-0.9281731,-0.2056871,0.5562678,1.2936387,1.6222227,1.6540897,1.1048657,0.25916356,-0.4902021,-1.2047302,-1.9465569,-2.6203997,-2.7056744,-2.8272042,-2.84978,-2.5296667,-1.1914084,-0.2687526,0.13757282,0.70621973,1.3399762,1.8669418,2.2409081,2.6600966,2.8935323,3.0260093,3.0690393,2.9790773,2.617729,1.9105275,0.6707295,-0.91127574,-1.7371879,-1.9747736,-1.7205744,-1.3616172,-1.2182555,-1.1928653,-1.1994152,-1.1963191,-1.2567091,-1.6115882,-1.677415,-1.4570022,-0.9729972,-0.6119549,-0.87555265,-1.2337877,-1.6194106,-1.9684823,-2.2087574,-2.3728788,-2.358553,-2.3381355,-2.310945,-2.274244,-2.2886393,-2.3244524,-2.078042,-1.3272312,-1.012103,-0.99791926,-1.224218,-1.5669287,-1.9799218,-2.3650246,-2.362225,-2.3842578,-2.038597,-1.1465833,-0.22115323,0.42596704,0.49871048,-0.16553229,-0.8098314,-0.7574959,-0.4298397,-0.18356222,-0.16770643,-0.14477074,-0.18852654,0.06589809,0.29193115,0.7817643,1.136696,1.3884182,1.6052866,1.7657032,1.9299192,1.9969038,1.9158821,1.7654811,1.7109084,1.7753179,1.8782451,1.8768762,1.4319186,0.8732507,0.36285397,-0.36651987,-0.9852587,-1.3959537,-1.8509779,-1.7904699,-1.6568136,-1.4601312,-1.8686277,-2.263009,-2.4193392,-2.583429,-2.5858295,-2.3434289,-2.2115602,-2.3320699,-2.3158488,-2.2023258,-2.0983615,-2.1906943,-2.2873979,-2.502897,-2.565044,-2.2936213,-2.0628097,-1.8891771,-1.6623187,-1.1682391,-0.75450474,-0.5385709,-0.26647708,-0.08114536,0.22278358,0.12783498,0.114537224,0.37725723,0.2848861,0.7632952,1.0916662,1.17712,1.1606841,0.85737336,0.88913876,1.0731583,1.3279611,1.6028454,1.6409061,1.4533575,1.3356086,1.2968082,1.3627372,1.3708975,1.2402157,1.3071513,1.4507653,1.6116867,1.6346493,1.6602137,1.724417
-3.2419062,-3.2879295,-0.5087043,-3.38463,-3.4468899,-3.390611,-0.5084517,-3.1554227,-2.4890528,-1.5357454,-1.2051367,-1.0965391,-0.80006015,-0.74775815,-0.40380457,-0.5008552,-0.7665249,-1.1315732,-1.3077737,-1.09761,-0.54769224,-0.5221195,-0.5126668,-0.3509927,-0.1788081,0.2381618,0.819106,1.0105712,0.20425765,0.35002244,0.32932937,-0.071909346,-0.41238728,-1.0934912,-1.3061273,-1.4715824,-1.8904921,-2.0509236,-1.8798792,-1.7013359,-1.551558,-1.5559032,-1.5303035,-1.1871406,-0.43988013,0.5981375,1.3694799,1.4520053,1.2527736,0.9688127,0.6841542,0.6451762,0.71300477,0.69476914,0.80520314,0.8515404,0.9029081,0.9974299,0.96392524,0.6549171,-0.039539427,-0.83473814,-1.4276428,-1.7111872,-1.7481214,-1.5832491,-1.4849946,-1.530657,-1.463271,-1.1281207,-0.553362,0.2982895,0.9680965,1.3506666,0.84641653,-0.69215107,-1.3320789,-1.4987378,-1.486577,-1.2324679,-0.9308466,-0.33992463,0.56975055,1.1774076,1.5333579,1.7807536,2.1155174,2.5311158,2.8822029,2.9550884,2.6418407,2.1606402,1.4918193,0.9785805,0.7158012,1.1529932,1.5355799,1.4647627,1.1925504,1.1005576,1.0326203,0.85059273,0.7175776,1.3389843,1.4187803,0.45422557,-0.27215865,-0.68543726,-0.630292,-0.68559957,-0.9255323,-0.9860904,-0.9930304,-1.0207624,-1.0192822,-0.99624795,-0.9050364,-0.7406052,-0.6215115,-0.52066743,-0.39248994,-0.25878236,-0.17538387,0.014353573,0.26751843,0.41806656,-0.0069847107,-0.53189945,-0.7501459,-0.22626153,0.1704244,0.08531672,0.22379568,0.38569185,0.2800522,0.20810874,-0.19555977,-0.6111108,-0.9021485,-0.98991644,-1.268059,-1.6524069,-2.2846775,-2.6521595,-2.609075,-2.4138577,-2.1631846,-1.0888336,-0.43173993,0.20703027,0.4155728,0.5076559,0.3740235,0.34152,0.17226204,-0.35905695,-0.8958264,-1.330569,-1.6820337,-1.7712523,-1.7718276,-1.7274904,-1.6336133,-1.4958018,-1.3892182,-1.4472878,-1.3412988,-1.2114925,-1.1826524,-1.17595,-1.186867,-1.2215314,-1.1311448,-0.8604615,-0.6166421,-0.4940081,-0.39381045,-0.48537308,-0.7868377,-1.0595694,-0.90541244,-0.9277787,-1.2561897,-1.3913054,-1.4747002,-1.6237857,-0.5082713
-3.4181926,-3.4138083,-2.1035852,-3.498126,-3.5286822,-3.6009712,-2.1034389,-3.6136594,-3.7179136,-3.3666978,-3.1033578,-2.9312024,-2.8990455,-2.8518186,-2.1679018,-1.7793671,-1.9243093,-1.9435325,-1.6219571,-1.4555585,-0.8713335,-0.6456484,-1.0763025,-1.4282689,-1.6049516,-1.2501199,-0.34002924,1.0832185,3.6702216,4.1793756,5.484032,7.2133603,8.609788,9.852259,10.216201,10.155169,9.708743,9.026976,8.105359,7.173805,5.4638133,2.4069762,1.2717268,0.74719965,0.7704932,1.0757687,1.2861143,1.3081504,1.3895977,1.3713975,1.2116836,1.0774544,1.1196072,1.0707587,1.0321764,1.0197551,0.938758,0.6686666,0.26854998,-0.39666817,-1.3069992,-1.8722717,-2.1387615,-2.504228,-2.7105927,-2.7202148,-2.6835887,-2.700189,-2.6733856,-2.5232997,-2.3344827,-2.0233314,-1.0741305,1.0249405,5.941662,9.09361,10.232728,11.03986,11.16994,11.108627,11.129856,11.273322,11.138352,10.797829,10.4559965,10.1025505,9.66428,9.2050495,8.44876,6.984993,5.6283474,4.364938,2.4806032,1.2503388,0.18130878,-0.64378244,-1.0624135,-1.5313795,-1.8761957,-1.8046191,-1.3945426,-0.88415873,-0.7638566,-0.9946186,-0.9799224,-0.9028265,-0.74926925,-0.8591685,-0.8908843,-1.1411877,-1.4736505,-1.6014601,-1.5672668,-1.459902,-1.3602616,-1.2810644,-1.0868895,-0.89705145,-0.74921125,-0.7792545,-0.8334491,-0.9071242,-0.93327826,-0.9168918,-0.97206604,-1.1927922,-1.5940373,-1.885999,-1.9724281,-1.7187376,-1.4481032,-1.2199972,-1.3373559,-1.3761079,-1.3619168,-1.1150541,-0.4328434,-0.032295108,0.37979916,0.61254835,0.4249264,-0.07029259,-0.60978305,-0.846185,-1.0772595,-1.2750626,-1.2267811,-0.75981086,-0.18225175,0.12447538,0.312914,0.29850286,-0.086696446,-0.29461485,-0.23866758,-0.56923044,-0.9325645,-1.1738869,-1.2572052,-1.3089372,-1.0975761,-1.5436733,-1.9231217,-2.222874,-2.2431617,-2.365666,-2.397254,-2.4155183,-2.3970346,-2.235009,-2.3555136,-2.4752674,-2.5780618,-2.607148,-2.6274254,-2.564573,-2.5531979,-2.4510114,-2.3887093,-2.3321555,-2.2957041,-2.3129556,-2.4368799,-2.482306,-2.3965478,-2.4636445,-2.1034856
-1.4941804,-1.6143203,-0.58241534,-1.6517181,-1.6378518,-1.6971123,-0.58231294,-1.7810246,-1.6836722,-1.7309737,-1.5167177,-1.0238936,-0.30462658,-0.060214177,0.26757163,0.009608716,-0.20707665,-0.06642899,0.7517366,0.5801175,0.0492633,-0.19212586,-0.5537789,-0.91586244,-1.3743418,-1.48967,-1.2249477,-0.959484,-0.647324,-0.32519966,-0.44008407,-0.76290685,-0.76712656,-0.37762132,-0.23399088,-0.11385895,-0.0069040135,-0.16618486,0.16077174,0.61476123,1.094214,0.6876412,0.39872745,0.2630363,0.24593988,0.265037,-0.07621558,-0.35895032,-0.3222183,-0.253251,-0.08169202,0.30683035,0.5678494,0.925445,1.1220044,1.1970744,1.3268868,1.9049457,2.150939,1.9656543,1.7450078,1.2071466,0.13229135,-1.2257957,-2.2820344,-2.7188218,-2.8337543,-2.8514123,-2.9594665,-2.8684123,-2.2648785,-1.3167771,-0.33006677,0.3244321,0.15586421,-0.8076972,-1.0073197,-0.8978478,-0.68570507,-0.6679944,-0.54426956,-0.34964728,0.02383624,-0.097240716,-0.27518845,-0.37660235,-0.44382414,-0.4920112,-0.63821554,-0.7459299,-0.6479837,-0.4292673,-0.04769218,0.23921436,0.31211156,0.014665484,-0.54545355,-0.88857245,-0.780405,-0.6620043,-0.6529454,-0.400537,0.24212182,1.497927,2.1121378,1.6983688,0.7100433,-0.17670351,-0.32753938,-0.39445516,-0.48753458,-0.44313985,-0.38465446,-0.48577636,-0.60635793,-0.8239408,-1.2566704,-1.5353693,-1.7069699,-1.810875,-1.8794435,-1.927602,-1.9416134,-1.9493523,-1.7572184,-1.2564466,-0.6607051,-0.5285281,-0.70162237,-1.1883048,-1.1528826,-0.82015157,-0.57180387,-0.8143491,-1.1821885,-1.4547455,-1.7251747,-1.6330018,-1.1540233,-0.53355557,-0.062326368,0.13698052,0.22419044,0.33976492,0.6274847,0.8940869,0.99807715,1.3582886,1.782212,2.1704936,1.6223562,1.2929038,0.57129246,-0.054101557,-0.23207377,-0.23159175,-0.0035413504,0.3511093,0.9057225,1.2118272,1.5111067,1.7794157,1.8092957,2.1002965,2.7714434,2.95696,2.3142233,2.4089165,2.34891,2.3370957,2.2649224,2.2984571,1.9054174,1.2522774,1.0670354,0.871253,0.65486616,0.5209727,0.031634122,-0.5342596,-0.48049945,-0.75082016,-0.8921671,-0.8869658,-1.0990466,-1.1456922,-0.5822102
-1.581179,-1.610948,-2.4276505,-1.6675403,-1.6637777,-1.6737713,-2.4277163,-1.6723832,-1.6573608,-1.4666932,-1.3650429,-1.2333925,-1.1782128,-1.1026332,-0.4852329,0.8835243,1.0520952,0.38931987,-0.67017835,-1.3691964,-1.5690575,-1.4529543,-1.2536976,-1.168793,-0.9435482,-0.57818913,-0.051858366,0.29072756,0.505904,-0.27382067,-0.65804434,-0.6833885,-0.33715895,0.5062753,1.0841177,1.1419628,0.9667935,0.6691925,-0.09784646,-0.6022386,-0.9528086,-0.68793666,-0.5845337,-0.21129574,0.4949548,1.3864717,2.2264335,2.263464,2.330039,2.4161408,2.6074438,2.9177296,3.1573253,3.310814,3.3294635,3.3996334,3.3835416,3.2538059,2.9280486,2.5352855,2.0124469,1.4489105,0.7306966,-0.28415835,-1.0409027,-1.3848197,-1.4669303,-1.4921602,-1.6945329,-1.8358266,-1.5959928,-1.393125,-0.83235466,-0.33418435,-0.13030785,-0.18765518,0.17829369,0.47574756,0.1878452,-0.15593603,-0.2922817,-0.36882704,-0.589644,-0.67828053,-0.5300637,-0.45645517,-0.40155026,-0.30778345,-0.2389951,-0.22136194,-0.16844241,-0.23738492,-0.63146424,-1.0985703,-1.5414265,-2.062048,-2.159739,-2.1809058,-2.025475,-1.6487083,-1.1739812,-0.688382,-0.64498115,-1.1367297,-0.86214614,-0.4098537,-0.032437116,0.27691603,0.41187668,-0.16953388,-0.8518499,-1.0444984,-1.0800169,-0.9715125,-0.73408383,-0.57075214,-0.40099156,-0.3278866,-0.24699683,-0.21059765,-0.2221428,-0.23744576,-0.16758536,-0.049861014,0.18566868,0.46218786,0.58048046,0.2368189,-0.37602463,-1.3647546,-1.8257346,-1.812413,-1.5365031,-1.0387791,-0.8480551,-0.34594205,0.5618905,1.0821042,1.4353695,1.4472023,1.3770324,1.2327416,0.5791985,-0.13262093,-0.52579,-0.5330586,-0.43178168,0.109791145,0.7793818,0.9299662,0.904928,0.5640152,0.17561702,-0.09933754,-0.3099022,-0.35672998,-0.42774007,-0.5618385,-0.43447086,-0.3398152,0.09766069,-0.57628,-1.1392076,-1.4383903,-1.0239614,-0.7891133,-0.5149027,-0.31767854,-0.33424848,-0.44956893,-0.57096535,-0.49305695,-0.8634014,-1.4353415,-1.9835038,-2.5151186,-2.749184,-2.898553,-2.9378338,-2.864932,-2.896111,-2.8255675,-2.732952,-2.8000264,-2.68374,-2.534998,-2.4278765
-3.6170874,-3.5044641,-2.7761395,-3.4713378,-3.4541922,-3.4099874,-2.7761166,-3.3434246,-2.9629712,-2.5952578,-2.5034733,-2.7060184,-2.6265712,-2.6625233,-2.3134487,-2.3022487,-1.8184581,-1.701241,-2.244027,-2.527092,-2.9956675,-3.148346,-3.1524932,-2.993376,-2.3799183,-2.0860744,-2.0149243,-1.8395708,-1.4113228,-1.0355052,-0.7118649,-0.403274,-0.1252965,0.06468159,0.18899292,0.028061569,-0.28283772,-0.75750864,-1.468164,-1.9538696,-2.637035,-3.6442962,-3.837071,-3.9815633,-4.1575413,-4.2486134,-4.007804,-3.5361137,-3.2229085,-2.7327995,-2.1674602,-1.8334115,-1.6334705,-1.4989676,-1.4076833,-1.4308797,-1.5234383,-1.7617348,-2.044591,-2.3609087,-2.9234293,-3.7890806,-4.08342,-3.8925538,-3.2219687,-2.4459898,-2.1273963,-2.0306559,-1.6810497,-1.0573256,-0.46033987,-0.1950588,-0.47506183,-0.47388834,-0.29144397,0.49587715,1.2199042,1.7117677,1.5415109,1.1788366,1.0048996,0.8973886,0.88491714,0.9001658,0.82535666,0.856112,0.8630122,0.89264476,1.1869433,1.7017163,1.8875813,1.8497545,1.4891759,0.98657703,0.5175139,0.52377737,0.94429797,1.1782746,0.8920014,0.54718435,0.29284924,-0.004398018,-0.3863953,-0.90531224,-1.409665,-1.2789145,-0.9959615,-0.9115979,-0.8037702,-0.293954,0.20490125,0.8790162,1.270377,1.8636432,2.2577143,2.5397513,2.6678243,2.6264443,2.685484,2.6911082,2.6332943,2.576704,2.591321,2.6942115,2.754045,2.5115514,1.755666,1.1024917,0.58717537,-0.13502139,-0.763837,-1.4986407,-2.2216904,-2.2795656,-2.2555873,-2.2260842,-2.3013139,-2.3031697,-2.3043287,-2.4161339,-2.4428816,-2.3475506,-2.1244044,-1.8980465,-1.5102638,-1.2427745,-1.0544364,-1.2317057,-1.3003359,-1.3976727,-2.019064,-2.7866225,-2.9341564,-3.1886215,-3.1695805,-3.3183355,-3.5446973,-3.7775106,-3.94276,-3.9300866,-3.6516342,-3.2744493,-3.0184216,-2.6950758,-2.522473,-2.2026691,-2.056964,-2.021776,-2.0574582,-1.9343867,-1.9871917,-2.0604007,-2.0068822,-1.9426546,-2.0961273,-2.3509574,-2.4528356,-2.2020242,-2.0815291,-1.9620035,-1.9927032,-1.9437361,-1.9202466,-1.7620113,-1.7904212,-1.9340148,-2.7760637
