0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198
10.136531,10.148107,10.139184,10.155851,11.496858,10.3940735,11.111877,10.478833,9.858742,7.3382683,4.8475733,2.2488558,1.4510794,1.2537004,1.3568335,1.4430658,1.366719,1.0452398,1.1634693,1.3286183,2.2292967,3.4208746,3.9355788,4.163784,2.9371057,2.0796275,1.2498757,1.4551742,1.6893,1.852046,1.9179657,1.2947443,0.84219927,0.95642436,0.4883199,-0.4296625,-0.82860637,-0.9121407,-0.9519592,-0.9932036,-1.0553316,-1.0792972,-1.0673981,-1.3027799,-1.3146285,-1.2323434,-0.41196048,-0.3060516,-0.84960496,-1.7825649,-1.939388,-1.890986,-1.8203192,-1.7413602,-1.5318441,-0.49397948,0.448883,1.0046341,1.085208,0.5943993,0.018748175,-0.82236767,-1.2720578,-1.4295192,-1.3803592,-1.2977308,-1.3180025,-1.3062333,-1.3884629,-1.4681506,-1.5383979,-1.596294,-1.6438409,-1.6351523,-1.5565362,-1.4317491,-0.9407231,-0.27403742,0.4271074,0.7104734,1.0063257,1.1401814,0.89663184,0.7729765,0.69386923,0.6574136,0.63310343,0.64535534,0.5971993,0.6127521,0.6595984,0.7635803,0.7784946,0.74880826,0.52416813,0.42620766,0.16565582,-0.030012093,0.45108885,1.0147425,1.2158992,1.2102852,1.0852467,0.8994902,0.56232405,0.28548262,0.27592632,0.5202071,1.1353087,1.9529026,2.3990412,3.0245628,3.4958067,4.1623716,4.202903,4.149479,4.193926,4.0162086,3.1642847,2.347999,1.8245237,1.3227962,0.5168951,0.4237543,0.306617,0.3519476,0.37440598,0.41050395,0.44941133,0.43723273,0.4257281,1.0745192,2.0443072,2.1441176,1.3348321,0.8853275,0.55174476,0.3940077,0.3933566,0.39870945,0.30450925,0.35058245,0.116355896,-0.04868257,-0.1414749,-0.2376944,-0.29206175,-0.28921068,-0.29064068,-0.28575504,-0.12362315,0.0625397,0.25507498,0.3083433,0.95463854,1.4620292,1.6132472,1.7502937,1.2303617,0.6032275,0.60877687,0.53093,0.36660057,0.3261233,0.27384076,0.3822853,0.40323922,0.3255457,0.22953036,0.578045,1.3339942,2.1640456,2.8470578,3.356667,3.8697612,4.9659076,5.9367604,6.7581215,7.0727215,7.3939095,7.771254,8.088791,8.248711,8.34849,8.387099,8.420744,8.678826,8.938473,9.091415,9.297245,9.371483,9.21221,9.27915,9.619558,9.8086815,10.047468,10.062108,10.0475855,10.047647
-2.0133262,-2.0195858,-2.0138698,-2.0231476,-2.4014685,-2.1427448,-2.2988985,-2.2581758,-2.1287136,-1.8554672,-1.5793009,-1.3313882,-0.97225416,-0.91229963,-0.80778533,-1.0029804,-1.2584441,-1.4533235,-1.4745712,-1.4825423,-1.7643163,-1.677336,-1.4025838,-1.3174667,-1.0688646,-0.7354066,-0.32273817,-0.39627135,-0.35476145,-0.39499205,-0.34538668,0.2366288,0.4537394,0.070700765,-0.39992607,-0.69978815,-1.0480933,-1.208219,-1.2833707,-1.3062507,-1.3153057,-1.2399063,-1.2510636,-1.2160666,-1.0742109,-1.1909977,-1.2551651,-1.3848909,-1.640529,-2.0798302,-2.6053343,-2.3777218,-2.0171428,-1.7103682,-1.3694643,-1.2320565,-1.1834553,-1.1298988,-1.218981,-1.2924759,-1.4038408,-1.7661073,-2.200819,-2.5523958,-2.7655947,-2.8752398,-2.9113421,-2.7986515,-2.6573489,-2.5662632,-2.4721198,-2.3302505,-2.2455573,-2.140391,-2.0873134,-2.00212,-2.0141647,-2.0784874,-2.1996462,-2.377339,-2.6174068,-2.9267688,-3.1804073,-3.3135586,-3.4001021,-3.4156775,-3.3496046,-3.2967286,-3.2169108,-3.1411164,-3.0555186,-2.9537344,-2.7945833,-2.5300643,-2.4278216,-2.455226,-2.4533348,-2.3684566,-2.141531,-1.9166545,-1.7674596,-1.6654365,-1.593766,-1.4892418,-1.357056,-1.2620956,-1.2336501,-1.4037955,-1.8779207,-2.3415225,-2.387019,-2.2116323,-2.2141187,-2.3730664,-2.1882775,-1.9877329,-2.009278,-1.8503598,-1.599885,-1.4424708,-1.3360163,-1.2721035,-1.5909901,-2.223186,-2.3048894,-1.9191477,-1.5444561,-1.2521249,-0.7853076,-0.25884786,-0.025120646,-0.6048486,-1.3777006,-1.6793854,-1.6787467,-1.6991746,-1.7379587,-1.8230383,-2.0198643,-2.2384584,-2.3287787,-2.400919,-2.343202,-2.2110023,-2.1063964,-2.0263507,-1.9440464,-1.8445396,-1.7363532,-1.6128806,-1.457316,-1.3541396,-1.1888189,-1.2560036,-1.3888792,-1.3126696,-1.3568908,-1.3664353,-1.0237257,-0.6491088,-0.6394213,-0.724253,-0.8273864,-0.8963057,-0.99072766,-1.1813416,-1.4096735,-1.6571383,-1.9147637,-2.260716,-2.458642,-2.6257646,-2.7421327,-2.7907367,-2.7817593,-2.814593,-2.7637253,-2.7383971,-2.8474078,-2.954814,-2.9883728,-2.9675088,-2.9423604,-3.0599074,-3.1534634,-3.1444306,-3.122956,-3.290412,-3.428195,-3.4648013,-3.4290662,-3.327269,-3.1529279,-3.0379043,-2.855369,-1.9666877,-2.7978365,-1.9671707,-1.9672273
-0.72430587,-0.724218,-0.72385764,-0.72599244,-1.8280231,-0.7700534,-2.1920476,-2.2574594,-2.293315,-2.401131,-2.2702527,-2.096634,-1.8961363,-2.083897,-2.0815625,-2.2492054,-2.3916616,-2.719614,-2.966524,-2.975505,-1.9758992,-0.9794831,-0.7553578,-0.8770449,-1.2679203,-1.5324881,-1.9571909,-1.9982069,-2.078874,-2.0923038,-2.061803,-1.9299593,-1.8065042,-1.936688,-1.7172024,-2.3326986,-2.7622318,-2.8612387,-2.8411548,-2.8434262,-2.889043,-2.92404,-3.0418334,-3.2121463,-3.2429209,-3.4598064,-3.2139344,-3.0674453,-3.2345195,-3.0463557,-2.7855659,-2.3942537,-1.693423,-1.0436842,-0.19128712,0.9621627,1.5812415,1.8686047,2.148079,2.05663,1.6539781,0.8891828,0.5593846,0.7316684,0.9829311,0.7832346,0.0048844516,-0.73082554,-1.3475313,-1.7568544,-2.0546584,-2.3307753,-2.5591958,-2.8354564,-3.0746527,-3.2846699,-3.2879229,-3.1082706,-2.4110463,-1.7525666,-1.3899592,-0.9194356,-0.32990783,0.10340628,0.5533574,0.7564883,0.8797618,0.9129699,0.7943802,0.6281238,0.5420326,0.5241655,0.34614024,0.041670382,-0.4356413,-0.8721112,-1.5324453,-1.9967391,-2.0779104,-2.049953,-2.1533937,-2.2086854,-2.2383504,-2.3147225,-2.244285,-1.815599,-1.0998902,-0.63220495,-0.32824394,0.00736773,0.19325721,0.15745863,-0.06368415,-0.19886966,-0.23782289,-0.42888594,-0.51217914,-0.56924105,-0.8197739,-0.8046987,-0.8129716,-0.96177244,-1.2201817,-1.828073,-2.5384152,-2.9022326,-3.051849,-3.0898342,-3.079085,-2.826925,-2.3465266,-2.271457,-2.3509967,-2.251469,-2.5562131,-2.552763,-2.2001073,-1.8663964,-1.5550294,-1.3796401,-1.3946327,-1.3807621,-1.4026542,-1.3989992,-1.4159967,-1.4545125,-1.5145645,-1.6431718,-1.75927,-1.8748202,-1.8622422,-1.8546336,-1.7763076,-1.5877697,-0.87435776,0.31395814,0.4579331,0.3854739,0.19761793,-0.3726257,-1.0218273,-1.2147386,-1.3620906,-1.4403939,-1.5078168,-1.5302703,-1.51683,-1.5116663,-1.5054911,-1.7513996,-2.1898856,-2.4377491,-2.414645,-2.2374609,-2.0276172,-1.9576316,-1.8864623,-1.8244269,-1.745777,-1.6971264,-1.5928439,-1.6221049,-1.65612,-1.6499485,-1.7440767,-1.7563534,-1.7007492,-1.608629,-1.5310626,-1.5036134,-1.4561958,-1.4738977,-1.4853609,-1.5306351,-1.5640596,-0.7220812,-1.6287379,-0.72147036,-0.7214422
-0.84482515,-0.8533206,-0.84731317,-0.8594327,-1.8267623,-0.9969235,-1.5535256,-1.4809978,-1.3836794,-0.85488516,-0.47849935,-0.040608108,0.3102088,0.20299366,0.13876599,0.009511903,-0.28432685,-0.7438891,-1.0572762,-1.1147678,-0.16187778,2.2698748,4.3976016,6.210842,7.976046,8.963546,10.384325,10.39242,10.6628065,10.895298,11.028159,11.40085,11.508908,10.818476,8.807046,5.1524014,1.9211967,0.5250722,0.14017019,-0.0022376254,-0.05322632,0.03233345,-0.6854744,-1.6647911,-1.4050481,-1.0600004,-0.6471796,-0.381153,-0.30004188,-0.5172093,-1.4139172,-1.5514053,-1.370516,-1.1808736,-0.97397226,-0.7328419,-0.52933127,-0.115650654,0.07509866,0.35570338,0.6345895,0.99196196,1.200391,1.455137,1.4861871,1.063607,-0.060729016,-0.75242364,-1.1755655,-1.3832738,-1.4956965,-1.5353415,-1.5950418,-1.6566291,-1.7573011,-1.9342296,-1.967459,-1.8683516,-1.8210108,-2.0215352,-2.2776887,-2.5346234,-2.7763166,-2.865633,-2.8330293,-2.826433,-2.7691,-2.7190614,-2.6455421,-2.5331085,-2.4339015,-2.3511524,-2.1727672,-1.8176591,-1.4261397,-1.1459416,-1.0384322,-1.297179,-1.4080172,-1.2792634,-1.3273743,-1.41162,-1.4930679,-1.474363,-1.3124088,-1.0527631,-0.7191043,-0.45329487,-0.35028863,-0.39052585,-0.5025243,-0.6514677,-0.7864125,-1.0816034,-1.1252302,-1.4828107,-1.5800893,-0.9742972,-0.29138687,0.11108895,0.23673433,0.119128466,-0.060972005,-0.3891427,-1.0098825,-1.4645143,-1.6994766,-1.8003225,-1.7357472,-1.5173908,-1.3408467,-1.3154899,-1.3543277,-1.2958915,-1.177498,-1.245712,-1.5077878,-1.6535556,-1.662669,-1.5502415,-1.5221417,-1.5311985,-1.381047,-1.1035362,-0.91155833,-0.8277308,-0.79341656,-0.8411131,-0.8517554,-0.8345812,-0.63144356,-0.4130149,-0.157695,-0.24248245,-0.95826685,-1.8536282,-2.500158,-2.7664185,-2.6673503,-2.2600117,-2.0860128,-2.075762,-2.076105,-2.0608497,-1.960608,-1.8243794,-1.7219871,-1.6672083,-1.6165447,-1.6425436,-1.6870291,-1.7675391,-1.852937,-1.8409206,-1.9899722,-2.3518896,-2.5364027,-2.5589461,-2.6795783,-2.6554747,-2.6567788,-2.7907524,-2.9049308,-2.9630225,-3.0912738,-3.016067,-2.974565,-2.9425828,-2.8726106,-2.7336645,-2.5905852,-2.5851715,-2.3612375,-2.412815,-2.196549,-0.7838958,-2.1240954,-0.78347933,-0.7834954
-0.028350793,-0.02360858,-0.028197534,-0.021245256,0.45460227,0.11405547,0.39752972,0.41426486,0.458311,1.2385535,1.883359,2.297948,1.9124119,2.0805821,1.8018143,2.6157937,3.3268242,3.7493982,3.6716852,3.4690704,1.80745,-0.90252626,-1.9073889,-1.7366244,-1.3266014,-0.989798,-0.700415,-0.5988526,-0.55567145,-0.52434,-0.5530327,-1.0342834,-1.4257244,-1.6104152,-1.0298966,0.48945862,1.1726277,1.2065804,1.1317317,1.068476,1.0031161,0.81414056,0.65239835,0.25993544,-0.6424452,-1.5407228,-2.259777,-2.3920703,-1.9861237,-1.0161775,0.34224957,0.71095264,0.62071675,0.22321044,-0.51503366,-1.7688961,-2.3520868,-2.4662857,-2.419452,-2.3577104,-2.2007267,-1.7718825,-1.2147244,-0.5008793,0.45500848,1.5495908,2.4811325,2.9839482,3.317085,3.4775436,3.5806537,3.609096,3.541466,3.499831,3.4789395,3.3617709,2.6114166,1.3420465,-0.13829346,-1.037032,-1.4949732,-1.7372291,-1.8972347,-1.9785495,-1.9790101,-1.8903251,-1.9190928,-1.9189823,-1.8742822,-1.8575829,-1.7503223,-1.6772516,-1.6170123,-1.5741339,-1.521423,-1.4031823,-1.3275117,-1.2184868,-1.124641,-1.0550783,-0.8786272,-0.69546247,-0.55624837,-0.49218976,-0.53907406,-0.73703057,-1.0794265,-1.4394134,-1.8796604,-2.3764048,-2.535058,-2.4254718,-2.0262012,-1.7453578,-1.5588317,-1.5405216,-1.5307935,-1.2525578,-1.0165058,-1.1863866,-1.1304178,-1.0956888,-1.7676934,-2.0864081,-1.7941782,-1.4348869,-1.1534157,-1.0079796,-0.94158196,-1.0797085,-1.182955,-0.85761106,-0.59228015,-0.5497058,-0.4538533,-0.35372326,-0.08360601,0.38273135,0.78053975,1.4415336,2.0252476,2.2678986,2.6044672,2.7448382,2.713231,2.7165437,2.685223,2.6963625,2.7218804,2.7335854,2.4381132,2.0109963,1.1169143,0.27407706,-0.8244058,-1.9331467,-2.2275243,-2.4177732,-2.6504278,-2.6635754,-2.3803804,-2.1863208,-1.9963742,-1.8727489,-1.6686239,-1.4355631,-1.1814681,-0.96014947,-0.84762967,-0.5798832,-0.35343784,-0.100902796,0.014058977,-0.010059416,0.1371986,0.44222,0.6482962,0.69400275,0.78458863,0.8138247,0.75889087,0.8807764,0.90223306,0.73558664,0.88314444,0.8561393,0.87025094,0.7845448,0.53065836,0.36278751,0.2120159,0.21361049,-0.15325695,-0.086206414,-0.19443795,-0.05954674,-0.21366188,-0.060626537,-0.060671248
0.5863972,0.5841628,0.5865521,0.5796739,-3.1734085,0.50889444,-2.9893537,-2.9923644,-3.0755906,-2.7441473,-2.4567327,-2.2058527,-1.9532577,-2.0549097,-2.228337,-2.2798805,-2.1270986,-1.5904149,-1.3563235,-1.4322169,-1.6286758,-1.8365793,-2.033115,-2.0555522,-1.6910582,-1.3790499,-0.7672086,-1.0563289,-1.2535174,-1.3298452,-1.1857857,-0.6886275,-0.0355694,0.315678,0.23174283,0.19793577,0.31695992,0.39643037,0.4089226,0.4315924,0.4159739,0.46938762,0.7175694,1.0086701,1.0855948,1.313452,1.349326,1.2399747,1.3048565,0.8345656,-0.06285033,-0.30872896,-0.37424427,-0.36042586,0.005664423,0.5772695,0.85098386,1.0415967,1.2237788,1.6941853,2.0773673,2.1760314,1.896623,1.2781267,0.73442006,0.4478437,0.43263885,0.39325508,0.39799604,0.4062529,0.35685053,0.2636355,0.18820986,0.12255539,0.07279034,-0.01475735,-0.2692156,-0.8699388,-1.7844436,-2.1774907,-2.4738445,-2.59424,-2.6674159,-2.614605,-2.57845,-2.5173707,-2.4268556,-2.4178045,-2.4176245,-2.4357328,-2.4432666,-2.4132955,-2.3290155,-1.9185286,-1.2771114,-0.8586361,-0.49746573,-0.70076936,-0.96540153,-0.86206865,-0.84041727,-0.83017886,-0.90995264,-1.024986,-1.2945554,-1.6443518,-1.9510539,-2.1010451,-2.2481496,-2.3695335,-2.4552493,-2.4422922,-2.1988325,-1.8672566,-1.5200236,-1.3171008,-1.317731,-0.766773,-0.014204577,0.6313378,1.0088024,1.3870311,1.3147697,0.5860615,0.18259656,-0.16281466,-0.2809192,-0.34397775,-0.5491507,-0.7810866,-1.2188158,-1.6663604,-1.7304158,-1.5246333,-1.3762194,-1.555366,-2.0300984,-2.28441,-2.2287002,-1.9150923,-1.6476936,-1.4811493,-1.1081177,-0.71235585,-0.48300502,-0.41284814,-0.37515804,-0.36599427,-0.42781693,-0.5152388,-0.6097411,-0.839095,-1.2380874,-1.6109322,-1.5921634,-1.0224503,-0.892019,-0.79948467,-0.45761883,0.054561317,0.032033652,-0.05015552,0.038071334,0.1267481,0.29355687,0.6192382,1.1262331,1.7600675,2.4165053,3.176863,3.5811284,3.4582124,3.0355809,2.533513,2.135516,1.9012501,1.8253709,1.8030351,1.7407514,1.7611686,1.8069053,1.9452413,1.9616609,2.0606132,2.0044508,1.8389558,1.8888129,1.8940233,2.0129068,2.1017432,1.9185878,2.0837317,2.396261,2.4278963,2.3844037,0.60585004,2.0085752,0.60397243,0.6038467
-2.3364315,-2.3381217,-2.3363833,-2.3388216,-2.1685758,-2.3976712,-2.0118103,-1.935827,-1.740344,-1.5102887,-1.3234333,-0.9903798,-0.9321359,-0.9566643,-0.94923115,-0.9537121,-0.91346425,-0.7466615,-0.6933403,-0.71632314,-0.8487513,-0.6914108,-0.87402844,-1.4856339,-1.6163132,-1.5137012,-0.65123796,-0.50855684,-0.26821393,-0.18962273,-0.17888263,0.063248545,0.25015265,0.8229304,1.271156,1.7799141,1.9196551,1.9030204,1.9312325,1.967691,2.009646,2.0108082,1.8874003,1.4941375,0.9291316,0.5887767,-0.2564846,-0.6335005,-0.76039326,-0.37012097,0.24030127,0.53705466,0.6054366,0.6479087,0.5238492,0.05733631,-0.41848904,-0.8708998,-1.1666152,-1.0840542,-0.7997093,-0.4084057,-0.25497666,-0.5023986,-0.9744381,-1.2446666,-1.1778917,-1.1263039,-1.0197234,-0.95644855,-0.9050826,-0.8621305,-0.7794771,-0.7437055,-0.7528011,-0.9058825,-1.5136113,-2.029336,-2.2845879,-2.37586,-2.427246,-2.5752866,-2.6021974,-2.556531,-2.42996,-2.3147333,-2.234301,-2.1818385,-2.0949974,-2.0377586,-1.9521425,-1.8470016,-1.7652578,-1.5126725,-1.0020456,-0.67952234,0.05931489,0.836781,1.0721424,0.83214015,0.6906537,0.6754561,0.68176436,0.7203418,0.6958765,0.42578205,-0.107850485,-0.74832976,-1.5172844,-2.3626735,-2.7947922,-3.004294,-2.863422,-2.902917,-2.7943738,-2.20726,-1.5598543,-1.4154456,-1.2975669,-1.2558496,-1.0818678,-0.7290578,-0.36195356,-0.06472006,0.38347536,0.5208421,0.6078689,0.6408237,0.6074826,0.52071977,0.25895828,-0.32004717,-0.86306083,-1.0010527,-0.55731416,-0.21834622,-0.13443509,-0.13442367,-0.19117332,-0.26795048,-0.33618557,-0.40277523,-0.4212106,-0.4867459,-0.591412,-0.62187856,-0.60711193,-0.5450098,-0.5105255,-0.51190764,-0.71225464,-1.0049901,-1.4475584,-1.5457981,-1.0593082,-0.2669445,-0.02656024,-0.037659988,0.16416588,0.5380675,0.8272574,0.87000483,1.00668,1.1123077,1.3054497,1.5361769,1.655883,1.6733062,1.6358376,1.5242639,1.3230066,0.8928075,0.36329174,-0.19762358,-0.7628273,-1.4178946,-1.8703465,-2.1058645,-2.3044505,-2.5409727,-2.774847,-2.9035664,-2.9204757,-2.9529505,-3.0029287,-3.0135593,-3.0836046,-3.063467,-3.0284407,-2.9502132,-2.803005,-2.752433,-2.6163726,-2.655252,-2.5831828,-2.3183928,-2.5374937,-2.3185096,-2.3185198
-0.51946145,-0.52679825,-0.52117443,-0.5315261,-1.5462037,-0.64800656,-1.4847896,-1.5290289,-1.4697685,-1.2232106,-0.9905909,-0.8192144,-0.622732,-0.30425122,-0.02964716,0.14670256,0.497831,0.7819985,0.90905416,1.4203768,2.033263,2.573917,2.5287063,1.9498756,1.3487027,1.1263907,0.8625595,0.61941695,0.6775582,0.53768504,0.41071162,0.9661162,1.410538,1.15063,0.960368,0.74599797,0.44274616,0.4076954,0.34338993,0.34477365,0.38396877,0.5591992,0.8420794,1.8273873,3.7834828,5.2370334,6.063443,5.9802694,5.5908184,3.5288854,0.022575855,-0.7167515,-0.8277341,-0.7847796,-0.64412224,-0.43164498,-0.32813925,-0.19268551,-0.2555455,-0.24795851,-0.1613964,-0.14243343,-0.26796842,-0.36277202,-0.240251,-0.058683306,-0.05923304,0.07308242,0.25832292,0.38897738,0.43441895,0.5652797,0.59339,0.6802216,0.7424148,0.9174223,1.427552,1.6818334,1.6544367,1.3855617,1.0505798,0.715387,0.09229705,-0.41505286,-1.0718424,-1.4038408,-1.5618718,-1.6849122,-1.808111,-1.9229107,-1.9183261,-1.9301016,-1.8192604,-1.3647972,-0.77400523,-0.31445175,0.20586611,0.28164116,0.04185193,-0.12975444,-0.32571298,-0.42755407,-0.41969252,-0.22004011,0.0033907145,-0.055698544,-0.5510174,-1.0402942,-1.4098822,-1.7480261,-1.8213594,-1.7234818,-1.7531163,-1.7147654,-1.447769,-1.2544022,-1.3389969,-1.153704,-0.9188181,-0.82829446,-0.7113141,-0.7510859,-0.58228433,-0.38651192,-0.4336456,-0.2727814,-0.07738145,0.07776689,0.5091521,1.016073,1.0748148,0.68341047,0.10002583,-0.25239646,-0.23252307,-0.28898853,-0.3619827,-0.25109246,-0.19806835,-0.12359865,-0.085357934,-0.114133,-0.0077994764,0.21104223,0.38312972,0.41058454,0.4168632,0.39746076,0.41953304,0.46500227,0.7310823,0.9460786,1.1126788,0.9740125,0.62071013,0.020338044,-0.5260186,-0.8771779,-0.8881295,-0.8101666,-0.83330125,-0.90134025,-0.9420012,-0.9430593,-0.8814649,-0.8671087,-0.88873965,-0.8664307,-0.8554814,-1.0113358,-0.96478975,-0.77650166,-0.6342651,-0.48542255,-0.5089283,-0.652338,-0.6886479,-0.75350815,-1.0336462,-1.1512932,-1.2787858,-1.2515899,-1.2734777,-1.3378415,-1.419534,-1.2995112,-1.2427397,-1.2742184,-1.3404683,-1.3813243,-1.4760348,-1.3970587,-1.3070232,-1.3233899,-1.2348711,-0.46334317,-1.2177556,-0.4630158,-0.46303165
-1.5790385,-1.5782998,-1.5804684,-1.5770726,-1.6176193,-1.5278318,-1.4290762,-1.1903563,-1.0799725,-0.67981076,-0.43584546,-0.03486927,0.18794298,0.41720003,0.7708554,1.1442223,1.4499774,1.7834659,1.9581785,1.9057382,1.0183431,0.24437061,-0.30890512,-0.67869407,-0.5713093,-0.21781152,0.2026256,0.5377687,0.5498038,0.51760185,0.49875736,0.1488761,-0.48012286,-1.1292492,-1.6769443,-1.7187674,-1.5447236,-1.5676051,-1.6018829,-1.5854579,-1.5400941,-1.4943814,-1.2841036,-0.9247061,-0.43200308,-0.23074085,-0.59561646,-0.4035328,0.6811076,2.5713925,3.822102,3.6961598,3.0528517,2.2174714,0.8875185,-0.6300949,-1.382298,-1.8707602,-2.097102,-2.109225,-1.9095562,-1.4910822,-1.1145624,-0.7105106,-0.31445175,0.23423171,0.9482347,1.4321554,1.7831551,1.9559379,2.085204,2.1862557,2.299457,2.3458014,2.3420486,2.229922,1.9807532,1.6134584,0.98822045,0.37196562,-0.17918105,-0.6913127,-0.92582774,-1.1044263,-1.285114,-1.3048208,-1.3217574,-1.3463085,-1.3211956,-1.3164856,-1.2901193,-1.2856327,-1.3094977,-1.4600985,-1.5252309,-1.4637375,-1.11821,-0.19222704,0.73456585,1.1398351,1.3033608,1.203157,1.0855666,0.7900615,0.2421428,-0.27789304,-0.69707847,-0.8882357,-1.2358742,-1.6407954,-1.7049983,-1.493911,-0.9010365,-0.39564717,-0.40546662,-0.74167097,-1.1355684,-1.339411,-1.3147113,-1.1923536,-1.0440841,-0.53526646,0.83479,2.6101842,3.9348757,4.3311415,4.351427,4.2741623,4.0890455,3.6194181,2.8145108,1.8786858,1.0516198,0.64383084,0.98481756,1.4088423,1.6568556,1.7731216,1.7501009,1.7881923,1.8218443,1.8072791,1.6478493,1.4467154,1.2838459,1.2688798,1.3545927,1.5799956,1.8094816,2.014655,1.9417515,1.7288563,1.3085234,0.56360716,-0.6938757,-1.1621587,-1.600821,-1.6954507,-1.4322023,-0.8733966,-0.5592259,-0.43725914,-0.4438662,-0.5417191,-0.71932,-0.7397534,-0.66129255,-0.5990225,-0.71580726,-0.9095508,-1.0592254,-1.2562451,-1.3489757,-1.3684201,-1.3662157,-1.4177735,-1.5275996,-1.5739594,-1.5299665,-1.592668,-1.694881,-1.6810055,-1.6581681,-1.6349978,-1.5936713,-1.5957545,-1.7034452,-1.8307531,-1.8515933,-1.863292,-1.9390845,-1.988039,-1.965852,-1.9255875,-1.8783088,-1.5809534,-1.8138082,-1.5818806,-1.5819231
-1.7820823,-1.7813125,-1.7789619,-1.7808726,-3.7897086,-1.8208227,-3.8070588,-3.969473,-3.9165807,-4.115803,-4.2149916,-3.9303198,-4.0678854,-4.2682476,-4.595112,-4.428813,-3.998024,-3.329164,-2.860859,-2.5576944,-3.1423948,-4.1623783,-4.1953344,-3.926514,-3.4637454,-3.2142286,-2.7355146,-2.7585297,-2.6489024,-2.6157603,-2.5739317,-2.0735257,-1.3965836,-0.39137137,0.5246668,2.3925114,3.551268,3.8772354,3.9144406,3.9050686,3.8897533,3.7395217,3.6812863,3.2858787,2.0594976,0.19751143,-1.9209173,-2.5008686,-2.6833804,-2.2729015,-1.1438051,-1.0365462,-1.2727215,-1.6456269,-2.24506,-2.81151,-2.9899094,-2.7854345,-2.5005474,-2.152464,-1.8773224,-1.5988452,-1.4379958,-1.3264836,-1.0808101,-0.79157305,-0.58664465,-0.443635,-0.34035698,-0.26924357,-0.20674843,-0.2359464,-0.27597955,-0.37946546,-0.5253668,-0.81055737,-1.5537875,-2.5825129,-3.6098733,-3.7959955,-3.7292786,-3.5323467,-3.143851,-2.8581455,-2.6395106,-2.526925,-2.4683585,-2.3912923,-2.2862005,-2.2137108,-2.1769729,-2.155411,-2.0891273,-1.8779827,-1.606245,-1.6302011,-1.6908913,-1.8402152,-2.5186634,-3.1066542,-3.3029048,-3.3136668,-3.340705,-3.3673677,-3.412673,-3.5046396,-3.6756818,-3.8177686,-3.8398745,-3.7442102,-3.5939317,-3.3970463,-3.253784,-3.4308367,-3.3492508,-3.0642948,-3.1903558,-3.4121847,-3.2774286,-3.33154,-3.338657,-3.3320518,-3.5419316,-3.628081,-3.4801018,-3.389025,-3.3078675,-3.277318,-3.3213887,-3.4407115,-3.4038568,-3.0452151,-2.3322878,-1.9234018,-1.2576854,-0.9018502,-0.8355957,-0.8415651,-0.8631935,-0.9858864,-0.9917153,-1.0112647,-0.9135517,-0.92213744,-0.9744451,-0.9864091,-1.0496981,-1.1526263,-1.2452009,-1.3251408,-1.5029294,-1.5885779,-1.788544,-1.8787351,-1.8292928,-1.4980483,-0.8467423,-0.69048905,-0.6646112,-0.5195253,-0.44763148,-0.33374128,-0.09568831,0.10888043,0.35991263,0.5704539,0.7574851,1.0123204,1.3088074,1.5093412,1.3460941,1.0422952,0.69776857,0.35841364,0.21253467,0.19264914,0.101005614,-0.1152748,-0.34490648,-0.5244257,-0.7238725,-0.75231564,-0.77805525,-0.8704165,-0.82189816,-0.88261694,-0.8601599,-0.8025303,-0.88780594,-0.9809981,-1.0617027,-1.0851802,-1.1407883,-1.096875,-1.0762658,-1.7825266,-1.0965323,-1.7839652,-1.7840384
