0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180
11.232441,11.252488,11.16021,10.900001,10.648739,10.345447,9.68072,9.717414,9.240082,8.190804,6.3108106,4.2045956,2.0722106,0.9671967,0.66386384,0.065247156,-0.29066068,-0.55338705,-0.94721097,-1.1040157,-1.0074431,-0.5709687,0.21458119,0.7022074,0.386321,-0.10581009,0.14938289,0.4845004,0.91672844,1.9408991,3.4427652,4.944133,5.8707523,6.2197547,5.288747,4.413373,4.3459663,4.1565356,3.8130262,2.5224628,1.7667825,0.023905724,-0.5258198,-0.30095688,-0.27698618,-0.22209081,-0.19910243,-0.17357007,-0.24000295,-0.31004143,-0.26376978,-0.48466682,-0.6857705,-0.8239473,-0.74355304,-0.40673906,-0.5977781,-1.000849,-0.71770036,-0.5303257,0.72485477,2.003309,3.5258305,4.8070736,5.7384777,6.1239424,5.159877,4.042675,3.60023,3.6688335,2.8207476,1.6714306,0.5648589,-0.070409246,-0.40095434,-1.0317688,-1.3349018,-1.3245689,-1.1650226,-0.8293582,-0.46097594,-0.021173537,1.458541,3.3146596,5.0022154,5.9955893,6.872136,8.07221,9.153366,9.309144,8.134851,6.067558,4.1801224,3.6150122,3.6825953,3.4728973,3.0074959,1.9168437,0.33436096,-0.059658438,-0.23639753,-0.3064915,-0.24339196,-0.15625644,-0.062351257,-0.033043027,0.012079164,-0.022115722,0.0050066486,0.41228157,1.2093484,3.0113,4.047351,5.0048866,5.7321453,5.5781436,5.2977324,5.6701765,5.711704,5.83193,6.441142,7.524752,8.397311,8.970282,8.989724,8.434098,6.954125,5.129653,4.4962187,4.5971913,3.850729,2.1067286,0.71923155,0.14258155,0.34171462,0.2923293,0.37731293,0.70302314,0.68028826,0.75078666,0.7687472,0.89450616,1.0950794,1.4641,1.9461849,2.5164046,3.703721,4.618138,5.5966244,6.3981724,6.926196,6.880367,6.0997825,5.773352,5.7851114,6.0174103,6.0365934,6.1947727,6.299633,6.5298758,6.7078066,7.0357866,7.465193,7.8271904,8.061443,8.262411,8.278128,8.527485,8.761695,8.832317,9.243743,9.501594,9.157157,9.634837,9.655447,9.762905,9.870883,9.859747,9.680824,9.68044,9.680462
-1.7410179,-1.5379739,-1.2619148,-0.9962267,-0.80056643,-0.53526145,-1.9486526,-0.24468273,-0.023251921,0.16993889,0.3663122,0.33884174,0.66852665,0.83733416,0.7850806,0.44652078,0.02694734,-0.57044977,-1.2333302,-1.5895745,-1.7495239,-1.6431148,-1.7871733,-1.9266202,-2.0933511,-2.4471288,-2.1198597,-1.3233309,-0.6105315,-0.60004556,-1.1241689,-1.6132541,-1.934692,-1.9436657,-2.092694,-2.2417293,-2.2227452,-2.2854455,-2.1077938,-1.938937,-2.0960753,-2.3994362,-2.320343,-1.8311851,-1.5709653,-1.6583343,-2.0039198,-2.249291,-2.3866901,-2.546983,-2.6141853,-2.427722,-2.2680821,-2.136373,-2.0231152,-1.5949578,-1.1583452,-1.0776577,-0.95360476,-0.6647528,-0.5996346,-0.74429995,-1.132298,-1.3844492,-1.6215538,-1.8581223,-1.9264466,-1.8533299,-1.8531556,-1.7561921,-1.3245603,-0.95387244,-0.87328786,-0.8677488,-0.6202477,-0.53946275,-0.6608443,-0.6074912,-0.54612035,-0.48325285,-0.42434314,-0.34880805,-0.5840784,-1.7102728,-2.5591035,-2.623035,-2.5135117,-2.5427876,-2.7547164,-2.7398329,-2.6755848,-2.8480701,-2.7327611,-2.7510705,-2.7278483,-2.6378593,-2.5505824,-2.6456072,-3.1646452,-3.343155,-3.1104712,-2.513612,-2.080293,-1.9514368,-1.9190737,-1.7604878,-1.5773818,-1.4667985,-1.4741063,-1.6824892,-2.479319,-3.3788092,-3.6358838,-3.6731706,-3.5372667,-3.6441786,-3.6179655,-3.4174314,-3.1784122,-2.9385614,-2.3156862,-1.880797,-1.7459054,-1.8908526,-2.053677,-2.1011002,-2.1521006,-2.1166017,-2.1095831,-1.9416189,-1.6671695,-1.4761393,-1.3947152,-1.3777074,-1.09816,-0.37602365,0.2119177,0.393894,0.43884608,0.3745978,0.31760478,0.2758723,0.20826536,0.13407986,0.08794977,-0.23331845,-1.4598446,-1.9209752,-2.52629,-2.675734,-2.7566547,-2.8834677,-2.9411821,-3.0760465,-3.2910724,-3.2811477,-3.3440669,-3.3147268,-3.4070444,-3.4535232,-3.3931537,-3.3467212,-3.3843188,-3.3927672,-3.4062386,-3.3710165,-3.4019532,-3.437594,-3.4970431,-3.4133182,-3.4979916,-3.445218,-3.35553,-3.3662958,-3.3662362,-3.3205264,-3.2859626,-3.2541966,-1.9495366,-1.9487666,-1.9485271
-1.1626465,-1.2315209,-1.3691931,-1.5000564,-1.5592649,-1.5739977,-0.3953765,-1.7389369,-1.8459368,-1.9389321,-1.8454767,-1.7543703,-1.7144005,-1.6643784,-1.8579476,-2.3323035,-2.7073784,-3.029632,-3.2262928,-3.2977076,-3.2017474,-3.037118,-2.6587107,-2.2009416,-2.1110919,-2.9273994,-3.5880265,-3.6464272,-3.4685197,-2.7932677,-1.8445448,-1.4041307,-1.1890967,-1.0631273,-0.8271083,-0.8829233,-1.0447898,-1.0622623,-0.9893673,-0.990711,-1.1685345,-1.1050807,-0.41443592,-0.98075366,-1.3351904,-1.5213568,-1.414902,-1.2576711,-1.12214,-0.8551299,-0.6352125,-0.4157683,-0.3144844,-0.41746184,-0.544845,-0.91856694,-1.6714746,-2.4184568,-2.141218,-2.6890612,-2.6856666,-2.2716305,-1.8262434,-1.5699286,-1.4144833,-1.1904802,-0.6223569,-0.7621375,-0.9275701,-1.1574819,-1.4978044,-2.0783772,-2.3744774,-1.9458563,-1.7213249,-2.5034914,-3.1543632,-3.5194612,-3.7203338,-3.8811035,-3.9353876,-3.983188,-3.92027,-3.518838,-2.94011,-2.7067566,-2.7295952,-2.638145,-2.1205869,-1.7454765,-1.1581588,-0.60954255,-0.50096273,-0.5749641,-0.59765494,-0.60628617,-0.5461638,-0.6963541,-0.8447943,-0.60988164,-1.2298565,-2.0718145,-2.3493567,-2.3485487,-2.300184,-2.2071857,-2.0740576,-1.8934624,-1.7916368,-1.4461979,-1.0530738,-0.7085772,-0.53111356,-0.3187913,-0.45813507,-0.8061883,-1.1988573,-1.670506,-1.7648548,-1.9148843,-2.4103086,-2.3359933,-2.0400767,-1.833634,-1.5560484,-1.4393637,-1.0953115,-0.9100245,-0.9910884,-0.9911424,-1.0108117,-0.910089,-1.1758528,-1.3484718,-1.4894072,-1.8954723,-2.2561104,-2.3634608,-2.3285875,-2.323541,-2.3191109,-2.3467045,-2.3795614,-2.5169191,-2.58215,-2.4928048,-2.081316,-1.6554233,-1.0890286,-0.39735603,0.10445823,0.008253142,-0.16299841,-0.28518772,-0.38649753,-0.60393894,-0.7637924,-0.81165355,-1.0049535,-1.2541856,-1.4795468,-1.6279247,-1.7074183,-1.8066177,-1.8333001,-1.8728228,-2.0003374,-2.076803,-1.8838143,-1.6567948,-1.5361469,-1.6093395,-1.8289196,-1.7087214,-1.6768129,-1.6278939,-1.5849844,-1.5135047,-0.39541614,-0.3953882,-0.39538467
-2.8621101,-2.8240886,-2.7137585,-2.4238935,-2.1431694,-1.868222,-0.18904589,-1.5583297,-1.3895757,-1.0217901,-0.47792673,-0.22654338,0.07649036,0.26602644,0.124493845,-0.18642154,-0.554053,-1.1670556,-1.8121955,-2.0888114,-2.1506596,-2.0953708,-1.9007788,-1.7190484,-1.5945663,-1.987668,-2.3365676,-2.1869311,-1.8923972,-1.5202324,-1.3963195,-1.4728858,-1.7972728,-1.8765656,-1.9403825,-2.1373632,-2.2239208,-2.340096,-2.2065656,-1.9818107,-1.9192932,-2.084414,-2.0355122,-1.8860958,-1.8519678,-1.9282001,-2.0120096,-2.0462227,-2.0152328,-1.830245,-1.6195741,-1.3457767,-1.3232262,-1.5266814,-1.8383708,-2.184314,-2.370271,-2.2422948,-1.7470978,-1.6830239,-1.8894362,-2.0324197,-2.0462434,-1.8160584,-1.6788863,-1.6312965,-1.8796408,-1.9769067,-2.0116825,-2.1185596,-1.9002165,-1.5408261,-1.7559415,-2.3187342,-2.5249333,-2.4592457,-2.380377,-2.242214,-2.190052,-2.1356041,-2.0112762,-1.8901796,-1.9352152,-2.412668,-2.7667015,-2.914576,-2.9324553,-2.8328586,-2.6761675,-2.533197,-2.1909223,-2.1324494,-2.1674154,-2.1882706,-2.1983097,-2.2686331,-2.2238472,-2.1497989,-2.4305704,-2.6320758,-2.6479158,-2.6969688,-2.6660037,-2.6024058,-2.5646255,-2.4409513,-2.2837777,-2.090004,-1.958015,-1.6691957,-1.6924834,-1.9083495,-1.8728962,-1.9373419,-2.0990672,-2.3957016,-2.5844803,-2.743288,-2.684167,-2.5743587,-2.2449973,-1.9455383,-2.0622325,-2.209744,-2.2564182,-2.1019347,-2.0004127,-1.9298424,-1.9634506,-1.8413179,-1.91769,-1.7275921,-1.5033455,-1.4875815,-1.4208795,-1.1778829,-1.1801755,-1.1481225,-1.0623617,-0.99385726,-1.0200042,-1.0263915,-1.0315309,-0.8908249,-0.594687,0.032947168,0.3973507,0.20529862,-0.2934903,-0.8124949,-1.181947,-1.3924489,-1.4434491,-1.4746218,-1.6536596,-1.4556487,-1.4737759,-1.397048,-1.4434631,-1.4659505,-1.4982033,-1.4839468,-1.6073482,-1.7246279,-1.6998762,-1.6817397,-1.6632259,-1.8026265,-1.8773558,-1.7302057,-1.7851057,-1.7632805,-1.6992064,-1.7460749,-1.6709745,-1.6744666,-1.7694082,-1.8860047,-0.18957986,-0.1888795,-0.18876752
-1.3843815,-1.4032114,-1.4248526,-1.6274292,-1.8387349,-1.9192681,-1.3535349,-1.8198782,-1.718817,-1.6672618,-1.6626644,-1.7822838,-1.7751317,-1.8239381,-1.8271637,-1.3407677,-0.57675886,0.31249505,1.2412412,1.6638126,1.834218,1.5901997,0.29428673,-0.7165183,-0.6277782,0.17659801,0.85626674,0.9187939,0.43378133,-0.79435855,-2.178321,-2.8287694,-2.5510695,-2.0097797,-1.0178709,-0.40636224,-0.4622103,-0.5802453,-0.42415208,0.47257972,1.9211853,5.4497194,8.098871,8.961302,9.266594,9.366922,9.369263,9.31928,9.311777,9.233509,8.854763,8.305273,7.6727085,7.042877,5.924723,3.582822,1.6002367,0.97174513,0.7999267,1.043469,0.5598442,-0.17605858,-0.98710674,-1.5505866,-1.5436578,-1.2280829,-1.0591865,-0.8679587,-0.8798015,-1.1950657,-1.9385996,-2.6742716,-2.5469382,-1.5353162,-0.5924872,0.1629981,0.7003354,0.8516511,0.8763387,0.86675626,0.73987496,0.6865657,0.29336426,-0.6030305,-1.8229584,-2.491408,-2.5590215,-2.2847133,-2.024691,-1.6748126,-1.1008923,-0.118460774,0.2272346,0.35032606,0.029802114,-0.06327912,0.16690648,1.2459769,4.63902,6.788697,8.1905575,8.705526,8.818185,8.859224,8.828801,8.71998,8.481416,8.2465,8.0085125,7.4476585,6.487797,4.4545374,2.3941364,1.2235062,0.79021305,0.41318366,0.30240566,-0.05261597,-0.24460879,-0.63917226,-1.2537155,-1.4230907,-1.7206076,-1.6639295,-1.5651551,-1.5703361,-1.2739229,-1.0750821,-0.94993436,-1.405929,-1.9576105,-2.7738795,-2.768901,-1.8431386,-1.1856551,-1.0453093,-0.89854276,-0.7386749,-0.7029654,-0.6091411,-0.41469878,-0.30272526,-0.284298,-0.2839682,-0.39690858,-0.7270607,-1.644716,-2.3105736,-2.9799879,-3.2432885,-2.997897,-2.5679488,-2.3773193,-2.2558625,-2.1969693,-2.3391392,-2.4645095,-2.4690042,-2.3741627,-2.2538667,-2.1862006,-2.1983862,-2.1721942,-2.1643069,-2.0856009,-2.049063,-2.032522,-1.9763787,-1.9532076,-2.0995588,-2.0137014,-2.0786943,-2.255825,-2.2355704,-2.3375793,-2.332883,-2.2353847,-2.1658854,-1.3534839,-1.3535087,-1.3535137
-1.1087395,-1.4369748,-1.6078562,-1.7904674,-1.7537013,-1.748492,-0.35110217,-1.6778269,-1.6702698,-1.6163771,-1.5402853,-1.4466997,-1.2944572,-1.1168694,-1.1322763,-1.07423,-0.89201456,-0.33248365,1.3361967,2.865562,3.8560262,4.2693496,4.369009,4.173931,4.2605734,3.6729732,2.1505544,0.8500102,-0.050391972,-0.7277446,-1.5631092,-2.2698443,-2.501731,-2.5433831,-2.1010833,-1.971349,-1.8969018,-1.8801339,-1.700429,-0.9896836,-0.6049604,-0.673089,-1.2215137,-1.3429925,-1.1914978,-0.7609346,-0.32919386,-0.06842914,0.18640924,0.35492933,0.42712373,0.60878444,0.7515311,0.7547363,0.5672396,0.0006631166,-0.2925094,-0.2068247,-0.5559793,-1.3331277,-2.5509806,-3.1350234,-3.1351166,-2.9731846,-2.9279118,-2.703133,-2.2655387,-1.9415233,-1.711828,-1.316145,-0.41488364,1.0291197,1.6201078,0.5117321,-0.0784657,0.39571083,0.86081785,0.98517,0.9249114,0.75683343,0.5902498,0.34011102,-0.49844977,-1.603253,-2.2575822,-2.4029932,-2.578287,-2.4893227,-2.4014065,-2.3049042,-1.99482,-1.762774,-1.7652831,-1.7587087,-1.759134,-1.6356138,-1.434612,-0.9988644,-0.7750684,-1.0612757,-0.86413634,-0.6613568,-0.56710446,-0.5001887,-0.4305249,-0.32540917,-0.29536137,-0.33340567,-0.34617952,-0.4444085,-1.0277317,-1.946194,-2.3889997,-2.8842297,-3.2114625,-3.32654,-3.272101,-3.2904124,-3.343247,-3.3942773,-3.211285,-3.0286329,-2.874775,-2.9303825,-2.8409238,-2.5850184,-2.3483214,-1.7653103,-1.6525571,-1.4886819,-0.932739,0.6777709,1.5136988,1.1218479,0.44758394,0.2837484,-0.0066745877,-0.379781,-0.5007142,-0.53502566,-0.66256684,-0.8194817,-0.8860388,-0.8784309,-0.8941071,-0.89079934,-0.8208019,-0.8882465,-1.0611744,-1.3740487,-1.439988,-1.2091138,-0.86220497,-0.56595016,-0.4431138,0.09263165,0.4364182,0.5259584,0.7025762,0.7739438,0.6500692,0.65021443,0.7148315,0.8618257,0.9552367,0.85271704,0.64622784,0.48188102,0.7144116,0.75608474,0.74519145,0.820747,0.8539509,0.776946,0.6034145,0.110467106,-0.13238648,-0.19107191,-0.35066652,-0.350829,-0.3509932
-1.0155581,-1.0705597,-1.0364022,-0.96898735,-0.8718127,-0.7457768,-2.5813684,-0.71859336,-0.7524267,-0.7831235,-0.92754877,-0.9755631,-0.87101394,-0.76181984,-0.4460546,0.3606611,1.0699393,1.8565304,2.8759089,3.2884579,3.2709584,2.7953393,0.7801664,-1.279232,-1.5972943,-1.4356678,-1.3725402,-1.2143077,-1.3218454,-1.5992265,-1.945734,-2.1033475,-2.186242,-2.4273958,-2.6432402,-2.670567,-2.55555,-2.4800029,-2.406687,-2.0096886,-1.6477093,-0.9649833,-1.3495399,-1.3463051,-1.0162189,-0.77796906,-0.6729947,-0.6754336,-0.6210762,-0.6048511,-0.5492045,-0.49967614,-0.46786442,-0.38904107,-0.26358968,0.014793193,0.17306243,0.3134426,0.20706907,0.24280892,-0.37087807,-0.8365765,-1.2548231,-1.6084964,-1.9359325,-2.3709962,-2.86561,-2.8796568,-2.750236,-2.458002,-1.8375527,-0.81868887,0.029168159,0.1160443,0.007063955,0.8378297,1.5184083,1.7481987,1.8639251,1.8288186,1.7337,1.5952027,0.9293511,-0.12931225,-0.664418,-0.7455812,-1.2314441,-1.873189,-2.3900979,-2.6686435,-2.8523388,-3.0739934,-2.9933314,-2.992857,-2.9303367,-2.7943115,-2.6690037,-2.2769291,-1.8275937,-1.9557939,-1.9014173,-1.3747172,-1.2292575,-1.2396312,-1.2629246,-1.354711,-1.5368251,-1.7259773,-1.8178762,-2.2237456,-2.6531057,-2.9276075,-2.764248,-2.70079,-3.0296373,-3.0678213,-3.1440291,-3.2520673,-3.2415295,-3.1452007,-2.9841676,-2.9842203,-2.9636626,-3.011373,-2.994934,-2.9486656,-2.9975288,-3.0166686,-3.0088322,-3.0471237,-2.8775787,-2.2678194,-1.5443372,-1.3067157,-1.4407785,-0.95532316,-0.2425437,-0.1172857,-0.11258,-0.061992913,-0.18596478,-0.2754802,-0.3435057,-0.33178797,-0.4022051,-0.6795234,-1.3331323,-1.5904315,-2.2437394,-2.698278,-2.8993688,-2.8693883,-2.7372954,-2.6715183,-2.6696358,-2.4766307,-2.3306956,-2.2973294,-2.2364912,-2.199646,-2.1615431,-2.2130604,-2.323702,-2.329787,-2.314249,-2.3194327,-2.3259768,-2.3770957,-2.5226886,-2.5811222,-2.6993315,-2.7668154,-2.5842724,-2.785695,-2.794578,-2.846348,-2.7709422,-2.7755065,-2.5812755,-2.5813212,-2.5813792
-1.6112179,-1.5113,-1.3159261,-1.1222837,-0.99398017,-0.8319722,-0.32141656,-0.42497182,-0.18349004,0.15938443,0.63660705,0.83271694,1.1870452,1.2975308,1.3065121,0.7229403,0.2674122,-0.3381254,-0.8554765,-0.8788005,-0.41976088,0.4936828,1.307802,1.6859002,1.6424079,1.0572572,0.66370016,0.95093447,1.3265872,1.3805099,0.5843128,-0.41033214,-1.1039373,-1.1448425,-1.2955184,-1.566682,-1.6896805,-1.9112132,-1.8007734,-1.4292325,-1.2820228,-1.499402,-1.1760063,-0.6056212,-0.3910993,-0.31004846,-0.3617552,-0.42793292,-0.47176507,-0.4140912,-0.35215664,-0.18090843,-0.36718142,-0.65475965,-0.9219414,-0.7208756,-0.22267695,-0.4796539,-0.69821596,-0.35051215,-0.47383642,-0.9449747,-1.728276,-2.1377304,-2.2489498,-2.2148535,-1.9719915,-1.761979,-1.8196573,-1.8693511,-1.575448,-1.354629,-1.631269,-1.9077706,-1.6643912,-1.0983949,-0.6211502,-0.24254745,-0.060579002,0.22508049,0.5305889,0.7607311,0.49996293,-0.5660907,-1.6430125,-1.9802611,-1.9104595,-2.0658739,-2.280129,-2.2162123,-2.1106858,-2.012776,-1.8254763,-1.8183712,-1.8390276,-1.814514,-1.6464787,-1.4616524,-1.621414,-1.6076515,-1.3849376,-0.9423491,-0.5961966,-0.33008474,-0.06543958,0.43013424,0.98590827,1.4017444,1.587145,1.886722,1.6175148,1.0352284,0.8561853,0.4246689,0.07921817,-0.0128959045,-0.17520119,-0.3778824,-0.20409074,-0.16298103,-0.116765484,-0.47429603,-1.018876,-1.2957965,-1.4398694,-1.4477067,-1.47266,-1.389344,-1.5244052,-1.4683039,-1.4619929,-1.2514619,-1.0344265,-1.1869676,-1.0389156,-0.5433281,-0.32189536,-0.16133589,-0.057394028,-0.004549682,0.023891896,-0.000839442,-0.06909594,-0.09756248,-0.060700387,-0.033535868,-0.36561745,-0.6244974,-0.77739847,-0.9083574,-1.1559933,-1.2932365,-1.3605167,-1.4482691,-1.5841587,-1.4095035,-1.362298,-1.2356524,-1.2581941,-1.3062437,-1.2898046,-1.1633958,-1.1818788,-1.1620896,-1.1641598,-1.1200659,-1.0663553,-1.0795317,-1.1507931,-1.0714849,-1.1220946,-1.0650773,-1.0367913,-1.0291892,-0.98201984,-0.8763311,-0.9753957,-1.0526096,-0.3220703,-0.3214077,-0.32123494
-1.5604966,-1.5164773,-1.3597126,-1.293304,-1.311394,-1.2678324,-2.2076027,-1.3234016,-1.339946,-1.2274244,-0.7500897,-0.04721594,0.62269014,0.8232027,1.4615656,2.0815434,2.1003308,1.9900076,1.9640074,1.8755659,1.5016849,0.87377375,0.31987482,0.21578768,0.50287205,2.580052,4.322108,4.8785706,4.998556,4.54958,3.9930272,3.077003,1.7875981,0.43235508,-1.4275386,-1.7850368,-1.6790029,-1.5937914,-1.6576846,-1.7211983,-1.4708428,-1.4035795,-1.8595452,-1.8692164,-1.592847,-1.3760066,-1.3581896,-1.4453087,-1.5721511,-1.9011853,-2.2444015,-2.2766113,-2.1114066,-1.7646639,-1.3495951,-1.0089246,-0.49864554,-0.19346307,-0.0056316406,0.89215165,0.86884326,0.4605348,-0.13434887,-0.9177259,-1.5843879,-2.1090817,-2.2609227,-2.125811,-2.061615,-1.8183293,-1.5906214,-0.95206505,-0.7408537,-0.8807127,-1.1072664,-0.9594953,-0.6998299,-0.59411347,-0.51862955,-0.5750034,-0.7815465,-0.9705173,-1.2209692,-1.3584884,-1.2845994,-1.456097,-1.6288145,-1.7486459,-2.02882,-2.0845308,-2.2044976,-2.1202734,-2.1688871,-2.1932812,-2.1017306,-2.0362284,-2.041112,-1.7324471,-1.1314087,-1.3032719,-1.141305,-0.4238743,-0.15695393,-0.20906341,-0.32019234,-0.48551574,-0.6545396,-0.79052746,-0.83117765,-1.1651299,-1.5019493,-1.897468,-2.0760167,-2.4104247,-2.5465746,-2.2012634,-1.6969335,-1.0059175,-0.75615835,-0.5653711,-0.5816943,-1.1233522,-1.384936,-1.5014625,-1.6566557,-1.6001521,-1.3324729,-0.97531587,-1.035267,-0.81225586,-0.045469463,2.733346,5.1965265,7.487709,8.510115,9.166277,9.358543,9.36688,9.391373,9.388146,9.418636,9.352197,9.247009,9.122004,9.033387,8.858342,8.0573635,7.5100374,5.9370003,3.3366818,0.58717215,-0.6007735,-0.6530753,-0.73520523,-0.8762533,-0.9336798,-0.77919614,-0.79791164,-0.7257259,-0.6756569,-0.5398673,-0.5770184,-0.66623884,-0.8355405,-1.0900315,-1.3226974,-1.2566772,-1.1939609,-1.4963222,-1.6009443,-1.9670523,-1.9093587,-1.3951957,-1.5304549,-1.5278001,-1.4072096,-1.4094436,-1.4391074,-2.208128,-2.2078176,-2.2076344
-3.8295097,-3.6312711,-3.5584993,-3.506609,-3.5495572,-3.6167264,-3.8905573,-3.6497831,-3.6822343,-3.7779894,-4.091337,-4.2686396,-4.312974,-4.285442,-4.273805,-3.942838,-3.4598808,-2.816203,-2.012222,-1.6075628,-1.6683971,-2.2334044,-3.4726083,-3.9985025,-4.0572767,-3.921917,-3.4041111,-3.1048725,-3.2872825,-3.9916453,-4.5715566,-4.6694264,-4.397231,-4.0397873,-3.319501,-3.1619906,-3.1859667,-3.1336815,-3.1798046,-2.9056368,-2.6770701,-1.5013325,-0.12699023,0.5298304,0.84966594,1.1000195,1.2828243,1.3393265,1.3975321,1.2654293,1.2408999,1.3601253,1.5148934,1.7082781,1.8186401,1.8121463,1.155849,-0.48500794,-1.8098874,-1.9241407,-2.4078727,-3.09861,-3.7408414,-3.931159,-3.8710182,-3.6883993,-3.2968702,-3.1312122,-2.9368758,-2.7824688,-2.4883072,-1.9399643,-0.7087207,0.6580199,1.9541993,2.9704857,3.5405495,3.7422566,3.6951709,3.6581278,3.5980148,3.4947317,2.8636503,1.3261242,-0.39815772,-1.2815924,-1.6559755,-1.9540925,-2.3251693,-2.6875086,-2.9320197,-2.8712654,-3.0560088,-3.1501088,-3.3692775,-3.4855754,-3.6082633,-3.5148945,-2.8637683,-2.468515,-2.0791383,-1.4852729,-1.2050463,-1.030124,-0.9499769,-0.96461964,-1.0852622,-1.210751,-1.3622,-1.6008966,-2.0722027,-2.8378727,-3.3303437,-3.3311503,-3.2004755,-3.2595644,-3.1416557,-3.1128893,-3.312223,-3.5378222,-3.4995944,-3.2485912,-3.187538,-2.9449713,-2.7557187,-2.6787379,-2.7920551,-2.8846643,-2.9337354,-3.04104,-3.1516795,-3.1094537,-2.9076447,-2.6569426,-2.6074042,-2.4452395,-2.1874108,-2.2878833,-2.397233,-2.4417028,-2.4489832,-2.4651923,-2.5215445,-2.5971298,-2.8018088,-3.2464786,-4.0002627,-4.3712354,-4.7386007,-4.833765,-4.4010916,-3.9765139,-3.7696936,-3.7023277,-3.7046163,-3.8269904,-3.9688063,-4.0545163,-4.046248,-3.9193072,-3.84711,-3.7388217,-3.592784,-3.4074717,-3.2740397,-3.24683,-3.3276181,-3.4151235,-3.3135056,-3.3885794,-3.1425261,-3.1467183,-3.3893032,-3.4006102,-3.3981078,-3.5530019,-3.5595152,-3.487301,-3.8908186,-3.890661,-3.8905816
