0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121
11.19638,11.258167,11.182373,10.594327,10.091829,9.699992,8.971743,8.766924,8.570983,7.222576,4.1555395,2.6840315,2.304393,2.5421586,2.37213,2.1910584,1.7801898,1.50775,1.2748221,1.0533891,0.857412,0.57917273,0.2868858,0.109568164,0.21127966,0.5067813,0.8676919,1.1235139,1.6066418,2.06102,2.137102,1.876437,1.6791987,1.4236602,1.1861832,1.0027918,0.9458525,0.94791776,0.8469233,0.66249424,0.27980658,-0.3944143,0.18187548,0.5362706,0.09530082,-0.045091003,0.22667551,0.7051419,1.2247139,2.1691222,3.0294085,3.4978142,3.9592261,4.2992287,4.229346,2.9277785,2.134996,1.2826376,0.7095279,0.6546278,0.67737776,0.7425833,0.8763284,0.9507926,0.92598027,0.9176723,1.1467454,1.2819488,1.8588283,2.849343,3.0245743,3.752879,3.6006348,3.0963175,2.601472,1.7817297,1.0006931,0.59425795,0.722406,0.8125981,0.85084313,0.728432,0.66091615,0.56233954,0.50274307,0.4907252,0.4786194,0.45835942,0.42992938,0.37370676,0.30583254,0.36137825,0.7341455,1.9305842,3.073255,4.284805,5.0781302,5.577056,5.6584873,6.1115823,6.440583,6.730548,7.0829897,7.2769017,7.5488544,7.8787193,7.8325214,7.5738516,7.420411,7.357588,7.0761476,7.2880583,7.3694887,7.5554667,7.5609684,7.7239323,7.834931,8.134641,8.373107,8.681725,8.681725,8.681749
-2.103972,-2.02502,-1.8156911,-1.713857,-1.6542896,-1.620218,-1.6726112,-1.7494946,-1.962265,-2.4421985,-2.7511463,-2.7169313,-2.6333125,-2.4700973,-2.3339531,-2.3857732,-2.441858,-2.5222282,-2.5891767,-2.626968,-2.6284916,-2.603242,-2.5858881,-2.5449305,-2.5723684,-2.6023474,-2.5418563,-2.4709013,-2.4204812,-2.4374895,-2.5417254,-2.726604,-2.8904672,-2.9409854,-2.871327,-2.7595525,-2.6493077,-2.5691447,-2.409589,-1.8627043,-1.1033115,-1.2225739,-1.3694316,-1.3026558,-1.4402266,-1.6308419,-1.68201,-1.6233063,-1.7651668,-2.4929621,-2.6260347,-2.6614347,-2.6120195,-2.5061898,-2.4346824,-1.7809339,-1.1901703,-0.79343426,-0.9274939,-1.4295619,-1.773113,-1.7490698,-1.6772916,-1.5591375,-1.5380952,-1.2928412,-1.1910325,-1.0845599,-0.81016755,-0.75937355,-0.75207233,-0.533944,-0.28114745,-0.60261506,-0.64448994,-0.626757,-0.7987525,-1.3084586,-1.4585279,-1.3022099,-1.1484995,-0.91413456,-0.609341,-0.38499197,-0.11033493,0.042033017,0.3016153,0.766822,1.3312953,1.9339141,2.1950903,2.5133004,2.7546735,2.4374282,1.527257,0.08761552,-0.4361033,-0.727064,-0.72011185,-0.89034057,-1.248424,-1.4986044,-1.68088,-1.8163526,-2.0512247,-2.2073839,-2.4921374,-2.874813,-3.2115822,-3.2855055,-3.0290627,-3.1356947,-3.1722836,-3.1744633,-3.0583296,-3.0231466,-3.1234543,-3.221902,-2.9784334,-1.8565547,-1.8564206,-1.856381
-1.1987493,-1.196739,-1.3508875,-1.6654812,-1.7993953,-1.8794116,-1.815194,-1.789227,-2.0614626,-2.1729212,-1.9763405,-1.710794,-1.5059841,-1.310096,-1.3570597,-1.7916222,-2.0106158,-2.1102667,-2.1709003,-2.1970954,-2.1902533,-2.2103846,-2.2064297,-2.2222972,-2.2090101,-2.090327,-2.0414166,-2.0301213,-1.9924114,-1.9628475,-1.9034718,-1.9300387,-2.0517197,-2.303648,-2.4831858,-2.618495,-2.7228873,-2.7306137,-2.6586246,-2.7237792,-2.9750595,-3.2743578,-2.814351,-2.3773644,-2.6373851,-2.8198452,-2.7552328,-2.6241193,-2.6540759,-2.7142715,-2.5570133,-2.2830179,-2.0771263,-1.9866807,-2.053726,-1.8598773,-1.8853374,-2.0123184,-2.0648787,-1.9889371,-1.8656945,-2.3315258,-2.6550288,-2.7581253,-2.8082964,-2.9604654,-3.080682,-3.1373615,-3.3717508,-3.693995,-3.703399,-3.14391,-2.2557688,-1.7832034,-1.5336931,-1.4839029,-1.6413575,-1.4798185,-1.6439726,-2.3563964,-2.672608,-2.8389144,-2.885916,-2.9467218,-3.0087414,-3.0642014,-3.1264176,-3.2094274,-3.2951262,-3.3381789,-3.238316,-2.928039,-2.5875306,-1.5448117,-0.57422984,-0.024005115,-0.37921765,-0.3518326,-0.37707013,-0.24670734,0.40770036,0.7969257,0.9585141,0.9499358,1.096191,1.0501432,0.59663576,-0.37006754,-0.8444531,-1.5471097,-1.7708619,-1.9037373,-1.9790518,-2.0176268,-2.157012,-2.1556711,-2.158269,-2.168427,-2.1254327,-0.48555437,-0.4854553,-0.4854257
-0.54007715,-0.5393611,-0.7244866,-0.703925,-0.6027599,-0.6118205,-0.63790596,-0.6728043,-0.9930053,-1.2779838,-1.26461,-0.918844,-0.8534175,-0.5021166,-0.17355348,-0.55398077,-0.64995444,-0.74849933,-0.83918923,-0.9297253,-0.9880574,-1.0217535,-1.0874833,-1.1611795,-1.2094905,-1.1002706,-0.9589442,-0.88373697,-0.8078867,-0.8267294,-0.9396241,-1.0195546,-1.0868188,-1.2235066,-1.2530054,-1.211479,-1.2367555,-1.3998078,-1.6782854,-1.8688782,-1.6937807,-1.2739336,-0.63975364,-1.1386496,-1.4884267,-1.6225474,-1.4618909,-1.2117801,-0.97612554,-0.56836617,0.96963346,2.7229419,4.7347946,6.46259,7.5757146,8.873496,9.410254,9.780241,9.669289,8.724119,7.302712,5.281089,4.002005,3.2757387,2.6933403,2.9506402,3.3467493,3.982407,5.467375,6.9552364,7.8024244,8.201843,8.5131445,8.742928,8.842497,9.02733,9.063889,8.017776,6.539594,4.5554733,3.4133873,2.8501177,2.9408092,2.988573,3.1459358,3.2128696,3.3971424,3.71285,4.153274,4.588376,5.022792,5.635848,6.2364902,6.4559073,5.885873,5.1822577,4.9441795,4.7030716,4.7121887,4.4667974,4.038334,3.64082,3.3896236,3.2359982,2.93497,2.9358726,2.7731502,2.2955422,1.6127312,1.1897068,1.6687492,1.2372124,1.072738,0.917725,0.9374999,0.90285295,0.61811835,0.12041071,0.22990762,1.6049267,1.6048758,1.6048431
1.720015,1.7692268,1.8001506,1.5530356,1.5273619,1.3984659,1.3403382,1.2255011,1.2095447,1.648931,2.1985817,2.2678747,2.3038082,2.3999949,2.6718235,2.931273,3.0291302,3.035577,2.9686277,3.0119553,3.0879145,3.2332835,3.2991657,3.3589735,3.309111,3.095881,3.0292673,2.9270246,2.5870228,2.0854733,1.6050601,1.4349873,1.5483958,2.0000625,2.4275274,2.651866,2.7914157,2.915145,2.9211211,2.6838875,2.1886797,1.770575,0.2601579,-0.08194083,0.08303021,0.34236723,0.37170288,0.36333126,0.26148376,0.01771596,-0.40942436,-0.78060025,-0.8898146,-1.0597123,-1.3334159,-1.4982623,-1.2874638,-0.74416476,-0.028932452,1.0939567,2.2994556,3.2491047,3.6123276,3.5271652,3.507164,3.7115965,3.5168514,3.5973778,3.4077773,2.4575882,1.2898427,-0.0400543,-0.83660084,-0.90425926,-0.8727115,-0.86946374,-0.20797805,1.624912,2.907771,3.7414098,4.072502,4.2243958,4.187632,4.1472425,3.9423957,3.7936177,3.6478481,3.4328184,3.188007,2.8411188,2.5016947,1.7398617,0.6503134,-0.87000084,-1.6257437,-1.8735969,-1.7446797,-1.7072182,-1.7676836,-1.7508094,-1.7749188,-1.7947496,-1.8154445,-1.752068,-1.626143,-1.3229009,-0.724051,-0.008550219,0.46973285,0.88708377,0.792496,0.79992455,0.8395262,0.72202915,0.66372555,0.66585535,0.7227374,0.65211326,0.48460567,1.1724075,1.1722996,1.1722661
-1.6476724,-1.7466848,-1.9615396,-2.1416397,-2.1209812,-1.9998293,-1.856103,-1.6558161,-1.478723,-1.8236747,-1.5696073,-1.3797882,-1.4642141,-1.8319641,-1.5926522,-0.9270977,-0.38998312,-0.119570255,0.039409094,0.023577847,-0.11133592,-0.14667666,-0.11215513,-0.10589725,-0.1864629,-0.42618698,-0.66712725,-0.78998923,-1.0004392,-1.1125443,-1.2166765,-1.231437,-1.0775177,-0.86274064,-0.72294104,-0.60859215,-0.4558463,-0.10689539,0.6138178,1.3569502,1.3945004,1.5659931,1.6426325,1.0905639,0.6759164,0.6026705,0.7007854,1.1165625,2.2288806,2.9460306,2.6972294,2.4029164,2.0254838,1.8801562,1.5698801,0.9942972,0.7096424,0.3902266,0.19936849,-0.31104818,-0.4573333,-0.12331697,-0.011248149,0.06362669,0.10779472,-0.0514149,-0.1930817,-0.33259827,-0.7498436,-0.85866314,-0.91681385,-1.0712665,-1.0456787,-1.0094472,-1.1290596,-1.0299368,-1.061987,-1.7883141,-1.7175217,-1.1282768,-0.84548736,-0.6092831,-0.46216857,-0.38009894,-0.24249667,-0.11546451,0.1013947,0.4003145,0.48263198,0.5332946,0.5669138,0.6424738,0.6794996,0.17187831,-0.4696886,-1.0730395,-1.5703274,-1.8954246,-1.943683,-2.0736222,-2.30413,-2.4835465,-2.5433776,-2.5447626,-2.4562125,-2.302359,-1.9863677,-1.7268881,-1.6785893,-1.5083212,-1.5812601,-1.5122799,-1.5294254,-1.4820044,-1.4249854,-1.4443995,-1.5040174,-1.6073828,-1.8161857,-1.3250881,-1.324761,-1.3246613
-2.0681765,-2.1300776,-2.3356323,-2.6653562,-2.7489517,-2.7377424,-2.6674533,-2.5177817,-2.6702902,-2.865281,-2.5643988,-2.4328337,-2.3350291,-2.157269,-1.7090015,-1.3406818,-1.2519393,-1.301937,-1.4415989,-1.5547366,-1.6643857,-1.732224,-1.6827596,-1.6281991,-1.6484802,-1.6935725,-1.6890231,-1.657213,-1.6930981,-1.7055314,-1.4998248,-1.211197,-1.0552129,-0.86306465,-0.76073086,-0.6725068,-0.5625707,-0.46592757,-0.39047098,-0.33248717,-0.27060145,0.20308858,0.38858706,-0.120349854,-0.60242015,-0.85700125,-0.95478994,-1.0919558,-1.1775348,-0.88968,-0.88978195,-1.1656148,-1.7060726,-2.2128732,-2.4057968,-2.2012033,-1.9675834,-1.6238759,-1.5165548,-1.4848996,-0.98312974,-0.51137257,-0.29765153,-0.23432153,-0.35954314,-0.5623363,-0.7020761,-0.73761296,-1.1354586,-1.5284717,-1.6075039,-1.3615205,-1.3264685,-1.5005393,-1.595865,-1.4771855,-1.1821215,-1.0725794,-0.5967654,-0.10975955,0.03931716,0.13242942,0.1585193,0.17890435,0.20460741,0.20711589,0.20135298,0.15849458,0.04445588,-0.17368509,-0.4768878,-0.9547125,-1.3489022,-1.884991,-2.4077277,-2.7232437,-2.7647104,-2.8311841,-2.794197,-2.8830762,-3.194211,-3.3985667,-3.4367812,-3.4343576,-3.5109932,-3.5808191,-3.4562716,-3.0953307,-2.8193927,-2.0360851,-1.9744118,-1.4189694,-1.2878252,-1.2158982,-1.0636088,-1.0972123,-1.1427511,-1.1721233,-1.1927841,-1.3650868,-1.3649443,-1.3649293
-0.41094017,-0.3564815,-0.29687488,-0.2655621,-0.35360873,-0.49878097,-0.5189972,-0.6449775,-0.61464334,-0.72763467,-0.36305937,0.15763044,0.2653749,0.38577253,0.5244626,0.2249744,0.06057465,-0.022063911,0.048686743,0.21094918,0.47944993,0.6747134,0.7512547,0.72028077,0.6797854,0.87525856,1.0056323,1.0046805,0.9706045,0.7211794,0.24068797,-0.25944996,-0.44019383,-0.3533212,-0.18151349,0.050322175,0.30966526,0.6246641,1.3095021,3.374014,6.4734764,8.073128,9.607101,9.095092,8.53734,7.976468,7.534514,6.7972527,5.0356007,2.5392206,1.8772004,1.4228609,1.1521031,1.0112407,0.93126553,1.262234,1.5365753,1.5404763,0.97171235,0.16846102,-0.4680285,-0.44818807,-0.41528672,-0.26691014,0.032370865,0.5303059,0.9679877,1.1353413,1.7093283,2.2824595,2.5330727,2.724581,2.7431061,2.316118,2.0221915,1.8216901,1.1468769,-0.18791717,-0.5609717,-0.2238568,-0.021531641,0.315459,0.76222533,1.0973612,1.5275089,1.8083255,2.2322779,2.896925,3.6632056,4.539653,5.2472258,5.9192805,6.612134,6.7302547,6.061653,4.724733,4.145805,3.7903666,3.6647635,3.3670013,2.8418703,2.3418536,1.893898,1.6687639,1.2371057,1.0199656,0.66474164,0.16109154,-0.40367445,-0.4489447,-0.055711508,-0.18453887,-0.14871794,-0.096963346,0.11545296,0.18731718,-0.00050888956,-0.22044696,-0.14361139,0.62526137,0.62542474,0.62546515
-0.678679,-0.6787678,-0.7131625,-0.7759177,-0.75657856,-0.83680654,-0.94934094,-0.9654757,-0.66811085,-0.52561253,-0.50877017,-0.7164839,-1.0204918,-1.348415,-1.4666427,-1.177677,-0.9075861,-0.7312229,-0.5388588,-0.35912597,-0.11039227,0.14052935,0.45248148,0.8028075,0.9632101,0.9716277,0.9700605,1.0488868,1.1111449,1.0240153,0.6723443,0.17433655,-0.32017934,-0.8101351,-1.0640386,-1.2012564,-1.298982,-1.3733343,-1.3858771,-1.1628448,-0.72945637,-0.44284326,-0.6466279,-1.039362,-1.3498467,-1.6878774,-1.9086782,-1.9916575,-2.07656,-1.7569844,-1.5444202,-1.4703008,-1.5354029,-1.6281029,-1.4619308,-1.0112162,-0.68362784,-0.22031009,-0.015246339,0.36969024,0.5897584,1.0497876,1.2470257,1.2389941,1.2134321,1.6080058,1.8863196,1.8309582,1.4899011,0.92578185,0.7282691,0.40306002,-0.16760585,-0.44920385,-0.4910152,-0.53325516,-0.5793002,-0.46011654,-0.13273525,0.09830977,0.10193455,-0.009293266,-0.11184321,-0.12845634,-0.2244812,-0.30063817,-0.37809289,-0.41883722,-0.3975135,-0.4191726,-0.5527188,-0.8204952,-0.8232628,-0.6252022,-0.35683158,0.31535628,0.7178356,0.7816919,1.1118324,0.9285388,0.60483,0.65976185,0.7379615,0.60904586,0.31025407,-0.17353094,-0.48035854,-0.47686738,-0.39863822,-0.4575048,-0.09401244,-0.082399964,-0.23772076,-0.33802217,-0.32593626,-0.4195478,-0.50679433,-0.6024503,-0.101195276,-0.97376454,-0.9738953,-0.9739149
-2.6944754,-2.6052818,-2.120548,-1.369819,-1.0929493,-0.99064505,-0.78609705,-0.8579097,-0.41150773,0.18348572,0.7757679,0.82686484,0.35675222,-0.2173376,0.027816176,0.7348497,1.2323976,1.4631054,1.5599036,1.542481,1.4385405,1.4058446,1.3623698,1.267364,1.1182444,0.9059098,0.8435778,0.8227162,0.81482875,0.9162935,1.0311152,1.0747353,1.050129,1.05497,1.0583477,1.0570035,0.994359,0.93002284,0.99518466,1.136431,0.7953708,0.2535522,-1.6126139,-1.127449,0.24464448,1.5087912,2.054193,2.3369694,2.3541727,1.5110114,0.8475715,0.29201803,-0.519359,-1.637006,-2.7968698,-3.382599,-3.3419113,-2.9967258,-2.559516,-2.2939079,-1.1445564,0.20770186,0.5586256,0.6813109,0.70752436,0.5194744,0.09171942,-0.12531489,-0.52579325,-1.2715524,-2.0097568,-2.7450252,-2.7835286,-2.7386942,-2.6228228,-2.3156757,-1.5832217,-0.86302906,-0.08267515,1.0140824,1.3948901,1.610905,1.6537163,1.6504607,1.6169621,1.5910761,1.521952,1.3265978,1.0332035,0.7008682,0.47815964,-0.06442743,-0.9668144,-2.5139832,-3.4051013,-4.1988206,-4.3332057,-4.322318,-4.3656893,-4.308421,-4.4095283,-4.5153947,-4.4803367,-4.3815436,-4.2285204,-3.955325,-3.6526496,-3.1948922,-2.815013,-2.4782124,-2.8290517,-2.660224,-2.4583933,-2.4463153,-2.3984466,-2.3793187,-2.348851,-2.4714336,-2.801023,-3.446114,-3.4461331,-3.446132
