0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172
13.237656,13.330894,13.34189,13.290802,13.251898,13.227531,9.4769535,12.1527,10.1461315,7.362298,4.3296156,3.1195345,2.7637184,1.8280512,1.3134316,0.5270715,-0.02941747,-0.8639997,-1.2494143,-1.2473626,-1.1890242,-0.2946938,1.033333,1.8190401,1.8152694,1.7578061,1.667639,1.6928625,2.015447,1.9625059,1.542042,0.81609124,-0.24923533,-0.26569456,-0.7690624,-1.2248718,-1.4843454,-1.4465928,-1.2245903,-0.77821285,0.3888054,1.2808458,1.3600627,0.88404673,0.44071954,0.3161985,0.2477741,0.27231747,-0.0330816,-0.25593537,-0.34222323,-0.38821706,-0.4388953,-0.14968726,0.3004592,0.6982367,1.0281558,1.1708779,1.3490846,1.603516,2.275227,2.9336548,4.15529,5.5610847,6.302168,7.529626,7.977627,7.604044,6.8892345,5.9319487,4.759657,2.5389984,0.56498057,-0.11297014,-0.26671073,-0.5764735,-0.9707745,-1.0566949,-1.0106862,-0.99820566,-0.7300004,-0.16857591,0.056789428,0.19709209,0.067907736,-0.38083,-0.41567582,-0.19004601,-0.05416526,0.063200265,0.15085807,0.32117835,0.7732156,1.3454189,2.7840443,4.6044865,4.3463335,2.4862456,2.2224529,2.0914695,1.5081787,0.8572666,0.7119044,0.19799611,-0.035938352,0.2055457,0.8753765,2.2521956,1.776072,1.1769958,1.1259769,0.8997666,1.2279084,1.7056499,2.0537722,2.8422198,3.6296096,3.4375727,3.2372735,3.4866953,3.8084273,4.3132486,4.945792,5.4509993,5.4509344,6.0399437,5.527116,4.824728,3.9727707,3.007258,2.3410661,1.4250966,1.090394,1.0498035,1.0747454,1.125399,0.4113903,0.2621672,0.270339,0.18472055,0.06476992,-0.035405874,-0.16559619,0.34355932,0.8355894,0.59797263,0.22614935,0.29589167,0.5901031,0.78402346,0.82806414,0.84485537,0.90733516,0.9630903,0.98983544,1.4882379,2.134251,3.0538015,3.4218297,4.0379276,5.237386,5.690294,6.0005856,6.3699636,6.611158,7.083205,6.9451094,7.207987,7.617875,8.4716835,9.475899,9.476466,9.476614
-2.565309,-2.5710444,-2.5502276,-2.5590222,-2.5592961,-2.5566278,-2.565337,-2.7087193,-2.6155887,-2.8561885,-2.5975575,-2.3325922,-2.1637826,-1.75698,-1.578258,-1.7239065,-2.1000252,-2.4295301,-2.7476301,-3.139525,-3.2908132,-3.405878,-3.5680966,-3.4192576,-3.2112236,-3.0623562,-2.9088807,-2.8776503,-2.7310414,-2.5099683,-2.4205246,-2.4429398,-2.6485415,-2.8760278,-1.6980271,-0.010756433,1.514218,3.343883,5.4485416,7.8735547,8.397906,7.8531528,7.519363,7.222503,6.682027,5.827176,4.4818335,2.394549,0.47456542,-0.7881295,-1.2476592,-1.7575676,-2.7406378,-3.2652206,-3.3130093,-3.3110864,-3.2067528,-3.1357734,-3.0537786,-2.953306,-2.8530989,-2.745058,-2.533309,-2.2661686,-2.3107264,-2.5819747,-2.7245333,-2.6757402,-2.621839,-2.5527337,-2.4989638,-2.3004565,-2.1612165,-2.104078,-1.4743268,0.19782299,2.5466437,5.2064714,6.638181,7.592806,7.9871807,7.1427813,6.308134,5.44359,4.6225533,3.9910316,3.22341,2.216473,1.413104,0.33003345,-0.63694566,-1.5088344,-2.3373048,-2.505684,-2.702445,-2.715805,-2.7308364,-2.7795024,-3.141524,-3.3357522,-3.2941966,-3.2571664,-3.309866,-3.297306,-3.137073,-3.0585132,-2.7009706,-2.5341802,-2.7337747,-3.2147846,-3.5182061,-3.4812002,-3.332275,-3.4192348,-3.680872,-3.953396,-4.035711,-3.8539255,-3.6497898,-3.5444236,-3.47039,-3.5613043,-3.5650127,-3.489552,-3.6105719,-3.7886202,-3.4736588,-3.256636,-3.08002,-2.9492557,-2.8204846,-2.6320958,-2.3945744,-1.7804463,-1.5671678,-1.7127028,-2.3845067,-2.8400483,-3.1543803,-3.2566137,-2.9596138,-2.281816,-0.8218716,-0.35395885,-0.3724328,-0.93827486,-1.4747291,-2.3840168,-3.0532408,-3.3877678,-3.623577,-3.7192426,-3.7779737,-3.7984636,-3.7946944,-3.4744124,-3.4855068,-3.5772133,-3.527524,-3.4837875,-3.3994083,-3.4565504,-3.4622297,-3.4157467,-3.403034,-3.3465667,-3.3531852,-3.3259976,-3.3345942,-3.2253985,-2.565014,-2.5652826,-2.5652823
-0.5741592,-0.5560995,-0.64676285,-0.88609016,-1.0004866,-1.0227455,0.164227,-1.0740217,-0.6609086,-0.08615425,-0.0044521987,0.1476378,0.089996785,0.1436578,0.20368907,0.06230038,-0.65556437,-1.6843812,-1.9196334,-1.4059774,-0.6720646,-0.20892765,0.41391551,0.8158166,0.88716257,0.9183272,1.0158813,1.169265,1.625598,1.888123,1.612481,1.1142691,0.8031438,0.846279,-0.6606878,-1.5245485,-1.9996314,-2.4149685,-2.6754456,-2.8725085,-3.1420803,-3.2115278,-3.25587,-3.2131495,-3.1025329,-2.9596171,-2.7990475,-2.904727,-3.0779023,-3.1721292,-2.932693,-2.3002987,-1.4053733,-0.42060244,0.30171165,1.0915443,2.0294204,2.4181135,2.890183,3.7214892,5.1985373,6.305034,7.415516,8.027471,8.443361,8.848491,9.186529,9.449644,9.678087,9.955762,10.209667,10.1428585,8.959506,7.5265093,5.624557,2.6480389,0.23956451,-1.7528303,-2.5280719,-2.8885515,-3.1451235,-3.3563514,-3.2372591,-2.9873116,-2.9618993,-3.009838,-2.9533043,-2.888977,-2.8603978,-2.8873725,-3.0034351,-3.1256428,-3.2471714,-3.1423779,-2.7174647,-2.2038093,-2.191365,-1.951333,-1.8344349,-1.9165232,-2.172049,-2.1861417,-2.0776196,-2.0805187,-1.6799167,-1.1547679,-0.86811304,-0.7254815,-1.2901194,-2.0998237,-2.9543753,-3.2582302,-3.2510822,-2.8044596,-2.3816395,-1.8463912,-1.2668004,-0.8721242,-0.84468836,-0.834485,-0.8401171,-0.7551668,-0.61484504,-0.089189894,0.7235879,1.7281225,1.9238632,1.9002767,1.9032996,1.6956997,1.8955476,2.1579177,2.06884,0.9183819,-0.24548776,-0.73631513,-0.9747254,-0.90504324,-0.9677574,-1.2555736,-1.686569,-2.0213718,-2.6000109,-3.1192398,-2.8629632,-2.4778502,-2.602316,-2.7347906,-2.8069835,-2.8381066,-2.783815,-2.6619473,-2.5374632,-2.613007,-2.6000383,-2.6974258,-2.6566978,-2.2383509,-2.0225396,-1.9151056,-1.7563715,-1.6372597,-1.5727193,-1.4925544,-1.4761891,-1.5202842,-1.5833597,-1.6542149,-1.6871756,-1.8749657,0.16009447,0.16363667,0.1639112
-3.2365463,-3.1584277,-3.0695124,-2.843322,-2.6491256,-2.5395408,-1.1294066,-1.6133214,-0.49661857,0.30319595,0.78619,0.92796457,0.98400337,1.2220811,1.2201658,0.9260934,0.24945757,-0.58638513,-1.198837,-1.393601,-1.3109823,-1.5916424,-2.173708,-2.318847,-2.3425245,-2.39566,-2.4039123,-2.4142623,-2.3619008,-2.2260115,-2.0715003,-1.7888359,-1.5391797,-1.0310416,-0.87221915,-0.8275067,-0.80553234,-0.7165484,-0.57543784,-0.65117717,-1.3929095,-1.8748401,-1.8990957,-1.6287717,-1.2902548,-0.99274075,-0.7455672,-0.9370024,-1.1985816,-1.4301393,-1.4247799,-1.0097573,-1.0401844,-1.4789463,-1.6788988,-1.8668838,-1.9971828,-2.005992,-2.0196555,-2.1131074,-2.2054594,-2.1716454,-2.1083956,-1.8777506,-2.0082164,-2.1132016,-2.1364012,-2.1289723,-2.106654,-2.0676608,-1.92653,-1.5011309,-1.2790296,-0.96874475,-0.8043936,-0.60961723,-0.24032824,0.24119264,0.43622342,0.27375203,-0.35779506,-1.4857998,-1.833787,-2.0493705,-2.1988542,-2.2635221,-2.2232108,-2.1191716,-2.0113032,-2.0769458,-2.2276826,-2.4191563,-2.5311208,-2.3846455,-2.2273011,-2.1656568,-1.9478526,-1.7491202,-2.2271032,-2.605338,-2.6583235,-2.7287772,-2.8165967,-2.729898,-2.551409,-2.1573231,-1.5549805,-1.2179847,-1.4437342,-2.0203247,-2.5581667,-2.9578166,-2.8403225,-2.4513211,-2.1063373,-2.0508125,-2.3699253,-2.4376674,-2.5955849,-2.677856,-2.5872803,-2.348732,-1.8775108,-1.0409738,-0.5409073,-0.5396595,-0.59223145,-0.70021194,-0.75950515,-0.9776049,-1.1301966,-1.0622857,-1.1737065,-1.1304246,-0.9806045,-0.78261226,-0.38129514,-0.12061215,-0.30374038,-0.6120033,-1.1722215,-1.1026735,0.17210463,1.0201719,0.07735915,-1.0373057,-1.6509047,-2.297442,-2.5820203,-2.6462302,-2.4595265,-2.101294,-1.9103228,-1.9988623,-1.9173462,-1.8196949,-1.7851411,-1.6704817,-1.7059917,-1.809947,-1.8796871,-1.9744296,-1.9985632,-2.0400577,-2.0701747,-2.0435522,-1.9080527,-1.8455215,-1.8239187,-1.8188653,-1.125305,-1.1283779,-1.1287861
0.8564668,0.6376004,0.46219748,0.2273435,0.06586075,-0.044977367,0.13727166,-0.37570786,-0.5401161,-0.4006545,-0.24915563,-0.32653308,-0.57800686,-0.8972148,-0.8225845,-0.49564117,0.30421036,1.1215123,1.4392388,1.2769306,-0.20592,-1.2957973,-1.7647241,-1.5835869,-1.43881,-1.371421,-1.3668511,-1.4405835,-1.7586141,-2.1074762,-2.2834516,-2.063251,-1.0052251,0.79550695,2.8787384,3.6110966,3.737151,3.4686623,3.1207027,1.8686283,0.55587614,0.39782977,0.5647734,0.6037707,0.63354874,0.6629157,0.8535169,1.2787881,1.3762343,1.1429386,0.97109807,0.31894475,-0.72454995,-1.7504604,-1.9641546,-1.9351221,-1.745326,-1.6576862,-1.5457538,-1.3294514,-1.1430167,-1.009403,-0.79226255,-0.58640635,-0.53711164,-0.56087196,-0.74457,-0.85124683,-0.99214184,-1.1926181,-1.3702208,-1.1803722,0.21282363,1.737326,2.9275413,3.8856542,3.8626676,3.4062052,2.9828205,2.3833323,1.5327187,0.80032635,0.49546048,0.13368481,0.050222695,0.2886535,0.4412641,0.4726545,0.5738539,0.82518804,0.98225266,1.0872681,0.93375945,0.5727426,-0.0556736,0.5835767,2.043806,4.256221,6.1641216,7.799712,8.425907,8.196886,8.063665,8.070119,7.8002214,6.710211,4.9247084,1.2377019,-0.052085854,0.10668121,0.9836482,1.7064376,1.5217605,0.6515155,-0.6461873,-1.3667599,-1.3895761,-1.1941667,-0.9473463,-0.8707409,-0.83069485,-0.9523427,-1.0717571,-1.4094524,-1.7227421,-1.7466257,-1.7102158,-1.447602,-1.0090172,-0.6076055,-0.55181384,-0.5180638,-0.3249889,0.02309645,0.6762337,1.4182086,3.3779852,4.8361635,6.1288633,6.9455233,7.682654,7.7333374,6.7555237,4.2239323,1.0951191,-0.6102166,-0.9897224,-1.037944,-0.9961314,-0.9979826,-0.9252938,-0.94695675,-1.0138544,-0.7609881,-0.6618186,-0.5404163,-0.45515132,-0.7533346,-0.7735364,-0.6285158,-0.51317704,-0.37660903,-0.32341143,-0.27937302,-0.21714026,-0.23553926,-0.21567021,-0.3671897,-0.5574462,-0.34519097,0.1389605,0.13753064,0.1373954
-3.601934,-3.6985059,-3.751743,-3.667041,-3.5461864,-3.4746532,1.1561999,-3.010079,-2.181065,-1.2379252,-0.53152204,-0.39214483,-0.5592867,-0.4592499,-0.5071978,-0.59026986,-0.9083204,-1.3443513,-1.7742977,-2.0652256,-2.019977,-1.9506946,-2.5799625,-2.9421124,-2.8801723,-2.781661,-2.6989264,-2.7131286,-2.7660828,-2.6568148,-2.3183253,-1.3880224,-0.6299746,-1.1645012,-1.2286308,-0.8276467,-0.69443274,-0.6141546,-0.48484743,0.29678082,1.3240595,1.4889346,1.6816633,1.8396914,1.8375609,2.2089205,2.8595686,3.5765157,3.8681571,3.4813282,2.7719407,1.5663884,-0.22687913,-1.647607,-2.5415792,-3.070596,-3.3808799,-3.4356992,-3.4954019,-3.5005226,-3.4683514,-3.4809961,-3.4809954,-3.3782115,-3.2316387,-3.099339,-2.8098516,-2.2648187,-1.7098055,-1.080958,-0.37998503,0.9079406,0.89318305,0.10781641,-0.49584287,-0.9054762,-0.91707337,-0.57586175,-0.22562756,0.08665636,0.47969544,0.84541285,0.8945915,0.93567926,1.1224309,1.2209774,1.4105328,1.744338,2.168035,2.6074386,3.1079836,3.2477033,2.650163,1.4147351,0.07673678,-0.43380034,-0.3583783,-0.09140462,-0.103081994,-0.4088868,-0.5586977,-0.22403409,-0.222823,-0.3883753,-0.9453436,-1.6568391,-2.0243366,-2.3544078,-2.0032291,-1.6303701,-2.0630438,-2.119716,-2.119466,-2.1734424,-1.8594307,-2.2506523,-3.2009878,-3.4442294,-3.463863,-3.4085426,-3.2538414,-3.132207,-2.9699163,-2.493027,-2.3202286,-2.1070309,-1.698942,-1.5107363,-1.2732008,-1.0279114,-0.83625436,-0.76085186,-0.46952057,0.024535745,0.5645085,1.0122223,1.2047129,0.27671012,-0.51665425,-1.089467,-1.9504801,-2.3554006,-2.027655,-0.9361854,0.351473,0.57790333,0.6065606,0.7128444,1.0484297,1.6641284,2.8009882,3.6727707,4.3132157,4.662658,4.793415,4.6558213,4.2515483,4.432536,4.561257,4.5406485,4.312571,4.2528696,4.225129,4.178613,4.062521,3.9244282,4.13224,4.1169543,4.0241528,3.6500802,1.1645031,1.1569558,1.1565095
-2.7932215,-2.747982,-2.6697352,-2.6825063,-2.7263465,-2.7401621,-3.1740766,-2.9863477,-3.2587323,-3.3851616,-2.9588604,-2.8286974,-2.6104808,-2.1974936,-1.9867692,-1.5399877,-0.83351886,-0.33721232,-0.38307828,-0.40525508,-0.40206707,-0.8894445,-1.6925577,-2.4036827,-2.491925,-2.4543543,-2.3956206,-2.4296472,-2.545861,-2.639792,-2.639033,-2.354204,-1.8709031,-1.9086633,-1.2841173,-0.83304083,-0.7439451,-0.7530605,-0.99571735,-1.1339556,-0.52884674,-0.5899182,-1.0549273,-1.330299,-1.4368502,-1.5567946,-1.4943663,-0.997959,-0.5523052,-0.41948897,-0.5250499,-0.90243244,-1.2590891,-1.7115281,-2.1117344,-2.2969418,-2.422029,-2.4510128,-2.5198088,-2.6020792,-2.733853,-2.8905215,-3.0535355,-3.156247,-3.0487442,-3.006058,-3.040435,-2.9274287,-2.8077297,-2.646872,-2.3613281,-1.5388005,-1.1195929,-1.4568336,-1.6521795,-1.3245656,-1.1736302,-1.1514436,-1.1090683,-0.92221904,-0.4320938,0.35213447,0.3055724,0.057714358,-0.056420058,-0.07632016,-0.33906052,-0.6112615,-0.7766731,-0.7956171,-0.59091455,-0.5013181,-0.56210005,-0.80546016,-1.4127275,-2.3216195,-2.4619925,-1.9953654,-1.6180301,-1.1682886,-0.917406,-0.877999,-0.9659704,-0.99512976,-1.2059655,-1.5079458,-1.7885547,-2.5036585,-2.6126728,-2.0860472,-1.2556581,-0.70261204,-0.5807978,-0.7844399,-1.0014039,-1.3727467,-2.053359,-2.3613603,-2.3780386,-2.328133,-2.302673,-2.3851523,-2.533096,-3.007501,-3.2324576,-2.928859,-2.4444308,-2.381796,-2.311089,-2.1230807,-1.9965863,-1.8674363,-1.779805,-1.4239366,-0.9150927,-0.8397193,-0.9331064,-1.119606,-1.122378,-1.0456153,-1.1081176,-1.1492488,-1.300776,-1.6287069,-2.0398226,-2.2382293,-2.0056322,-1.8141801,-1.4394714,-0.9942316,-0.8910862,-1.0050873,-1.1444381,-1.1849642,-1.2927718,-1.238602,-1.4550633,-1.9338905,-2.1995084,-2.4036443,-2.576003,-2.6359434,-2.6563241,-2.6738267,-2.6998117,-2.7422297,-2.697443,-2.6898808,-2.7127833,-2.7086096,-3.170829,-3.1737547,-3.173921
-1.6521065,-1.7055526,-1.8445337,-1.996492,-1.9611919,-1.9957073,-1.6095816,-1.6213654,-1.3486295,-0.87832165,-0.068874925,0.22072475,0.5487796,0.78591657,0.7243829,0.62437415,0.24882314,0.08894208,-0.13474149,-0.32778978,-0.5847883,-1.035829,-1.9101913,-2.5100331,-2.6349683,-2.682642,-2.6767538,-2.6641116,-2.4823356,-2.081749,-1.6899577,-1.3024782,-1.7431904,-2.416982,-1.7038244,-0.89675397,-0.23411459,0.37711948,1.0460668,2.2219234,2.7960496,2.3375626,2.0020952,1.7147247,1.6614279,1.6053796,1.374947,1.0590866,1.0157737,0.9862604,0.76249105,-0.01648046,-1.4720429,-2.3536322,-2.6330667,-2.7851872,-2.878004,-2.8740962,-2.805683,-2.6709955,-2.3766022,-1.9046509,-1.4462193,-1.0869192,-1.3392677,-1.9358888,-2.3418393,-2.4896493,-2.50728,-2.4124644,-2.1934128,-1.8820742,-1.9749547,-2.034149,-1.8380784,-1.0503192,0.09913328,1.4552033,2.2268028,2.8131816,3.2237039,2.9912481,2.498972,1.6560485,1.121871,0.99455,0.85272783,0.6444292,0.4300917,0.00020158291,-0.2392195,-0.41091585,-0.16614118,0.5780748,0.60550433,0.14729583,0.35351056,0.744431,0.6399609,0.45136875,0.17693165,0.3304221,0.3614354,0.6232052,0.99451643,1.0832173,1.7567251,1.8812308,1.4684289,0.44565555,-0.56180227,-0.741235,-0.46326077,-0.26276714,-0.50315094,-1.3378758,-2.2602487,-2.7225769,-2.8656595,-2.7314467,-2.4640172,-2.2262554,-1.9582056,-1.5120425,-1.5231068,-1.8160946,-1.5148374,-1.1151991,-0.76934487,-0.72954214,-0.74553883,-0.60845804,-0.42504832,-0.3640989,-0.46076745,-0.51413983,-0.84387577,-0.78270864,-0.86903334,-0.69091785,0.35167435,2.469696,6.464866,8.065947,7.828698,6.544959,5.320525,3.7798104,2.3133743,1.0413227,0.25019687,0.1353504,0.043161094,-0.1134045,-0.053719133,0.24445209,0.3514186,-0.030399814,-0.09580122,-0.28171587,-0.7893939,-1.2645015,-1.4988897,-1.6946989,-1.7849078,-1.8249456,-1.6993864,-1.5952415,-1.6500556,-1.7251395,-1.6049911,-1.6088853,-1.6091939
-0.81256247,-0.8086472,-0.7687162,-0.77626276,-0.7763924,-0.7831106,-1.6422727,-0.9013034,-0.9665255,-0.9933405,-0.8953388,-0.8972752,-0.6631907,-0.4589991,-0.3142044,0.24239409,1.212335,1.9994512,1.7868295,1.1920335,1.270608,0.56561863,-0.50571865,-1.3341271,-1.4812368,-1.5096458,-1.5110025,-1.5567358,-1.637086,-1.6831334,-1.4424464,-1.0576766,0.18240598,1.4916887,3.0879107,3.4110384,3.5045824,3.4480133,2.9660783,1.5346395,-0.04162443,-0.6156501,-0.9656673,-1.2189474,-1.3522589,-1.5650098,-1.7147777,-1.2141925,-0.5300501,0.012849882,0.18553516,0.105810165,-0.34606618,-0.778623,-1.0183411,-1.0760573,-1.1734271,-1.1469727,-1.1561809,-1.1242324,-1.0180444,-0.89609224,-0.85587704,-0.892378,-0.9753565,-1.3036814,-1.6774261,-1.7512702,-1.7074598,-1.7067083,-1.6349156,-0.9021547,0.4172509,1.2488302,1.9532315,2.5428686,2.7512496,2.4134812,1.7893593,1.0954452,0.46306673,-0.12077034,-0.1974327,-0.31028733,-0.3652842,-0.4613033,-0.80018187,-1.183366,-1.4877291,-1.5254154,-1.219723,-0.8537981,-0.25125575,0.051004358,-0.3033687,-1.4133319,-2.1207695,-2.3783343,-2.0852003,-1.4138169,-0.9458207,-0.7601913,-0.7319858,-0.6580831,-0.62071913,-0.6573875,-0.80562866,-1.1167014,-1.1021175,-1.0135875,-0.4613719,-0.18595232,-0.17436084,-0.57681113,-0.65967417,-0.88079023,-1.4647577,-1.714982,-1.586318,-1.4778721,-1.3394289,-1.3198587,-1.3837827,-1.9521044,-2.4688401,-2.6637778,-2.4408753,-2.1895177,-1.7878151,-1.4233665,-1.2460197,-0.9722605,-0.81033105,-0.31367525,-0.24653819,-0.5784668,-0.88865936,-1.0235322,-0.92083776,-0.5257902,0.23203525,0.65657103,0.56085515,-0.16841276,-1.1538131,-1.7466364,-1.6838584,-1.4356391,-1.3215832,-1.2232234,-1.3275008,-1.5185279,-1.595252,-1.2991598,-1.2295276,-0.8052834,-0.7238629,-0.95309526,-1.1336849,-1.2614211,-1.4108417,-1.5328476,-1.6152995,-1.6541815,-1.731447,-1.7084765,-1.670573,-1.5873432,-1.5224373,-1.5506701,-1.6430604,-1.6427165,-1.6425436
-3.3788273,-3.295484,-3.2440834,-3.2536116,-3.2860754,-3.2622008,-1.8757693,-3.1304874,-2.6943,-2.7355046,-2.7751322,-2.835235,-3.0536408,-3.0387368,-3.0069609,-2.7575448,-2.21538,-1.4449004,-0.71393144,-0.8948871,-2.215299,-3.1489067,-3.264975,-2.7685194,-2.4824655,-2.3279579,-2.2855701,-2.4121037,-2.800375,-3.2120447,-3.6494904,-4.0629516,-4.080372,-3.5566366,-2.368029,-1.794711,-1.6161698,-1.5982113,-1.64691,-1.7242421,-1.0238551,-0.526453,-0.41414037,-0.37085068,-0.293007,-0.1844907,-0.09138468,-0.22002578,-0.50377476,-0.9217267,-1.2956578,-1.8058898,-2.3330722,-2.8687487,-2.9813914,-2.972315,-2.8100438,-2.7830634,-2.7603297,-2.7623024,-2.8451529,-3.0011675,-3.0528538,-3.0707293,-2.8631625,-2.8024797,-2.8147674,-2.766799,-2.7523017,-2.8215127,-2.9316115,-2.975248,-3.0880046,-2.9078393,-2.4631095,-1.8377316,-1.5793037,-1.4815714,-1.4265362,-1.3053453,-1.0394439,-0.62455255,-0.641875,-0.7058401,-0.7408299,-0.6265106,-0.52161896,-0.44425184,-0.37887758,-0.35129863,-0.3889803,-0.4366498,-0.83631593,-1.3900297,-2.041744,-2.0696063,-1.7470767,-1.168761,-0.42491907,0.601794,0.9500751,1.1418198,1.2234092,1.295244,0.9996161,0.19882442,-0.7820093,-2.3047183,-2.3391929,-2.3971517,-2.0129173,-1.5888882,-1.5118175,-2.0041242,-2.7179923,-3.3605456,-3.0449605,-2.5648894,-2.2281556,-2.1923933,-2.2510955,-2.544892,-2.843692,-3.0327322,-2.943505,-2.7328525,-2.6418278,-2.3224096,-1.77334,-1.2369983,-0.9715307,-1.1138711,-1.6128588,-1.7703806,-1.4435301,-1.0522978,-0.7086505,-0.5284924,-0.25937387,-0.13725999,0.6434572,1.1234088,0.8049011,-0.99874574,-1.4257319,-0.7877311,-0.6281867,-0.29798275,0.11540316,0.30651438,0.29758584,0.19030023,0.020149648,-0.24936128,-0.41548663,-0.87648034,-1.0470735,-1.2882288,-1.3678377,-1.2814639,-1.2875754,-1.1552428,-1.07498,-0.97509384,-0.88943595,-0.9403438,-0.96468383,-1.0994045,-1.2533373,-1.1195505,-1.8740377,-1.8757963,-1.8758689
