0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156
13.2492695,13.4062195,13.398927,13.394063,13.349633,13.47271,13.519611,13.563389,13.493799,13.485758,13.454849,13.3730755,13.208979,13.28973,13.26857,13.081967,12.028683,9.859146,6.8342443,5.090166,4.6740136,4.3766055,4.2144217,3.6062772,2.3690262,1.2488365,0.5027651,-0.35696,-0.6033511,-0.6049826,0.18116713,0.9158503,0.75037736,1.4221171,1.726855,2.207127,2.2730641,2.0874307,1.6348087,1.1216108,0.7133331,0.23162796,0.052537315,0.027821071,-0.19643691,-0.112622865,0.32398438,0.8912045,2.8737078,3.4782906,2.7554924,1.5665843,0.8831072,0.45721465,-0.24688998,-0.66179925,-0.90422344,-1.0874811,-1.1452727,-1.1095014,-1.1510777,-1.1250627,-0.36570323,2.220273,4.882784,5.520816,3.0814047,1.4727038,1.1965246,1.2575951,1.2981308,1.2112049,1.0293782,1.1135768,1.1927276,1.1757355,0.9528627,0.6843967,0.50573343,0.60309565,0.80986875,0.4292391,0.062498048,-0.35211733,0.13374005,1.2242559,0.86192155,-0.17881772,0.049951643,0.82530236,1.0972781,0.7382246,0.6128444,1.3788459,1.6884384,1.5972202,1.4142632,1.379977,1.4869382,1.6283596,1.7356572,1.7509999,1.8944452,1.9039316,1.8682818,1.6677105,1.5540951,1.5169448,1.8176575,2.4411438,2.8327603,2.9139588,3.052702,3.6768408,4.5954733,4.990023,5.610957,6.1955976,6.3531127,6.751388,6.9025145,7.313834,7.1084843,7.2789454,7.4113517,7.873307,8.470436,8.855155,9.4039,9.706686,9.75782,9.687447,10.6393,11.574535,11.731251,11.57424,12.030384,12.097237,11.826708,11.685628,12.127575,12.291177,12.320684,11.826622,11.412862,12.136998,12.315221,12.571421,12.589674,12.738492,11.680272,12.6210985,11.680082,11.679299,12.576302,11.682159,11.679213
-2.2552552,-2.247168,-2.3483744,-2.3885167,-2.4368072,-2.372458,-2.3772109,-2.3920026,-2.5064964,-2.4043517,-2.1895308,-2.0039403,-1.8930495,-1.9756336,-1.9319656,-1.9896232,-1.9980178,-2.1174695,-2.1624174,-1.8998314,-1.6389276,-1.214818,-1.1882665,-1.3868887,-1.5979857,-1.5919461,-1.673099,-1.4889742,-0.58715844,0.047617346,0.09591314,0.18898106,-0.8181549,-2.1992202,-2.5998263,-2.850347,-2.913836,-2.9839404,-2.9714303,-2.910311,-2.4787126,-2.1044605,-1.9676473,-1.8006433,-1.6505152,-1.6173007,-1.5344703,-1.5952758,-2.2167866,-2.4167194,-2.0853093,-1.7633274,-1.7374332,-1.9615436,-2.0081828,-1.8784022,-1.8000004,-1.7330263,-1.6699958,-1.5772188,-1.3976605,-1.3647997,-1.9252243,-2.4918337,-2.423324,-2.3734813,-1.6269792,-0.42121148,0.43978125,0.43684694,0.101187944,-0.36097655,-0.29607406,0.15142639,0.11271648,0.1512569,0.1409678,0.14330791,0.19251898,0.04474255,-0.2543417,-0.42822406,-0.3908026,-0.3368422,-0.85196084,-0.26622608,-0.23432368,-0.7109928,-0.51012534,-0.32067126,-0.25917876,0.64243066,0.7862255,0.6170824,0.7922589,0.9606551,1.0972793,0.93284696,0.7018243,0.48034942,0.28512847,0.18465787,0.012795985,-0.13663003,-0.28586102,-0.38464618,-0.5461608,-0.8170675,-1.0160546,-1.4710517,-1.8827995,-2.1827736,-2.4385462,-2.4633703,-2.3966882,-2.4444878,-2.4973457,-2.469514,-2.4923847,-2.4100518,-2.5267467,-2.59462,-2.6118717,-2.5291681,-2.4694808,-2.4192483,-2.3226562,-2.1969805,-1.9812098,-1.8858492,-1.7868483,-1.6080408,-1.5641332,-1.6165732,-1.665297,-1.6985381,-1.345392,-1.340819,-1.1572895,-0.9935391,-1.2710798,-1.3554091,-1.0669726,-1.1171811,-1.2265642,-1.4032242,-1.3499776,-1.4151081,-1.4109612,-1.3873665,-0.7112512,-1.3627713,-0.7110478,-0.71079177,-1.3433564,-0.71229374,-0.710639
-1.5568134,-1.4878101,-1.5995817,-1.5793486,-1.6498978,-1.5762043,-1.4878473,-1.3725512,-1.4311676,-1.2407691,-1.1179907,-1.1129754,-1.2230484,-1.1209913,-1.0556147,-1.0159106,-0.97416973,-0.66195935,-0.8823489,-1.3966925,-1.5441155,-1.7746288,-1.9317281,-2.4090014,-2.7133143,-2.8533256,-3.056316,-3.020218,-3.1166303,-3.270838,-3.4024644,-2.8039274,-1.9340398,-1.1691997,-0.8621789,-0.33122763,0.14957914,0.46538964,0.5722389,0.5209352,-0.2916576,-1.0337217,-1.5228498,-1.7864366,-2.141334,-2.5215995,-2.5714345,-2.7239723,-2.682825,-2.7303643,-2.725412,-2.670589,-2.023246,-1.7114031,-2.006696,-2.3155637,-2.520324,-2.7496443,-2.966995,-3.1539237,-3.2540836,-3.2460442,-3.1606216,-3.1866205,-2.5892243,-2.0388703,-1.4297504,-1.0755827,-1.2874758,-1.1525466,-1.0930588,-1.2409072,-0.8679752,-0.9647466,-1.3213247,-1.5027003,-1.7789948,-1.8938823,-1.7977207,-1.6860892,-1.7844641,-2.1669135,-2.5952783,-3.0253034,-3.1154013,-2.7867007,-2.6729813,-2.7434635,-2.3346574,-2.135934,-2.1080317,-2.2964427,-2.3865094,-1.7581333,-1.178164,-0.5615368,-0.088204846,0.3430137,0.779127,1.1427373,1.378255,1.3643185,0.829943,0.4937498,0.22045788,-0.024570242,-0.1697862,-0.4760792,-1.0953538,-1.8607004,-1.9694339,-1.7032961,-1.4063785,-1.3025093,-1.2072918,-1.3427639,-1.6540157,-1.7161906,-1.7148925,-1.5721476,-1.6018195,-1.7057285,-1.8502558,-1.9104321,-1.9127474,-1.8519875,-1.9247857,-1.9984756,-2.0399754,-2.070673,-2.0687234,-1.9696562,-1.7802076,-1.4137645,-1.352339,-1.4705365,-1.2617488,-1.1212606,-1.2889411,-1.2803049,-1.0537868,-1.2122834,-1.2276199,-1.2991825,-1.3704185,-1.0065182,-1.0562801,-0.9866034,-1.0436339,-0.870047,-0.5886241,-0.9420068,-0.5886686,-0.5884185,-1.0287018,-0.5892093,-0.58840245
-1.9449979,-1.9016973,-1.889931,-1.9065886,-1.888815,-1.7733387,-1.6720778,-1.6692078,-1.7863259,-1.8661008,-1.6939662,-1.5236071,-1.2305969,-1.3033074,-1.3384863,-1.5173969,-1.5450643,-1.5828829,-1.6257824,-1.4457648,-1.3332107,-1.0438783,-0.98620534,-1.0821579,-1.0042641,-0.8202475,-1.0574633,-1.6753378,-1.7636051,-0.13573927,1.0071353,0.9386815,-0.22181174,-1.2636372,-1.326022,-1.0934417,-0.9234024,-0.7468848,-0.68679154,-0.40618837,0.5221813,0.78198355,0.5077858,0.3729173,-0.030831128,-0.6305582,-0.9621421,-1.1854177,-1.4790573,-1.5776869,-1.0397785,-0.56585234,-0.4015234,-0.3998909,-0.7450341,-0.9979643,-1.0496769,-1.0735757,-1.056592,-0.990007,-0.83101654,-0.66722834,-0.58913577,0.4154685,1.9287093,3.4339335,7.7008724,10.568938,12.482937,12.733274,12.713241,11.5021305,9.246946,5.461648,1.3861285,0.45225456,0.24154052,0.35391936,0.43104511,0.28703067,-0.25581458,-0.7473126,-0.5188577,0.24351546,0.77063745,1.1832889,0.7481688,0.32790717,0.4237931,0.6524355,1.8566818,7.5529876,11.085318,12.455029,12.423967,12.083595,11.589717,11.259663,10.822319,10.221165,9.367437,7.990654,5.1392417,3.5069394,2.1676116,1.1346159,0.5341874,0.016732454,-0.07107717,-0.20640439,-0.2103962,-0.28692266,-0.50687665,-0.6804241,-0.7904818,-0.9712168,-1.4233832,-1.4204862,-1.3744236,-1.1497872,-1.2646812,-1.4261239,-1.4634976,-1.4877206,-1.4952588,-1.4558551,-1.5638791,-1.764035,-2.0065534,-2.0321383,-1.8882501,-1.8520985,-1.8022711,-1.9051414,-2.0312586,-2.1214843,-2.1189475,-2.1975307,-1.9644635,-1.80055,-1.9170241,-1.9485744,-2.0052009,-2.0841103,-2.0407581,-2.0058742,-1.9604328,-2.0341947,-1.9384159,-2.0242033,-1.0483401,-2.074937,-1.0481563,-1.0467743,-2.021572,-1.0515616,-1.0465624
-0.034174114,-0.078502744,-0.18474984,-0.22352508,-0.24131441,-0.26621842,-0.3683104,-0.48015735,-0.63492507,-0.8981844,-1.2084254,-1.2940959,-1.4373536,-1.4184232,-1.5206105,-1.590369,-1.6663392,-1.2097898,-0.3232115,-0.041610543,-0.1565936,-0.36015528,-0.46833816,-0.4830278,-0.5876196,-0.83440673,-0.7936545,-0.0047796965,0.48522276,-0.17489842,-1.0060098,-0.7698041,-0.11490227,-0.2579308,-0.62113863,-0.88202226,-0.95397377,-0.8028554,-0.69713116,-0.773366,-1.368737,-1.5817628,-1.4327295,-0.98305464,-0.100360386,0.9010417,1.3403952,1.2259439,0.9766437,0.6085088,0.22684821,0.21961161,1.1210047,1.9678229,2.8754635,3.43781,3.6561017,3.796176,3.7659926,3.6428373,3.3480654,2.8780212,1.4183977,-0.49544942,-1.1480352,-1.2349749,-1.2360381,-1.226301,-1.2223284,-1.1526288,-0.99513096,-0.54463583,-0.65963984,-0.67103124,-0.50470376,-0.24988088,0.12788796,0.43098938,0.76443064,1.0720769,1.510757,2.1055276,1.8706297,0.70078135,-0.78216803,-1.1321363,-0.83283913,-0.5391457,-0.8176551,-0.7488555,-0.64926034,-1.2395055,-1.7303789,-1.4052079,-1.058641,-0.7264665,-0.73062426,-0.67929155,-0.59219515,-0.5226269,-0.40304497,-0.36682847,-0.37227914,-0.37481856,-0.3435457,-0.41040146,-0.47682095,-0.1612044,0.3809282,0.3249075,-0.21142276,-0.64815736,-0.8231075,-0.8428469,-0.98046076,-0.75438046,-0.34074485,-0.44132704,-0.58408993,-0.96321523,-0.82933605,-0.6565398,-0.23239729,-0.21357931,-0.27306056,-0.38234317,-0.3864159,-0.31913322,-0.22242397,-0.22998318,-0.31441423,-0.22526848,-0.3379474,-0.47513556,-0.48357096,-0.36261845,-0.6250418,-0.75600535,-0.8197494,-0.82079726,-0.7963633,-0.63018775,-0.72736335,-0.7074849,-0.5947787,-0.56748754,-0.7201015,-0.70651776,-0.7087731,-0.701396,0.09105,-0.80889803,0.091052294,0.09056169,-0.77544546,0.09205839,0.090513766
-2.184358,-2.2232494,-2.20789,-2.1121361,-1.9882275,-1.9849089,-1.9633574,-2.2305355,-2.3380933,-2.6123514,-2.7661438,-2.888638,-2.6926894,-2.7264001,-2.636807,-2.543233,-2.0482078,-1.6214547,-2.2328134,-2.2437096,-2.1676521,-2.1626096,-2.1141534,-2.016539,-1.6275022,-1.2792314,-1.2982724,-1.0547807,-1.0546881,-1.1504062,-1.2005266,-1.1472535,-1.7418071,-2.7865481,-3.169766,-3.4486432,-3.2893095,-2.8067589,-2.333849,-1.7621187,-1.2707376,-0.85437363,-0.4427937,0.004235834,0.17635652,-0.00088220835,-0.4382566,-0.80571455,-0.87259007,-0.7583116,-0.7024186,-0.7567824,-1.244756,-1.2472264,-1.0160497,-1.0277929,-1.0400665,-0.9689975,-0.9230841,-0.9327078,-0.9373341,-1.1176282,-1.8036026,-2.9432726,-3.5292258,-3.3669143,-2.7439432,-2.3394215,-0.9194792,-0.50062037,-0.2938792,-0.7644228,-0.4139744,-0.68914104,-1.2394252,-1.325925,-0.9824324,-0.7038975,-0.5568858,-0.41964874,-0.19938171,0.36879513,0.80693495,1.0435323,1.2901316,0.4277805,-0.62014514,-1.6465356,-1.6235943,-1.4436319,-1.5919038,-1.1629663,-0.24675544,0.32222676,-0.13302846,-0.5256585,-0.8045543,-0.77939063,-0.49045405,-0.10346879,0.26362222,0.94669235,2.2795835,3.1078117,4.1634607,6.328979,8.078919,9.520693,10.763567,11.4466505,11.431717,11.314682,11.155512,11.092749,11.046159,10.978468,10.609414,10.485133,10.423833,10.379765,10.309397,10.030238,9.866711,9.623502,9.4199,9.255078,8.890009,8.491818,7.7833214,7.3574486,7.311496,7.3705645,5.7992954,3.7185366,3.3432915,3.6292167,1.9078672,1.5144935,2.3922894,2.7868161,2.0321212,1.3854494,1.0030553,2.305596,3.432063,1.9178209,1.2105587,0.32648963,0.2781245,0.13032998,1.6453304,0.7288275,1.64557,1.6468592,0.2930405,1.6422397,1.6468655
-0.31795236,-0.9110053,-1.2373308,-1.3730435,-1.363697,-1.588233,-1.8247609,-1.9479952,-2.1243105,-2.1991954,-2.264855,-2.284466,-2.2714014,-2.3369818,-2.334461,-2.3075752,-2.2561448,-1.9989703,-2.1033313,-1.712631,-1.5026076,-1.1874683,-0.83715653,-0.096760236,0.5920053,1.0095763,1.3702921,1.9403064,1.9574773,1.5978171,0.9001246,-0.37067884,-0.6408847,-0.6184888,-0.79683125,-0.7700551,-0.23657961,0.47872013,1.0218658,2.066894,5.060269,7.1223965,8.393177,9.084405,9.683052,9.877619,9.650223,9.08052,6.9169083,4.1766624,2.1314988,0.98759985,-0.14952826,-0.83132875,-0.95728266,-1.0351417,-1.1421499,-1.2328191,-1.3894117,-1.5631099,-1.6682028,-1.8921406,-1.9564182,-1.4308543,-0.9207084,-1.2231598,-1.0010316,-1.2532289,-0.9469986,-0.98051125,-0.965203,-0.97768706,-1.2434998,-1.5061942,-1.3785232,-1.3266648,-1.4442471,-1.495095,-1.38185,-1.2720759,-1.2934035,-1.05541,-1.0066348,-0.7887158,-0.5157165,-0.9585078,-1.3005618,-1.0048219,-0.8253241,-0.819041,-0.7896011,-0.4764315,-0.44271335,-0.7306964,-0.84087604,-0.66051716,-0.8868873,-1.2095408,-1.4722383,-1.6998138,-1.7208505,-1.5509748,-1.0031272,-0.6948786,-0.46307516,-0.19127682,-0.11254081,-0.06273733,-0.13748975,-0.4642194,-1.0927594,-1.5437549,-1.9480371,-2.1424627,-2.3539562,-2.1768694,-2.0096927,-2.0104938,-1.9694437,-2.1210504,-2.087819,-2.0858788,-1.9760616,-1.8693435,-1.8700111,-2.0010777,-2.0099242,-1.9185032,-1.7500775,-1.6743239,-1.6580144,-1.7222829,-1.5124505,-1.4299185,-1.5032736,-1.5605638,-1.4098669,-1.3690988,-1.376418,-1.3848448,-1.433389,-1.4223893,-1.3131719,-1.270997,-1.2860656,-1.3741447,-1.4280397,-1.4704112,-1.4806869,-1.4859626,-1.4361031,-1.5599321,-1.4361373,-1.4362946,-1.3949513,-1.4358878,-1.4363151
-1.2738979,-1.1954402,-1.132809,-1.143151,-1.1137457,-0.9934159,-0.9073208,-0.9713897,-1.03294,-0.9960504,-0.7738032,-0.47538447,-0.262292,-0.4447924,-0.4259609,-0.3854598,-0.033000797,-0.6085314,-1.077236,-0.84877694,-0.7962841,-0.41743273,-0.2160514,0.03291124,0.45117414,0.8494762,1.4158247,2.417854,5.473328,9.461217,11.388892,11.442612,9.101269,4.8729906,2.7282581,0.9603183,0.26168355,0.17570573,0.2454178,0.37588006,0.82515585,0.97132397,0.76423657,0.4923584,-0.122470826,-0.483202,-0.35076028,0.014425598,-0.30545032,-0.8723123,-0.7987168,-0.5857614,-0.35287488,-0.4867068,-0.78567755,-0.66929984,-0.39327928,-0.08866912,0.26366523,0.69247794,1.1908894,1.6747527,1.6884723,1.0948651,0.6547829,0.20695207,-0.48470247,-0.39447692,0.045144767,0.036753535,-0.13442338,-0.3470475,0.12727672,0.8941641,1.1333004,1.1207014,1.421721,1.699311,1.7029585,1.3657417,1.1070454,1.9674222,3.9495482,8.363474,11.1811285,12.135506,12.072581,10.41133,8.308674,4.319562,3.1606312,2.5537891,0.949135,0.16237663,0.31774336,0.22753637,0.3475625,0.31660488,0.040766567,-0.14679837,-0.20243981,-0.012210101,0.054609925,-0.13069962,-0.3870074,-0.52878857,-0.6872233,-1.0280238,-1.1367874,-0.91014874,-0.5081663,-0.5999093,-0.87316453,-1.1015866,-1.2793442,-1.5174028,-1.7563155,-1.7444658,-1.7233921,-1.6282318,-1.6571277,-1.757022,-1.7609582,-1.8332882,-1.8758899,-1.9380555,-2.0963206,-2.233831,-2.302908,-2.200144,-2.1309798,-2.1239045,-2.1924865,-2.2027018,-2.2144303,-2.2568169,-2.1377387,-2.2819433,-2.1187277,-1.9735098,-1.9729782,-1.9631722,-1.9902784,-2.1178963,-2.1909142,-2.0808067,-1.9678669,-1.9161985,-1.7414383,-1.7345055,-1.6943247,-1.7886779,-1.6942474,-1.6935208,-1.714962,-1.6961367,-1.6934111
-0.86407906,-0.991971,-0.9982058,-1.0416651,-1.0852153,-1.2297909,-1.419545,-1.4054147,-1.3791976,-1.351207,-1.4358459,-1.3805034,-1.5181339,-1.6328213,-1.4697034,-1.466882,-1.7895117,-2.2821114,-1.8653157,-1.1422626,-0.83129144,-0.8000028,-0.70189965,-0.51387817,-0.48594934,-0.6098023,-0.91729474,-0.38163623,-0.1328999,-0.18352294,-0.3009958,-0.76427406,-1.7213494,-1.9443109,-2.1253297,-2.0102813,-1.8365151,-1.5735492,-1.2723649,-0.84279406,0.4527627,1.7269754,2.0181239,1.9321795,2.0300636,2.1325817,2.1208124,1.563782,0.39118806,-0.28202486,-0.23974253,0.6125965,1.1973925,1.5217499,2.1686199,2.641826,2.8240716,2.9085824,2.9490662,2.9503136,2.9586132,2.8271506,2.2208042,1.1823211,-0.7046488,-1.282361,-0.98889244,-0.136796,0.7897155,1.3455936,2.377533,6.5385456,9.716572,11.989197,13.008234,13.016243,12.788083,12.268469,11.325439,9.922079,8.528276,6.748803,5.4311204,3.3973446,1.7104714,1.637397,2.638201,7.8659472,10.783176,12.341055,12.342298,10.913994,7.4651084,3.3917522,2.5500638,1.5828167,1.128849,0.56945086,-0.092670634,-0.5328658,-0.69249225,-0.8137896,-0.7565532,-0.645542,-0.7206284,-0.99281305,-1.0745397,-0.7991371,-0.24046722,-0.072191566,-0.32362387,-0.5258943,-0.6887251,-0.78232455,-0.78900236,-0.6251486,-0.61816883,-0.69384545,-0.79132736,-0.9198714,-0.91502094,-0.93677485,-0.769987,-0.7703569,-0.9637749,-1.1380422,-1.3133769,-1.434182,-1.6321411,-1.6371274,-1.6185149,-1.5878541,-1.8448927,-2.0281441,-2.1247957,-2.0890474,-1.933005,-1.926429,-2.0331616,-2.1407177,-2.2377439,-2.2052615,-1.9120607,-1.9862846,-2.0182312,-2.0301054,-1.8487326,-1.7126373,-1.7946843,-1.794209,-1.9490771,-1.9092218,-1.9491426,-1.9495697,-1.7083981,-1.9483616,-1.9496208
-2.4497838,-2.444632,-2.4552283,-2.4381504,-2.4209657,-2.4442072,-2.5025609,-2.6165423,-2.6712441,-2.6515155,-2.6938634,-2.7788882,-2.7284892,-2.6468759,-2.8408232,-2.8443637,-2.6612968,-2.131614,-2.0069058,-1.9573842,-1.9229084,-1.8976064,-1.7391162,-1.1659913,-0.51736355,-0.11763644,0.5748979,1.1953855,1.078712,-0.4578193,-2.3084667,-2.9893909,-2.72859,-2.9155922,-2.6900606,-2.4927244,-2.3290467,-2.2069483,-2.1662703,-2.1812434,-2.037024,-1.9186771,-1.6853721,-1.3759748,-1.0321579,-0.65947944,-0.5537182,-0.5988257,-0.9729971,-1.17794,-1.3812878,-1.111647,-1.2527264,-1.383662,-1.1597122,-1.0311439,-0.89393264,-0.8000196,-0.7731131,-0.7946452,-0.865457,-0.9825257,-1.3177817,-2.5374022,-2.7554076,-2.680107,-2.4790452,-2.6726046,-2.4083402,-2.2357943,-2.1612406,-2.208624,-2.4387004,-2.4453056,-2.630301,-2.674401,-2.7191381,-2.7229118,-2.6844094,-2.743301,-2.742772,-2.2446475,-1.8372824,-1.5640707,-2.1315486,-1.8492523,-1.2281687,-1.195354,-1.9727165,-2.3931847,-2.403563,-2.6751199,-3.4003417,-2.9522407,-2.5818024,-2.0556202,-1.7960098,-1.5612086,-1.2839432,-1.2597685,-1.303875,-1.2998396,-1.2383083,-1.2087429,-1.2163616,-1.4383824,-1.7232947,-2.0419493,-2.4042962,-2.737914,-2.9192042,-2.8156374,-2.5361543,-2.240843,-2.2191572,-2.129007,-1.7779585,-1.7193373,-1.7470491,-1.933834,-1.8903811,-1.7706147,-1.4982553,-1.3963488,-1.2938775,-1.3921716,-1.2731946,-1.1292769,-1.0214503,-1.108417,-1.1905214,-1.096374,-1.261828,-1.4460591,-1.4437976,-1.4020538,-1.5466487,-1.5498013,-1.5197709,-1.4552131,-1.5692488,-1.5671403,-1.7835742,-1.5705997,-1.4379506,-1.6266303,-1.8403804,-1.9392077,-1.8509201,-1.8026718,-1.7517309,-1.9109428,-1.7518034,-1.7522936,-1.9069967,-1.7504616,-1.7524064
