0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144
11.478132,11.486929,11.384516,11.14711,10.56801,10.746916,10.174053,9.035461,7.88499,6.748728,5.09333,3.6392996,2.5445788,1.5267012,0.931664,0.7277153,1.3026032,1.7524292,1.9037566,2.026022,2.1855578,2.0403533,2.3751702,2.7835026,2.9013724,4.25355,5.841417,6.27284,5.3160143,4.066574,2.949393,1.6476897,1.1285287,0.8494694,1.1167247,0.9429226,-0.018916309,-0.22094609,1.2251782,1.2219104,0.6740825,-0.31090176,-1.0001104,-1.0568591,-0.9562588,-0.40958965,-0.14084865,-0.011271745,0.19104588,0.37747645,0.5677053,0.9495084,1.3209155,1.4231117,1.3043718,1.3767357,1.3523095,1.9376446,3.1049592,3.3255816,3.5015028,3.9153848,4.1329565,4.343729,5.069716,6.2076864,6.933576,7.078475,6.7517853,6.1810827,5.43027,4.304619,2.9419913,1.8834865,1.6888897,2.109725,2.2393494,2.3677263,2.783428,2.897406,3.4449003,3.611637,3.347098,2.676569,2.4633179,1.5560839,0.70569736,0.623879,0.61201817,0.48279655,-0.33249548,-0.40820473,0.11257315,0.96830875,1.094656,1.0047832,0.59247434,-0.2964433,-1.4481729,-1.7208328,-0.99358916,-0.57500136,-0.5904545,-0.60284674,-0.6238991,-0.6474487,-0.5780357,-0.43866193,0.08775313,0.35863602,1.6417919,2.6950727,1.6746821,0.4104434,-0.009012142,0.2320543,0.7295986,0.964473,0.9370402,1.0213101,1.9679608,4.380375,6.3158407,7.12744,7.5974164,8.521845,9.494823,10.093231,10.774558,10.8742695,11.411741,11.646568,12.155584,12.310663,12.449834,12.567661,12.333638,12.071079,11.869352,10.781192,10.781124,10.781365,12.706533,10.781767,10.780964
-1.6727107,-1.6138525,-1.5262556,-1.2969699,-1.0168035,-1.1663629,-1.1764182,-1.2525889,-1.2836871,-1.3512686,-1.2557664,-1.1575876,-1.0901028,-1.052039,-1.2336394,-1.868221,-1.952815,-1.8567446,-1.7700007,-1.7360333,-1.5964094,-1.5213382,-1.7449305,-2.022664,-2.4032598,-2.5995517,-2.47744,-2.3867743,-2.2632914,-2.2766275,-2.119699,-1.8019332,-1.5823703,-1.5600002,-2.0024774,-1.3808978,0.31846943,0.64202195,0.13626799,-0.13628703,-0.27228582,-0.28438148,-0.2809718,-0.34671217,-0.5762001,-0.8845214,-1.0249364,-1.1063784,-1.1632327,-1.1960924,-1.1283851,-1.0381584,-0.9582358,-0.7776558,-0.8699583,-1.0127501,-1.3028126,-1.7012749,-2.1844993,-2.441332,-2.527035,-2.6638193,-2.8516877,-3.019793,-3.228205,-3.496355,-3.583928,-3.4846582,-3.2358756,-2.9756808,-2.7375093,-2.6202836,-2.3946033,-1.9665542,-1.8349272,-1.6619674,-1.5569215,-1.35575,-1.3609378,-1.285924,-0.82868564,-0.7257947,-0.8051958,-1.0011932,-1.1265142,-1.0856135,-1.6860082,-1.9608535,-1.8944237,-2.172018,-1.797628,-1.8454994,-2.2377276,-2.6955693,-2.5111423,-2.3529785,-2.2153587,-2.2202108,-2.3310547,-2.5392022,-2.65831,-2.641577,-2.5821843,-2.5680387,-2.5875092,-2.5574226,-2.5800533,-2.6684558,-2.757018,-2.8134632,-2.525529,-1.6492015,-1.5539322,-1.6463766,-1.6366453,-2.0442014,-2.1762164,-2.1887171,-2.0339215,-1.7722056,-1.4844258,-1.1624687,-0.8737393,-0.79007196,-0.64251035,-0.617882,-0.77163905,-1.1191993,-1.7512239,-1.7977368,-1.8115919,-1.9355581,-2.1303673,-2.293617,-2.2511444,-2.3418622,-2.40555,-2.4012194,-2.334266,-1.0035065,-1.0034444,-1.0034754,-2.1297798,-1.0036379,-1.0033723
-1.0439309,-1.0314815,-0.96436304,-0.9779951,-0.7807706,-0.68353796,-0.4089216,-0.06666695,0.106985815,-0.010757215,-0.28606093,-0.57929397,-0.8684992,-1.3449453,-1.787268,-1.9553196,-1.9692302,-1.8799665,-1.7625444,-1.7567093,-1.8426634,-1.954336,-1.7477162,-1.5396037,-0.81989264,-0.65143794,-0.70180446,-0.47714415,-0.30618882,-0.043113306,0.43068022,1.1953751,2.0377233,1.3093369,-0.17430253,-1.6798532,-2.144548,-2.0298448,-1.6212933,-1.6515613,-2.0118809,-2.3801742,-2.1646547,-1.4320211,-1.4384925,-1.1434948,-0.9637202,-0.866672,-0.7639312,-0.5811114,-0.29413936,0.2285298,1.2417324,2.7703493,5.8780637,9.107689,10.298846,11.508274,11.963368,11.8313265,11.618005,11.046023,10.282809,9.576512,8.7258625,7.608758,6.533995,5.6977663,4.932136,4.080175,3.011675,1.8211254,0.55121964,-1.0159773,-1.8065253,-2.2698965,-2.5164375,-2.5995085,-2.3013172,-2.0631557,-2.1015842,-1.8552647,-1.4981724,-1.6071022,-2.0953307,-2.2503898,-2.4653168,-3.3329368,-3.3390455,-2.7271469,-1.8854002,-1.546708,-1.1724935,-0.96614695,-1.0187448,-1.1278158,-1.3578053,-1.7976708,-1.6483127,-0.524565,-0.06153211,-0.72848314,-1.2119058,-1.4292259,-1.5506815,-1.7059286,-1.9210739,-2.1421561,-1.9602189,-1.7520286,-2.0449553,-1.958761,-2.408026,-3.1181266,-2.884167,-2.4413598,-2.10012,-2.0289495,-2.1765306,-2.2467046,-1.9810619,-2.0592623,-2.0243752,-2.2095063,-2.3385992,-2.2839158,-2.2090964,-1.9393933,-1.7695998,-1.7608687,-1.5838752,-1.4891739,-1.3306062,-1.2274101,-0.95872647,-0.87604845,-1.098718,-1.3877535,-1.5339935,0.02795586,0.027963743,0.027787745,-0.67784214,0.027674913,0.028033659
-1.4025685,-1.2710621,-1.0759277,-0.7502576,-0.4053385,-0.45044896,-0.5144541,-0.70309687,-0.8803333,-1.056683,-1.1786351,-1.1797224,-1.0659294,-0.9306876,-0.86201143,-1.5656369,-2.0066857,-2.2867842,-2.2999973,-2.213253,-1.7464652,-1.344531,-0.53387517,-0.5683128,-0.16498627,-0.6792567,-0.65157866,-0.36042428,0.010226337,0.47346115,0.9631422,1.0979795,1.1119666,1.2022891,0.011226345,-1.3725883,-0.68141186,-0.14873461,-0.19934128,-0.56209135,-0.7180533,-0.8688584,-0.95859706,-0.693672,-0.87158966,-0.76899666,-0.769156,-0.7643485,-0.75111616,-0.66695,-0.54956424,-0.38429767,-0.28167847,-0.20795143,-0.31833667,-0.50602525,-0.7957425,-1.304101,-1.8531058,-2.1278667,-2.2025988,-2.187007,-2.1748066,-2.154878,-2.0632052,-1.9117316,-1.9026425,-1.797777,-1.5460653,-1.4254035,-1.4153982,-1.3011103,-1.1972587,-1.2045408,-1.1333462,-1.1151807,-1.12572,-0.72954094,-0.40877706,0.161425,0.23561604,0.0015684664,-0.330028,-0.8166978,-1.1806962,-1.2935251,-1.6985714,-1.500235,-1.2316482,-1.1692276,-0.80968463,-0.82090926,-1.1203687,-1.4605287,-1.5645465,-1.615411,-1.6075672,-1.6340029,-1.6652546,-1.3659393,-0.55074346,-0.4135002,-0.6178811,-0.77946913,-0.952693,-1.0362983,-1.1177672,-1.0794096,-1.0654656,-1.1420314,-0.9757848,-0.44303212,-0.49231857,-0.8337827,-0.71436155,-0.8509275,-0.97712827,-1.0042125,-0.97738135,-1.039733,-0.89457494,-0.6156392,-0.23704715,-0.17684111,-0.06393236,0.036023125,0.045884803,-0.45717254,-1.1420597,-1.2498218,-1.1605815,-1.2185612,-1.40011,-1.5870245,-1.4127126,-1.4675809,-1.5378108,-1.5526979,-1.4887279,0.2890592,0.28910837,0.28900626,-1.3040634,0.28877443,0.2892808
-0.12186697,-0.6219234,-1.0189109,-1.4005585,-1.7773911,-1.7047163,-1.7612529,-1.8139613,-1.7227328,-1.3862109,-1.0330075,-0.893021,-0.9091348,-0.9894997,-1.1400797,-0.73111945,-0.4017869,-0.11149557,-0.024140306,0.092458904,0.4792561,0.6498289,0.47187465,0.2845601,-0.50722647,-1.2548597,-1.2093223,-0.86677617,-0.14933443,0.4353783,0.3882146,0.5593356,0.23294283,-0.48939043,-0.7679001,-0.5584216,-0.35924286,-0.6433769,-0.43665993,-0.11431685,0.26112553,0.6391415,0.78569067,0.63020307,1.0942403,1.5399517,1.6833057,1.7176144,1.7507006,1.7585474,1.6695627,1.7230988,1.8515129,1.647222,1.21597,-0.27236268,-1.271432,-1.6102774,-1.5525479,-1.1988802,-1.0007375,-0.85077643,-0.61257464,-0.33719084,0.23447502,0.83795834,1.2752342,1.3326097,0.8339551,0.3755262,-0.012108684,-0.13363057,-0.34023094,-0.39011112,0.12317768,0.2958746,0.50299466,0.2308929,-0.35699514,-0.9640975,-1.5831754,-1.6804533,-1.8780632,-1.7191215,-1.4734118,-1.3400669,-1.0640007,-0.5625859,-0.51133657,-0.7506163,-1.2394159,-1.435904,-1.4283401,-1.2868211,-1.2186826,-1.318751,-1.345211,-1.2273175,-0.5923491,0.59101737,1.4048817,2.011024,2.1432133,1.9004501,1.6213621,1.5742431,1.4575456,1.4205303,0.68400896,0.22762811,-0.16233015,-0.9823588,-0.4969417,0.39340383,1.220253,2.185018,2.5243459,2.5911703,2.333637,1.8019872,0.39527002,-0.51887757,-0.99283135,-1.0082017,-0.94798887,-0.83845156,-0.65627164,-0.42999,-0.25148025,-0.2886187,-0.41700688,-0.55722404,-0.79820144,-0.8732322,-0.96170795,-0.9107448,-0.8316958,-0.7679564,-0.76379275,0.7115713,0.71155524,0.71164,-0.7543057,0.71175027,0.7114351
-3.3461564,-3.2602904,-3.1459546,-2.9386234,-2.6704912,-2.696486,-2.6644123,-2.5621529,-2.4016635,-2.2146192,-2.0245776,-1.8314581,-1.4810137,-0.93620384,-0.18606824,-0.33023083,-0.9626011,-1.1810588,-1.2098397,-1.210507,-1.0290873,-0.87266207,-0.9470986,-1.119659,-1.2786155,-1.5065887,-1.5860751,-1.6478374,-1.6814651,-1.4513222,-0.8975814,-0.5781508,-1.0066687,-1.004714,-1.1169853,-1.0791498,-0.94955254,-0.20812626,-0.1274335,-0.34119144,-0.7272431,-1.1055393,-1.9718139,-2.2956078,-1.8607064,-1.5923884,-1.4679093,-1.3883933,-1.2709904,-1.120013,-1.0609137,-1.0801148,-1.3580737,-1.9573519,-2.5061622,-1.9128695,-1.5589213,-1.772171,-1.7504114,-1.4083425,-1.3528696,-1.1359754,-0.68739307,-0.40602213,-0.41985738,-0.8208047,-1.4040788,-1.6102197,-1.6119239,-1.5436103,-1.7025442,-1.7301866,-1.5652665,-1.6857182,-2.0923703,-1.5843183,-1.1655576,-0.36776423,-0.16308254,-0.2888849,-0.87866014,-1.3595867,-1.663538,-1.8432131,-1.9788606,-1.7465651,-1.895417,-2.3413496,-2.575346,-3.1607041,-2.3441584,-1.8984067,-2.1046507,-2.419376,-2.4235358,-2.3611813,-2.0355608,-1.4493445,-1.0680933,-1.4955056,-1.9991024,-1.598371,-1.0903004,-0.8094999,-0.63773155,-0.4700635,-0.41300058,-0.4922989,-0.739424,-0.90899014,-1.2194746,-1.545764,-1.1141756,-0.29585767,-0.6344068,-1.2215427,-1.5905619,-1.9154693,-2.2887044,-2.8818495,-3.5810876,-3.7952487,-3.770792,-3.541182,-3.2924519,-3.308774,-3.3897996,-3.3021083,-3.2081747,-3.2006593,-3.1512341,-3.130434,-3.183432,-3.1428485,-3.1253862,-3.2531197,-3.1527414,-2.777081,-2.6155472,-1.869703,-1.8696581,-1.8697526,-3.1062021,-1.8699056,-1.8695631
-1.8125327,-1.8200126,-1.7300133,-1.6046042,-1.5904739,-1.8634577,-2.0406718,-2.115755,-2.0713258,-1.9224252,-1.8746846,-2.0575912,-2.1823354,-2.2240586,-2.2442353,-2.0766318,-1.6227561,-1.3452234,-1.2340809,-1.2421949,-1.2334383,-1.1841902,-1.6847659,-1.9511663,-1.9872527,-1.6105645,-1.4455044,-1.6302452,-1.5136104,-1.38276,-0.9883982,-0.34933403,-0.11172836,-0.17936547,-0.55033475,-0.4454199,0.30660793,0.7455955,-0.40317863,-0.80135846,-0.8061228,-0.4370994,0.15273014,0.34090143,0.26685882,0.14559108,0.08698675,0.11349657,0.11205709,0.0994125,0.17663014,0.117322505,-0.046034634,-0.14955908,-0.21957144,0.12720412,-0.28104782,-1.5347152,-2.696309,-2.9232023,-2.9175751,-2.8798232,-2.6741471,-2.549385,-2.571673,-2.878848,-3.1225162,-3.0671818,-2.9543605,-2.827714,-2.5515976,-2.4103878,-1.9432392,-1.2165496,-0.78720313,0.15506136,0.497026,0.80265886,0.24804492,-0.42637214,-0.7099593,-0.8339416,-1.4793813,-1.7819107,-1.5138142,-0.85077107,0.9793018,2.5390186,2.6318603,1.5234926,0.29319954,-0.52169156,-1.2750852,-2.099492,-2.3499398,-2.3753526,-2.4011233,-2.2256014,-1.7498889,-1.7408545,-1.7881627,-1.426152,-1.4351829,-1.7691867,-2.0014753,-1.8807819,-1.7799213,-1.746805,-1.8543774,-1.8391278,-1.7497315,-2.0439718,-2.0023491,-1.2622429,-0.7311598,-0.64632434,-0.5599816,-0.60492015,-0.5339415,-0.49249393,-0.50289583,-1.2529061,-1.8893815,-1.9595766,-1.9277043,-2.0752397,-2.3609843,-2.594911,-2.6547613,-2.5603209,-2.4692814,-2.4617152,-2.2014925,-2.1854444,-2.2563589,-2.3592513,-2.3590784,-2.3199375,-2.2055593,-1.7847667,-1.7847309,-1.7847284,-2.2521272,-1.7847745,-1.7846631
0.8603276,0.86878574,0.9042929,1.0689725,1.3060381,1.3033403,1.105665,0.76197946,0.64449674,0.47790664,0.05761716,-0.04270118,0.08076475,0.5856384,1.1096042,0.85699874,0.28494608,0.026994914,0.030051723,0.08901423,0.40878314,0.73240596,0.97074485,0.54996926,0.19985,-0.95132947,-0.71849215,-0.66157115,-0.3227279,-0.065076515,-0.015090905,-0.15962015,-0.3640023,-0.06375804,0.46590343,2.3042383,7.475374,10.245999,11.681002,11.544482,11.291055,11.228123,10.626432,8.623149,5.4553623,3.115703,2.4363456,2.0770006,1.811499,1.5751479,1.5044117,1.3088455,0.91721916,0.6864666,-0.08395609,-0.5749217,-0.50059044,-1.0091963,-1.6795671,-2.080402,-2.0460157,-1.8565758,-1.6452515,-1.4197612,-1.2870616,-1.2264398,-1.0367702,-0.7719239,-0.42530918,-0.30662295,-0.17949206,0.1856649,0.5285254,0.56184965,0.5378772,0.6337071,0.8848924,1.5257701,1.964741,2.1979833,1.802418,1.3345176,0.7190373,0.28419417,0.11982265,0.27347565,-0.025285915,0.052094966,0.23185976,0.11303154,-0.2762197,-0.7617028,-1.3687553,-1.9348307,-1.8333023,-1.6216897,-1.0948212,-0.73150706,-1.3711345,-2.4714596,-2.6400266,-2.003745,-1.3177625,-0.74494874,-0.3146556,-0.17163384,0.13989043,0.42019296,0.5895386,0.651687,1.3088168,1.9543326,2.0233257,1.6811914,0.9847571,0.1997407,0.06359053,0.1577996,0.5291584,0.87983185,1.0254779,1.1512152,1.5760837,1.793879,1.999114,2.23103,2.3482447,2.1738677,1.5094175,1.3529167,1.1874461,0.84871733,0.38507712,0.16379032,0.20282587,0.027173609,0.11303997,0.14544386,0.35468832,0.6195942,0.6196449,0.6196137,0.17173466,0.61944973,0.6197673
-0.91151124,-0.9421817,-0.9536722,-0.83144397,-0.87008315,-1.0316283,-1.104802,-1.0829523,-0.96506524,-0.6819092,-0.030477159,0.88792384,2.1212401,4.0930643,7.0189376,9.668785,11.043531,11.55794,11.728012,11.776732,11.822343,11.822892,11.595653,11.170886,10.015098,7.07548,3.188583,1.2697052,-0.03919042,-0.46206614,-0.48835897,-0.18226177,0.5092089,1.2473252,2.833939,4.290533,3.4479415,1.7267345,0.0072476715,-0.29384863,-0.28184265,-0.106294416,-1.1784106,-2.3731973,-2.4265888,-2.6474075,-2.7451906,-2.745678,-2.7468634,-2.8415241,-2.8385944,-2.847805,-2.811854,-2.7921832,-2.4016151,-0.82375133,-0.59396464,-1.3110843,-2.051889,-2.017257,-1.9531527,-1.9702106,-1.9832115,-1.9746338,-1.839577,-1.42435,-0.64239943,0.30195522,1.337563,2.324306,3.533546,4.1854563,5.6513925,8.598485,10.561622,11.5523615,11.741234,11.545619,10.891386,9.078461,5.4592047,2.20831,0.6557052,0.25669187,0.7413464,1.3804235,1.7393275,1.3915682,0.5941143,0.011859,-0.19914266,-0.5172485,-1.0677273,-1.5673984,-1.6486336,-1.5296665,-1.4105414,-1.0518839,-0.78681993,-0.8687278,-1.1204374,-0.8589469,-0.633846,-0.58359057,-0.4475513,-0.2814099,-0.1447002,-0.14801514,-0.4990399,-0.58146846,-0.59392214,-0.9067586,-0.7003147,-0.12568396,-0.58048743,-0.5487594,-0.4239083,-0.33013454,-0.2523388,-0.36882296,-0.9283058,-1.270759,-1.3430996,-1.1527138,-1.0258806,-1.1282461,-1.3347409,-1.5475427,-1.4869952,-1.2741618,-1.1697159,-1.1822264,-1.1402268,-1.1679425,-1.3115957,-1.2586247,-1.2844167,-1.1204808,-1.0604635,-1.1748419,-1.174907,-1.1749291,-1.2316124,-1.174906,-1.174819
-3.1783006,-3.212163,-3.319766,-3.4477649,-3.4768124,-3.4620996,-3.5343177,-3.7354121,-3.8320603,-3.8618054,-3.5669732,-3.179562,-2.8966804,-2.8061843,-3.0977316,-3.4265745,-3.6118262,-3.5514874,-3.563804,-3.6425142,-3.7423236,-3.722795,-3.8772597,-3.8751278,-4.057708,-4.058203,-3.7308655,-3.4563181,-2.7177627,-2.3557465,-2.3017814,-2.2629132,-2.5941637,-2.9332707,-3.1728423,-2.4649005,-2.5073547,-3.309416,-3.2703652,-2.5983763,-2.2220724,-1.8670679,-0.914671,0.34444344,1.9483461,2.5103464,2.6001616,2.610341,2.561209,2.559444,2.5147161,2.4242363,2.1565084,1.7909064,0.66092205,-1.5598726,-2.6936407,-2.8446417,-2.4288878,-1.9731379,-1.8805923,-1.9874185,-2.093566,-2.1918411,-2.1423147,-1.8163346,-1.5297837,-1.2393724,-0.98217833,-1.1008104,-1.3910592,-1.5297554,-1.7463521,-2.0052047,-2.362153,-2.7388873,-2.860495,-3.055171,-3.3189216,-3.9455867,-4.317294,-3.7379968,-3.5082812,-3.4504867,-3.5135474,-3.3109846,-2.8175359,-1.6144948,-1.5617719,-2.2696128,-3.0433023,-3.2327595,-3.1345341,-2.5979779,-2.0216484,-1.9370018,-1.7396936,-1.5705945,-1.0691395,-0.31559452,0.25214368,0.7680878,1.2155248,1.2863184,1.2937285,1.3780246,1.394817,1.3059912,0.9689643,0.48923177,-0.74131167,-2.3926573,-2.9288378,-3.1544132,-3.3242848,-3.4322062,-3.1756659,-2.9321494,-2.6514056,-2.654759,-3.554589,-3.832302,-3.6285172,-3.391217,-3.2496848,-3.1195407,-2.899231,-2.6053245,-2.5844646,-2.7486758,-2.8383856,-2.8295627,-2.7685976,-2.6879678,-2.640877,-2.6515384,-2.5870423,-2.5601287,-2.7187324,-3.1136866,-3.1136916,-3.1136127,-2.5735853,-3.113511,-3.11375
