0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153
13.227748,13.235626,13.3195505,10.444633,10.439168,13.271629,12.887339,12.34836,10.838695,8.908106,6.5879803,4.134927,2.812296,2.0362473,1.1672132,-0.31745753,-0.15621927,0.26184517,0.30734354,0.34807774,0.95022,1.0732466,1.4263749,1.9250376,2.0198195,1.5680532,1.0547291,0.62546575,-0.48843068,-0.45055217,-0.101173505,0.20366102,0.3309201,0.21968296,-0.34583962,0.28452438,1.115897,1.1431617,1.0356975,-0.1882498,-0.4955409,0.048495173,0.19688047,0.13816796,0.009343147,-0.024270117,-0.09068495,0.43993998,1.2025108,1.4801686,1.5784336,1.2068517,1.0674154,0.9282098,1.2041143,1.3018541,1.4427378,1.1507032,0.63987553,0.34688264,0.035086244,-0.32306755,-0.49922693,-0.14813869,1.2654476,1.7684612,1.8951355,2.1749334,3.2799306,3.694073,3.033847,2.3680887,2.0745623,1.7752624,1.087584,0.61071825,0.56007093,0.031416208,-0.60183144,-1.0349219,-1.1713102,-1.1937493,-1.1271782,-0.9832773,-0.9201925,-1.0108135,-1.0701933,-0.88233435,-0.7232267,-0.69280064,-0.56279,-0.21926092,-0.03774568,0.5191931,1.2704301,2.1784556,2.84372,3.3855472,2.575162,1.7221775,0.9814892,0.59657377,0.37198576,0.18288523,-0.23780373,-0.73668826,-1.0135785,-0.74757516,-0.5902507,-0.55965894,-0.5166935,-0.32393652,-0.33576196,-0.08286773,0.15385674,0.18974496,0.28283334,0.3065414,0.29557824,0.43742058,0.41929978,0.5464182,0.71549594,0.89459383,0.97367585,1.0700703,1.6678879,2.2604892,1.9616387,1.6694205,1.9611993,2.2773726,2.912579,3.602109,4.2568407,4.3712106,4.4255714,3.865943,3.7627618,3.3146763,3.589693,4.393197,4.87794,5.3321877,5.6422668,6.205971,7.244548,8.188314,9.972923,10.16308,10.32073,10.437817,10.43756,10.437487
-3.2816753,-3.2694051,-3.2116466,-2.6112814,-2.6094651,-3.0719805,-3.1561992,-3.2355137,-3.164009,-3.0093822,-3.1304064,-2.8615465,-2.6271877,-2.3506575,-2.1342738,-2.2451546,-2.8997483,-3.117389,-2.907552,-2.190745,-1.8826275,-1.2386795,-1.0316266,-0.8633988,-0.748533,-0.6581229,-0.6561818,-1.1114963,-0.8759226,-0.51302826,-0.74507195,-0.9122554,-1.0751293,-1.6884286,-2.2545295,-2.468249,-2.676235,-2.4701862,-2.2571344,-1.5358406,-0.71688396,0.24371545,1.3724327,2.3130178,5.1076336,7.938291,10.169738,11.784298,11.867044,11.588026,10.926619,10.493216,10.012263,9.561205,8.693792,7.633591,6.8593454,5.7996774,4.0358086,2.1798728,0.5490613,-0.2145036,-0.66670626,-1.1787653,-1.9443688,-2.0930548,-1.9536388,-1.8057103,-1.6390189,-1.93026,-2.276028,-2.074474,-1.1415123,-0.9808768,-0.9626305,-0.8813019,-0.6030344,0.099995546,0.20586345,-0.042189524,-0.30840853,-0.491943,-0.6399965,-0.87858033,-1.090909,-1.205379,-1.2328686,-1.2897248,-1.6476359,-2.155092,-2.5796614,-2.616035,-2.4633772,-2.301022,-2.5142891,-2.507267,-2.0430205,-1.4663279,-0.56573784,-0.036041006,-0.0047473162,-0.09742908,-0.18593587,-0.24811801,-0.39042237,-0.6166799,-1.1297374,-1.7053542,-1.8999631,-1.9342264,-1.9526336,-1.9603631,-1.8950461,-1.8547482,-1.8786895,-1.9985533,-2.0727928,-2.123494,-2.0820875,-2.0480037,-2.0414128,-1.976851,-1.8780218,-1.653949,-1.3866116,-1.1248927,-0.77252334,-0.37872982,0.07488009,0.22193533,0.33173555,0.4719543,0.38230348,0.08618474,-0.38098145,-0.56285554,-0.9998103,-1.2661254,-1.819306,-1.7758703,-2.1009486,-2.4521132,-2.6011274,-2.5751994,-2.6898959,-2.8251033,-3.0496492,-3.212861,-3.2859755,-3.3964958,-3.5610268,-2.6121306,-2.609244,-2.6092653
-0.9652709,-0.9679447,-0.9616277,-0.6793499,-0.67778444,-1.0067495,-1.1225,-1.1202323,-0.902351,-0.57638496,-0.21114458,0.18132123,0.61399317,0.81988126,0.72653174,-0.06604271,-1.0739079,-1.4337233,-1.5773745,-1.6013908,-1.8022901,-1.7699889,-1.8060886,-1.826155,-1.4409578,-1.349656,-1.431693,-1.5935389,-1.0495479,-0.9882668,-1.3255775,-1.6100994,-1.9058166,-1.8903058,-1.8392386,-2.1595082,-2.102847,-2.1726751,-2.1564605,-1.748252,-1.3993175,-1.6840947,-2.0457351,-2.0980446,-2.0635443,-1.820631,-1.575323,-1.471967,-1.6506815,-1.8585424,-1.9576792,-1.9369347,-1.8429389,-1.7889649,-1.7288435,-1.7305498,-1.7646224,-1.8115091,-2.1279454,-2.467681,-2.719952,-2.637948,-1.6304289,-0.62059003,-0.098795,0.21201444,0.06901486,-0.08028255,-0.019516364,-0.38839746,-1.0998209,-1.6864855,-2.054597,-1.9627669,-1.9109268,-1.7098719,-1.5208089,-1.3609786,-1.3909342,-1.4248178,-1.4447284,-1.4537498,-1.4920068,-1.5446855,-1.5776151,-1.6408417,-1.7226288,-1.7337861,-1.7411524,-1.8264399,-2.1304138,-2.6734896,-3.185373,-3.322495,-2.9715889,-2.627547,-2.5355988,-2.3710885,-2.094117,-1.5700388,-1.2247131,-0.9695379,-0.8674804,-0.96039283,-1.2772387,-1.719048,-2.0589166,-2.1350024,-2.1252398,-2.3711214,-2.6018229,-2.6680923,-2.6342125,-2.5315166,-2.3353891,-2.3319051,-2.3324838,-2.3816714,-2.4680471,-2.4223971,-2.4760227,-2.6483927,-2.8371706,-3.0962029,-3.2845802,-3.22945,-2.9136105,-2.459568,-2.2398148,-2.2673388,-2.2100453,-2.0391889,-2.0185516,-1.9231876,-1.6875069,-1.6349747,-1.602728,-1.7285488,-2.0522056,-2.6623416,-2.6630208,-2.6736233,-2.8386493,-2.9005294,-2.8654292,-2.6924763,-2.5591972,-2.6363862,-2.8159506,-2.7811573,-2.704319,-0.68436253,-0.6781794,-0.6782896
-2.5193853,-2.4993155,-2.46522,-0.3436001,-0.34055206,-2.1262221,-1.8953782,-1.7208173,-1.251312,-0.8746894,-0.6168667,-0.07077871,0.32723755,0.7228948,1.1924777,1.720896,1.2862072,1.239018,2.267223,5.905505,8.696779,10.823213,11.295382,11.648253,12.1162815,12.497252,12.62055,12.107054,9.874903,6.0031753,2.2070992,0.6551525,-0.15636176,-0.6345221,-0.652462,-0.91997933,-0.89547503,-0.76725936,-0.7479327,-0.22415544,0.14221019,-0.14457421,-0.600159,-0.7813046,-0.89657605,-0.8223646,-0.86713076,-0.7609162,-0.610152,-0.81382126,-0.9533416,-0.93662095,-0.86862826,-0.81140196,-0.82099247,-0.6993747,-0.5384583,-0.29039407,-0.32980132,-0.44710195,-0.578145,-0.49402723,-0.26436913,-0.08820295,-0.19875346,-0.4942626,-0.61636406,-0.72556573,-1.2564114,-1.875921,-1.6323009,-1.278116,-0.68280256,-0.216956,0.06258753,0.5477571,1.1394238,1.3907776,1.1655606,0.7505392,0.39630938,0.20086703,0.054502234,-0.1254885,-0.19215676,-0.16657454,-0.16846277,-0.08291122,-0.21124116,-0.6864325,-1.4714886,-2.191223,-2.5171626,-2.7091136,-2.8091326,-2.6398177,-2.3562958,-1.8094047,-0.8979365,-0.5244193,-0.609353,-0.8257041,-0.97690773,-1.1294576,-1.3399997,-1.5822134,-1.7700298,-1.9158,-1.7716018,-1.4941273,-1.0235481,-0.71002436,-0.38174605,-0.018309124,0.255175,0.21051352,0.1668615,0.06853187,0.058364883,0.18235216,0.09165962,-0.15483049,-0.2930221,-0.2555091,-0.034915023,0.4270007,1.3958004,1.8140327,2.1256886,2.1297796,1.8913474,1.6628777,1.3333509,0.9457264,0.47559366,0.2727872,-0.24707884,-0.6385921,-1.3270589,-1.2638727,-1.5919871,-1.7624947,-1.9059749,-1.8897066,-1.9429553,-1.8749039,-1.8370376,-1.8033227,-1.4742317,-1.5072945,-1.5832189,-0.34320977,-0.33998266,-0.34000304
1.6470147,1.560102,1.5060867,1.1489804,1.1454052,0.98537683,0.7483152,0.7229684,0.4663465,0.4943543,0.824682,0.7074888,0.306338,-0.13028812,-0.31418088,0.022015482,0.4582726,0.6933472,0.5283889,-0.61304677,-0.50454926,0.47665235,0.57506824,0.53527176,0.3178001,0.05444105,-0.123083755,-0.20990035,-0.77654326,0.056381866,0.6133779,0.72891724,0.63770765,0.18310183,-0.9522634,-1.8834095,-1.6394672,-1.2405028,-1.2046965,-1.1740136,-1.8263912,-2.0497465,-1.3303746,-0.74282587,-0.18326771,-0.060272746,-0.677263,-1.0999026,-1.0153344,-0.9271654,-0.9609722,-1.1428046,-1.2786667,-1.2307576,-1.0650271,-0.7667159,-0.5642775,0.12022616,1.0350153,1.9392544,2.4914804,2.4730308,1.550081,-0.13235676,-1.3711393,-1.6402501,-1.5502326,-1.5156515,-1.7080855,-0.9951844,-0.567439,-0.08232656,0.38470772,0.6108742,0.98573166,1.2337703,1.2774582,1.2667582,1.2434998,1.3476709,1.3559872,1.2532431,1.0500524,0.90161633,0.7737429,0.56660146,0.54447705,0.6801451,1.338191,2.2845097,3.5068772,4.4576116,4.828921,4.3217254,3.0434055,1.2423719,0.011156052,-0.9750522,-1.7494266,-2.0139284,-2.086292,-2.2995632,-2.5313518,-2.6679506,-2.485488,-1.9173017,-1.1970935,-0.5600972,-0.28807384,0.031480372,0.28552806,0.4349478,0.45297384,0.38339105,0.17561898,0.36890852,0.5041101,0.6103028,0.75264144,0.55961436,0.677014,0.8794292,0.9768119,0.87923694,0.86832947,0.42036486,-0.5267485,-0.8622111,-0.76664925,-0.11791743,0.1648773,0.077177584,-0.14171934,-0.5058037,-0.7865863,-0.9182558,-1.0573173,-0.8967384,-0.56242615,-0.13614354,0.0590168,-0.04171835,0.030482389,0.026996568,0.05370781,-0.12927169,-0.2856818,-0.2594319,-0.123295516,-0.014587417,0.09052463,1.1446563,1.1442885,1.144246
-2.4654198,-2.5894318,-2.6310463,-1.3298407,-1.3278549,-3.0189312,-2.9854097,-2.8386433,-2.427764,-1.5268259,-1.0457034,-0.71268404,-0.45240197,-0.27092162,-0.3017399,-0.5060996,-0.77745223,-0.7963441,-0.898196,-1.3293325,-1.330603,-0.7420685,-0.28912959,0.13856144,0.38117737,0.64741826,1.4180698,1.5503786,1.2024481,0.5433041,0.096861005,-0.12139708,-0.32504106,-0.8372097,-0.71226084,-1.3751607,-1.8677237,-1.7755301,-1.5480361,-0.8530104,-0.848681,-1.0753928,-1.0627296,-1.0795178,-0.9818051,-0.9902662,-0.98252815,-0.9849363,-1.0005381,-1.1446886,-1.2818369,-1.1521668,-1.057988,-0.9268435,-0.75538516,-0.5621368,-0.29368338,-0.1278835,-0.21111135,-6.2443316e-05,0.31879514,0.0024120808,-0.7962847,-1.3840417,-1.9009876,-2.2985542,-2.3056297,-2.2082367,-2.3906388,-2.1470938,-1.5669259,-1.153742,-0.70468706,-0.61833644,-0.39932868,-0.2488091,-0.6012776,-0.85780925,-0.60134816,-0.4332236,-0.46235985,-0.4969812,-0.5822375,-0.66194266,-0.64749295,-0.52528805,-0.51206386,-0.5292488,-0.40526915,-0.26460347,-0.24422748,-0.36916178,-0.6565589,-1.3265675,-1.8290788,-2.1210473,-2.4960704,-2.6233706,-2.7141452,-2.775158,-2.4613662,-2.1590576,-1.9329038,-1.577685,-0.9268396,-0.546716,-0.5939552,-0.7512654,-0.38779503,0.5657258,2.1477656,2.8194304,3.295047,3.6556823,3.910233,4.0851,4.202518,4.3216276,4.451872,4.533319,4.6100388,4.57921,4.4025507,4.0305705,3.544365,3.0483613,2.7088897,2.2074914,1.1610576,0.096479446,-0.7602533,-1.529558,-2.0599089,-2.5554867,-2.8801594,-2.948088,-3.143106,-2.9607058,-2.664771,-2.0697808,-1.8146808,-1.4856701,-1.3841612,-1.3409011,-1.3582345,-1.321141,-1.2500398,-1.0677768,-1.1475723,-1.2001479,-1.0941726,-1.3254826,-1.3270243,-1.326951
-2.092885,-2.1643248,-2.1848524,-2.5598645,-2.56029,-2.2949464,-2.4171233,-2.6109552,-2.7924316,-2.6326914,-2.3060048,-2.2154808,-2.255746,-2.260493,-2.1045876,-1.2204599,-0.93050885,-0.9473923,-1.1342387,-1.0944055,-0.85316324,-0.6540375,-0.71352637,-0.7893028,-0.9757258,-1.1712202,-1.2084806,-1.2652647,-0.77199244,-0.6702111,-0.34665513,-0.02231805,0.098155804,0.08345597,0.7886672,1.5816224,0.25918168,-0.35265377,-0.4286459,0.2700141,0.56605303,0.36823797,0.43855456,0.44457766,0.2807917,-0.19913326,-0.5961436,-0.96558344,-1.2160289,-1.2736233,-1.134213,-0.7654136,-0.4357071,-0.112418056,0.19226712,0.37086773,0.44810686,0.37120885,0.5687351,0.7714182,0.9545412,0.70751655,-0.03727497,-0.8352594,-2.0621247,-2.7965994,-2.8426795,-2.8415813,-2.9185247,-1.9300108,-1.0943727,-0.66330487,-0.43972197,-0.6202302,-0.50146234,-0.40583834,-0.154123,0.0033878684,0.22635846,0.42803347,0.5511069,0.6525344,0.72493345,0.73651946,0.691127,0.6951571,0.6056446,0.6251468,0.6588633,0.66188467,0.35841188,0.039189816,-0.24105644,-0.7072767,-1.2192888,-1.5810041,-1.3016013,-0.9465626,-1.1839893,-1.6938629,-1.7043924,-1.4555118,-1.1323347,-0.6676434,0.24630192,1.1820645,1.884042,1.9768405,2.0393472,2.10401,2.1261327,2.0198872,1.8011489,1.4171852,1.0224619,0.8543855,0.7417979,0.7279147,0.6770382,0.5255861,0.48507154,0.43505684,0.36031884,0.19438198,-0.046525512,-0.45157087,-1.0079287,-1.5020597,-1.4319918,-1.3473475,-1.4251316,-1.4198592,-1.471632,-1.6414433,-1.9544628,-1.9912044,-2.2131472,-2.2335434,-2.152727,-1.7656964,-1.6431639,-1.5583994,-1.4184538,-1.2266905,-1.3357551,-1.6432755,-2.0467486,-2.22612,-2.1635854,-2.2422056,-2.2290716,-2.5611808,-2.5604515,-2.560441
-1.2680633,-1.3927757,-1.4408451,0.52275914,0.52541333,-1.5405698,-1.7138785,-1.7222569,-1.3507637,-1.1557333,-0.75646293,-0.07242675,0.30431822,0.763955,1.206145,0.9838104,0.15811184,-0.06265026,0.30961964,0.72644687,0.060553044,-0.63473344,-0.54587376,-0.5480219,-1.0566537,-0.6890456,-0.06984222,-0.32643217,0.19631812,1.4481194,1.7707124,1.7781616,2.2156315,2.0257041,1.6371455,1.0835131,0.37900966,0.27262092,0.19750366,0.7324332,0.8410733,0.6227465,0.09415873,-0.23690957,-0.304932,0.17727256,1.0659709,2.2360256,2.7946484,2.4622564,1.8454435,1.477704,1.1364071,1.0160692,0.89763033,0.7538457,0.66989434,0.56051344,0.31508905,0.3092149,0.4912011,0.7476914,0.26961982,-0.81037056,-1.4789684,-1.637232,-1.440839,-0.6627305,1.7109067,7.1793003,9.642781,11.3395405,12.091627,11.955299,11.868421,11.4438305,9.816038,7.706789,5.620094,3.8428762,2.6754246,2.0334575,1.6542047,1.249755,0.99000394,0.887684,0.81347036,0.7747594,0.40917882,-0.27087083,-0.8218952,-0.90276694,-0.58352524,-0.18425262,-0.21887648,0.013782404,0.41537064,0.907439,1.9778098,2.1004481,1.6322546,1.0641773,0.54159,0.38693964,0.45900697,0.511502,0.24769914,-0.15151873,-0.21313125,-0.11054462,0.30791837,0.58785146,0.94780225,1.4234697,1.6341013,1.5122565,1.416339,1.4007449,1.7108608,2.026442,2.3311765,2.883721,3.4119544,4.3791075,5.3652925,6.5121584,7.5702963,8.174067,8.316154,8.063388,7.638749,6.9720325,6.139946,4.9013267,3.8843346,3.4594207,2.494947,2.284949,1.7041171,2.3804958,2.224979,2.1461205,2.0582287,2.112108,1.9790038,1.8167548,1.5609694,1.4427041,0.8951833,0.66777503,0.3758878,0.5268569,0.52647114,0.5264986
-0.9698859,-1.0192571,-1.0332212,-2.281748,-2.282818,-0.9563715,-1.0658957,-1.1687789,-1.1947256,-1.0157304,-0.96624833,-0.9602429,-1.1758116,-1.2452039,-1.019902,-0.29352915,1.0069195,1.2850878,0.6357805,-0.0004614517,-0.06685685,0.4308749,0.3123622,0.15537134,0.14315179,0.47925857,1.530576,4.0026903,9.050611,11.617892,12.436209,12.498783,12.352555,11.4741955,9.586302,6.633274,3.2972445,1.629461,0.951267,1.057457,1.6470101,2.0563507,2.2492454,2.0606208,1.3668641,0.3753295,-0.18032297,-0.19980593,-0.3736751,-0.330916,-0.22662401,-0.096625194,-0.3814917,-0.65220845,-1.2025158,-1.8673271,-2.121137,-2.3269205,-1.9116446,-1.5582619,-1.260966,-1.3121322,-1.4454224,-1.2122688,-1.8082708,-2.0368946,-1.6143147,-1.210614,-0.8809433,-0.46894637,-0.63581413,-0.8131821,-0.6355988,-0.6007269,-0.5556799,-0.89842045,-1.3370187,-1.4925987,-1.3187563,-1.1972665,-1.0891939,-1.0588049,-1.0757098,-1.1473142,-1.2680937,-1.3030485,-1.3643444,-1.4853115,-1.6980196,-1.7403927,-1.6107727,-1.2188693,-0.66081977,-0.3221286,-0.2996558,-0.6333084,-0.788424,-1.2015886,-1.3878131,-1.3415505,-1.2585706,-1.0524246,-0.7017923,-0.2818244,0.09160271,0.09263943,-0.27053788,-0.8383304,-1.3288819,-1.6776347,-1.8929584,-1.9930108,-2.0905945,-2.2343917,-2.380079,-2.35943,-2.39341,-2.3145018,-2.2158816,-2.166156,-2.066646,-1.8443024,-1.5500336,-1.0875214,-0.81412387,-0.7339159,-0.7870023,-0.79830515,-0.34159744,0.33069712,0.42098472,0.19609764,-0.098650806,-0.320465,-0.5435823,-0.56650937,-0.53607154,-0.26611897,0.2090073,0.6565954,0.8503934,1.0052989,1.3511903,1.3925753,1.1182518,0.79826325,0.3892277,-0.050101683,-0.8573447,-0.9802728,-1.2826035,-2.2812803,-2.2829983,-2.2829537
-3.2114248,-3.1959875,-3.1478267,-2.664525,-2.6663823,-3.2858863,-3.3671355,-3.2031112,-2.9295003,-2.4902983,-2.3788023,-2.5334115,-2.5560937,-2.658199,-2.7420635,-2.5243912,-2.9236398,-2.504591,-2.2489738,-3.0980263,-4.0051603,-3.6598115,-3.4742165,-3.090981,-2.419641,-2.1763172,-2.3319216,-2.6987514,-3.1508832,-2.8551092,-2.8195014,-2.7180743,-2.642651,-2.6214395,-3.1496587,-3.8777518,-3.5473022,-3.098862,-2.8541121,-2.7013776,-3.1004891,-3.452702,-3.4084623,-3.2344465,-2.7655406,-2.3713014,-2.1921897,-2.132315,-1.8426509,-2.0380645,-2.4981148,-2.64375,-2.7084517,-2.7707357,-2.8617685,-2.844778,-2.8343914,-2.7057133,-2.5377789,-2.2960873,-2.1926036,-2.525258,-3.1098564,-3.572152,-3.7023048,-3.466354,-3.3193665,-3.3139925,-3.4421177,-2.6019018,-2.243246,-2.0681345,-1.6167337,-0.8475646,0.6554261,3.884599,7.8984556,10.329832,11.381264,11.976837,12.2331295,12.376289,12.4501095,12.4409275,12.347434,12.078091,11.324671,10.488177,9.897369,9.063108,7.843244,6.234581,4.425782,2.4429266,0.30859178,-1.7881625,-2.8771043,-3.5403981,-3.8464842,-3.7223344,-3.382783,-3.2072945,-3.1841414,-3.2179003,-3.088223,-2.4814858,-1.506088,-0.53427726,0.011208717,0.59634715,0.9354789,0.919333,0.7734394,0.48452047,0.19535376,0.15338597,0.09783679,-0.028233021,-0.1454581,-0.40009466,-0.53194493,-0.7629705,-1.0253825,-1.4500587,-1.7284598,-2.2022057,-2.814051,-3.086821,-3.1459608,-2.907796,-2.843559,-2.83709,-2.9813714,-3.1869001,-3.3682606,-3.4828472,-3.4800382,-3.388629,-3.2452292,-3.1279814,-3.1387062,-3.3102927,-3.4612694,-3.5916524,-3.5610204,-3.5133433,-3.47409,-3.3450108,-3.2032511,-3.140964,-2.8775315,-2.662129,-2.6663728,-2.6663303
