0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129
12.396499,12.464278,12.366789,11.983261,11.727236,9.353933,10.976354,10.6677265,10.351396,9.206122,7.7456055,5.856331,4.4556,3.697031,3.0655937,2.4309952,1.7887769,1.666179,1.8796568,1.6319205,0.45417583,0.16188464,0.25124213,1.6218688,2.1737437,2.4015808,2.3408768,1.9621444,1.4779873,0.59130454,-0.3852157,-0.7947475,-0.91274834,-0.6895132,-0.31504905,0.15187746,0.07185966,-0.2560978,-0.6423944,-0.54981697,-0.46651348,-0.4433559,-0.3720496,-0.35129648,-0.30938736,-0.29352707,-0.21328673,-0.12605944,-0.10492344,-0.037983686,0.12642863,0.24240437,0.12814274,-0.19992661,-0.37452167,-0.21244723,0.12856525,1.1548038,2.6310387,3.3465738,2.6583652,1.2967439,-0.022469811,-0.7771859,-0.9251174,-0.91515136,-0.8207319,-0.7064967,-0.6076169,-0.61586946,-0.6346667,-0.67746395,-0.6968514,-0.76791036,-0.8449646,-0.8430149,-0.80517805,-0.7653641,-0.79448503,-0.70342517,-0.39486578,0.7296551,1.9661846,2.2867465,2.2060285,1.7921141,1.8506522,1.7261846,1.2179543,0.81398433,0.47378296,0.6715512,0.8059269,0.42176148,-0.018568136,-0.30308247,-0.36287403,-0.35271093,-0.11137846,0.19994864,1.0085521,2.021009,2.4024312,3.0386224,3.2701793,2.4873657,2.2553082,2.3739069,2.4971085,2.6126454,2.795825,3.5023084,4.293295,5.3810034,6.3022137,6.892207,7.134347,7.6264696,7.64961,7.9306135,8.169303,8.617262,8.857633,9.35027,9.8870945,10.075226,10.170017,9.3384,9.33828,9.3383045
-2.2632294,-2.3037896,-2.357564,-2.3916125,-2.2783737,-1.7752686,-2.1518905,-2.156802,-2.467508,-2.9226995,-3.1782875,-3.203649,-2.840881,-2.669485,-2.6491292,-2.8835855,-3.1126132,-3.2550902,-3.3286123,-3.1633742,-2.7151597,-2.6515288,-2.6030974,-2.5517082,-2.5075846,-2.4267437,-2.2913637,-2.095993,-1.9048729,-1.6576209,-1.6747401,-1.8307153,-2.0684543,-1.8639388,-1.6385832,-1.1541929,-1.151382,-1.189146,-1.6632924,-2.1448495,-2.352808,-2.4733238,-2.4933543,-2.467791,-2.3144212,-2.143557,-1.9370341,-1.7942631,-1.7424028,-1.6263721,-1.5076561,-1.3533633,-1.2354516,-1.2423487,-1.4139879,-1.54479,-1.6148431,-1.8193191,-2.0232787,-2.5434184,-2.7899847,-2.8017795,-2.8509393,-3.3735707,-3.6981792,-3.6162906,-3.3519654,-2.9842534,-2.6018083,-2.2768984,-2.016111,-1.7946451,-1.5745033,-1.413655,-1.2520552,-1.0648534,-0.86791474,-0.5676156,-0.136576,0.4157663,1.1617877,1.8933761,2.4375257,2.3603485,1.8467427,1.1004246,0.59504706,0.15939546,-0.4273877,-0.84481514,-1.2693205,-1.9856234,-2.402709,-2.6143675,-2.5572112,-2.4216466,-2.3238168,-2.1272674,-1.933938,-1.7495697,-1.5824137,-1.5104656,-1.4945555,-1.6086407,-1.9062511,-2.574453,-2.8762145,-3.0904546,-3.2425575,-3.3160028,-3.3455126,-3.36061,-3.3422744,-3.1927567,-3.066777,-2.981414,-3.10803,-3.1464353,-3.1600962,-3.2800317,-3.2916129,-3.2825475,-3.288835,-3.261954,-3.1664157,-3.0962033,-3.0428486,-1.7658546,-1.7657282,-1.7654574
-0.16292906,-0.15321225,-0.101154774,-0.33450538,-0.48742962,-0.2071121,-0.73955464,-0.8629937,-0.9159361,-0.90506315,-0.81682867,-0.6504757,-0.5695415,-0.6902509,-0.7929358,-0.89169127,-1.0122951,-1.20101,-1.4457313,-1.9060166,-2.2323515,-1.4831867,-0.8326464,-0.15762065,0.03963679,-0.009929597,-0.32104576,-0.7372787,-1.0295582,-1.594971,-2.3064346,-2.8442233,-3.4073422,-3.8106718,-3.4226432,-2.4080515,-1.8041264,-1.9784253,-2.0251718,-1.6459162,-1.3314016,-1.2960204,-1.2683624,-1.1750115,-1.0194569,-0.92155147,-0.8134474,-0.7202793,-0.7077759,-0.65589195,-0.57009596,-0.5796535,-0.8542634,-1.2975265,-1.6150271,-1.5486379,-1.1418328,0.3821556,2.1040373,3.1101117,3.5906787,3.6778529,3.2299871,2.8311062,2.114338,1.4629769,0.8652561,0.35522708,-0.520355,-1.203239,-1.7897547,-2.2187605,-2.5768683,-2.7614775,-2.947751,-3.0997243,-3.2432427,-3.3828235,-3.554412,-3.6692572,-3.6553469,-3.410829,-2.7988977,-2.3242586,-2.2473483,-2.4519217,-2.4882002,-2.485753,-2.7925606,-2.6866345,-2.5791218,-2.4466007,-2.5736768,-2.5706205,-2.5654213,-2.6649847,-2.850833,-3.1373835,-3.3698883,-3.5507307,-3.5930896,-3.1085987,-2.5448015,-1.7037976,-1.1291494,-1.3492343,-1.5978619,-1.9947438,-2.5568142,-3.1187944,-3.399221,-3.0662084,-2.5772758,-2.2296598,-2.1070015,-1.9797769,-1.7874866,-1.7602262,-1.68594,-1.6654587,-1.6500627,-1.6523719,-1.7003932,-1.7245672,-1.6726263,-1.7170441,-1.7324374,-0.2113621,-0.21128035,-0.21106923
-2.2709079,-2.23189,-2.0333486,-1.820725,-1.5182352,-0.8139632,-1.2143215,-1.0487463,-1.0640632,-1.1674062,-1.048887,-0.72088444,-0.2868352,-0.09334989,0.012158111,-0.002205953,-0.09671733,-0.38140452,-0.9197663,-2.0767152,-2.6757517,-2.2588525,-1.6396308,-1.4798673,-1.5836474,-1.5462927,-1.3218269,-1.0743566,-0.7939967,-0.39214098,-0.2750608,-0.81136096,-1.7465806,-2.129994,-2.0331347,-1.5386902,-1.2138968,-1.0142125,-1.0757384,-1.1191411,-1.1889056,-1.5165553,-1.7553636,-1.9283679,-1.975368,-1.9550478,-1.8926468,-1.8575456,-1.8409636,-1.7966233,-1.7223654,-1.6487823,-1.5602782,-1.4761567,-1.4708606,-1.4444818,-1.4393793,-1.4543905,-1.7746296,-1.9629458,-1.9339596,-1.7260435,-1.3005576,-0.98953587,-0.6292659,-0.2217219,0.010897368,0.23613095,0.22455461,0.10411073,-0.1037737,-0.3392162,-0.6027852,-0.7164668,-0.8431437,-0.9450718,-1.0319831,-1.048816,-0.9459162,-0.5964121,0.09792128,1.2819438,2.0730593,2.3638363,1.7358935,0.7192286,0.0022827834,-0.48791933,-0.87323976,-1.0522716,-0.89839554,-0.9565408,-0.8828181,-0.69591707,-0.4186115,-0.24736704,-0.15285592,-0.0854989,0.005157966,0.18960992,0.5220647,0.6414201,0.5012205,0.22611342,-0.10154435,-0.7790472,-1.0612922,-1.1776077,-1.3447884,-1.613334,-1.8470938,-2.0446544,-2.1398487,-2.3275878,-2.4036262,-2.220972,-2.2393484,-2.371195,-2.406804,-2.400103,-2.4428666,-2.5633883,-2.5848713,-2.738643,-2.9429615,-2.9372072,-2.9542677,-0.79706764,-0.79691064,-0.7967475
-0.96011317,-0.9762845,-1.2355683,-1.5622678,-1.692407,0.30308694,-1.8892301,-1.8452175,-1.5926824,-1.5473006,-1.4864645,-1.6033852,-2.0907269,-2.2055173,-1.9725516,-1.4106603,-0.4660645,0.197231,0.49387443,0.79935086,0.8964863,0.3767964,-0.67540056,-2.112975,-2.2429397,-2.027445,-1.7748711,-1.5988461,-1.4788077,-0.91393936,0.5603111,2.2539353,3.6989007,4.1738057,2.7667143,0.22393437,-0.95736593,-0.96477973,-0.4340667,0.010667384,0.64440715,1.3084497,1.6987731,2.029035,2.2759976,2.3803823,2.378364,2.370423,2.4043512,2.2734995,1.9708506,1.5529923,0.9544352,0.505575,0.4836114,0.24532478,-0.057947822,-0.67369115,-1.3684863,-1.3421116,-1.180413,-0.9860095,-0.5342265,0.42423314,1.4527531,2.1920424,2.7022188,3.044784,3.4185696,3.6676898,3.886613,4.0356956,4.138183,4.193013,4.2349257,4.29403,4.287954,4.2493186,4.0569634,3.681532,2.8582194,0.8309783,-1.0702517,-1.7087834,-1.6740255,-1.4883598,-1.3617045,-1.435339,-1.0255282,-0.7675728,-0.051244378,1.1438564,2.1123877,2.9050794,3.3903363,3.9555387,4.151605,4.20262,4.1011076,3.8294199,2.909096,1.3507843,-0.031486683,-1.6232508,-2.5202858,-2.5100877,-2.2319376,-1.8361515,-1.3581446,-0.88629574,-0.61119634,-0.7671153,-0.93219537,-0.94419104,-0.7897941,-0.6821367,-0.3397066,-0.39823535,-0.42564982,-0.30276507,-0.33106357,-0.29023945,-0.12841067,0.2207087,0.24458465,0.25465813,0.2012353,0.3014509,0.30135924,0.30093452
-1.3770416,-1.4276385,-1.5813534,-1.615939,-1.52073,0.27039072,-1.1868947,-0.9888267,-0.9477318,-0.3236646,0.24867788,0.7741643,1.1577574,1.371925,1.2275374,0.88963646,0.33706784,-0.09984535,-0.3823001,-0.5847568,-0.7609199,-1.5749993,-2.243916,-2.674393,-2.8897045,-2.933261,-2.6353617,-2.328401,-2.174585,-2.0652523,-2.052699,-1.9222797,-1.434169,-0.5487121,-0.18037668,-0.19412121,0.022277847,0.4727573,0.62898934,0.35940275,0.024956785,-0.048497587,-0.029484313,0.027667036,0.18151936,0.32501557,0.44826347,0.6133764,0.7331883,0.7807362,0.83687705,0.9196726,1.2202193,1.9020705,2.535125,2.6504292,2.2968957,1.5411212,0.62840176,0.29822034,0.39857918,0.8770075,1.3715972,1.269556,0.7765987,0.31177962,0.12849835,0.117957324,0.30184987,0.6688677,1.159112,1.713119,2.28408,2.6065028,2.8808725,3.008792,3.3425722,3.7347035,4.6161013,5.191935,5.434739,5.2479687,4.267954,3.181754,1.6610212,0.43770838,-0.36343837,-0.9517597,-0.88373905,-0.15661222,0.44138587,0.6230395,0.3779353,0.2975344,0.33291358,0.23388097,0.05729744,-0.05261287,0.0041599274,0.011053741,-0.20938405,-0.3752784,-0.23827633,0.09806985,0.7207831,1.4692199,1.6687905,1.7803456,1.9536467,2.1620638,2.100769,1.5374695,1.3059912,1.1819826,0.98734206,0.87869114,0.83917445,0.9210802,0.9574641,0.99233615,1.0203861,1.0321019,1.0780693,0.93420094,0.76173913,0.7563921,0.8065267,0.27211258,0.27193454,0.27133042
-2.0916348,-2.0588663,-2.126886,-2.0760245,-1.9896433,-2.7006261,-1.6475186,-1.55833,-1.5830908,-1.4412017,-1.2900962,-0.9085893,-0.42622295,-0.10176712,0.06678395,0.14930242,0.09082094,-0.17717487,-0.25788158,0.12772441,0.09338227,-0.445063,-0.72038645,-1.918145,-2.524085,-2.8187726,-2.7151294,-2.4588351,-2.2536035,-1.8003972,-1.0168467,-0.75403214,-0.645321,-0.27936995,-0.407924,-1.6611619,-2.435862,-2.1984103,-1.9879127,-1.7201743,-1.2989008,-0.7881911,-0.42925027,-0.2272489,-0.10374383,-0.06436141,-0.0074874423,0.03523848,0.018247698,0.06326112,0.14829344,0.24124539,0.36841226,0.28754333,-0.1464715,-0.6190546,-0.96548563,-1.3902795,-1.7366133,-2.1162615,-2.379309,-2.2732177,-1.8764867,-1.8280013,-2.017743,-2.1887305,-2.2294087,-2.3381283,-2.2660427,-2.1476812,-2.037599,-1.9197495,-1.8028121,-1.7402166,-1.6428616,-1.5379642,-1.4127091,-1.3068602,-1.2194978,-1.1961248,-1.4755585,-2.1274207,-2.38374,-2.5345984,-2.7107043,-2.8236418,-2.860488,-2.7845526,-2.212309,-1.4103221,-1.1340182,-0.87722695,-0.68427736,-0.7191386,-0.78073597,-0.80611056,-0.8780738,-1.1221218,-1.4230828,-1.6188812,-1.7650335,-1.7097664,-1.3258568,-0.99232626,-0.7335644,-0.43587017,-0.56116825,-0.85866797,-0.9198681,-0.76489216,-0.8328363,-1.2128972,-1.5941521,-2.0226033,-2.2751205,-2.4108713,-2.6497355,-2.7797837,-2.7668672,-2.9391873,-3.0040433,-3.0960197,-3.1686583,-3.313321,-3.3441877,-3.2462714,-3.2162328,-2.7036195,-2.7036476,-2.7036786
-1.0410672,-1.1207426,-1.0836713,-1.1535895,-1.1929283,-0.7536721,-1.4724269,-1.3975407,-1.6169099,-1.91165,-1.8308598,-1.4899883,-1.0000355,-0.9385276,-1.1511917,-1.4381726,-1.4861294,-1.5785106,-1.8046219,-2.2930517,-1.5714217,-1.3526475,-1.297904,-1.299686,-1.402841,-0.99219656,-0.3319311,0.13777691,0.47379202,1.0796509,1.1432266,0.9019958,0.9434445,1.9429373,3.0794935,4.133682,4.1319566,3.793005,2.6878414,1.1255326,-0.04088652,-0.86338425,-1.2628195,-1.4500079,-1.4530225,-1.3821551,-1.3038831,-1.2927852,-1.2416742,-1.2055895,-1.1326822,-0.9799973,-0.6908229,-0.33770758,0.16007897,0.41392636,0.3385011,-0.13207433,-0.6564168,-1.0502222,-1.1504074,-0.91026664,-0.54450214,-0.5414954,-0.40052402,0.0116793215,0.53128636,1.2112194,1.7065823,1.9765452,2.1056948,2.1668372,2.2019267,2.244252,2.1761537,2.1122856,2.1262283,2.3228536,2.9410472,3.8024795,4.967661,6.2768116,7.137168,7.2186704,7.141715,6.6819773,6.1378884,5.4764843,3.6125278,1.9807074,1.1687952,0.06427841,-0.46147534,-0.54340905,-0.35352457,-0.14794728,-0.11599806,0.15669468,0.3235362,0.3752862,0.14582461,-0.24705333,-0.49068475,-0.8212143,-1.226704,-1.8045743,-1.929455,-1.8318187,-1.6556442,-1.4187366,-1.0770941,-0.83202195,-0.8629927,-0.93000627,-1.0099337,-1.1410699,-1.4995619,-1.6754062,-1.875436,-1.7977362,-1.8321133,-1.9118826,-1.9032916,-2.0148938,-2.099506,-2.0761983,-2.0694964,-0.7441773,-0.74408793,-0.74394345
-1.4108107,-1.4413575,-1.5198922,-1.4447669,-1.4191399,-2.0593235,-1.2644628,-1.2192607,-1.3486729,-1.5257002,-1.6958768,-1.8398377,-1.6682479,-1.508715,-1.5302556,-1.7062414,-1.9084253,-1.885184,-1.6723487,-1.1373205,-0.84947157,-1.1498418,-1.3998379,-1.9723772,-1.9040005,-1.6152431,-1.4571004,-1.2218585,-1.0357318,-0.48998827,0.81049454,2.011042,2.59622,2.2316163,1.3599747,0.2523275,-0.8463853,-0.7799877,-0.57094216,-0.7403559,-1.0086398,-1.2308857,-1.3764551,-1.5101323,-1.6581309,-1.7238336,-1.805256,-1.8783103,-1.8809384,-1.8650867,-1.8850791,-1.7621958,-1.4630077,-1.1296126,-0.7600087,-0.46270496,-0.47270793,-1.1094167,-1.5819535,-1.9833531,-2.2594333,-2.3297951,-2.3378887,-2.3401537,-2.169179,-1.8502727,-1.4266468,-1.1191278,-0.6716479,-0.19843292,0.23409069,0.5853287,0.92226326,1.1175848,1.346515,1.6518354,1.8833368,2.1060762,2.2376869,2.2719507,2.0301828,1.4040226,0.37672526,-0.16836579,-0.24096295,-0.049432784,-0.005730003,0.108169824,0.2512747,0.18087304,-0.11899063,-0.6039411,-0.6144272,-0.3191983,0.05498579,0.45507997,0.76137906,1.107915,1.0906264,0.96870506,0.45452267,-0.44019052,-1.2029307,-1.7534394,-1.9810236,-1.8253951,-1.7903492,-1.7657678,-1.6301751,-1.3432804,-1.0488076,-0.8090162,-0.9100354,-0.9746587,-1.0482054,-1.1356566,-1.5107161,-1.7317615,-1.7653514,-1.9294491,-1.998006,-2.0899282,-2.15739,-2.256054,-2.2737336,-2.194942,-2.1185863,-2.059637,-2.0595813,-2.059402
-2.5657566,-2.410517,-2.2933662,-2.202261,-2.095828,-1.9716971,-1.929729,-1.9643815,-1.9901067,-2.1946592,-2.1516023,-2.088364,-2.1918492,-2.040965,-1.6749277,-1.3636935,-1.1704786,-1.1339626,-1.2034094,-1.1678216,-1.1366749,-1.8507769,-2.8224797,-3.5918806,-3.5207894,-3.4562144,-3.4769359,-3.5371013,-3.5993643,-3.7053652,-3.5755115,-3.1916153,-2.6456673,-2.06886,-2.8167448,-3.5507584,-2.3401365,-1.6030513,-0.35352346,0.7765409,1.9644217,2.8057275,3.1842928,3.3899264,3.5514991,3.648994,3.665377,3.6153831,3.6014433,3.4658828,3.1834817,2.820674,2.2570853,1.541019,0.82178724,0.2562788,-0.12148207,-0.59146374,-0.7804278,-0.3830173,0.17325988,0.81572497,1.9310825,3.2602158,4.273822,4.8862653,5.210393,5.4060416,5.473224,5.3055305,5.0748587,4.8475904,4.617509,4.4952383,4.4034023,4.202584,3.942902,3.6592927,3.0105414,2.0969777,0.7649435,-1.3409834,-2.5026202,-2.4757695,-2.1515043,-1.8223404,-1.6741829,-1.5318984,-1.185513,-0.9607363,-0.57633257,-0.2651953,-0.035294656,0.13683166,0.17960809,0.37065426,0.6260584,1.018282,1.1393181,1.0283461,0.5521464,0.0639247,-0.3478682,-0.9399598,-0.84957886,-0.095140904,0.45158356,0.8834846,0.9889529,0.7930869,0.26774952,-0.5503686,-0.99330276,-1.275794,-1.4945327,-1.6478436,-1.4948554,-1.4246793,-1.4036105,-1.4023432,-1.4798266,-1.453725,-1.3787564,-1.2805672,-1.3113902,-1.4782984,-1.6333668,-1.9887931,-1.9889312,-1.9893639
