0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143
12.510884,12.388462,12.169288,11.700945,11.09315,11.139817,11.377686,11.559966,11.199506,10.175333,7.967302,4.478556,2.3930073,1.4710493,0.7334352,0.36088014,0.93501693,1.2095464,1.0966283,0.79399097,0.14590329,-0.7569345,-1.5113676,-1.5019819,-1.0859821,-0.50919,0.3343775,1.0206348,1.4507644,0.056048606,-0.76689047,-0.86210334,-0.51829,-0.09230429,0.15814559,0.48325485,0.7507075,1.2796692,1.6210063,1.4823532,1.1179997,0.70461905,0.45474288,0.3873012,0.0023992062,-0.75421935,-0.9310708,-0.77882314,0.17110151,1.3587031,2.5586572,3.6838017,4.102539,4.095603,4.006009,4.252466,4.543478,4.692564,4.2915397,4.3089,3.0494251,1.7045653,1.1390469,0.80339366,0.7715388,0.87723815,1.2925816,1.5382195,1.5397117,1.3179035,1.1295816,0.825738,0.55009305,0.3329822,0.28727046,0.11646842,-0.086022586,-0.33015078,-0.48047554,-0.6369505,-0.6744317,-0.45419577,-0.6127021,0.5030165,1.5743372,1.5047028,1.6442579,1.9967878,1.8957261,1.4429122,1.5387907,1.6528583,1.6009557,1.6686257,2.2071624,2.4042475,2.439941,2.0656526,2.0544634,2.077448,2.0158837,1.8818127,1.8517816,1.9054425,1.7835141,1.8252021,2.0302281,2.092331,2.4673953,3.2090802,4.5563765,6.174015,7.675109,9.221544,10.351572,11.305564,11.8762665,12.213789,12.428383,12.563213,12.557731,12.706956,12.129696,12.682264,12.845523,12.704085,12.949885,12.881826,13.219718,13.100268,13.320942,13.252718,12.129733,12.129602,13.364985,13.341841,13.388483,13.40667,13.419088,13.377724,12.131072,13.349894,12.136718,12.130605
-2.6154332,-2.7067819,-2.8142996,-2.6905189,-2.4175334,-2.1412296,-1.9754128,-1.9188175,-1.9243517,-1.9091083,-2.0436878,-1.7627805,-1.6879343,-1.7124721,-1.8698508,-1.9555953,-1.929044,-1.8085194,-1.9749334,-2.2487655,-2.7748365,-2.9527543,-2.3631036,-1.5263895,-0.87912184,-0.7400052,-1.2583345,-1.6848269,-2.1253405,-2.1325226,-1.6991656,-1.4966959,-1.5815573,-1.839881,-1.973928,-2.1206272,-2.2252216,-2.3592424,-2.361803,-2.1259878,-1.8426609,-1.5950291,-1.5974848,-1.6820717,-1.6840235,-1.4503431,-1.2055485,-0.44229737,0.29649827,-0.10414684,-0.9171675,-1.7125795,-2.1645207,-2.4425695,-2.3874383,-2.1239865,-2.0272849,-1.7314379,-1.4649229,-1.5644047,-1.5754757,-1.1042768,-0.9336192,-1.0591054,-1.307524,-1.174805,-0.69827676,-1.0738546,-1.7530739,-1.9041507,-1.8947057,-1.866472,-1.8762907,-1.8677974,-1.8979666,-1.9021637,-1.8988998,-1.8308451,-1.7383354,-1.52914,-1.1950711,-0.86461556,-0.817279,-0.80691624,-0.0993388,0.27882385,0.067498,-0.9430292,-1.5740039,-2.3121257,-2.8536298,-3.0365152,-2.9330373,-2.8323252,-2.9933672,-2.8144038,-2.6654835,-2.6641612,-2.7702956,-2.783375,-2.686079,-2.6185336,-2.6021066,-2.6365085,-2.6399956,-2.6797352,-2.7641766,-2.7666206,-2.8223662,-2.91546,-3.0172787,-2.7769942,-2.5564315,-2.639192,-3.027205,-3.1117063,-2.97213,-2.7607522,-2.7323918,-2.8675337,-2.8641899,-2.8541865,-1.6968247,-2.975167,-3.052989,-3.0292857,-2.8629975,-2.7065783,-2.6179307,-2.6975613,-2.6722174,-2.772459,-1.6968181,-1.6968254,-2.6159868,-2.5813582,-2.4680853,-2.4860816,-2.4058323,-2.5309186,-1.6972648,-2.545218,-1.6990069,-1.6970983
-2.6744194,-2.777371,-2.6972625,-2.596445,-2.561242,-2.484159,-2.4588323,-2.4103165,-2.4031425,-2.2820704,-1.4957297,-0.6994822,-0.464976,-0.46531013,-0.68826216,-1.204141,-1.2108778,-1.1712735,-1.3039656,-1.533248,-1.9202182,-2.0327897,-1.9749205,-2.531603,-2.5497706,-2.1081576,-1.4624908,-0.8356491,-0.12719502,1.4812282,2.6020088,3.0878325,3.032401,2.712884,2.5714283,2.3161993,2.4623132,2.7455368,3.0296774,2.8765738,2.5118017,2.1001673,1.2420077,0.3113572,-0.49407157,-1.3652422,-1.952173,-2.240097,-2.2593002,-2.0407002,-1.6810327,-1.4901065,-1.4511023,-1.7292415,-2.021762,-1.8381524,-1.6473432,-1.351907,-0.9903106,-0.5813166,-0.42448017,-0.69475716,-0.84536207,-1.058885,-1.5039146,-2.1467927,-1.6871829,-1.4833376,-1.3942604,-1.3500276,-1.1564839,-1.0622946,-0.8339275,-0.8069937,-0.8702972,-0.9692086,-1.1039915,-1.2153299,-1.3445207,-1.5233798,-1.7435583,-1.7175775,-1.64417,-1.8039052,-1.9820652,-2.0166109,-2.3444676,-2.5581734,-2.5379672,-2.497277,-2.2459846,-2.2941751,-2.536056,-2.537436,-1.851921,-1.431442,-1.1026163,-0.42103994,-0.035264753,0.11713523,0.030203879,-0.011835709,-0.036139697,-0.067835696,-0.024719216,-0.06756103,-0.10808272,-0.23478368,-0.24815632,-0.31200945,-0.3139343,-0.44820765,-0.54552406,-0.64607775,-1.1172216,-1.4139369,-1.4558451,-1.4288611,-1.4192128,-1.398799,-1.3337344,-1.2519134,-0.5600395,-1.1299603,-1.1373185,-1.2001038,-1.0893711,-0.98765254,-0.85764265,-0.8674549,-1.032259,-1.066746,-0.56004536,-0.5600339,-1.0591447,-1.1536406,-1.1400325,-1.1242871,-1.1009487,-1.0621749,-0.5602503,-1.1348708,-0.56081,-0.56014204
-2.3358524,-2.367461,-2.363146,-2.2935395,-1.9231563,-1.7595186,-1.6860915,-1.6892617,-1.5679526,-1.1514244,-0.6823477,-0.37169826,-0.21983945,-0.28925067,-0.62133205,-0.5258658,-0.24300635,-0.08716947,0.04508394,0.2127265,0.25891832,0.26219127,-0.09606907,-0.74844086,-0.94193375,-1.2155323,-1.627225,-2.3030932,-2.7614632,-3.1170957,-2.671522,-2.352182,-2.0496054,-1.7688694,-1.5877424,-1.4556882,-1.4110714,-1.3952427,-1.3134639,-1.1120259,-0.9009919,-0.57555753,-0.17239304,-0.19914602,-0.1362723,0.03618875,-0.46979377,-0.61825293,-0.6452018,-0.8240885,-1.0320926,-1.7358017,-2.3801835,-2.7227407,-2.7117157,-2.7491553,-2.5753999,-2.089474,-1.8061057,-1.7911236,-0.71228117,-0.18148068,-0.124832705,0.025909975,0.05368516,-0.5192221,-0.75140405,-0.83162636,-1.1469792,-1.2065885,-1.1481528,-1.035486,-0.6051863,-0.3081135,-0.24188557,-0.122185245,-0.020109728,0.0017210841,-0.10770117,-0.22658372,-0.40163547,-0.47611016,-0.5969573,-0.40269887,-0.3333014,-0.19351983,-0.51203454,-1.374491,-1.6670228,-1.9858747,-2.2158618,-2.3536959,-2.5329697,-2.5644107,-2.3733604,-1.8855119,-1.767517,-1.5891222,-1.5759737,-1.6736934,-1.756976,-1.7826092,-1.8465521,-1.8930056,-1.8849242,-1.9576323,-2.065728,-2.1178842,-2.1669421,-2.1922808,-2.232375,-2.0817838,-1.9329336,-1.8947022,-2.0969563,-1.8093362,-1.5111525,-1.342199,-1.2098662,-1.2278594,-1.3210628,-1.3771114,-0.886145,-1.4593824,-1.6210057,-1.6491742,-1.6740127,-1.3963692,-1.5430008,-1.4415586,-1.543051,-1.6051552,-0.88613147,-0.8861202,-1.876157,-1.9090897,-1.9101452,-1.8856713,-1.8412023,-1.9206204,-0.886921,-1.9521604,-0.89063674,-0.8866307
0.24954808,0.37069136,0.40803418,0.094031185,-0.3633872,-0.62905383,-0.83962214,-0.9209958,-0.7742894,-0.47351775,-0.24339405,-0.3572565,-0.44150344,-0.5167111,-0.6003202,-0.72824776,-0.8823732,-0.8684751,-0.6443306,-0.21008635,0.8002269,1.9389716,2.296509,2.7406993,2.6708982,2.2098422,1.4577026,0.6152141,0.105939865,0.20773828,-0.5183728,-1.1903467,-1.6148893,-1.7038369,-1.662162,-1.6421707,-1.6435462,-1.5851077,-1.6099999,-1.7737796,-1.7566712,-1.6237127,-0.9820978,-0.45392448,-0.076863356,0.35339004,0.6767499,0.73129165,0.30548707,-0.6417527,-1.7768972,-2.1525373,-2.1140134,-1.5645612,-1.1092279,-1.2031091,-1.0527796,-0.9629275,-0.98607075,-1.014843,-0.99675333,-0.63463575,-1.080876,-1.8018782,-1.8728664,-1.122803,-0.43931085,0.11028593,0.98318994,1.203859,1.2254509,1.2718501,1.1423975,1.0369579,1.0622787,1.147394,1.2797399,1.3613534,1.4571936,1.4509034,1.4770523,1.1628052,0.09084739,-1.9153694,-1.7386737,-0.6743607,-0.14943582,-0.46147418,-0.53369063,-0.44828814,-0.31005937,0.10207343,0.64196694,1.1529928,0.7417612,-0.015404224,-0.55325556,-1.4876869,-1.8651447,-1.8759849,-1.7925466,-1.7431511,-1.6949015,-1.6626458,-1.6944022,-1.6410682,-1.5395728,-1.5337934,-1.5032772,-1.4740412,-1.3733768,-1.1870692,-0.76412606,-0.22812164,-0.3683616,-1.0264318,-1.5041386,-1.6866348,-1.7072425,-1.6613396,-1.7217488,-1.5901327,-0.7638241,-1.4614724,-1.4118395,-1.5146308,-1.5143893,-1.7120023,-1.6069403,-1.561727,-1.4638996,-1.3178651,-0.7637493,-0.7637969,-1.5763683,-1.5329518,-1.5625405,-1.5307075,-1.4914443,-1.4881148,-0.76442516,-1.6006612,-0.76797724,-0.7642754
-2.006101,-1.804883,-1.6965251,-1.7188625,-1.6513977,-1.6008172,-1.7103572,-1.7360566,-1.5226078,-1.1989768,-0.7937094,0.12005736,1.0372498,2.7014685,6.0066824,9.373331,11.164772,11.290905,11.240744,11.16828,11.019438,10.144514,8.527028,4.6492176,1.8121498,-0.426978,-1.5694304,-2.319878,-2.312652,-2.0427284,-1.8150165,-1.7534041,-1.9065397,-1.9108603,-1.8042576,-1.485096,-1.2452651,-0.6206475,0.39997935,2.9100583,5.371627,7.4911785,9.261555,9.880287,9.789383,9.348019,7.707863,5.181682,1.960899,0.10907623,-0.9975284,-1.8763566,-1.8615637,-1.5903493,-1.2959381,-1.0594962,-1.2539766,-1.6974003,-1.8389275,-1.5901158,-0.8787896,-0.2508592,-0.2139871,-0.6154219,-0.95498234,-0.8828373,-0.6222007,-0.7477192,-0.8074798,-0.85207164,-0.89325583,-0.9049976,-0.9890683,-0.9236447,-0.87594885,-0.87484264,-0.85354507,-0.8179614,-0.8417615,-0.9391306,-1.0781972,-1.3734205,-1.4018407,-1.0234352,-1.1105448,-1.3959161,-1.7960174,-2.361928,-2.5735679,-2.582428,-2.573512,-2.5027533,-2.5907788,-3.0657525,-4.138685,-4.3020287,-4.2060614,-3.5995436,-3.1522639,-2.920679,-2.7638102,-2.6744626,-2.6024675,-2.6240652,-2.570984,-2.5329816,-2.4657493,-2.3707523,-2.3544245,-2.290149,-2.0885804,-2.0247166,-1.8933711,-1.5664818,-1.3137721,-0.9366868,-0.65889263,-0.52726024,-0.45114347,-0.7175225,-0.86363167,-1.036773,-2.0500288,-1.1512293,-1.5356224,-1.5032381,-1.9515274,-1.821234,-2.3078966,-2.1543236,-2.5590022,-3.0971365,-2.050161,-2.0500193,-2.7722087,-2.8228388,-2.989821,-2.9280705,-2.9406867,-2.8737984,-2.0510144,-2.8962784,-2.054152,-2.050706
-2.7503319,-2.7329147,-2.8108065,-2.9052258,-2.6884453,-2.6405811,-2.6816978,-2.7462764,-2.7325034,-2.6585255,-2.4761,-2.4588668,-2.3550768,-2.2187142,-2.1188924,-1.9443897,-1.5552824,-1.0066763,-0.94058996,-0.96570754,-0.9345289,-0.63530993,-0.20761979,-0.48052058,-0.7859025,-1.3158448,-2.0507257,-2.3611748,-2.6874368,-2.9220688,-2.6399672,-2.4562447,-2.482929,-2.6302528,-2.6065938,-2.5382252,-2.5470612,-2.6546965,-2.738301,-2.5720625,-2.2588005,-1.882971,-1.3970063,-1.1390343,-0.93670726,-0.5985262,-0.5101179,-0.95986545,-1.6778392,-2.041286,-2.1295016,-2.4740171,-2.659625,-2.9203222,-2.9807384,-2.7842357,-2.9119072,-2.9883037,-2.970231,-2.857884,-1.9820336,-1.019782,-0.42347693,-0.10909408,-0.06752129,-0.08946918,-0.6882644,-1.2499952,-1.5629363,-1.5105647,-1.4795423,-1.3910842,-1.2339786,-1.0700257,-1.0244513,-0.97839856,-1.0145881,-1.0562748,-1.0927252,-1.0347464,-0.9606203,-1.0810416,-0.95172054,-0.44799957,0.012703009,-0.3255972,-1.0079958,-1.5979903,-1.7347367,-1.4308798,-0.9721536,-0.5337574,-0.2713014,-0.30737063,-1.1242641,-1.6650214,-2.1683533,-2.6881244,-2.9979832,-3.0638943,-3.0097737,-2.9348135,-2.8951216,-2.9189544,-2.8978739,-2.8652327,-2.8914738,-3.0000198,-3.1622443,-3.4141293,-3.7962346,-4.0194626,-3.9872615,-3.8571918,-3.5716615,-3.0567265,-2.7743406,-2.682445,-2.7100642,-2.762825,-2.7132235,-2.7530642,-2.3609893,-2.9947824,-2.9940114,-2.7636743,-2.7381983,-2.6919527,-2.8370726,-2.908413,-2.927133,-3.0270782,-2.3609633,-2.360983,-2.661652,-2.6003814,-2.58701,-2.599602,-2.6195073,-2.5857632,-2.3615003,-2.5272343,-2.364166,-2.3613544
-0.72677827,-0.7389506,-0.9429015,-1.2819885,-1.4384677,-1.2982014,-1.098034,-1.0122696,-1.0930747,-1.2130685,-1.7945808,-1.9627855,-2.019261,-2.1355395,-2.181835,-1.9556689,-1.357882,-0.8655177,-0.5915842,-0.4745221,-0.56457865,-0.80119145,-1.1060094,-0.91589737,-0.61822134,-0.9248578,-1.4311037,-1.6415699,-1.5064219,-1.6621058,-1.9075627,-2.3245063,-2.691446,-2.8033466,-2.6454086,-2.4359837,-2.3606615,-2.2732794,-2.0557117,-1.7583653,-1.3895998,-1.023352,-0.525758,-0.1486287,-0.113393925,-0.34639674,-0.8694054,-0.55918854,-0.45143095,-0.8473413,-1.1526736,-1.3341923,-1.4114052,-1.224756,-0.7386628,-0.425252,-0.3420584,-0.10281022,-0.44782668,-1.2145422,-1.9619775,-2.2270122,-2.0496745,-1.7877002,-1.7539805,-1.6551379,-1.118356,-1.3053045,-1.454058,-1.1002905,-0.9186717,-0.7841886,-0.5564209,-0.35065594,-0.23292315,-0.007765889,0.34317505,0.77849877,1.363999,2.4044294,3.8606138,6.447299,8.670566,10.946697,11.384528,10.212432,6.9323997,2.9478183,1.7782372,0.8617124,0.07715739,-0.021202058,0.06921992,0.41017532,0.44228536,0.1146114,-0.45572633,-1.2497783,-1.8138051,-2.1224413,-2.250022,-2.2728403,-2.234037,-2.1553693,-2.1394048,-2.1097336,-2.0719957,-1.7013838,-1.4500457,-0.96159065,-0.54359496,-0.12210904,0.05687388,-0.45419896,-1.2085348,-1.2130629,-1.113514,-1.1231166,-1.0440683,-1.1780245,-1.2877563,-1.4504955,-0.78591835,-1.5803839,-1.6470248,-1.6129171,-1.6647785,-1.5009551,-1.4589814,-1.5625441,-1.468917,-1.4954913,-0.78592056,-0.7859274,-1.5578833,-1.5103005,-1.4237547,-1.4327712,-1.3684115,-1.4689057,-0.78657925,-1.5109713,-0.78922427,-0.7863941
-1.0250357,-1.1054047,-1.3839084,-1.547612,-1.442338,-1.3300636,-1.2047603,-1.1531172,-1.2271245,-1.2801571,-1.2192736,-1.0163105,-0.983253,-1.0118406,-1.0342978,-0.9323266,-0.7182846,-1.1831539,-1.4536505,-1.5611873,-1.2188268,-0.029961973,2.3756871,4.780122,5.3837585,5.1055803,4.261476,2.8004262,0.38292003,-1.1495471,-0.9109231,-0.6295479,-0.28362727,-0.17616121,-0.09834632,-0.020315528,-0.19997355,-0.5142828,-0.7131725,-0.5188304,-0.11238272,0.4946918,1.4624705,2.8896956,5.255401,8.050661,9.477795,9.883939,9.647282,9.091494,7.9831357,5.4085875,2.4909332,-0.17980987,-0.8415518,-0.35618114,-0.2438041,-0.10039806,-0.54592633,-1.4167125,-1.2430981,-0.3244156,0.39451241,0.9269235,0.97503996,0.6504729,-0.48672247,-0.89121974,-0.85114264,-0.49686843,-0.3090349,-0.34481302,-0.32996425,-0.3707067,-0.33788866,-0.26202348,-0.07336342,0.23094743,0.6561206,1.2405736,1.716571,1.6362948,1.2486925,0.54739267,0.37124455,0.1341989,-0.15915719,-0.41133493,-0.56322956,-0.7837302,-1.3743862,-1.9071251,-2.0746841,-2.3271434,-2.9811716,-2.3422127,-1.9715827,-1.8957615,-1.9951569,-2.0331562,-2.0065513,-1.9886227,-1.9556811,-1.8991822,-1.833447,-1.7894702,-1.6507834,-1.4615564,-1.3804246,-1.3022414,-1.3244662,-1.2770444,-1.5112132,-1.9284027,-2.1025689,-2.170403,-2.1249256,-2.087822,-1.9897435,-1.9044356,-1.949021,-1.9988055,-1.7209318,-2.1382701,-2.0674527,-1.8703974,-1.6731131,-1.7339842,-1.7407401,-1.8251951,-1.5530933,-1.5165515,-1.7209601,-1.7208601,-1.2940485,-1.280549,-1.193572,-1.2073697,-1.2590672,-1.3438377,-1.7209015,-1.226561,-1.7196008,-1.7209083
-2.3413835,-2.1905496,-2.017765,-1.9072417,-1.8842821,-1.9817276,-2.0826364,-2.1282742,-2.0114176,-1.9151502,-2.2902968,-2.4777274,-2.2093952,-1.7573653,-1.3773991,-1.2476078,-2.0051634,-2.240406,-2.240589,-2.1881015,-2.2928379,-2.4071789,-1.9315112,-1.3634017,-1.2548157,-1.3871012,-1.9387391,-2.9331663,-3.613194,-3.1313279,-2.6666446,-2.3980384,-2.1995397,-1.9297128,-1.7162725,-1.548419,-1.4335017,-1.2500567,-1.0601815,-0.8917132,-0.7844211,-0.79727453,-1.1657386,-1.8285822,-2.3395643,-2.4631455,-2.233313,-2.2423987,-2.6417418,-3.1645176,-3.7217636,-4.0851912,-4.0980787,-3.6248274,-3.423864,-3.650693,-3.637918,-3.4153743,-2.8080785,-2.3666244,-2.7276278,-2.7020748,-2.8107433,-2.9661264,-2.8544972,-2.4067407,-2.2207348,-1.6684694,-0.5508291,0.24114358,0.65915227,0.9232712,0.91676027,0.9052483,0.8400169,0.93143904,1.0399839,1.0697398,1.0197978,0.8276627,0.47826254,-0.0251254,-0.43595922,-2.161166,-2.3460636,-1.7607678,-1.8475146,-2.5209813,-2.8989024,-2.9324389,-2.6493003,-1.9905119,-1.3734021,-0.9406516,-1.710139,-2.887664,-3.266249,-3.2490728,-2.906888,-2.5983553,-2.286252,-2.1485784,-2.022047,-2.0037255,-2.0190668,-2.0096824,-2.008716,-2.1184251,-2.2399907,-2.417818,-2.6500812,-2.8882859,-2.7891383,-2.7049994,-2.6673527,-2.7452502,-2.8615866,-3.07849,-3.1003256,-3.0880296,-3.0788093,-3.066059,-2.8736675,-3.019051,-2.9580019,-3.0122352,-3.0646126,-3.1603017,-3.2153025,-3.1790774,-3.157252,-3.2382479,-2.8736756,-2.8736925,-2.977588,-2.9330604,-2.9434974,-2.9170992,-2.8243804,-2.815993,-2.873557,-2.951316,-2.873126,-2.8737066
