0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194
9.804116,9.911271,9.957779,10.04932,10.033723,9.978744,9.422569,8.83713,7.1337614,4.9187527,3.5343819,1.9225557,0.64166737,0.7827662,0.6272619,0.5952244,1.1281319,0.955557,0.81721747,0.9118212,2.0378985,4.0235376,5.1236725,6.428558,7.607895,7.103242,5.262948,2.900899,2.173059,2.0178561,1.6670074,1.5600195,0.4506001,-0.0038547218,0.2136391,0.18805194,0.17314488,0.14493671,0.21818498,0.1532524,-0.0113604665,-0.017245263,-0.032849982,0.83900213,0.8029785,0.03649039,-0.7543683,-0.8031547,-0.763141,-0.53375196,-0.13731927,0.43535474,1.0822761,1.3604416,1.2484099,0.89341754,0.58953047,0.5364493,0.59536564,0.74234056,0.98917174,0.7685067,-0.1844329,-0.30486614,0.44746304,0.48831207,0.35169804,-0.06161329,-0.087932706,0.015443206,0.11191328,0.06664297,-0.32502592,-0.5448815,-0.60833395,-0.38222423,-0.03988973,0.16553235,0.12598547,0.14496414,0.019363686,0.03235635,0.20237784,0.9330212,1.8070403,2.057651,2.0684738,2.477532,2.446228,1.9769514,1.7006282,1.9640163,2.5798728,3.195168,3.3854036,3.4427876,2.6926904,1.5915568,0.86220825,0.9693242,1.8265232,2.6792185,2.8766837,2.645707,1.8839289,1.1785468,1.3037692,1.7183492,1.5769427,1.3694545,1.3962685,0.9642716,0.8905744,1.0726012,1.3486273,1.2233351,1.0660149,1.4006709,2.0635533,2.6178951,2.8515708,2.2828844,1.2617915,0.116568565,0.13300094,-0.2108136,0.07223635,0.50370806,0.5777139,1.0659442,1.8027649,2.3799496,2.3625398,2.4175067,2.9615424,3.9270668,4.9705143,5.1305714,4.950206,4.8096633,4.309414,3.4864144,2.7287242,1.6819685,0.7436919,0.9073149,0.95716137,0.77468854,0.6474734,0.37249482,0.12835625,0.3227974,0.86148643,1.8508795,3.079681,4.6282644,5.1100883,4.9211054,4.9442897,5.5477166,5.2014155,4.9100246,4.3264356,3.1368027,2.5349174,2.1570737,1.9878018,1.7956548,1.9761293,1.557598,1.3044536,1.2380807,1.2751639,1.4742498,1.5709988,1.7298524,1.875129,2.081213,2.4032192,2.9219756,3.478764,3.9265094,4.319461,5.0989013,5.127122,5.5835757,6.030945,6.9624805,8.2787075,9.375616,10.187544,10.878544,11.49501,9.986885,9.978715
-2.914452,-2.8535938,-2.741457,-2.6588593,-2.6286483,-1.6546173,-2.808545,-2.9053607,-2.8638525,-2.9250197,-2.8947868,-2.7114863,-2.3136911,-2.3728511,-2.8990448,-3.1303124,-3.130032,-3.134882,-3.1635869,-3.281251,-3.4702442,-3.0598428,-3.263031,-3.6421485,-4.4320498,-4.48295,-4.216139,-3.6698246,-3.4042926,-3.1509018,-3.0631375,-3.1504292,-3.6141562,-4.340582,-4.459382,-4.380172,-3.8558993,-3.3252525,-2.834968,-2.279568,-1.5800235,-1.2087021,-0.83285224,-0.41774297,-0.30015045,-0.6204059,-1.4990348,-2.1924865,-1.9810779,-1.5946723,-1.1616461,-1.066704,-1.5594811,-2.437008,-2.9510992,-3.4237707,-3.4738233,-3.3444858,-3.0812643,-2.8318813,-3.0667098,-3.3743224,-3.3775244,-3.476609,-3.1788206,-2.9072292,-2.6085708,-2.2231998,-2.0606441,-2.0543249,-1.575055,-1.1049377,-0.7578506,-1.010513,-1.7097843,-2.2964,-2.5053825,-2.4317183,-1.9313464,-1.1762602,-1.3752267,-1.9264534,-2.544282,-2.7308042,-2.8662758,-2.939083,-3.0041914,-3.4399748,-3.5737016,-3.599401,-3.5078561,-2.9522882,-2.598641,-2.5354035,-2.3240685,-2.023677,-1.9436755,-1.963881,-2.0852969,-2.4490857,-3.012634,-3.2346835,-3.1892471,-3.1869097,-3.3734717,-3.5366406,-3.3317053,-2.5676112,-2.3614705,-2.1955595,-2.093936,-2.622827,-2.837386,-2.9593887,-2.9054062,-2.7934277,-2.817533,-2.84418,-2.8546734,-2.8986833,-3.0252736,-3.0210505,-2.89774,-2.8254356,-3.1302285,-2.7550614,-1.722069,-1.2689759,-1.8016788,-2.4147344,-2.8033118,-2.611958,-2.1935432,-1.6960732,-1.5059689,-1.3609889,-1.2384207,-1.1924936,-0.8373943,-0.8919656,-1.0418624,-1.2300044,-1.4744089,-1.4098071,-0.99666446,-0.8388313,-1.042503,-1.0076915,-0.901891,-0.7056143,-0.29076964,0.17209363,0.5222077,0.5398436,-0.27636647,-0.9720345,-1.5329428,-1.5267391,-1.2594315,-1.3106573,-2.0363653,-2.7291498,-3.5653434,-3.5061245,-3.2528796,-2.8288622,-2.4248633,-1.6743828,-1.2404399,-0.9324175,-0.9236504,-0.96100104,-0.98621273,-1.035186,-1.0679605,-1.1415621,-1.2299001,-1.2704973,-1.3383276,-1.4642799,-1.6420977,-1.8927964,-2.2002282,-2.4686255,-2.4958944,-2.4530454,-2.3881989,-2.4264069,-2.3657718,-2.3604198,-2.6167405,-2.9840834,-2.7832913,-1.665164,-1.6545436
0.17795333,0.1775885,0.10432951,0.030074507,0.020403594,0.4984342,-0.19431207,-0.25022262,-0.5181005,-0.6432653,-0.68054724,-0.9167635,-1.3065149,-1.4709754,-1.5883708,-1.8991244,-2.8067932,-3.2731445,-3.574378,-3.465643,-2.891574,-2.1999247,-1.7347379,-1.349333,-1.0292838,-0.562938,-0.53622884,-0.8724998,-0.72933954,-0.70061255,-0.98783755,-1.198606,-1.6892197,-1.9009166,-1.9372659,-2.1021006,-2.252652,-2.0499718,-1.8327606,-2.0544486,-2.421444,-2.6241689,-2.6052842,-1.5923784,-1.0286983,-1.6835387,-3.0685182,-3.8608296,-4.379818,-4.4316516,-4.010729,-3.5135374,-2.915206,-2.3364215,-1.8730676,-1.3192484,-0.8783778,-0.83862984,-0.8598392,-0.9930098,-1.0628421,-1.1259772,-1.0365671,-0.94538045,-1.0141566,-1.2528882,-1.228296,-0.5354562,0.23704425,0.90188456,1.2818804,0.8557292,0.36596006,0.12249634,-0.22679572,-0.7179629,-1.216726,-1.8278034,-2.644345,-3.2506106,-3.2833648,-3.0132356,-2.7833915,-2.416687,-1.2762159,-0.41284597,-0.25970113,-0.41654545,-0.6853466,-1.0715554,-1.5202069,-2.0650523,-2.1451757,-1.9890752,-2.1809962,-2.085897,-2.4427888,-2.4016109,-1.3700035,0.06897497,0.5166755,0.14036167,-0.0094473185,-0.21340072,-0.3520257,0.19185358,-0.48453218,-1.473558,-1.7490143,-2.041049,-1.6991105,-1.1716492,-0.90009797,-0.05188383,0.8066535,1.6244138,3.1376777,5.8349524,7.9742327,9.119415,10.158628,10.464594,9.928745,8.125406,4.9158483,1.6181875,-0.25826767,-0.9712388,-1.1218036,-1.3186861,-1.6226039,-1.8500738,-2.012575,-2.090733,-2.1519408,-2.228109,-2.025306,-1.8135241,-2.0586352,-2.105631,-2.1760957,-2.32964,-2.2822933,-1.6731921,-1.1353817,-1.8675151,-2.2660499,-2.3571854,-2.329443,-2.4232616,-2.494349,-2.3558822,-1.9256321,-1.4591475,-1.6842692,-1.634114,-1.4929895,-1.7800608,-2.1976366,-1.7378967,-1.0846393,-1.6548209,-1.9643884,-1.859746,-1.7544641,-1.7143378,-1.5528575,-1.1192355,-0.7297307,-0.78534925,-0.91069424,-0.95514154,-0.97665566,-1.0385164,-1.1053504,-1.168159,-1.2501237,-1.3961432,-1.5525799,-1.6131208,-1.6303017,-1.6628325,-1.710985,-1.8430314,-1.8908732,-2.0370502,-2.0564854,-2.1109555,-2.143139,-2.0045962,-1.5169075,-1.0775256,-0.8053969,0.4962683,0.49827245
-2.3478584,-2.2582564,-2.176346,-2.1008265,-2.0597696,-0.883108,-1.9055005,-1.717662,-1.3793007,-1.2380959,-1.0855594,-0.80948347,0.1695311,0.6164044,0.60462165,0.45271868,-1.190508,-1.9139748,-2.4072077,-2.472363,-2.1040146,-1.4618473,-1.4656688,-1.8393742,-2.5102725,-2.7515018,-2.7945716,-2.3256907,-2.1688797,-2.0230005,-2.0859313,-2.3047385,-2.7072198,-3.1252043,-3.0449119,-3.0035677,-2.800121,-2.4341915,-2.2812989,-2.178267,-2.049786,-2.0052667,-1.6496304,-0.49966282,-0.005402684,-0.42508966,-1.6470624,-2.8528056,-3.11279,-3.0216515,-2.7206469,-2.0470843,-1.6449113,-1.7129507,-2.0143502,-2.4482212,-2.6518624,-2.694343,-2.432689,-1.9811996,-1.4896181,-1.2032405,-1.1633308,-1.3624429,-1.514544,-1.5307742,-1.278375,-0.49271733,0.08736352,0.2797435,0.7605801,1.0726851,1.6162031,1.852634,1.7448905,1.6589441,1.8442527,1.9611213,1.6462317,0.86603266,0.20935096,-0.4336834,-1.2663393,-1.9179177,-2.2998729,-2.209725,-2.3217738,-2.5961816,-2.5192795,-2.089159,-2.3063426,-2.4391139,-2.331782,-1.8023967,-1.4778833,-1.8975304,-2.2255647,-2.6013541,-2.456279,-2.3934004,-2.4449887,-2.4705753,-2.3740716,-2.089357,-1.4827946,-1.0316241,-1.1459515,-1.780756,-1.8993607,-1.579093,-1.0266035,-1.1047835,-1.6251366,-1.7150563,-1.7102281,-1.8902489,-2.137049,-2.2340736,-2.2422647,-2.2431324,-2.1755059,-1.7855186,-1.31414,-1.4900584,-2.0068338,-1.6850247,-1.0340165,-0.84385884,-0.8190683,-0.8942772,-1.2180319,-1.5009233,-1.3301121,-1.2434888,-1.8135854,-2.1900089,-1.5735836,0.04300499,1.0629369,1.1952342,0.82736635,0.11135855,-0.30094582,-1.2971878,-1.2731247,-1.6763196,-2.1418028,-2.298357,-2.2928648,-2.2773623,-2.1731958,-2.0495121,-1.7861336,-1.1400399,-0.8299034,-1.0678285,-1.7450218,-1.7592741,-1.438932,-1.6275984,-2.302504,-2.860757,-3.154265,-2.710062,-2.499633,-2.3846972,-2.1216326,-1.5082911,-0.971232,-0.7371337,-0.74970406,-0.8046612,-0.84656954,-0.90409386,-0.927551,-0.9501107,-1.0110766,-1.072587,-1.2770189,-1.4432876,-1.5107664,-1.5453416,-1.639684,-1.6349528,-1.6811258,-1.6213565,-1.4016969,-1.086506,-0.58095014,-0.09659466,-0.3683384,-1.2140625,-1.5806313,-0.89558625,-0.88300174
0.55612314,0.29402143,0.15015948,-0.072866514,-0.12921074,1.223662,-0.30303204,-0.72419107,-1.1144363,-0.9874727,-0.87282896,-0.9990089,-1.7688987,-2.1790514,-1.8161368,-0.6704341,1.229243,1.7355437,1.9502864,1.9287119,0.5100264,-1.303412,-1.3455166,-0.83301336,0.18516652,0.3219019,0.38275415,-0.41403782,-0.7904584,-0.80775166,-0.81728494,-0.7374885,-0.34833243,0.5922439,1.043964,1.5863671,1.9954228,1.9621134,2.1170866,2.5207238,2.607251,2.3407407,1.7453253,-1.0434501,-1.6289744,-1.0688767,0.26338345,1.5019819,2.0559042,2.0899792,1.7097852,0.6420285,-0.68148685,-1.3279128,-1.2901881,-1.2539117,-1.2909199,-1.1147114,-1.0058932,-0.6306001,0.444577,2.1287956,4.513878,7.070451,8.651908,9.094309,9.343029,8.855588,7.679222,5.966857,2.2113144,-0.34478194,-1.0079467,-0.77453375,-0.35462922,0.05970807,0.28153393,0.495711,1.1291394,1.4504186,1.0611709,0.22000456,-1.747427,-2.9450884,-3.1957705,-2.5504289,-1.8751924,-0.9507948,-0.48444355,-0.038387157,1.1500216,2.0765562,1.5513035,0.6105437,0.4501538,0.5731726,0.8403349,1.0831804,0.3909776,-0.57797587,-1.2210426,-1.3038824,-1.1936816,-1.0815873,-0.6411631,0.22345379,1.4590911,2.523582,2.7230072,2.511156,1.89029,0.13160178,-1.3199625,-2.20348,-2.2174988,-1.8984951,-1.5756121,-1.377003,-1.214257,-1.1946652,-0.9231602,-0.5856041,-0.14576246,0.6678001,1.9632168,1.7143047,0.1278821,-0.82054853,-1.194452,-1.0395246,-0.6496388,-0.58633566,-0.7146955,-0.7342845,-0.636022,-0.5334608,-0.8770117,-1.7095817,-1.6178908,-0.9970453,-0.5354171,0.007005632,0.8773636,1.7395952,2.2413154,2.9104428,3.2733023,3.2851622,3.158976,3.038448,2.7716367,2.5046535,1.9758822,1.0590936,0.28120434,-1.0105016,-1.4133418,-0.9919659,-0.6227447,-0.87310386,-0.58990073,0.6700064,1.1252661,0.9989434,0.8442745,1.2161541,1.3593022,1.0191829,0.63888556,0.6212951,0.7579218,0.85265714,0.8939752,0.9330866,0.95255435,0.92033195,0.90401244,0.99396366,1.2752662,1.4361302,1.3548949,1.1198301,0.78993547,0.43117595,0.33463612,0.28982687,0.28757152,-0.02662921,-0.3722958,-0.20586047,0.22820133,0.53935933,0.6949462,1.2368517,1.2238522
-1.7542596,-1.7658396,-1.8094862,-1.8404032,-1.7703135,-2.1032712,-1.4338515,-1.1447749,-0.49233124,-0.00286524,0.21813521,0.42785862,1.0318968,1.4622084,1.1714927,0.8786006,0.26373503,-0.1438902,-0.721819,-1.2351049,-2.3195772,-3.0468333,-3.2633595,-3.344101,-3.4380646,-3.5516617,-3.5691562,-3.054398,-2.7638035,-2.5428193,-2.225225,-1.8769662,-0.5550814,0.12305789,0.5938018,1.7659682,4.422044,6.751093,8.276437,8.884839,8.795095,8.39514,7.9096537,5.5289474,2.6573415,2.2845535,1.5973923,-0.08290774,-0.4516721,-1.2881364,-1.9092716,-2.2479296,-2.8410435,-3.0978124,-3.115129,-2.9624705,-2.543613,-2.206658,-1.901624,-1.3984314,-1.106001,-0.98450065,-0.8837209,-1.1377083,-1.1139679,-0.79937327,-0.43911174,-0.3357308,-0.82747793,-0.9954754,-0.36349148,0.20241222,1.3218157,2.047884,2.226048,2.114446,1.8323246,1.3209033,0.60662067,-0.094031066,-0.5153456,-0.8336265,-0.72480434,-1.4271069,-2.546645,-2.8386178,-2.7900753,-2.1691773,-1.5470614,-0.7897129,-0.28782618,-0.18446034,-0.69243217,-0.9972585,-1.4540448,-1.9249563,-1.8683798,-1.6095244,-1.3963021,-1.46117,-1.9977436,-2.4521675,-2.3896453,-2.0803976,-1.3113098,-1.1215333,-1.0455486,-0.875722,-0.77457047,-0.8198852,-1.6977193,-2.2845583,-2.221161,-2.3791394,-2.3152323,-2.1678834,-2.0289612,-1.9372671,-2.0316103,-2.2434068,-2.446061,-2.0004334,-1.3423218,-1.2743921,-1.437364,-0.7196417,-0.26729596,0.5543716,1.4314222,1.6309302,1.2116982,0.3595612,-0.56247306,-1.2921658,-1.8421129,-2.0059853,-1.7501712,-0.4950285,0.52468723,0.30195343,0.04176507,-0.20702389,-0.25689995,-0.44193733,-0.094665095,0.5025772,0.7517821,0.94723415,1.1220024,1.5237677,1.8966937,1.8851676,1.4434859,0.4530857,-0.11798647,-1.0741684,-1.6579034,-1.6132195,-1.4499347,-2.151912,-2.527516,-2.7016253,-2.5712993,-2.1788075,-2.061337,-1.6123059,-1.4208941,-1.4082628,-1.6077392,-1.0131762,-0.4436432,-0.25542262,-0.18631405,-0.20306349,-0.20532617,-0.2122503,-0.28885043,-0.45333505,-0.646127,-0.8204559,-1.025409,-1.2843707,-1.504274,-1.7447815,-1.7711631,-1.9418867,-2.0234299,-2.2612376,-2.6698782,-3.0917764,-3.2441459,-3.2818866,-3.4908223,-2.1000245,-2.1033032
-2.376049,-2.338788,-2.2757306,-2.3140855,-2.286827,-2.55387,-2.0981574,-2.0396104,-1.7275819,-1.4978744,-1.3607203,-0.80569136,0.35157245,0.7902969,0.79171586,0.23794639,0.124652445,0.30678624,0.32426238,0.2580633,0.624372,0.056917544,-0.88074553,-2.0085688,-2.7790582,-2.820367,-2.4274132,-2.7768116,-3.0143058,-2.9411888,-2.7364461,-2.4825974,-1.5671088,-1.1350639,-1.3693346,-1.3811488,-1.2322357,-1.1691225,-1.1487938,-1.1794909,-1.4002886,-1.589365,-1.6951159,-2.1367903,-2.0707438,-1.7660028,-0.89325005,-0.19853562,0.1228793,-0.07844837,-0.6416465,-0.9026222,-1.371267,-1.904139,-2.3077574,-2.6573598,-2.5882006,-2.3990536,-2.2241328,-1.8515521,-1.8311112,-1.7736924,-1.2029388,-0.5402864,-0.25317156,-0.104213566,-0.08179912,-0.3181901,-0.48668233,-0.449484,-0.6989627,-0.64154863,-0.32059872,-0.09271241,0.34094855,0.78537303,1.0662782,1.0822241,1.3123336,1.2900264,0.74000376,0.0041562915,-0.64861095,-1.2408814,-2.084492,-2.6223783,-2.7601018,-2.758788,-2.5063796,-2.0434465,-1.9628483,-1.7256252,-1.0147785,-0.22048977,-0.36333662,-1.6348007,-1.9703305,-2.1028793,-1.9628851,-2.288315,-2.7505035,-3.0273356,-3.2486205,-3.3553076,-3.1820664,-2.9272447,-1.6970344,-0.33464375,-0.20209058,-0.24171229,-0.8876066,-1.3437427,-1.586493,-2.2528994,-2.5502024,-2.4628706,-2.4286504,-2.5797963,-2.7469435,-2.8561966,-2.6711478,-2.1150203,-1.3206313,-0.4778518,-0.25538355,0.15868914,0.7593904,1.013097,0.3917771,-0.10886491,-0.44017565,-0.6914818,-0.9016117,-0.96747243,-1.0051275,-1.541423,-2.1898918,-1.9793429,-1.3102709,-1.1715258,-1.173569,-1.2142127,-0.9266322,-0.64766896,-0.48794523,-0.42676556,-0.44307607,-0.44263297,-0.4623411,-0.4207956,-0.4492606,-0.6470876,-1.1428056,-1.6745728,-1.8489678,-1.9050295,-2.2498217,-2.4900053,-2.4710388,-2.5561888,-2.5588346,-2.2345064,-2.3749275,-2.1405904,-1.9527369,-1.1897283,-0.76987636,-0.5861851,-0.5820626,-0.35738498,-0.2568715,-0.3017892,-0.33044592,-0.40430954,-0.44845665,-0.4989719,-0.591958,-0.7265471,-0.97849655,-1.2895577,-1.4251518,-1.4253526,-1.3020363,-1.1086748,-1.0493854,-1.0795386,-1.0938585,-0.95657897,-0.92762417,-1.5341882,-2.2884564,-2.7833166,-3.027871,-2.5624394,-2.5538726
-1.2386967,-1.274174,-1.2483929,-1.1438334,-1.1529276,0.13640314,-1.2863998,-1.3685422,-1.3814437,-1.3013151,-1.1205683,-0.7635848,0.13621815,0.3249005,0.09830852,-0.6251842,-1.2447488,-1.1068877,-0.75761634,-0.4453602,0.4461866,1.2215724,0.93938094,0.25137484,-1.0478934,-1.3534896,-1.0849345,-0.5255145,-0.45569158,-0.15067576,0.11384436,0.12756684,0.071669996,-0.75808984,-1.1691422,-1.5686648,-1.6505218,-1.5107946,-1.2900038,-0.7748587,-0.40074733,-0.31902984,-0.11171382,0.34968913,0.9604149,0.7587071,-0.39953768,-1.2366122,-0.5540703,0.42804742,1.7498537,2.6818805,2.9080312,2.3480935,1.5914464,0.0047814175,-1.3772976,-1.8664478,-1.8916645,-1.6404555,-1.057856,-0.47053844,-0.1545285,-0.27581802,-0.6362792,-0.641573,-0.4660517,-0.107040465,-0.17098966,-0.23793803,0.08170463,-0.038417086,-0.20143256,-0.24970263,-0.559499,-0.83023274,-0.8237425,-0.473401,0.5285597,1.4639049,1.5689265,1.4244915,1.0859745,0.18140003,-0.96639776,-1.4591985,-1.351209,-1.1188008,-0.8716451,-0.9388453,-1.3343489,-0.7606169,-0.45574358,-0.66110057,-0.97672045,-1.2430283,-1.0969858,-1.2433289,-1.8192438,-2.435483,-2.4525812,-2.117687,-1.7691057,-1.3322251,-1.1586951,-1.6531115,-1.7462432,-1.5166837,-1.3198369,-0.70692545,-0.19852504,-0.91136765,-1.3492448,-1.8137615,-2.4909694,-2.9348145,-3.1079774,-2.899984,-2.4591284,-2.0718684,-1.6087768,-1.270195,-1.0502949,-1.2843494,-1.3423111,-0.857674,-0.022766516,0.27554202,-0.31797352,-0.7732905,-0.7685113,-0.46771324,0.32208338,1.3114963,2.3984041,4.144064,6.0723314,8.057274,9.210003,9.773918,9.936933,10.019844,9.7765255,9.092392,8.038584,5.454482,3.3872468,2.3705776,2.2209435,1.7747207,1.3853228,1.2203293,1.1189418,0.9986499,0.39117402,-0.058255255,-0.8278252,-0.903703,-0.5296136,-0.5647998,-1.3330503,-1.9965258,-1.9954336,-1.6424531,-1.4345069,-1.2835934,-1.3366855,-1.2152805,-1.0091915,-0.794381,-0.68064046,-0.6257266,-0.62772596,-0.5665711,-0.48751104,-0.42978776,-0.36168885,-0.16049793,-0.022724558,0.06639761,0.1305325,0.18644375,0.102601536,0.1404,-0.053090863,0.027963828,0.32379726,0.47313052,0.45888287,0.47315174,0.10754867,-0.7074886,-0.8034099,0.12783721,0.13649166
-1.4707096,-1.55588,-1.5241588,-1.5814776,-1.6098269,-1.7931248,-1.8032384,-1.7583671,-1.6098382,-1.5674928,-1.5109282,-1.5046742,-1.1278592,-0.9227289,-0.7877712,-0.80600655,-1.0054787,-0.87272674,-0.84444124,-1.1450753,-1.6509156,-1.7008842,-1.7878466,-1.8425013,-1.6455119,-1.6446347,-1.4686984,-1.5087574,-1.6192573,-1.5600541,-1.3591781,-1.2283573,-1.0388515,-0.8284953,-0.7921835,-0.78386116,-0.84077615,-0.9154012,-0.847257,-0.5683545,-0.43455455,-0.33328253,-0.22910367,-0.66955036,-1.4645945,-1.2733338,-0.26830995,0.3126782,0.27936497,0.30994838,0.06643045,-0.18472177,-0.55825377,-0.7645366,-0.8845708,-1.2044259,-1.5307693,-1.5223938,-1.5023,-1.5679435,-1.7336869,-1.7081686,-1.5059261,-0.76259947,-0.08814973,0.014095113,-0.17996827,-0.7328787,-1.3830228,-1.8684309,-2.2088246,-2.0259295,-1.6901859,-1.4112763,-0.6535155,1.0868443,3.066422,5.1214104,6.5914097,7.3270717,7.197174,7.140128,7.118798,5.9174294,2.3700588,-0.3040337,-1.1866771,-1.9051266,-1.8885653,-1.6168462,-1.7015353,-1.7263,-1.5389366,-1.3606433,-1.3378431,-1.7569749,-1.6007742,-1.0036983,-0.8676685,-1.2729113,-1.288072,-1.1203257,-1.1714247,-1.1230061,-0.9295578,-1.3209587,-0.92903376,0.08467615,0.31904736,0.17414288,-0.39628947,-0.7093912,-0.533519,-0.9973339,-1.4499276,-1.5845206,-1.608862,-1.7251241,-1.6939964,-1.739057,-1.7199124,-1.5687711,-1.1304164,-0.719614,-1.0877702,-1.3825465,-1.6539834,-1.4181347,-1.0452638,-0.44503236,1.1264511,3.6202085,7.177096,9.226556,9.984844,9.726979,8.950359,7.332897,5.065853,2.6137128,1.1887233,0.448753,-0.35531968,-1.2069223,-1.419838,-0.87644106,-0.8363757,-0.90874827,-0.9945924,-0.9961495,-1.0067364,-1.1112368,-1.282845,-1.193852,-0.3595654,-0.42817116,-0.7354171,-0.78925437,-0.4816158,-0.6453928,-1.2044429,-1.0004065,-1.2092341,-1.4243922,-1.5109771,-1.3144088,-1.2297118,-1.3363322,-1.505521,-1.7131716,-1.8403027,-1.940623,-1.993187,-2.0767214,-2.1496072,-2.2281916,-2.29599,-2.325725,-2.3529432,-2.3777485,-2.2890542,-2.0898848,-1.9189144,-1.8303286,-1.8978536,-1.9631975,-1.8619347,-1.5787892,-1.4789641,-1.4312116,-1.6339523,-1.8177128,-2.068775,-1.7994251,-1.7931056
-3.2322288,-3.053679,-2.9939966,-2.9018006,-2.8253424,-3.2268207,-2.4198925,-2.3037531,-2.0113518,-1.67959,-1.6283303,-1.6182398,-1.0470086,-0.99166125,-1.003564,-1.0091702,-0.7953048,-0.6931069,-0.77342546,-0.95715386,-2.8372188,-4.330612,-4.302202,-4.0989056,-3.7176948,-3.517435,-3.276304,-3.074389,-2.8852596,-2.828355,-2.827441,-2.6971588,-1.8919282,-0.7586607,-0.4133491,-0.017463386,0.3286995,0.15163136,-0.17636973,-0.613402,-1.0746614,-1.484302,-2.0069613,-3.7188525,-3.856402,-3.71658,-3.2535214,-2.1158082,-1.0064294,-0.7728903,-1.3256394,-2.525378,-3.6119733,-3.858171,-3.5146444,-2.9777148,-2.461998,-2.1809545,-2.0753813,-1.762474,-1.4794767,-1.0840015,-0.57193756,-0.22808027,0.15488777,0.45794278,0.68041277,0.58921784,0.1186145,-0.29958132,-0.70640755,-0.5389208,-0.35904887,-0.13562056,-0.07487267,-0.19711503,-0.55884814,-1.2727879,-1.8662764,-2.419807,-2.6697855,-3.1184978,-3.922686,-4.1541953,-3.760689,-3.1848583,-2.915742,-3.1677978,-3.1694956,-2.8735425,-2.3943639,-1.8582776,-2.1386652,-2.9292028,-3.4363556,-3.7588503,-3.540032,-3.1798391,-3.0170946,-3.0060487,-2.8031154,-2.5134108,-2.303263,-2.2656686,-2.038699,-1.8861805,-2.031211,-1.7914561,-1.4239427,-1.1938134,-1.3763405,-1.6489329,-2.4359488,-2.9504972,-2.7411113,-2.2699168,-2.0368614,-2.1191916,-2.3605118,-2.5032015,-2.5798202,-2.501821,-2.116225,-1.9091896,-1.5316879,-1.1140375,-1.3316054,-1.2255908,-0.5271944,-0.45056403,-0.7446102,-1.3088557,-2.165501,-2.6628137,-2.6386285,-2.4896812,-2.7066612,-3.3625472,-3.215652,-2.7159305,-2.313813,-1.9276857,-1.0437421,0.19850028,1.0473326,1.5033393,1.5535438,1.5222749,1.4495537,1.3455024,1.0316128,0.7223525,0.34530944,-0.102597654,-0.7940684,-2.6059113,-3.147116,-3.1047006,-2.942029,-3.1863084,-2.8542595,-1.4127667,1.4115022,3.4638653,4.2330637,5.9311485,7.2897778,8.703405,9.864754,11.103232,11.588472,11.703495,11.749319,11.742397,11.743595,11.708788,11.61308,11.352049,10.9068985,10.288894,9.710409,9.014109,8.281686,7.2710214,7.4279776,7.282378,6.835827,5.297756,2.3461852,-0.60057324,-1.5215229,-1.3019569,-1.718131,-3.2204754,-3.226758
