0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147
12.14694,12.371628,12.486446,12.67491,12.630795,12.16102,10.753743,9.035354,6.992445,6.1083665,5.8465962,5.7997174,5.1942043,4.677895,4.068511,3.5305781,2.8610985,2.2650142,0.67384046,-0.49538672,-0.46666855,-0.3900113,-0.30513722,-0.32898295,-1.005019,-0.43030646,0.6606144,0.016205579,-0.7919946,-0.78576404,-0.38467228,-0.1273737,-0.116300315,0.04627256,0.14718106,0.37772942,0.49401715,0.85670817,1.0097182,1.0796672,1.1751812,1.3761612,1.4576334,1.7529359,1.9680578,2.1200948,2.2922902,2.908279,3.79954,5.1240697,6.5697017,7.4148645,7.866537,7.9810343,7.8906856,7.827458,7.307184,6.460064,4.715103,2.796286,2.2136946,2.432921,2.5888343,2.8298945,2.994917,3.0385797,2.6515732,2.390036,2.5132313,3.2142532,3.622789,3.2396498,2.2511735,2.0457764,1.8036726,1.7017032,1.5777018,1.4759088,1.328609,1.188321,0.796377,0.38858718,0.20774752,0.010986507,0.01576972,0.64113384,1.0035497,1.184759,1.2068156,1.2434212,1.320737,1.6450173,2.079101,2.7675161,3.2973995,3.1734462,3.395348,4.5059695,3.9186058,2.6489573,1.4383473,0.9468237,1.4995513,2.0866315,2.607884,2.6097598,2.4274588,2.22492,2.2210312,2.11721,2.0436933,2.080712,2.149387,2.2880616,2.324337,2.2798314,2.0070193,2.0934396,2.804736,3.0119147,2.668637,2.430995,2.9667118,4.1408815,4.293485,4.5476785,5.321952,6.682579,7.801819,8.533041,8.811914,9.295107,9.6307125,10.158247,10.339233,9.987873,10.154915,10.54523,11.056759,11.662715,11.978027,12.803646,10.850908,10.85233,12.813458,10.876163,10.850437,10.851162
-3.0027676,-2.9132648,-2.9036882,-2.83102,-2.6042473,-2.5304768,-2.5819209,-2.7185395,-2.931829,-3.0183141,-2.9558163,-2.8707733,-2.7433107,-2.6262476,-2.4350328,-2.223506,-1.9711498,-2.0084136,-2.1702518,-2.402817,-2.4444947,-2.2850556,-1.9911023,-1.2719514,0.0449965,0.99864346,1.1371688,0.5450926,-0.13003922,-0.82335544,-0.78580606,-0.11693709,0.27667847,0.36033446,0.3777187,0.3181604,0.21607707,0.056507573,0.0715553,-0.0066590756,-0.011753142,-0.034004137,-0.12982681,-0.09715232,-0.049301565,0.028908461,0.0026915967,-0.18861726,-0.35053962,-0.7781738,-1.1743711,-1.3936272,-1.6228445,-1.743988,-1.9692051,-2.155864,-2.3436022,-2.479104,-2.5963473,-2.3068905,-1.9073071,-1.6159891,-1.3441136,-1.2243633,-1.4011905,-1.6250894,-2.1067681,-2.6638713,-2.971439,-3.047316,-2.4809556,-2.0308633,-1.6857908,-1.6652613,-1.5311644,-1.3784735,-1.1243286,-1.0160549,-1.1625055,-1.3090448,-1.2004061,-0.8465548,-0.5214238,-0.53562915,-0.858088,-1.5789224,-1.9382029,-2.0996516,-2.0823092,-2.0242028,-2.023551,-1.9587057,-2.0056787,-2.0541844,-2.0476158,-2.355579,-2.6951344,-2.7573004,-2.585841,-2.4937968,-2.2857974,-2.1315093,-2.2242558,-2.2989852,-2.455737,-2.4389193,-2.4512703,-2.522553,-2.5552254,-2.5213985,-2.5123243,-2.5114083,-2.510723,-2.587523,-2.6339872,-2.6452956,-2.3380127,-1.7971914,-1.5453066,-1.4850503,-1.4617715,-1.493847,-1.7021288,-1.9822634,-2.053782,-2.098385,-2.1541848,-2.3646507,-2.559867,-2.6292024,-2.5661325,-2.587882,-2.6568043,-2.7725658,-2.77842,-2.2911186,-2.236183,-2.6326418,-2.8463593,-2.8476844,-2.8253503,-2.733358,-1.3614725,-1.3622139,-2.6219234,-1.3762507,-1.3610784,-1.3615028
-1.1652796,-1.170497,-1.1276997,-0.9525299,-0.9384319,-0.7993878,-0.7253473,-0.98992705,-1.4367213,-1.6923988,-1.8938189,-1.99194,-2.0939457,-2.0393503,-1.9584599,-1.6537526,-1.6324524,-1.7115005,-2.0128012,-1.6387428,-1.7467208,-1.8572958,-2.0915685,-2.3314757,-2.6608825,-2.2518196,-2.0538995,-2.2100453,-2.649519,-2.971337,-2.474533,-1.7724866,-1.4762728,-1.3393761,-1.2782255,-1.2790079,-1.3268152,-1.4404415,-1.4398434,-1.5219948,-1.5999639,-1.6379492,-1.6187716,-1.6630085,-1.6304092,-1.559133,-1.5165427,-1.4693966,-1.5138036,-1.6638213,-1.7932899,-1.8276294,-1.8021978,-1.7371203,-1.5564709,-1.3689268,-1.1942667,-1.0313742,-0.8005018,-0.74774384,-0.8499365,-1.1042794,-1.261158,-1.2048833,-0.9897346,-0.8537581,-0.91151714,-1.1438363,-1.1787698,-1.195389,-1.340323,-1.5247197,-1.7063588,-1.6937914,-1.6157473,-1.5278592,-1.3492985,-1.0979339,-0.6437536,-0.64969105,-1.0480145,-1.5476925,-1.3914139,-0.37581325,0.35937208,0.82258105,0.790634,0.68918395,0.5889178,0.4477881,0.37849227,0.2401892,0.3024941,0.42658135,0.48543146,0.49293798,0.0015604794,-0.36256182,-0.67165023,-0.7798122,-0.35645217,0.4691944,0.75142026,0.45003343,-0.327545,-0.50349855,-0.43309453,-0.39367867,-0.37608653,-0.38812706,-0.37045628,-0.34532547,-0.37576643,-0.45490858,-0.6184513,-0.7271751,-0.86825645,-1.5591198,-1.8231368,-2.1332428,-2.5087812,-2.7512174,-2.791204,-2.5092645,-2.432754,-2.4114814,-2.3551087,-2.4671338,-2.496202,-2.4745169,-2.3728895,-2.1512463,-2.053526,-2.0389411,-2.178154,-2.2613683,-2.1945238,-2.188065,-1.9638605,-1.671531,-1.5443981,-1.0619878,-0.33400923,-0.33385345,-0.9199628,-0.33502376,-0.33401418,-0.33402377
-2.607156,-2.4873447,-2.4009674,-2.2485003,-1.790908,-1.6243423,-1.495835,-1.2917432,-1.2177135,-1.4020174,-1.4814734,-1.5799589,-1.737254,-1.65098,-1.5580239,-1.2499548,-1.0274668,-1.2172443,-1.5521694,-1.7195778,-1.8822694,-1.8781234,-1.8984194,-1.5441545,-0.63182664,0.7688263,0.7330118,0.3659836,-0.07442957,-0.41252357,-0.4358496,-0.4159102,-0.40355703,-0.51532525,-0.47241226,-0.387592,-0.3658034,-0.5007075,-0.45727104,-0.5101317,-0.4353944,-0.33114338,-0.38843006,-0.37195665,-0.38788465,-0.42428613,-0.5382029,-0.75344,-0.9815347,-1.3217599,-1.6117235,-1.6926773,-1.7952962,-1.9201669,-2.1651857,-2.3066914,-2.2682815,-2.07616,-1.980906,-1.7999172,-1.6808991,-1.6541297,-1.4767282,-1.194099,-1.0033631,-0.88022435,-0.7655152,-1.0971822,-1.6911831,-2.0527744,-2.0638871,-1.943457,-1.6983318,-1.6588523,-1.4590393,-1.2209004,-0.8481566,-0.5549678,-0.26104242,-0.078192174,-0.026473194,-0.12714641,-0.12596866,-0.2869163,-0.50359803,-0.8049593,-0.89166725,-0.98549604,-1.0931374,-1.1127353,-1.1309062,-1.1029564,-0.96225154,-0.62679315,-0.1428141,0.3115402,0.1791442,-0.7678615,-1.1827285,-1.2404346,-1.0591011,-0.56506574,-0.14613073,0.25210664,0.28364357,0.18417302,0.07412757,0.004827667,-0.13125844,-0.12043411,-0.10181053,-0.102402225,-0.15308836,-0.27175564,-0.36119306,-0.45318803,-0.4388676,-0.64712405,-0.86498064,-1.1287484,-1.23458,-1.4229643,-1.6868595,-1.8603956,-1.886477,-1.8747406,-1.8696688,-1.9161628,-1.9208779,-1.856993,-1.6855044,-1.6783147,-1.7533438,-1.9851031,-2.0904603,-1.9456645,-1.8417945,-2.0071511,-2.085772,-2.1812577,-2.2258437,-2.4720197,-1.3985792,-1.3993727,-2.586978,-1.4131548,-1.3982414,-1.39871
2.388231,2.4124458,2.240802,1.9443048,1.5453308,0.6473153,-0.08424145,-0.03993267,0.10411972,0.22743458,0.27040988,0.2678408,0.38218844,0.43051624,0.5723922,0.51623255,0.57321495,0.6201149,1.0051054,1.6230402,2.0263674,2.3319502,2.7200742,3.0556278,2.7693007,0.039304435,-0.46297848,-0.08631739,0.19754285,0.08502853,-0.44885293,-0.8087442,-1.3123243,-1.6809367,-1.8190932,-1.8112066,-1.7118005,-1.4575677,-1.4753523,-1.3927797,-1.354651,-1.3338308,-1.2624043,-1.1959264,-1.246394,-1.3197536,-1.2982005,-1.2699798,-1.1985835,-0.90074277,-0.59755087,-0.3605052,-0.22963163,-0.23176774,-0.20574978,-0.14725554,0.022331446,0.11802825,0.11475283,-0.19299504,-0.3595911,-0.5671679,-0.8772465,-1.4117415,-1.8629918,-2.0711102,-2.2463243,-1.9997815,-1.7450955,-1.5461123,-1.4389298,-1.4025207,-1.7930784,-2.2012544,-2.467332,-2.4938018,-2.4532082,-2.2681458,-2.2790604,-2.234702,-1.8636878,-1.3702798,-0.90525883,-0.579382,-1.1739137,-1.6685464,-1.5052457,-1.0165582,-0.7696333,-0.5762096,-0.4731598,-0.43067273,-0.43509543,-0.5812546,-0.93806314,-1.45494,-1.332428,-0.80520713,-0.21476522,0.20013995,0.4211015,0.06948061,-0.4691342,-0.9261352,-1.3407794,-1.574224,-1.9452455,-2.0236697,-2.025899,-2.014453,-2.0279908,-2.160502,-2.2689195,-2.2902503,-2.257981,-2.1919677,-1.8684249,-0.96295875,-0.61751294,-0.059773043,0.3555374,0.79397976,0.92911917,0.8109417,0.8415284,0.77776563,0.635513,0.3229499,-0.0072891265,-0.35771036,-0.46942228,-0.671593,-0.74578506,-0.49485105,-0.38244402,-0.29603213,-0.4750822,-0.519802,-0.7934133,-0.88025343,-0.9331591,-0.9303883,0.59464765,0.59473217,-0.45292866,0.60033494,0.5945172,0.5946329
-2.6520643,-2.6782875,-2.7202716,-2.915989,-2.78168,-2.5336847,-2.0595894,-1.8321866,-1.7345276,-1.6942371,-1.7337551,-1.8615487,-1.9101851,-1.9938104,-2.0851266,-2.1382022,-2.271788,-2.5453248,-2.862989,-2.3273296,-1.565429,-1.1672685,-0.9319595,-0.93134326,-1.4145377,-1.0616732,-0.64673173,-0.92812836,-1.184072,-1.5734836,-1.5761297,-1.235441,-1.0613818,-1.0928472,-1.1590853,-1.4094658,-1.49119,-1.7179872,-1.7340767,-1.7948208,-1.7681354,-1.751748,-1.7543089,-1.8561105,-1.8957921,-1.9722785,-2.0305915,-2.081619,-2.1562672,-2.2065754,-2.2710333,-2.313106,-2.3769603,-2.477569,-2.6844199,-2.7709174,-2.7410262,-2.5266514,-2.1904457,-1.971658,-1.8527851,-1.7185024,-1.5295352,-1.5738484,-1.660995,-1.7606595,-1.7058191,-1.2053941,-0.18235338,0.10338533,0.1733546,0.58580923,1.0150962,1.0569708,0.9804602,0.6666869,0.36823553,-0.046315797,-0.2868074,-0.31412363,-0.4082579,-0.61148804,-1.0667076,-1.4169794,-1.6155667,-1.9591992,-2.0930696,-1.9253516,-1.8877592,-1.8220038,-1.8294048,-1.6081626,-1.4930378,-1.4842381,-1.3361707,-1.312371,-1.9613004,-2.9296074,-2.6885543,-2.0878277,-1.4506084,-1.3566984,-1.1718137,-0.6535111,-0.17978476,-0.09209151,0.014915124,0.12547156,0.08382699,0.24937823,0.3026052,0.51593995,0.7687222,0.8644477,0.8625529,0.54573023,-0.15772372,-0.9403703,-1.9239882,-2.501638,-2.413938,-2.347423,-2.3714201,-2.5891027,-2.628861,-2.6484022,-2.6808176,-2.6090746,-2.5896683,-2.5990973,-2.6549335,-2.7332683,-2.8746362,-3.1330876,-3.2375636,-3.6162984,-3.6431782,-3.56428,-3.393929,-3.5622427,-3.6969404,-4.11193,-3.2809625,-3.2817783,-4.204061,-3.2888951,-3.280993,-3.2812655
-2.4938023,-2.6126373,-2.6577148,-2.7375264,-2.6763892,-2.6754007,-2.7276268,-2.76374,-2.6675124,-2.3870673,-2.1352746,-2.0662575,-1.8284903,-1.7555877,-1.642654,-1.6304343,-1.4712571,-1.2797786,-0.21103275,0.7390264,1.1796143,1.3631861,1.4790273,1.3589959,1.0162619,0.9594588,0.3056656,-0.21336761,-0.6086941,-0.58873445,-0.8460694,-1.2314427,-1.4077513,-1.3030121,-1.2154104,-1.1329423,-1.0888045,-1.0606884,-1.0823058,-1.0826167,-1.0660566,-1.1247697,-1.1663293,-1.1885023,-1.231386,-1.1946099,-1.1816996,-1.2510864,-1.2023014,-1.2583447,-1.4656229,-1.5768398,-1.6478572,-1.6570811,-1.6751574,-1.7319129,-1.7181662,-1.6721427,-1.4070449,-0.93308264,-0.44240934,-0.22184289,-0.23563018,-0.7041125,-1.4598317,-1.8021597,-1.8005426,-0.7608479,0.20902577,0.09762555,-0.06605041,-0.24029325,-0.007813171,0.16707128,0.3422562,0.3894516,0.22751752,-0.15518913,-0.5867113,-0.5320955,-0.23632395,-0.005305065,-0.10159543,-0.40688595,-1.0074724,-1.88521,-2.2835207,-2.2199464,-2.057918,-1.8596909,-1.7407613,-1.5398358,-1.5263243,-1.662422,-1.7843678,-1.6665368,-1.6390032,-1.597834,-1.4349898,-1.3579013,-1.6267855,-2.4949663,-3.0639515,-3.123688,-2.5703542,-2.3026664,-2.145669,-2.1406527,-2.1722617,-2.174943,-2.1625614,-2.0869646,-1.9528003,-1.8293785,-1.62895,-1.481271,-1.196806,-0.96335363,-1.0965583,-1.2161356,-1.1901176,-1.1545591,-1.2550671,-1.4473975,-1.4375615,-1.4474685,-1.5112042,-1.4787648,-1.5774086,-1.5994898,-1.7018158,-1.9099882,-2.0373206,-1.9815847,-1.8673604,-2.4525409,-2.4957142,-2.2599366,-1.9999533,-2.151355,-2.203507,-2.3687084,-1.9077518,-1.9079492,-2.497826,-1.9118723,-1.9076796,-1.9077513
-0.3859522,-0.31842571,-0.31283426,-0.3398078,-0.21385558,-0.23143879,-0.578256,-0.89295805,-1.0382162,-1.0987856,-1.0667133,-1.1161392,-1.0597556,-0.9340137,-0.7068399,-0.3028664,0.13687916,0.39187962,0.37753505,0.19831002,-0.10428333,-0.022042274,0.43166688,2.0550218,6.6954107,10.95708,11.702656,11.787607,11.968979,11.503423,10.344418,8.970348,7.3424754,5.7804446,4.8802013,3.8505738,3.3338797,2.4923143,2.374536,2.1247592,2.129923,2.1823049,2.05936,1.8863394,1.7844932,1.6673259,1.4999146,1.1327671,0.8300906,0.3450867,-0.12122876,-0.40007496,-0.6129138,-0.8112932,-1.188514,-1.3746496,-1.3557936,-1.2040427,-0.88432765,-0.43904245,0.08646515,0.8892046,1.2839074,1.6237754,1.6767137,1.3776548,0.83763015,-0.095666006,-0.717919,-1.0178659,-0.902526,-0.78338814,-0.8106081,-0.98513114,-1.1146967,-1.3079519,-1.446249,-1.6724718,-1.8460801,-1.8044863,-1.3854336,-0.6593001,-0.05839841,-0.20338625,-0.18166937,-0.5460479,-0.94745827,-1.2219858,-1.3634597,-1.3259863,-1.3863795,-1.1456935,-0.9767425,-0.79973805,-0.537228,-0.4951437,-0.732446,-0.42069584,-0.10962897,0.31255654,0.63017774,0.5959097,0.45295876,0.42161167,0.23490393,0.27229214,0.4430769,0.5320773,0.6236796,0.6675716,0.70484024,0.67270696,0.6107803,0.53054935,0.5363029,0.503412,0.4975408,-0.009622693,-0.02825901,0.11968939,0.36085814,0.5893635,0.59035075,0.4867989,0.40444306,0.38326535,0.4201018,0.35395703,0.11579222,0.10592544,0.3246053,0.18526177,0.011017482,-0.2552317,-0.46281713,-0.022378385,-0.042673152,-0.33491558,-0.53771734,-0.6959741,-0.7691221,-1.1007751,-0.5713397,-0.57174635,-1.1083405,-0.5798964,-0.5709754,-0.57122993
-0.5011632,-0.6418377,-0.8467901,-1.0477133,-1.3002838,-1.2045591,-1.3214445,-1.3175025,-1.2950337,-1.2289311,-1.0605719,-0.9435891,-0.7952739,-0.7576023,-0.68851715,-0.74124575,-0.77101433,-0.53836405,-0.04695955,-0.4265151,-0.85072064,-0.9771637,-0.9215627,-0.96199644,-0.89240086,-0.6030308,-0.62650794,0.115076065,1.6995811,5.1464205,8.548956,10.403946,11.478363,12.154544,12.3615055,12.205011,12.053757,11.586571,11.494364,11.402984,11.337545,11.258855,11.216112,10.900284,10.714455,10.52321,10.39612,10.02437,9.621649,9.003396,8.312862,7.741664,7.12086,6.6032486,5.9643674,5.2527122,4.4235725,4.0238786,4.4878817,6.363662,9.473994,11.348955,11.908348,11.849616,11.383328,10.814753,9.738113,6.74384,3.1006083,1.4693999,-0.8436997,-1.8850313,-1.7837749,-1.4861084,-1.4150473,-1.4231725,-1.4489712,-1.3310505,-0.9708452,-0.62860763,-0.102348626,0.019866943,-0.53554946,-0.54375815,-0.4375039,-1.0053943,-1.3058689,-1.51715,-1.5395802,-1.3828149,-1.2495992,-0.7978611,-0.6700168,-0.69291824,-0.795314,-1.3215693,-2.063495,-2.0057034,-1.6260374,-1.0128071,-0.24801874,-0.39734977,-0.8934885,-1.3287749,-1.6895311,-1.8175478,-1.8218875,-1.8123509,-1.8269527,-1.8584118,-1.8834333,-1.865668,-1.7652364,-1.6164852,-1.3229148,-1.0554154,-0.98662984,-0.89955485,-0.8396312,-0.5087187,-0.114054345,0.2457294,0.44714022,0.47544682,0.5633197,0.48806542,0.37124595,0.27689987,0.047335543,-0.3267945,-0.6113366,-0.8473209,-1.0349282,-1.3300816,-1.280335,-1.1862714,-1.1937766,-1.273166,-1.4867016,-1.7753551,-1.7654318,-1.7693943,-1.1046576,-1.107629,-1.8381503,-1.1209123,-1.1059694,-1.1066035
-3.2519546,-3.1323128,-3.135736,-3.0540767,-2.8427267,-2.3831933,-1.6962376,-1.1872109,-1.2193754,-1.3561715,-1.3648221,-1.3600813,-1.2858367,-1.3865367,-1.4404466,-1.6698895,-1.778727,-1.5507516,-0.66173947,0.42713568,0.9904746,1.3128535,1.642569,1.9872875,1.4456103,-1.9329581,-2.4451492,-1.9115683,-1.3486197,-1.3283592,-1.3485086,-1.1741476,-1.4952323,-1.8996818,-2.1725545,-2.491282,-2.6265955,-2.7589736,-2.843616,-2.8969212,-2.9136474,-2.9919906,-3.0350251,-3.1211061,-3.1543293,-3.123187,-3.1213198,-3.2076569,-3.191575,-3.025926,-2.7210522,-2.5574102,-2.4425466,-2.3824985,-2.2652745,-2.0763557,-1.8836601,-1.7804245,-1.607324,-1.5293605,-1.8430963,-2.2558827,-2.569377,-2.9461374,-3.2032404,-3.2370903,-3.3501318,-3.4873314,-3.4702053,-3.273977,-2.5934644,-1.9452553,-1.7334739,-1.8114114,-1.8238794,-1.9270298,-2.1445827,-2.2921252,-2.488278,-2.4475083,-2.1122966,-1.5341547,-1.2662328,-2.0636146,-3.1054363,-3.2166243,-2.797492,-2.2537177,-2.011387,-1.9244161,-1.9097728,-2.0291343,-2.1238449,-2.314684,-2.4182582,-2.1270084,-1.82937,-1.5542688,-0.9130687,-0.055411756,0.9646973,1.219916,1.0179918,0.73995286,0.11232892,-0.3395133,-0.7590005,-0.8634319,-0.9018005,-0.893063,-0.9038564,-1.04201,-1.2104797,-1.3335297,-1.4161538,-1.3390335,-1.2714429,-1.5818311,-1.7860497,-1.7975209,-1.8466457,-1.9758191,-2.1932068,-2.5988648,-2.6280236,-2.5835803,-2.6331265,-2.60776,-2.506596,-2.39962,-2.3866022,-2.309469,-2.2409005,-2.12303,-2.0089602,-2.505345,-2.6577077,-2.4001184,-2.339591,-2.3260567,-2.3823283,-2.2990003,-2.548368,-2.5474286,-2.1724217,-2.5427387,-2.5481575,-2.5479
