0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161
11.486419,11.629553,11.611289,11.394144,10.247826,8.351692,7.6942816,6.2148466,5.642101,5.011677,5.1162205,5.034767,4.3620486,3.49094,3.0772905,2.4074702,1.1325608,0.15811092,-0.18738857,-0.19308895,-0.13687292,-0.005086247,0.030801967,0.051118605,0.08947421,0.13427061,0.6114503,1.0258652,1.2040524,1.1949619,1.0887802,1.3130925,1.3533614,1.1770345,0.806689,0.7371984,0.7101759,0.8644669,1.1191943,1.4494507,1.4941707,1.1942068,0.51372063,-0.105412185,0.010813989,-0.057888016,-0.41185284,-0.72528225,-0.8500382,-0.8858683,-0.9477747,-1.0626321,-1.1392365,-1.1150007,-1.0855765,-1.0876025,-0.8951152,-0.589245,-0.18293299,0.83573455,2.3257084,3.1597767,2.7025347,1.3958257,-0.33013365,-1.3778787,-2.5055673,-2.520165,-2.2213569,-2.1464386,-1.815377,-1.5170691,-1.0060686,-0.33258012,0.10627063,0.2339548,0.48960885,0.797386,1.9026992,3.255875,5.0872164,5.827037,5.248307,3.952588,3.2264643,2.881268,1.704784,0.8817645,0.2280427,-0.5419523,-1.1930302,-1.3876742,-0.63164663,0.11635843,0.38060993,0.5572527,0.7795024,0.98758537,1.1572272,0.9583199,1.151451,1.0875584,1.1894692,1.6221304,1.579731,1.3652341,1.653221,2.2260022,2.5986335,3.218694,3.4276392,2.8452363,1.7647482,0.86565167,0.45902184,0.59970003,0.78192246,0.85241705,0.6577943,0.64245284,0.71358216,0.80141354,0.7102839,0.62789226,0.49907058,0.36957014,0.54257035,0.79170907,1.0330222,1.3831387,1.8101735,2.2410285,2.3039513,3.0964918,4.494467,5.33062,5.939293,6.2646456,6.211689,6.206295,6.3869014,6.7057295,7.092823,7.0900545,7.0710278,7.2743077,7.5260363,8.123823,8.641359,8.82649,9.086348,9.270298,9.730741,10.518712,11.035564,11.567158,11.920064,12.231192,10.7481,10.748902,10.747983,10.747997
-3.290604,-3.2544541,-3.2022972,-3.0998116,-2.8870149,-2.9372282,-2.9285638,-2.8864675,-2.8032098,-2.7434301,-2.7980208,-2.8570323,-2.8342106,-2.709875,-2.435149,-2.2776937,-1.9640336,-1.9300634,-1.921523,-1.9864585,-2.0422993,-2.0340867,-2.0026422,-1.9113097,-1.8077838,-1.6016603,-1.7328389,-1.995348,-2.328599,-2.4733443,-2.3566668,-2.4016132,-2.6140962,-2.7501798,-2.786327,-2.833828,-2.8139775,-2.824798,-2.8957362,-2.983218,-2.8533154,-2.8462267,-3.0794473,-3.6289132,-3.9347441,-3.6965373,-3.4590766,-3.0832613,-2.5833805,-2.1856482,-1.9109876,-1.6963882,-1.5219188,-1.3719172,-1.1667616,-0.9333371,-1.1023792,-1.293941,-1.4930569,-1.7021408,-1.778451,-1.7098274,-1.6383135,-1.7363816,-1.7798767,-1.8709642,-2.1704826,-2.311333,-2.347647,-1.8869941,-1.7522136,-1.5154963,-1.8562838,-2.3125036,-2.5147035,-2.673107,-2.6811278,-2.7715821,-2.8881583,-2.8533337,-2.9349704,-3.3103247,-3.4211464,-3.4528036,-3.4747858,-3.401497,-3.181208,-3.0914903,-3.059988,-3.143274,-3.498057,-3.3086638,-2.5427632,-1.932633,-1.564327,-1.3913406,-1.4571338,-1.6646013,-2.1668556,-2.4155688,-2.415204,-2.6148725,-2.958694,-3.1834798,-3.0056055,-2.8554482,-2.9088602,-2.958631,-2.9938,-3.060058,-3.1197248,-3.209137,-3.4020677,-3.8688924,-4.135286,-3.9168437,-3.5694733,-3.232192,-2.7357855,-2.4547803,-2.0390081,-1.5416101,-1.2634571,-1.1736394,-1.0934892,-0.9843807,-0.9202527,-0.8991668,-0.7676712,-0.9456525,-1.0573577,-1.3949705,-1.667421,-2.1007369,-2.6901402,-2.856966,-3.0723248,-3.197387,-3.2294362,-3.1653533,-3.2094688,-3.194312,-3.1250262,-3.0291018,-3.080544,-3.1427956,-3.0529275,-2.7830987,-3.0174236,-3.1042712,-3.0098696,-2.8191352,-2.3730555,-2.067559,-2.1318686,-1.9954975,-1.9714386,-1.767055,-1.4952157,-1.4956315,-1.494925,-1.4948901
-0.5997063,-0.7503601,-0.91012025,-1.0414393,-0.8118852,-0.9129877,-0.9920676,-1.3347824,-1.5220522,-1.4657612,-1.3177278,-1.1456587,-0.92078406,-0.8767215,-0.88677883,-0.8187381,-0.64631927,-0.5475858,-0.6316155,-0.61366343,-0.5924242,-0.58648443,-0.62592685,-0.7529597,-0.98544526,-1.350795,-1.6429453,-1.6395158,-1.517847,-1.4595419,-1.3803923,-0.92868257,-0.40059417,-0.090266764,-0.17560618,-0.30234978,-0.37860587,-0.4321036,-0.550683,-0.4747819,-0.27616653,-0.5338861,-1.0946668,-1.3576808,-0.818315,-0.6077864,-0.46020693,-0.26599586,-0.16856585,-0.01410456,0.09755203,0.16321163,0.15513425,0.36510625,0.82043886,1.6785729,3.371337,6.315789,7.9395456,8.678751,9.320827,9.506807,9.336828,9.046725,8.326008,7.8731823,6.7333956,5.035212,2.4184968,-0.63351285,-1.0101502,-0.34659755,0.05446458,0.39880145,0.65861213,0.5256287,0.26708513,0.020522982,-0.18939558,-0.25009888,-0.59517586,-0.81135553,-0.6619186,-0.7007666,-0.8521298,-0.8069861,-1.1775221,-1.3035583,-1.3361678,-1.1975062,-1.4310511,-2.3230271,-2.8791456,-2.844397,-2.6980865,-2.5180733,-2.2726364,-1.8842,-1.0729591,-0.285943,-0.17209715,-0.27409247,-0.16262996,0.003754437,0.044818282,0.07229036,-0.12049342,-0.12519859,-0.056561843,-0.090408355,-0.35742873,-0.8986415,-1.6710131,-1.736682,-1.1621033,-0.9824866,-1.0620483,-0.6879458,0.28699094,0.8507844,1.4473733,1.950457,2.382081,2.9081419,3.2318664,3.0728347,2.8794832,2.9150677,4.205067,5.9438353,7.3584995,8.899303,9.561065,10.301324,11.228748,11.2472515,11.213964,11.245499,11.301681,11.35572,11.254933,11.103331,10.90391,11.004404,10.952142,10.572651,10.268734,9.813786,9.078821,8.963717,8.849519,8.959225,8.857538,7.943866,7.062957,5.810186,4.8448725,4.285548,4.4011602,4.402639,4.400719,4.4008117
-2.6522765,-2.5282798,-2.4434996,-2.2846596,-2.0750062,-1.8728315,-1.8448964,-1.7818228,-1.7764039,-1.9130876,-2.0588968,-2.161729,-2.082761,-1.9973075,-1.8703625,-1.8102932,-1.4701624,-1.1086063,-1.0507356,-1.1600667,-1.3101355,-1.3369129,-1.3247957,-1.2459593,-1.1607957,-1.1090425,-1.3490542,-1.6044784,-1.9267328,-2.2266364,-2.3645182,-2.6429987,-2.7521,-2.8189979,-2.8446167,-2.8379014,-2.805066,-2.7877553,-2.9119685,-3.032997,-2.9389691,-2.8428497,-2.625029,-2.5158868,-2.0301251,-1.3267297,-1.0302266,-1.1964023,-1.4082334,-1.5845261,-1.668217,-1.6938866,-1.7583408,-1.7746878,-1.7502594,-1.4745691,-1.210349,-0.97764826,-1.1364973,-1.653893,-2.0365283,-1.8577764,-1.509607,-1.2445614,-0.6399219,-0.56354517,-0.45353562,-0.18914838,-1.0582947,-1.8716569,-2.2934282,-2.1000724,-2.1699038,-2.5159502,-2.5726066,-2.6553452,-2.7749298,-2.9026988,-2.8556354,-2.6825478,-2.2821636,-2.3439384,-2.308589,-2.1648517,-2.0866058,-2.0589933,-1.904927,-1.6030962,-1.3329281,-1.2146964,-1.4061898,-1.249771,-0.800612,-0.2646633,0.32137638,0.7474447,0.84777164,0.7283645,0.35879382,-0.14388195,-0.5452716,-1.2301644,-2.0128915,-2.5288408,-2.6331804,-2.5722888,-2.6762338,-2.7721918,-2.8080654,-2.9232383,-3.0092392,-2.9322417,-2.563743,-2.2576423,-1.8697628,-1.2279334,-0.7485284,-0.44873083,0.024889216,0.15808977,0.21821707,0.23326282,0.13545386,0.050308477,-0.037672423,-0.12212643,-0.21791364,-0.18476133,-0.1648722,-0.50353783,-0.9646131,-1.4509456,-1.7028763,-2.1360996,-2.784522,-3.033525,-3.2552514,-3.1811554,-3.1676893,-3.0819266,-3.0903468,-3.0376043,-2.998796,-2.9589047,-3.0463514,-2.9840026,-2.6976342,-1.9623742,-1.9449189,-2.0989695,-1.8195965,-1.4050851,-0.8053955,-0.1869977,0.23424344,0.6974889,0.67889833,0.20597029,-0.36998487,-0.37025028,-0.3697621,-0.36969686
2.478035,2.2930598,2.1859794,1.3677355,-0.031351894,-0.23644215,-0.22097999,-0.014843404,0.11024846,0.42308015,0.6453339,0.6628779,0.5884217,0.34988165,-0.14396153,-0.25542748,-0.23254411,0.6007738,1.179875,1.3452077,1.4694165,1.4673947,1.4497857,1.4047918,1.3397706,1.1996244,1.0814289,0.9239256,0.74154925,0.52961504,0.19815364,-0.4824549,-1.0500087,-1.1863043,-1.025314,-0.8799945,-0.8687898,-0.8667938,-0.80176806,-0.75545293,-0.94914556,-1.2001268,-1.2100666,0.14397703,1.8681853,2.6340394,3.5904622,4.418444,4.9484515,5.2083464,5.3285766,5.3903856,5.4431343,5.356986,5.34865,5.0557976,4.275194,2.6647732,1.3257623,0.85928977,0.51664543,0.38000882,0.45626307,0.40342328,0.39272988,0.43443048,0.7960167,1.206701,1.9916422,2.1907654,1.2670975,-0.24011281,-1.6876826,-2.3392115,-2.5455139,-2.297416,-2.1925566,-2.2379458,-2.400597,-2.520535,-2.4674137,-2.437688,-2.0920405,-1.6780134,-1.3234675,-1.3321936,-1.3111335,-1.4606421,-1.3854483,-1.3239607,-1.0615957,-0.31932455,0.22874007,0.36718053,0.24829797,0.09984876,-0.0814299,-0.31407017,-0.70761895,-1.303574,-1.411608,-1.2667811,-1.0311811,-0.9608527,-1.1735462,-1.2360278,-0.88223535,-0.7831606,-0.8886792,-0.9981021,-1.2449526,-1.4235184,-1.1798706,0.022272855,1.3333967,1.9904437,2.149573,2.1798692,1.871057,1.732852,1.5983012,1.555992,1.5297832,1.5077376,1.4583085,1.5584633,1.6041822,1.6169907,1.3267728,0.8944837,0.5578568,-0.078777485,-0.4116597,-0.90918815,-1.3920605,-1.237116,-1.0447476,-0.88875234,-0.85275215,-0.90547395,-0.760335,-0.5487318,-0.35385013,-0.4483869,-0.3287297,0.0011954308,0.051608145,-0.038018376,0.15446025,-0.15092672,-0.32963955,-0.45602354,-0.46086022,-0.36209536,-0.42885077,-0.29141784,0.10418515,0.45896015,0.8032931,0.8033025,0.80325884,0.80329746
-2.780035,-2.7707877,-2.65245,-2.3714375,-1.6771288,-1.1174843,-0.96525645,-0.85359335,-0.8572006,-0.8398129,-0.77214664,-0.7457677,-0.56852776,-0.26342934,-0.09781057,-0.22476542,-0.6626723,-0.67349887,-0.3296089,-0.28054518,-0.22065035,-0.17716345,-0.086527824,0.039967835,0.14900932,0.16184086,-0.24738322,-0.7574481,-1.240268,-1.4658436,-1.4640635,-1.6444832,-1.9962816,-2.111999,-2.059859,-2.0157022,-2.031757,-2.1085136,-2.1842566,-2.2215097,-2.276639,-1.9400208,-1.0335399,-0.5496828,-0.32750216,-0.12306121,0.037810117,0.11938098,0.023289949,-0.21972866,-0.44770557,-0.66238713,-0.8956658,-1.140778,-1.339687,-1.5289807,-1.9166164,-2.2919657,-2.3031087,-2.6866765,-2.9404175,-2.5589683,-1.9531354,-1.2463375,-0.69038373,-0.56232285,-0.91354895,-1.2797055,-1.559766,-1.6146039,-1.9459736,-2.3670843,-2.4780843,-2.6718745,-2.8133025,-2.792204,-2.6213799,-2.3306422,-1.6800103,-1.2052815,-1.8009112,-3.5504007,-4.1487837,-3.7128804,-3.312698,-2.8731706,-1.5965476,0.11681935,1.5397373,2.2993126,2.128384,2.3315675,2.1654081,1.8229551,1.4492742,0.9062689,0.48744053,0.23359612,-0.087614596,-0.10955548,-0.08254567,-0.4154116,-1.4290354,-2.4099426,-2.809473,-2.758648,-2.7077775,-2.8217614,-2.8544436,-2.8903737,-2.6190605,-2.075306,-1.0344813,-0.25307283,-0.048617885,0.12429549,0.49371713,0.58638793,0.50089383,0.3643173,0.073310375,-0.27822372,-0.5396096,-0.88139945,-1.189743,-1.3986995,-1.649363,-1.9285014,-2.1001306,-2.2322946,-2.3607893,-2.2878938,-2.193187,-2.2768743,-2.2171168,-2.357756,-2.303462,-1.9630129,-1.8433673,-1.6690519,-1.6833756,-1.6139938,-1.581107,-1.5969567,-1.7348311,-1.7912385,-1.5689034,-1.324456,-1.6568629,-2.0388212,-2.012537,-1.7324035,-1.5124478,-1.5632155,-1.7277768,-1.9646666,-2.2556806,-2.5357697,-1.4903812,-1.4911114,-1.4903128,-1.4902921
-3.356797,-3.2805011,-3.1019456,-2.9218256,-2.8981934,-2.7225008,-2.5408607,-2.1172218,-1.7984467,-1.5045457,-1.5712379,-1.6924295,-1.7004951,-1.5336283,-1.3452652,-0.9678277,-0.56594443,-0.54673254,-0.7468016,-0.9265733,-1.0944632,-1.1729699,-1.2252384,-1.227373,-1.2093489,-1.2338803,-1.4667032,-1.5991666,-1.5961647,-1.4795811,-1.1581224,-1.3768386,-2.1105013,-2.7810676,-2.9895816,-2.9801054,-2.9819217,-2.9678056,-3.0655468,-3.2682526,-3.4331422,-3.4306412,-3.1291273,-2.7048826,-2.3468037,-2.1945152,-2.2811756,-2.2464738,-2.0347958,-1.9140773,-1.8687336,-1.8205608,-1.7373497,-1.6506227,-1.4792097,-1.5255862,-1.9495084,-2.602869,-2.5555513,-2.6521008,-2.9216623,-3.137802,-3.0242019,-2.650088,-1.990468,-1.3771151,-0.7735307,-0.47407869,-0.3304355,-0.4409423,-0.89920604,-1.1775599,-1.5044556,-2.003573,-2.3311422,-2.6077342,-2.7274761,-2.7583952,-2.9318304,-2.9786482,-2.709568,-2.2960896,-2.226192,-1.9164851,-1.4817342,-1.0458117,0.838545,3.8858676,6.143991,8.482095,10.073136,10.888286,10.906727,10.805388,10.781412,10.761309,10.695638,10.5953665,10.366101,10.04822,9.596577,8.282489,5.4157267,2.1771638,0.006927643,-0.74653167,-0.23911661,-0.79433197,-1.5217992,-2.195743,-2.9540281,-3.2621665,-3.1847563,-2.8968697,-2.6550875,-2.3711286,-2.3466496,-2.545125,-2.8251712,-2.97232,-3.1041226,-3.075197,-3.0252714,-3.057117,-3.0100353,-2.8485684,-2.7226186,-2.5426173,-2.300292,-2.2974176,-2.1254373,-2.1220288,-2.2923412,-2.6846347,-3.1781344,-3.496788,-3.7139368,-3.8743157,-3.899437,-3.8295953,-3.866475,-3.911712,-3.8733642,-3.835981,-3.7696214,-3.7243257,-3.6545382,-3.6031063,-3.550517,-3.6264105,-3.6826928,-3.7091641,-3.3971584,-2.738752,-2.4357395,-2.2785985,-2.6763432,-3.0541997,-2.7298431,-2.7305307,-2.7297137,-2.7296638
-0.7738541,-0.7729197,-0.6526293,-0.4160866,-0.53503597,-0.73658663,-0.64498097,-0.2961983,-0.0844121,-0.03874506,-0.077263996,-0.048606426,0.100867316,0.24543864,0.2738656,0.30661625,0.15297064,-0.13338651,-0.32117736,-0.38946852,-0.4703459,-0.42327648,-0.34316528,-0.12911688,0.105661154,0.4920979,0.7377906,0.50520885,-0.0625024,-0.37435228,-0.5505736,-0.95007074,-1.607625,-1.8971366,-1.8085492,-1.8669419,-1.8640176,-1.8855999,-1.9150496,-1.8185679,-1.5160809,-1.1352605,-0.96307456,-1.3306804,-1.8451313,-1.5659896,-0.83592707,-0.41341078,-0.18235925,-0.084929496,-0.057472944,-0.021997362,-0.050050706,-0.0343163,0.035660833,0.33014458,0.2849464,0.031312242,-0.25772253,-0.92439556,-1.3023534,-0.75832903,-0.14734218,0.08174017,0.69757414,0.7067565,0.9555266,1.5756223,2.0512414,2.9646692,2.5650039,1.3987265,0.1910321,-0.8690403,-1.5646584,-2.026044,-2.093908,-2.1547842,-1.6767032,-1.0575199,-0.2099669,-0.45509547,-0.6550518,-0.7276607,-0.85372674,-0.6233213,0.059107814,0.48091763,0.7276935,0.45490652,0.26208776,0.6452832,1.2071779,1.8455107,2.3668394,2.6749566,2.7157493,2.5509987,1.9670196,1.0006843,0.40404987,-0.2834556,-1.1383134,-1.6294924,-1.7362843,-1.7849481,-1.9352115,-2.0051985,-1.8935714,-1.7363387,-1.508348,-1.1648079,-0.77644646,-1.1197917,-1.7048173,-1.5229707,-0.75861263,-0.046846062,0.77402705,0.99146974,1.2112263,1.3624401,1.3037177,1.2296966,1.0908966,0.93600106,0.7285876,0.5768123,0.5423455,0.23323372,0.012346849,-0.073299825,-0.271126,-0.87731934,-1.8634782,-2.3594413,-2.6644394,-2.748023,-2.7908883,-2.7350874,-2.720994,-2.6163056,-2.5031395,-2.4482553,-2.5672734,-2.4660404,-2.2167757,-1.788274,-1.8701321,-2.026651,-1.8336188,-1.6719279,-1.5071375,-1.5598044,-1.7044741,-1.51809,-1.1787996,-1.3118236,-1.036069,-1.0375866,-1.0358403,-1.0358968
-0.6697406,-0.6770127,-0.5436303,-0.6588685,-1.2664065,-1.7951018,-1.8921113,-1.8547151,-1.6480863,-1.4745775,-1.4375458,-1.4643186,-1.5237141,-1.4695553,-1.3517451,-1.2167525,-1.1029457,-1.2039523,-1.5826893,-1.745156,-1.8797474,-1.9173255,-1.95016,-1.8854749,-1.6844102,-1.3957672,-1.1722021,-0.8632603,-0.34812364,0.11591308,0.36198214,-0.027171925,-0.6288595,-0.98459154,-0.9906362,-0.99507964,-0.9390115,-0.9205116,-0.88012373,-1.0222278,-1.17045,-1.0609746,-0.47799957,0.67217577,0.77233136,0.80595064,1.0132658,1.7063813,2.1629267,2.3359873,2.4005747,2.4461262,2.5289283,2.6476192,2.6904712,2.5525935,2.0816503,1.1166211,0.471761,-0.12579866,-1.0845186,-1.7806683,-1.8571367,-1.7354896,-1.3424485,-0.8201634,0.35967588,1.4449515,2.4005365,2.7433438,2.3496547,1.6349739,0.6062063,-0.24155681,-0.84276444,-0.94457686,-0.84793746,-0.6060977,-0.21617465,-0.21507196,-0.22074768,-0.5273365,-1.1653179,-1.4282315,-1.4503127,-1.516458,-1.0804229,-0.95101446,-0.8607822,-0.35848123,0.22958994,0.87080556,1.2248937,0.882709,0.57252526,0.38260603,0.17572157,-0.15363243,-0.5082271,-0.57602966,-0.6319535,-0.90258515,-1.085763,-1.2400023,-1.0926462,-1.0886204,-1.1419314,-1.2380807,-1.2772247,-1.2238116,-1.1183481,-0.8644668,-0.084921524,0.53978944,0.5401764,0.39408445,0.6515647,0.78681237,0.98693097,1.1269511,1.4886739,1.8021238,1.9119544,1.8437107,1.8691988,2.0090368,2.1340685,2.0376236,1.4674563,0.9695726,0.71361464,0.19355002,-0.22106199,-0.8204967,-1.7634771,-2.022663,-2.1391594,-2.1109157,-2.1621456,-2.0372396,-1.9649881,-1.9725547,-1.9057692,-1.8980975,-1.9329016,-1.7652712,-1.4829232,-0.9839287,-0.9380459,-0.9938898,-0.92917585,-1.0760517,-0.9457166,-0.94491535,-0.9471743,-0.89186245,-1.0547397,-1.1392231,-1.3363664,-1.3368745,-1.3363017,-1.3362631
-3.357264,-3.2223196,-3.0225387,-2.3201034,-0.9583475,0.38895744,1.1542633,2.4696732,3.2240639,4.5128226,4.6260495,4.3844757,4.251821,4.2835307,4.3212333,5.827876,7.920922,9.772556,10.53318,10.691868,10.823768,10.879722,11.047373,11.293432,11.4206295,11.360731,10.898291,10.267804,9.276561,7.8893,6.3759575,3.4435356,0.84526086,-0.5415367,-0.9926544,-1.0316111,-1.109741,-1.0907452,-1.2903352,-1.585773,-1.9041214,-2.3920288,-2.86297,-2.9781501,-2.6020322,-2.3189752,-2.2098796,-2.1286144,-1.9735472,-1.8253043,-1.7298751,-1.6729419,-1.6741421,-1.8254031,-1.9368675,-1.9296123,-2.0150409,-2.3927402,-2.6017468,-2.6038127,-2.5703125,-2.3984747,-2.0451746,-1.6153646,-1.5404663,-1.5667831,-1.7931039,-2.0710678,-2.017349,-2.110697,-2.968596,-3.799297,-4.122344,-3.9277143,-3.5237024,-3.1880903,-3.0778768,-3.2168274,-3.6554382,-3.8102589,-3.7025719,-3.9752476,-3.749076,-3.3628578,-2.9989815,-2.994913,-2.8429112,-2.4659615,-2.123847,-1.837873,-1.287461,-0.12457318,0.44712144,0.53690666,0.4248035,0.2666321,0.13717994,-0.011669248,-0.42361754,-0.9980725,-1.1963843,-1.5450392,-2.2121556,-2.572408,-2.5828109,-2.5059988,-2.4982853,-2.6139667,-2.6907985,-2.927766,-3.3064318,-3.6185124,-4.0066223,-3.8100445,-3.156437,-2.644783,-2.6123798,-2.6456492,-2.6663828,-2.6541994,-2.7208765,-2.6673548,-2.5439298,-2.4396644,-2.4433808,-2.4813595,-2.6344914,-2.6904402,-2.5852346,-2.6249547,-2.703115,-3.015822,-3.2484145,-3.4525228,-3.4774528,-3.2412815,-2.9384124,-2.5727015,-2.4038959,-2.4053242,-2.3940885,-2.3277125,-2.3538628,-2.3386478,-2.2660527,-2.3311272,-2.5897202,-2.8509183,-2.8979437,-3.037908,-3.0608523,-3.0035434,-2.8105,-2.6293697,-2.628526,-2.514394,-2.6849816,-2.7936587,-2.8881664,-2.8885057,-2.8882067,-2.8882086
