0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106
12.3633375,12.469312,12.564906,12.48424,12.392305,12.18918,11.039386,11.165079,10.071857,7.736188,5.601411,4.509775,3.7682705,3.0195055,2.1009822,1.3034185,0.6440196,0.88658726,1.3801166,1.8248856,2.5509553,3.0634427,3.2182937,3.303578,3.0881808,2.7278643,2.2510366,1.9397088,1.7857084,1.4740634,1.0997238,0.60376996,0.36437348,0.01846622,-0.24441014,-0.39588654,-0.58493555,-0.77926576,-0.8896831,-0.89367354,-0.76157236,-0.6839738,-0.6339104,-0.48746985,-0.3658329,-0.27011982,-0.17259584,-0.15034026,-0.051659264,0.044732038,0.086178176,0.07440818,0.27257392,0.5122215,0.7441932,1.0112778,1.3792837,2.4060855,4.2204523,5.6991005,6.914845,8.536861,9.333162,9.400583,8.663226,6.7922287,4.4707527,2.7267601,1.8673438,1.5371771,1.2330217,1.0766839,1.1472824,1.247205,1.4432616,1.6670179,2.01757,2.1943295,2.2035692,2.2523024,2.4185882,2.565823,2.8165147,3.0174017,3.2296176,3.403401,3.538775,3.6523342,3.7536724,3.8518443,4.0054255,4.098827,4.546489,5.105814,6.277407,7.764479,8.454374,9.656259,10.32736,11.075638,11.597893,12.33564,11.039747,12.725645,12.801461,11.039515,11.039066
-2.878815,-2.8926806,-2.88613,-2.9059289,-2.9051418,-2.9459596,-1.825977,-3.1857638,-3.431817,-3.7423673,-3.6352317,-3.3347595,-2.9211898,-2.7275362,-2.505931,-2.4865177,-2.7795138,-2.6284425,-2.3876739,-1.7833762,-1.3757923,-1.1097801,-1.1440425,-0.7854333,-0.26345992,-0.023274481,-0.104328364,-0.21694398,-0.30140004,-0.3963958,-0.4586292,-0.5652467,-0.68676794,-0.7951466,-0.9128113,-1.0381589,-1.0948763,-1.100415,-1.1135275,-1.0204549,-0.83821094,-0.70186335,-0.6377535,-0.5481964,-0.4551526,-0.3176398,-0.24505082,-0.2547628,-0.1897394,-0.11833508,-0.0026919693,0.11566909,0.19971949,0.15840109,0.27323887,0.3413145,0.24738622,0.18600126,-0.34957054,-0.7949098,-1.0793626,-1.5186155,-1.8107393,-1.900613,-1.6481264,-1.5509055,-1.5057378,-1.424612,-1.2892666,-1.1857648,-1.167522,-0.8828399,-0.7768867,-0.843086,-0.9391036,-1.098782,-1.2327445,-1.2718,-1.2809445,-1.3040565,-1.4931912,-1.6368096,-1.6566846,-1.7449982,-1.8789018,-1.9711626,-1.9475273,-2.0006566,-2.0520425,-1.9886091,-1.9777331,-2.1392446,-2.6232219,-2.885325,-3.31292,-3.5029783,-3.502216,-3.3374188,-3.1289434,-3.1145067,-3.0027418,-2.5894616,-1.8257377,-2.1270356,-2.0750225,-1.8254852,-1.8253831
-1.494358,-1.4912945,-1.460401,-1.62554,-1.7701389,-1.9139173,-0.9789934,-2.2324915,-2.2204454,-1.3980739,-0.76053715,-0.8105888,-0.88507247,-0.8404283,-1.1220992,-1.7307341,-2.9711802,-3.408351,-3.4981778,-3.4227705,-3.1447475,-2.707853,-2.4991953,-1.9417638,-1.2118778,-0.48985815,-0.020386145,0.33767882,0.5001323,0.48433405,0.27266383,-0.17539793,-0.57294667,-0.97194433,-1.4310954,-1.7579355,-2.0707989,-2.4486055,-2.771676,-3.1728225,-3.3042498,-3.3432446,-3.3524985,-3.3639948,-3.3632364,-3.3948836,-3.421067,-3.4484568,-3.5137467,-3.5930278,-3.6755989,-3.783045,-3.8582366,-3.8708887,-3.8561447,-3.73862,-3.501614,-2.9728813,-2.2235656,-1.7601373,-1.4897301,-1.1520932,-1.0730522,-1.1258873,-1.3761746,-1.2568451,-0.9839891,-0.87613654,-0.93245584,-1.1620681,-1.453973,-1.8579917,-2.150982,-2.3889942,-2.6167116,-2.8017478,-3.0016196,-3.1496625,-3.2022202,-3.2464855,-3.298716,-3.3842149,-3.414435,-3.3714938,-3.3096094,-3.2672815,-3.3036966,-3.308786,-3.272454,-3.260694,-3.2101407,-3.1511085,-3.0313368,-3.0175476,-2.8913517,-2.5884886,-2.398138,-2.121383,-1.9283472,-1.7171495,-1.5470927,-1.1508734,-0.97867745,-0.8687186,-0.8483517,-0.9787308,-0.97896373
-3.4689426,-3.499233,-3.5095572,-3.541295,-3.5434785,-3.5170157,-0.6225168,-3.4169688,-3.2407832,-2.6062264,-2.1360726,-1.9641011,-1.7330267,-1.562922,-1.4304166,-1.6019926,-2.4839528,-2.8341348,-2.981978,-2.7641702,-2.398479,-1.9725664,-1.9411671,-1.4738784,-1.0793387,-0.989361,-1.1302596,-1.2795055,-1.3281138,-1.3558512,-1.3430126,-1.2930231,-1.2839935,-1.2570192,-1.1936836,-1.1326559,-0.9544505,-0.8180716,-0.7691039,-0.72512347,-0.7328359,-0.7390181,-0.7211489,-0.77950597,-0.7773645,-0.71316755,-0.6858107,-0.67120636,-0.58064985,-0.5102822,-0.3741771,-0.22848365,-0.16195682,-0.3319401,-0.39047092,-0.478374,-0.5570446,-0.48709622,-0.7857442,-1.1867442,-1.531456,-1.9051151,-2.1231697,-2.2320051,-1.8507472,-1.4032158,-1.2756913,-1.2405121,-1.0552316,-0.9030531,-0.84031147,-0.81624067,-0.93133533,-1.0803595,-1.3029543,-1.5952798,-1.8566608,-1.9418972,-1.8806889,-1.6851082,-1.8477011,-2.1160822,-2.2102141,-2.252267,-2.261951,-2.2521195,-2.2023635,-2.2276747,-2.1846428,-2.0354562,-1.8749676,-1.7862992,-1.7296364,-1.597572,-1.653203,-1.7614851,-1.8847308,-2.3828216,-2.5837884,-2.531873,-2.5135608,-2.4703846,-0.6226281,-2.468576,-2.4478376,-0.6222418,-0.6218848
0.021915853,0.11809224,0.09514311,0.0008845031,-0.17057604,-0.44792515,-0.26988828,-0.97090685,-0.87826633,-0.8180264,-1.1868057,-1.5671589,-1.767765,-1.9937844,-2.2755527,-2.015216,-1.0430331,-0.5652439,-0.301867,-0.28768778,-0.5251198,-1.3537469,-1.7084916,-2.2644877,-2.7869225,-3.2350996,-3.460988,-3.5485234,-3.618959,-3.702898,-3.7462852,-3.680428,-3.4264092,-3.0865781,-2.6097927,-2.2240777,-1.8968351,-1.4755127,-1.0025179,-0.13693902,0.35632956,0.5598561,0.67231196,0.7904087,0.8194532,0.86167455,0.8410561,0.7491917,0.71989954,0.7398711,0.768276,0.7756683,0.65371656,0.41639507,0.27445212,-0.01711803,-0.5070143,-1.4130504,-2.3971891,-2.6927705,-2.7695403,-3.063448,-3.0874703,-2.8302588,-2.1578321,-1.3969092,-1.0131543,-0.731483,-0.65917075,-0.70477676,-0.50498116,-0.37328386,-0.16391179,0.14563248,0.46436048,0.80389977,1.1166538,1.348761,1.4238153,1.543219,1.8016332,2.1189952,2.2896528,2.3188672,2.2911086,2.2116332,2.152232,2.1212044,1.9856477,1.8177402,1.6344656,1.5028405,1.1162403,0.5239461,-0.53611076,-1.3302147,-1.3053591,-0.8705775,-0.81315255,-0.7403004,-0.7717021,-1.0129919,-0.2701314,-1.5372713,-1.5424408,-0.27004072,-0.27008903
-2.0816424,-2.1345854,-2.245599,-2.250454,-2.2230506,-2.1843534,-2.0092287,-2.1317604,-2.1807256,-2.0289884,-1.9837034,-1.7863855,-1.4566396,-1.3940613,-1.0448735,-0.50484234,-0.42307204,-0.8935407,-1.2966592,-1.6017041,-1.8144147,-1.8949137,-2.075101,-2.1334298,-2.0609503,-1.8166046,-1.5545131,-1.2514875,-0.8999925,-0.28462154,0.24603727,1.1430386,1.6835761,2.181081,2.637712,2.8344233,2.8913891,2.4994864,2.0969968,1.527154,1.0184364,0.71853185,0.62052196,0.29380327,0.08092213,-0.076562,-0.1846538,-0.17438623,-0.16846836,-0.108447656,-0.022512838,0.034624472,-0.019823745,-0.013344631,-0.08966097,-0.24711773,-0.4377024,-0.82563365,-1.4444113,-1.9784334,-2.3204575,-2.3403296,-2.106961,-2.0118058,-1.6248456,-1.2322147,-0.99232745,-0.92537236,-0.9801423,-1.0133607,-1.172479,-1.350637,-1.375011,-1.3257632,-1.2507639,-1.0866611,-0.7680112,-0.39030105,-0.11985123,0.20081994,0.2131201,0.23082566,0.1419701,0.052736193,0.04844758,0.058276623,0.052625835,0.031297028,-0.065059274,-0.1277565,-0.24146765,-0.30207437,-0.67085516,-1.0125169,-1.4058154,-1.8863013,-2.1294787,-2.134069,-2.2563698,-2.1387548,-2.3206904,-2.4646997,-2.009407,-2.410624,-2.4053879,-2.009201,-2.0089455
-1.3235736,-1.4398267,-1.5675089,-1.7519419,-1.8432703,-1.9356425,-0.9310572,-2.022183,-2.1909962,-2.5459595,-2.600136,-2.3771353,-2.0403628,-1.8936158,-1.4204531,-0.51173425,1.2379782,1.6898474,1.9115698,1.8773894,1.5036771,1.0512742,0.8480464,0.17052057,-0.676877,-1.2636809,-1.6075898,-1.7520044,-1.687597,-1.4178793,-1.1003175,-0.5830163,-0.2327078,0.10821458,0.50576186,0.6566135,0.80572647,1.0078001,1.2718471,1.5479698,1.667672,1.6774247,1.6566681,1.6200397,1.6060904,1.5995849,1.6208475,1.7584147,1.8221861,1.8839523,1.8747579,1.8358346,1.7166526,1.7777629,1.5160518,1.0935864,0.7053538,-0.0019171834,-1.0390688,-1.907619,-2.2482724,-1.7364372,-0.94691706,-0.73227227,-0.6684102,-0.8310516,-0.87795717,-0.921828,-0.7838045,-0.4040804,-0.16207746,0.2316027,0.5391958,0.7385394,0.9789114,1.2550006,1.5531671,1.741739,1.7577772,1.6954298,1.568799,1.4965837,1.3556566,1.1844738,1.0145642,0.93895066,0.9289477,0.8821062,0.76564336,0.72169054,0.6009221,0.39388558,-0.22425619,-0.70563775,-1.6419897,-2.0252028,-2.1279044,-2.1124768,-2.0372124,-1.8642619,-1.8727026,-1.8592484,-0.9313863,-1.6186459,-1.5749366,-0.9313244,-0.9311483
-1.8218802,-1.8543643,-1.847828,-1.7403867,-1.6881373,-1.6231056,-0.5324444,-1.5551026,-1.6355281,-1.748172,-1.495099,-1.3037826,-1.0417264,-0.76883847,-0.43425184,-0.35001582,-0.70415413,-0.6285417,-0.46482953,0.2375528,0.72099054,0.9152899,0.7014904,0.8915553,1.1324673,1.0133399,0.6640057,0.21285099,-0.04102522,-0.33167005,-0.43511954,-0.43109342,-0.36954087,-0.25505295,-0.10996395,0.06305377,0.31147072,0.50971913,0.56111777,0.7939651,0.97862315,1.0806906,1.1710293,1.2375293,1.3209397,1.4612625,1.5396001,1.5204074,1.6446747,1.8377755,2.1482162,2.4742503,2.6080575,2.4170103,2.5317938,2.6332977,2.6475544,2.7494526,2.298913,1.5138397,0.8561623,0.011070728,-0.57054645,-0.8632792,-0.881348,-0.9466568,-1.078323,-1.0711412,-0.9174103,-0.76450956,-0.7139528,-0.8028536,-0.881356,-0.9475403,-1.044661,-1.1957392,-1.2318901,-1.0399843,-0.72990006,-0.23467423,-0.23544778,-0.350565,-0.24509297,-0.1318891,0.00879845,0.11534092,0.25259182,0.25510728,0.4453175,0.7228279,1.0245719,1.2303709,1.4293007,1.6408885,1.7782739,1.090535,0.5611478,-0.45957497,-0.87897563,-1.2086887,-1.2020977,-1.0396913,-0.5327703,-1.018695,-1.048092,-0.5325083,-0.53216827
-0.25742885,-0.46356803,-0.5803467,-0.7743946,-0.86034113,-1.0055584,-1.4906263,-1.4891069,-1.9390864,-2.3543487,-2.2013423,-1.6725171,-1.111962,-0.8266015,-0.067420304,1.34956,3.8286905,4.5391283,4.7356014,4.669697,4.1970115,3.4282193,3.0346088,2.1308227,1.2398542,0.8422467,0.57360363,0.24944511,0.26910698,0.71248263,1.3181586,2.589909,3.7243786,4.732302,5.604601,6.077388,6.4470754,6.9213514,7.3462086,7.8461866,8.046363,8.127022,8.147959,8.215888,8.266817,8.297809,8.297603,8.300476,8.277161,8.167336,8.04043,7.953671,7.8588114,7.7276835,7.500167,7.1310697,6.743859,6.1255646,5.452701,4.77703,3.890248,2.1817002,0.5966317,0.00075370073,-0.41517615,-0.12423283,0.5367676,0.9871876,1.3752053,1.5705082,1.7907281,2.252491,2.3795505,2.352199,2.3332267,2.2882614,2.2492037,2.2111602,2.113831,1.8912112,1.7441345,1.7408926,1.6802129,1.5339409,1.3203993,1.1587336,1.1203469,1.0964488,0.9939887,0.91983914,0.7959385,0.5981085,0.23340183,0.03376323,-0.44183236,-1.205615,-1.5666867,-2.064911,-2.1168783,-2.1872878,-2.11135,-2.0594137,-1.4910691,-1.7497064,-1.7283556,-1.4911295,-1.4908471
-3.7257314,-3.5572124,-3.4249995,-3.365959,-3.286944,-3.2663662,-3.8149042,-3.2226357,-3.0328243,-2.7292805,-3.1314049,-3.5756476,-3.9814982,-4.259696,-4.734408,-5.10748,-4.706623,-4.4518127,-4.287262,-4.337238,-4.756069,-5.2414722,-5.3641176,-5.4502254,-5.2878785,-5.02423,-4.683854,-4.2607164,-4.1440473,-4.1020803,-4.129445,-4.2202873,-4.2054877,-4.0762367,-3.884077,-3.6964276,-3.4883523,-3.1812978,-2.8450434,-2.3577318,-2.1671147,-2.1284204,-2.1311533,-2.1529388,-2.1884508,-2.1987996,-2.247713,-2.2751884,-2.2854176,-2.3097162,-2.3241692,-2.377441,-2.5665884,-2.746031,-2.9587932,-3.2663636,-3.588118,-4.138032,-4.6125393,-4.5645766,-4.3902483,-4.235706,-4.00231,-3.8708043,-3.805838,-3.8914137,-4.0083284,-4.0465374,-4.1519303,-4.3345675,-4.3712854,-4.249589,-4.1279564,-3.9927642,-3.8431306,-3.6566396,-3.47301,-3.3098478,-3.2648523,-3.2033412,-3.0415313,-2.7950075,-2.5915027,-2.5507915,-2.5445058,-2.585252,-2.634379,-2.6352048,-2.6653094,-2.7800567,-2.8912208,-2.990477,-3.10776,-3.3953133,-3.5526552,-3.4157076,-3.060922,-2.1386693,-1.9487965,-1.9269423,-2.0366526,-2.2715335,-3.8144891,-2.4667368,-2.4482462,-3.8146827,-3.8151972
