0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184
13.773191,13.81129,13.796057,13.708904,13.690187,11.729061,13.667069,13.544395,13.055582,11.72938,11.326573,11.089502,10.501263,11.20952,11.322247,11.039991,10.576162,9.704433,8.34268,6.2134166,4.174287,2.4226341,1.7914484,0.8631149,0.2534908,0.048087463,0.079330325,0.1296587,0.20435622,0.24948958,0.2817488,0.54485506,0.67635214,0.82359445,0.97295487,1.7478025,2.533914,2.440822,2.2894444,2.0397065,1.996385,2.1432962,2.748521,3.7562776,5.14094,5.7060456,5.328239,4.3478417,2.7754855,2.1127863,1.7598407,1.1346622,1.4736856,2.1700635,2.728763,2.5850196,2.0910122,1.658177,1.6084236,2.1517277,2.924871,3.746201,4.4419446,5.133218,4.805829,3.5270598,2.2338576,0.924685,0.6070771,0.8319363,0.85498905,0.8008187,0.657671,0.6689249,0.85399973,0.9035003,0.87294996,0.9890125,1.8355136,2.924094,3.524513,3.7305527,3.4557784,2.5283983,0.9838774,-0.40595302,-0.35522014,0.2395419,0.66271275,0.87790966,0.88565385,0.74644005,0.46830094,0.15485957,-0.054400742,0.076683864,0.6448701,1.3338429,1.98686,2.3739324,2.311149,2.278121,2.384172,2.810784,2.8831801,1.8240966,0.40825346,0.095696,1.1261609,1.8354516,1.8435786,1.7111052,1.5802957,1.4900804,1.4890745,1.590025,1.8876113,2.4172153,2.7757587,3.1583288,3.3360724,3.3881989,3.4701807,3.5954826,3.7208056,3.654775,3.4603562,3.0340674,2.6970384,2.5210278,2.5814388,2.6354558,2.7199006,2.7831194,2.8427346,2.886991,2.9362943,3.1407309,3.2464633,3.2509592,3.1214771,2.8615441,2.605712,2.5669866,2.5015473,2.5397053,2.346788,2.2599494,2.348868,2.402235,2.347311,2.3992424,2.479485,2.6427622,2.7797832,2.6966293,2.6982226,2.906563,3.0419068,3.4381464,3.4235084,3.483235,3.6220994,3.9717922,4.9018097,5.755364,6.984519,8.026619,8.56514,9.116263,9.597736,10.005834,10.2243595,10.927367,11.488734,11.911722,12.572361,12.767189,12.840763,12.824766,12.803169,11.728585,11.728255,11.727855,11.7278385
-2.6893296,-2.7478318,-2.7435338,-2.7284358,-2.7107577,-0.93367577,-2.699663,-2.5916176,-2.4745703,-0.9339356,-2.414281,-2.2673998,-2.27843,-2.1772308,-2.262651,-2.386104,-2.5420132,-2.6505442,-2.7128391,-2.6152177,-2.4144945,-1.7448189,-1.3646227,-0.7455281,-0.5926101,-0.9031725,-1.133353,-1.2153335,-1.2785127,-1.2517425,-1.0234913,-0.83523273,-0.8606611,-1.1333243,-1.1991382,-1.6108842,-2.2818708,-2.3027122,-2.3248658,-2.40975,-2.5221515,-2.6004562,-2.6755352,-2.7417512,-2.7637744,-2.861527,-3.1697636,-3.4593267,-2.8491907,-2.203642,-2.3408256,-2.7030816,-2.8421588,-2.942266,-2.790283,-2.5752113,-2.241708,-1.8780208,-1.8572869,-1.9857292,-1.9938835,-1.9175193,-1.6741402,-1.4863131,-1.4145782,-1.3443216,-1.0614789,-0.9182031,-1.058512,-1.0021864,-0.7194475,-0.5015172,-0.48770386,-0.5151861,-0.60201716,-0.79033756,-1.0405422,-1.3235815,-1.7007124,-1.8787296,-1.7977297,-1.6069474,-1.3756053,-1.1680045,-0.9823679,-1.0567192,-1.1655291,-0.82982445,-0.22348577,-0.0014767796,0.043882325,0.07970737,0.119095474,0.09194426,-0.14411968,-0.56017303,-1.3136402,-2.1225224,-2.5158439,-2.588585,-2.5609348,-2.4429116,-2.3366673,-2.2902887,-2.1552556,-1.9362333,-1.8233848,-1.7521557,-1.9925367,-2.594184,-2.3730845,-1.8567771,-1.5781555,-1.4253062,-1.2830918,-1.3667696,-1.6705656,-2.0681298,-2.3068964,-2.473842,-2.6312566,-2.7384412,-2.8750658,-2.9612823,-3.2112193,-3.3303385,-3.4762468,-3.4823313,-3.3903847,-3.3205154,-3.2869823,-3.256156,-3.2484198,-3.2390127,-3.1510139,-2.922179,-2.6434803,-2.3268356,-2.1433628,-2.0071049,-2.026808,-2.238232,-2.2206678,-2.1947956,-2.3152797,-2.328039,-2.2049694,-2.179585,-2.199484,-2.1714659,-2.1775508,-2.2074184,-2.2005994,-2.2155776,-2.2094207,-2.2310083,-2.2326612,-2.2620397,-2.26248,-2.3281114,-2.3220081,-2.3510363,-2.3441515,-2.4118695,-2.503039,-2.5307765,-2.362523,-2.097711,-2.0358613,-2.045736,-2.0681088,-2.0653937,-1.8556607,-1.7661531,-2.0895238,-1.9510536,-1.8778713,-1.8220347,-1.8750811,-1.8639351,-1.9094092,-0.93301284,-0.93273574,-0.9321312,-0.93202406
-0.83857334,-0.7494633,-0.7843694,-0.8194787,-0.7832545,0.28149334,-0.7536591,-0.82494164,-0.9484831,0.28147906,-0.8786527,-1.0637016,-0.6984778,-1.0677845,-1.0842934,-0.8894917,-0.6452238,-0.36254716,-0.12693167,0.04390344,0.32868722,0.22166562,0.01590537,-0.3675384,-1.040209,-1.6541389,-2.422221,-2.9320471,-3.1128368,-3.2558422,-3.4509788,-3.4829092,-3.2779021,-2.343236,-1.171638,-0.54681826,-0.52590823,-0.5465727,-0.6084267,-0.78598285,-0.87575704,-0.8199974,-0.7423122,-0.67854834,-0.5655775,-0.34208083,-0.41156644,-0.33260307,-0.4858339,-0.9705929,-1.3951701,-1.6121918,-1.747647,-1.72318,-1.629672,-1.6409662,-1.5898978,-1.1123564,-0.77187324,-0.65772486,-0.5949418,-0.4618675,-0.4071795,-0.5602475,-0.91105133,-1.2473643,-1.4330258,-1.3921828,-1.0879208,-1.0953286,-1.3129921,-1.4376556,-1.5863702,-1.8179591,-1.9895217,-1.9201345,-1.6045535,-1.1077065,-0.7575072,-0.38890153,-0.14061652,-0.09670974,-0.35275593,-0.91582865,-1.3588797,-1.3956563,-1.1581291,-1.3350936,-1.5927827,-1.463197,-1.3030757,-1.2708733,-1.1474717,-0.7696736,0.34189492,3.145905,6.7507124,9.441757,11.321428,11.949735,12.15756,12.233528,12.26189,12.280638,12.424166,12.798973,12.748887,11.777155,10.439615,7.3895607,2.4314766,0.7812637,0.33338642,0.20997351,0.11131233,0.0057663918,-0.2078233,-0.38136396,-0.4818654,-0.5942386,-0.6702494,-0.71684605,-0.7990309,-0.8191337,-0.9132522,-0.99445903,-1.0656013,-1.1291678,-1.1198642,-1.1769159,-1.2460197,-1.3085194,-1.3766121,-1.458006,-1.5438755,-1.6918839,-1.8088627,-1.8603606,-1.849154,-1.7376704,-1.5552089,-1.4156241,-1.3812585,-0.94847333,-0.46153992,-0.12330305,0.047740176,0.09275457,0.05898775,0.074528545,0.1763726,0.26821244,0.25995624,0.22205748,0.14877471,0.17060208,0.13362892,0.13627619,0.021420456,-0.023104023,-0.047402684,-0.05984324,-0.10180859,-0.059919726,-0.035254568,-0.085164584,-0.292988,-0.43481815,-0.6522136,-0.79740655,-0.83238435,-0.9970319,-0.8960432,-0.96253526,-1.0034845,-0.9463736,-0.9545956,-1.0199249,-0.9389086,-0.9078288,-0.8174335,0.28181273,0.28172097,0.2816807,0.28165746
-1.3816735,-1.3593475,-1.3521965,-1.3576348,-1.3495997,0.7571793,-1.3791131,-1.3143247,-1.0792243,0.75687754,-0.99502945,-1.096981,-1.1308306,-0.96545523,-0.88915795,-0.71221864,-0.67646533,-0.64782566,-0.56660545,-0.3388555,-0.21812461,0.25834846,0.45926872,0.8950129,0.71392876,0.029885232,-0.782423,-1.3808813,-1.7068274,-1.8686106,-1.9058993,-1.8217098,-1.8785853,-2.0192819,-1.8624817,-1.779214,-1.8468386,-1.9685194,-2.1090097,-2.198523,-2.2728019,-2.3924325,-2.6898475,-2.7784998,-2.6351032,-2.1058567,-1.3635204,-0.54430634,0.40922147,0.7165078,0.63245237,-0.12493581,-0.7964283,-1.2759259,-1.7109027,-2.0296476,-2.1612828,-1.856425,-1.2891724,-1.0141174,-0.93408084,-1.0058502,-1.09684,-1.3390454,-1.5967511,-1.6658022,-1.333179,-0.8760741,-0.92936397,-1.4215579,-1.9003608,-2.1844935,-2.251256,-2.109281,-1.7559685,-1.5450101,-1.2612828,-0.9454668,-0.84020567,-0.7700392,-0.7821746,-0.8849602,-1.0774157,-1.4656553,-1.4219327,-1.3402487,-1.4761751,-1.4734633,-1.5022728,-1.5823289,-1.5406816,-1.3132448,-0.7315625,-0.22647724,0.076801956,0.20274371,-0.33805686,-0.88078856,-1.1878183,-1.2537873,-1.2440754,-1.2934318,-1.3363025,-1.3570136,-1.3258137,-1.1159737,-0.79442286,-0.39531887,-0.101018056,-0.14494473,-0.6023847,-0.9316437,-1.0787952,-1.1497295,-1.0890135,-0.8752646,-0.7162373,-0.73461294,-0.7965429,-0.89212304,-1.0695463,-1.2187399,-1.4265438,-1.5388997,-1.9450152,-2.2431357,-2.581535,-2.6667628,-2.5661316,-2.3643982,-2.15437,-2.0338204,-1.9689347,-1.8576555,-1.730016,-1.6200478,-1.4837337,-1.342458,-1.2452712,-1.082991,-1.0136702,-1.2118047,-1.2979099,-1.1139817,-1.2678744,-1.4513056,-1.6362904,-1.7883761,-1.9160961,-1.9213132,-1.8975438,-1.8973488,-1.8922781,-1.8534323,-1.8200945,-1.857881,-1.905888,-1.9963356,-1.9907819,-2.061131,-2.0638149,-2.027612,-2.0331967,-2.1490686,-2.2323022,-2.0641608,-1.8518416,-1.6689662,-1.5768743,-1.4505519,-1.3579649,-1.1872231,-0.88160586,-0.43882024,-0.21798062,-0.1780644,-0.08235735,-0.019787967,-0.30608732,-0.28850448,-0.39922023,0.7582106,0.7583401,0.7586944,0.75872266
0.20142595,0.21152079,0.18903284,0.13559954,0.104868114,0.5369006,-0.031020552,-0.17536262,-0.4773115,0.5369036,-0.78014636,-0.57371867,-0.63975644,-0.38062027,-0.44709736,-1.0207986,-1.0590228,-0.9320053,-0.752877,-0.5779678,-0.6045606,-0.88658184,-1.2967144,-1.690426,-1.5363599,-1.0225948,-0.25223827,0.2569905,0.45518315,0.4781557,0.2536364,-0.029198479,-0.26176235,-0.83022046,-1.6316841,-1.7853765,-1.186129,-0.92156625,-0.80755997,-0.71998775,-0.7190065,-0.6688983,-0.5986988,-0.655933,-0.93358994,-1.4473449,-1.6267011,-2.1259868,-2.7355297,-2.8107452,-2.1623821,-1.0383569,-0.22863597,0.30347267,0.68148327,1.0103961,1.1589205,0.84720933,0.081346765,-0.7248871,-1.3677173,-1.7686963,-1.9183117,-1.696772,-1.3992202,-1.2567253,-1.288433,-1.0053403,-0.41621,-0.056795903,0.1515756,0.35209262,0.5588178,0.6650169,0.6328341,0.32330796,-0.16885528,-1.0308976,-2.0912805,-2.7622025,-2.8497608,-2.638267,-2.288526,-2.0355175,-1.8982912,-1.562544,-1.050817,-0.8029491,-0.942842,-0.9765131,-1.1455468,-1.2540585,-1.2859199,-1.2234116,-1.3036366,-1.3991923,-0.9188639,-0.9402374,-1.0451806,-1.2569048,-1.3746822,-1.3938355,-1.3273401,-1.1516838,-1.067953,-1.0145786,-0.70289254,-0.023142755,0.31205612,0.6142341,1.0577923,0.9285303,0.57387966,0.31256068,0.036257923,-0.1662513,-0.14734823,-0.13623604,-0.26540518,-0.3811922,-0.4244222,-0.4200642,-0.35389027,-0.31768936,0.09055239,0.53616095,1.3046622,2.0109556,2.497748,2.9049165,3.1184263,3.2049856,3.3784041,3.542581,3.7073019,3.8671155,3.9869447,4.0628033,4.096383,3.942808,3.4325142,1.858483,0.27252492,-1.3090205,-1.7441553,-1.6557071,-1.460919,-1.3765866,-1.3066618,-1.3327883,-1.31445,-1.2957096,-1.2694836,-1.2927881,-1.3054435,-1.2148875,-1.1821649,-1.1613861,-1.109511,-0.9764341,-0.9512324,-0.9525866,-0.93114567,-0.8601308,-0.7776166,-0.71689296,-0.59145904,-0.44441676,-0.17699495,0.057645224,0.12756033,0.046271168,0.11418302,-0.15341023,-0.20745094,-0.4057006,-0.5266229,-0.5687335,-0.607231,-0.7160682,-0.68742484,0.53671813,0.53672606,0.53656536,0.53655225
-3.1301641,-3.1806607,-3.272698,-3.400877,-3.470201,-2.3680942,-3.4224424,-3.44348,-3.3664308,-2.3683782,-3.0457926,-3.109299,-2.8900456,-3.0179698,-2.8917403,-2.7664523,-2.6932,-2.5973592,-2.163409,-1.4681809,-0.9929673,-0.5112334,-0.39621782,-0.46684515,-1.0387988,-1.4606588,-1.3067639,-0.95057666,-0.6055856,-0.16175061,0.49961668,0.8215196,0.6144359,0.11100486,-0.41454107,-1.5019534,-2.1623545,-2.0810633,-1.9723364,-1.8823867,-1.856977,-1.8395677,-1.7395955,-1.6342869,-1.6549039,-1.6186986,-1.3752573,-0.77712196,0.73603964,1.4150026,0.9803617,0.032906875,-0.6387103,-0.940754,-1.1934323,-1.23858,-1.3372898,-1.6284738,-1.798179,-1.8577983,-2.0624757,-2.3919978,-2.6862102,-2.866543,-2.7389116,-2.3327847,-1.7715093,-1.3668594,-1.7311534,-2.0441813,-2.224364,-2.1237922,-1.8927083,-1.6244599,-1.4397144,-1.4475783,-1.6139218,-1.7700531,-1.9977942,-2.0905173,-2.3040116,-2.4488292,-2.4494855,-2.4888191,-2.5192552,-2.2987876,-2.3048553,-2.1320415,-2.0157816,-1.9531007,-1.9435394,-1.7824323,-1.4220204,-1.2189916,-1.3507404,-1.6266958,-1.5553931,-1.2136784,-1.0157828,-1.0735283,-1.1520271,-1.2661266,-1.3338761,-1.4298041,-1.138774,0.33668792,1.8398702,2.4513483,1.7272305,1.5214231,2.1437073,3.5537686,4.9333224,6.1401343,8.156983,9.83505,10.985573,11.640353,11.906592,12.016689,12.031431,12.025489,11.952295,11.873709,11.596705,11.358262,10.817972,10.036363,9.388362,8.729471,8.291006,7.975782,7.5601344,7.0203466,6.1525145,5.251894,4.196399,3.0040395,2.045443,1.0594242,0.0738436,-1.033315,-1.5497422,-2.0934615,-2.409825,-2.550965,-2.5214713,-2.4864564,-2.5159507,-2.5235176,-2.4488506,-2.437113,-2.3959804,-2.4243941,-2.456206,-2.440014,-2.480132,-2.5083506,-2.5035527,-2.5462306,-2.5470653,-2.5349193,-2.5366106,-2.578415,-2.4921312,-2.1820388,-2.1282449,-2.1599636,-2.116479,-2.0472684,-1.9056528,-1.9702808,-1.8561081,-2.129183,-2.2429037,-2.4999943,-2.6039343,-2.5410762,-2.5299914,-2.4583497,-2.5169613,-2.3675003,-2.3674088,-2.3675294,-2.3676271
-3.0281591,-3.1064174,-3.1358457,-3.223755,-3.2629533,-2.662313,-3.3553185,-3.3826325,-3.453206,-2.662271,-3.3190503,-3.0675051,-3.091494,-2.9789162,-3.0522513,-3.275693,-3.371316,-3.3558319,-3.1959877,-2.9785805,-2.9341435,-2.628964,-2.554936,-1.92236,-0.90965545,-0.121122375,0.6509756,1.1949267,1.483969,1.6676165,1.8004122,1.6164961,1.0796633,0.16283303,-0.76649183,-1.9307535,-2.494925,-2.4106019,-2.320229,-2.1642776,-2.125223,-2.1589339,-2.2047944,-2.3241205,-2.5352569,-2.6556838,-2.4376378,-1.8406546,-0.89325136,-0.3069232,0.09538129,0.18336236,-0.17444766,-0.2812811,-0.39999378,-0.4837714,-0.650477,-1.0449278,-1.4311045,-1.905905,-2.381844,-2.8257232,-3.0839477,-3.1631012,-2.9301238,-2.585029,-2.0940347,-1.6996202,-1.7175622,-1.844575,-1.7910374,-1.5635898,-1.3601558,-1.0351036,-0.89229316,-0.9350187,-1.0488731,-1.13614,-1.3369858,-1.7670869,-2.261887,-2.6070657,-2.5614915,-2.2664914,-1.7039657,-1.4358569,-1.5391346,-1.4570308,-0.9033954,-0.6592879,-0.6547693,-0.57610714,-0.45299387,-0.42565882,-0.58282787,-0.63543445,-0.63254696,-1.2486466,-1.9884858,-2.3804612,-2.471149,-2.4908967,-2.4770374,-2.566934,-2.5148978,-1.974397,-1.1827763,-0.93110037,-1.6479743,-1.718018,-0.8055905,-0.49629942,-0.4431023,-0.54378724,-0.74265707,-0.96646214,-1.2040455,-1.3490198,-1.4170431,-1.4846497,-1.5067723,-1.5044987,-1.4744875,-1.4994506,-1.4513106,-1.3609442,-1.2763481,-1.1784227,-1.0324558,-0.8558692,-0.7932762,-0.82436246,-0.8984535,-0.90711284,-0.94318295,-0.9217858,-0.8498976,-0.80402935,-0.84223723,-1.053958,-1.3563719,-1.459604,-1.5261208,-2.3564498,-2.982573,-3.2464623,-3.1345544,-3.06815,-3.0656738,-3.0168452,-2.9761374,-2.999703,-3.0029268,-2.9920757,-3.0292537,-3.0441544,-3.0649092,-3.1032517,-3.1380136,-3.2197628,-3.198598,-3.2260265,-3.2818868,-3.3826303,-3.6461415,-3.7403426,-3.7445939,-3.6819277,-3.6048617,-3.556439,-3.3629758,-3.0427196,-3.150659,-3.190189,-3.13415,-3.1290803,-3.1245844,-3.089189,-3.1229706,-3.0912154,-3.1027913,-2.6626022,-2.6626053,-2.6626444,-2.6626296
-1.2273054,-1.4045383,-1.5170664,-1.5720117,-1.5810944,-1.060487,-1.6094502,-1.6470503,-1.656965,-1.0604506,-1.931093,-2.1598077,-2.5397394,-2.6215072,-2.426772,-1.9537508,-1.8428097,-1.8092041,-1.7238456,-1.579785,-1.6131244,-1.1076803,-0.72430104,-0.38622743,-0.5139236,-0.6271724,-0.71068335,-0.86820805,-0.96187437,-0.84936374,-0.3211105,0.2826851,0.50671154,-0.035097532,-0.68837845,-1.1763821,-1.5921743,-1.6225584,-1.627545,-1.6633754,-1.7203982,-1.7665641,-1.7259554,-1.75102,-1.8146198,-1.7800509,-1.7324437,-1.4876639,-0.6414156,-0.13556081,-0.28909725,-0.81873715,-1.3733304,-1.8291769,-1.9540961,-1.6352446,-1.087276,-0.4426085,-0.23993471,-0.5523672,-0.79545766,-0.9390706,-0.92373705,-0.7533339,-0.6577316,-0.49357218,-0.02655363,0.3541746,0.14940372,-0.22262686,-0.43130803,-0.6408639,-0.7432343,-0.6950052,-0.5025471,-0.30477655,-0.17461586,-0.3809638,-0.9442802,-1.3914869,-1.4539598,-1.203764,-0.84566367,-0.26689875,0.34000218,0.8700713,0.73788315,0.5849552,0.42616445,0.20911781,0.18716967,0.4062656,0.913537,1.305088,1.4897883,1.0706055,0.005302593,-0.66059625,-1.2117733,-1.582691,-1.763781,-1.7470182,-1.7571974,-1.8124126,-1.8215214,-1.3932039,-0.67912513,-0.5674361,-1.1378555,-1.7891645,-1.738641,-1.6813554,-1.6965739,-1.5924783,-1.30209,-1.1878883,-1.2740158,-1.3423464,-1.3877314,-1.33512,-1.3490037,-1.3945401,-1.4789584,-1.5109748,-1.8263733,-2.0306299,-2.31632,-2.4371781,-2.4442294,-2.356326,-2.166543,-2.0143507,-1.8545245,-1.6397915,-1.3314838,-0.9126737,-0.41581184,0.06500983,0.32581002,0.59047306,0.5594367,-0.03305614,-0.09173514,-0.18570794,-0.90347916,-1.5913744,-1.9459417,-2.0175447,-2.0365677,-1.9806106,-1.9937587,-1.9787169,-1.9386619,-1.9411697,-1.8499517,-1.8638326,-1.8654475,-1.893548,-1.8037558,-1.7842209,-1.7839932,-1.6720283,-1.602087,-1.6490731,-1.465035,-1.2000593,-1.1649762,-1.2534031,-1.4086765,-1.5138235,-1.7171353,-1.940248,-1.8513217,-1.5407689,-1.6064099,-1.4962515,-1.2237496,-1.104101,-1.1747974,-1.1537862,-1.2265071,-1.0608613,-1.0607989,-1.0607526,-1.0607468
-0.9392294,-1.0483942,-1.0544051,-1.0651842,-1.0853733,-1.7734684,-1.1672778,-1.1101267,-1.1017501,-1.7734677,-1.2190883,-1.1446927,-1.360881,-1.2403718,-1.3461895,-1.4088466,-1.4063516,-1.4083353,-1.2351632,-1.1271262,-1.2212365,-0.9591906,-0.78318256,-0.055744577,1.0674182,1.7798742,2.101372,2.3251605,2.3428435,2.411882,2.6368175,2.420754,1.9571626,1.2004372,0.3834217,-0.6401129,-1.3432381,-1.3074638,-1.176677,-1.0018024,-0.82913506,-0.687525,-0.34985226,-0.2650569,-0.3531965,-0.71177083,-0.85713786,-1.1076202,-1.2220312,-0.8593184,-0.53613967,-0.90385723,-1.2783065,-1.6595161,-1.8439925,-1.8840688,-1.7563803,-1.5584075,-1.3456705,-1.3929296,-1.4886482,-1.3155217,-0.9675176,-0.2864812,0.5196729,1.6055181,3.3503826,7.0438833,9.1333065,10.424025,11.331131,11.847331,11.980679,12.0298,11.945332,11.647617,10.894257,9.345761,7.19934,4.1641774,2.1184316,1.2386193,1.0797817,1.7921753,4.3573956,7.5274515,9.457377,11.338134,12.783104,12.896854,12.993143,13.114244,13.239101,13.175858,12.86524,12.204977,10.526598,7.271493,3.1160545,0.86610675,-0.2649686,-1.0344537,-1.1967525,-1.1696391,-1.162399,-1.1114678,-0.6772514,-0.51335436,-1.1530626,-1.4197466,-0.96873045,-1.0074193,-1.2562764,-1.4394736,-1.5680586,-1.5112448,-1.3337119,-1.215693,-1.124801,-1.0094802,-0.92771316,-0.8542541,-0.7447069,-0.71963125,-0.6548605,-0.56744075,-0.5356974,-0.55846274,-0.5842719,-0.7851194,-1.0145872,-1.1100931,-1.169445,-1.3023796,-1.4645331,-1.5568305,-1.7222786,-1.9112533,-2.0990317,-2.4296656,-2.6683917,-2.2730103,-1.5123318,-1.3019224,-1.364918,-1.5482342,-1.6578989,-1.5700172,-1.4868126,-1.4772797,-1.4599518,-1.4813794,-1.499698,-1.4920543,-1.4577563,-1.4829293,-1.4637334,-1.4203458,-1.3695056,-1.2591743,-1.2460485,-1.2858021,-1.2213864,-1.176125,-1.2392569,-1.3927767,-1.4816358,-1.5527111,-1.6718904,-1.8202803,-1.9028876,-1.851456,-1.9609636,-2.0093632,-1.8988231,-1.8117874,-1.6092498,-1.5085349,-1.545678,-1.5339738,-1.6021116,-1.7742896,-1.7740936,-1.773926,-1.7738762
-2.5806391,-2.5476527,-2.5924141,-2.6790519,-2.6778874,-2.0707557,-2.714682,-2.7747054,-2.891009,-2.0707407,-2.7234547,-2.4889972,-2.3827412,-2.1679094,-2.1897306,-2.4371717,-2.6203425,-2.6345215,-2.650727,-2.5839121,-2.5149448,-2.5684552,-2.8208928,-3.1429543,-3.2082162,-3.329742,-3.1549544,-2.924978,-2.738668,-2.608714,-2.4637835,-2.5037837,-2.9093432,-3.6596575,-4.075728,-3.9506288,-2.6735811,-2.1794567,-2.0186982,-1.8495834,-1.8113346,-1.8708014,-2.060737,-2.2325017,-2.4209456,-2.5247598,-2.4824102,-2.5250425,-2.3725934,-2.2869976,-2.2472556,-2.170424,-1.9292161,-1.4375992,-0.9897076,-0.7168615,-0.7795346,-1.2082766,-1.927316,-2.4698858,-2.6938987,-2.7382555,-2.6618104,-2.343865,-1.863349,-1.4064462,-1.154711,-1.2430024,-1.7138622,-2.4433835,-2.9494555,-3.15982,-3.2517054,-3.3904738,-3.5805702,-3.6434674,-3.5798488,-3.366786,-3.2260318,-3.0761192,-2.9232874,-2.7339535,-2.3312674,-1.7104373,-1.4202545,-1.3598696,-1.7446905,-2.6269484,-3.2831554,-3.3432016,-3.3550348,-3.4552245,-3.618511,-3.6040301,-3.5422645,-3.314198,-2.9538379,-2.8145487,-2.391781,-2.0051692,-1.716399,-1.4911671,-1.4115452,-1.4454563,-1.3703974,-1.028713,-0.88834405,-1.0691264,-1.4135256,-1.3254848,-0.70176697,-0.5579787,-0.7020379,-0.86887825,-1.2422382,-1.6935763,-2.1625834,-2.5490174,-2.7328079,-2.8271947,-2.7944741,-2.7376688,-2.652566,-2.6117752,-2.3420148,-2.07145,-1.5857238,-1.0163641,-0.4534886,0.024819434,0.32113692,0.34642023,0.41924837,0.5986146,0.7182233,0.7860592,0.87841815,0.91800565,0.85674155,0.66481954,0.02504383,-1.5428045,-2.8648565,-3.436449,-3.0613964,-2.371295,-1.7747964,-1.5941502,-1.4514999,-1.3734187,-1.4041525,-1.4596564,-1.4918604,-1.4502802,-1.4747024,-1.4295331,-1.3621542,-1.4170811,-1.4367962,-1.4822279,-1.4379349,-1.4606152,-1.5209473,-1.5943867,-1.8605608,-2.0518696,-2.221781,-2.3389611,-2.2723727,-2.279523,-2.357286,-2.3724146,-2.4498754,-2.7420275,-2.787701,-2.784864,-2.8741884,-2.9568665,-2.9528232,-2.9773617,-2.9082415,-2.0700483,-2.0701869,-2.0701916,-2.070216
