0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182
10.751015,10.0374,8.818249,8.557392,8.737836,8.870233,9.115367,8.419026,7.4088545,6.350601,5.1700907,4.1736593,3.6311421,3.246913,2.9400084,2.88018,3.256715,3.6717348,4.1491356,4.9984975,5.624522,6.1425714,7.4161777,8.551433,9.692072,9.700027,9.163943,7.7494793,5.9226837,5.043412,4.657357,4.1336956,3.2463388,2.335444,1.371247,-0.08929621,-0.26828417,0.21462215,0.20193438,0.3252102,0.2831964,0.12954906,-0.006486833,-0.13291319,-0.28200096,-0.38240704,-0.46890056,-0.40113208,-0.090517335,0.097998895,-0.15873972,-0.40886575,-0.8128593,-1.3860018,-1.361894,-1.3628657,-1.3027112,-0.9688958,-0.82443917,-0.919482,-1.1311077,-1.5012869,-1.6693094,-1.616075,-1.2077385,-0.5550428,0.15097667,0.48293212,1.4674637,2.2571037,3.4916859,4.5447006,5.65359,6.105945,5.8586907,4.6493044,2.426212,1.7473154,1.4751818,1.0917327,0.8313374,0.66057825,0.7481562,0.90342736,0.8526733,0.761376,0.9893866,1.4962809,1.8678193,2.4580255,3.1827703,3.9247751,4.652622,5.2622232,4.4838953,2.4647348,0.70189583,-0.32447377,-0.6945722,-0.8581755,-1.052878,-1.1637595,-1.02507,-0.7427053,-0.3757017,-0.13127702,0.31341478,1.1930015,2.0774982,2.7137911,3.445217,3.4882193,3.176423,2.8778536,2.3863363,1.5577309,1.0074682,0.7108269,0.48889044,0.3929468,0.6425863,0.6999446,0.589894,0.6039802,0.9170519,1.4377111,3.041276,4.3576136,4.638094,3.8949947,3.947441,3.946342,3.8290827,2.8545837,0.89683926,0.558903,1.1868811,1.807436,2.0846207,2.137208,2.0227416,1.68664,1.2651534,1.0392334,1.197196,2.040465,2.8408504,3.4061434,3.6861072,3.710597,3.2806864,3.0674555,3.0723028,2.8613596,2.884476,2.7817588,2.7144368,2.7553058,2.788814,2.9572039,3.1180358,3.3114893,3.7451186,4.0134478,4.8592157,6.5584917,9.072087,10.159186,10.544325,11.440474,11.770634,12.091916,12.173057,12.312443,12.321756,10.239224,12.38801,10.308046,10.241435,10.23866,10.257746,10.238398,10.238361
-2.3957658,-2.4104965,-2.5777836,-2.444322,-2.3666706,-2.4400885,-2.3868556,-2.6079128,-2.7728229,-2.801569,-2.6008208,-2.2831736,-2.0671346,-1.8007506,-1.5295388,-1.3784893,-1.386565,-1.2817876,-1.240771,-1.4118328,-2.1711302,-2.6995702,-2.9300833,-2.9327016,-2.9048538,-2.7781863,-2.7544327,-2.9909244,-3.1004443,-3.190856,-2.958735,-2.8741987,-2.8962655,-3.0506802,-3.299831,-3.5150464,-3.8123922,-4.121181,-3.840495,-3.6374848,-3.5225778,-3.4151874,-3.2478993,-3.111663,-2.984474,-2.8133721,-2.4774375,-1.8409814,-1.4961829,-1.1458431,-0.8662553,-0.9789445,-1.2984055,-1.9283555,-1.9988719,-1.6988714,-0.91570276,-0.25206733,-0.020781338,0.09489751,-0.06655592,-0.306794,-0.55711377,-0.7992287,-0.71846545,-0.20261899,0.025389075,-0.12793255,-0.6007053,-0.9890515,-1.3344455,-1.443202,-1.7130054,-1.9475553,-2.1057558,-2.2195284,-2.331159,-2.100799,-2.1030757,-2.124786,-2.2874258,-2.4485977,-2.8295245,-3.1065853,-3.0000615,-2.8055553,-2.6948302,-2.6207275,-2.5327532,-2.4262257,-2.4410908,-2.568821,-2.564158,-2.526023,-2.1923892,-1.864108,-1.8321711,-1.880871,-2.237597,-2.430811,-2.354425,-2.3447344,-2.3668807,-2.4838433,-2.7826781,-3.0267193,-3.1614451,-3.2961726,-3.284168,-3.0339048,-2.6326816,-2.290262,-2.2897246,-2.3916688,-2.5621738,-2.80402,-2.9422693,-3.030853,-3.0988033,-2.9726562,-2.4479275,-1.8561177,-1.295518,-0.9357252,-1.2042716,-2.2794855,-2.6140423,-2.5006096,-2.4015393,-2.3512502,-2.4621387,-2.464757,-2.3918886,-2.2881346,-2.7205653,-3.0994847,-3.195422,-3.1406016,-3.1133342,-3.1632538,-3.1207619,-3.0380192,-2.8898573,-2.707105,-2.408722,-2.1410031,-1.9793012,-1.8874254,-1.9782658,-2.0510929,-2.1376505,-2.2322118,-2.3382125,-2.3896499,-2.4125261,-2.416893,-2.3335576,-2.321525,-2.3325434,-2.3653016,-2.3906465,-2.3930106,-2.3753567,-2.359429,-2.331864,-2.0668092,-1.7067621,-1.7926657,-1.8951137,-1.8679736,-1.8449478,-1.8164837,-1.7322984,-1.7996496,-1.9228492,-1.1925081,-2.000504,-1.2242458,-1.1935263,-1.1923681,-1.2025197,-1.1924258,-1.1924337
-1.2239709,-1.497149,-1.747847,-2.0256443,-2.1547444,-2.1086984,-2.0848453,-1.8793888,-1.4584341,-1.2776343,-1.2696394,-1.3383254,-1.3763597,-1.3660262,-1.0532725,-0.9988003,-1.1692958,-1.3774836,-1.4373369,-1.205065,-0.81088966,-0.62437874,-0.45619053,-0.13742758,0.23471028,0.118969746,0.09396253,0.40638542,0.6593429,0.52356917,0.41960573,0.33913392,0.13625664,-0.38380268,-1.009834,-1.6487331,-1.8478348,-2.2066665,-2.8076503,-2.9697871,-2.9127655,-2.905063,-2.8360224,-2.794486,-2.8189921,-2.8867707,-3.0261724,-3.109894,-3.071469,-2.8341422,-1.9955395,-1.763278,-2.0128527,-2.0112798,-2.5049386,-3.099804,-3.3791776,-3.3926883,-3.409926,-3.5786173,-3.8292289,-3.9838166,-3.9703515,-4.043765,-4.005334,-3.9589293,-3.9571924,-3.95647,-3.7882204,-3.655866,-3.453051,-3.237616,-2.9144979,-2.793051,-2.821444,-3.011579,-3.0384243,-2.7834723,-2.6906939,-2.549621,-2.4661045,-2.408667,-2.2689443,-2.1316955,-1.9956431,-1.7887602,-1.7569904,-1.9921749,-2.2937164,-2.4946294,-2.4928355,-2.3250525,-2.1520023,-1.6999478,-1.1404448,-0.8154852,-0.83690524,-1.1933205,-1.8221167,-2.547299,-2.867124,-2.977299,-2.9232266,-2.6177258,-2.483007,-2.4887755,-2.4985814,-2.3807197,-2.1762576,-1.9065013,-1.6824138,-2.0170074,-2.2876134,-2.450214,-2.7684166,-3.1422057,-3.2541463,-3.217544,-3.0749397,-3.0481071,-3.1966984,-3.2832584,-3.2790537,-3.157645,-2.735448,-2.3319097,-2.0490289,-1.7547884,-1.3752787,-1.2616979,-1.4500027,-1.7528175,-1.9236586,-2.1631029,-1.9407125,-1.0764451,-0.5658575,-0.7068172,-1.6445603,-2.0938997,-2.181918,-2.1952674,-2.2228613,-2.2664506,-2.3232121,-2.2823327,-2.1499314,-1.8100646,-1.484283,-1.2211895,-0.8298252,-0.47821504,-0.19174238,-0.11184621,-0.17483845,-0.25839055,-0.28740844,-0.37666118,-0.4181847,-0.4374842,-0.44176665,-0.4227101,-0.31096768,-0.3801616,-0.5734194,-0.78086394,-0.9610271,-1.1502109,-1.2330732,-1.3374028,-1.4307859,-1.4005287,-1.2711723,-1.2536232,-1.16466,-0.16910207,-1.0914717,-0.16797426,-0.16920966,-0.16928259,-0.17121801,-0.16930464,-0.1693049
-2.0953307,-2.003161,-1.5320731,-1.315542,-1.352296,-1.4775963,-1.4684192,-1.4820145,-1.3462774,-1.2309079,-0.97874796,-0.79659885,-0.83458054,-0.76955634,-0.52438223,-0.5134918,-0.5178546,-0.4340868,-0.3675765,-0.27489975,-0.5803557,-1.0378909,-1.3270577,-1.2731615,-1.4147838,-1.3286579,-1.1863713,-1.1995115,-1.5362561,-1.7220682,-1.5783416,-1.4606419,-1.2002792,-0.99412936,-1.0346165,-1.293508,-1.6020259,-1.8818336,-1.8446987,-1.9627936,-1.9392977,-1.8568351,-1.5501312,-1.1261437,-0.55728877,0.28878683,1.6277752,3.9769044,5.708953,7.993689,9.462048,9.538181,9.159047,7.6255817,5.1861596,2.4679577,0.8769511,0.61842763,0.9722012,1.2183316,1.0311453,0.7584729,0.45317742,0.088431865,-0.012273192,0.054394156,0.19362095,0.0041810274,-0.47262365,-0.79605186,-0.98105574,-0.9139438,-1.009535,-1.1527027,-1.5145411,-1.8644859,-1.6520057,-1.1323552,-1.0293128,-0.9223196,-0.9218431,-0.9846609,-1.2412684,-1.6849829,-1.7523232,-1.668929,-1.620428,-1.5599463,-1.4985628,-1.2682378,-0.92290044,-0.37242612,-0.08480934,0.025092594,0.040524542,-0.017874956,-0.14591223,-0.3512985,-0.80632013,-1.4846236,-1.8269591,-1.9677643,-2.079039,-2.1908627,-2.3202753,-2.3392198,-2.269271,-2.2125623,-1.8640933,-1.3385998,-1.1242374,-1.1412443,-1.4341738,-1.6140482,-1.7529094,-1.7678561,-1.7326179,-1.7587818,-1.8913481,-2.042676,-2.0544605,-1.8912363,-1.6950254,-1.5798895,-1.6853323,-2.171872,-2.422844,-2.4554694,-2.5750475,-2.6000419,-2.7439263,-2.7512567,-2.604793,-2.3361058,-2.7513793,-2.9376123,-2.8719273,-2.533188,-2.0011172,-1.8016379,-1.568115,-1.4538674,-1.3815992,-1.2621635,-1.0607815,-0.93697643,-0.9390538,-0.9850037,-1.0408907,-1.0680223,-1.1627815,-1.1901165,-1.1891487,-1.1743577,-1.1929932,-1.2052277,-1.2026377,-1.1759976,-1.1870874,-1.2079129,-1.1868489,-1.1492023,-1.0642457,-1.0302514,-1.0736513,-0.9699515,-1.1153222,-1.6267083,-1.8295847,-2.1491134,-2.03911,-1.9233549,-1.7287848,-1.7461681,-1.8622079,-0.025602192,-2.0574348,-0.1000908,-0.027812093,-0.024944723,-0.044050634,-0.024568915,-0.02451086
1.2109333,0.8175295,0.10852608,0.022510052,0.08280614,0.29755914,0.31996563,0.28526175,0.3163045,0.24641484,0.022953838,-0.17927015,-0.13245007,0.09922713,0.86288404,1.5419703,1.897729,1.9681103,2.0077927,1.9433877,1.4246659,0.8902688,0.26887155,-0.35326678,-0.932832,-0.9852735,-1.1104609,-1.17572,-1.2038962,-1.145191,-1.2453516,-1.3753884,-1.5970114,-1.6557426,-1.5071573,-0.35761413,0.59439445,1.2813693,1.9825988,2.267264,2.3506021,2.5663052,2.657158,2.5353968,2.4330735,2.3491187,2.244152,1.4006656,0.4043679,-0.26505873,-0.24737205,0.10308054,0.9687786,2.4535758,3.6615584,4.203995,3.7089758,2.0427425,1.4398551,1.5189867,2.0200973,2.568338,3.0021038,3.3470364,3.4153929,2.9676113,2.551978,2.8413525,3.1520991,3.2843592,2.9682412,2.4079266,1.8377581,1.351443,0.8974239,0.42983222,0.0724099,-0.10324717,-0.06980646,-0.11502604,-0.043295637,0.111293405,0.5470469,0.83813107,0.96609986,1.0872185,1.3215448,1.4249249,1.4964291,1.2780454,0.6454004,-0.40431583,-1.4451169,-1.8316703,-1.7062489,-1.1692662,-0.38081288,0.5502416,1.57301,2.3859441,2.6385045,2.710479,2.6418686,2.4931502,2.2849417,2.0883315,1.780965,1.1141659,0.23901063,-0.8341935,-1.7188319,-1.2907768,-0.8480109,-0.5848171,-0.042645812,0.95273095,1.8217928,2.5276854,3.1001074,3.5233574,3.604805,3.4566007,3.2071157,2.642924,1.7791877,-0.14247712,-1.6272099,-1.3649664,-1.0248368,-0.8215713,-0.7570592,-0.8296876,-0.97922266,-1.1182053,-0.43435842,0.010845184,-0.09078565,-0.7012069,-1.2225647,-1.4759494,-1.8031585,-1.8239385,-1.7304102,-1.6343993,-1.529928,-1.7184706,-1.7772226,-1.6405907,-1.7444866,-1.8554875,-2.0762904,-2.3631277,-2.5577965,-2.4926534,-2.3216486,-2.0790443,-1.9406424,-1.8820416,-1.894357,-1.9337523,-1.9154172,-1.8936846,-1.9957333,-1.9556471,-1.6948783,-1.2149363,-0.6884325,-0.6525098,-0.5378189,-0.71231914,-0.64827436,-0.73375046,-0.69647074,-0.5880592,-0.5728649,0.332379,-0.46806538,0.35593274,0.33306867,0.33234668,0.3392007,0.33241755,0.33241513
-2.069413,-1.8879144,-1.4713268,-1.3731042,-1.4476805,-1.4743652,-1.4925208,-1.3519657,-0.97929347,-0.57816815,-0.22783214,-0.21892036,-0.4561218,-0.6890543,-0.97644114,-0.88817203,-0.79671896,-0.70783603,-0.68321276,-1.1307998,-1.2145903,-0.9628447,-0.96595436,-1.1789265,-1.5407157,-1.550571,-1.4029635,-0.94779325,-0.4048102,-0.2161062,0.51516527,1.2532632,2.9093947,4.5885963,5.7826157,5.3885584,4.344809,3.8975458,4.4646845,4.827936,5.4150085,5.6148233,5.9264507,6.15052,6.2652545,6.3499956,6.212325,5.988247,5.80626,5.186882,3.5145938,2.3476262,1.2005079,-0.9488658,-1.3809547,-0.9155492,-0.8366379,-0.23030183,-0.14644094,-0.3141823,-0.6203117,-0.9255998,-0.9968113,-0.84544265,-0.7936416,-0.87539124,-0.997824,-1.1456112,-1.2775028,-1.3321233,-1.3921978,-1.4218857,-1.4553499,-1.4846804,-1.422617,-1.032552,-0.48639676,-0.44241434,-0.26968575,0.10176827,0.46688628,0.8131267,1.8878,3.9357152,5.907874,7.6505613,8.624153,8.896416,8.894672,8.74623,8.590338,8.022371,6.728031,4.3914423,2.1277301,0.56465495,0.21725252,0.16432047,0.08550346,1.2855147,2.5507908,4.0619173,5.674856,7.598035,9.012554,9.780463,10.217955,10.411448,10.383342,10.391064,10.505003,10.80562,10.834061,10.784583,10.599741,9.945846,9.117053,8.081461,6.8390427,5.0356436,2.8505778,1.3818831,0.42964682,-0.0917024,-0.5037296,-1.113255,-1.7230862,-2.237375,-2.1320958,-1.6575236,-1.4592006,-0.5041711,0.20954369,1.379469,1.8069389,1.3581433,1.2630929,2.390206,4.131484,4.801812,4.890629,4.5643435,4.065059,3.399359,2.7026234,1.4854789,0.19996989,-1.3743204,-2.014761,-2.3557887,-2.5204697,-2.5966365,-2.5611877,-2.4321613,-2.3346677,-2.2747352,-2.234788,-2.192739,-2.2091005,-2.2273831,-2.2275295,-2.2464223,-2.123085,-2.0825787,-2.087435,-1.9714254,-1.9982212,-1.9465096,-1.8243456,-1.775961,-1.7538185,-1.7774823,-1.8200943,-2.1233833,-2.0524297,-0.45819858,-2.225155,-0.47783387,-0.45869228,-0.45783097,-0.46190107,-0.4579412,-0.45794633
-1.8770589,-1.7684206,-1.7195201,-1.4333068,-1.3546691,-1.3446681,-1.1950505,-1.0265071,-0.8304587,-0.5812107,-0.15233737,0.6020825,1.3008084,1.2839005,0.80442405,0.28035918,0.026807517,-0.18545805,-0.474153,-0.92478186,-1.5150774,-1.629921,-1.8193395,-2.1536026,-2.5459323,-2.6098359,-2.647173,-2.746273,-2.7449832,-2.687241,-2.432909,-2.2948465,-1.9782269,-1.4549209,-0.64345205,-0.07992301,-0.13322093,0.01201836,0.2829904,0.26725963,0.1930052,0.11716133,0.085977085,0.14119454,0.2005049,0.23799504,0.133522,-0.2933275,-0.63325644,-0.9491377,-0.884333,-0.8312002,-0.55565166,-0.4864873,-0.69160235,-0.43907988,-0.38706058,-0.5576265,-0.8057334,-0.77872336,-0.7489229,-0.80345815,-0.85502166,-0.85093236,-0.8939001,-0.9107966,-1.079454,-1.2373182,-1.5743934,-1.7427394,-2.0984068,-2.4014025,-2.8174076,-3.0157678,-2.9988933,-2.7075233,-2.0887368,-1.8768677,-1.6467944,-1.4057612,-1.3352454,-1.3280329,-1.473561,-1.3128216,-1.1768625,-1.0546917,-1.0713134,-1.2733039,-1.5045836,-1.8073106,-2.1977575,-2.2781909,-1.8871207,-2.1699505,-2.5132453,-2.4308467,-2.3239117,-1.9806565,-1.3730724,-0.72882277,-0.51198196,-0.44345862,-0.4943933,-0.72339153,-0.74504924,-0.6947553,-0.58722866,-0.67883396,-0.88516235,-1.0620579,-1.2917936,-1.4046583,-1.3979223,-1.290927,-1.0706632,-0.6535106,-0.327511,-0.0985287,0.029201543,0.078383595,0.13612103,0.22116314,0.19430526,-0.12513751,-0.66924274,-0.845016,-0.96570116,-1.7776672,-2.4054127,-2.6272264,-2.5157125,-2.338552,-2.302711,-2.12605,-1.764648,-2.1532025,-2.5506155,-2.384201,-1.4195722,-0.86491704,-0.52386713,-0.31877357,-0.103660166,-0.040823936,-0.47291034,-1.3892844,-1.9063045,-2.41354,-2.676698,-2.7179232,-2.7345934,-2.7560341,-2.7774138,-2.6978726,-2.5672588,-2.4225435,-2.326607,-2.3188334,-2.295041,-2.3090262,-2.4186654,-2.5069652,-2.7288592,-2.8426461,-3.0423706,-3.1291304,-3.017857,-3.076726,-3.0893273,-2.963919,-2.8702664,-2.8195896,-2.7671666,-2.7483964,-2.760232,-2.1231515,-2.6211324,-2.1494808,-2.1240184,-2.12292,-2.1297617,-2.1227498,-2.1227286
-0.33730996,-0.2092071,0.010455858,0.18292835,0.2037806,0.063949406,0.047148045,-0.06452406,-0.09725375,-0.013819225,0.25493577,0.62324077,0.71767336,0.5709592,0.4431707,0.33824357,0.47518933,0.7776504,1.1670401,1.366718,0.77673805,-0.11528251,-0.8564661,-1.218599,-1.4917827,-1.3519362,-1.2574105,-1.2295418,-1.1363138,-1.2324839,-1.05085,-0.93013346,-0.7149699,-0.49303013,-0.6139847,-0.90166247,-1.3686415,-1.9168117,-2.1316972,-2.2397215,-2.233918,-2.1583269,-1.9518442,-1.6866049,-1.4097582,-1.0715456,-0.44516516,0.5483957,1.1073838,1.7748846,2.7215905,3.322836,3.8090062,3.7319055,3.3227868,3.554434,6.0121627,8.093924,8.754581,8.929981,8.801914,8.205303,7.2656507,6.4169455,6.3669815,7.716751,8.488652,8.398556,8.168848,8.020777,7.9512033,7.863744,7.241132,6.7304,6.0388613,5.1679525,4.184289,4.07081,3.6056337,2.8944638,2.3708992,1.9619054,0.9752363,-0.25573057,-0.6628553,-0.8620206,-0.8725235,-0.65296996,-0.4319323,-0.18766958,-0.06745976,-0.25414106,-0.5783784,-0.6340425,-0.2427949,0.06231287,-0.044761673,-0.2151834,-0.5749073,-0.93752086,-1.2166157,-1.369849,-1.5309327,-1.4748623,-1.2644442,-1.0816218,-1.0224943,-1.0607636,-1.1494279,-1.2708626,-1.6275907,-1.6574798,-1.6227546,-1.6349977,-1.6955997,-1.8616456,-2.0714238,-2.2784061,-2.496584,-2.5774155,-2.2317476,-1.6572816,-0.99687815,-0.509356,-0.66196364,-1.3606803,-1.885663,-1.9789517,-1.940114,-1.9295772,-2.1432192,-2.0793483,-1.9203044,-1.5149356,-1.6125567,-1.7262967,-1.6420577,-1.6379358,-1.5803251,-1.2153866,-0.71586186,-0.42495438,-0.36003008,-0.41884908,-0.27248728,0.16,0.37781483,0.3072729,0.23351693,0.1409528,-0.1726067,-0.6437907,-1.26022,-1.7323854,-2.0118408,-2.1252744,-2.1515336,-2.058122,-2.0129545,-1.9064909,-1.7621164,-1.6554968,-1.4857563,-1.2493422,-0.9180733,-0.40167624,0.004109621,-0.25798935,-0.55190545,-0.9625957,-1.0171767,-1.0495567,-1.0703377,-1.1943951,-1.4079659,-0.75162005,-1.6165868,-0.8202181,-0.75391936,-0.7510535,-0.7698738,-0.7504307,-0.75034165
-1.2377982,-1.4102374,-1.9457814,-1.8890496,-1.7231565,-1.6848319,-1.6179366,-1.7261189,-1.6569728,-1.544682,-1.308927,-0.8685401,-0.5999514,-0.46848506,-0.5476421,-0.88165873,-1.1387914,-1.3442559,-1.6010237,-1.8416474,-1.848193,-1.5765371,-1.4832753,-1.7143979,-1.9682394,-1.8660502,-1.7294109,-1.8624146,-2.0477166,-1.9608445,-1.8831966,-1.8739586,-1.790135,-1.3611267,-0.46578896,0.2596465,0.024365181,-0.3084705,-0.10246105,0.008567076,-0.11212821,-0.062408045,0.018635735,0.21236338,0.5712371,0.95992905,1.3191236,1.5270202,1.51292,1.4948575,0.8890181,0.6380045,0.6988325,0.7428335,1.518847,1.9216573,1.6567477,1.2306378,1.1453617,1.2459066,1.450817,1.6732324,1.69559,1.6253458,1.2709489,0.61421824,0.038835578,-0.19243644,-0.7709048,-1.0501564,-1.3585551,-1.5873456,-1.9087002,-2.1287456,-2.1725612,-1.9210539,-1.9149394,-2.1546824,-2.3646643,-2.4339948,-2.4356747,-2.501851,-2.6250787,-2.5980263,-2.5149593,-2.4881837,-2.3653455,-2.146794,-1.8715407,-1.64594,-1.6692579,-1.9236255,-2.1152403,-2.0210104,-1.9138649,-1.4751713,-1.1356206,-0.7361485,0.13193607,0.83379006,1.2111704,1.2722446,1.2945656,1.0841227,0.66766286,0.2688683,0.065972805,-0.038651645,-0.1378265,-0.31638503,-0.9884852,-1.1749507,-0.7538343,-0.3341988,0.1723141,1.0072877,1.7761142,2.453887,2.9173725,3.3416305,3.672788,3.784348,3.7817993,3.5437565,2.9433331,2.33553,0.7982213,-0.8185628,-1.8664479,-2.184019,-2.1257377,-1.8981264,-1.8082432,-1.354221,-0.35253516,-0.39554977,-1.0887222,-1.9593781,-1.9190471,-1.6188071,-1.3790588,-1.2015722,-0.88370913,-0.5012225,-0.33908033,-0.53051317,-0.72915745,-1.0271192,-1.1478434,-1.1603402,-1.2079699,-1.2868629,-1.392558,-1.377635,-1.2448804,-1.0877106,-1.0459257,-1.0003434,-1.011034,-0.9786613,-0.97406757,-1.0140811,-1.179692,-1.1900084,-1.1293929,-0.94892985,-0.53965014,-0.6302594,-0.78737456,-0.90742975,-1.0922256,-1.1102477,-1.123064,-1.012593,-1.1607262,-1.8154414,-1.0679703,-1.7885172,-1.8143504,-1.81583,-1.8097315,-1.8162391,-1.8162953
-2.1913564,-0.9805672,-0.23424235,-0.30413622,-0.194397,0.25392008,0.5702719,1.5187932,2.3396688,2.778716,3.0612006,3.820071,5.250282,6.547423,8.412387,9.630793,10.150138,10.304564,10.055428,9.299171,7.9621353,6.733286,5.0304885,3.1695886,0.1147629,-0.7819191,-1.4356735,-1.9069133,-2.1177204,-2.0930648,-2.0817318,-2.1020098,-1.9502317,-1.7128992,-1.3566093,-0.7438954,-0.10724658,0.89297175,1.993637,2.416244,2.482821,2.572217,2.5215626,2.2984433,2.0210023,1.7744834,1.515082,0.6515775,-0.50805545,-1.9376339,-2.3214545,-2.1530907,-1.8221302,-1.1293559,-0.4742221,0.21421468,0.0501395,-1.3762527,-1.7287827,-1.4198209,-0.8531232,-0.09565762,0.60202605,0.935234,0.7064406,-0.35485804,-1.37711,-1.3162907,-1.293936,-1.2972534,-1.600043,-1.8277776,-1.6048466,-1.440861,-1.2923598,-0.8653382,-0.28119755,-0.13487688,0.3900938,1.0235616,1.4454442,1.707071,2.2026572,2.6538653,2.7723675,2.7254434,2.4805324,2.0950224,1.651618,1.0823555,0.32643145,-0.8318288,-2.2118473,-2.8512416,-2.6606894,-1.9485321,-1.1376526,-0.27047044,0.5654819,0.9541828,0.90152127,0.8840159,0.67556965,0.07909894,-0.4721229,-0.6305708,-0.76204586,-0.984318,-1.20427,-1.8126575,-2.222657,-2.5209715,-2.8211508,-3.142042,-3.3590193,-3.449554,-3.2262383,-2.8770213,-2.460619,-2.1108487,-1.9001284,-1.8722548,-2.0284514,-2.4210706,-2.8719895,-3.6487656,-4.19993,-3.8312705,-3.2731133,-2.9170332,-2.754024,-2.7839856,-2.778739,-2.594347,-1.7734027,-1.2930441,-1.1972206,-0.9432564,-0.79421586,-0.94247127,-1.2225316,-1.3939756,-1.5499785,-1.7857554,-2.2419562,-3.089776,-3.4637847,-3.5882874,-3.5104175,-3.3946705,-3.2079544,-3.1009545,-2.969934,-2.8920808,-2.8208127,-2.7087078,-2.659779,-2.6586943,-2.6710052,-2.7698073,-2.912045,-2.973063,-3.089302,-3.1298947,-3.218755,-3.234249,-3.3082128,-3.2933855,-3.2633512,-3.4557362,-3.4879236,-3.5697346,-3.5834982,-3.555686,-3.4037066,-3.192603,-3.366228,-3.2106001,-3.1930861,-3.1924105,-3.1949675,-3.1921601,-3.1921172
