0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131
11.632625,11.186701,11.204691,13.063594,13.092653,11.169678,10.968685,13.03928,12.704176,11.58827,10.734747,9.982273,9.501379,9.214387,8.7054825,8.749945,8.341314,6.481484,5.0165234,4.452784,4.0921626,3.57344,2.9345925,2.4236898,2.2318826,1.541538,0.93084973,0.48250383,0.34032086,0.24787098,0.11577639,0.038118556,-0.04397151,0.20109381,0.41488677,0.815598,1.6674671,2.2691693,3.1598308,3.3060217,2.4131417,1.0587895,0.3364547,0.42325112,0.3394373,0.6384263,1.3647013,2.1391902,2.6691446,1.8705313,0.58766556,-0.31449628,-0.43184298,-0.28968444,-0.27699855,-0.21266606,-0.12438673,-0.072092,0.10649386,0.447321,0.911465,1.4040195,2.6411712,4.2229786,6.3710575,7.7108665,8.728717,9.262444,8.41754,7.68436,7.8815746,8.417061,7.832365,6.6763105,3.1151266,0.9327934,0.5795946,0.7351987,1.4267598,2.3822598,2.4336638,1.8899779,1.5035685,1.9956013,2.9692364,3.5664473,3.9354527,4.1093507,4.4143806,4.7238274,4.8933806,4.987273,4.3335323,3.5191646,2.963521,2.1673975,1.5660471,1.021959,0.68282145,0.59199995,0.456155,0.17175004,-0.0068957023,0.03273706,0.033870224,0.052245043,0.17975125,0.32806885,0.3279338,0.38536245,0.6525183,1.0428544,1.5132312,1.8423145,2.2450316,2.6283882,2.6446342,2.7779791,3.0803494,3.15396,3.247913,3.4625337,4.101535,5.8962913,7.9772034,9.406329,10.254895,11.5419445,12.078504,12.21111,10.943972,10.943797
-0.8968194,-0.6804249,-0.6907645,-2.5396109,-2.5964308,-0.6776005,-0.57137674,-2.7155786,-2.6141768,-2.3501763,-2.4373083,-2.4530478,-2.3208256,-2.3438926,-2.3376303,-2.2627044,-2.1839852,-2.3960257,-2.3092737,-1.9650743,-1.5639321,-1.4934638,-1.3047507,-1.2293686,-1.2734823,-0.9670831,-0.0852759,0.21520674,0.0756957,-0.19297028,-0.4425271,-0.61353767,-0.7251827,-0.79490364,-0.8575636,-1.1824195,-1.5765306,-2.307753,-2.4557266,-1.8568938,-1.7340581,-1.886582,-2.1357913,-2.382603,-2.8016942,-2.8328614,-2.5482237,-2.3762665,-2.4044533,-2.0924883,-1.6467412,-1.5349523,-1.7783256,-2.0073237,-2.1027303,-2.0090451,-1.8327998,-1.7422535,-1.633741,-1.5579531,-1.5554838,-1.6966479,-2.1698256,-2.5330353,-2.965846,-3.242732,-3.4361792,-3.5531104,-3.7960458,-3.9482415,-4.080906,-3.7169483,-3.6946158,-3.6931372,-3.4918804,-2.9350762,-2.635694,-2.8064523,-3.1525636,-3.3437834,-3.3286412,-3.082539,-2.7972841,-2.5078273,-2.1831226,-1.8291581,-1.3224318,-0.27089158,0.052094236,-0.35914394,-0.8436483,-0.7634467,-0.5604079,-0.58071864,-0.683914,-0.7474208,-0.7770128,-0.72432476,-0.7840295,-1.0952972,-1.0571076,-0.9146364,-0.68833387,-0.55898166,-0.47016066,-0.4151473,-0.4353998,-0.47252542,-0.41662806,-0.24537694,-0.06622821,0.066567004,0.17653131,0.16734412,0.18150786,-6.279349e-05,-0.31053331,0.026198745,0.228351,0.41930455,0.8092612,1.110297,1.2515744,1.1589938,0.88259625,0.38432688,-0.066147864,-0.7481692,-1.1898978,-1.1508822,-0.5574996,-0.55745894
-0.5079626,-0.6288243,-0.627803,-1.0146204,-1.14739,-0.64903736,-0.6719471,-1.1283576,-1.3926263,-1.5560424,-1.6053777,-1.7795889,-1.8560128,-1.8608952,-1.9487715,-1.8479342,-1.6713176,-1.5615807,-1.7176938,-1.7978566,-2.1289499,-2.1565316,-2.062764,-1.9970348,-1.9594598,-1.8941234,-1.6620015,-1.6284249,-1.5368819,-1.4061415,-1.2966759,-1.2282879,-1.2205398,-1.3596537,-1.4922577,-1.5348536,-1.2996106,-1.2524614,-1.2427539,-1.1813861,-0.90717715,-1.1446952,-1.4554783,-1.5371199,-1.7707314,-1.8112342,-1.7908223,-2.3310466,-2.9590995,-3.0701594,-2.9795027,-2.5878758,-2.5528054,-2.6376615,-2.86759,-3.0390713,-3.1430821,-3.2041235,-3.2278013,-3.2339945,-3.0929892,-2.5563056,-1.7010624,-1.6048844,-1.463903,-1.0333284,-0.49533638,-0.15100896,0.06617193,0.015031714,-0.045436177,-0.18380634,-0.20284484,-0.32000324,-0.18542227,-0.34310684,-0.8396321,-1.0328368,-1.0848434,-1.3604944,-1.7914684,-1.6081078,-1.1908584,-1.4072593,-1.2795362,-0.8990963,-0.9312687,-1.3241894,-1.3372623,-1.3322794,-1.6496007,-1.8522935,-2.0009704,-2.0040956,-2.3040118,-2.4033184,-2.2022572,-1.6650096,-1.4053195,-1.2781802,-1.0602522,-0.84739363,-0.6504863,-0.5296442,-0.44646764,-0.43744728,-0.39416218,-0.41061428,-0.42871162,-0.52853423,-0.753902,-1.000863,-1.3264241,-1.5358818,-1.4868486,-1.2288822,-0.9861963,-1.0134336,-1.3817405,-1.82314,-2.0618153,-2.1281383,-2.1239414,-1.9721835,-1.909013,-1.7647555,-1.5510242,-1.0561755,-1.0634674,-0.93340284,-0.6753664,-0.67536855
-0.21008435,-0.080701716,-0.08696138,-1.6541879,-1.588284,-0.080504954,-0.007252626,-1.8123891,-2.209933,-2.5782075,-2.7409537,-2.7326002,-2.5343854,-2.3225987,-2.159162,-1.9094093,-1.7208159,-1.6815212,-1.4701936,-1.2375624,-0.8815332,-0.6254661,-0.28970063,-0.04992816,0.37349048,0.7575481,0.9860615,0.89961636,0.6642114,0.33857605,0.037957147,-0.18502131,-0.3419453,-0.52987844,-0.8123448,-1.2220967,-1.3828502,-1.5523335,-1.5324283,-1.0314531,-0.6346351,-0.54885876,-0.6480131,-0.9636236,-1.7255541,-2.053946,-1.7175336,-1.6349114,-1.7153138,-1.3471289,-1.0095499,-1.0050206,-1.2541327,-1.4357876,-1.600813,-1.63519,-1.4542886,-1.3467681,-1.1540172,-0.8913678,-0.433223,0.039040044,-0.07343382,-0.6659672,-1.256354,-1.3722224,-1.5662658,-1.7025042,-1.8894495,-2.0572486,-2.2915661,-2.2436228,-2.0136833,-1.6923119,-1.0260469,-0.63421184,-0.50399065,-0.41433454,-0.38658655,-1.1230078,-2.2498746,-2.5703034,-2.313431,-1.9649369,-1.7329098,-1.6728023,-1.9737065,-2.4833355,-2.3339527,-2.3866353,-2.48496,-2.3216026,-1.9381411,-1.8287787,-1.9731544,-2.1546419,-2.190311,-2.0689816,-2.0369666,-1.9435226,-1.948111,-1.8317441,-1.6986771,-1.6530142,-1.6169614,-1.5867537,-1.6386285,-1.6958538,-1.683515,-1.6349536,-1.6171806,-1.694829,-1.8715162,-2.0084634,-2.000709,-1.9775404,-1.7961056,-1.2520562,-0.7226391,-0.421192,-0.16762398,-0.037174463,-0.005126655,-0.103653215,-0.09351306,0.24083537,0.13568063,-0.071579546,-0.51939255,-0.43719095,0.0004856065,0.0005156845
1.3114246,1.1710527,1.172989,0.89319694,0.6936359,1.164881,1.081535,0.87452596,0.6789707,0.22591576,0.25245857,0.19515696,-0.014326453,-0.30662763,-0.42288923,-0.5051065,-0.41960824,-0.26710966,-0.21219742,0.02328524,0.32974505,0.5378808,0.48512912,0.3845802,0.670757,1.1571398,1.1816595,1.2323961,1.4222155,1.6509748,1.7972113,1.8437722,1.8681232,1.9607224,2.146365,2.191546,1.4483441,1.1752319,0.8440958,0.53172636,0.51885045,0.72853386,1.2680782,1.6836646,1.9465629,1.5780551,0.7504955,0.50184673,0.63313687,0.30555916,0.21217339,0.5986172,0.90168226,1.0473038,1.243336,1.2677459,1.0304267,0.9718524,0.9232192,0.98383415,0.9616802,0.5483184,-0.2567212,-0.7890898,-1.0967741,-0.8943846,-0.35189313,-0.2370077,-0.5002398,-0.45839855,-0.24853669,-0.676975,-0.9592717,-1.0417904,-1.1424187,-1.2901845,-1.1431094,-0.63331896,-0.29470465,-0.18531767,-0.14786144,-0.33539128,-0.7358558,-1.0883055,-1.4559016,-1.7858583,-1.3284669,-0.36263973,0.069977954,-0.08220738,-0.55279696,-0.6954769,-0.38621265,0.0802352,0.20902394,0.30613285,0.5863836,1.3566265,1.339746,1.4270676,1.5836109,1.5881698,1.3534527,1.1224618,0.9664709,0.8249466,0.7518944,0.6363906,0.6508118,0.55610156,0.40401632,0.31432754,0.39122874,0.5174675,0.62896293,0.6381559,0.13600227,-0.69585025,-0.82904243,-0.61771053,-0.55589736,-0.4933314,-0.3191694,-0.11835137,0.26320773,0.29248473,0.23147169,0.2808755,0.46452564,0.41066566,1.0692818,1.0691279
-1.3904057,-1.320919,-1.3224944,-1.0634174,-0.9583548,-1.3213247,-1.2351295,-1.3212376,-1.8614811,-2.3258529,-2.4912496,-2.5379725,-2.6932006,-2.6337285,-2.4995186,-2.4309382,-2.1881194,-1.9459673,-1.7919624,-1.5920134,-1.3564391,-1.2593741,-0.9179958,-0.64384,-0.66662776,-0.8888329,-0.8049006,-0.39803833,-0.2769375,-0.17927152,-0.091558605,-0.0688456,-0.07175711,-0.07645863,0.07520872,0.04190764,-0.18313584,-0.36357665,-0.18589446,-0.016864695,0.16964953,0.24671191,-0.29788175,-0.6466807,-0.37994468,-0.28543243,-0.11373019,-0.1455361,-0.44919923,-0.5764701,-0.96308064,-1.5956502,-1.6876719,-1.5480827,-1.2551106,-0.925977,-0.6045217,-0.5979018,-0.56597364,-0.5871608,-0.6059221,-0.9322223,-1.4748882,-1.7653928,-2.0717056,-2.0128374,-1.9934978,-1.8729992,-1.4940288,-1.3676152,-1.4993429,-1.1254034,-0.5138791,0.3469816,1.8804822,2.5127645,2.232793,1.2304426,0.18894047,-0.634014,-1.3654919,-2.2671523,-2.461353,-1.8954029,-2.0484686,-2.3018072,-2.2393415,-1.4433945,-1.1536912,-0.99627006,-0.96476007,-1.1384851,-0.6717459,-0.1585193,1.2079909,2.424787,2.4713485,1.6198468,0.9019847,1.4212928,1.7712166,1.9323342,2.0520086,2.1403432,2.2304306,2.2865825,2.2627265,2.2727199,2.3108003,2.3035545,2.2712653,1.9937292,1.5161593,1.1500083,0.6286289,-0.2247392,-0.6269682,0.054121584,-0.04912901,-0.26120275,-0.37104627,-0.4554239,-0.6980541,-1.1355659,-1.6829889,-2.0389488,-2.1660774,-2.0814333,-1.9879096,-2.0314226,-1.2233921,-1.2233851
-1.7764261,-1.5722722,-1.5769346,-2.4747472,-2.477955,-1.5618614,-1.4899192,-2.697969,-2.7262251,-2.6486547,-2.614447,-2.5179224,-2.3775957,-2.203302,-1.9620998,-1.8883077,-1.7277167,-1.3650472,-0.85317177,-0.56512153,-0.4153378,-0.5848806,-0.7080523,-0.87154984,-0.9491173,-0.669056,-0.39997184,-0.37936553,-0.41259325,-0.4491461,-0.45431116,-0.46746653,-0.45658916,-0.49893856,-0.45747262,-0.79168403,-1.2388628,-1.6422784,-1.4637969,-1.1290756,-1.2713653,-1.1661623,-1.222358,-1.0642775,-0.72725415,-0.78508025,-1.015176,-1.0788351,-0.8418253,-0.40748543,0.38185972,0.9491598,1.5290504,1.9715437,2.4326887,2.7668247,3.0239491,3.184261,3.2108874,3.087659,2.6817598,1.7819178,0.41450423,-0.409374,-1.3035705,-1.9801607,-2.2714758,-2.4944324,-2.3450286,-2.2808673,-2.4189386,-2.3823333,-2.1540437,-1.9460428,-1.2092198,-0.28625676,0.224368,0.27678668,-0.017511249,-0.1751464,-0.3421954,-0.8199746,-0.9618988,-1.3508347,-2.3211374,-3.1180975,-3.3290472,-2.5986524,-2.3316703,-2.0314183,-1.2851536,-0.87904435,-1.1723515,-1.4146073,-0.9745348,-0.6240316,-0.6938262,-1.2854421,-1.047369,-0.35786325,-0.27165633,-0.26851508,-0.32154986,-0.40353522,-0.48338935,-0.4943924,-0.52890956,-0.51937443,-0.574277,-0.67646676,-0.8041619,-1.0391682,-1.3712683,-1.5619011,-1.8231139,-2.141697,-2.2516432,-1.6455507,-1.433121,-1.3969258,-1.2646531,-1.2175955,-1.3709884,-1.6509459,-1.65829,-1.4872493,-1.6137996,-1.9543023,-2.0205026,-1.9633201,-1.4801618,-1.4800805
3.6782265,3.9951859,3.9769318,0.102819085,0.21162984,4.001845,4.118168,0.3597198,2.1166055,5.2233753,6.4856043,7.276346,7.652107,7.991895,8.459174,8.550189,8.97267,10.007423,10.618974,10.966134,11.197625,11.315606,11.482254,11.5065155,11.2584715,10.159254,8.582922,6.7516723,5.467451,4.0365715,2.8389058,2.1180172,1.7237211,1.6183157,1.6165346,2.0477488,1.7632978,0.52745116,-0.13859272,0.3140719,0.3725572,0.20762803,-0.082430005,-0.25735053,-0.48706532,-0.42422292,-0.06362352,-0.0083247125,-0.16490076,-0.053579748,0.07642573,0.038543344,-0.2870704,-0.5507949,-0.6578974,-0.6837188,-0.60579604,-0.57887274,-0.5239146,-0.52077734,-0.58645463,-0.9501445,-1.5996618,-2.0000257,-1.9261318,-1.6409036,-1.7023604,-1.9884939,-2.5406249,-2.9117644,-3.102725,-2.811225,-2.6116402,-2.2041233,-1.2140715,-0.5774777,-0.33643806,-0.46938255,-1.0179939,-1.9239926,-1.9767609,-1.1104546,-0.90643203,-0.9311588,-1.090729,-1.2469776,-1.295605,-1.0415888,-0.46162534,-0.063179135,-0.07330194,-0.005253494,-0.1013909,-0.44784304,-0.6514303,-0.70064944,-0.7060976,-0.6176765,-0.42062747,-0.26587415,0.09188756,0.2613152,0.4900564,0.75672275,1.0414469,1.2730956,1.3475044,1.4307822,1.7155249,2.375645,3.312831,4.259507,5.4985013,6.2177444,7.2950773,8.740625,10.02846,11.165824,11.869971,12.076107,12.018938,11.869858,11.598213,10.946254,9.909945,8.879419,8.080618,6.405031,5.2852945,4.8683476,4.1305723,4.130433
-1.5494894,-1.4940784,-1.495893,-1.2833464,-1.3017482,-1.4862208,-1.4886304,-1.1713213,-0.91161466,-0.80496407,-0.9006493,-0.8952033,-1.0436574,-0.9210747,-0.5942262,-0.4907114,-0.7165818,-0.79061604,-0.54214835,-0.28782284,0.21012865,0.34488267,-0.029577162,-0.36010876,-0.7249605,-1.0571845,-1.0266068,-0.87279344,-0.9651024,-1.1034561,-1.2377157,-1.4041804,-1.5897851,-1.8160307,-1.9948559,-2.2074814,-1.8111188,-1.723005,-1.8103982,-1.7852147,-1.5155287,-1.0144577,-0.6714169,-0.46912578,-0.35219806,-0.54474,-1.028201,-1.0113734,-1.1076388,-1.1880319,-1.0077977,-0.82054675,-0.8223085,-0.76614374,-0.6248518,-0.4253649,-0.2838525,-0.24989635,-0.3558651,-0.45560107,-0.6936273,-0.90127033,-0.63047916,-0.47020733,-0.8012421,-1.3250004,-1.6657785,-1.6757767,-1.4983718,-1.3988507,-1.509197,-1.4404321,-1.4871223,-1.5596724,-1.5406905,-1.4775043,-1.0667163,-0.9631734,-1.085509,-1.0835472,-0.98250556,-1.0700928,-1.1508298,-1.016,-1.1520128,-1.1781372,-0.94587016,-0.50324965,-0.4761138,-0.24652451,0.15879396,0.18874848,-0.2526134,-0.7358386,-0.84422344,-0.96625865,-1.2969216,-1.833949,-2.2867928,-2.3508668,-2.4084914,-2.4237385,-2.399262,-2.3823256,-2.4200692,-2.433694,-2.394097,-2.3626773,-2.3640976,-2.245483,-2.0336788,-1.681974,-1.1742549,-0.82993865,-0.6446465,-0.48384017,-0.20722657,0.43925214,1.2393235,1.8744143,2.2085555,2.2417188,2.2746387,1.9456472,1.3779466,0.6508766,0.24158931,-0.6574086,-0.93220276,-1.1410359,-1.4889009,-1.4889386
-2.5458937,-2.5568948,-2.5567436,-2.9742594,-3.0901432,-2.5515656,-2.5821955,-3.124936,-3.184465,-3.0426624,-2.7667766,-2.4358377,-2.2251527,-2.3603673,-2.4339917,-2.412551,-2.3914165,-2.248319,-2.2838902,-2.3441262,-2.2231455,-1.7602546,-0.82380617,0.30039632,2.4687095,6.7057667,9.453289,10.777977,11.414547,11.9531975,12.341669,12.538637,12.630546,12.502108,12.18557,11.101107,8.977691,7.3511677,5.272399,1.8940706,-0.32069644,-0.6270272,-0.6375109,-0.59135157,-0.42673725,-0.40427807,-0.8455509,-0.76619315,-0.12663028,0.23277318,1.0881104,1.9151759,2.4508805,2.6870766,2.935361,3.0336003,2.9396768,2.9052436,2.7473226,2.4474049,1.9483719,0.90149343,-0.993945,-2.1918797,-3.0600662,-3.0894587,-2.6851468,-2.3569677,-1.9877911,-1.6725458,-1.5442468,-1.7661916,-1.8432462,-1.9744283,-2.0266397,-1.5482874,-1.1644516,-1.2006351,-1.301368,-1.5457029,-1.8825618,-2.241572,-2.6957562,-3.3162918,-3.739195,-3.8540688,-3.8115478,-3.4606822,-3.5543833,-3.7536197,-3.6300821,-3.400298,-2.7432842,-2.1996765,-1.9626834,-1.7253795,-1.5368184,-1.2700931,-0.6277398,0.23911925,0.7161245,1.0654774,1.1713471,1.1239402,1.0470747,0.9260787,0.85270846,0.7178668,0.72509706,0.6304598,0.5228625,0.38969022,0.1383217,-0.08913557,-0.43308476,-1.1818974,-2.3378744,-3.1594734,-3.2817683,-3.3337293,-3.2644262,-3.1776285,-3.1639986,-3.1814737,-3.0252295,-2.73179,-2.7101688,-2.7836473,-2.7292812,-2.7375052,-2.5887618,-2.588774
