0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
13.367901,13.409384,13.372181,13.285449,12.950579,12.396673,11.870472,11.248038,10.545233,9.05048,7.0166283,4.990939,4.068282,2.847119,2.2438643,2.2613072,2.2947693,2.4789774,1.9474413,0.8411935,0.42653137,0.17142655,-0.019328773,0.07169264,0.0017368081,0.005856663,0.04233795,0.10188634,0.18281844,0.25736034,0.34669155,0.40257344,0.49166006,0.5642547,0.39669257,0.19036739,0.18690965,0.54492235,1.9544392,3.8697171,4.755825,4.45286,3.5104065,2.8286057,2.4439604,2.335621,2.157047,2.149285,2.0651155,1.9524119,1.73686,1.6013947,1.7752061,1.9748013,1.513836,2.0757883,2.4639277,2.5001473,2.3116012,2.1741607,2.2077677,2.4308195,2.5882134,2.604774,2.5005445,2.0071228,1.0302069,0.16420755,0.010770559,0.04219258,0.07894859,0.056301355,0.09849393,0.17114347,0.24061194,0.34328026,0.4782238,0.733554,1.0661945,1.7378957,3.6362605,5.6840506,6.8226204,7.4852934,7.3394537,6.100691,3.4938772,2.0700483,1.5464104,1.6719146,2.254829,2.629508,2.3348746,1.5231094,0.6037017,-0.32336438,-0.39524177,-0.69749427,-0.78295314,-0.82896924,-0.85247266,-0.8706349,-0.89547086,-1.0099701,-1.2709612,-1.4708776,-1.4784431,-1.3969642,-1.0130244,-0.50264996,-0.18281728,-0.078131735,-0.06386763,-0.07284975,-0.08803563,-0.16323169,-0.25128514,-0.20003714,0.08095763,0.4682017,0.8486614,1.288575,1.282701,1.1160046,1.4041563,1.6162002,1.7771593,1.998275,1.8967228,1.5443242,1.1673089,1.1128536,1.2991743,1.6054922,1.8774796,1.948711,2.1620255,2.6900504,3.2094793,3.813846,4.917623,6.145116,7.2289715,8.662563,10.057781,11.454849,12.087066,12.432126,10.903154,10.903122,10.903099
-1.5830116,-1.58932,-1.6758523,-1.7040237,-1.6148176,-1.5019388,-1.4680274,-1.4673066,-1.6835887,-2.0346994,-2.1802902,-1.9449348,-1.5696275,-0.79877293,-0.36860216,0.050988697,0.06956805,-0.20259431,-0.27494228,-0.37030917,-0.7347778,-1.0443609,-0.9122007,-0.82908744,-0.84895754,-0.8595963,-0.83765,-0.886929,-0.8758808,-0.9353878,-0.9985399,-0.959821,-0.95891035,-0.977106,-0.94332683,-0.8215395,-0.668441,-0.8185692,-1.3117774,-1.803401,-1.9924871,-1.9825042,-1.826369,-1.5553811,-1.3359935,-1.2190602,-1.0604677,-0.9595545,-0.87106895,-0.7458405,-0.80821896,-1.0936433,-1.5058184,-2.090558,-2.3090243,-2.538022,-2.8226454,-2.8499413,-2.7771904,-2.742011,-2.6929264,-2.7099051,-2.6083102,-2.5116167,-2.570911,-2.7657142,-3.1337693,-3.4477262,-3.1118448,-2.0127287,-1.7502913,-1.6893737,-1.6904397,-1.6838757,-1.6999859,-1.7930956,-1.9442375,-2.171863,-2.4806201,-2.9095898,-3.1742105,-2.3421025,-2.0087066,-1.8165653,-1.891794,-2.0707326,-1.6046591,-0.99273866,-0.71290416,-0.53349483,-0.52781683,-0.7321338,-0.9394581,-1.0345249,-1.3569303,-1.2330945,-0.86818516,-0.4422726,-0.45208848,-0.47083184,-0.5375842,-0.6183107,-0.7550945,-0.9485736,-1.3336707,-1.8851674,-2.3081043,-2.6707766,-2.6624432,-2.5016067,-2.4464846,-2.475603,-2.5641494,-2.6025062,-2.5697334,-2.4136338,-2.0949192,-1.8248658,-1.7407737,-1.5178111,-1.1581016,-0.9486527,-0.9715351,-1.1254777,-1.3532828,-1.563947,-1.8087993,-2.0493088,-1.9680748,-1.5887787,-1.186363,-0.9088315,-0.62848675,-0.38878566,-0.22005507,-0.11183235,-0.08215678,-0.11323583,-0.16600949,-0.21900201,-0.30682954,-0.34293586,-0.36906725,-0.7116811,-1.3388721,-1.7189677,-1.8190924,-1.6900606,-0.5093362,-0.50943124,-0.5093947
-0.91084576,-0.9226002,-0.9774885,-1.11859,-1.4206369,-1.6229172,-1.8353165,-2.0070062,-2.0343041,-1.7340145,-1.6604894,-1.7128865,-1.6847482,-2.1639328,-2.3747437,-2.781023,-2.6752958,-2.3162274,-2.0049558,-1.8467524,-1.9946972,-2.2154593,-2.660603,-2.7972054,-2.8443546,-2.8407965,-2.8532147,-2.8229976,-2.8125973,-2.810049,-2.7956958,-2.77734,-2.7860298,-2.8313777,-2.9594421,-3.2200532,-3.1977038,-2.8564334,-2.3450742,-1.7752273,-1.5387009,-1.5840514,-1.9407835,-2.3856685,-2.4847713,-2.4034474,-2.3362486,-2.4092698,-2.453595,-2.5532203,-2.7504706,-2.7739837,-2.2988389,-1.6825237,-1.4732848,-0.9190782,-0.28049767,-0.07521632,0.08303952,-0.020248815,0.033435598,0.07505545,-0.007197596,-0.007242024,-0.089381844,-0.21183598,-0.6175657,-0.66041416,-1.2064807,-2.0934951,-2.269773,-2.2562044,-2.242053,-2.2925096,-2.3828297,-2.4846547,-2.670547,-2.9467075,-2.8619883,-2.4014716,-2.2649956,-2.1381145,-2.0833268,-2.1804726,-2.0489545,-1.8832915,-2.0417864,-2.4344134,-2.594513,-2.370357,-1.674473,-1.2564058,-0.74608916,-0.44911355,-0.5303733,-0.60425174,-1.4873223,-2.26851,-2.3837423,-2.371711,-2.3448887,-2.3173656,-2.3035903,-2.3203397,-2.3306885,-2.2672184,-2.2660785,-2.383893,-2.3849587,-2.1570692,-1.979928,-2.0105662,-2.1642904,-2.3422856,-2.5048337,-2.621624,-2.5619495,-2.1539345,-1.6682835,-1.313568,-1.1698666,-1.1798353,-1.3374753,-1.4838558,-1.4564828,-1.4743108,-1.4857339,-1.5860631,-1.7059054,-1.6577556,-1.5542336,-1.5670247,-1.6912689,-1.7158692,-1.6971834,-1.699976,-1.7507141,-1.7581623,-1.7189296,-1.6696241,-1.501233,-1.4516857,-1.4474139,-1.4752939,-1.513092,-1.2214947,-0.99177307,-0.8244494,-0.64530945,-0.6452154,-0.6452231
1.0695102,1.0551447,1.3243659,1.6287332,2.88783,4.379455,5.307171,6.239974,7.1182775,8.24093,9.124982,9.657406,9.75274,10.042423,10.075445,10.027697,10.127295,10.377424,10.460627,10.011465,9.47874,7.733779,4.3057394,1.919819,1.2832915,1.0755546,0.9143836,0.51635677,0.41236258,0.08142716,-0.18683442,-0.26718888,-0.44738102,-0.6490396,-0.7793684,-0.81189334,-0.8411466,-1.1837624,-1.8207371,-2.236827,-2.2778962,-2.1806338,-2.0782733,-2.0880783,-2.1013002,-1.9855247,-1.7527481,-1.4746718,-1.2863022,-1.0090871,-0.6987169,-0.6330589,-0.583439,-0.6754632,-1.309877,-1.6445009,-1.8507376,-1.914416,-2.0381093,-2.068382,-2.0486715,-2.0296624,-1.864646,-1.6769153,-1.5835505,-1.3462787,-0.88835573,-0.57986027,-0.41348237,-0.63765097,-0.86007756,-1.0031221,-1.0740098,-1.1099603,-1.0865536,-1.0783429,-1.0464028,-0.98061407,-0.7760414,-1.1677731,-1.7671154,-1.0982611,-0.29423976,0.8142022,2.0915325,4.1227393,7.986575,9.854605,10.217724,10.528514,10.651977,10.565968,10.61381,10.652805,10.282268,8.773773,6.0278826,2.668774,1.4068435,0.8147573,0.4526846,0.19079591,-0.054532528,-0.32397842,-0.62812895,-0.9555873,-1.1949432,-1.4842522,-1.5363061,-1.4613094,-1.6383979,-1.6339254,-1.6612542,-1.6901816,-1.6045578,-1.4217985,-1.0690414,-0.71337265,-0.68637455,-0.7557062,-0.7517428,-0.8574647,-1.0016109,-0.9869049,-0.9319467,-0.9648418,-0.9786217,-0.86504656,-0.59128994,-0.18079835,-0.033870485,-0.21542507,-0.5403935,-0.69128263,-0.6354549,-0.46215266,-0.35828307,-0.22886345,-0.2540121,-0.4204005,-0.58060586,-0.62066746,-0.6019227,-0.48751387,-0.2876075,0.18867284,0.20030373,0.16470507,2.1827614,2.1825476,2.1825948
0.8079811,0.8040844,0.77781963,0.84376425,0.7920417,0.52420896,0.24393469,-0.026267126,-0.19033763,-0.36484495,-0.62325716,-0.9792332,-1.2892455,-1.4716902,-1.5178736,-1.3257601,-1.2477098,-1.2319554,-1.3446605,-1.611563,-1.219857,-0.24774826,0.89652777,1.3788179,1.5132701,1.4770348,1.4621537,1.4242054,1.3895198,1.3835081,1.3514224,1.2825229,1.2405024,1.1757748,1.0926026,0.93444794,0.4089405,-0.3791627,-1.061692,-1.2919868,-1.3168347,-1.3074691,-1.2153952,-0.98276436,-0.85342634,-0.7117163,-0.5093914,-0.5535326,-0.7467208,-0.9612713,-1.1089964,-1.0688051,-1.234508,-1.6288341,-1.6289458,-1.9965663,-1.7207062,-1.3372256,-1.225632,-1.0959754,-1.1720793,-1.3787153,-1.6857289,-2.058531,-2.2041774,-2.499364,-2.437255,-1.1020919,0.62216073,1.8672783,2.3013487,2.4517882,2.5076976,2.5708144,2.6483548,2.784371,2.934885,3.077098,2.7955742,1.7500944,0.00460124,-1.3578275,-1.4660732,-1.3608043,-1.346626,-1.5576943,-2.0101757,-1.5297009,-1.0603594,-0.74834013,-0.84011334,-0.8824722,-0.93170166,-0.992493,-0.7505178,0.19909555,1.9475608,2.819283,3.0793037,3.1015575,3.0161953,2.909756,2.835524,2.7215323,2.499005,2.1062028,1.8415735,1.7288655,1.3691654,0.85412526,0.59884167,0.8841647,1.3354408,1.6748931,1.9391984,2.0410252,1.6829591,0.8685846,0.28258395,-0.39966837,-0.7104395,-0.85542136,-0.70687574,-0.4685486,-0.2955594,-0.17448589,-0.013161397,0.19564608,0.21481225,-0.17860673,-0.5140803,-0.7350179,-0.7529608,-0.8663332,-1.0227923,-1.1570389,-1.2783116,-1.4231542,-1.4633656,-1.4675608,-1.4116013,-1.2581518,-0.9124936,-0.61716545,-0.7299155,-0.90137005,-0.7756767,-0.6026734,0.41262168,0.4125479,0.41253883
-2.5749645,-2.6033282,-2.6630983,-2.7554142,-2.7753778,-2.6256242,-2.5961907,-2.5821993,-2.5160654,-2.3193736,-1.8404807,-1.421298,-1.2520164,-1.0137953,-0.9552881,-0.9279396,-0.7154849,-0.4403064,-0.2998435,-0.3383819,-0.5635339,-1.0500987,-1.2355888,-0.9406752,-0.80213594,-0.8168291,-0.79032505,-0.7626656,-0.76546365,-0.7336494,-0.6682928,-0.6655785,-0.5835736,-0.42493916,-0.09415719,0.33228466,0.27763814,-0.23361477,-1.1321068,-1.5826939,-1.6079957,-1.4460467,-1.252628,-1.2775214,-1.3610973,-1.4843771,-1.453065,-1.156158,-0.845613,-0.5340742,-0.13837212,-0.14278871,-0.581656,-0.93157315,-1.2055753,-1.9039922,-2.156502,-2.0626073,-2.0229404,-1.9689589,-1.9271932,-1.9387064,-1.9107611,-1.8305916,-1.6415446,-1.0310066,0.05724889,-0.22834882,-1.0934777,-0.8497541,-0.7578172,-0.651746,-0.5818163,-0.51579666,-0.41412163,-0.27046415,0.007563561,0.362958,0.25384295,-0.83751357,-1.9968344,-2.7468305,-2.8920121,-2.9754891,-3.104875,-2.9296126,-1.7782625,-0.9927913,-1.0038211,-0.8701427,-0.77524805,-0.78932136,-0.3959878,0.031626403,0.09416692,-0.5846688,-0.57717097,0.34676495,0.89196384,1.4417785,2.063393,2.6787992,3.395411,4.5068274,6.3242455,8.148865,9.2626915,10.264836,10.7849045,10.583403,9.690374,8.622003,7.488437,6.473778,5.3230615,4.2482643,3.1968439,2.2681708,0.8260498,-0.055283673,-0.22539556,-0.3948211,-0.31092507,0.06467548,0.42558277,0.38337284,0.17718409,-0.040063158,-0.22118455,-0.28854942,-0.46097934,-0.61780673,-0.8758401,-1.2328641,-1.4632299,-1.5836153,-1.6560397,-1.7469771,-1.8330953,-2.0074387,-2.2379785,-2.2852297,-2.2954905,-2.2086787,-2.079127,-1.8771505,-1.8903753,-2.101057,-1.5240444,-1.5240338,-1.5240226
-1.9325476,-1.9530871,-2.0462441,-2.127164,-2.3565164,-2.5421612,-2.7883863,-3.0477285,-3.1757374,-3.2487364,-3.072116,-2.572074,-2.1857376,-1.4964113,-1.0769438,-0.76255786,-0.9074375,-1.3130713,-1.4017167,-1.2430661,-1.2596617,-0.8265959,-0.034194745,0.16785826,0.23285866,0.23206228,0.2195257,0.10936795,0.03683222,-0.06640196,-0.14240493,-0.20688349,-0.19923148,-0.105252594,0.12557612,0.26458618,0.100557625,-0.32605287,-0.9501909,-1.7721286,-2.128275,-2.1384685,-1.9029821,-1.5247779,-1.1890609,-0.9045726,-0.36669216,0.19636872,0.48931563,0.5690309,0.60709816,-0.02046524,-0.5240387,-0.74688554,-1.0046309,-1.9553244,-2.5079162,-2.6879108,-2.670736,-2.6205099,-2.6104994,-2.6749983,-2.748635,-2.8437128,-2.9366455,-3.015596,-2.831955,-2.6149948,-1.7541538,-0.38916326,-0.2553431,-0.47582585,-0.6750213,-0.7597682,-0.72797805,-0.7793455,-0.83026755,-0.96989596,-1.4617738,-2.0039794,-1.8044887,-1.7391913,-2.0415936,-2.4111319,-2.8338714,-3.1120687,-2.0660405,-1.1487205,-0.77269274,-0.813301,-1.3728881,-1.7488348,-2.0231152,-2.139304,-2.0858107,-1.600629,-0.85449207,-0.29266843,-0.37832665,-0.52757573,-0.6741708,-0.79458606,-0.9320802,-1.0895708,-1.2883515,-1.4654237,-1.4139842,-1.0331869,-0.5018311,-0.306112,-0.24170244,-0.2805572,-0.26527476,-0.23791052,-0.29427683,-0.43053782,-0.6929301,-0.91332513,-0.9100918,-0.71305424,-0.6843125,-0.74501556,-0.81524384,-0.93156713,-1.1395819,-1.2083756,-1.3695931,-1.6350652,-1.7452061,-1.7109814,-1.649802,-1.699719,-1.7824163,-1.9164505,-2.0191486,-2.1211126,-2.187844,-2.242572,-2.2235596,-2.1751525,-2.2675166,-2.4222023,-2.6026013,-2.893806,-3.3422585,-3.5068274,-3.3964953,-3.2549555,-2.7231677,-2.7232425,-2.7232227
-0.56830335,-0.603005,-0.5486878,-0.5080164,-0.29444826,-0.08325342,0.1334965,0.26726982,-0.17738935,-0.6419604,-0.36765236,0.2977867,0.9538999,2.0569217,2.6306553,3.1346457,3.029141,2.3306975,2.0882497,2.2281141,2.0714514,2.2655804,1.9988891,1.2927612,1.1032332,1.0352099,1.0458527,0.9063314,0.878615,0.8256804,0.7479935,0.74935544,0.8201847,0.94306636,1.1791458,1.7373035,1.9941992,1.5862131,0.16498516,-0.8363964,-1.1028779,-0.97073996,-0.62228864,-0.26341814,-0.10645874,0.053923555,0.2787034,0.6174116,0.8883199,1.3553125,1.8812065,1.9071169,1.616759,0.8645179,-0.5347826,-1.4291483,-1.9653239,-2.1973486,-2.2065108,-2.2291653,-2.1892986,-2.1301343,-1.9183668,-1.6558559,-1.4679065,-1.0451591,-0.8896812,-1.4638854,-1.52283,-0.985574,-1.0413051,-1.0127481,-0.97809744,-0.9987036,-0.98247725,-0.89874744,-0.63564765,-0.23446399,0.1408296,0.21526095,0.13071522,0.78455484,0.6368604,0.3764666,0.24928814,0.6306295,2.1172187,3.1191797,3.5866582,3.646552,3.1319141,2.6799517,1.9751506,1.6062301,1.2186978,0.6582732,0.18625239,-0.4538468,-0.6122549,-0.66681707,-0.77265453,-0.8986922,-1.0109055,-1.0657345,-1.0434836,-0.95408535,-0.91082484,-0.8188349,-0.36289036,-0.0842742,-0.4805388,-0.83268267,-0.92956597,-0.83148915,-0.582534,-0.19873527,0.42930087,0.86711717,0.7407132,0.59336364,0.6684312,0.50677794,0.24358247,0.037267506,-0.29475853,-0.5752819,-0.7915722,-0.8659713,-0.49701178,0.20716855,0.77905154,1.1105809,1.296918,1.3145125,1.3658307,1.4754946,1.5124052,1.553187,1.4533054,1.1673863,0.86768425,0.7195344,0.5883001,0.48133993,0.30505967,-0.078633085,-0.32903326,-0.31634575,0.18081826,0.18071705,0.18073216
-0.78985107,-0.7633853,-0.9142279,-1.0225413,-0.95787144,-0.77785575,-0.35443902,-0.11812034,-0.35765296,-0.5445448,-0.13380991,0.5031457,1.0550213,1.7517195,2.4986982,2.9597182,2.7581336,2.079887,2.040936,3.865346,5.7173533,8.859466,10.275539,10.529658,10.491764,10.537062,10.600758,10.679526,10.730752,10.790612,10.859318,10.944925,10.982221,10.955767,10.858548,10.478069,9.875625,9.083487,7.4563894,5.474699,4.493743,4.117704,4.768129,6.557479,8.158131,9.357573,10.627892,11.605714,12.36232,12.637495,12.572182,12.391621,12.039261,11.146554,8.996814,5.166505,2.0630708,0.0097782165,-0.66665757,-0.8648573,-1.1571467,-1.442834,-1.6092043,-1.7471673,-1.916959,-1.9016063,-1.2636492,-0.50988555,0.07390354,0.94326735,1.0807962,1.0794315,1.0423208,1.078199,1.0878168,0.955325,0.8329586,0.78622717,0.63505995,0.46255052,0.33060393,-0.38414598,-0.96928024,-1.3050106,-1.4078143,-1.3213072,-0.9862103,-0.328013,0.016100839,0.11436237,-0.35084873,-0.6690234,-0.8661326,-0.97971284,-0.66959727,-0.17131317,0.5681316,1.1510733,1.2919533,1.3253429,1.3340428,1.3549542,1.3614058,1.3421867,1.1711185,0.7657835,0.3208893,-0.31242698,-0.88040805,-0.9572085,-0.6020392,-0.36742365,-0.26725048,-0.28484076,-0.3798331,-0.4817244,-0.6857189,-1.1203804,-1.5863879,-1.6816168,-1.5357003,-1.3518883,-1.2593265,-1.3452134,-1.1552159,-0.75529206,-0.06269805,1.8376566,4.7288694,7.748878,9.772067,11.151054,12.075359,12.488037,12.509768,12.490149,12.450236,12.300064,12.155805,12.039907,11.7232,11.281521,10.7476425,9.724418,8.29624,5.9306893,4.1802626,3.075643,2.7961755,2.7962785,2.796228
-2.2208319,-2.1801133,-2.1966665,-2.2349355,-2.2870545,-2.4058087,-2.5094602,-2.4911633,-2.6514401,-3.0752466,-3.233701,-3.3476853,-3.459705,-3.4731045,-3.3927364,-3.4825268,-3.459066,-3.1802592,-2.9395428,-2.810071,-2.8230498,-2.758975,-2.0017407,-1.6913218,-1.5461779,-1.5518086,-1.6019408,-1.6680248,-1.7301099,-1.8143816,-1.906137,-2.0244186,-2.1325672,-2.2181978,-2.275121,-2.4004936,-2.5583444,-2.9788637,-3.3536854,-3.1520994,-2.7976341,-2.37734,-2.193159,-2.1175478,-2.1647549,-2.2423816,-2.3085117,-2.421173,-2.6031492,-2.874286,-3.0766935,-3.1599092,-3.4632387,-3.558227,-3.411965,-3.1715734,-2.771669,-2.1494992,-1.9121549,-1.7841053,-1.7393359,-1.8028792,-1.8405346,-1.9284497,-1.9113747,-2.0514631,-2.0816925,-1.8731325,-1.741328,-1.563533,-1.311764,-1.2853297,-1.3296803,-1.4357629,-1.5405895,-1.6032534,-1.6648384,-1.7578046,-1.9806774,-2.3062725,-3.2013733,-3.421247,-3.1593132,-2.8003476,-2.7430005,-3.120473,-3.4801009,-3.054627,-2.8860502,-2.7281945,-2.75652,-2.772613,-2.628838,-2.4573808,-2.247343,-2.1653857,-1.4571202,-0.7935491,-0.5629942,-0.54081845,-0.5762093,-0.63861394,-0.6511531,-0.6168057,-0.56973654,-0.6001681,-0.5030126,-0.16755068,-0.2108432,-0.8823874,-1.5728545,-1.6403075,-1.4900485,-1.29361,-1.0572026,-0.8068376,-0.5767379,-0.56018096,-0.5193705,-0.38831344,-0.185792,-0.24643153,-0.22549653,-0.2763399,-0.41497198,-0.31342584,-0.20281726,-0.23985872,-0.4930659,-0.80532867,-1.0542871,-1.3607498,-1.8252448,-2.3288617,-2.6170564,-2.7806664,-2.963328,-3.2014406,-3.3980193,-3.4976144,-3.5603817,-3.5006933,-3.3633187,-2.8675776,-2.5701423,-2.3580377,-2.310018,-2.3448067,-2.3181427,-2.3184433,-2.3184273
