0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121
10.867433,10.929489,10.98272,10.965477,9.830513,8.454025,7.5442786,7.3550158,7.420581,7.113139,5.643216,3.841393,2.5367346,1.8367469,1.3536183,1.2560022,0.55260485,0.21662909,-0.14389983,-0.28760186,-0.33958077,-0.4223988,-0.22242329,0.49675548,1.3781166,1.8579752,2.3281913,1.9572895,1.8842242,2.0641065,2.2136774,2.228789,2.170693,2.3219285,2.5701604,2.3859549,1.912554,0.7911302,-0.06527432,-0.34624186,-0.5917081,-0.9050455,-0.75860786,-0.65168154,-0.8244729,-0.95914483,-1.0365201,-0.8884759,-0.35097435,0.5021786,1.5208083,2.2240973,2.7596111,3.140174,3.2165785,2.59312,1.4822359,0.5302774,0.01828979,-0.33579955,-0.7983407,-1.1093335,-1.1861727,-1.1727862,-1.0374204,-0.91212356,-0.9108452,-1.001691,-1.1829233,-1.1826288,-0.59509534,0.07050568,0.3091968,0.7449281,0.9120243,0.5580228,0.23033053,0.32208043,0.21444723,0.12609953,0.028757088,0.24367292,0.7114687,1.328501,1.9254797,2.8422685,3.191328,2.6220431,1.9012314,0.95752347,0.29349625,-0.10548198,-0.5676159,-1.1204304,-1.4998074,-1.5331848,-1.4881233,-1.3934678,-1.1516001,-0.9171193,-0.70778227,-0.46769628,-0.025938094,0.47711998,1.0202179,2.2455535,3.5530825,4.17728,4.833975,5.2013636,5.9070077,6.5287514,6.748261,7.463666,7.949065,8.520535,9.2900095,9.958978,10.330013,10.8079815,10.30379,10.303888
-2.8155804,-2.787907,-2.7941747,-3.0013316,-3.4787707,-3.6679313,-3.7496376,-3.5911899,-3.427774,-3.3077495,-3.127769,-2.9033408,-2.7840538,-2.6496096,-2.2954702,-1.8500752,-1.3110889,-1.0442436,-0.6775525,-0.32214522,0.15242976,0.8488705,1.5670099,2.2595654,2.2025597,0.9893728,-0.3688829,-1.2979488,-1.9215502,-2.3630242,-2.625022,-2.820191,-2.9802272,-3.0566616,-3.0598512,-3.101771,-3.0547948,-3.0664668,-3.194741,-3.0806532,-2.5843801,-1.3689322,-0.5153874,-0.26126516,-0.42972332,-0.7771316,-1.4236664,-1.993904,-2.019993,-1.9275172,-1.9772459,-1.7896836,-1.6518911,-1.4280438,-1.2808601,-1.2283216,-1.2329783,-1.428353,-1.3771715,-1.0606909,-0.6655263,-0.38021895,-0.26570943,-0.30874613,-0.39250877,-0.48050517,-0.59555805,-0.7125324,-0.8087641,-0.89510345,-1.3627424,-2.1535397,-2.132994,-1.7898364,-1.9485838,-1.9089553,-1.8051293,-1.4410934,-1.0468242,-0.8270627,-0.6888413,-0.8211802,-0.9597335,-1.0088174,-1.2410865,-1.9064167,-2.283763,-1.9215078,-1.7508409,-1.6308784,-1.7178471,-1.9091755,-1.8890979,-2.0169702,-2.3246531,-2.4980521,-2.5518267,-2.5602605,-2.4926944,-2.3542075,-2.219151,-2.028226,-1.7511024,-1.4334911,-1.347645,-1.5229199,-1.8650589,-1.8408922,-1.8847439,-1.7555443,-1.814467,-1.9251409,-1.9295428,-1.9685192,-2.0637891,-1.8948536,-1.6969426,-1.5425072,-1.4165757,-1.1455978,-1.0520607,-1.0517635
-1.7500659,-1.7186896,-1.7459005,-1.6780617,-1.8476882,-1.9447503,-1.9192429,-2.0042167,-2.2563417,-2.254758,-2.100048,-2.219512,-2.1561768,-2.2508044,-2.6347656,-3.0311832,-3.2757215,-3.3271391,-3.3628564,-3.432644,-3.539338,-3.6551986,-3.6746461,-3.3922372,-2.3525994,-0.36668906,1.4329484,2.4440312,3.4692044,4.1304245,4.589567,4.6143446,4.7487698,4.8926306,5.175932,4.9533086,4.1672072,3.379513,2.1522346,0.94770944,-0.39225298,-1.9746435,-2.6103916,-2.8165355,-3.0343847,-3.3011665,-3.4609556,-3.3708677,-3.2436438,-3.0286074,-2.7273552,-2.4464226,-2.11893,-1.60623,-1.2569573,-0.76645786,-0.6486907,-1.1356806,-1.92804,-2.5288968,-2.700004,-2.5814352,-2.4817572,-2.4753897,-2.482423,-2.436609,-2.3637552,-2.3728151,-2.5186086,-2.7521667,-2.7708583,-2.6046247,-2.431714,-2.5202663,-2.8344603,-3.2785096,-3.206383,-2.8821259,-2.6792219,-2.596158,-2.7165546,-2.9531538,-3.1020575,-3.2132463,-3.0527906,-2.7775521,-2.2343128,-1.4322221,-1.1531079,-1.3278474,-1.871241,-2.4449549,-3.0544837,-3.2093897,-3.2443519,-3.2609756,-3.2959628,-3.302978,-3.3702116,-3.4220033,-3.4112668,-3.376849,-3.3552952,-3.1974463,-2.8510187,-2.3687015,-2.0495665,-2.4688444,-2.7750542,-2.7426114,-2.5962636,-2.4391456,-2.4773958,-2.5942922,-2.6644511,-2.676815,-2.7550716,-2.9304242,-2.9758291,-3.0388393,-2.926042,-2.926432
-2.593105,-2.574202,-2.486297,-2.4026077,-1.7995294,-1.4380509,-0.9815667,-0.17841119,-0.324051,-0.5279193,-0.60775894,-0.4230212,0.040356643,0.15321428,0.098934315,-0.3625131,-0.38216758,-0.39580625,-0.15952739,0.1049867,0.5832684,1.481363,2.2613215,2.9698863,2.9784768,2.0373201,0.6694644,-0.54065526,-1.4769199,-2.0972345,-2.3802326,-2.5514302,-2.71553,-2.7052622,-2.3372371,-1.4563274,-0.48494205,0.28348106,1.0630342,2.038794,2.8443723,2.7048109,1.7994953,0.93871164,-0.074581444,-0.82425475,-1.6405973,-2.0797496,-1.8319961,-1.1565963,-0.6356355,-0.4354689,-0.102783725,0.50201726,0.9237511,1.3100471,1.1441522,0.35574237,0.058163866,-0.48459786,-0.93213147,-1.0846125,-1.146378,-1.2604855,-1.4197054,-1.589431,-1.7725519,-1.9400517,-2.1606603,-2.392013,-2.5345602,-2.3824244,-1.7170391,-1.0744135,-1.2637627,-1.2173188,-1.298066,-1.6252944,-1.6969204,-1.6271778,-1.4495449,-1.4418504,-1.4197407,-1.1820565,-0.7964248,-0.55155396,-0.17141008,-0.061836362,-0.11197837,-0.24801087,-0.46577415,-0.7765596,-1.016537,-1.5392655,-2.156104,-2.3983533,-2.4856722,-2.4655972,-2.440949,-2.3462563,-2.1846304,-1.9696449,-1.742948,-1.5605996,-1.542464,-1.6599934,-1.8465313,-2.0035493,-2.0464633,-1.8701735,-1.7681518,-1.6433909,-1.7013185,-1.6766198,-1.4875546,-1.2456775,-0.8280915,-0.5687207,-0.38716012,-0.22517768,0.40914476,0.41000763
5.017164,5.238902,5.3681736,5.552561,5.6631503,5.566997,5.330625,4.989848,5.044403,5.001151,5.154518,5.402045,5.445002,5.6676083,5.896118,5.9715414,6.045348,6.0347943,5.8985457,5.6940784,5.2820377,3.969953,2.3979325,0.53343475,-0.7092075,-1.6492548,-2.1601694,-2.458079,-2.7512918,-3.006208,-3.1162112,-2.989007,-2.725227,-2.451091,-2.3839457,-2.5238469,-2.6374674,-2.9007506,-2.823044,-2.3698623,-1.8118951,-0.54209685,0.114200935,0.2754248,0.61036646,1.0210911,1.2330179,1.3439249,0.97952753,-0.11016687,-1.3484585,-2.2678576,-2.7433674,-2.8296742,-2.5304332,-2.1000528,-1.854104,-1.7694845,-1.4294281,-0.71938777,-0.075521976,0.16504839,0.21749799,0.17334385,0.16860399,0.18772525,0.14610621,0.074324936,-0.09318975,-0.21354291,-0.5362897,-1.0020345,-1.6084608,-2.0799413,-2.0500607,-2.0729105,-1.9316185,-1.7487879,-1.6374304,-1.5427668,-1.3597126,-1.041111,-0.7920026,-0.5677868,-0.81606627,-1.1357093,-1.8640991,-2.2746716,-2.1817842,-1.9045212,-1.4806867,-0.77582294,0.4634723,1.6560986,2.4218016,2.5620503,2.5076437,2.3854532,2.1928165,1.9866216,1.7529814,1.4829537,1.189072,0.75007784,0.27467096,-0.3008319,-0.5550193,-0.24827011,-0.1016936,-0.23134515,-0.4704762,-0.81653476,-0.8834636,-1.0272269,-1.1761999,-1.4280967,-1.6902103,-1.6320575,-1.6452483,-1.4259175,0.8693249,0.86915195
-1.3696921,-1.3856525,-1.4443121,-1.6388853,-2.1686563,-2.134838,-1.8753176,-1.7542017,-2.05092,-2.2610197,-2.0620408,-1.7782937,-1.6622632,-1.7438297,-1.9754755,-1.9934819,-1.7194723,-1.5241559,-1.3152115,-1.1027876,-0.7549015,0.05733423,0.63829875,0.8611645,0.39989674,-0.6171601,-1.763385,-2.185854,-2.4319565,-2.633223,-2.63262,-2.5019794,-2.206707,-1.8734032,-1.2892257,0.46888375,1.6746852,2.6282272,3.0185199,3.1554246,2.7652636,1.6817813,0.7397053,0.17038241,-0.07482816,0.07845774,0.84902334,2.0930502,2.802967,3.1729977,2.9888988,2.6149445,1.7953303,0.35151634,-0.32210955,-0.43401793,-0.15210912,0.47293243,0.32186478,-0.4412369,-0.69666016,-0.7946769,-0.8734281,-0.8336079,-0.8137315,-0.7794806,-0.63200426,-0.41618636,-0.16894448,0.11990456,0.33981737,-0.18076044,-0.67378306,-0.95151985,-1.142447,-1.1909486,-1.476855,-1.874219,-1.9562083,-1.9789628,-1.9582684,-1.9537876,-1.659986,-1.2226286,-0.8559778,-0.51678514,-0.16737638,-0.02296802,-0.016949981,-0.043264806,-0.20888317,-0.70368767,-1.555632,-1.7450879,-1.360203,-1.0174322,-0.76930714,-0.5031051,-0.29395288,-0.059634894,0.109625235,0.34899527,0.4423225,0.49850422,0.4981647,0.41586453,0.20797396,0.16122416,0.020031005,-0.029507697,0.0792104,0.12568319,0.18795481,0.19388786,-0.16432041,-0.5058538,-0.9249511,-1.3843958,-1.724304,-1.9569392,-2.1837885,-2.1841683
-1.4472687,-1.6295099,-1.7397174,-1.9316986,-2.4918962,-2.7581468,-2.8966255,-2.8287864,-2.7313306,-2.7184582,-2.7910583,-2.5949297,-2.539669,-2.4313755,-2.111374,-1.6906765,-1.2896751,-1.1684401,-1.074423,-1.0288906,-0.88141084,-0.66526294,-0.5568401,-0.78179336,-1.1429954,-1.5395701,-2.1618013,-2.359154,-2.1548002,-1.8044485,-1.3585358,-0.921738,-0.30722255,0.063700676,0.27170303,1.071888,2.164749,3.381878,4.2893267,4.3861556,4.2471538,3.830583,3.2676556,2.8884385,2.6892707,2.6547992,2.728983,2.7685196,2.5929506,2.272202,1.6509323,1.2612246,0.8318955,0.09701544,-0.31938568,-0.62690157,-0.4198618,0.46486783,1.8198588,3.4093535,4.611514,5.1851034,5.5550146,6.0924487,6.419018,6.73667,7.2310095,7.7025957,8.283779,8.731368,8.732696,8.178829,6.9554677,5.0488596,3.8583393,2.9357564,2.033729,1.544451,1.390053,1.4192079,1.5696247,1.4225621,1.2637281,0.89507264,0.08221574,-0.6510536,-1.0212461,-1.2421265,-1.314317,-1.1400199,-0.73466444,-0.38042393,0.07251829,0.51608896,1.0493296,1.3994577,1.6387815,1.8442531,2.0865636,2.2192419,2.3334646,2.3626251,2.275123,2.0100996,1.6402972,0.99297535,0.36123776,0.46667436,0.37486193,0.44590896,0.3303876,0.16951567,0.074018836,-0.031272087,0.06856682,0.4307352,0.3973772,0.12169692,-0.05676215,-0.25710922,-0.29740545,-0.29674304
-1.0889084,-1.2526486,-1.3365222,-1.514916,-1.7652664,-1.7804215,-1.6239858,-1.430372,-1.2747276,-1.050869,-0.91772723,-0.31711632,0.043147504,0.34714997,1.3413944,2.1654725,3.1392863,3.3763573,3.9344256,4.4806213,5.3503757,6.415645,7.2671056,7.860277,7.8404455,7.0833836,5.631812,4.074115,2.5771222,1.1743429,0.12254904,-0.46290413,-1.089394,-1.3269349,-1.4509315,-1.5489885,-1.3142211,-1.1516123,-1.1354768,-0.94646835,-0.5519713,0.060523003,0.39447755,0.43634433,0.34952727,0.21769819,-0.1501629,-0.63095635,-0.57034665,-0.34297884,-0.16635582,-0.007868454,0.09439504,0.22451802,0.30414787,0.20268385,0.09890055,-0.26995015,-0.35116065,-0.5418373,-0.4116753,-0.14668958,-0.023319416,-0.018402062,-0.05356525,-0.052552506,-0.023621008,0.030499667,0.13226789,0.35419276,0.7615877,0.84218025,1.2830154,1.6694587,1.5182893,1.2342176,0.53828835,-0.01097627,-0.15501821,-0.1354453,-0.032373816,-0.05898662,-0.040797763,0.3262601,0.7643183,0.85516715,0.9536767,1.2102208,1.2573717,1.3608747,1.312184,1.0699747,0.92186004,0.40399766,-0.32427227,-0.6786519,-0.78371143,-0.8379434,-0.8270043,-0.6481421,-0.5141716,-0.2941805,-0.002090335,0.3352542,0.37628403,0.09009707,-0.2118794,-0.11749095,-0.05002165,-0.10103446,-0.18792772,-0.20177838,-0.20444399,-0.21790573,-0.29099923,-0.39460438,-0.11931437,0.16466308,0.42264563,0.67090654,0.3981533,0.39943707
-1.0772707,-1.3181818,-1.4571886,-1.7128396,-2.2088604,-2.1751344,-2.1255674,-2.099389,-1.8706548,-1.6233664,-1.119351,-0.3263311,0.0004580319,0.32114944,0.95990133,1.4847705,1.7959031,2.0302901,2.0850222,2.1500819,1.9347814,1.974155,2.1117911,1.8189118,0.991612,-0.3664152,-1.4295893,-1.8457184,-1.988559,-1.9418766,-1.8737099,-1.7139581,-1.5768279,-1.5914891,-1.730349,-1.578952,-0.75369453,0.5115686,2.4034386,3.4716585,4.5716977,5.864415,6.1213875,6.1563916,6.0824013,5.893584,5.5190454,5.0388236,4.708808,4.100598,2.9686408,1.6459346,0.5300089,-0.6994047,-1.1243205,-1.236309,-1.0082998,0.32771578,2.3303208,3.646417,3.656326,3.299387,3.1084993,3.0490656,3.1021807,3.1061437,2.9727771,2.817163,2.6790278,2.3600588,1.5944803,0.96515656,1.2780187,2.2077308,3.8048568,6.6214075,8.66981,9.749662,10.161879,10.275782,10.285172,10.197346,10.030415,9.706704,9.334813,7.809338,4.9529777,1.0643377,-0.5065018,-1.2621005,-1.361135,-1.369274,-1.1550037,-0.954895,-0.84867966,-0.7704296,-0.69562286,-0.7409414,-0.7508458,-0.76619315,-0.8621731,-0.97817063,-1.1045827,-1.2594701,-1.4075112,-1.5115821,-1.3701382,-1.1200733,-1.0103775,-1.0783216,-1.1025505,-1.1716112,-1.1591057,-1.175075,-1.1410247,-1.2226596,-1.2553341,-1.2189654,-1.2312645,-1.3542337,-1.0097802,-1.0079923
-3.3449416,-3.1710038,-3.1029413,-3.1973994,-3.4724283,-3.4298465,-3.6299481,-3.819581,-3.9685526,-3.925465,-3.7198596,-3.4595952,-3.3088243,-3.201374,-2.993611,-2.6416755,-2.1761622,-2.0503745,-2.0153365,-2.0698624,-2.187995,-2.6630206,-3.2964156,-4.0255036,-4.4682837,-4.7936063,-4.958214,-4.891524,-4.741212,-4.657298,-4.6002274,-4.548913,-4.339114,-4.174802,-4.13764,-4.144589,-4.2021837,-4.1348915,-3.9140315,-3.4488184,-2.7770083,-2.3145,-2.4891503,-2.7557669,-2.838719,-2.7931237,-2.557403,-2.119921,-2.1023548,-2.2949708,-2.4927135,-2.6001995,-2.8999667,-3.2679312,-3.24036,-2.8307045,-2.3612027,-1.8613203,-1.5952797,-1.645544,-1.548013,-1.5244269,-1.5527729,-1.499424,-1.4557663,-1.3956558,-1.3022764,-1.1667302,-0.9608594,-0.6706667,-0.70654577,-1.1692674,-1.8796915,-2.12245,-2.2225294,-2.1107285,-1.9871926,-2.0733957,-2.2039714,-2.3757763,-2.5479903,-2.8115163,-3.0135486,-3.1591716,-3.23845,-3.8104684,-4.1858416,-3.1904058,-2.475637,-1.6431718,-0.65001774,0.73603487,2.9837003,4.7068253,5.5643506,5.777214,5.8405666,5.8441544,5.7761574,5.718806,5.632715,5.4965205,5.3500757,5.161878,5.02273,4.494778,3.787565,3.5682268,3.2172794,3.2244244,3.0535052,2.9071515,2.7968354,2.3990476,2.0990062,1.873584,0.8511152,0.048842877,-0.39632517,-0.5537254,-1.6928017,-1.6958091
