0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143
11.5606,11.213182,9.869464,8.496086,6.778966,6.5800476,6.3309855,6.6210294,6.27722,5.799163,5.6204796,5.439589,4.105108,3.314191,2.907039,2.7050657,2.636225,2.494715,2.2829468,1.956557,1.7694672,1.5470097,1.5964384,1.7360471,1.7910876,2.703229,3.5525398,3.281858,3.4926648,3.6906805,3.3609383,2.8265011,2.2518644,2.3122683,2.3917005,2.525821,2.8097558,3.241005,3.2103071,2.6586258,2.269521,2.1894794,2.3195531,2.4045231,2.3320467,2.3215733,2.3744755,2.662388,2.974873,3.1180196,3.2470605,3.596352,4.0606804,4.7829447,4.901654,4.61839,3.9305236,3.0368629,2.4858034,1.8996484,1.7068868,1.5886388,1.4555045,1.3614005,1.2562973,1.1827376,1.1540513,1.083959,1.0828562,1.107759,1.0915245,1.1805173,1.3265723,1.4707762,1.6104455,1.8373787,2.2381732,3.0498214,4.0083847,5.422764,6.241723,7.1513457,6.7059526,5.955769,4.678548,3.222139,2.8044825,3.4983668,4.018123,4.3430777,4.5805225,5.0031147,5.309772,5.4992456,5.642752,5.2759714,4.1780233,3.8204665,3.8502595,3.6604261,2.8194766,2.368948,2.0810366,1.8018458,1.6552438,1.6095222,1.6519632,1.6720581,1.632011,1.4945297,1.4905844,1.7744566,1.9595517,2.1443558,2.4231858,2.3767996,2.2977624,2.2717793,2.3261223,2.4964294,2.325174,2.1415014,2.070928,1.8506327,2.649181,3.545354,4.061857,4.1618915,4.0798097,4.1723647,4.431575,3.831442,4.47523,5.649548,7.121336,8.093716,9.424357,10.290018,11.163712,12.227206,12.418869,10.528041,10.5245,10.524534
-2.9656968,-2.874629,-2.5680466,-2.3572645,-2.1720595,-2.1950955,-2.175347,-2.1343427,-2.1116688,-2.12263,-2.1762633,-2.1768427,-2.1113372,-2.0359898,-2.0882626,-2.2969522,-2.3431458,-2.3367586,-2.2852297,-2.187427,-2.0601406,-1.7521224,-1.1814752,-0.9198786,-1.0039884,-0.4586802,-0.49173978,-0.4280532,-0.7054863,-0.8333597,-0.98798406,-1.5445338,-2.30616,-2.6255686,-2.6891909,-2.5277574,-2.4036412,-2.353991,-2.1880336,-2.1006355,-2.2217593,-2.452455,-2.6115806,-2.8050537,-3.0484552,-3.2801178,-3.4519439,-3.588129,-3.7179732,-3.8318138,-3.9354274,-4.060738,-4.1834908,-4.240873,-4.148738,-3.9918664,-3.6880066,-3.423441,-3.38407,-3.1152163,-3.0399294,-2.8315952,-2.5746927,-2.38201,-2.2316499,-2.1048772,-1.9582188,-1.7897617,-1.8156035,-1.7536751,-1.6687636,-1.6131864,-1.4693129,-1.1416664,-0.7560553,-0.4492952,-0.59208524,-1.3373159,-1.9486161,-2.3302753,-2.3992143,-2.4852157,-2.534616,-2.48232,-2.4665158,-2.194903,-2.203027,-2.2938566,-1.8961643,-1.2596121,-0.6812394,-0.5025208,-0.448694,-0.2465332,-0.19195029,-0.32339716,-0.48849854,-0.58146435,-0.5516097,-0.5267569,-0.5782148,-0.64916766,-0.28445876,0.24998476,0.5640229,0.75392926,0.7850672,0.8850999,0.9771385,0.955269,0.75259936,0.47654185,0.1964736,-0.006597787,-0.14381735,-0.23489252,-0.41096842,-0.5752909,-0.45643184,-0.4313913,-0.49590915,-0.5574812,-0.61131614,-0.9878937,-0.94555044,-0.4685337,-0.249634,0.08609599,0.3518858,0.4935296,0.69138706,0.76269376,0.77606905,0.85952854,0.846443,0.8192615,0.3146542,-0.19811974,-0.7968059,-1.104763,-1.2503434,-1.2456211,-1.250685,-1.2506301
-1.4075845,-1.220264,-0.93691766,-0.8653902,-0.73729825,-0.77769357,-0.8738027,-0.96672714,-0.9425023,-0.99134636,-0.9571862,-0.9515794,-0.52757573,-0.508575,-1.2624681,-1.7293332,-2.0507984,-2.3240435,-2.601554,-2.8244867,-2.8530998,-2.8884306,-3.014069,-3.1017537,-2.9947338,-2.5811825,-2.1821938,-2.0371244,-1.9206355,-1.8995216,-1.7850707,-2.1092663,-2.26061,-2.1157587,-2.025819,-1.7339071,-1.3430996,-1.3006227,-1.5341184,-1.7300568,-1.8307441,-2.0013027,-1.9641364,-1.8018913,-1.5987922,-1.3861272,-1.2108625,-1.1207322,-1.1177493,-1.1743287,-1.2824743,-1.4046975,-1.5249656,-1.3218073,-1.1656072,-0.8693197,-0.5644751,-0.45067257,-0.27695477,-0.1322927,-0.012614336,-0.00381843,0.15612327,0.33666545,0.61117977,0.8991569,1.1876212,1.4552929,1.4573162,1.700722,1.8077772,2.0156417,2.5081167,3.3706717,4.151332,5.966157,8.013066,9.941051,10.844241,11.113857,11.078814,10.447905,10.535036,10.794027,10.896633,10.195894,9.173745,7.165007,2.7823787,-0.50491494,-1.8775263,-2.5840497,-2.8437805,-3.1188679,-3.292471,-3.2532809,-3.0551805,-3.1589308,-3.433562,-3.5812411,-3.927579,-4.0579605,-4.294238,-4.443183,-4.4983945,-4.508067,-4.4583163,-4.4080195,-4.349223,-4.171731,-3.9325404,-3.5689397,-3.1243143,-2.8293912,-2.6053133,-2.3999484,-2.2746916,-2.2199235,-2.2420723,-2.2883766,-2.2692327,-2.0967917,-2.0262468,-2.0520458,-1.8432515,-1.6817019,-1.6590269,-1.7998977,-2.0104678,-2.029779,-2.0550365,-2.2574418,-2.2835774,-2.1337276,-1.76701,-1.6560376,-1.4924148,-1.278892,-1.3311447,-1.0525423,-0.9791506,-0.45721743,-0.45413932,-0.454225
-2.191635,-1.737076,-0.76151955,-0.16262068,0.36409733,0.26802158,0.24763504,0.22798127,0.3360082,0.39663824,0.38084817,0.35892683,0.51891404,0.56965154,0.48983854,0.21630812,0.019218504,-0.17729372,-0.5163345,-1.0853131,-1.6129906,-2.0105228,-2.0912979,-1.4974083,-0.5234633,0.3149549,0.5874401,0.68119156,0.4115351,0.46095312,0.5819133,0.422972,-0.37656105,-0.6222012,-0.5542242,-0.3902668,-0.44056892,-0.84323835,-1.0769277,-0.6471348,-0.48421204,-0.7594256,-1.1224581,-1.4509904,-1.6421218,-1.6497151,-1.5507619,-1.4753163,-1.4254737,-1.3180358,-1.2570493,-1.2769761,-1.4351805,-1.7215745,-1.8230532,-1.8248113,-1.6448331,-1.5448002,-1.5299994,-1.3213991,-1.260771,-1.200828,-1.1922643,-1.1936415,-1.2211734,-1.2458622,-1.2391508,-1.2422523,-1.2787927,-1.32225,-1.3409492,-1.4039915,-1.4562428,-1.4444852,-1.3175182,-1.1017247,-0.958498,-1.0389054,-1.3905582,-1.6943905,-1.6186179,-1.7649348,-1.9407701,-1.8456206,-1.6709049,-1.184065,-1.249615,-1.7277789,-2.4920757,-2.7601168,-2.6963704,-2.6762311,-2.571796,-2.2842777,-2.0653975,-2.0174956,-2.1516967,-2.2205513,-2.330785,-2.2867403,-1.9702979,-1.7830534,-1.4660414,-1.1876493,-1.1205523,-1.1273516,-1.2248551,-1.1638212,-1.0142435,-0.9079069,-0.9707703,-1.1697311,-1.3763535,-1.5122491,-1.5865126,-1.6317186,-1.7943336,-1.9411516,-1.827768,-1.7257112,-1.6342621,-1.287914,-0.8869139,-0.2033783,-0.010125369,-0.30379102,-0.577786,-0.5153329,-0.31222984,-0.21361145,0.055636942,-0.03246768,-0.0828903,0.12058871,0.3861276,0.7261206,0.8940537,0.8977924,0.44045186,-0.04659401,-0.30973718,0.8672321,0.8648845,0.8648863
2.3913808,1.592719,0.6103108,0.23944016,-0.059429124,0.08034548,0.18754344,0.14391108,0.0622451,0.14194874,0.15852694,0.232775,0.10417484,-0.048564166,0.53767484,1.3642256,2.2255137,3.081683,3.9070501,4.764778,5.352706,5.613625,5.289973,4.6837454,2.8172429,0.73448133,-0.2024484,-0.5960934,-0.63285285,-0.8090765,-1.2417321,-1.4321048,-1.5462676,-1.4327452,-1.2679149,-1.1670766,-1.098502,-0.9625357,-1.3514149,-2.0140195,-2.1797235,-2.0635653,-1.9846284,-1.7441305,-1.4528451,-1.1945713,-0.9667615,-0.76597023,-0.4897511,-0.2687202,-0.1206018,-0.0042604804,0.09891334,0.1810489,0.17459568,0.34005213,0.6117094,0.8506261,1.0315442,1.1302121,1.2219095,1.2828296,1.4007266,1.4856944,1.5566564,1.4938233,1.4206378,1.3521259,1.3980856,1.4293566,1.4105966,1.4234484,1.4018188,1.303644,1.0625288,0.71392936,0.62617815,0.2713964,-0.07694213,0.41694093,0.986239,1.6236323,1.4365526,1.0224066,0.58541346,0.4369405,0.6576872,1.234281,1.6493427,1.1805286,0.5439363,0.034931146,0.08103573,0.17251997,0.3248227,0.38900635,0.3033167,0.14750454,-0.2360332,-0.79607236,-0.63794136,-0.093143865,0.8571992,1.3354876,1.5716176,1.734729,2.0442016,2.1620507,2.2120993,2.425929,2.6886516,3.076093,3.5579789,3.8711758,4.093083,4.2574453,4.456841,4.6464024,4.568896,4.470684,4.4778934,4.166186,3.6608446,2.4196286,0.47127032,-0.27315277,-0.15788206,-0.10856736,0.023343265,-0.006014526,-0.08768207,-0.07960737,-0.1263107,-0.16346106,-0.025743276,0.2646477,0.8518287,1.0745006,1.108933,1.1063578,1.3791782,2.5455782,2.5468152,2.5468152
-3.3882031,-3.097742,-2.2053201,-1.5218331,-0.7633971,-0.64587504,-0.7429711,-0.8947003,-0.7443354,-0.5198641,-0.46345735,-0.37825036,0.1344452,0.42014465,0.42799884,0.5254231,0.4863955,0.3014164,0.14059862,0.013717264,-0.05346641,0.03267193,0.15424481,0.19905996,0.40542972,-0.064151615,-0.19500563,0.009070143,0.13259709,0.10340285,0.39816457,0.78126407,0.8401605,0.5359777,0.40460032,0.24605441,0.12875026,0.03980723,0.40069017,1.0569656,1.2170063,1.7868402,2.3668404,2.5035713,2.212334,1.9537066,1.6271825,1.229687,0.93287635,0.7958792,0.8174051,0.8447354,0.85762393,0.8689514,1.0227982,1.5023975,2.135655,2.5819511,2.71864,2.833767,2.845244,2.9043753,2.8883677,2.813424,2.7313492,2.6943448,2.6455698,2.59013,2.6086197,2.580061,2.6032727,2.625136,2.6298761,2.6398149,2.5898795,2.0849705,0.9887056,0.2280719,-0.5723342,-1.8238006,-2.6869278,-3.3188553,-3.0203152,-2.3540728,-1.5242813,-0.74772197,-0.8201002,-1.0772464,-1.3448734,-2.0833166,-2.877603,-3.3192213,-3.352245,-3.0210679,-2.607542,-2.2011871,-1.7039378,-1.2972543,-0.9325017,-0.062964976,0.7004471,0.8145999,0.73905015,0.65282565,0.49274126,0.300546,0.1977619,0.20701912,0.29958665,0.56738704,0.8239651,0.9326629,1.1186223,1.2070738,1.199743,1.196975,1.075831,1.0058218,1.0409992,0.965797,0.9234974,0.63990086,0.4316535,0.6461436,0.65794474,0.31733826,-0.35234892,-0.70314264,-0.8385136,-0.83196807,-0.7258703,-0.80978286,-0.9130247,-1.0961608,-1.1718645,-1.3002151,-1.6020045,-2.017607,-2.3480525,-2.5071135,-2.5078616,-0.76735026,-0.7604297,-0.7604722
-2.3792424,-2.601892,-3.0774338,-2.9916186,-2.757642,-2.7055402,-2.642995,-2.6039603,-2.4599888,-2.3201525,-2.260396,-2.2259474,-2.2566304,-2.2007809,-1.819881,-1.7503641,-1.755233,-1.6865889,-1.467722,-1.104985,-0.8343268,-0.612924,-0.53758496,-0.48490983,-0.5553857,-0.6190027,-0.7405257,-0.65630126,-0.71228904,-0.72588485,-0.73217595,-0.73947644,-0.8670834,-1.1607511,-1.3711933,-1.6935844,-1.9491174,-1.994836,-1.9022025,-1.6730424,-1.3112003,-0.57278645,-0.31457648,-0.15269428,-0.21032661,-0.45502836,-0.7451606,-1.0693411,-1.2936066,-1.447231,-1.5531206,-1.7190065,-1.8989708,-2.312803,-2.4766452,-2.725772,-2.6594214,-2.3615348,-2.3838866,-1.9301771,-1.6779228,-1.3504472,-1.0857856,-0.9397041,-0.86760193,-0.79740465,-0.72077227,-0.62444496,-0.6150159,-0.5739359,-0.5087725,-0.47588733,-0.39944136,-0.2982997,-0.17346063,-0.252441,-0.78892195,-1.1501077,-1.2500883,-1.7858953,-2.1178737,-2.316297,-2.2597647,-1.9799857,-1.5377667,-0.8114924,-0.55120754,-0.70191497,-0.47327477,-0.54516816,-0.89409673,-0.9539204,-0.87381995,-0.62084836,-0.5543567,-0.792752,-1.0605134,-1.0045978,-0.6188625,-0.41540655,-0.44941396,-0.5320404,-0.4995178,-0.35578775,-0.31725982,-0.35795686,-0.47071427,-0.6085391,-0.77220047,-0.9200152,-0.91588753,-0.8779754,-0.7811369,-0.7427579,-0.8800533,-0.9909589,-1.066856,-1.1219536,-1.1490304,-1.1351719,-1.1721714,-1.202977,-1.265759,-1.3968407,-1.3144833,-1.219129,-1.3720591,-1.3753155,-1.291251,-1.2033898,-1.1927989,-1.1169264,-1.1193094,-1.2012291,-1.3305832,-1.3870827,-1.5177867,-1.8011196,-2.0999274,-2.3592653,-2.3975184,-1.6635411,-1.6648241,-1.6647737
-1.6420859,-1.5705738,-0.879221,-0.3085794,0.2068243,0.17492259,0.19702917,0.16180298,0.2000773,0.29064673,0.15135431,0.13687356,0.2939352,0.43312824,0.6119319,0.41418445,0.4018783,0.41138223,0.46687266,0.5676941,0.84672683,1.6810355,3.9523392,6.1396112,9.111363,10.464397,10.006146,9.999325,9.656731,9.173414,7.8859916,4.711315,0.7242197,-0.29497677,-0.4315793,-0.46521094,-0.12224518,0.35941464,0.67461425,0.42927775,-0.11189988,-0.6158246,-0.8939315,-0.96131873,-1.00872,-1.1475931,-1.2358835,-1.2169044,-1.1893498,-1.1562316,-1.1488559,-1.1240826,-1.1138617,-1.1227148,-1.1112603,-1.2437878,-1.4556115,-1.52671,-1.4649477,-1.4380001,-1.4628276,-1.4659463,-1.4803956,-1.492064,-1.4418067,-1.4087093,-1.3471571,-1.2541997,-1.2572994,-1.2228044,-1.1438949,-1.0710013,-0.9710949,-0.7070589,-0.4018831,-0.15356293,-0.15273243,-0.4815742,-0.64688444,-1.2194341,-1.4599082,-1.9016285,-2.1814218,-2.2628813,-2.1802328,-1.8287212,-1.7810864,-1.8007936,-1.4221929,-0.7032653,-0.19540885,-0.29077247,-0.5111786,-0.6915146,-0.8424783,-0.9791317,-1.2368574,-1.2285696,-1.22225,-1.2078435,-0.88762355,-0.82137537,-0.46242607,0.10401733,0.43071985,0.65825534,0.70640063,0.93271685,1.378356,1.8179948,1.8765266,1.8098974,1.9276292,2.0169258,2.2478368,2.5072024,2.3054245,2.0957117,2.789456,3.548087,4.5084243,5.9388785,7.0979857,8.973059,11.258114,11.749525,11.85848,11.944212,12.022915,12.00183,11.9532585,12.072319,11.793529,11.435517,10.859902,10.287957,9.185976,8.209373,6.8971972,5.107972,4.4961243,2.518578,2.4979343,2.4980187
-0.6877512,-0.8621359,-1.1802238,-1.1377797,-1.0918553,-0.9741602,-0.86708766,-0.79016507,-0.7949501,-0.8847617,-0.9397471,-1.1409119,-1.4578476,-1.4072812,-0.97678035,-0.8771521,-0.7614112,-0.45699036,-0.047397345,0.44451344,0.6920912,0.8637698,0.9553486,0.7865213,-0.025978893,-0.36570212,-0.09704153,0.52955425,0.6669119,0.6256755,0.5580065,1.1293286,3.4659195,5.1894917,6.147621,7.903438,9.404452,10.657852,10.94342,9.787207,8.563808,6.6332345,5.352025,3.3638074,1.5698014,0.32584468,-0.22220555,-0.33542603,-0.39222485,-0.34380955,-0.31408715,-0.2975114,-0.25782222,-0.33431146,-0.39263514,-0.5316042,-0.9747376,-1.3051997,-1.3977444,-1.6994076,-1.8243294,-1.8678588,-1.8787203,-1.8976536,-1.9691982,-2.0302112,-2.1167262,-2.1587226,-2.1771991,-2.1630502,-2.139954,-2.146231,-2.1302211,-2.0885994,-2.056532,-1.9877896,-1.7038629,-1.319042,-1.215711,-1.43608,-1.4283468,-1.3464375,-1.2380549,-1.2009192,-1.1887689,-0.73858166,-0.6338774,-1.0088627,-0.89335394,-0.66495883,-0.6126557,-0.59448344,-0.42236814,-0.17558452,-0.068608135,-0.009352846,-0.20971416,-0.14370419,0.23696075,0.80550605,0.97673726,0.9003846,0.7051172,0.8137026,1.1221558,1.3649235,1.4426433,1.4015951,1.2721369,1.0109966,0.70014334,0.387111,0.2185398,0.09949809,-0.03672701,-0.094242126,-0.034843594,-0.004090965,-0.027549863,-0.060152084,-0.16556042,-0.36751804,-0.3359527,-0.51124084,-0.5129036,-0.27920538,0.20478791,0.6719152,1.0070996,1.0833511,0.9634764,1.5626755,1.5728524,1.2142687,0.3813952,-0.10041641,-0.8203378,-1.2155266,-1.0320747,-1.1827424,-1.1875579,-0.63200474,-0.6300713,-0.63004756
-2.670051,-2.7785428,-3.1168635,-3.3742704,-3.6732223,-3.7282045,-3.8835218,-3.9991798,-4.0748534,-4.0369463,-3.9318843,-3.8768768,-3.5521102,-3.49689,-3.2888398,-2.8455527,-2.5227017,-2.2663627,-2.072914,-1.797648,-1.5469228,-1.3564036,-1.1569122,-1.4663451,-2.6960058,-3.810157,-3.108457,-2.495466,-2.3667235,-2.37775,-2.5677254,-2.880289,-2.8847148,-2.721204,-2.5523624,-2.4499779,-2.3499277,-2.0499399,-1.7513099,-2.0212145,-2.3825383,-2.5910835,-2.561554,-2.331654,-1.9833683,-1.6743135,-1.4223707,-1.3270642,-1.2013332,-1.0928631,-1.0354985,-1.0629377,-1.1132692,-1.1772316,-1.1224486,-0.8639382,-0.36921355,0.068294,0.21853371,0.39966512,0.46017605,0.5906463,0.76727915,0.9084549,0.9799663,0.99676085,0.991439,0.95800453,0.95055616,0.877967,0.8216337,0.73997927,0.6021707,0.39228708,0.14736506,-0.22199173,-0.5454065,-1.0910178,-1.7932034,-1.9077425,-1.5534203,-1.075002,-0.7976176,-0.79197115,-0.698753,-0.9162997,-1.1627073,-1.4503324,-1.5215614,-1.9176269,-2.4278855,-2.6904643,-2.746578,-2.7903583,-2.7424989,-2.4128327,-2.0586925,-2.0202386,-2.0570395,-2.0535479,-1.7775463,-1.4616101,-0.9334978,-0.82953006,-0.8589793,-0.8748266,-0.83152074,-0.7738455,-0.77880365,-0.84631073,-0.95818657,-1.1266093,-1.1962938,-1.1967785,-1.1220349,-1.0214804,-0.95470536,-0.9781676,-1.0718606,-1.2300417,-1.2044933,-1.1829958,-1.453341,-1.8794739,-3.3026028,-3.3255157,-3.0824518,-2.9562404,-2.8748288,-2.901013,-2.8929055,-2.920496,-2.9901228,-2.9518332,-2.7339923,-2.4625654,-2.2485235,-2.0729508,-2.1312656,-2.191747,-2.0898004,-2.53122,-2.5331292,-2.53311
